molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
826,437.50,3.61,6,2,91.24,7,N,0,12.82,4.14,4.12,4.12,NEUTRAL,437.50,4,33,0.43,437.1852,C26H23N5O2,7,2,0
827,725.12,,,,,,,,,,,,,725.12,,,,725.1321,C22H20B2F8N4OPt+4,,,
828,311.30,4.51,3,1,42.24,2,N,0,,3.62,3.58,3.58,NEUTRAL,311.30,2,22,0.83,311.1133,C16H16F3NO2,3,1,0
829,429.49,2.27,6,0,97.82,7,N,0,,,2.61,2.61,NEUTRAL,429.49,2,30,0.38,429.1246,C22H23NO6S,7,0,0
830,360.45,2.55,5,0,76.57,6,N,0,,4.93,3.43,3.43,NEUTRAL,360.45,1,26,0.44,360.2049,C20H28N2O4,6,0,0
831,239.28,0.91,5,1,64.84,1,N,0,,8.74,1.32,-0.03,BASE,239.28,2,18,0.80,239.1171,C13H13N5,5,1,0
832,232.26,1.18,4,1,41.05,1,N,0,,8.73,1.61,0.26,BASE,232.26,2,17,0.80,232.1124,C12H13FN4,4,1,0
833,248.72,1.69,4,1,41.05,1,N,0,,8.74,2.07,0.72,BASE,248.72,2,17,0.83,248.0829,C12H13ClN4,4,1,0
834,480.52,3.91,6,3,115.65,8,N,0,4.03,1.82,4.77,1.61,ACID,480.52,4,36,0.33,480.1798,C28H24N4O4,8,3,0
835,234.65,1.29,4,1,81.76,2,N,0,11.78,3.80,0.27,0.27,NEUTRAL,234.65,2,16,0.85,234.0308,C10H7ClN4O,5,2,0
836,723.10,,,,,,,,,,,,,723.10,,,,723.1165,C22H18B2F8N4OPt+4,,,
837,399.47,1.67,7,0,107.05,2,N,0,11.79,,1.46,1.46,NEUTRAL,399.47,0,27,0.30,399.1352,C18H25NO7S,8,0,0
838,139.24,1.64,1,1,12.03,1,Y,0,,10.88,1.72,-1.33,BASE,139.24,0,10,0.58,139.1361,C9H17N,1,1,0
839,181.32,2.76,1,0,3.24,1,Y,0,,10.69,2.76,-0.32,BASE,181.32,0,13,0.60,181.1830,C12H23N,1,0,0
840,195.26,1.59,3,1,44.48,4,N,0,,9.91,1.49,-0.91,BASE,195.26,1,14,0.79,195.1259,C11H17NO2,3,2,0
841,390.43,4.21,5,1,41.05,3,N,0,,8.72,5.13,3.79,BASE,390.43,3,27,0.73,390.1126,C19H17F3N4S,4,1,0
842,330.40,3.92,4,0,52.58,6,N,0,,,-1.37,-1.37,NEUTRAL,365.86,3,24,0.51,330.1700,C19H24ClNO4,5,0,0
843,699.05,,,,,,,,,,,,,699.05,,,,699.0965,C20H15B2F9N4Pt+4,,,
844,670.04,,,,,,,,,,,,,670.04,,,,670.1012,C18H15B2F8N5Pt+4,,,
845,415.58,6.48,4,2,67.53,3,N,1,6.72,4.76,6.84,6.27,NEUTRAL,415.58,2,28,0.20,415.1388,C21H25N3O2S2,5,1,1
846,401.56,6.18,4,2,67.53,3,N,1,6.69,4.59,6.29,5.71,NEUTRAL,401.56,2,27,0.21,401.1232,C20H23N3O2S2,5,1,1
847,283.25,4.09,3,1,52.30,2,N,0,,9.80,3.00,0.69,BASE,319.71,3,20,0.77,283.0820,C14H13ClF3NO2,3,2,0
848,333.78,2.68,5,0,64.43,2,N,0,,2.86,2.27,2.27,NEUTRAL,333.78,2,23,0.79,333.0880,C16H16ClN3O3,6,0,0
849,333.78,2.68,5,0,64.43,3,N,0,,2.86,2.38,2.38,NEUTRAL,333.78,2,23,0.81,333.0880,C16H16ClN3O3,6,0,0
850,288.36,4.73,2,2,40.46,6,N,0,9.92,,4.82,4.82,NEUTRAL,288.36,2,21,0.81,288.1526,C18H21FO2,2,2,0
851,304.82,5.00,2,2,40.46,6,N,1,9.92,,5.28,5.28,NEUTRAL,304.82,2,21,0.74,304.1230,C18H21ClO2,2,2,1
853,391.56,6.86,2,2,49.33,6,N,1,9.45,,6.15,6.14,NEUTRAL,391.56,1,29,0.32,391.2511,C26H33NO2,3,2,1
854,542.76,5.29,6,3,104.06,10,N,2,12.57,,4.86,4.86,NEUTRAL,542.76,0,39,0.20,542.3607,C33H50O6,6,3,2
855,370.49,5.11,5,0,56.85,11,N,1,,3.72,5.09,5.09,NEUTRAL,370.49,2,27,0.52,370.2256,C22H30N2O3,5,0,1
856,735.83,6.00,13,0,162.73,4,N,3,,,7.01,7.01,NEUTRAL,735.83,2,53,0.27,735.3255,C40H49NO12,13,0,3
857,649.74,5.47,11,1,147.55,4,N,3,12.39,0.45,7.26,7.26,NEUTRAL,649.74,2,47,0.33,649.2887,C36H43NO10,11,1,3
858,622.67,4.70,11,0,144.64,4,N,2,,,5.60,5.60,NEUTRAL,622.67,2,45,0.27,622.2414,C34H38O11,11,0,2
860,268.36,4.83,2,2,40.46,4,N,0,8.63,,5.19,5.17,NEUTRAL,268.36,2,20,0.78,268.1463,C18H20O2,2,2,0
861,277.31,1.31,6,0,64.43,1,N,0,,2.84,0.81,0.81,NEUTRAL,277.31,2,19,0.74,277.0521,C12H11N3O3S,6,0,0
862,360.45,2.55,5,0,76.57,8,N,0,,4.93,3.06,3.06,NEUTRAL,360.45,1,26,0.40,360.2049,C20H28N2O4,6,0,0
863,380.44,2.82,5,0,76.57,7,N,0,,4.93,3.06,3.06,NEUTRAL,380.44,2,28,0.32,380.1736,C22H24N2O4,6,0,0
864,311.30,4.19,3,1,42.24,1,N,0,,3.72,3.71,3.71,NEUTRAL,311.30,2,22,0.80,311.1133,C16H16F3NO2,3,1,0
865,1026.49,,,,,,,,,,,,,1026.49,,,,1025.4109,C44H64ClN9O17,,,
866,1037.05,,,,,,,,,,,,,1037.05,,,,1036.4349,C44H64N10O19,,,
867,1037.05,,,,,,,,,,,,,1037.05,,,,1036.4349,C44H64N10O19,,,
868,285.30,1.63,5,0,64.43,2,N,0,,2.87,1.25,1.25,NEUTRAL,285.30,2,21,0.79,285.1113,C15H15N3O3,6,0,0
869,260.24,2.69,5,0,61.81,3,N,0,,,1.66,1.66,NEUTRAL,260.24,3,19,0.68,260.0685,C14H12O5,5,0,0
870,396.27,5.20,2,2,40.46,6,N,1,9.92,,5.90,5.90,NEUTRAL,396.27,2,21,0.52,396.0586,C18H21IO2,2,2,1
871,272.39,3.61,2,2,40.46,0,N,0,10.33,,3.75,3.74,NEUTRAL,272.39,1,20,0.76,272.1776,C18H24O2,2,2,0
872,290.75,1.95,4,0,49.33,1,N,0,,1.89,1.68,1.68,NEUTRAL,290.75,2,20,0.81,290.0934,C14H15ClN4O,5,0,0
873,262.74,2.04,4,0,32.26,1,N,0,,7.49,2.45,2.10,NEUTRAL,262.74,2,18,0.79,262.0985,C13H15ClN4,4,0,0
874,292.36,0.44,6,1,75.19,2,N,0,,8.72,0.31,-1.03,BASE,292.36,2,20,0.87,292.0994,C13H16N4O2S,6,1,0
875,347.40,0.44,5,3,112.73,4,N,0,3.26,7.23,-2.14,-2.50,ACID,347.40,1,24,0.68,347.0940,C16H17N3O4S,7,4,0
876,265.30,0.45,6,3,123.99,3,N,0,10.75,6.57,0.54,0.48,NEUTRAL,265.30,2,18,0.74,265.0633,C10H11N5O2S,7,5,0
877,312.41,3.23,5,0,46.15,2,N,0,,,3.84,3.84,NEUTRAL,312.41,0,22,0.73,312.1937,C17H28O5,5,0,0
878,246.22,2.04,5,1,72.81,2,N,0,,,1.02,1.02,NEUTRAL,246.22,3,18,0.70,246.0528,C13H10O5,5,1,0
879,328.37,2.30,6,0,59.06,3,N,0,,7.80,1.57,1.03,NEUTRAL,364.83,3,24,0.69,328.1423,C18H21ClN2O4,6,0,0
880,167.30,2.42,1,1,12.03,1,Y,0,,10.88,2.37,-0.67,BASE,167.30,0,12,0.63,167.1674,C11H21N,1,1,0
881,153.27,2.03,1,1,12.03,1,Y,0,,10.78,2.09,-0.91,BASE,153.27,0,11,0.61,153.1517,C10H19N,1,1,0
882,372.45,2.90,6,1,84.42,6,N,0,6.02,4.60,2.56,1.92,ACID,372.45,3,26,0.72,372.1256,C18H20N4O3S,7,1,0
883,358.42,2.51,6,1,84.42,5,N,0,6.02,4.60,2.21,1.56,ACID,358.42,3,25,0.75,358.1100,C17H18N4O3S,7,1,0
884,285.73,-0.78,5,3,146.34,2,N,0,9.19,,-1.04,-1.05,NEUTRAL,285.73,1,16,0.61,284.9645,C6H8ClN3O4S2,7,6,1
885,230.27,0.65,5,2,93.28,1,N,0,7.50,,1.10,0.88,NEUTRAL,230.27,2,14,0.75,229.9820,C7H6N2O3S2,5,3,0
886,230.27,0.74,5,2,61.28,1,N,0,8.40,9.04,0.51,-0.20,BASE,230.27,2,17,0.76,230.1168,C12H14N4O,5,2,0
887,167.30,2.42,1,1,12.03,1,Y,0,,10.67,2.32,-0.64,BASE,167.30,0,12,0.63,167.1674,C11H21N,1,1,0
889,681.06,,,,,,,,,,,,,681.06,,,,681.1059,C20H16B2F8N4Pt+4,,,
890,125.22,1.39,1,1,12.03,1,Y,0,,10.73,1.35,-1.63,BASE,125.22,0,9,0.56,125.1204,C8H15N,1,1,0
891,1075.39,,,,,,,,,,,,,1075.39,,,,1073.3642,C42H66Cl3N9O17,,,
892,147.20,-0.21,2,1,52.32,3,Y,0,,,-4.55,-4.55,NEUTRAL,182.65,0,10,0.56,147.1128,C6H15ClN2O2,4,2,0
893,141.17,0.08,3,1,38.33,1,Y,0,,8.75,0.27,-1.10,BASE,141.17,0,10,0.53,141.0790,C7H11NO2,3,1,0
894,396.52,2.70,6,3,104.06,13,N,0,,,2.06,2.06,NEUTRAL,396.52,0,28,0.25,396.2512,C22H36O6,6,3,0
895,687.09,,,,,,,,,,,,,687.09,,,,687.0624,C18H14B2F8N4PtS+4,,,
896,393.44,2.77,5,2,87.74,7,N,0,,1.89,1.76,1.76,NEUTRAL,393.44,2,29,0.71,393.1689,C22H23N3O4,7,2,0
897,820.85,0.44,12,7,313.09,20,N,3,3.65,,0.07,-6.22,ACID,820.85,1,58,0.07,820.3603,C36H52N8O14,22,7,3
898,921.96,-0.70,14,9,362.42,23,N,3,3.58,,-1.10,-7.48,ACID,921.96,1,65,0.05,921.4080,C40H59N9O16,25,9,3
899,1036.06,,,,,,,,,,,,,1036.06,,,,1035.4397,C45H65N9O19,,,
900,180.21,0.89,4,1,47.29,3,N,0,,7.30,0.80,0.54,NEUTRAL,216.67,1,13,0.70,180.0899,C9H13ClN2O2,4,1,0
901,230.27,1.90,4,1,47.29,3,N,0,,7.30,1.79,1.53,NEUTRAL,266.73,2,17,0.87,230.1055,C13H15ClN2O2,4,1,0
902,182.22,1.06,4,0,38.50,2,N,0,,6.62,0.80,0.74,NEUTRAL,218.68,1,13,0.69,182.1055,C9H15ClN2O2,4,0,0
903,259.27,0.95,6,1,84.19,2,N,0,,8.71,1.41,0.08,BASE,259.27,2,19,0.64,259.1069,C12H13N5O2,7,1,0
904,711.09,,,,,,,,,,,,,711.09,,,,711.1165,C21H18B2F8N4OPt+4,,,
905,285.33,2.84,5,1,55.63,5,N,0,,3.54,2.74,2.74,NEUTRAL,285.33,3,21,0.78,285.1390,C15H16FN5,5,1,0
906,319.39,2.47,6,0,64.43,1,N,0,,2.84,1.86,1.86,NEUTRAL,319.39,2,22,0.76,319.0991,C15H17N3O3S,6,0,0
907,384.44,2.97,7,0,92.39,3,N,0,,2.87,2.34,2.34,NEUTRAL,384.44,2,28,0.46,384.1910,C19H24N6O3,9,0,0
908,370.43,3.15,7,0,76.79,2,N,0,,2.86,2.97,2.97,NEUTRAL,370.43,2,26,0.46,370.1100,C18H18N4O3S,7,0,0
909,508.61,3.32,7,2,110.13,5,N,1,12.58,,2.97,2.97,NEUTRAL,508.61,1,37,0.46,508.2461,C30H36O7,7,2,1
912,1052.15,,,,,,,,,,,,,1052.15,,,,1051.4862,C50H69N9O16,,,
913,1125.16,,,,,,,,,,,,,1125.16,,,,1124.4775,C50H68N12O18,,,
914,1058.11,,,,,,,,,,,,,1058.11,,,,1057.4074,C44H64FN9O18S,,,
915,617.98,,,,,,,,,,,,,617.98,,,,618.0830,C15H13B2F8N4Pt+3,,,
917,907.30,0.57,18,6,299.13,9,N,3,8.02,,1.71,1.62,NEUTRAL,907.30,2,62,0.07,906.1920,C40H43ClN2O18S,20,6,3
918,1008.12,,,,,,,,,,,,,1008.12,,,,1007.4270,C44H65N9O16S,,,
919,1042.56,,,,,,,,,,,,,1042.56,,,,1041.3880,C44H64ClN9O16S,,,
920,271.30,2.45,5,1,55.63,4,N,0,,3.54,2.22,2.22,NEUTRAL,271.30,3,20,0.79,271.1233,C14H14FN5,5,1,0
921,252.27,1.97,2,2,61.69,2,N,0,5.86,,2.63,1.07,ACID,252.27,2,19,0.86,252.0899,C15H12N2O2,4,2,0
922,352.48,2.01,5,0,66.92,5,N,0,,7.85,3.03,2.45,NEUTRAL,352.48,0,25,0.56,352.2362,C19H32N2O4,6,0,0
923,914.19,6.18,13,3,195.43,6,N,3,9.96,,7.45,7.45,NEUTRAL,914.19,0,65,0.16,913.5551,C51H79NO13,14,3,3
924,804.03,4.64,12,3,178.36,7,N,2,9.96,,5.59,5.59,NEUTRAL,804.03,0,57,0.18,803.4820,C44H69NO12,13,3,2
925,360.45,2.55,5,0,76.57,8,N,0,,4.93,3.43,3.43,NEUTRAL,360.45,1,26,0.40,360.2049,C20H28N2O4,6,0,0
926,140.14,0.03,4,2,58.29,0,N,0,5.20,7.58,-2.22,-2.11,ACID,221.05,1,10,0.53,140.0586,C6H9BrN2O2,4,2,0
927,357.43,2.70,5,0,55.82,5,N,0,,4.33,-2.45,-2.45,NEUTRAL,437.33,3,26,0.40,357.1809,C20H25BrN2O4,6,0,0
928,302.35,3.01,4,0,52.58,5,N,0,,,-2.30,-2.30,NEUTRAL,382.25,3,22,0.41,302.1387,C17H20BrNO4,5,0,0
929,293.17,1.80,4,1,41.05,1,N,0,,8.75,2.23,0.87,BASE,293.17,2,17,0.87,292.0324,C12H13BrN4,4,1,0
930,355.44,0.44,5,3,132.35,6,N,0,10.15,2.29,0.59,0.59,NEUTRAL,355.44,2,23,0.65,355.0660,C14H17N3O4S2,7,5,0
931,341.41,0.39,5,3,132.35,5,N,0,10.02,2.25,0.30,0.30,NEUTRAL,341.41,2,22,0.68,341.0504,C13H15N3O4S2,7,5,0
932,327.39,0.72,5,3,132.35,4,N,0,8.05,2.15,0.24,0.16,NEUTRAL,327.39,2,21,0.71,327.0347,C12H13N3O4S2,7,5,0
933,335.39,-0.43,8,3,158.13,4,N,0,6.48,1.77,-0.62,-1.69,ACID,335.39,2,20,0.64,334.9817,C8H9N5O4S3,9,5,0
934,358.35,2.32,7,0,107.57,2,N,0,,2.85,1.89,1.89,NEUTRAL,358.35,2,26,0.46,358.1277,C17H18N4O5,9,0,0
935,353.41,2.37,6,1,98.98,4,N,0,5.89,4.60,2.00,1.34,ACID,353.41,3,25,0.77,353.0946,C17H15N5O2S,7,1,0
936,207.25,1.55,3,1,38.33,0,Y,0,11.66,,1.96,1.96,NEUTRAL,207.25,1,14,0.70,207.0354,C10H9NO2S,3,1,0
937,223.32,2.27,3,1,29.10,0,Y,0,12.29,,2.49,2.49,NEUTRAL,223.32,1,14,0.73,223.0126,C10H9NOS2,2,1,0
938,206.03,1.14,3,1,54.88,1,Y,0,11.55,,0.50,0.50,NEUTRAL,206.03,1,12,0.75,204.9810,C6H5Cl2N3O,4,1,0
939,248.72,1.69,4,1,41.05,1,N,0,,8.75,2.07,0.71,BASE,248.72,2,17,0.83,248.0829,C12H13ClN4,4,1,0
940,182.22,1.06,4,0,38.50,2,N,0,,6.31,0.80,0.77,NEUTRAL,218.68,1,13,0.69,182.1055,C9H15ClN2O2,4,0,0
941,201.20,0.03,3,2,97.46,2,N,0,3.54,,0.24,-3.13,ACID,201.20,1,13,0.70,201.0096,C7H7NO4S,5,3,0
942,201.25,-0.13,3,2,80.39,3,N,0,10.38,,0.10,0.10,NEUTRAL,201.25,1,13,0.71,201.0460,C8H11NO3S,4,3,0
945,439.25,3.02,5,0,64.43,1,N,0,,2.86,2.88,2.88,NEUTRAL,439.25,2,24,0.51,439.0393,C17H18IN3O3,6,0,0
947,345.79,2.99,5,0,64.43,2,N,0,,2.83,2.32,2.32,NEUTRAL,345.79,2,24,0.78,345.0880,C17H16ClN3O3,6,0,0
948,367.41,2.05,5,2,91.23,4,N,0,10.03,6.07,1.47,1.45,NEUTRAL,367.41,2,27,0.87,367.1532,C20H21N3O4,7,2,0
949,395.82,1.27,5,3,129.80,4,N,0,3.07,,1.07,-2.41,ACID,395.82,2,26,0.71,395.0343,C16H14ClN3O5S,8,4,0
950,136.15,1.80,2,0,32.67,2,Y,0,,,1.70,1.70,NEUTRAL,136.15,1,10,0.46,136.0637,C7H8N2O,3,0,0
951,187.22,-0.17,3,2,80.39,2,N,0,10.21,,-0.19,-0.19,NEUTRAL,187.22,1,12,0.67,187.0303,C7H9NO3S,4,3,0
954,643.01,,,,,,,,,,,,,643.01,,,,643.0903,C17H14B2F8N4Pt+4,,,
955,568.49,,,,,,,,,,,,,568.49,,,,568.0591,C17H17N4O4PtS+5,,,
956,1740.60,,,,,,,,,,,,,1740.60,,,,1740.4174,C62H58B4F16N12O2Pt2+8,,,
957,1712.55,,,,,,,,,,,,,1712.55,,,,1712.3861,C60H54B4F16N12O2Pt2+8,,,
958,710.10,,,,,,,,,,,,,710.10,,,,710.1325,C21H19B2F8N5Pt+4,,,
959,254.30,1.50,6,2,81.65,3,N,0,,4.48,0.89,0.89,NEUTRAL,254.30,3,19,0.69,254.1280,C13H14N6,6,3,0
960,98.15,0.74,1,2,35.88,0,Y,0,,12.72,-0.01,-2.43,BASE,98.15,0,7,0.46,98.0844,C5H10N2,2,2,0
961,293.11,2.42,4,1,92.66,2,N,0,11.78,,1.94,1.94,NEUTRAL,293.11,2,19,0.92,291.9919,C12H6Cl2N4O,5,2,0
962,278.65,1.80,5,1,112.01,3,N,0,11.77,,1.42,1.42,NEUTRAL,278.65,2,19,0.68,278.0207,C11H7ClN4O3,7,2,0
963,168.15,1.22,4,2,73.13,2,N,0,8.65,,1.09,1.07,NEUTRAL,168.15,1,12,0.40,168.0535,C7H8N2O3,5,2,0
964,304.30,2.45,6,1,82.04,6,N,0,,,1.03,1.03,NEUTRAL,304.30,3,22,0.56,304.0947,C16H16O6,6,1,0
965,239.28,1.92,5,1,55.63,3,N,0,,3.58,1.72,1.72,NEUTRAL,239.28,3,18,0.76,239.1171,C13H13N5,5,1,0
966,345.41,3.50,6,1,64.86,6,N,0,,3.58,3.29,3.29,NEUTRAL,345.41,4,26,0.58,345.1590,C20H19N5O,6,1,0
967,244.30,1.05,5,1,50.28,2,N,0,,8.76,1.31,-0.07,BASE,244.30,2,18,0.86,244.1324,C13H16N4O,5,1,0
968,257.27,2.06,5,1,55.63,3,N,0,,3.58,1.86,1.86,NEUTRAL,257.27,3,19,0.78,257.1077,C13H12FN5,5,1,0
969,172.21,-0.08,3,2,86.18,1,N,0,10.57,1.36,-0.25,-0.25,NEUTRAL,172.21,1,11,0.58,172.0306,C6H8N2O2S,4,4,0
970,194.24,-1.39,6,2,101.83,1,N,0,7.23,5.36,-0.24,-0.46,NEUTRAL,194.24,1,11,0.57,193.9932,C3H6N4O2S2,6,3,0
971,180.21,-1.23,6,2,111.96,1,N,0,7.59,,-1.11,-1.29,NEUTRAL,180.21,1,10,0.56,179.9776,C2H4N4O2S2,6,4,0
972,172.21,-0.08,3,2,86.18,1,N,0,10.31,2.27,-0.25,-0.25,NEUTRAL,172.21,1,11,0.58,172.0306,C6H8N2O2S,4,4,0
973,146.19,1.62,2,1,38.38,0,Y,0,,10.38,1.39,-0.36,BASE,146.19,1,11,0.59,146.0844,C9H10N2,2,2,0
974,140.23,1.55,2,1,38.38,2,Y,0,,11.72,1.11,-1.30,BASE,140.23,0,10,0.62,140.1313,C8H16N2,2,2,0
975,112.18,0.92,2,1,38.38,0,Y,0,,11.54,0.35,-2.06,BASE,112.18,0,8,0.50,112.1000,C6H12N2,2,2,0
976,298.11,0.52,3,2,86.18,1,N,0,10.33,1.33,0.68,0.68,NEUTRAL,298.11,1,12,0.59,297.9273,C6H7IN2O2S,4,4,0
978,299.35,2.86,5,0,46.84,5,N,0,,3.37,3.21,3.21,NEUTRAL,299.35,3,22,0.73,299.1546,C16H18FN5,5,0,0
979,334.40,3.11,5,2,94.89,2,N,0,,4.77,2.84,2.84,NEUTRAL,334.40,4,24,0.59,334.0888,C18H14N4OS,5,4,0
980,275.26,2.19,5,1,55.63,3,N,0,,3.57,2.00,2.00,NEUTRAL,275.26,3,20,0.80,275.0983,C13H11F2N5,5,1,0
981,366.42,2.43,5,0,76.57,7,N,0,,4.93,2.61,2.61,NEUTRAL,366.42,2,27,0.33,366.1580,C21H22N2O4,6,0,0
982,415.47,1.88,6,0,97.82,7,N,0,,,2.17,2.17,NEUTRAL,415.47,2,29,0.39,415.1090,C21H21NO6S,7,0,0
984,292.38,1.19,4,2,61.80,3,N,0,12.82,,1.68,1.68,NEUTRAL,292.38,1,21,0.88,292.1787,C16H24N2O3,5,2,0
985,276.72,3.64,2,1,46.53,4,N,0,4.23,,3.70,0.69,ACID,276.72,2,19,0.93,276.0553,C15H13ClO3,3,1,0
987,652.43,,,,,,,,,,,,,652.43,,,,652.0440,C15H12B2ClF8N4Pt+3,,,
989,754.16,,,,,,,,,,,,,754.16,,,,754.1587,C23H23B2F8N5OPt+4,,,
990,353.23,3.27,5,2,94.89,2,N,0,,4.77,3.06,3.06,NEUTRAL,353.23,3,22,0.74,351.9952,C14H10Cl2N4OS,5,4,0
991,335.39,3.24,5,2,89.10,2,N,0,12.09,2.65,3.37,3.37,NEUTRAL,335.39,4,24,0.59,335.0728,C18H13N3O2S,5,3,0
992,487.43,4.79,7,1,103.26,7,N,0,5.86,0.29,5.01,3.61,ACID,487.43,4,35,0.40,487.1355,C24H20F3N3O5,8,1,0
993,503.50,5.26,7,1,90.12,7,N,2,5.91,0.29,5.45,4.08,ACID,503.50,4,35,0.37,503.1127,C24H20F3N3O4S,7,1,2
994,244.30,1.05,5,1,50.28,2,N,0,,8.75,1.31,-0.06,BASE,244.30,2,18,0.86,244.1324,C13H16N4O,5,1,0
995,259.27,0.95,6,1,84.19,2,N,0,,8.74,1.41,0.06,BASE,259.27,2,19,0.64,259.1069,C12H13N5O2,7,1,0
996,314.86,4.53,2,0,6.48,4,N,0,,9.20,4.88,3.09,BASE,314.86,2,22,0.82,314.1550,C19H23ClN2,2,0,0
997,736.14,,,,,,,,,,,,,736.14,,,,736.1481,C23H21B2F8N5Pt+4,,,
998,283.16,2.35,4,1,41.05,1,N,0,,8.75,2.67,1.31,BASE,283.16,2,18,0.87,282.0439,C12H12Cl2N4,4,1,0
999,319.39,4.22,5,2,72.03,2,N,0,12.35,2.78,4.74,4.74,NEUTRAL,319.39,4,23,0.58,319.0779,C18H13N3OS,4,3,0
1000,291.72,2.71,5,1,55.63,3,N,0,,3.57,2.47,2.47,NEUTRAL,291.72,3,20,0.81,291.0687,C13H11ClFN5,5,1,0
1004,283.25,4.09,3,1,52.30,2,N,0,,9.80,3.00,0.69,BASE,319.71,3,20,0.77,283.0820,C14H13ClF3NO2,3,2,0
1005,294.15,3.83,3,1,52.30,2,N,0,,9.80,2.89,0.58,BASE,330.61,3,17,0.78,293.0051,C13H13BrClNO2,3,2,0
1006,294.15,3.83,3,1,52.30,2,N,0,,9.80,2.89,0.58,BASE,330.61,3,17,0.78,293.0051,C13H13BrClNO2,3,2,0
1007,229.29,0.62,5,2,67.07,1,N,0,,8.78,1.23,-0.16,BASE,229.29,2,17,0.75,229.1327,C12H15N5,5,3,0
1008,126.20,1.16,2,1,38.38,0,Y,0,,11.47,0.64,-1.77,BASE,126.20,0,9,0.52,126.1157,C7H14N2,2,2,0
1009,215.34,3.18,1,1,12.03,3,N,0,,10.56,3.21,0.31,BASE,215.34,1,16,0.82,215.1674,C15H21N,1,1,0
1010,181.32,2.76,1,0,3.24,1,Y,0,,10.15,2.70,0.01,BASE,181.32,0,13,0.60,181.1830,C12H23N,1,0,0
1011,428.62,4.29,4,2,61.80,9,N,0,12.57,,5.78,5.78,NEUTRAL,428.62,1,31,0.45,428.3039,C26H40N2O3,5,2,0
1012,262.35,1.18,3,2,52.57,2,Y,0,13.08,,1.84,1.84,NEUTRAL,262.35,1,19,0.84,262.1681,C15H22N2O2,4,2,0
1014,285.33,2.47,5,0,46.84,4,N,0,,3.40,2.85,2.85,NEUTRAL,285.33,3,21,0.74,285.1390,C15H16FN5,5,0,0
1015,311.36,3.37,5,1,55.63,4,N,0,,3.51,3.22,3.22,NEUTRAL,311.36,3,23,0.80,311.1546,C17H18FN5,5,1,0
1016,275.26,2.19,5,1,55.63,3,N,0,,3.57,2.00,2.00,NEUTRAL,275.26,3,20,0.80,275.0983,C13H11F2N5,5,1,0
1017,289.29,2.22,5,0,46.84,3,N,0,,3.42,2.64,2.64,NEUTRAL,289.29,3,21,0.74,289.1139,C14H13F2N5,5,0,0
1018,275.26,2.19,5,1,55.63,3,N,0,,3.56,2.00,2.00,NEUTRAL,275.26,3,20,0.80,275.0983,C13H11F2N5,5,1,0
1019,772.98,,,,,,,,,,,,,772.98,,,,772.0248,C21H16B2BrF8N4Pt+3,,,
1020,1916.05,,,,,,,,,,,,,1916.05,,,,1914.8306,C82H122N20O31S,,,
1021,1221.31,,,,,,,,,,,,,1221.31,,,,1220.5231,C49H80N12O22S,,,
1022,155.20,0.42,3,0,29.54,1,Y,0,,8.23,0.65,-0.24,NEUTRAL,155.20,0,11,0.51,155.0946,C8H13NO2,3,0,0
1023,259.31,1.07,6,2,97.07,2,N,0,,8.00,0.65,-0.04,NEUTRAL,259.31,1,19,0.78,259.1433,C13H17N5O,6,4,0
1024,289.34,1.05,7,2,106.30,3,N,0,,7.88,1.46,0.86,NEUTRAL,289.34,1,21,0.81,289.1539,C14H19N5O2,7,4,0
1025,230.27,0.74,5,2,61.28,1,N,0,12.08,8.71,1.76,0.43,BASE,230.27,2,17,0.76,230.1168,C12H14N4O,5,2,0
1026,350.40,2.78,6,2,111.96,2,N,0,,6.51,2.98,2.93,NEUTRAL,350.40,4,25,0.57,350.0837,C18H14N4O2S,6,4,0
1027,395.48,1.61,6,0,97.82,8,N,0,,,2.17,2.17,NEUTRAL,395.48,1,27,0.49,395.1403,C19H25NO6S,7,0,0
1028,346.43,2.16,5,0,76.57,6,N,0,,4.93,2.99,2.99,NEUTRAL,346.43,1,25,0.45,346.1893,C19H26N2O4,6,0,0
1029,311.30,4.51,3,1,42.24,1,N,0,,3.66,3.63,3.63,NEUTRAL,311.30,2,22,0.79,311.1133,C16H16F3NO2,3,1,0
1030,283.25,3.73,3,1,42.24,0,N,0,,3.69,2.69,2.69,NEUTRAL,283.25,2,20,0.75,283.0820,C14H12F3NO2,3,1,0
1031,313.36,2.41,5,0,64.43,1,N,0,,2.86,1.95,1.95,NEUTRAL,313.36,2,23,0.76,313.1426,C17H19N3O3,6,0,0
1032,285.27,1.89,5,2,80.00,1,N,0,,8.18,1.97,1.14,NEUTRAL,285.27,1,20,0.83,285.1201,C12H14F3N5,5,4,0
1033,453.88,4.60,7,1,103.26,7,N,0,5.86,0.29,4.85,3.44,ACID,453.88,4,32,0.44,453.1091,C23H20ClN3O5,8,1,0
1035,168.20,0.67,4,0,38.50,1,N,0,,6.38,0.45,0.41,NEUTRAL,204.66,1,12,0.62,168.0899,C8H13ClN2O2,4,0,0
