assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,activity_count,assay_source,src_id,src_assay_id,chembl_id,updated_on,updated_by,orig_description,mc_tax_id,mc_organism,mc_target_type,mc_target_name,mc_target_accession,cell_id,bao_format,tissue_id,curation_comment,variant_id,aidx,job_id,log_id,ridx,tid_fixed
72,17099,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,F,,,Homo sapiens,9606,,,1A9,,80002,N,1,Expert,26,ORIGINAL,1,,CHEMBL615193,2013-02-14 14:00:47,set cell-type from tid,Effective dose of the compound required for inhibitory activity against 1A9 human tumor cell line,,,,,,506,BAO_0000219,,,,CLD0,0,0,CLD0,
73,17099,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,F,,,Homo sapiens,9606,,,1A9,,80002,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615194,2013-02-14 14:00:47,set cell-type from tid,Percent inhibition of the compound against 1A9 human tumor cell line at 0.10 microg/mL,,,,,,506,BAO_0000219,,,,CLD0,0,0,CLD0,
74,17099,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,F,,,Homo sapiens,9606,,,1A9,,80002,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615195,2013-02-14 14:00:47,set cell-type from tid,Percent inhibition of the compound against 1A9 human tumor cell line at <0.00008 microg/mL,,,,,,506,BAO_0000219,,,,CLD0,0,0,CLD0,
75,17099,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,F,,,Homo sapiens,9606,,,1A9,,80002,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615196,2013-02-14 14:00:47,set cell-type from tid,Percent inhibition of the compound against 1A9 human tumor cell line at >10microg/mL,,,,,,506,BAO_0000219,,,,CLD0,0,0,CLD0,
76,17721,Inhibitory concentration against Jurkat cells,F,,,Homo sapiens,9606,,,Jurkat,,81072,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615197,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration of the compound against Jurkat cells,,,,,,503,BAO_0000219,,,,CLD0,0,0,CLD0,
77,1229,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,F,,,,,,,SCLC,,22226,U,0,Intermediate,3,ORIGINAL,1,,CHEMBL615198,2013-02-14 14:00:47,set cell-type from tid,In vitro anticancer activity against 2 SCLC cell line; inactive,,,,,,333,BAO_0000219,,,,CLD0,0,0,CLD0,
78,11347,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,A,,,Rattus norvegicus,10116,,,,,100121,D,9,Expert,4,ORIGINAL,1,,CHEMBL615199,2010-03-29 10:09:01,P450-type_corr,Inhibitory activity against cytochrome P450 enzyme(2 alpha hydroxylase hepatic progesterone) involved in hepatic drug metabolism,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
79,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,,,,,,,11231,H,8,Expert,1,ORIGINAL,1,,CHEMBL615200,2006-04-20 15:42:47,admin_actype,"In vitro inhibitory concentration required against human 2,3-oxidosqualene cyclase",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
80,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,,,,,,,11231,H,8,Expert,21,ORIGINAL,1,,CHEMBL615201,2006-04-20 15:42:47,admin_actype,"In vitro inhibitory concentration required against human 2,3-oxidosqualenecyclase",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
81,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",B,,,,,,,,,11231,H,8,Expert,4,ORIGINAL,1,,CHEMBL615202,2006-11-23 12:25:28,BautoJPO,"In vitro percent inhibition against human 2,3-oxidosqualenecyclase at 100nM",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
82,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",B,,,Candida albicans,5476,,,,Microsome,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615203,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,,,,,,BAO_0000251,,,,CLD0,0,0,CLD0,
83,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",B,,,Candida albicans,5476,,,,Microsome,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615204,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,,,,,,BAO_0000251,,,,CLD0,0,0,CLD0,
84,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",B,,,Saccharomyces cerevisiae,4932,,,,Microsome,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615205,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,,,,,,BAO_0000251,,,,CLD0,0,0,CLD0,
85,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",B,,,Saccharomyces cerevisiae,4932,,,,Microsome,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615206,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,,,,,,BAO_0000251,,,,CLD0,0,0,CLD0,
86,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",B,,,Sus scrofa,9823,,Liver,,Microsome,12083,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615207,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,,,,,,BAO_0000251,2107,,,CLD0,0,0,CLD0,
87,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",B,,,Rattus norvegicus,10116,,,,,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL827084,2006-04-20 15:42:47,admin_actype,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
88,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",B,,,Rattus norvegicus,10116,,,,,11231,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615208,2006-04-20 15:42:47,admin_actype,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
89,791,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",B,,,Rattus norvegicus,10116,,,,,11231,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615209,2006-04-20 15:43:45,admin_actype,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
90,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",B,,,Rattus norvegicus,10116,,Liver,,Microsome,12083,D,9,Autocuration,1,ORIGINAL,1,,CHEMBL615210,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,,,,,,BAO_0000251,2107,,,CLD0,0,0,CLD0,
91,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,,,Rattus norvegicus,10116,,Liver,,Microsome,12083,D,9,Autocuration,1,ORIGINAL,1,,CHEMBL615211,2004-10-31 12:48:03,admin,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,,,,,BAO_0000251,2107,,,CLD0,0,0,CLD0,
92,153,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,,,Rattus norvegicus,10116,,Liver,,Microsome,12083,D,9,Autocuration,3,ORIGINAL,1,,CHEMBL615212,2006-04-20 15:42:47,admin_actype,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,,,,,BAO_0000251,2107,,,CLD0,0,0,CLD0,
93,8269,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),B,,,,,,,,,11377,H,8,Expert,13,ORIGINAL,1,,CHEMBL615213,2005-02-16 00:00:00,rmyers,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
94,8269,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,B,,,,,,,,,11377,H,8,Expert,18,ORIGINAL,1,,CHEMBL615273,2005-02-16 00:00:00,rmyers,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
95,17653,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Expert,18,ORIGINAL,1,,CHEMBL615274,2013-02-14 14:00:47,set cell-type from tid,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
96,14277,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615275,2013-02-14 14:00:47,set cell-type from tid,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
97,1717,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615276,2013-02-14 14:00:47,set cell-type from tid,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
98,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615277,2013-02-14 14:00:47,set cell-type from tid,In vitro effective concentration of the compound against hepatitis B virus was determined in 2.2.15 cells,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
99,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615326,2013-02-14 14:00:47,set cell-type from tid,In vitro effective concentration of the compound against hepatitis B virus was determined in 2.2.15 cells; Not determined,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
100,17653,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,,,Hepatitis B virus,10407,,,,,50606,N,1,Expert,18,ORIGINAL,1,,CHEMBL883130,2006-04-20 15:42:24,admin_actype,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
101,13105,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL884519,2013-02-14 14:00:47,set cell-type from tid,Ability of the compound to inhibit the episomal HBV-DNA in 2.2.15 cells.,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
102,1717,Concentration required to inhibit 50% of 2.2.15 cell line,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615327,2013-02-14 14:00:47,set cell-type from tid,Concentration of the compound required to inhibit 50% of 2.2.15 cell line,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
103,13105,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,A,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615328,2013-02-14 14:00:47,set cell-type from tid,Anti viral activity of the compound against 2.2.15 cells(concentration required to reduce the log phase cell growth by 50%).,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
104,13600,Cytotoxic activity of compound against uninfected 2.2.15 cells.,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,13,ORIGINAL,1,,CHEMBL615329,2006-04-20 15:42:21,admin_actype,Cytotoxic activity of compound against uninfected 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
105,13467,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,14,ORIGINAL,1,,CHEMBL615330,2010-10-26 17:10:29,SQL-abbr-desc,Anti hepatitis-B virus activity of the compound was evaluated in 2.2.15 cells.,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
106,17477,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",F,,,Hepatitis B virus,10407,,,HepG2 2.2.15,,50606,N,1,Expert,17,ORIGINAL,1,,CHEMBL615331,2006-04-20 15:42:24,admin_actype,Concentration of the compound inhibiting the replication of HBV in 2.2.15 cells by DNA hybridization assay,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
107,1593,In vitro anti-HBV activity in 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615332,2010-10-26 16:15:59,SQL-abbr-desc,In vitro anti-HBV activity of the compound was tested in 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
108,1593,In vitro anti-HBV activity in 2.2.15 cells; Not determined,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615333,2010-10-26 16:15:59,SQL-abbr-desc,In vitro anti-HBV activity of the compound was tested in 2.2.15 cells; Not determined,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
109,15089,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,10,ORIGINAL,1,,CHEMBL615334,2006-04-20 15:42:24,admin_actype,The compound was tested in vitro for the antiHBV activity against 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
110,15089,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615335,2006-04-20 15:42:24,admin_actype,The compound was tested in vitro for the antiHBV activity in 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
111,1593,Cytotoxicity in 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615336,2010-10-26 16:15:59,SQL-abbr-desc,Cytotoxicity of the compound was tested in 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
112,1593,Cytotoxicity in 2.2.15 cells; Not determined,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615337,2010-10-26 16:15:59,SQL-abbr-desc,Cytotoxicity of the compound was tested in 2.2.15 cells; Not determined,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
113,13600,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,13,ORIGINAL,1,,CHEMBL615338,2006-04-20 15:42:47,admin_actype,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
114,13467,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,14,ORIGINAL,1,,CHEMBL615339,2006-04-20 15:42:47,admin_actype,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
115,13467,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,F,,,Homo sapiens,9606,,,HepG2 2.2.15,,50587,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615340,2004-10-31 12:48:03,spell,Selectivty index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,,,,,5553,BAO_0000218,,,,CLD0,0,0,CLD0,
116,14764,Antiviral activity against HBV was determined in 2.215 cell line,F,,,Homo sapiens,9606,,,HepG2,,81020,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615341,2013-02-14 14:00:47,set cell-type from tid,Antiviral activity against HBV was determined in 2.215 cell line,,,,,,726,BAO_0000219,,,,CLD0,0,0,CLD0,
117,6531,Inhibition of 20-HETE synthesis in human renal microsomes,B,,,Homo sapiens,9606,,,,Microsome,22226,U,0,Autocuration,12,ORIGINAL,1,,CHEMBL615342,2006-04-20 15:42:47,admin_actype,Inhibitory activity of compound against 20-HETE synthase was evaluated by measuring the inhibition of 20-HETE synthesis in human renal microsomes,,,,,,,BAO_0000251,,,,CLD0,0,0,CLD0,
118,17322,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,B,,,,,,,,,22226,U,0,Autocuration,32,ORIGINAL,1,,CHEMBL615343,2006-11-28 16:58:32,BautoJPO,Inhibitory activity of the compound against 20HETE production from arachidonic acid using human renal microsome 20-HETE synthase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
119,17072,Inhibitory concentration against 2008 (ovarian) cells,F,,,Homo sapiens,9606,,,2008,,80612,N,1,Intermediate,12,ORIGINAL,1,,CHEMBL615344,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration of the compound against 2008 (ovarian) cells,,,,,,388,BAO_0000219,,,,CLD0,0,0,CLD0,
120,16936,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,F,,,Homo sapiens,9606,,,2008,,80612,N,1,Intermediate,8,ORIGINAL,1,,CHEMBL615345,2013-02-14 14:00:47,set cell-type from tid,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,,,,,388,BAO_0000219,,,,CLD0,0,0,CLD0,
121,16936,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),F,,,Homo sapiens,9606,,,2008,,80612,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615346,2013-02-14 14:00:47,set cell-type from tid,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,,,,,388,BAO_0000219,,,,CLD0,0,0,CLD0,
122,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,F,,,Homo sapiens,9606,,,2008,,80612,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615347,2013-02-14 14:00:47,set cell-type from tid,Direct cytotoxicity against the selected tumour cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,,,,,388,BAO_0000219,,,,CLD0,0,0,CLD0,
123,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,F,,,Homo sapiens,9606,,,2008,,80612,N,1,Intermediate,14,ORIGINAL,1,,CHEMBL615348,2013-02-14 14:00:47,set cell-type from tid,Direct cytotoxicity against the selected tumour cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,,,,,388,BAO_0000219,,,,CLD0,0,0,CLD0,
124,10797,In vitro inhibition of 2008/R ovarian cancer cell line,F,,,Homo sapiens,9606,,,2008/R,,80613,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL827085,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibition of 2008/R ovarian cancer cell line,,,,,,561,BAO_0000219,,,,CLD0,0,0,CLD0,
125,10797,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,F,,,Homo sapiens,9606,,,2008/R,,80613,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615349,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,,,,,561,BAO_0000219,,,,CLD0,0,0,CLD0,
126,10797,In vitro inhibition of 2008/S ovarian cancer cell line,F,,,Homo sapiens,9606,,,2008/S,,80614,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615350,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibition of 2008/S ovarian cancer cell line,,,,,,389,BAO_0000219,,,,CLD0,0,0,CLD0,
127,10797,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,F,,,Homo sapiens,9606,,,2008/S,,80614,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615351,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,,,,,389,BAO_0000219,,,,CLD0,0,0,CLD0,
128,4823,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,B,,,Homo sapiens,9606,,,,,116833,D,7,Expert,19,ORIGINAL,1,,CHEMBL615352,2006-04-20 15:42:47,admin_actype,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,,,,,,BAO_0000220,,,,CLD0,0,0,CLD0,
129,12912,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,B,,,Homo sapiens,9606,,Brain,,,116833,D,7,Intermediate,7,ORIGINAL,1,,CHEMBL615353,2006-04-20 15:42:47,admin_actype,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,,,,,,BAO_0000220,955,,,CLD0,0,0,CLD0,
