drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
23032,1937947,29890,3,D020370,"Osteoarthritis, Knee",EFO:0004616,"osteoarthritis, knee"
23034,1937947,29890,3,D010146,Pain,EFO:0003843,pain
23036,1343686,123693,4,D010146,Pain,EFO:0003843,pain
23037,1343952,674755,4,D010146,Pain,EFO:0003843,pain
23044,1343374,86042,2,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23046,1344343,1927101,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23047,1344343,1927101,3,D002277,Carcinoma,EFO:0000313,carcinoma
23048,1344343,1927101,3,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
23049,1344343,1927101,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
23050,1344343,1927101,3,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
23051,1344343,1927101,4,D009369,Neoplasms,EFO:0000616,neoplasm
23052,1344343,1927101,4,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23053,1344343,1927101,3,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
23054,1344343,1927101,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23055,1344343,1927101,3,D002294,"Carcinoma, Squamous Cell",EFO:0000708,squamous cell lung carcinoma
23056,1344343,1927101,3,D006258,Head and Neck Neoplasms,EFO:0004284,upper aerodigestive tract neoplasm
23057,1344374,508667,4,D000544,Alzheimer Disease,EFO:0000249,Alzheimer's disease
23058,1343707,674761,2,D011565,Psoriasis,EFO:0000676,psoriasis
23059,1344690,462435,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23062,1344690,462435,3,D008223,Lymphoma,EFO:0000574,lymphoma
23063,1344690,462435,3,D012509,Sarcoma,EFO:0000691,sarcoma
23072,1697108,1380293,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23075,1343212,674279,3,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23076,1343726,674920,4,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23077,1390844,675779,2,D056648,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,EFO:0004826,anti-neutrophil antibody associated vasculitis
23078,1390844,675779,4,D065766,Atypical Hemolytic Uremic Syndrome,Orphanet:2134,Atypical hemolytic-uremic syndrome
23079,1390844,675779,4,D006457,"Hemoglobinuria, Paroxysmal",Orphanet:447,Paroxysmal nocturnal hemoglobinuria
23080,1344727,675481,3,D011565,Psoriasis,EFO:0000676,psoriasis
23081,1344727,675481,2,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23085,1879127,1425665,4,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
23087,1344813,674610,4,D006973,Hypertension,EFO:0000537,hypertension
23089,1343310,675454,3,D054556,Venous Thromboembolism,EFO:0004286,venous thromboembolism
23090,1679375,630886,4,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
23092,1344068,28976,4,D001249,Asthma,EFO:0000270,asthma
23097,1344463,626453,3,D009202,Cardiomyopathies,EFO:0000318,cardiomyopathy
23098,1344463,626453,3,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
23099,1344463,626453,2,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
23100,1344463,626453,4,D006333,Heart Failure,EFO:0003144,heart failure
23101,1344463,626453,4,D006973,Hypertension,EFO:0000537,hypertension
23102,1344696,675361,3,D000740,Anemia,EFO:0004272,anemia
23103,1344696,675361,3,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
23104,1344696,675361,2,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
23106,1343283,1073669,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23107,1343283,1073669,1,D009369,Neoplasms,EFO:0000616,neoplasm
23110,1344174,611647,2,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23111,1344174,611647,3,D002277,Carcinoma,EFO:0000313,carcinoma
23113,1344174,611647,2,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
23114,1344174,611647,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
23116,1344174,611647,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23123,1344718,674273,3,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23125,1702492,139940,4,D004827,Epilepsy,EFO:0000474,epilepsy
23126,1702492,139940,3,D004828,"Epilepsies, Partial",EFO:0004263,partial epilepsy
23129,1343932,1418084,4,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
23135,1343932,1418084,1,D010437,Peptic Ulcer,HP:0004398,Peptic ulcer
23138,1344327,27626,2,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23139,1344327,27626,3,D008593,Menopause,EFO:0003922,menopause
23140,1344629,421038,3,D007246,Infertility,EFO:0000545,infertility
23141,1344090,675621,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23142,1343535,421334,4,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
23143,1343234,675371,3,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
23144,1343234,675371,4,D013167,"Spondylitis, Ankylosing",EFO:0003898,ankylosing spondylitis
23145,1343234,675371,4,D001171,"Arthritis, Juvenile",EFO:0002609,juvenile idiopathic arthritis
23146,1343234,675371,2,D003882,Dermatomyositis,EFO:0000398,dermatomyositis
23148,1343234,675371,4,D011565,Psoriasis,EFO:0000676,psoriasis
23149,1343234,675371,4,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23150,1343583,31811,4,D004827,Epilepsy,EFO:0000474,epilepsy
23151,1344314,26431,4,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease
23152,1344315,29090,3,D006973,Hypertension,EFO:0000537,hypertension
23153,1344099,428747,2,D011470,Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia
23154,1343829,68607,3,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
23155,1343568,674596,2,D008223,Lymphoma,EFO:0000574,lymphoma
23156,1344572,1248731,1,D054058,Acute Coronary Syndrome,EFO:0005672,acute coronary syndrome
23157,1344572,1248731,2,D003528,"Carcinoma, Adenoid Cystic",EFO:0000231,adenoid cystic carcinoma
23158,1344572,1248731,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23159,1344572,1248731,4,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
23160,1344572,1248731,2,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
23161,1344572,1248731,3,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
23162,1344572,1248731,2,D008654,Mesothelioma,EFO:0000588,mesothelioma
23163,1344572,1248731,4,D009369,Neoplasms,EFO:0000616,neoplasm
23164,1344572,1248731,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23165,1344572,1248731,4,D002292,"Carcinoma, Renal Cell",EFO:0002890,renal carcinoma
23166,1344572,1248731,2,D012509,Sarcoma,EFO:0000691,sarcoma
23167,1344572,1248731,3,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
23168,1344572,1248731,2,D013964,Thyroid Neoplasms,EFO:0002892,thyroid carcinoma
23169,1343276,674325,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23170,1344847,390990,3,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23171,1344847,390990,2,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
23172,1344847,390990,3,D009765,Obesity,EFO:0001073,obesity
23173,1344847,390990,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23174,1344540,175106,4,D006937,Hypercholesterolemia,HP:0003124,hypercholesterolemia
23175,1344075,78303,2,D009069,Movement Disorders,EFO:0004280,movement disorder
23176,1344075,78303,4,D010437,Peptic Ulcer,HP:0004398,Peptic ulcer
23177,1343147,647206,4,D006073,Gout,EFO:0004274,gout
23179,1344135,28331,4,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
23180,1344135,28331,2,D024821,Metabolic Syndrome,EFO:0000195,metabolic syndrome
23184,1343744,19915,4,D009369,Neoplasms,EFO:0000311,cancer
23186,1343744,19915,2,D010033,Otitis Media,EFO:0004992,Otitis media
23187,1344809,30072,4,D010146,Pain,EFO:0003843,pain
23188,1343744,19915,4,D010146,Pain,EFO:0003843,pain
23193,1344490,33679,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23194,1344490,33679,4,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23197,1343752,635,1,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
23200,1344829,368538,3,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
23202,1343603,675033,2,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23204,1344555,16308,4,D005128,Eye Diseases,EFO:0005752,eye inflammation
23206,1344879,508532,4,D001249,Asthma,EFO:0000270,asthma
23207,1344541,401141,4,D001249,Asthma,EFO:0000270,asthma
23208,1344541,401141,4,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23209,1344541,401141,3,D057765,Eosinophilic Esophagitis,EFO:0004232,eosinophilic esophagitis
23210,1343511,674595,3,D054556,Venous Thromboembolism,EFO:0004286,venous thromboembolism
23211,1343511,674595,3,D020246,Venous Thrombosis,HP:0004936,Venous thrombosis
23215,1344020,304798,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23216,1343559,2046,4,D006333,Heart Failure,EFO:0000373,congestive heart failure
23217,1343559,2046,3,D008171,Lung Diseases,EFO:0003818,lung disease
23218,1343559,2046,3,D011655,Pulmonary Embolism,EFO:0003827,pulmonary embolism
23219,1344058,88316,3,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
23220,1344058,88316,3,D010146,Pain,EFO:0003843,pain
23221,1344044,1051353,4,D012148,Restless Legs Syndrome,EFO:0004270,restless legs syndrome
23222,1344994,88232,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23223,1344994,88232,4,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23224,1344994,88232,3,D006258,Head and Neck Neoplasms,EFO:0004284,upper aerodigestive tract neoplasm
23227,1344009,480382,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
23228,1344009,480382,2,D009369,Neoplasms,EFO:0000616,neoplasm
23229,1344009,480382,4,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
23230,1344009,480382,4,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
23231,1343073,2994,1,D009369,Neoplasms,EFO:0000311,cancer
23232,1344849,405366,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23233,1343354,139286,4,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23234,1343354,139286,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23236,1344512,40542,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23237,1343096,5582,2,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23238,1343096,5582,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23239,1343958,674978,3,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23242,1344851,674462,3,D007246,Infertility,EFO:0000545,infertility
23243,1343057,674452,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23244,1343057,674452,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23246,1343612,54547,2,D005910,Glioma,EFO:0000326,central nervous system cancer
23247,1343612,54547,4,D009325,Nausea,EFO:0006911,Chemotherapy-induced nausea and vomiting
23248,1343849,674445,4,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
23254,1344273,3859,3,D001714,Bipolar Disorder,EFO:0000289,bipolar disorder
23255,1344273,3859,4,D011618,Psychotic Disorders,EFO:0005407,psychosis
23257,1344062,675515,4,D014648,Varicose Veins,HP:0002619,Varicose veins
23260,1344305,675667,3,D007246,Infertility,EFO:0000545,infertility
23261,1344815,675667,3,D007246,Infertility,EFO:0000545,infertility
23263,1696165,675456,3,D007938,Leukemia,EFO:0000565,leukemia
23264,1696165,675456,4,D008545,Melanoma,EFO:0002617,metastatic melanoma
23265,1344063,2045,4,D006973,Hypertension,EFO:0000537,hypertension
23270,1343573,2197548,4,D010146,Pain,EFO:0003843,pain
23271,1343850,374052,4,D001249,Asthma,EFO:0000270,asthma
23273,1344409,439720,4,D005128,Eye Diseases,EFO:0005752,eye inflammation
23274,1344612,674446,4,D005128,Eye Diseases,EFO:0005752,eye inflammation
23275,1343704,583522,4,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
23280,1344185,674799,3,D047928,Premature Birth,EFO:0003917,premature birth
23281,1344274,4730,3,D007938,Leukemia,EFO:0000565,leukemia
23282,1344274,4730,4,D008545,Melanoma,EFO:0000756,melanoma
23283,1344274,4730,3,D000755,"Anemia, Sickle Cell",Orphanet:232,Sickle cell anemia
23285,1702685,1214046,1,D008107,Liver Diseases,EFO:0001421,liver disease
23286,1702685,1214046,4,D009369,Neoplasms,EFO:0000616,neoplasm
23290,1343587,11674,3,D005334,Fever,HP:0001945,fever
23292,1343587,11674,4,D063806,Myalgia,HP:0003326,Myalgia
23293,1343587,11674,4,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
23296,1343587,11674,4,D010146,Pain,EFO:0003843,pain
23304,1344229,674927,2,D007938,Leukemia,EFO:0000565,leukemia
23305,1344016,13949,4,D012559,Schizophrenia,EFO:0000692,schizophrenia
23306,1344968,7494,3,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
23307,1343743,485100,4,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
23308,1343743,485100,3,D046152,Gastrointestinal Stromal Tumors,Orphanet:44890,Gastrointestinal stromal tumor
23309,1343743,485100,2,D018318,"Neurofibroma, Plexiform",EFO:0000658,plexiform neurofibroma
23310,1343743,485100,2,D011087,Polycythemia Vera,EFO:0002429,polycythemia vera
23311,1343743,485100,3,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
23313,1344311,543658,2,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23314,1343733,250908,4,D055623,"Keratosis, Actinic",EFO:0002496,actinic keratosis
23315,1343733,250908,3,D002280,"Carcinoma, Basal Cell",EFO:0004193,basal cell carcinoma
23317,1697116,1380301,2,D010146,Pain,EFO:0003843,pain
23318,1392857,1153493,4,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23319,1343677,619,4,D006973,Hypertension,EFO:0000537,hypertension
23323,1343317,173,3,D006073,Gout,EFO:0004274,gout
23327,1343317,173,3,D010195,Pancreatitis,EFO:0000278,pancreatitis
23328,1343317,173,3,D047928,Premature Birth,EFO:0003917,premature birth
23329,1344034,675617,4,D013167,"Spondylitis, Ankylosing",EFO:0003898,ankylosing spondylitis
23330,1344034,675617,4,D003424,Crohn Disease,EFO:0000384,Crohn's disease
23331,1344034,675617,2,D004715,Endometriosis,EFO:0001065,endometriosis
23332,1344034,675617,4,D011565,Psoriasis,EFO:0000676,psoriasis
23333,1344034,675617,4,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
23334,1344034,675617,4,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
23335,1344389,675441,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23336,1344640,1376661,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23337,1344161,675383,4,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23338,1344161,675383,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23340,1344275,675534,4,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23341,1343329,675534,3,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
23342,1344275,675534,3,D006943,Hyperglycemia,HP:0003074,Hyperglycemia
23343,1343329,675534,2,D007333,Insulin Resistance,EFO:0002614,insulin resistance
23344,1344275,675534,1,D012559,Schizophrenia,EFO:0000692,schizophrenia
23346,1343329,675534,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23347,1344275,675534,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23348,1344275,675534,4,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23349,1343329,675534,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23350,1344275,675534,3,D003866,Depressive Disorder,EFO:0003761,unipolar depression
23351,1344791,675366,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
23352,1344791,675366,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
23353,1343711,675368,3,D009369,Neoplasms,EFO:0000311,cancer
23354,1343711,675368,2,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
23355,1343711,675368,3,D009369,Neoplasms,EFO:0000616,neoplasm
23356,1343710,675521,4,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
23357,1394676,1153495,4,D009369,Neoplasms,EFO:0000311,cancer
23358,1394676,1153495,2,D002277,Carcinoma,EFO:0000313,carcinoma
23359,1394676,1153495,4,D008545,Melanoma,EFO:0000756,melanoma
23360,1394676,1153495,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23361,1344831,1406675,4,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
23362,1343097,421066,3,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
23364,1343097,421066,4,D006973,Hypertension,EFO:0000537,hypertension
23371,1344095,13928,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
23372,1343610,486789,3,D010300,Parkinson Disease,EFO:0002508,Parkinson's disease
23374,1583659,1331852,4,D003550,Cystic Fibrosis,Orphanet:586,Cystic fibrosis
23375,1344005,675703,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23380,1344276,16591,4,D063806,Myalgia,HP:0003326,Myalgia
23381,1344870,675075,2,D008881,Migraine Disorders,EFO:0003821,migraine disorder
23382,1344870,675075,4,D010146,Pain,EFO:0003843,pain
23385,1343308,38727,4,D001714,Bipolar Disorder,EFO:0000289,bipolar disorder
23386,1343308,38727,4,D004827,Epilepsy,EFO:0000474,epilepsy
23387,1343308,38727,1,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
23389,1343641,5975,4,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
23390,1343218,675130,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23391,1344780,132003,4,D005901,Glaucoma,EFO:0000516,glaucoma
23394,1702600,1377974,1,D008545,Melanoma,EFO:0002617,metastatic melanoma
23395,1344230,374548,4,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23396,1344230,374548,3,D007246,Infertility,EFO:0000545,infertility
23397,1344230,374548,2,D018192,Lymphangioleiomyomatosis,Orphanet:538,Lymphangioleiomyomatosis
23398,1343580,674726,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
23401,1343580,674726,4,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
23404,1344728,675141,1,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
