cell_id,cell_name,cell_description,cell_source_tissue,cell_source_organism,cell_source_tax_id,clo_id,efo_id,cellosaurus_id,cl_lincs_id,chembl_id,cell_ontology_id
858,ARIP cell line,ARIP cell line,,,,CLO_0001746,,CVCL_3488,,CHEMBL3308355,
859,BC,BC cell line,,,,,,,,CHEMBL3307814,
860,BG-1 cell line,BG-1 cell line,,,,,,CVCL_6570,,CHEMBL3307815,
861,B-lymphoblastic leukemic cell line,B-lymphoblastic leukemic cell line,,,,,,,,CHEMBL3308433,
862,MCF-A,MCF-A,,,,,,,,CHEMBL3307816,
863,C2G cell line,C2G cell line,,,,,,CVCL_H595,,CHEMBL3307817,
868,Macrophage cell line,Macrophage cell line,,Homo sapiens,9606,,,,,CHEMBL3307819,
869,Melanoma cell line,Melanoma cell line,,Homo sapiens,9606,,,,,CHEMBL3307820,
870,Neoplastic cell line,Neoplastic cell line,,Homo sapiens,9606,,,,,CHEMBL3307821,
871,Neuronal cell line,Neuronal cell line,,Homo sapiens,9606,,,,,CHEMBL3307822,
872,Ovarian cancer cell line,Ovarian cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3308434,
876,N592,N592,,,,,,CVCL_A590,,CHEMBL3307825,
877,SK-ES1,SK-ES1,Ewing sarcoma,Homo sapiens,9606,CLO_0009036,EFO_0002858,CVCL_0627,,CHEMBL3307826,
878,Squamous carcinoma cell line,Squamous carcinoma cell line,,Homo sapiens,9606,,,,,CHEMBL3307827,
879,ST-KM-1,ST-KM-1,,,,,,CVCL_M569,,CHEMBL3307828,
880,Tumor Cell line,Tumor Cell line,,Homo sapiens,9606,,,,,CHEMBL3307829,
884,HXO-RB44 cell line,HXO-RB44 cell line,,,,,,CVCL_D542,,CHEMBL3307832,
887,IGR-37 cell line,IGR-37 cell line,,,,CLO_0006670,,CVCL_2075,,CHEMBL3308435,
888,ISF-539,ISF-539 cell line,,,,,,,,CHEMBL3307833,
889,JAM cell line,JAM cell line,,,,,,CVCL_D239,,CHEMBL3307834,
890,Kasumi 1,Kasumi 1 cell line,,,,CLO_0007069,,CVCL_0589,,CHEMBL3307835,
894,KB VCR R,KB VCR R,,,,,,,,CHEMBL3307836,
895,KBALB-STK,KBALB-STK cell line,,,,,,,,CHEMBL3307837,
896,KBM-3/DOX cell line,KBM-3/DOX cell line,,,,,,CVCL_H688,,CHEMBL3307838,
897,KKLS,KKLS cell line,,,,,,CVCL_1B37,,CHEMBL3307839,
898,KU812 cell line,KU812 cell line,,,,CLO_0007125,EFO_0002222,CVCL_0379,,CHEMBL3308504,
899,KYSE-150 cell line,KYSE-150 cell line,Esophageal squamous cell carcinoma,Homo sapiens,9606,CLO_0007129,EFO_0006627,CVCL_1348,,CHEMBL3307840,
900,L1210 (1565),L1210 (1565),,,,,,,,CHEMBL3307841,
901,Laryngeal epithelioma cell line,Laryngeal epithelioma cell line,,,,,,,,CHEMBL3308436,
902,LC-06 cell line,LC-06 cell lines,,,,,,,,CHEMBL3307842,
903,Renal cancer cell line,Renal cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3307843,
904,HUVE,HUVE cell line,,,,,,,,CHEMBL3307844,
905,IA-XsSBR cell line,IA-XsSBR cell line,,,,CLO_0004328,,CVCL_3528,,CHEMBL3308400,
906,KAT-4 cell line,KAT-4 cell line,,,,,,CVCL_6304,,CHEMBL3307845,
907,KBALB cell line,KBALB cell line,,,,CLO_0007078,,CVCL_4350,,CHEMBL3307846,
908,KBM-3 cell line,KBM-3 cell line,,,,,,CVCL_A425,,CHEMBL3307847,
910,KYSE-70 cell line,KYSE-70 cell line,,,,CLO_0007137,,CVCL_1356,,CHEMBL3308390,
911,LCLC,LCLC cell line,,,,,,,,CHEMBL3307848,
912,Leukemia 60 cell line,Leukemia 60 cell line,,,,,,,,CHEMBL3307849,
914,Lung NSCLC-N6 cell-line,Lung NSCLC-N6 cell-line,,,,,,CVCL_H623,,CHEMBL3307850,
915,LXFL 529/11,LXFL 529/11 cell line,,,,,,,,CHEMBL3307851,
916,LY3.7.2C TK-/- cell line,LY3.7.2C TK-/- cell lines,,,,,,,,CHEMBL3308437,
918,Medulloblastoma tumour cell line,Medulloblastoma tumour cell line,,,,,,,,CHEMBL3307852,
919,LCLC-103H cell line,LCLC-103H cell line,,,,CLO_0007282,,CVCL_1375,,CHEMBL3307853,
920,LDV-7 cell line,LDV-7 cell line,,,,,,CVCL_D268,,CHEMBL3307854,
922,leukaemia cell line,leukaemia cell line,,,,,,,,CHEMBL3307856,
926,Leukemic tumor cell line,Leukemic tumor cell line,,,,,,,,CHEMBL3307858,
928,Lewis lung carcinoma cell line,Lewis lung carcinoma cell line,Lung carcinoma,Mus musculus,10090,CLO_0007325,,CVCL_4358,,CHEMBL3307859,
933,LLTC cell line,LLTC cell line,,,,,,CVCL_H948,,CHEMBL3307861,
934,LMM3 cell line,LMM3 cell line,,,,,,CVCL_D270,,CHEMBL3307862,
935,LT12 tumor cell line,LT12 tumor cell line,,,,,,CVCL_D271,,CHEMBL3307863,
936,NCI-H520,NCI-H520,,,,CLO_0008093,EFO_0003124,CVCL_1566,,CHEMBL3307864,
937,PC-13,PC-13,,,,,,CVCL_B259,,CHEMBL3307865,
938,PC-8,PC-8,,,,,,CVCL_4Z01,,CHEMBL3307866,
939,PC-9,PC-9,Lung adenocarcinoma,Homo sapiens,9606,CLO_0050067,EFO_0002847,CVCL_B260,,CHEMBL3307867,
940,Lung cancer cell line,Lung cancer cell line,,,,,,,,CHEMBL3307868,
941,Lung cancer tumor cell line,Lung cancer tumor cell line,,,,,,,,CHEMBL3307869,
942,Lung carcinoma cell line,Lung carcinoma cell line,,,,,,,,CHEMBL3308438,
943,Lvec,Lvec cell line,,,,,,,,CHEMBL3307870,
944,LXF-289 cell line,LXF-289 cell line,,,,CLO_0007424,,CVCL_1394,,CHEMBL3307871,
945,LXFL 529/ LXFS 538,LXFL 529/ LXFS 538 cell line,,,,,,,,CHEMBL3307872,
947,LXFS538,LXFS538 cell line,,,,,,,,CHEMBL3307873,
949,Lymphoma cell line,Lymphoma cell line,,,,,,,,CHEMBL3307875,
950,M,M cell line,,,,,,,,CHEMBL3307876,
951,M-19,M-19 cell line,,,,,,,,CHEMBL3308439,
952,M2R,M2R cell line,,,,,,,,CHEMBL3307877,
954,MAC26,MAC26,,,,,,CVCL_S002,,CHEMBL3307878,
955,MDA-MB-4,MDA-MB-4 cell line,,,,,,,,CHEMBL3307879,
956,UACC-375,UACC-375,,,,,,CVCL_M457,,CHEMBL3307880,
957,PMC,PMC,,,,,,,,CHEMBL3308440,
958,CD-4+ (A 3.01),CD-4+ (A 3.01) cell line,,,,,,,,CHEMBL3307881,
959,CRL-7065 cell line,CRL-7065 cell line,,,,CLO_0004248,,CVCL_1041,,CHEMBL3308441,
961,D3F,D3F cell line,,,,,,,,CHEMBL3307882,
962,EBV-positive nasopharyngeal cell line,EBV-positive nasopharyngealcell lines,,,,,,,,CHEMBL3307883,
963,Erythroleukemia cell line,Erythroleukemia cell line,,,,,,,,CHEMBL3307884,
964,FME,FME cell line,,,,,,,,CHEMBL3307885,
965,GC3/MTK-,GC3/MTK- cell line,,,,,,CVCL_1B33,,CHEMBL3307886,
966,GLIOMA#112,GLIOMA#112 cell line,,,,,,,,CHEMBL3307887,
967,NCI-H125,NCI-H125,,,,,EFO_0003116,CVCL_3968,,CHEMBL3307888,
968,H938 cell line,H938 cell line,,,,,,CVCL_D536,,CHEMBL3307889,
969,HEF,HEF cell line,,,,,,,,CHEMBL3307890,
971,3LLD122,3LLD122 cell line,,,,,,CVCL_0242,,CHEMBL3307891,
972,791T cell line,791T cell line,,,,,,CVCL_D535,,CHEMBL3307892,
973,A253 cell line,A253 cell line,,,,CLO_0001570,,CVCL_1060,,CHEMBL3307893,
974,AA5,AA5,,,,CLO_0001629,,,,CHEMBL3307894,
975,AA6,AA6,,,,,,,,CHEMBL3307895,
978,ACH-2 cell line,ACH-2 cell line,,,,,,CVCL_0138,,CHEMBL3307897,
979,ADDP cell line,ADDP cell line,,,,,,CVCL_D537,,CHEMBL3307898,
980,ADJ/PC6,ADJ/PC6 cell line,,,,,,CVCL_1E22,,CHEMBL3307899,
981,ADR5000 cell line,ADR5000 cell line,Leukemia cells,Homo sapiens,9606,,,CVCL_D544,,CHEMBL3307900,
984,AMML,AMML cell line,,,,,,,,CHEMBL3307901,
985,AR-42J cell line,AR-42J cell line,,,,CLO_0001740,,CVCL_0143,,CHEMBL3307902,
987,ATH-8 cell line,ATH-8 cell line,,,,,,CVCL_5206,,CHEMBL3307903,
988,AZ-521 cell line,AZ-521 cell line,,,,,EFO_0002814,CVCL_2862,,CHEMBL3307904,
989,B103 cell line,B103 cell line,,,,,,CVCL_D538,,CHEMBL3307905,
990,B-95-8 cell line,B-95-8 cell line,,,,CLO_0001838,,CVCL_1953,,CHEMBL3307906,
991,BC1 cell line,BC1 cell line,,,,CLO_0001887,EFO_0002044,CVCL_1079,,CHEMBL3307907,
993,BEL-7404 tumor cell line,BEL-7404 tumor cell line,,Homo sapiens,9606,,,CVCL_6568,,CHEMBL3307908,
996,STSA-1 cell line,STSA-1 cell line,,,,,,CVCL_D274,,CHEMBL3307911,
997,SNU-C2A,SNU-C2A,Cecum adenocarcinoma,Homo sapiens,9606,,,CVCL_1709,,CHEMBL3307912,
998,T cell line,T cell line,,,,,,,,CHEMBL3308443,
999,T/5,T/5 cell line,,,,,,CVCL_5H88,,CHEMBL3307913,
1000,T-21 (LR),T-21 (LR) cell line,,,,,,,,CHEMBL3307914,
1001,T-21,T-21 cell line,,,,,,,,CHEMBL3307915,
1002,Tumor cell line,Tumor cell lines,,,,,,,,CHEMBL3308444,
1003,Wild type T- cell line,Wild type T- cell line,,,,,,,,CHEMBL3307916,
1004,X63/OMIL3 cell line,X63/OMIL3 cell line,,,,,,CVCL_M352,,CHEMBL3307917,
1006,HSF (VGS),HSF (VGS) cell line,,,,,,,,CHEMBL3307918,
1010,BxT,BxT cell line,,,,,,,,CHEMBL3307919,
1011,C2D cell line,C2D cell line,,,,,,CVCL_H596,,CHEMBL3307920,
1013,C-344 cell line,C-344 cell line,,,,,,CVCL_G700,,CHEMBL3307921,
1014,CA-755,CA-755-mammary adenocarcinoma cell line,Mammary adenocarcinoma,,,,,,,CHEMBL3307922,
1015,Cancer cell lines,cancer cell lines,,,,,,,,CHEMBL3307923,
1016,cancer cell lines (55),cancer cell lines (55),,,,,,,,CHEMBL3307924,
1017,CaNT,CaNT cell line,,,,,,,,CHEMBL3307925,
1018,CaOs-1 cell line,CaOs-1 cell line,,,,,,CVCL_H746,,CHEMBL3307926,
1019,Caov-3 cell line,Caov-3 cell line,,,,CLO_0002195,EFO_0002148,CVCL_0201,,CHEMBL3307927,
1020,carcinoma cell line,carcinoma cell line,,,,,,,,CHEMBL3307928,
1021,CC-B,CC-B cervical cell line,,,,,,,,CHEMBL3307929,
1023,CHRC5 cell line,CHRC5 cell line,,,,,,CVCL_D266,,CHEMBL3307930,
1024,CI80-13S cell line,CI80-13S cell line,,,,,,CVCL_D285,,CHEMBL3307931,
1025,Co-3,Co-3 tumor cell line,,,,,,,,CHEMBL3308446,
1026,COLO1,COLO1,,,,,,,,CHEMBL3307932,
1030,CPT30 cell line,CPT30 cell line,,,,,,CVCL_M595,,CHEMBL3307934,
1031,CXF1103,CXF1103 cell line,,,,,,,,CHEMBL3307935,
1032,CXF158,CXF158 cell line,,,,,,,,CHEMBL3307936,
1033,CXF280,CXF280 cell line,,,,,,,,CHEMBL3307937,
1036,D283 Med,D283 Med cell line,,,,CLO_0002673,EFO_0002156,CVCL_1155,,CHEMBL3307938,
1037,D34,D34 cell line,,,,,,,,CHEMBL3308447,
1038,D341 cell line,D341 cell line,,,,CLO_0002677,EFO_0002157,CVCL_0018,,CHEMBL3308450,
1040,D-38,D-38 cell line,,,,,,,,CHEMBL3307939,
1041,DA-3 cell line,DA-3 cell line,,,,,,CVCL_5419,,CHEMBL3307940,
1042,DLKP cell line,DLKP cell line,,,,,,CVCL_H737,,CHEMBL3308451,
1043,DOD-1,DOD-1 breast cell line,,,,,,,,CHEMBL3307941,
1044,J774.2,J774.2,,,,CLO_0007004,,CVCL_0357,,CHEMBL3307942,
1047,ER22,ER22 cell line,,,,,,CVCL_0H89,,CHEMBL3308448,
1049,ESM,ESM cell line,,,,,,,,CHEMBL3308558,
1050,F460pv8/eto,F460pv8/eto cell line,,,,,,,,CHEMBL3308586,
1051,Faza 967 cell clone 2/T1,Faza 967 cell clone2/T1 cell line,,,,,,,,CHEMBL3308587,
1052,Faza 967 clone 2,Faza 967clone2 cell line,,,,,,CVCL_S739,,CHEMBL3308588,
1053,Fibroblast MRHF cell line,Fibroblast MRHFcell line,,,,,,CVCL_H691,,CHEMBL3308589,
1055,fLS,fLS cell line,,,,,,,,CHEMBL3308559,
1056,Friend leukemia cell line,Friend leukemia cell line,,,,,,,,CHEMBL3308590,
1057,GC3/M,GC3/M cell line,,,,,,CVCL_1B32,,CHEMBL3308591,
1058,GC3M(-),GC3M(-) cell line,,,,,,,,CHEMBL3308592,
1059,GHOST CCR5,GHOST CCR5 cell line,,,,,,CVCL_S491,,CHEMBL3308560,
1060,Glioblastoma cell line,Glioblastoma cell line,,,,,,,,CHEMBL3308593,
1061,GLIOMA#108,GLIOMA#108 cell line,,,,,,,,CHEMBL3308594,
1062,GM892A cell line,GM892A cell line,,,,,,CVCL_H136,,CHEMBL3308595,
1063,MRI-H-207,MRI-H-207,,,,,,,,CHEMBL3308596,
1064,AC755,AC755 breast carcinoma cell line,,,,,,,,CHEMBL3308597,
1065,AH125 cell line,AH125 cell lines,,,,,,CVCL_D263,,CHEMBL3308598,
1068,Tumor cancer cell line,Human tumor cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3308599,
1069,Lu-99 cell line,Lu-99 cell line,,,,,,CVCL_3015,,CHEMBL3308600,
1070,Lymphocytic cell line,Lymphocytic cell line,,,,,,,,CHEMBL3308601,
1071,MAR BEL fibroblasts cell line,MAR BEL fibroblasts cell line,,,,,,CVCL_G291,,CHEMBL3308602,
1072,FHC,FHC cell line,,,,CLO_0003236,,CVCL_3688,,CHEMBL3308603,
1073,BG-3,BG-3 cell line,,,,,,,,CHEMBL3308604,
1074,C13*,C13* cell line,,,,,,,,CHEMBL3308605,
1075,COLO,COLO,,,,,,,,CHEMBL3308606,
1076,HCT cell line,HCT cell lines,,,,,,,,CHEMBL3308607,
1077,HES,HES,,,,,,,,CHEMBL3308608,
1078,HNBM,HNBM cell line,,,,,,,,CHEMBL3308609,
1079,HT-137,HT-137 cell line,,,,,,,,CHEMBL3308610,
1080,BRO melanoma cell line,BRO melanoma cell line,,,,,,CVCL_7036,,CHEMBL3308611,
1081,ECa-109 cell line,ECa-109 cell line,Esophageal squamous cell carcinoma,Homo sapiens,9606,,,CVCL_6898,,CHEMBL3308477,
1082,H2987 cell line,H2987 cell line,,,,,,CVCL_D347,,CHEMBL3308612,
1083,Whole cell line panel,whole cell line panel,,,,,,,,CHEMBL3308613,
1084,MCF-T,MCF-T,,,,,,,,CHEMBL3308561,
1085,A2,A2 cell line,,,,CLO_0001562,,,,CHEMBL3308614,
1086,KK-47 cell line,KK-47 cell line,,,,,,CVCL_8253,,CHEMBL3308615,
1088,MLM,human MLM melanoma cell line,,,,,,,,CHEMBL3308616,
1089,T-cell line,T-cell line,,Homo sapiens,9606,,,,,CHEMBL3308617,
1090,HX62 cell line,HX62 cell line,Ovary,Homo sapiens,9606,,,CVCL_4995,,CHEMBL3308618,
1091,K177cell line,K177cell line,,,,,,CVCL_5I63,,CHEMBL3308619,
1092,Keratinocyte cell line,Keratinocyte cell line,,,,,,,,CHEMBL3308620,
1093,Lung LXF 629L tumor cell line,Lung LXF 629L tumor cell line,,Homo sapiens,9606,,,CVCL_D189,,CHEMBL3308621,
1094,LFCl2A,LFCl2A cell line,,,,,,CVCL_2103,,CHEMBL3308563,
1096,Lu-65,Lu-65 cell line,,Homo sapiens,9606,,,CVCL_1392,,CHEMBL3308623,
1097,LX-830 cell line,LX-830 cell line,,,,,,CVCL_7882,,CHEMBL3308624,
1098,Epidermoid carcinoma cell line,Epidermoid carcinoma cell line,,,,,,,,CHEMBL3308625,
1100,AG06848 cell line,AG06848 cell line,,,,,,CVCL_D534,,CHEMBL3308626,
1102,BL13/0,BL13/0 cell line,,,,,,,,CHEMBL3308627,
1103,C170,C170 cell line,,,,,,CVCL_S959,,CHEMBL3308628,
1105,CFU-C,CFU-C cell line,,,,,,,,CHEMBL3308629,
1107,Mo,Mo,,Homo sapiens,9606,CLO_0007815,,CVCL_1439,,CHEMBL3308631,
1108,Mononuclear cell line,Mononuclear cell line,,,,,,,,CHEMBL3308565,
1109,B-cell line,Mouse B cell line,,Mus musculus,10090,,,,,CHEMBL3308632,
1111,F2002 cell line,F2002 cell line,,,,CLO_0003366,,CVCL_F661,,CHEMBL3308387,
1112,GC3/Cl,GC3/Cl cell line,,,,,,CVCL_1B34,,CHEMBL3308634,
1114,HSV-2,HSV-2 cell line,,,,,,,,CHEMBL3308635,
1115,MEL-AC cell line,MEL-AC cell line,,,,,,CVCL_D549,,CHEMBL3308636,
1116,NCI-H292,NCI-H292,,,,CLO_0008080,,CVCL_0455,,CHEMBL3308637,
1117,Coronary artery smooth muscle cell line,Human coronary artery smooth muscle cell line,,Homo sapiens,9606,,,,,CHEMBL3308638,
1118,3Y1 cell line,3Y1 cell line,,,,,,CVCL_4563,,CHEMBL3308639,
1119,7800C1 cell line,7800C1 cell line,,,,,,CVCL_3870,,CHEMBL3308566,
1122,Mammary carcinoma cell line,Mouse mammary carcinoma cell line,,Mus musculus,10090,,,,,CHEMBL3308640,
1123,Murine cell line,murine cell line,,Mus musculus,10090,,,,,CHEMBL3308641,
1124,Murine stromal cell line,murine stromal cell line,,Mus musculus,10090,,,,,CHEMBL3308642,
1125,Murine T-cell line,Murine T-cell line,,Mus musculus,10090,,,,,CHEMBL3308643,
1126,Murine-murine hybridoma (mark 3),murine-murine hybridoma (mark 3) cell line,,Mus musculus,10090,,,CVCL_KB23,,CHEMBL3308644,
1128,CFU-GM,CFU-GM cell line,,,,,,,,CHEMBL3308567,
1129,NCI-H928,NCI-H928,,,,,,,,CHEMBL3308646,
1130,HB4a,HB4a,,,,,,CVCL_J982,,CHEMBL3308647,
1131,Breast cancer cell line,Breast cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3308648,
1132,Colon carcinoma cell line,Colon carcinoma cell line,,Homo sapiens,9606,,,,,CHEMBL3308649,
1133,Lung cancer cell line,Human lung cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3308568,
1135,M-5,M-5 ovarian carcinoma cell line,Ovarian carcinoma,,,,,,,CHEMBL3308650,
1137,MFH-ST,Human MFH-ST cell line,,Homo sapiens,9606,,,,,CHEMBL3308652,
1138,B(EBV+),B(EBV+) cell line,,,,,,,,CHEMBL3308653,
1139,BE-WT,BE-WT cell lines,,,,,,,,CHEMBL3308654,
1140,CML/BC,CML/BC cell line,,,,,,,,CHEMBL3308655,
1141,H2981 cell line,H2981 cell line,,,,,,CVCL_D346,,CHEMBL3308656,
1142,HA22T cell line,HA22T cell line,,,,,,CVCL_7046,,CHEMBL3308657,
1143,HNO 97 cell line,HNO 97 cell lines,,,,,,CVCL_D227,,CHEMBL3308658,
1145,HCEC,Human Corneal Epithelial Cells,Human cerebral epithelial cells,Homo sapiens,9606,,,,,CHEMBL3308569,
1146,HCLO cell line,HCLO cell line,,,,,,CVCL_M353,,CHEMBL3308659,
1148,HCT-29,HCT-29,,,,,,,,CHEMBL3308661,
1149,HEC-1B cell line,HEC-1B cell line,,,,CLO_0003675,EFO_0002192,CVCL_0294,,CHEMBL3308662,
1150,HEL 299,HEL 299,Lung fibroblast,Homo sapiens,9606,CLO_0003681,,CVCL_2480,,CHEMBL3308663,
1151,Hepatoblastoma cell line,Hepatoblastoma cell line,,,,,,,,CHEMBL3308664,
1152,Hepatoma cell line,Hepatoma cell line,,,,,,,,CHEMBL3308570,
1153,HK,HK cell line,,,,,,,,CHEMBL3308665,
1154,HMCB cell line,HMCB cell line,,,,CLO_0003785,EFO_0002195,CVCL_3317,,CHEMBL3308385,
1155,HMV-1 cell line,HMV-1 cell line,,,,,,CVCL_8233,,CHEMBL3308666,
1156,HMV-2 cell line,HMV-2 cell line,,,,CLO_0003786,,CVCL_1282,,CHEMBL3308667,
1157,HN006 cell line,HN006 cell line,,,,,,CVCL_H947,,CHEMBL3308668,
1158,HOC-21 cell line,HOC-21 cell line,,,,,,CVCL_8692,,CHEMBL3308669,
1159,HONE1 cell line,HONE1 cell line,,,,,,CVCL_8706,,CHEMBL3308670,
1161,HOP-19,HOP-19,,,,,,CVCL_H643,,CHEMBL3308671,
1163,HRT-18 cell line,HRT-18 cell line,,,,CLO_0003836,,CVCL_2514,,CHEMBL3308672,
1167,Cell line,human cell lines,,Homo sapiens,9606,,,,,CHEMBL3308571,
1168,Colon adenocarcinoma cell line,Human colon adenocarcinoma cell line,,Homo sapiens,9606,,,,,CHEMBL3308673,
1169,Colon cell line,Human colon cell line,,Homo sapiens,9606,,,,,CHEMBL3308674,
1171,PD-145,PD-145 cell line,,,,,,,,CHEMBL3308675,
1172,PE,PE cell line,,,,,,CVCL_1D86,,CHEMBL3308676,
1173,PG-49 cell line,PG-49 cell line,,,,,,CVCL_D539,,CHEMBL3308677,
1174,PRK,PRK cell line,,,,,,,,CHEMBL3308572,
1175,Prostate tumor cell line,Prostate tumor cell line,,,,,,,,CHEMBL3308678,
1176,PTP,PTP cell line,,,,,,,,CHEMBL3308679,
1177,R5,R5 cell line,,,,,,,,CHEMBL3308680,
1178,REF,REF cell line,,,,,,,,CHEMBL3308573,
1179,Renal cancer tumor cell line,Renal cancer tumor cell line,,,,,,,,CHEMBL3308681,
1180,RPMI,RPMI cell line,,,,,,,,CHEMBL3308682,
1183,SNB-,SNB-,,,,,,,,CHEMBL3308574,
1184,Squamous carcinoma cell line,Squamous carcinoma cell line,,,,,,,,CHEMBL3308685,
1186,C13,C13 cell line,,,,,,,,CHEMBL3308686,
1187,C653,C653 cell line,,,,,,,,CHEMBL3308687,
1188,NCI,NCI,,,,,,,,CHEMBL3308688,
1191,NCI-H647,NCI-H647,,,,CLO_0008100,,CVCL_1574,,CHEMBL3308691,
1192,NIH-H,NIH-H cell line,,,,,,,,CHEMBL3308692,
1193,NIH-K,NIH-K cell line,,,,,,,,CHEMBL3308693,
1194,Non-small cell lung cancer cell line,non-small cell lung cancer cell line,,,,,,,,CHEMBL3308576,
1195,Ovarian cancer cell line,Ovarian cancer cell line.,,,,,,,,CHEMBL3308694,
1196,Ovarian carcinoma cell line,Ovarian carcinoma cell lines,,,,,,,,CHEMBL3308695,
1197,OVXF1023 cell line,OVXF1023 cell line,,,,,,CVCL_D166,,CHEMBL3308696,
1199,GTL 16 cell line,GTL 16 cell line,,,,,,CVCL_7668,,CHEMBL3308698,
1200,C3H,C3H mammary carcinoma cell line,Mammary adenocarcinoma,,,,,,,CHEMBL3308699,
1201,CAL-85-1,CAL-85-1,,Homo sapiens,9606,CLO_0002190,EFO_0005359,CVCL_1114,LCL-1465,CHEMBL3308700,
1202,HUH-6-clone5,HUH-6-clone5,,Homo sapiens,9606,,,CVCL_1296,,CHEMBL3308701,
1203,NCI-H2347,NCI-H2347,,Homo sapiens,9606,CLO_0008074,EFO_0002287,CVCL_1550,LCL-1620,CHEMBL3308386,
1204,SW837,SW837,,Homo sapiens,9606,CLO_0009224,EFO_0002372,CVCL_1729,LCL-1292,CHEMBL3308361,
1205,23132-87,23132-87,,Homo sapiens,9606,CLO_0001202,,CVCL_1046,,CHEMBL3308702,
1206,639-V,639-V,,Homo sapiens,9606,CLO_0001448,EFO_0002097,CVCL_1048,LCL-1943,CHEMBL3308703,
1207,647-V,647-V,,Homo sapiens,9606,CLO_0001450,EFO_0002098,CVCL_1049,LCL-1708,CHEMBL3308704,
1208,769-P,769-P,,Homo sapiens,9606,CLO_0001485,EFO_0002099,CVCL_1050,LCL-1772,CHEMBL3308705,
1209,8305C,8305C,,Homo sapiens,9606,CLO_0001510,,CVCL_1053,LCL-1685,CHEMBL3308706,
1212,ABC-1,ABC-1,,Homo sapiens,9606,CLO_0001641,EFO_0002813,CVCL_1066,LCL-1634,CHEMBL3308707,
1213,AN3-CA,AN3-CA,,Homo sapiens,9606,CLO_0001722,EFO_0002110,CVCL_0028,,CHEMBL3308708,
1214,BCPAP,BCPAP,,Homo sapiens,9606,CLO_0001906,,CVCL_0153,LCL-1687,CHEMBL3308356,
1215,BEN,BEN,,Homo sapiens,9606,CLO_0001926,,CVCL_1082,LCL-1602,CHEMBL3308709,
1216,BFTC-909,BFTC-909,,Homo sapiens,9606,CLO_0001949,,CVCL_1084,LCL-1921,CHEMBL3308710,
1217,BHY,BHY,,Homo sapiens,9606,CLO_0001975,,CVCL_1086,LCL-1208,CHEMBL3308711,
1218,C-4-II,C-4-II,,Homo sapiens,9606,CLO_0002126,EFO_0002123,CVCL_1095,,CHEMBL3308712,
1219,C32,C32,,Homo sapiens,9606,CLO_0002113,,CVCL_1097,LCL-1238,CHEMBL3308713,
1220,C3A,C3A,,Homo sapiens,9606,CLO_0002119,EFO_0002121,CVCL_1098,LCL-1927,CHEMBL3308377,
1221,Ca9-22,Ca9-22,,Homo sapiens,9606,,,CVCL_1102,LCL-2033,CHEMBL3308714,
1222,CAL-120,CAL-120,,Homo sapiens,9606,CLO_0002179,EFO_0005356,CVCL_1104,LCL-1463,CHEMBL3308577,
1223,CAL-33,CAL-33,,Homo sapiens,9606,CLO_0002183,,CVCL_1108,LCL-1216,CHEMBL3308715,
1224,CAL-39,CAL-39,,Homo sapiens,9606,CLO_0002184,,CVCL_1109,LCL-1294,CHEMBL3308716,
1225,CAL-51,CAL-51,,Homo sapiens,9606,CLO_0002185,EFO_0005358,CVCL_1110,LCL-1472,CHEMBL3308717,
1226,CAL-54,CAL-54,,Homo sapiens,9606,CLO_0002186,EFO_0002125,CVCL_1111,LCL-1757,CHEMBL3308346,
1227,CAL-72,CAL-72,,Homo sapiens,9606,CLO_0002188,,CVCL_1113,LCL-1419,CHEMBL3308718,
1228,CAMA-1,CAMA-1,,Homo sapiens,9606,CLO_0002194,EFO_0001100,CVCL_1115,LCL-1466,CHEMBL3308719,
1229,Capan-2,Capan-2,,Homo sapiens,9606,CLO_0002198,EFO_0002154,CVCL_0026,LCL-1733,CHEMBL3308720,
1231,ChaGo-K-1,ChaGo-K-1,,Homo sapiens,9606,CLO_0002413,EFO_0002155,CVCL_1121,LCL-1579,CHEMBL3308489,
1232,CHL-1,CHL-1,,Homo sapiens,9606,CLO_0002420,EFO_0002132,CVCL_1122,,CHEMBL3308722,
1233,COLO-678,COLO-678,,Homo sapiens,9606,CLO_0002572,,CVCL_1129,LCL-1160,CHEMBL3308349,
1234,COLO-679,COLO-679,,Homo sapiens,9606,CLO_0002551,,CVCL_1130,LCL-1232,CHEMBL3308723,
1235,COLO-680N,COLO-680N,,Homo sapiens,9606,CLO_0002573,,CVCL_1131,LCL-1551,CHEMBL3308724,
1236,COLO-824,COLO-824,,Homo sapiens,9606,CLO_0002577,,CVCL_1136,LCL-1477,CHEMBL3308725,
1237,COR-L105,COR-L105,,Homo sapiens,9606,CLO_0002584,EFO_0002141,CVCL_1138,LCL-1635,CHEMBL3308350,
1238,Detroit 562,Detroit 562,,Homo sapiens,9606,CLO_0002752,EFO_0002170,CVCL_1171,LCL-1226,CHEMBL3308486,
1239,DMS-53,DMS-53,,Homo sapiens,9606,CLO_0002799,EFO_0002165,CVCL_1177,,CHEMBL3308726,
1240,DOK,DOK,,Homo sapiens,9606,CLO_0002806,,CVCL_1180,,CHEMBL3308727,
