mecref_id,mec_id,ref_type,ref_id,ref_url
271,128,DailyMed,setid=17f85d17-ab71-4f5b-9fe3-0b8c822f69ff,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17f85d17-ab71-4f5b-9fe3-0b8c822f69ff
272,129,PubMed,22044006,http://europepmc.org/abstract/MED/22044006
273,129,PubMed,23798344,http://europepmc.org/abstract/MED/23798344
274,129,DailyMed,setid=23f3c1f4-0fc8-4804-a9e3-04cf25dd302e,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=23f3c1f4-0fc8-4804-a9e3-04cf25dd302e
275,129,DailyMed,setid=23f3c1f4-0fc8-4804-a9e3-04cf25dd302e#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=23f3c1f4-0fc8-4804-a9e3-04cf25dd302e#nlm34090-1
276,130,DailyMed,setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13
277,131,PubMed,10511010,http://europepmc.org/abstract/MED/10511010
278,131,PubMed,16413139,http://europepmc.org/abstract/MED/16413139
279,132,PubMed,13470125,http://europepmc.org/abstract/MED/13470125
280,132,PubMed,15926215,http://europepmc.org/abstract/MED/15926215
281,132,Wikipedia,Trimeprazine,http://en.wikipedia.org/wiki/Trimeprazine
283,133,Wikipedia,Epinastine,http://en.wikipedia.org/wiki/Epinastine
284,134,Other,www.medicines.org.uk/EMC/medicine/14672/SPC/Valoid+Tablets/#PHARMACOLOGICAL_PROPS,www.medicines.org.uk/EMC/medicine/14672/SPC/Valoid+Tablets/#PHARMACOLOGICAL_PROPS
285,134,PubMed,20394809,http://europepmc.org/abstract/MED/20394809
286,135,DailyMed,setid=ac0c0247-3b20-445a-84c0-cb7f3939c823,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ac0c0247-3b20-445a-84c0-cb7f3939c823
287,136,ISBN,9780702034718 PP. 333,http://www.isbnsearch.org/isbn/9780702034718
288,137,PubMed,2568212,http://europepmc.org/abstract/MED/2568212
289,138,PubMed,19085565,http://europepmc.org/abstract/MED/19085565
290,139,DailyMed,setid=6f7e47cc-f823-4336-8107-f980e3049617,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6f7e47cc-f823-4336-8107-f980e3049617
292,141,PubMed,6128358,http://europepmc.org/abstract/MED/6128358
293,142,PubMed,16402096,http://europepmc.org/abstract/MED/16402096
294,142,Wikipedia,Pyrilamine,http://en.wikipedia.org/wiki/Pyrilamine
295,143,FDA,"label/2004/19835slr016,21150slr005,30346slr011_zyrtec_lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/19835slr016,21150slr005,30346slr011_zyrtec_lbl.pdf"
296,144,DailyMed,setid=6393e997-7080-4ce6-8a34-2f80b48f5a3a,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6393e997-7080-4ce6-8a34-2f80b48f5a3a
297,145,PubMed,19790517,http://europepmc.org/abstract/MED/19790517
298,145,Wikipedia,Methdilazine,http://en.wikipedia.org/wiki/Methdilazine
299,146,PubMed,26515,http://europepmc.org/abstract/MED/26515
300,146,Wikipedia,Dexchlorpheniramine,http://en.wikipedia.org/wiki/Dexchlorpheniramine
301,147,PubMed,2568212,http://europepmc.org/abstract/MED/2568212
302,148,PubMed,10511010,http://europepmc.org/abstract/MED/10511010
303,148,PubMed,16413139,http://europepmc.org/abstract/MED/16413139
304,149,ISBN,9780702034718 PP. 333,http://www.isbnsearch.org/isbn/9780702034718
305,150,DailyMed,setid=420b3f66-87f0-47d8-947c-541e84eb594a,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=420b3f66-87f0-47d8-947c-541e84eb594a
306,151,PubMed,1973150,http://europepmc.org/abstract/MED/1973150
307,151,PubMed,22876948,http://europepmc.org/abstract/MED/22876948
308,152,ISBN,"0443-059748 PP. 240, 529",http://www.isbnsearch.org/isbn/0443059748
309,152,Wikipedia,Promethazine,http://en.wikipedia.org/wiki/Promethazine
310,152,Wikipedia,Propiomazine,http://en.wikipedia.org/wiki/Propiomazine
311,153,PubMed,7513381,http://europepmc.org/abstract/MED/7513381
312,153,DailyMed,setid=305a537b-db97-4c5b-824a-0b97dd4c6dc0,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=305a537b-db97-4c5b-824a-0b97dd4c6dc0
313,154,DailyMed,setid=1159c24c-d9ce-49a2-b0bd-dc27c710f146,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1159c24c-d9ce-49a2-b0bd-dc27c710f146
315,156,DailyMed,setid=17d37e8d-7825-424b-b6ca-0a85d0bf4694,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17d37e8d-7825-424b-b6ca-0a85d0bf4694
316,157,DailyMed,setid=d86c6a13-9e5f-43c2-92f5-c7ed7bfcedfc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d86c6a13-9e5f-43c2-92f5-c7ed7bfcedfc
317,158,PubMed,22629251,http://europepmc.org/abstract/MED/22629251
318,158,Wikipedia,Triprolidine,http://en.wikipedia.org/wiki/Triprolidine
319,159,PubMed,7513381,http://europepmc.org/abstract/MED/7513381
320,160,ISBN,9780702034718 PP. 333,http://www.isbnsearch.org/isbn/9780702034718
321,160,PubMed,15627436,http://europepmc.org/abstract/MED/15627436
322,161,DailyMed,setid=5b79aff4-9bed-429d-8def-a7929293387d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5b79aff4-9bed-429d-8def-a7929293387d
323,162,PubMed,1732984,http://europepmc.org/abstract/MED/1732984
324,162,PubMed,16702624,http://europepmc.org/abstract/MED/16702624
325,162,Wikipedia,Diphenhydramine#Pharmacology,http://en.wikipedia.org/wiki/Diphenhydramine#Pharmacology
326,163,PubMed,13743818,http://europepmc.org/abstract/MED/13743818
327,163,Wikipedia,Pheniramine,http://en.wikipedia.org/wiki/Pheniramine
328,164,PubMed,8099438,http://europepmc.org/abstract/MED/8099438
329,164,Wikipedia,Doxylamine,http://en.wikipedia.org/wiki/Doxylamine
330,165,PubMed,7513381,http://europepmc.org/abstract/MED/7513381
331,166,PubMed,6113566,http://europepmc.org/abstract/MED/6113566
332,166,Wikipedia,Antazoline,http://en.wikipedia.org/wiki/Antazoline
333,167,DailyMed,setid=2965ef46-18db-4615-9dce-bfb0f0b3366a,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2965ef46-18db-4615-9dce-bfb0f0b3366a
335,169,PubMed,22445882,http://europepmc.org/abstract/MED/22445882
336,169,Wikipedia,Diphenylpyraline,http://en.wikipedia.org/wiki/Diphenylpyraline
337,170,ISBN,9780702034718 PP. 332,http://www.isbnsearch.org/isbn/9780702034718
338,171,KEGG,D02089,http://www.kegg.jp/dbget-bin/www_bget?dr:D02089
339,171,PubMed,20515533,http://europepmc.org/abstract/MED/20515533
340,172,PubMed,11835984,http://europepmc.org/abstract/MED/11835984
341,173,DailyMed,setid=98a010d5-4905-4abf-a9d2-c85a07daa23b,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=98a010d5-4905-4abf-a9d2-c85a07daa23b
342,174,PubMed,19790517,http://europepmc.org/abstract/MED/19790517
343,174,Wikipedia,Methdilazine,http://en.wikipedia.org/wiki/Methdilazine
344,175,PubMed,1732984,http://europepmc.org/abstract/MED/1732984
345,175,PubMed,16702624,http://europepmc.org/abstract/MED/16702624
346,175,Wikipedia,Diphenhydramine#Pharmacology,http://en.wikipedia.org/wiki/Diphenhydramine#Pharmacology
347,176,PubMed,19217209,http://europepmc.org/abstract/MED/19217209
348,177,PubMed,19217209,http://europepmc.org/abstract/MED/19217209
349,178,ISBN,9780702034718 PP. 12,http://www.isbnsearch.org/isbn/9780702034718
350,178,PubMed,6386273,http://europepmc.org/abstract/MED/6386273
351,178,PubMed,8487790,http://europepmc.org/abstract/MED/8487790
353,179,ISBN,0443-059748 PP. 555,http://www.isbnsearch.org/isbn/0443059748
354,179,Wikipedia,Trimipramine,http://en.wikipedia.org/wiki/Trimipramine
355,180,DailyMed,setid=a0a046c1-056d-45a9-bfd9-13b47c24f257,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a0a046c1-056d-45a9-bfd9-13b47c24f257
356,181,DailyMed,setid=b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4c2c9dc-a0bb-4d64-a667-a67ebe88392d
357,182,DailyMed,setid=608d4f0d-b19f-46d3-749a-7159aa5f933d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=608d4f0d-b19f-46d3-749a-7159aa5f933d
358,183,PubMed,10090426,http://europepmc.org/abstract/MED/10090426
359,183,DailyMed,setid=a002b40c-097d-47a5-957f-7a7b1807af7f,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a002b40c-097d-47a5-957f-7a7b1807af7f
360,184,DailyMed,setid=f86cb4a7-c358-4136-ae57-b32bda9bba00,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f86cb4a7-c358-4136-ae57-b32bda9bba00
361,185,DailyMed,setid=ff61b237-be8e-461b-8114-78c52a8ad0ae,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ff61b237-be8e-461b-8114-78c52a8ad0ae
362,186,DailyMed,setid=be38b325-3a6f-4569-9ae0-a03feff8535d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=be38b325-3a6f-4569-9ae0-a03feff8535d
363,187,DailyMed,setid=f158fe10-d5dc-4432-b2c9-fc665401291b,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f158fe10-d5dc-4432-b2c9-fc665401291b
364,188,FDA,label/2012/202276s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202276s000lbl.pdf
367,2260,DailyMed,setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6
368,2260,Wikipedia,Dipyridamole#Mechanism_and_effects,http://en.wikipedia.org/wiki/Dipyridamole#Mechanism_and_effects
369,190,DailyMed,setid=cd86ee78-2781-468b-930c-3c4677bcc092#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd86ee78-2781-468b-930c-3c4677bcc092#section-13
370,191,ISBN,9780702034718 PP. 367,http://www.isbnsearch.org/isbn/9780702034718
371,191,PubMed,239403,http://europepmc.org/abstract/MED/239403
372,192,ISBN,9780702034718 PP. 367,http://www.isbnsearch.org/isbn/9780702034718
373,192,PubMed,239403,http://europepmc.org/abstract/MED/239403
374,193,PubMed,7508675,http://europepmc.org/abstract/MED/7508675
375,193,PubMed,7828655,http://europepmc.org/abstract/MED/7828655
376,193,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
377,193,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
378,194,PubMed,7508675,http://europepmc.org/abstract/MED/7508675
379,194,PubMed,7828655,http://europepmc.org/abstract/MED/7828655
380,194,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
381,194,PubMed,15007534,http://europepmc.org/abstract/MED/15007534
382,194,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
383,195,PubMed,6130555,http://europepmc.org/abstract/MED/6130555
384,195,PubMed,22711801,http://europepmc.org/abstract/MED/22711801
385,196,ISBN,"0443-059748 PP. 379, 489",http://www.isbnsearch.org/isbn/0443059748
386,196,DailyMed,setid=ea381bc5-0957-4c91-826a-0ff680cebacc#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea381bc5-0957-4c91-826a-0ff680cebacc#nlm34090-1
387,197,PubMed,7508675,http://europepmc.org/abstract/MED/7508675
388,197,PubMed,7828655,http://europepmc.org/abstract/MED/7828655
389,197,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
390,197,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
392,198,Wikipedia,Cabergoline,http://en.wikipedia.org/wiki/Cabergoline
393,199,ISBN,"0443-059748 PP. 379, 489",http://www.isbnsearch.org/isbn/0443059748
394,199,DailyMed,setid=ea381bc5-0957-4c91-826a-0ff680cebacc#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea381bc5-0957-4c91-826a-0ff680cebacc#nlm34090-1
395,201,PubMed,6147851,http://europepmc.org/abstract/MED/6147851
396,201,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
397,201,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
398,202,PubMed,1830565,http://europepmc.org/abstract/MED/1830565
399,202,PubMed,8101879,http://europepmc.org/abstract/MED/8101879
400,202,Wikipedia,Chlorprothixene#Pharmacology,http://en.wikipedia.org/wiki/Chlorprothixene#Pharmacology
401,202,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
402,203,KEGG,D00390,http://www.kegg.jp/dbget-bin/www_bget?dr:D00390
403,203,Other,http://neurolex.org/wiki/Category:Triflupromazine,http://neurolex.org/wiki/Category:Triflupromazine
404,203,PubMed,239403,http://europepmc.org/abstract/MED/239403
405,203,PubMed,497523,http://europepmc.org/abstract/MED/497523
406,203,PubMed,1678146,http://europepmc.org/abstract/MED/1678146
407,203,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
408,204,DailyMed,setid=17209c32-56eb-4f84-954d-aed7b7a1b18d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17209c32-56eb-4f84-954d-aed7b7a1b18d
409,205,DailyMed,setid=c040bd1d-45b7-49f2-93ea-aed7220b30ac#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c040bd1d-45b7-49f2-93ea-aed7220b30ac#nlm34090-1
410,206,FDA,label/2011/022264s006lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022264s006lbl.pdf
411,207,DailyMed,setid=43452bf8-76e7-47a9-a5d8-41fe84d061f0,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43452bf8-76e7-47a9-a5d8-41fe84d061f0
412,208,PubMed,10991983,http://europepmc.org/abstract/MED/10991983
413,208,PubMed,11561066,http://europepmc.org/abstract/MED/11561066
414,208,PubMed,15357957,http://europepmc.org/abstract/MED/15357957
415,208,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
417,209,Wikipedia,Metoclopramide,http://en.wikipedia.org/wiki/Metoclopramide
418,210,PubMed,9342550,http://europepmc.org/abstract/MED/9342550
419,210,PubMed,9353417,http://europepmc.org/abstract/MED/9353417
420,210,PubMed,9577836,http://europepmc.org/abstract/MED/9577836
421,210,Wikipedia,Molindone,http://en.wikipedia.org/wiki/Molindone
422,210,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
423,211,DailyMed,setid=7b8e5b26-b9e4-4704-921b-3c3c0d159916#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b8e5b26-b9e4-4704-921b-3c3c0d159916#nlm34090-1
424,212,PubMed,3039860,http://europepmc.org/abstract/MED/3039860
425,212,PubMed,11103886,http://europepmc.org/abstract/MED/11103886
426,212,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
427,212,PubMed,15694263,http://europepmc.org/abstract/MED/15694263
428,212,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
429,213,PubMed,3039860,http://europepmc.org/abstract/MED/3039860
430,213,PubMed,11103886,http://europepmc.org/abstract/MED/11103886
431,213,PubMed,11873706,http://europepmc.org/abstract/MED/11873706
432,213,PubMed,15694263,http://europepmc.org/abstract/MED/15694263
433,213,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
434,214,KEGG,D00390,http://www.kegg.jp/dbget-bin/www_bget?dr:D00390
435,214,Other,http://neurolex.org/wiki/Category:Triflupromazine,http://neurolex.org/wiki/Category:Triflupromazine
436,214,PubMed,239403,http://europepmc.org/abstract/MED/239403
437,214,PubMed,497523,http://europepmc.org/abstract/MED/497523
438,214,PubMed,1678146,http://europepmc.org/abstract/MED/1678146
439,214,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
440,215,ISBN,0443-059748 PP. 555,http://www.isbnsearch.org/isbn/0443059748
441,215,Wikipedia,Trimipramine,http://en.wikipedia.org/wiki/Trimipramine
442,216,IUPHAR,685,http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=685
444,217,IUPHAR,685,http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=685
446,218,IUPHAR,685,http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=685
448,219,DailyMed,setid=b2d6e17b-f14a-463b-a662-03c9387c63dd#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b2d6e17b-f14a-463b-a662-03c9387c63dd#nlm34090-1
449,220,DailyMed,setid=5ac32c20-169d-475a-fc8a-934f758d6ab0,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ac32c20-169d-475a-fc8a-934f758d6ab0
452,223,PubMed,603879,http://europepmc.org/abstract/MED/603879
453,223,Wikipedia,Angiotensin_receptor,http://en.wikipedia.org/wiki/Angiotensin_receptor
454,224,DailyMed,setid=d4b8a490-d96f-414e-b020-9460625c40ef#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d4b8a490-d96f-414e-b020-9460625c40ef#section-14
455,225,DailyMed,setid=a73e1339-9643-4eea-2cbe-e879c88fb50e#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a73e1339-9643-4eea-2cbe-e879c88fb50e#section-14
457,227,PubMed,16938288,http://europepmc.org/abstract/MED/16938288
458,227,PubMed,18580862,http://europepmc.org/abstract/MED/18580862
459,227,DailyMed,setid=cfb9309f-e0df-4a55-9542-0e869fce05fb#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cfb9309f-e0df-4a55-9542-0e869fce05fb#section-14
460,227,Wikipedia,Telmisartan,http://en.wikipedia.org/wiki/Telmisartan
461,228,PubMed,11104741,http://europepmc.org/abstract/MED/11104741
462,228,Wikipedia,Methylergonovine#Mechanism_of_action,http://en.wikipedia.org/wiki/Methylergonovine#Mechanism_of_action
463,229,ISBN,9780702034718 PP. 199,http://www.isbnsearch.org/isbn/9780702034718
464,229,PubMed,8743744,http://europepmc.org/abstract/MED/8743744
465,230,PubMed,11704611,http://europepmc.org/abstract/MED/11704611
466,230,DailyMed,setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d
467,231,DailyMed,setid=2d70b747-314c-4baa-95c4-1734855a1556,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2d70b747-314c-4baa-95c4-1734855a1556
468,232,PubMed,21851752,http://europepmc.org/abstract/MED/21851752
470,232,Wikipedia,Propylthiouracil,http://en.wikipedia.org/wiki/Propylthiouracil
472,234,PubMed,11106255,http://europepmc.org/abstract/MED/11106255
473,234,DailyMed,setid=ff8e105b-7415-42d4-bbb2-b36cfb8945a5#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ff8e105b-7415-42d4-bbb2-b36cfb8945a5#nlm34090-1
474,235,DailyMed,setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14
475,236,DailyMed,setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14
476,237,PubMed,19948186,http://europepmc.org/abstract/MED/19948186
477,237,Wikipedia,Decongestant,http://en.wikipedia.org/wiki/Decongestant
478,237,Wikipedia,Adrenergic_agonist,http://en.wikipedia.org/wiki/Adrenergic_agonist
479,237,Wikipedia,Adrenergic_receptor,http://en.wikipedia.org/wiki/Adrenergic_receptor
480,237,Wikipedia,Phenylpropanolamine,http://en.wikipedia.org/wiki/Phenylpropanolamine
481,238,DailyMed,setid=96425d91-cfe1-477d-a130-b58c330ca8a3#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=96425d91-cfe1-477d-a130-b58c330ca8a3#nlm34090-1
482,239,PubMed,9401944,http://europepmc.org/abstract/MED/9401944
483,240,PubMed,19948186,http://europepmc.org/abstract/MED/19948186
484,240,Wikipedia,Decongestant,http://en.wikipedia.org/wiki/Decongestant
485,240,Wikipedia,Adrenergic_agonist,http://en.wikipedia.org/wiki/Adrenergic_agonist
486,240,Wikipedia,Adrenergic_receptor,http://en.wikipedia.org/wiki/Adrenergic_receptor
487,240,Wikipedia,Phenylpropanolamine,http://en.wikipedia.org/wiki/Phenylpropanolamine
488,241,DailyMed,setid=e0fa4bca-f245-4d92-ae29-b0c630a315c2,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e0fa4bca-f245-4d92-ae29-b0c630a315c2
489,242,DailyMed,setid=8bc6397e-4bd8-4d37-a007-a327e4da34d9,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8bc6397e-4bd8-4d37-a007-a327e4da34d9
490,243,DailyMed,setid=57bccb29-1c47-4c64-ab6a-77960a91cc20#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=57bccb29-1c47-4c64-ab6a-77960a91cc20#section-13
491,244,DailyMed,setid=827d60e8-7e07-41b7-c28b-49ef1c4a5a41,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=827d60e8-7e07-41b7-c28b-49ef1c4a5a41
492,245,DailyMed,setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13
493,246,PubMed,9633680,http://europepmc.org/abstract/MED/9633680
494,246,PubMed,11978145,http://europepmc.org/abstract/MED/11978145
495,246,PubMed,18549347,http://europepmc.org/abstract/MED/18549347
496,246,DailyMed,setid=3c768639-8a70-4d12-ad93-827bb42ec6b7,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c768639-8a70-4d12-ad93-827bb42ec6b7
497,246,Wikipedia,Levodopa#Biological_role,http://en.wikipedia.org/wiki/Levodopa#Biological_role
498,247,PubMed,1830565,http://europepmc.org/abstract/MED/1830565
499,247,Wikipedia,Chlorprothixene#Pharmacology,http://en.wikipedia.org/wiki/Chlorprothixene#Pharmacology
500,247,Wikipedia,Antipsychotic#Mechanism_of_action,http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action
501,248,PubMed,12167662,http://europepmc.org/abstract/MED/12167662
502,248,PubMed,15023108,http://europepmc.org/abstract/MED/15023108
503,248,PubMed,16945924,http://europepmc.org/abstract/MED/16945924
504,248,PubMed,19460614,http://europepmc.org/abstract/MED/19460614
505,249,PubMed,15273113,http://europepmc.org/abstract/MED/15273113
506,250,PubMed,8284673,http://europepmc.org/abstract/MED/8284673
507,250,PubMed,12406221,http://europepmc.org/abstract/MED/12406221
508,250,PubMed,14638486,http://europepmc.org/abstract/MED/14638486
509,251,PubMed,23798574,http://europepmc.org/abstract/MED/23798574
511,252,DailyMed,setid=a683e58a-63ea-44b8-a326-1a99a537bcf2,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a683e58a-63ea-44b8-a326-1a99a537bcf2
512,253,DailyMed,setid=f93b2baa-03ac-4650-b35a-20b818d712d6,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f93b2baa-03ac-4650-b35a-20b818d712d6
