who_name,level1,level2,level3,level4,level5,level1_description,level2_description,level3_description,level4_description
trimebutine,A,A03,A03A,A03AA,A03AA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
rociverine,A,A03,A03A,A03AA,A03AA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
dicycloverine,A,A03,A03A,A03AA,A03AA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
dihexyverine,A,A03,A03A,A03AA,A03AA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
difemerine,A,A03,A03A,A03AA,A03AA09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
piperidolate,A,A03,A03A,A03AA,A03AA30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group"
benzilone,A,A03,A03A,A03AB,A03AB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
glycopyrronium bromide,A,A03,A03A,A03AB,A03AB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
oxyphenonium,A,A03,A03A,A03AB,A03AB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
penthienate,A,A03,A03A,A03AB,A03AB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
propantheline,A,A03,A03A,A03AB,A03AB05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
otilonium bromide,A,A03,A03A,A03AB,A03AB06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
methantheline,A,A03,A03A,A03AB,A03AB07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
tridihexethyl,A,A03,A03A,A03AB,A03AB08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
isopropamide,A,A03,A03A,A03AB,A03AB09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
hexocyclium,A,A03,A03A,A03AB,A03AB10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
poldine,A,A03,A03A,A03AB,A03AB11,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
mepenzolate,A,A03,A03A,A03AB,A03AB12,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
bevonium,A,A03,A03A,A03AB,A03AB13,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
pipenzolate,A,A03,A03A,A03AB,A03AB14,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
diphemanil,A,A03,A03A,A03AB,A03AB15,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
(2-benzhydryloxyethyl)diethyl-methylammonium iodide,A,A03,A03A,A03AB,A03AB16,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
tiemonium iodide,A,A03,A03A,A03AB,A03AB17,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
prifinium bromide,A,A03,A03A,A03AB,A03AB18,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
timepidium bromide,A,A03,A03A,A03AB,A03AB19,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
fenpiverinium,A,A03,A03A,A03AB,A03AB21,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
"oxyphenonium, combinations",A,A03,A03A,A03AB,A03AB53,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds"
dimethylaminopropionylphenothiazine,A,A03,A03A,A03AC,A03AC02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines"
nicofetamide,A,A03,A03A,A03AC,A03AC04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines"
tiropramide,A,A03,A03A,A03AC,A03AC05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines"
papaverine,A,A03,A03A,A03AD,A03AD01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives
drotaverine,A,A03,A03A,A03AD,A03AD02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives
moxaverine,A,A03,A03A,A03AD,A03AD30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives
alosetron,A,A03,A03A,A03AE,A03AE01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Serotonin receptor antagonists
cilansetron,A,A03,A03A,A03AE,A03AE03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Serotonin receptor antagonists
fenpiprane,A,A03,A03A,A03AX,A03AX01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
diisopromine,A,A03,A03A,A03AX,A03AX02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
chlorbenzoxamine,A,A03,A03A,A03AX,A03AX03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
pinaverium,A,A03,A03A,A03AX,A03AX04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
fenoverine,A,A03,A03A,A03AX,A03AX05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
idanpramine,A,A03,A03A,A03AX,A03AX06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
proxazole,A,A03,A03A,A03AX,A03AX07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
alverine,A,A03,A03A,A03AX,A03AX08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
trepibutone,A,A03,A03A,A03AX,A03AX09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
isometheptene,A,A03,A03A,A03AX,A03AX10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
caroverine,A,A03,A03A,A03AX,A03AX11,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
phloroglucinol,A,A03,A03A,A03AX,A03AX12,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
silicones,A,A03,A03A,A03AX,A03AX13,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
valethamate,A,A03,A03A,A03AX,A03AX14,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
trimethyldiphenylpropylamine,A,A03,A03A,A03AX,A03AX30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
"alverine, combinations",A,A03,A03A,A03AX,A03AX58,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders
atropine,A,A03,A03B,A03BA,A03BA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines"
hyoscyamine,A,A03,A03B,A03BA,A03BA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines"
belladonna total alkaloids,A,A03,A03B,A03BA,A03BA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines"
butylscopolamine,A,A03,A03B,A03BB,A03BB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
methylatropine,A,A03,A03B,A03BB,A03BB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
methylscopolamine,A,A03,A03B,A03BB,A03BB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
fentonium,A,A03,A03B,A03BB,A03BB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
cimetropium bromide,A,A03,A03B,A03BB,A03BB05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
isopropamide and psycholeptics,A,A03,A03C,A03CA,A03CA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
clidinium and psycholeptics,A,A03,A03C,A03CA,A03CA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
oxyphencyclimine and psycholeptics,A,A03,A03C,A03CA,A03CA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
otilonium bromide and psycholeptics,A,A03,A03C,A03CA,A03CA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
glycopyrronium bromide and psycholeptics,A,A03,A03C,A03CA,A03CA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
bevonium and psycholeptics,A,A03,A03C,A03CA,A03CA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
ambutonium and psycholeptics,A,A03,A03C,A03CA,A03CA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
diphemanil and psycholeptics,A,A03,A03C,A03CA,A03CA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
pipenzolate and psycholeptics,A,A03,A03C,A03CA,A03CA09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
emepronium and psycholeptics,A,A03,A03C,A03CA,A03CA30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
propantheline and psycholeptics,A,A03,A03C,A03CA,A03CA34,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics
methylscopolamine and psycholeptics,A,A03,A03C,A03CB,A03CB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics
belladonna total alkaloids and psycholeptics,A,A03,A03C,A03CB,A03CB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics
atropine and psycholeptics,A,A03,A03C,A03CB,A03CB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics
methylhomatropine and psycholeptics,A,A03,A03C,A03CB,A03CB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics
hyoscyamine and psycholeptics,A,A03,A03C,A03CB,A03CB31,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics
tropenzilone and analgesics,A,A03,A03D,A03DA,A03DA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
pitofenone and analgesics,A,A03,A03D,A03DA,A03DA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
bevonium and analgesics,A,A03,A03D,A03DA,A03DA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
ciclonium and analgesics,A,A03,A03D,A03DA,A03DA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
camylofin and analgesics,A,A03,A03D,A03DA,A03DA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
trospium and analgesics,A,A03,A03D,A03DA,A03DA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
tiemonium iodide and analgesics,A,A03,A03D,A03DA,A03DA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics
butylscopolamine and analgesics,A,A03,A03D,A03DB,A03DB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Belladonna and derivatives in combination with analgesics
metoclopramide,A,A03,A03F,A03FA,A03FA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
cisapride,A,A03,A03F,A03FA,A03FA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
domperidone,A,A03,A03F,A03FA,A03FA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
bromopride,A,A03,A03F,A03FA,A03FA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
alizapride,A,A03,A03F,A03FA,A03FA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
clebopride,A,A03,A03F,A03FA,A03FA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
itopride,A,A03,A03F,A03FA,A03FA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
cinitapride,A,A03,A03F,A03FA,A03FA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives
ondansetron,A,A04,A04A,A04AA,A04AA01,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
granisetron,A,A04,A04A,A04AA,A04AA02,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
tropisetron,A,A04,A04A,A04AA,A04AA03,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
dolasetron,A,A04,A04A,A04AA,A04AA04,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
palonosetron,A,A04,A04A,A04AA,A04AA05,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
"palonosetron, combinations",A,A04,A04A,A04AA,A04AA55,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Serotonin (5HT3) antagonists
scopolamine,A,A04,A04A,A04AD,A04AD01,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
cerium oxalate,A,A04,A04A,A04AD,A04AD02,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
chlorobutanol,A,A04,A04A,A04AD,A04AD04,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
metopimazine,A,A04,A04A,A04AD,A04AD05,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
dronabinol,A,A04,A04A,A04AD,A04AD10,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
nabilone,A,A04,A04A,A04AD,A04AD11,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
aprepitant,A,A04,A04A,A04AD,A04AD12,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
casopitant,A,A04,A04A,A04AD,A04AD13,ALIMENTARY TRACT AND METABOLISM,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,Other antiemetics
