protein_class_id,protein_class_desc,l1,l2,l3,l4,l5,l6,l7,l8
1084,enzyme  protease  unknown,Enzyme,Protease,Protease unclassified,,,,,
1085,enzyme  protease  aspartic,Enzyme,Protease,Aspartic protease,,,,,
1087,enzyme  protease  cysteine,Enzyme,Protease,Cysteine protease,,,,,
1088,membrane receptor  7tm1  smallmol,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),,,,,
1089,membrane receptor  7tm3  smallmol,Membrane receptor,Family C G protein-coupled receptor,Small molecule receptor (family C GPCR),,,,,
1090,enzyme  protease  inhibitor,Enzyme,Protease,Protease inhibitor,,,,,
1091,enzyme  protease  threonine,Enzyme,Protease,Threonine protease,,,,,
1096,transporter  ntpase  f-type and v-type  f-type atpase,Transporter,Primary active transporter,F-type and V-type ATPases,F-type ATPase,,,,
1098,transporter  ntpase  p-type atpase,Transporter,Primary active transporter,P-type ATPase,,,,,
1100,enzyme  kinase  protein kinase,Enzyme,Kinase,Protein Kinase,,,,,
1103,enzyme  phosphatase  protein phosphatase,Enzyme,Phosphatase,Protein Phosphatase,,,,,
1104,transporter  ntpase  atp binding cassette,Transporter,Primary active transporter,ATP-binding cassette,,,,,
1106,enzyme  protease  aspartic  aa,Enzyme,Protease,Aspartic protease,Aspartic protease AA clan,,,,
1107,enzyme  protease  aspartic  ad,Enzyme,Protease,Aspartic protease,Aspartic protease AD clan,,,,
1108,enzyme  protease  aspartic  af,Enzyme,Protease,Aspartic protease,Aspartic protease AF clan,,,,
1109,enzyme  protease  cysteine  cm,Enzyme,Protease,Cysteine protease,Cysteine protease CM clan,,,,
1110,enzyme  protease  cysteine  ca,Enzyme,Protease,Cysteine protease,Cysteine protease CA clan,,,,
1111,enzyme  protease  cysteine  cd,Enzyme,Protease,Cysteine protease,Cysteine protease CD clan,,,,
1112,enzyme  protease  inhibitor  i-,Enzyme,Protease,Protease inhibitor,Protease inhibitor unclassified clan,,,,
1113,enzyme  protease  metallo  m-,Enzyme,Protease,Metallo protease,Metallo protease unclassified clan,,,,
1114,enzyme  protease  metallo  mc,Enzyme,Protease,Metallo protease,Metallo protease MC clan,,,,
1115,enzyme  protease  metallo  mf,Enzyme,Protease,Metallo protease,Metallo protease MF clan,,,,
1116,enzyme  protease  metallo  mg,Enzyme,Protease,Metallo protease,Metallo protease MG clan,,,,
1117,enzyme  protease  metallo  mh,Enzyme,Protease,Metallo protease,Metallo protease MH clan,,,,
1118,enzyme  protease  metallo  mj,Enzyme,Protease,Metallo protease,Metallo protease MJ clan,,,,
1119,enzyme  protease  serine  sb,Enzyme,Protease,Serine protease,Serine protease SB clan,,,,
1120,enzyme  protease  serine  sc,Enzyme,Protease,Serine protease,Serine protease SC clan,,,,
1121,enzyme  protease  serine  se,Enzyme,Protease,Serine protease,Serine protease SE clan,,,,
1122,enzyme  protease  serine  sf,Enzyme,Protease,Serine protease,Serine protease SF clan,,,,
1123,enzyme  protease  serine  sh,Enzyme,Protease,Serine protease,Serine protease SH clan,,,,
1124,enzyme  protease  serine  sr,Enzyme,Protease,Serine protease,Serine protease SR clan,,,,
1125,enzyme  protease  unknown  u-,Enzyme,Protease,Protease unclassified,Protease unclassified U family,,,,
1126,ion channel  lgic  ach,Ion channel,Ligand-gated ion channel,Nicotinic acetylcholine receptor,,,,,
1127,ion channel  lgic  gly,Ion channel,Ligand-gated ion channel,Glycine receptor,,,,,
1130,enzyme  protease  metallo  mae,Enzyme,Protease,Metallo protease,Metallo protease MAE clan,,,,
1131,enzyme  protease  metallo  mam,Enzyme,Protease,Metallo protease,Metallo protease MAM clan,,,,
1132,transporter  ntpase  atp binding cassette  mdr,Transporter,Primary active transporter,ATP-binding cassette,ABCB subfamily,,,,
1133,transporter  ntpase  atp binding cassette  mrp,Transporter,Primary active transporter,ATP-binding cassette,ABCC subfamily,,,,
1135,enzyme  protease  cysteine  pac,Enzyme,Protease,Cysteine protease,Cysteine protease PAC clan,,,,
1136,enzyme  protease  serine  pas,Enzyme,Protease,Serine protease,Serine protease PA clan,,,,
1137,enzyme  protease  threonine  pbt,Enzyme,Protease,Threonine protease,Threonine protease PBT clan,,,,
1138,enzyme  protease  cysteine  pcc,Enzyme,Protease,Cysteine protease,Cysteine protease PCC clan,,,,
1144,ion channel  lgic  5ht3,Ion channel,Ligand-gated ion channel,5HT3 receptor,,,,,
1145,ion channel  lgic  glut  ampa,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,AMPA receptor,,,,
1146,ion channel  other  chloride  cftr,Ion channel,Other ion channel,Chloride channel,Cystic fibrosis transmembrane conductance regulator,,,,
1149,ion channel  lgic  glut  grid,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,Glutamate receptor ionotropic delta-1,,,,
1150,ion channel  lgic  glut  nmda,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,NMDA receptor,,,,
1152,transcription factor  nuclear receptor  nr0  nr0b,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 0,Nuclear hormone receptor subfamily 0 group B,,,,
1153,transcription factor  nuclear receptor  nr1  nr1a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group A,,,,
1154,transcription factor  nuclear receptor  nr1  nr1b,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group B,,,,
1155,transcription factor  nuclear receptor  nr1  nr1c,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group C,,,,
1156,transcription factor  nuclear receptor  nr1  nr1d,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group D,,,,
1157,transcription factor  nuclear receptor  nr1  nr1f,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group F,,,,
1158,transcription factor  nuclear receptor  nr1  nr1h,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group H,,,,
1159,transcription factor  nuclear receptor  nr1  nr1i,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group I,,,,
1160,transcription factor  nuclear receptor  nr2  nr2a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group A,,,,
1161,transcription factor  nuclear receptor  nr2  nr2b,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group B,,,,
1162,transcription factor  nuclear receptor  nr2  nr2c,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group C,,,,
1163,transcription factor  nuclear receptor  nr2  nr2e,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group E,,,,
1164,transcription factor  nuclear receptor  nr2  nr2f,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,,,,
1165,transcription factor  nuclear receptor  nr3  nr3a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 3,Nuclear hormone receptor subfamily 3 group A,,,,
1166,transcription factor  nuclear receptor  nr3  nr3b,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 3,Nuclear hormone receptor subfamily 3 group B,,,,
1167,transcription factor  nuclear receptor  nr3  nr3c,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 3,Nuclear hormone receptor subfamily 3 group C,,,,
1168,transcription factor  nuclear receptor  nr4  nr4a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,Nuclear hormone receptor subfamily 4 group A,,,,
1169,transcription factor  nuclear receptor  nr5  nr5a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 5,Nuclear hormone receptor subfamily 5 group A,,,,
1170,transcription factor  nuclear receptor  nr6  nr6a,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 6,Nuclear hormone receptor subfamily 6 group A,,,,
1173,ion channel  lgic  gabaa,Ion channel,Ligand-gated ion channel,GABA-A receptor,,,,,
1175,transporter  ntpase  p-type atpase  ca atpase,Transporter,Primary active transporter,P-type ATPase,Calcium ATPase,,,,
1178,ion channel  vgc  c-gmp,Ion channel,Voltage-gated ion channel,Cyclic nucleotide-regulated channel,,,,,
1179,enzyme  cytochrome p450  cyp_1  cyp_1a,Enzyme,Cytochrome P450,Cytochrome P450 family 1,Cytochrome P450 family 1A,,,,
1180,enzyme  cytochrome p450  cyp_1  cyp_1b,Enzyme,Cytochrome P450,Cytochrome P450 family 1,Cytochrome P450 family 1B,,,,
1181,enzyme  cytochrome p450  cyp_2  cyp_2a,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2A,,,,
1182,enzyme  cytochrome p450  cyp_2  cyp_2b,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2B,,,,
1183,enzyme  cytochrome p450  cyp_2  cyp_2c,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2C,,,,
1184,enzyme  cytochrome p450  cyp_2  cyp_2d,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2D,,,,
1185,enzyme  cytochrome p450  cyp_2  cyp_2e,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2E,,,,
1186,enzyme  cytochrome p450  cyp_3  cyp_3a,Enzyme,Cytochrome P450,Cytochrome P450 family 3,Cytochrome P450 family 3A,,,,
1187,enzyme  cytochrome p450  cyp_4  cyp_4a,Enzyme,Cytochrome P450,Cytochrome P450 family 4,Cytochrome P450 family 4A,,,,
1188,enzyme  cytochrome p450  cyp_4  cyp_4f,Enzyme,Cytochrome P450,Cytochrome P450 family 4,Cytochrome P450 family 4F,,,,
1189,enzyme  cytochrome p450  cyp_5  cyp_5a,Enzyme,Cytochrome P450,Cytochrome P450 family 5,Cytochrome P450 family 5A,,,,
1190,enzyme  cytochrome p450  cyp_7  cyp_7a,Enzyme,Cytochrome P450,Cytochrome P450 family 7,Cytochrome P450 family 7A,,,,
1191,enzyme  cytochrome p450  cyp_8  cyp_8a,Enzyme,Cytochrome P450,Cytochrome P450 family 8,Cytochrome P450 family 8A,,,,
1218,enzyme  cytochrome p450  cyp_11  cyp_11a,Enzyme,Cytochrome P450,Cytochrome P450 family 11,Cytochrome P450 family 11A,,,,
1219,enzyme  cytochrome p450  cyp_11  cyp_11b,Enzyme,Cytochrome P450,Cytochrome P450 family 11,Cytochrome P450 family 11B,,,,
1220,enzyme  cytochrome p450  cyp_17  cyp_17a,Enzyme,Cytochrome P450,Cytochrome P450 family 17,Cytochrome P450 family 17A,,,,
1221,enzyme  cytochrome p450  cyp_19  cyp_19a,Enzyme,Cytochrome P450,Cytochrome P450 family 19,Cytochrome P450 family 19A,,,,
1222,enzyme  cytochrome p450  cyp_21  cyp_21a,Enzyme,Cytochrome P450,Cytochrome P450 family 21,Cytochrome P450 family 21A,,,,
1223,enzyme  cytochrome p450  cyp_24  cyp_24a,Enzyme,Cytochrome P450,Cytochrome P450 family 24,Cytochrome P450 family 24A,,,,
1224,enzyme  cytochrome p450  cyp_26  cyp_26a,Enzyme,Cytochrome P450,Cytochrome P450 family 26,Cytochrome P450 family 26A,,,,
1225,enzyme  cytochrome p450  cyp_51  cyp_51a,Enzyme,Cytochrome P450,Cytochrome P450 family 51,Cytochrome P450 family 51A,,,,
1226,ion channel  lgic  glut  kainate,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,Kainate receptor,,,,
1235,transporter  ntpase  f-type and v-type  v-type atpase,Transporter,Primary active transporter,F-type and V-type ATPases,V-type ATPase,,,,
1251,membrane receptor  7tm2  peptide  glucagon-like,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Glucagon-like receptor,,,,
1253,membrane receptor  7tm1  peptide  short peptide,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),,,,
1256,membrane receptor  7tm2  peptide  calcitonin-like,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Calcitonin-like receptor,,,,
1259,membrane receptor  7tm3  smallmol  neurotransmitter,Membrane receptor,Family C G protein-coupled receptor,Small molecule receptor (family C GPCR),Neurotransmitter receptor (family C GPCR),,,,
1264,enzyme  lyase  guanylate cyclase,Enzyme,Lyase,Guanylate cyclase,,,,,
1265,membrane receptor  7tm1  peptide  chemokine receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,,,,
1266,membrane receptor  7tm1  smallmol  monoamine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,,,,
1267,membrane receptor  7tm1  smallmol  monoamine-derivative,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine-derivative receptor (family A GPCR),,,,
1268,membrane receptor  7tm1  peptide  glycohormone receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Glycohormone receptor,,,,
1269,membrane receptor  7tm1  peptide  anaphylatoxin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Anaphylatoxin receptor family,,,,
1270,membrane receptor  7tm1  peptide  chemokine receptor-like,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor-like,,,,
1271,membrane receptor  7tm3  ion  calcium sensing receptor,Membrane receptor,Family C G protein-coupled receptor,Ion receptor (family C GPCR),Calcium sensing receptor,,,,
1272,membrane receptor  7tm1  smallmol  nucleotide-like receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Nucleotide-like receptor (family A GPCR),,,,
1273,membrane receptor  7tm1  smallmol  lipid-like ligand receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),,,,
1274,membrane receptor  7tm1  peptide  protease-activated receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Protease-activated receptor,,,,
1275,membrane receptor  7tm2  peptide  parathyroid hormone receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Parathyroid hormone receptor,,,,
1277,membrane receptor  7tm2  peptide  vasoactive intestinal peptide receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Vasoactive intestinal peptide receptor,,,,
1278,membrane receptor  7tm2  peptide  corticotropin releasing factor receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Corticotropin releasing factor receptor,,,,
1285,enzyme  kinase  protein kinase  tk,Enzyme,Kinase,Protein Kinase,TK protein kinase group,,,,
1289,enzyme  kinase  protein kinase  agc,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,,,,
1301,enzyme  kinase  protein kinase  ck1,Enzyme,Kinase,Protein Kinase,CK1 protein kinase group,,,,
1315,enzyme  lyase  guanylate cyclase  receptor guanylate cyclase,Enzyme,Lyase,Guanylate cyclase,Receptor guanylate cyclase,,,,
1331,enzyme  kinase  protein kinase  ste,Enzyme,Kinase,Protein Kinase,STE protein kinase group,,,,
1334,enzyme  kinase  protein kinase  tkl,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,,,,
1339,enzyme  kinase  protein kinase  camk,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,,,,
1452,enzyme  kinase  protein kinase  atypical,Enzyme,Kinase,Protein Kinase,Atypical protein kinase group,,,,
1583,ion channel  vgc  vg ca,Ion channel,Voltage-gated ion channel,Voltage-gated calcium channel,,,,,
1590,ion channel  vgc  vg na,Ion channel,Voltage-gated ion channel,Voltage-gated sodium channel,,,,,
1614,enzyme  kinase  protein kinase  tk  ddr,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Tyrosine protein kinase DDR family,,,
1618,enzyme  kinase  protein kinase  agc  grk,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,AGC protein kinase GRK family,,,
1623,enzyme  kinase  protein kinase  tkl  mlk,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase MLK family,,,
1629,enzyme  kinase  protein kinase  other  pek,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Other protein kinase PEK family,,,
1638,enzyme  kinase  protein kinase  tkl  raf,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase RAF family,,,
1640,enzyme  kinase  protein kinase  cmgc  rck,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,CMGC protein kinase RCK family,,,
1647,enzyme  kinase  protein kinase  atypical  rio,Enzyme,Kinase,Protein Kinase,Atypical protein kinase group,Atypical protein kinase RIO family,,,
1648,enzyme  kinase  protein kinase  agc  rsk,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,AGC protein kinase RSK family,,,
1649,enzyme  kinase  protein kinase  tk  sev,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Tyrosine protein kinase Sev family,,,
1657,enzyme  kinase  protein kinase  other  tlk,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Other protein kinase TLK family,,,
1664,enzyme  kinase  protein kinase  atypical  abc1,Enzyme,Kinase,Protein Kinase,Atypical protein kinase group,Atypical protein kinase ABC1 family,,,
1668,enzyme  kinase  protein kinase  agc  dmpk,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,AGC protein kinase DMPK family,,,
1669,enzyme  kinase  protein kinase  cmgc  dyrk,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,CMGC protein kinase DYRK family,,,
1674,enzyme  kinase  protein kinase  tkl  irak,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase IRAK family,,,
1678,enzyme  kinase  protein kinase  tkl  lisk,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase LISK family,,,
1682,enzyme  kinase  protein kinase  agc  mast,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,AGC protein kinase MAST family,,,
1684,enzyme  kinase  protein kinase  tk  musk,Enzyme,Kinase,Protein Kinase,TK protein kinase group,Tyrosine protein kinase Musk family,,,
1686,enzyme  kinase  protein kinase  other  nkf4,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Other protein kinase NKF4 family,,,
1690,enzyme  kinase  protein kinase  camk  rskb,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase RSKb family,,,
1693,enzyme  kinase  protein kinase  tkl  stkr,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase STKR family,,,
1701,enzyme  kinase  protein kinase  other  camkk,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Other protein kinase CAMKK family,,,
1702,enzyme  kinase  protein kinase  camk  camkl,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase CAMK1 family,,,
1710,enzyme  kinase  protein kinase  camk  dcamkl,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase DCAMK1 family,,,
1713,enzyme  kinase  protein kinase  camk  mapkapk,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase MAPKAPK family,,,
1714,enzyme  kinase  protein kinase  ste  ste-unique,Enzyme,Kinase,Protein Kinase,STE protein kinase group,STE protein kinase unique family,,,
1715,enzyme  kinase  protein kinase  camk  camk-unique,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase unique family,,,
