protclasssyn_id,protein_class_id,protein_class_synonym,syn_type
34287,1066,Phosphodiesterase 6,CONCEPT_WIKI
34288,1066,"Phosphodiesterase 6, Retinal",CONCEPT_WIKI
34289,1066,"Phosphodiesterases, PDE6",UMLS
34290,1066,Retinal Phosphodiesterase 6,UMLS
34291,1066,CYCLIC NUCLEOTIDE PHOSPHODIESTERASES TYPE 006,UMLS
34292,1066,"Cyclic Nucleotide Phosphodiesterases, Type 6",UMLS
34293,1066,Phosphodiesterase Type 6,UMLS
34294,1066,PDE6 Phosphodiesterases,UMLS
34295,1066,Phosphodiesterase 6,UMLS
34296,1066,"Phosphodiesterase 6, Retinal",UMLS
34297,1066,ConceptWiki:bbbf2254-2eb4-407b-a8be-d67457bc0768,CW_XREF
34298,1066,MESH:D054707,MESH_XREF
34299,1067,"Cyclic Nucleotide Phosphodiesterases, Type 7",CONCEPT_WIKI
34300,1067,PDE7 subfamily: phosphodiesterase 7 family,CONCEPT_WIKI
34301,1067,PDE7 Phosphodiesterases,CONCEPT_WIKI
34302,1067,cAMP Phosphodiesterase-7,CONCEPT_WIKI
34303,1067,Cyclic Nucleotide Phosphodiesterase PDE7 Family,CONCEPT_WIKI
34304,1067,cAMP Phosphodiesterase 7,CONCEPT_WIKI
34305,1067,CYCLIC NUCLEOTIDE PHOSPHODIESTERASES TYPE 007,CONCEPT_WIKI
34307,1067,Phosphodiesterase-7,CONCEPT_WIKI
34308,1067,Phosphodiesterase 7,CONCEPT_WIKI
34309,1067,cAMP Phosphodiesterase-7,UMLS
34310,1067,PDE7 Phosphodiesterases,UMLS
34311,1067,cAMP Phosphodiesterase 7,UMLS
34312,1067,Cyclic Nucleotide Phosphodiesterase PDE7 Family,UMLS
34313,1067,CYCLIC NUCLEOTIDE PHOSPHODIESTERASES TYPE 007,UMLS
34314,1067,"Cyclic Nucleotide Phosphodiesterases, Type 7",UMLS
34315,1067,Phosphodiesterase-7,UMLS
34316,1067,Phosphodiesterase 7,UMLS
34317,1067,ConceptWiki:8f8947d7-a557-4d89-865a-5c7b7f4f88e4,CW_XREF
34318,1067,MESH:D054708,MESH_XREF
34319,1068,phosphodiesterase 8 family,CONCEPT_WIKI
34320,1068,PDE8 subfamily,CONCEPT_WIKI
34321,1068, phosphodiesterase 8 family,CONCEPT_WIKI
34322,1069,phosphodiesterase 9 family,CONCEPT_WIKI
34323,1069,PDE9 subfamily,CONCEPT_WIKI
34324,1069, phosphodiesterase 9 family,CONCEPT_WIKI
34325,107,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'",CONCEPT_WIKI
34326,107,"phosphodiesterase 6C, cGMP-specific, cone, alpha prime",CONCEPT_WIKI
34329,107,ConceptWiki:efc4a330-7b5a-46c7-82b4-2ba71a1405d9,CW_XREF
34330,1070,Cytochrome P450 CYP11,CONCEPT_WIKI
34331,1070,"Cytochrome P450, family 11",CONCEPT_WIKI
34332,1071,Steroid 17-alpha-Hydroxylase,CONCEPT_WIKI
34333,1071,"Cytochrome P450, family 17",CONCEPT_WIKI
34334,1071,STEROID MONOOXYGENASE 017,CONCEPT_WIKI
34335,1071,Steroid-17-Hydroxylase,CONCEPT_WIKI
34336,1071,17 alpha-Hydroxylase,CONCEPT_WIKI
34337,1071,Steroid 17-Hydroxylase,CONCEPT_WIKI
34338,1071,STEROID MONOOXYGENASE ALPHA 017,CONCEPT_WIKI
34339,1071,CYP 017,CONCEPT_WIKI
34340,1071,Steroid 17 Hydroxylase,CONCEPT_WIKI
34341,1071,"17,20-Lyase",CONCEPT_WIKI
34342,1071,LYASE 017 020,CONCEPT_WIKI
34343,1071,"17,20 Desmolase",CONCEPT_WIKI
34344,1071,"17-Hydroxylase, Steroid",CONCEPT_WIKI
34345,1071,Steroid 17 Monooxygenase,CONCEPT_WIKI
34346,1071,17 alpha Hydroxylase Cytochrome P 450,CONCEPT_WIKI
34347,1071,"17 alpha-Hydroxylase, Steroid",CONCEPT_WIKI
34348,1071,17 alpha Hydroxylase,CONCEPT_WIKI
34349,1071,"alpha-Hydroxylase, 17",CONCEPT_WIKI
34350,1071,"alpha-Monooxygenase, Steroid 17",CONCEPT_WIKI
34351,1071,STEROID HYDROXYLASE ALPHA 017,CONCEPT_WIKI
34352,1071,CYP17,CONCEPT_WIKI
34353,1071,"17,20 Lyase",CONCEPT_WIKI
34354,1071,"17 alpha-Monooxygenase, Steroid",CONCEPT_WIKI
34355,1071,"Steroid, hydrogen-donor:oxygen oxidoreductase (17 alpha-hydroxylating)",CONCEPT_WIKI
34356,1071,Steroid 17 alpha Monooxygenase,CONCEPT_WIKI
34357,1071,"17,20-Desmolase",CONCEPT_WIKI
34358,1071,Cytochrome P450(17 alpha),CONCEPT_WIKI
34359,1071,CYTOCHROME P 450 A 17 ALPHA,CONCEPT_WIKI
34360,1071,Steroid 17-Monooxygenase,CONCEPT_WIKI
34361,1071,"17-Monooxygenase, Steroid",CONCEPT_WIKI
34362,1071,17 alpha-Hydroxylase Cytochrome P-450,CONCEPT_WIKI
34363,1071,Cytochrome P-450(17 alpha),CONCEPT_WIKI
34364,1071,Steroid 17 alpha Hydroxylase,CONCEPT_WIKI
34365,1071,P450(c17),CONCEPT_WIKI
34366,1071,"17-alpha-Hydroxylase, Steroid",CONCEPT_WIKI
34367,1071,Steroid 17 alpha-Monooxygenase,CONCEPT_WIKI
34368,1071,Steroid 17 alpha-Hydroxylase,CONCEPT_WIKI
34369,1071,P A 450 C 017,CONCEPT_WIKI
34370,1071,STEROID HYDROXYLASE 017,CONCEPT_WIKI
34372,1071,Cytochrome P-450(17-alpha),CONCEPT_WIKI
34373,1071,ALPHA HYDROXYLASE 017,CONCEPT_WIKI
34374,1071,STEROID MONOOXYGENASE 017,UMLS
34375,1071,Steroid-17-Hydroxylase,UMLS
34376,1071,Steroid 17-Hydroxylase,UMLS
34377,1071,17 alpha-Hydroxylase,UMLS
34378,1071,STEROID MONOOXYGENASE ALPHA 017,UMLS
34379,1071,CYP 017,UMLS
34380,1071,Steroid 17 Hydroxylase,UMLS
34381,1071,"17,20-Lyase",UMLS
34382,1071,LYASE 017 020,UMLS
34383,1071,"17,20 Desmolase",UMLS
34384,1071,"17-Hydroxylase, Steroid",UMLS
34385,1071,17 alpha Hydroxylase Cytochrome P 450,UMLS
34386,1071,Steroid 17 Monooxygenase,UMLS
34387,1071,"17 alpha-Hydroxylase, Steroid",UMLS
34388,1071,17 alpha Hydroxylase,UMLS
34389,1071,"alpha-Hydroxylase, 17",UMLS
34390,1071,"alpha-Monooxygenase, Steroid 17",UMLS
34391,1071,STEROID HYDROXYLASE ALPHA 017,UMLS
34392,1071,CYP17,UMLS
34393,1071,"17 alpha-Monooxygenase, Steroid",UMLS
34394,1071,"17,20 Lyase",UMLS
34395,1071,"Steroid, hydrogen-donor:oxygen oxidoreductase (17 alpha-hydroxylating)",UMLS
34396,1071,Steroid 17 alpha Monooxygenase,UMLS
34397,1071,"17,20-Desmolase",UMLS
34398,1071,Cytochrome P450(17 alpha),UMLS
34399,1071,CYTOCHROME P 450 A 17 ALPHA,UMLS
34400,1071,Steroid 17-Monooxygenase,UMLS
34401,1071,"17-Monooxygenase, Steroid",UMLS
34402,1071,17 alpha-Hydroxylase Cytochrome P-450,UMLS
34403,1071,Cytochrome P-450(17 alpha),UMLS
34404,1071,Steroid 17 alpha Hydroxylase,UMLS
34405,1071,"17-alpha-Hydroxylase, Steroid",UMLS
34406,1071,P450(c17),UMLS
34407,1071,Steroid 17 alpha-Monooxygenase,UMLS
34408,1071,Steroid 17 alpha-Hydroxylase,UMLS
34409,1071,P A 450 C 017,UMLS
34410,1071,STEROID HYDROXYLASE 017,UMLS
34411,1071,Steroid 17-alpha-Hydroxylase,UMLS
34412,1071,ALPHA HYDROXYLASE 017,UMLS
34413,1071,Cytochrome P-450(17-alpha),UMLS
34414,1071,ConceptWiki:d41b49b0-2767-4f07-a2cf-9a88e4d56808,CW_XREF
34415,1071,MESH:D013254,MESH_XREF
34416,1072,Aromatase,CONCEPT_WIKI
34417,1072,"Cytochrome P450, family 19",CONCEPT_WIKI
34419,1072,Cytochrome P450 19,CONCEPT_WIKI
34420,1072,P450AROM,CONCEPT_WIKI
34421,1072,CYP19,CONCEPT_WIKI
34422,1072,"Protein, CYP19",CONCEPT_WIKI
34423,1072,Cytochrome P 450 CYP19,CONCEPT_WIKI
34424,1072,CYTOCHROME P 450 CYP 019,CONCEPT_WIKI
34425,1072,CYP 019,CONCEPT_WIKI
34426,1072,Estrogen Synthase,CONCEPT_WIKI
34427,1072,CYP19 Protein,CONCEPT_WIKI
34428,1072,CYP 19,CONCEPT_WIKI
34429,1072,Estrogen Synthetase,CONCEPT_WIKI
34430,1072,Cytochrome P-450 CYP19,CONCEPT_WIKI
34431,1072,Androstenedione Aromatase,CONCEPT_WIKI
34432,1072,Cytochrome P-450(AROM),CONCEPT_WIKI
34433,1072,CYTOCHROME P 450 AROM,CONCEPT_WIKI
34434,1072,"Aromatase, Androstenedione",CONCEPT_WIKI
34435,1072,Aromatase,UMLS
34436,1072,Cytochrome P450 19,UMLS
34437,1072,P450AROM,UMLS
34438,1072,CYP19,UMLS
34439,1072,"Protein, CYP19",UMLS
34440,1072,Cytochrome P 450 CYP19,UMLS
34441,1072,CYTOCHROME P 450 CYP 019,UMLS
34442,1072,CYP 019,UMLS
34443,1072,Estrogen Synthase,UMLS
34444,1072,CYP19 Protein,UMLS
34445,1072,CYP 19,UMLS
34446,1072,Cytochrome P-450 CYP19,UMLS
34447,1072,Estrogen Synthetase,UMLS
34448,1072,Androstenedione Aromatase,UMLS
34449,1072,Cytochrome P-450(AROM),UMLS
34450,1072,CYTOCHROME P 450 AROM,UMLS
34451,1072,"Aromatase, Androstenedione",UMLS
34452,1072,ConceptWiki:c2cbedaa-9e50-4e43-ac52-9a59018690ad,CW_XREF
34453,1072,MESH:D001141,MESH_XREF
34454,1073,Steroid 21-Hydroxylase,CONCEPT_WIKI
34455,1073,"Cytochrome P450, family 21",CONCEPT_WIKI
34456,1073,CYTOCHROME P 450 CYP 021,CONCEPT_WIKI
34457,1073,Cytochrome P-450(c-21),CONCEPT_WIKI
34458,1073,STEROID HYDROXYLASE 021,CONCEPT_WIKI
34459,1073,Cytochrome P-450 21-Hydroxylase,CONCEPT_WIKI
34460,1073,"P-450 c21, Cytochrome",CONCEPT_WIKI
34461,1073,STEROID MONOOXYGENASE 021,CONCEPT_WIKI
34462,1073,21-Hydroxylase,CONCEPT_WIKI
34463,1073,Steroid 21 Monooxygenase,CONCEPT_WIKI
34464,1073,Cytochrome P 450 21 Hydroxylase,CONCEPT_WIKI
34465,1073,21 Hydroxylase,CONCEPT_WIKI
34466,1073,Cytochrome P450c21,CONCEPT_WIKI
34467,1073,"Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)",CONCEPT_WIKI
34468,1073,Steroid 21 Hydroxylase,CONCEPT_WIKI
34469,1073,Progesterone 21-Hydroxylase,CONCEPT_WIKI
34470,1073,Cytochrome P-450 CYP21,CONCEPT_WIKI
34471,1073,Steroid 21-Monooxygenase,CONCEPT_WIKI
34472,1073,Progesterone 21 Hydroxylase,CONCEPT_WIKI
34473,1073,Cytochrome P 450 CYP21,CONCEPT_WIKI
34474,1073,Cytochrome P 450 c21,CONCEPT_WIKI
34476,1073,Steroid-21-Hydroxylase,CONCEPT_WIKI
34477,1073,Cytochrome P-450 c21,CONCEPT_WIKI
34478,1073,CYTOCHROME P 450 CYP 021,UMLS
34479,1073,Cytochrome P-450(c-21),UMLS
34480,1073,STEROID HYDROXYLASE 021,UMLS
34481,1073,Cytochrome P-450 21-Hydroxylase,UMLS
34482,1073,"P-450 c21, Cytochrome",UMLS
34483,1073,STEROID MONOOXYGENASE 021,UMLS
34484,1073,Cytochrome P 450 21 Hydroxylase,UMLS
34485,1073,21-Hydroxylase,UMLS
34486,1073,Steroid 21 Monooxygenase,UMLS
34487,1073,21 Hydroxylase,UMLS
34488,1073,Cytochrome P450c21,UMLS
34489,1073,"Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)",UMLS
34490,1073,Steroid 21 Hydroxylase,UMLS
34491,1073,Progesterone 21-Hydroxylase,UMLS
34492,1073,Cytochrome P-450 CYP21,UMLS
34493,1073,Steroid 21-Monooxygenase,UMLS
34494,1073,Progesterone 21 Hydroxylase,UMLS
34495,1073,Cytochrome P 450 CYP21,UMLS
34496,1073,Cytochrome P 450 c21,UMLS
34497,1073,Steroid 21-Hydroxylase,UMLS
34498,1073,Steroid-21-Hydroxylase,UMLS
34499,1073,Cytochrome P-450 c21,UMLS
34500,1073,ConceptWiki:8922076e-4ed1-4bd1-a367-31003fa53ea1,CW_XREF
34501,1073,MESH:D013255,MESH_XREF
34502,1074,Cytochrome P450 CYP24,CONCEPT_WIKI
34503,1074,"Cytochrome P450, family 24",CONCEPT_WIKI
34504,1074,24-hydroxylase cytochrome P-450,CONCEPT_WIKI
34505,1074,cytochrome P450(24),CONCEPT_WIKI
34506,1074,cytochrome P450cc24,CONCEPT_WIKI
34507,1074,cytochrome P450c24,CONCEPT_WIKI
34508,1074,CYP24,CONCEPT_WIKI
34509,1074,24-hydroxylase cytochrome P-450,UMLS
34510,1074,cytochrome P450(24),UMLS
34511,1074,cytochrome P450cc24,UMLS
34512,1074,cytochrome P450c24,UMLS
34513,1074,CYP24,UMLS
34514,1074,ConceptWiki:1ae53549-719a-4c33-b1ca-32d5a0f326bf,CW_XREF
34515,1074,MESH:C021392,MESH_XREF
34516,1075,Cytochrome P450 CYP26,CONCEPT_WIKI
34517,1075,"Cytochrome P450, family 26",CONCEPT_WIKI
34518,1076,Cytochrome P450 CYP51,CONCEPT_WIKI
34519,1076,"Cytochrome P450, family 51",CONCEPT_WIKI
34520,1077,phosphodiesterase 10 family,CONCEPT_WIKI
34521,1077,PDE10 subfamily,CONCEPT_WIKI
34522,1077, phosphodiesterase 10 family,CONCEPT_WIKI
34523,1078,phosphodiesterase 11 family,CONCEPT_WIKI
34524,1078,PDE11 subfamily,CONCEPT_WIKI
34525,1078, phosphodiesterase 11 family,CONCEPT_WIKI
34526,1079,Serine Proteases,CONCEPT_WIKI
34527,1079,"Protein Hydrolases, Serine",CONCEPT_WIKI
34528,1079,Serine Protein Hydrolases,CONCEPT_WIKI
34529,1079,"Proteinase, Serine",CONCEPT_WIKI
34531,1079,Serine Proteinases,CONCEPT_WIKI
34532,1079,"Protease, Serine",CONCEPT_WIKI
34533,1079,Serine Protease,CONCEPT_WIKI
34534,1079,Serine Proteinase,CONCEPT_WIKI
34535,1079,"Proteinases, Serine",CONCEPT_WIKI
34536,1079,"Proteases, Serine",CONCEPT_WIKI
34537,1079,"Protein Hydrolases, Serine",UMLS
34538,1079,Serine Protein Hydrolases,UMLS
34539,1079,Serine Proteases,UMLS
34540,1079,"Proteinase, Serine",UMLS
34541,1079,"Protease, Serine",UMLS
34542,1079,Serine Proteinases,UMLS
34543,1079,Serine Protease,UMLS
34544,1079,Serine Proteinase,UMLS
34545,1079,"Proteinases, Serine",UMLS
34546,1079,"Proteases, Serine",UMLS
34547,1079,ConceptWiki:3c79d038-c3b5-4818-8370-62d05e35d771,CW_XREF
34548,1079,MESH:D057057,MESH_XREF
34549,108,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",CONCEPT_WIKI
34550,108,"phosphodiesterase 6D, cGMP-specific, rod, delta",CONCEPT_WIKI
34553,108,ConceptWiki:c849e8da-9339-40d4-a6e8-d27bac978c02,CW_XREF
34554,1081,Metalloproteases,CONCEPT_WIKI
34556,1081,Metalloproteinases,CONCEPT_WIKI
34557,1081,Metallopeptidases,CONCEPT_WIKI
34558,1081,Metalloproteases,UMLS
34559,1081,Metalloproteinases,UMLS
34560,1081,Metallopeptidases,UMLS
34561,1081,ConceptWiki:bcf2f043-b273-4643-a1e8-a2c29f516bed,CW_XREF
34562,1081,MESH:D045726,MESH_XREF
34563,1082,Peptide ligand receptors,CONCEPT_WIKI
34564,1082,Peptide ligand-binding receptors,CONCEPT_WIKI
34565,1082, B class of G-protein-coupled receptors,CONCEPT_WIKI
34566,1083,G-protein coupled receptor 2 family,CONCEPT_WIKI
34567,1085,Aspartic Acid Proteases,CONCEPT_WIKI
34568,1085,"Proteases, Aspartic Acid",CONCEPT_WIKI
34569,1085,"Proteases, Aspartyl",CONCEPT_WIKI
34570,1085,"Proteinases, Aspartyl",CONCEPT_WIKI
34572,1085,"Acid Proteases, Aspartic",CONCEPT_WIKI
34573,1085,Aspartic Proteinases,CONCEPT_WIKI
34574,1085,Aspartyl Proteinases,CONCEPT_WIKI
34575,1085,Aspartyl Proteases,CONCEPT_WIKI
34576,1085,"Proteinases, Aspartic Acid",CONCEPT_WIKI
34577,1085,Aspartic Acid Proteinases,CONCEPT_WIKI
34578,1085,"Proteinases, Aspartic",CONCEPT_WIKI
34579,1085,"Proteases, Aspartyl",UMLS
34580,1085,"Proteases, Aspartic Acid",UMLS
34581,1085,Aspartic Acid Proteases,UMLS
34582,1085,"Proteinases, Aspartyl",UMLS
34583,1085,Aspartic Proteinases,UMLS
34584,1085,"Acid Proteases, Aspartic",UMLS
34585,1085,Aspartyl Proteases,UMLS
34586,1085,Aspartyl Proteinases,UMLS
34587,1085,"Proteinases, Aspartic Acid",UMLS
34588,1085,Aspartic Acid Proteinases,UMLS
34589,1085,"Proteinases, Aspartic",UMLS
34590,1085,ConceptWiki:94c1f653-c824-476e-92d8-e90952d8e114,CW_XREF
34591,1085,MESH:D057055,MESH_XREF
34614,1087,Cysteine Proteases,CONCEPT_WIKI
34615,1087,Cysteine Protease,CONCEPT_WIKI
34616,1087,"Proteases, Cysteine",CONCEPT_WIKI
34617,1087,"Proteinase, Cysteine",CONCEPT_WIKI
34618,1087,Cysteine Proteinases,CONCEPT_WIKI
34619,1087,Cysteine Proteinase,CONCEPT_WIKI
34621,1087,"Proteinases, Cysteine",CONCEPT_WIKI
34622,1087,"Protease, Cysteine",CONCEPT_WIKI
34623,1087,Cysteine Protease,UMLS
34624,1087,"Proteases, Cysteine",UMLS
34625,1087,"Proteinase, Cysteine",UMLS
34626,1087,Cysteine Proteinases,UMLS
34627,1087,Cysteine Proteinase,UMLS
34628,1087,Cysteine Proteases,UMLS
34629,1087,"Protease, Cysteine",UMLS
34630,1087,"Proteinases, Cysteine",UMLS
34631,1087,ConceptWiki:17460a4c-9f0e-4ae4-9353-be3107ac873d,CW_XREF
34632,1087,MESH:D057056,MESH_XREF
34633,109,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",CONCEPT_WIKI
34634,109,"phosphodiesterase 6G, cGMP-specific, rod, gamma",CONCEPT_WIKI
34637,109,ConceptWiki:be814f7a-0fad-452f-aedc-7c09201d9cf1,CW_XREF
34638,1090,Peptidase inhibitor proteins,CONCEPT_WIKI
34639,1091,Threonine peptidases,CONCEPT_WIKI
34652,1096,F-type and V-type ATPases,CONCEPT_WIKI
34707,1098,P-type ATPase,CONCEPT_WIKI
34708,1098,P-type cation-transporting ATPase,CONCEPT_WIKI
34711,1098,ConceptWiki:148b7ab8-5231-4d8c-8d4c-3952e7040649,CW_XREF
34713,11,"Receptors, Cell Surface",CONCEPT_WIKI
34714,11,RECEPT CELL SURFACE,CONCEPT_WIKI
34716,11,Cell Surface Receptors,CONCEPT_WIKI
34717,11,RECEPT CELL SURFACE,UMLS
34718,11,"Receptors, Cell Surface",UMLS
34719,11,Cell Surface Receptors,UMLS
34720,11,ConceptWiki:4f33c31a-1bb9-4e17-9647-44c4bca09185,CW_XREF
34721,11,MESH:D011956,MESH_XREF
34722,110,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",CONCEPT_WIKI
34723,110,"phosphodiesterase 6H, cGMP-specific, cone, gamma",CONCEPT_WIKI
34726,110,ConceptWiki:b3440297-6d55-4df1-8067-0a43749053ef,CW_XREF
34727,1100,Protein Kinase,CONCEPT_WIKI
34728,1100,Protein Kinases,CONCEPT_WIKI
34730,1100,"Kinase, Protein",CONCEPT_WIKI
34732,1100,ATP-protein phosphotransferase,CONCEPT_WIKI
34733,1100,"Kinases, Protein",CONCEPT_WIKI
34734,1100,"Kinase, Protein",UMLS
34735,1100,Protein Kinase,UMLS
34736,1100,Protein Kinases,UMLS
34737,1100,ATP-protein phosphotransferase,UMLS
34738,1100,"Kinases, Protein",UMLS
34739,1100,ConceptWiki:91e52cf2-5b08-4c5e-876c-24930bba728f,CW_XREF
34740,1100,MESH:D011494,MESH_XREF
34786,1103,Phosphoric Monoester Hydrolases,CONCEPT_WIKI
34787,1103,Phosphohydrolases,CONCEPT_WIKI
34788,1103,Phosphomonoesterases,CONCEPT_WIKI
34790,1103,"Hydrolases, Phosphoric Monoester",CONCEPT_WIKI
34791,1103,Phosphatases,CONCEPT_WIKI
34792,1103,Phosphohydrolases,UMLS
34793,1103,Phosphomonoesterases,UMLS
34794,1103,Phosphoric Monoester Hydrolases,UMLS
34795,1103,"Hydrolases, Phosphoric Monoester",UMLS
34796,1103,Phosphatases,UMLS
34797,1103,ConceptWiki:dcbae847-b864-46c1-8391-40288e54f1a4,CW_XREF
34798,1103,MESH:D010744,MESH_XREF
34799,1104,ATP-Binding Cassette Transporters,CONCEPT_WIKI
34801,1104,"Transporters, ABC",CONCEPT_WIKI
34803,1104,"Transporters, ATP-Binding Cassette",CONCEPT_WIKI
34804,1104,ABC Transporters,CONCEPT_WIKI
34805,1104,ATP Binding Cassette Transporters,CONCEPT_WIKI
34806,1104,"Transporters, ABC",UMLS
34807,1104,ATP-Binding Cassette Transporters,UMLS
34808,1104,"Transporters, ATP-Binding Cassette",UMLS
34809,1104,ABC Transporters,UMLS
34810,1104,ATP Binding Cassette Transporters,UMLS
34811,1104,ConceptWiki:12e0241f-180f-424c-843f-c67bf7bd0bb9,CW_XREF
34812,1104,MESH:D018528,MESH_XREF
34813,1106,Clan AA aspartic acid peptidases,CONCEPT_WIKI
34814,1106,AA clan of aspartic acid peptidases,CONCEPT_WIKI
34815,1107,Clan AD aspartic acid peptidases,CONCEPT_WIKI
34816,1107,AD clan of aspartic acid peptidases,CONCEPT_WIKI
34817,1108,Clan AF aspartic acid peptidases,CONCEPT_WIKI
34818,1108,FD clan of aspartic acid peptidases,CONCEPT_WIKI
34819,1109,Clan CM cysteine peptidases,CONCEPT_WIKI
34820,111,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",CONCEPT_WIKI
34821,111,phosphodiesterase 7A,CONCEPT_WIKI
34824,111,ConceptWiki:743cd702-6c8b-4441-b72c-cb23c09a5dbc,CW_XREF
34825,1110,Clan CA cysteine peptidases,CONCEPT_WIKI
34826,1110,CA clan of cysteine peptidases,CONCEPT_WIKI
34827,1111,Clan CD cysteine peptidases,CONCEPT_WIKI
34828,1111,CD clan of cysteine peptidases,CONCEPT_WIKI
34829,1114,Clan MC metallopeptidases,CONCEPT_WIKI
34830,1114,MC clan of metallopeptidase,CONCEPT_WIKI
34831,1115,Clan MF metallopeptidases,CONCEPT_WIKI
34832,1115,MF clan of metallopeptidase,CONCEPT_WIKI
34833,1116,Clan MG metallopeptidases,CONCEPT_WIKI
34834,1116,MG clan of metallopeptidase,CONCEPT_WIKI
34835,1117,Clan MH metallopeptidases,CONCEPT_WIKI
34836,1117,MH clan of metallopeptidase,CONCEPT_WIKI
34837,1118,Clan MJ metallopeptidases,CONCEPT_WIKI
34838,1118,MJ clan of metallopeptidase,CONCEPT_WIKI
34839,1119,Clan SB serine proteases,CONCEPT_WIKI
34840,112,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",CONCEPT_WIKI
34841,112,phosphodiesterase 7B,CONCEPT_WIKI
34844,112,ConceptWiki:227faf35-c664-4dcb-b9bc-a48b60556425,CW_XREF
34845,1120,Clan SC serine proteases,CONCEPT_WIKI
34846,1120,SC clan of serine peptidase,CONCEPT_WIKI
34847,1121,Clan SE serine proteases,CONCEPT_WIKI
34848,1121,SE clan of serine peptidase,CONCEPT_WIKI
34849,1122,Clan SF serine proteases,CONCEPT_WIKI
34850,1122,SF clan of serine peptidase,CONCEPT_WIKI
34851,1123,Clan SH serine proteases,CONCEPT_WIKI
34852,1124,Clan SR serine proteases,CONCEPT_WIKI
34853,1124,SR clan of serine peptidase,CONCEPT_WIKI
34886,1126,ConceptWiki:070208a9-7250-4d70-97d4-5cef0a4ae628,CW_XREF
34888,1127,"Receptors, Glycine",CONCEPT_WIKI
34889,1127,Glycine Receptors,CONCEPT_WIKI
34890,1127,RECEPT GLYCINE,CONCEPT_WIKI
34891,1127,Glycine Receptor,CONCEPT_WIKI
34892,1127,GLYCINE RECEPT,CONCEPT_WIKI
34893,1127,"Receptor, Glycine",CONCEPT_WIKI
34895,1127,Glycine Receptors,UMLS
34896,1127,RECEPT GLYCINE,UMLS
34897,1127,Glycine Receptor,UMLS
34898,1127,GLYCINE RECEPT,UMLS
34899,1127,"Receptors, Glycine",UMLS
34900,1127,"Receptor, Glycine",UMLS
34901,1127,ConceptWiki:58f89191-5eff-469f-a268-9c83cb300e82,CW_XREF
34902,1127,MESH:D018009,MESH_XREF
34943,113,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",CONCEPT_WIKI
34944,113,phosphodiesterase 8A,CONCEPT_WIKI
34947,113,ConceptWiki:ed48a911-3476-4ef9-bd13-6818b0c118dc,CW_XREF
34948,1130,"Clan MA metallopeptidases, subclan E",CONCEPT_WIKI
34949,1130,MA clan of metallopeptidase,CONCEPT_WIKI
34950,1131,"Clan MA metallopeptidases, subclan M",CONCEPT_WIKI
34951,1131,MA clan of metallopeptidase,CONCEPT_WIKI
34952,1132,Multidrug Resistance Proteins (MDR),CONCEPT_WIKI
34953,1132,P-Glycoproteins,CONCEPT_WIKI
34955,1132,P GLYCOPROTEIN Z,CONCEPT_WIKI
34956,1132,"ATP Binding Cassette, Sub Family B Proteins",CONCEPT_WIKI
34957,1132,Multidrug Resistance Proteins,CONCEPT_WIKI
34958,1132,"ATP-Binding Cassette, Sub-Family B Proteins",CONCEPT_WIKI
34959,1132,P Glycoproteins,CONCEPT_WIKI
34960,1132,P-Glycoproteins,UMLS
34961,1132,P GLYCOPROTEIN Z,UMLS
34962,1132,"ATP Binding Cassette, Sub Family B Proteins",UMLS
34963,1132,"ATP-Binding Cassette, Sub-Family B Proteins",UMLS
34964,1132,Multidrug Resistance Proteins,UMLS
34965,1132,P Glycoproteins,UMLS
34966,1132,ConceptWiki:5de998ae-8b2c-414a-bad0-04fe14b22422,CW_XREF
34967,1132,MESH:D018435,MESH_XREF
34968,1133,Multidrug Resistance-Associated Proteins (MRP),CONCEPT_WIKI
34969,1133,Multidrug Resistance-Associated Proteins,CONCEPT_WIKI
34970,1133,"Resistance-Associated Protein, Multidrug",CONCEPT_WIKI
34972,1133,MOAT Protein,CONCEPT_WIKI
34973,1133,Multidrug Resistance Associated Protein,CONCEPT_WIKI
34974,1133,Multidrug Resistance Associated Proteins,CONCEPT_WIKI
34975,1133,Multidrug Resistance-Associated Protein,CONCEPT_WIKI
34976,1133,Multispecific Organic Anion Transporter,CONCEPT_WIKI
34977,1133,Multispecific Organic Anion Transport Proteins,CONCEPT_WIKI
34978,1133,MULTIDRUG RESISTANCE ASSOC PROTEINS,CONCEPT_WIKI
34979,1133,"ATP-Binding Cassette, Sub-Family C Proteins",CONCEPT_WIKI
34980,1133,"ATP Binding Cassette, Sub Family C Proteins",CONCEPT_WIKI
34981,1133,"Resistance-Associated Protein, Multidrug",UMLS
34982,1133,Multidrug Resistance-Associated Proteins,UMLS
34983,1133,Multidrug Resistance Associated Protein,UMLS
