accountid,districtid,frequency,date
2389,40,"POPLATEK MESICNE",1996-06-02
2390,1,"POPLATEK MESICNE",1996-02-12
2391,2,"POPLATEK MESICNE",1997-11-07
2392,1,"POPLATEK MESICNE",1997-05-18
2393,10,"POPLATEK MESICNE",1993-01-07
2394,62,"POPLATEK MESICNE",1997-08-23
2395,3,"POPLATEK MESICNE",1996-06-24
2396,2,"POPLATEK MESICNE",1993-02-22
2397,70,"POPLATEK MESICNE",1996-06-14
2398,70,"POPLATEK MESICNE",1996-11-25
2399,1,"POPLATEK MESICNE",1994-04-26
2400,40,"POPLATEK MESICNE",1996-06-15
2401,16,"POPLATEK MESICNE",1994-08-26
2402,18,"POPLATEK MESICNE",1997-11-06
2403,25,"POPLATEK MESICNE",1996-02-20
2404,8,"POPLATEK MESICNE",1997-06-05
2405,64,"POPLATEK MESICNE",1997-02-27
2406,5,"POPLATEK MESICNE",1996-03-22
2407,1,"POPLATEK MESICNE",1996-07-21
2408,26,"POPLATEK MESICNE",1996-12-27
2409,76,"POPLATEK MESICNE",1996-02-13
2410,54,"POPLATEK MESICNE",1993-05-11
2411,69,"POPLATEK MESICNE",1993-06-27
2413,33,"POPLATEK MESICNE",1997-10-27
2414,1,"POPLATEK MESICNE",1995-01-19
2415,16,"POPLATEK MESICNE",1997-02-27
2416,5,"POPLATEK MESICNE",1996-01-23
2417,44,"POPLATEK MESICNE",1993-08-20
2418,64,"POPLATEK MESICNE",1996-10-29
2419,24,"POPLATEK MESICNE",1993-11-27
2420,35,"POPLATEK MESICNE",1996-06-25
2421,18,"POPLATEK MESICNE",1995-01-11
2422,27,"POPLATEK MESICNE",1997-08-29
2423,30,"POPLATEK MESICNE",1993-02-14
2424,1,"POPLATEK MESICNE",1995-10-13
2425,41,"POPLATEK MESICNE",1993-01-23
2427,70,"POPLATEK TYDNE",1993-10-08
2428,72,"POPLATEK MESICNE",1993-09-08
2429,61,"POPLATEK MESICNE",1993-02-06
2430,3,"POPLATEK MESICNE",1994-10-09
2431,74,"POPLATEK MESICNE",1995-02-23
2432,8,"POPLATEK MESICNE",1996-04-18
2433,71,"POPLATEK MESICNE",1993-02-19
2434,17,"POPLATEK MESICNE",1993-02-02
2435,38,"POPLATEK MESICNE",1993-11-01
2436,67,"POPLATEK MESICNE",1993-05-25
2437,1,"POPLATEK MESICNE",1995-12-04
2438,71,"POPLATEK MESICNE",1997-11-16
2439,74,"POPLATEK MESICNE",1996-08-13
2440,19,"POPLATEK MESICNE",1997-12-18
2441,47,"POPLATEK MESICNE",1996-12-22
2442,14,"POPLATEK MESICNE",1997-08-21
2443,46,"POPLATEK MESICNE",1997-06-25
2444,76,"POPLATEK MESICNE",1997-09-07
2445,52,"POPLATEK MESICNE",1996-07-07
2446,3,"POPLATEK MESICNE",1995-01-16
2447,38,"POPLATEK MESICNE",1997-07-14
2448,23,"POPLATEK MESICNE",1997-05-11
2449,23,"POPLATEK MESICNE",1997-08-05
2450,48,"POPLATEK MESICNE",1996-04-10
2451,54,"POPLATEK MESICNE",1997-04-29
2452,1,"POPLATEK MESICNE",1997-07-14
2453,1,"POPLATEK MESICNE",1993-03-08
2454,8,"POPLATEK MESICNE",1994-05-07
2455,30,"POPLATEK MESICNE",1997-02-06
2456,65,"POPLATEK MESICNE",1995-09-09
2457,76,"POPLATEK MESICNE",1993-11-11
2458,40,"POPLATEK TYDNE",1993-03-14
2459,55,"POPLATEK MESICNE",1997-09-10
2460,1,"POPLATEK MESICNE",1993-11-22
2461,1,"POPLATEK MESICNE",1997-09-28
2463,56,"POPLATEK MESICNE",1994-10-11
2464,33,"POPLATEK PO OBRATU",1993-07-02
2465,57,"POPLATEK MESICNE",1996-10-06
2466,39,"POPLATEK MESICNE",1997-04-11
2467,33,"POPLATEK MESICNE",1993-05-29
2468,4,"POPLATEK MESICNE",1996-07-13
2469,11,"POPLATEK MESICNE",1996-02-05
2470,16,"POPLATEK MESICNE",1994-07-23
2471,6,"POPLATEK MESICNE",1994-07-03
2472,60,"POPLATEK MESICNE",1994-02-08
2473,14,"POPLATEK MESICNE",1996-02-16
2474,33,"POPLATEK MESICNE",1996-04-20
2475,17,"POPLATEK MESICNE",1996-10-13
2476,32,"POPLATEK MESICNE",1993-12-12
2477,11,"POPLATEK MESICNE",1997-02-11
2479,18,"POPLATEK MESICNE",1993-10-09
2480,35,"POPLATEK MESICNE",1997-09-07
2481,1,"POPLATEK MESICNE",1995-10-28
2482,1,"POPLATEK MESICNE",1994-02-23
2483,1,"POPLATEK MESICNE",1996-09-29
2484,74,"POPLATEK MESICNE",1993-01-03
2485,41,"POPLATEK MESICNE",1997-08-18
2486,1,"POPLATEK MESICNE",1993-02-27
2487,42,"POPLATEK MESICNE",1995-10-22
2488,5,"POPLATEK MESICNE",1993-04-06
2489,72,"POPLATEK MESICNE",1993-03-09
2490,22,"POPLATEK MESICNE",1995-02-21
2491,76,"POPLATEK MESICNE",1996-03-01
2492,73,"POPLATEK MESICNE",1997-09-01
2493,62,"POPLATEK MESICNE",1993-03-29
2494,74,"POPLATEK MESICNE",1994-04-23
2495,70,"POPLATEK MESICNE",1997-03-19
2496,51,"POPLATEK MESICNE",1994-05-21
2497,65,"POPLATEK MESICNE",1993-03-16
2498,40,"POPLATEK MESICNE",1996-03-01
2499,2,"POPLATEK MESICNE",1996-02-08
2500,61,"POPLATEK MESICNE",1995-10-26
2501,30,"POPLATEK MESICNE",1994-02-26
2502,32,"POPLATEK MESICNE",1996-10-21
2503,1,"POPLATEK MESICNE",1993-03-05
2504,16,"POPLATEK MESICNE",1993-12-09
2505,60,"POPLATEK MESICNE",1996-05-16
2506,22,"POPLATEK PO OBRATU",1996-07-12
2507,62,"POPLATEK MESICNE",1996-12-28
2508,34,"POPLATEK MESICNE",1993-03-14
2509,43,"POPLATEK MESICNE",1997-06-13
2510,61,"POPLATEK MESICNE",1993-08-28
2511,40,"POPLATEK MESICNE",1994-05-01
2513,70,"POPLATEK MESICNE",1993-07-22
2514,16,"POPLATEK MESICNE",1995-08-13
2515,64,"POPLATEK MESICNE",1995-10-24
2516,6,"POPLATEK MESICNE",1995-11-16
2517,55,"POPLATEK PO OBRATU",1996-11-10
2519,4,"POPLATEK MESICNE",1993-01-15
2520,18,"POPLATEK MESICNE",1995-07-25
2521,63,"POPLATEK MESICNE",1995-05-19
2522,36,"POPLATEK MESICNE",1996-01-21
2523,10,"POPLATEK MESICNE",1993-05-11
2524,1,"POPLATEK MESICNE",1994-12-19
2525,45,"POPLATEK MESICNE",1995-05-08
2526,16,"POPLATEK MESICNE",1996-07-04
2527,38,"POPLATEK MESICNE",1993-03-19
2528,65,"POPLATEK MESICNE",1993-03-25
2530,74,"POPLATEK MESICNE",1996-07-02
2531,51,"POPLATEK MESICNE",1996-12-21
2532,38,"POPLATEK MESICNE",1996-12-24
2533,49,"POPLATEK MESICNE",1995-06-27
2534,61,"POPLATEK MESICNE",1993-06-03
2535,61,"POPLATEK MESICNE",1997-01-21
2536,41,"POPLATEK MESICNE",1994-10-28
2537,27,"POPLATEK MESICNE",1997-02-09
2538,42,"POPLATEK MESICNE",1994-01-30
2539,24,"POPLATEK MESICNE",1997-04-24
2540,54,"POPLATEK MESICNE",1995-04-01
2541,57,"POPLATEK MESICNE",1994-11-08
2542,21,"POPLATEK MESICNE",1993-08-07
2543,68,"POPLATEK MESICNE",1993-02-13
2544,38,"POPLATEK MESICNE",1996-12-04
2545,1,"POPLATEK MESICNE",1996-12-04
2546,1,"POPLATEK MESICNE",1994-12-08
2547,74,"POPLATEK MESICNE",1995-04-28
2548,57,"POPLATEK MESICNE",1996-01-06
2549,74,"POPLATEK MESICNE",1993-11-12
2550,67,"POPLATEK MESICNE",1995-11-11
2551,5,"POPLATEK MESICNE",1996-02-08
2552,52,"POPLATEK MESICNE",1993-07-01
2553,41,"POPLATEK MESICNE",1995-07-24
2554,36,"POPLATEK MESICNE",1993-06-18
2555,53,"POPLATEK MESICNE",1993-03-10
2556,46,"POPLATEK MESICNE",1997-10-19
2557,40,"POPLATEK MESICNE",1993-11-17
2558,46,"POPLATEK MESICNE",1997-08-04
2559,32,"POPLATEK MESICNE",1995-06-01
2560,15,"POPLATEK MESICNE",1997-06-20
2561,59,"POPLATEK MESICNE",1996-09-29
2562,35,"POPLATEK MESICNE",1995-08-15
2563,48,"POPLATEK MESICNE",1995-01-17
2564,36,"POPLATEK MESICNE",1997-06-03
2565,74,"POPLATEK MESICNE",1995-10-04
2566,48,"POPLATEK MESICNE",1993-01-27
2567,17,"POPLATEK MESICNE",1996-01-07
2568,17,"POPLATEK MESICNE",1994-03-02
2569,2,"POPLATEK MESICNE",1994-06-10
2570,1,"POPLATEK MESICNE",1995-12-19
2571,61,"POPLATEK MESICNE",1997-01-15
2572,64,"POPLATEK PO OBRATU",1994-11-13
2573,4,"POPLATEK MESICNE",1996-07-16
2574,68,"POPLATEK MESICNE",1993-02-02
2575,72,"POPLATEK MESICNE",1997-04-13
2576,1,"POPLATEK MESICNE",1993-09-02
2577,7,"POPLATEK MESICNE",1995-07-30
2578,54,"POPLATEK MESICNE",1996-03-25
2579,24,"POPLATEK MESICNE",1997-10-18
2580,60,"POPLATEK MESICNE",1995-11-09
2581,72,"POPLATEK MESICNE",1993-03-11
2582,28,"POPLATEK MESICNE",1993-11-01
2583,62,"POPLATEK MESICNE",1993-05-11
2584,50,"POPLATEK MESICNE",1993-07-08
2585,75,"POPLATEK MESICNE",1993-02-10
2586,57,"POPLATEK MESICNE",1997-04-16
2587,1,"POPLATEK MESICNE",1997-07-25
2588,5,"POPLATEK MESICNE",1993-12-04
2589,10,"POPLATEK MESICNE",1996-12-04
2590,47,"POPLATEK MESICNE",1996-12-04
2591,1,"POPLATEK MESICNE",1996-05-06
2592,69,"POPLATEK MESICNE",1993-09-01
2593,5,"POPLATEK MESICNE",1996-07-06
2594,19,"POPLATEK PO OBRATU",1997-05-03
2595,1,"POPLATEK MESICNE",1997-08-17
2596,1,"POPLATEK MESICNE",1994-09-02
2597,31,"POPLATEK MESICNE",1997-03-16
2598,1,"POPLATEK MESICNE",1996-03-14
2599,48,"POPLATEK MESICNE",1993-04-20
2600,1,"POPLATEK MESICNE",1996-02-13
2601,70,"POPLATEK MESICNE",1996-11-24
2602,46,"POPLATEK MESICNE",1996-06-17
2603,9,"POPLATEK MESICNE",1996-06-14
2604,68,"POPLATEK MESICNE",1996-07-04
2605,21,"POPLATEK MESICNE",1996-01-10
2606,1,"POPLATEK MESICNE",1994-07-27
2607,1,"POPLATEK MESICNE",1997-08-19
2608,19,"POPLATEK MESICNE",1995-08-09
2609,73,"POPLATEK MESICNE",1993-05-03
2610,54,"POPLATEK MESICNE",1996-12-20
2611,1,"POPLATEK MESICNE",1996-03-06
2612,1,"POPLATEK MESICNE",1997-04-29
2613,26,"POPLATEK MESICNE",1993-10-03
2614,44,"POPLATEK MESICNE",1996-09-11
2615,68,"POPLATEK MESICNE",1994-07-17
2616,1,"POPLATEK MESICNE",1993-08-17
2617,1,"POPLATEK MESICNE",1993-09-24
2618,60,"POPLATEK MESICNE",1993-03-21
2619,20,"POPLATEK MESICNE",1996-05-13
2620,22,"POPLATEK MESICNE",1993-08-03
2621,55,"POPLATEK MESICNE",1995-10-29
2622,1,"POPLATEK MESICNE",1996-08-21
2623,58,"POPLATEK MESICNE",1993-10-09
2624,31,"POPLATEK MESICNE",1996-03-28
2625,48,"POPLATEK TYDNE",1996-07-09
2627,76,"POPLATEK MESICNE",1994-10-02
2628,64,"POPLATEK PO OBRATU",1994-02-06
2629,66,"POPLATEK MESICNE",1996-09-10
2630,64,"POPLATEK MESICNE",1995-12-21
2631,1,"POPLATEK MESICNE",1996-03-29
2632,24,"POPLATEK MESICNE",1993-01-02
2633,25,"POPLATEK MESICNE",1996-03-14
2634,45,"POPLATEK MESICNE",1997-10-08
2635,27,"POPLATEK MESICNE",1996-02-04
2636,18,"POPLATEK MESICNE",1996-11-26
2637,70,"POPLATEK MESICNE",1997-01-01
2638,5,"POPLATEK MESICNE",1994-06-02
2639,17,"POPLATEK MESICNE",1993-04-26
2640,1,"POPLATEK MESICNE",1996-09-21
2641,7,"POPLATEK MESICNE",1993-05-02
2642,68,"POPLATEK MESICNE",1995-06-05
2644,1,"POPLATEK MESICNE",1997-08-08
2645,54,"POPLATEK MESICNE",1993-05-22
2646,6,"POPLATEK MESICNE",1997-07-24
2647,73,"POPLATEK MESICNE",1993-02-08
2648,51,"POPLATEK MESICNE",1993-04-13
2649,2,"POPLATEK MESICNE",1993-09-08
2650,72,"POPLATEK MESICNE",1996-03-26
2651,2,"POPLATEK MESICNE",1993-03-21
2652,1,"POPLATEK MESICNE",1996-07-22
2653,66,"POPLATEK MESICNE",1997-01-08
2654,56,"POPLATEK MESICNE",1994-07-21
2655,1,"POPLATEK MESICNE",1996-09-07
2656,1,"POPLATEK MESICNE",1997-02-18
2657,55,"POPLATEK MESICNE",1996-10-07
2658,27,"POPLATEK MESICNE",1997-11-14
2659,14,"POPLATEK MESICNE",1996-03-30
2660,1,"POPLATEK TYDNE",1993-10-17
2661,1,"POPLATEK MESICNE",1997-02-25
2662,71,"POPLATEK MESICNE",1994-05-24
2663,64,"POPLATEK MESICNE",1995-01-25
2664,58,"POPLATEK MESICNE",1994-01-20
2665,61,"POPLATEK MESICNE",1993-11-13
2666,49,"POPLATEK MESICNE",1993-03-08
2667,23,"POPLATEK MESICNE",1993-10-23
2668,21,"POPLATEK MESICNE",1997-05-20
2670,13,"POPLATEK MESICNE",1993-01-27
2671,1,"POPLATEK MESICNE",1993-09-15
2672,59,"POPLATEK MESICNE",1997-03-14
2673,34,"POPLATEK MESICNE",1994-01-04
2674,50,"POPLATEK MESICNE",1995-10-10
2675,1,"POPLATEK MESICNE",1994-02-19
2676,73,"POPLATEK MESICNE",1993-01-22
2677,5,"POPLATEK MESICNE",1996-08-28
2678,1,"POPLATEK MESICNE",1997-07-15
2679,67,"POPLATEK MESICNE",1997-07-24
2680,46,"POPLATEK MESICNE",1995-03-03
2681,28,"POPLATEK MESICNE",1995-01-19
2684,7,"POPLATEK MESICNE",1997-09-10
2685,67,"POPLATEK MESICNE",1996-11-01
2686,26,"POPLATEK MESICNE",1996-01-11
2687,76,"POPLATEK MESICNE",1993-07-01
2688,72,"POPLATEK MESICNE",1995-02-20
2689,70,"POPLATEK MESICNE",1997-01-01
2690,66,"POPLATEK MESICNE",1997-03-19
2691,69,"POPLATEK MESICNE",1993-09-08
2692,28,"POPLATEK MESICNE",1995-12-08
2693,17,"POPLATEK MESICNE",1997-11-17
2694,7,"POPLATEK MESICNE",1993-03-08
2695,16,"POPLATEK MESICNE",1993-09-16
2696,1,"POPLATEK MESICNE",1997-01-19
2697,8,"POPLATEK MESICNE",1993-06-26
2698,49,"POPLATEK MESICNE",1997-05-21
2699,73,"POPLATEK MESICNE",1996-12-25
2700,74,"POPLATEK MESICNE",1993-11-08
2701,71,"POPLATEK MESICNE",1993-07-27
2702,74,"POPLATEK MESICNE",1996-02-01
2703,61,"POPLATEK MESICNE",1997-10-28
2705,63,"POPLATEK PO OBRATU",1993-07-05
2706,47,"POPLATEK MESICNE",1996-06-23
2707,61,"POPLATEK MESICNE",1994-11-27
2708,1,"POPLATEK MESICNE",1996-03-25
2709,2,"POPLATEK MESICNE",1996-10-18
2710,12,"POPLATEK MESICNE",1996-06-12
2711,58,"POPLATEK MESICNE",1993-05-19
2712,9,"POPLATEK MESICNE",1993-03-12
2713,26,"POPLATEK MESICNE",1994-04-03
2714,1,"POPLATEK MESICNE",1993-01-30
2715,42,"POPLATEK MESICNE",1997-10-06
2716,66,"POPLATEK MESICNE",1996-01-08
2717,74,"POPLATEK MESICNE",1996-07-25
2718,29,"POPLATEK MESICNE",1995-02-05
2719,10,"POPLATEK MESICNE",1996-02-08
2720,2,"POPLATEK TYDNE",1997-06-16
2721,74,"POPLATEK MESICNE",1997-11-14
2722,69,"POPLATEK MESICNE",1997-07-24
2723,75,"POPLATEK MESICNE",1995-03-12
2724,11,"POPLATEK MESICNE",1996-08-09
2725,52,"POPLATEK MESICNE",1997-04-02
2726,18,"POPLATEK MESICNE",1995-04-20
2727,1,"POPLATEK MESICNE",1995-10-25
2728,52,"POPLATEK TYDNE",1997-07-06
2729,40,"POPLATEK MESICNE",1995-01-16
2730,23,"POPLATEK MESICNE",1996-05-02
2731,1,"POPLATEK MESICNE",1995-09-26
2732,5,"POPLATEK MESICNE",1993-07-27
2733,76,"POPLATEK MESICNE",1993-12-22
2734,53,"POPLATEK MESICNE",1996-12-16
2736,72,"POPLATEK MESICNE",1993-07-02
2737,69,"POPLATEK MESICNE",1996-07-06
2738,41,"POPLATEK MESICNE",1993-11-12
2739,59,"POPLATEK MESICNE",1993-11-29
2740,14,"POPLATEK MESICNE",1994-05-08
2741,15,"POPLATEK MESICNE",1993-06-07
2742,23,"POPLATEK MESICNE",1994-10-15
2743,51,"POPLATEK MESICNE",1997-05-22
2744,70,"POPLATEK TYDNE",1997-04-19
2745,60,"POPLATEK MESICNE",1997-09-28
2746,24,"POPLATEK MESICNE",1996-08-23
2747,1,"POPLATEK MESICNE",1994-08-14
2749,1,"POPLATEK MESICNE",1994-05-23
2750,13,"POPLATEK MESICNE",1995-04-13
2751,31,"POPLATEK MESICNE",1995-04-28
2752,74,"POPLATEK MESICNE",1996-05-15
2753,26,"POPLATEK MESICNE",1996-02-13
2754,57,"POPLATEK TYDNE",1996-01-26
2755,20,"POPLATEK MESICNE",1995-01-26
2756,24,"POPLATEK MESICNE",1997-10-21
2757,54,"POPLATEK MESICNE",1996-05-14
2758,70,"POPLATEK MESICNE",1993-05-19
2759,46,"POPLATEK MESICNE",1996-10-23
2760,10,"POPLATEK MESICNE",1997-03-14
2761,1,"POPLATEK MESICNE",1996-12-26
2762,19,"POPLATEK MESICNE",1993-03-20
2763,64,"POPLATEK MESICNE",1993-02-11
2764,53,"POPLATEK MESICNE",1996-08-15
2765,69,"POPLATEK MESICNE",1997-09-20
2766,31,"POPLATEK MESICNE",1997-02-20
2767,54,"POPLATEK MESICNE",1996-03-23
2768,73,"POPLATEK MESICNE",1993-12-20
2770,42,"POPLATEK MESICNE",1993-12-25
2771,37,"POPLATEK MESICNE",1993-08-18
2772,11,"POPLATEK MESICNE",1996-02-24
2773,38,"POPLATEK MESICNE",1996-06-23
2774,42,"POPLATEK MESICNE",1996-02-05
2775,30,"POPLATEK MESICNE",1997-12-08
2776,23,"POPLATEK MESICNE",1997-08-10
2777,62,"POPLATEK MESICNE",1996-12-25
2778,38,"POPLATEK MESICNE",1993-12-30
2779,73,"POPLATEK MESICNE",1993-06-15
2780,63,"POPLATEK MESICNE",1995-12-29
2781,16,"POPLATEK MESICNE",1995-06-20
2782,1,"POPLATEK MESICNE",1997-02-27
2783,43,"POPLATEK MESICNE",1995-11-23
2784,40,"POPLATEK MESICNE",1997-10-30
2787,1,"POPLATEK MESICNE",1997-12-07
2788,54,"POPLATEK MESICNE",1994-10-12
2789,14,"POPLATEK MESICNE",1994-01-01
2790,1,"POPLATEK MESICNE",1994-10-18
2791,25,"POPLATEK MESICNE",1997-12-19
2792,1,"POPLATEK MESICNE",1996-08-26
2793,47,"POPLATEK MESICNE",1993-10-09
2794,74,"POPLATEK MESICNE",1996-08-08
2795,11,"POPLATEK MESICNE",1996-08-20
2796,5,"POPLATEK TYDNE",1997-12-08
2797,74,"POPLATEK MESICNE",1997-02-26
2798,70,"POPLATEK MESICNE",1994-08-24
2799,54,"POPLATEK TYDNE",1994-04-03
2800,41,"POPLATEK MESICNE",1997-05-08
2801,11,"POPLATEK MESICNE",1996-09-23
2802,1,"POPLATEK MESICNE",1993-09-16
2803,58,"POPLATEK MESICNE",1995-12-01
2804,53,"POPLATEK MESICNE",1996-02-22
2805,39,"POPLATEK MESICNE",1996-05-20
2806,53,"POPLATEK MESICNE",1997-06-26
2807,42,"POPLATEK MESICNE",1996-10-04
2808,1,"POPLATEK MESICNE",1994-12-18
2809,73,"POPLATEK MESICNE",1994-12-08
2810,66,"POPLATEK MESICNE",1995-03-16
2811,4,"POPLATEK MESICNE",1996-01-02
2812,18,"POPLATEK MESICNE",1996-07-05
2813,24,"POPLATEK MESICNE",1993-12-15
2814,72,"POPLATEK MESICNE",1993-04-25
2816,74,"POPLATEK MESICNE",1997-05-04
2817,56,"POPLATEK MESICNE",1993-04-07
2818,40,"POPLATEK MESICNE",1993-07-21
2819,35,"POPLATEK MESICNE",1994-07-16
2820,36,"POPLATEK MESICNE",1997-12-11
2821,54,"POPLATEK MESICNE",1996-07-12
2823,57,"POPLATEK MESICNE",1993-04-18
2824,11,"POPLATEK MESICNE",1993-10-20
2825,54,"POPLATEK MESICNE",1996-07-10
2826,35,"POPLATEK MESICNE",1996-11-20
2827,70,"POPLATEK MESICNE",1996-12-18
2829,66,"POPLATEK MESICNE",1997-08-18
2830,20,"POPLATEK MESICNE",1995-08-04
2831,1,"POPLATEK MESICNE",1997-11-10
2832,12,"POPLATEK MESICNE",1997-11-22
2833,64,"POPLATEK MESICNE",1995-08-30
2834,70,"POPLATEK MESICNE",1995-10-14
2835,73,"POPLATEK MESICNE",1995-10-03
2836,42,"POPLATEK MESICNE",1995-11-18
2837,46,"POPLATEK MESICNE",1996-06-02
2838,3,"POPLATEK TYDNE",1993-04-13
2839,70,"POPLATEK MESICNE",1995-04-04
2840,15,"POPLATEK MESICNE",1994-10-09
2841,71,"POPLATEK MESICNE",1993-07-27
2842,14,"POPLATEK MESICNE",1993-12-29
2843,30,"POPLATEK MESICNE",1997-03-29
2844,43,"POPLATEK MESICNE",1996-01-19
2845,62,"POPLATEK MESICNE",1997-08-21
2846,1,"POPLATEK MESICNE",1997-09-27
2847,75,"POPLATEK MESICNE",1994-05-08
2849,1,"POPLATEK MESICNE",1993-09-16
2850,57,"POPLATEK MESICNE",1997-11-22
2851,17,"POPLATEK MESICNE",1995-12-02
2852,70,"POPLATEK MESICNE",1996-12-29
2853,54,"POPLATEK MESICNE",1995-09-08
2854,1,"POPLATEK MESICNE",1997-01-18
2855,27,"POPLATEK MESICNE",1995-08-21
2856,25,"POPLATEK MESICNE",1995-03-18
2857,19,"POPLATEK MESICNE",1997-04-28
2858,56,"POPLATEK MESICNE",1995-08-22
2859,11,"POPLATEK MESICNE",1993-10-23
2860,54,"POPLATEK TYDNE",1997-05-30
2861,38,"POPLATEK MESICNE",1993-02-10
2862,33,"POPLATEK MESICNE",1993-06-07
2863,14,"POPLATEK MESICNE",1996-01-21
2864,54,"POPLATEK MESICNE",1996-03-16
2865,1,"POPLATEK MESICNE",1995-03-03
2866,43,"POPLATEK MESICNE",1995-09-13
2867,30,"POPLATEK MESICNE",1993-11-04
2868,1,"POPLATEK MESICNE",1994-06-15
2869,68,"POPLATEK MESICNE",1996-09-27
2870,1,"POPLATEK MESICNE",1996-06-18
2871,52,"POPLATEK MESICNE",1995-10-30
2872,1,"POPLATEK MESICNE",1996-09-04
2873,70,"POPLATEK MESICNE",1996-12-13
2874,32,"POPLATEK MESICNE",1997-04-02
2875,19,"POPLATEK MESICNE",1996-12-24
2876,52,"POPLATEK MESICNE",1993-04-22
2877,37,"POPLATEK MESICNE",1995-06-04
2878,1,"POPLATEK MESICNE",1997-06-14
2879,15,"POPLATEK MESICNE",1997-10-14
2880,71,"POPLATEK MESICNE",1993-06-16
2881,70,"POPLATEK MESICNE",1993-01-04
2882,44,"POPLATEK MESICNE",1996-07-20
2883,77,"POPLATEK MESICNE",1997-06-29
2884,1,"POPLATEK MESICNE",1993-02-08
2885,1,"POPLATEK MESICNE",1996-09-04
2886,1,"POPLATEK MESICNE",1994-04-08
2887,76,"POPLATEK MESICNE",1996-07-13
2888,19,"POPLATEK MESICNE",1996-05-23
2889,8,"POPLATEK MESICNE",1996-03-23
2890,69,"POPLATEK MESICNE",1996-02-07
2891,42,"POPLATEK MESICNE",1997-05-28
2892,64,"POPLATEK MESICNE",1997-12-16
2893,39,"POPLATEK MESICNE",1996-02-08
2894,17,"POPLATEK MESICNE",1993-08-28
2895,19,"POPLATEK MESICNE",1993-03-09
2896,29,"POPLATEK MESICNE",1993-03-30
2897,51,"POPLATEK MESICNE",1997-10-11
2898,54,"POPLATEK MESICNE",1996-11-23
2899,40,"POPLATEK MESICNE",1997-04-03
2900,20,"POPLATEK MESICNE",1997-05-14
2901,1,"POPLATEK MESICNE",1997-04-09
2902,32,"POPLATEK MESICNE",1993-01-28
2903,38,"POPLATEK MESICNE",1994-05-19
2904,13,"POPLATEK MESICNE",1996-03-20
2905,74,"POPLATEK MESICNE",1994-10-03
2906,49,"POPLATEK MESICNE",1996-09-20
2907,70,"POPLATEK MESICNE",1993-09-09
2908,61,"POPLATEK MESICNE",1997-03-16
2909,58,"POPLATEK MESICNE",1996-04-04
2910,68,"POPLATEK MESICNE",1997-10-21
2911,33,"POPLATEK MESICNE",1995-02-25
2912,74,"POPLATEK MESICNE",1994-07-30
2913,8,"POPLATEK MESICNE",1993-12-28
2914,4,"POPLATEK MESICNE",1996-09-08
2915,57,"POPLATEK MESICNE",1993-07-23
2916,6,"POPLATEK MESICNE",1996-12-03
2917,68,"POPLATEK MESICNE",1996-08-08
2918,15,"POPLATEK PO OBRATU",1997-12-05
2919,77,"POPLATEK MESICNE",1995-05-10
2920,73,"POPLATEK MESICNE",1997-11-13
2921,54,"POPLATEK MESICNE",1996-09-21
2922,16,"POPLATEK MESICNE",1994-06-06
2923,43,"POPLATEK MESICNE",1995-01-10
2924,56,"POPLATEK MESICNE",1994-10-16
2925,1,"POPLATEK MESICNE",1993-01-10
2926,50,"POPLATEK MESICNE",1993-01-14
2927,37,"POPLATEK MESICNE",1997-08-04
2928,55,"POPLATEK MESICNE",1993-12-14
2929,51,"POPLATEK MESICNE",1996-04-06
2930,1,"POPLATEK MESICNE",1996-08-24
2931,36,"POPLATEK MESICNE",1995-05-04
2932,72,"POPLATEK MESICNE",1993-05-04
2933,10,"POPLATEK MESICNE",1993-06-18
2934,1,"POPLATEK MESICNE",1996-10-08
2935,68,"POPLATEK MESICNE",1995-05-15
2936,3,"POPLATEK MESICNE",1996-03-27
2937,1,"POPLATEK MESICNE",1997-02-25
2938,1,"POPLATEK MESICNE",1993-08-04
2939,5,"POPLATEK MESICNE",1997-06-28
2940,54,"POPLATEK MESICNE",1993-06-24
2942,44,"POPLATEK MESICNE",1997-09-24
2944,22,"POPLATEK MESICNE",1996-01-11
2945,6,"POPLATEK MESICNE",1996-07-11
2946,54,"POPLATEK MESICNE",1996-05-07
2947,57,"POPLATEK MESICNE",1996-08-09
2949,1,"POPLATEK MESICNE",1994-10-21
2950,62,"POPLATEK MESICNE",1996-06-28
2951,44,"POPLATEK MESICNE",1993-09-06
2952,65,"POPLATEK MESICNE",1997-04-28
2953,1,"POPLATEK MESICNE",1996-09-02
2954,1,"POPLATEK MESICNE",1997-04-08
2955,67,"POPLATEK MESICNE",1996-09-27
2956,15,"POPLATEK MESICNE",1997-06-10
2957,25,"POPLATEK MESICNE",1995-07-28
2958,48,"POPLATEK MESICNE",1993-09-19
2959,8,"POPLATEK MESICNE",1994-02-25
2960,19,"POPLATEK MESICNE",1994-09-20
2961,9,"POPLATEK MESICNE",1996-07-12
2962,1,"POPLATEK MESICNE",1993-05-30
2963,31,"POPLATEK MESICNE",1996-12-09
2964,72,"POPLATEK MESICNE",1997-01-09
2965,6,"POPLATEK MESICNE",1995-10-10
2966,33,"POPLATEK MESICNE",1997-03-27
2967,38,"POPLATEK MESICNE",1996-11-13
2968,15,"POPLATEK MESICNE",1995-02-05
2969,29,"POPLATEK MESICNE",1995-05-26
2970,60,"POPLATEK MESICNE",1993-01-22
2971,76,"POPLATEK TYDNE",1993-12-23
