id,name,year,rank
663,"10-7 for Life",1995,NULL
664,"10-93/11-94 Musikvideos aus sterreich",1994,NULL
665,10-Speed,2001,NULL
666,"10-Yard Fight",1983,NULL
667,"10. Mai, Der",1957,NULL
669,10.32,1966,NULL
670,10.7,1997,NULL
671,"10/65: Selbstverstmmelung",1965,NULL
672,"100 aos de perdn",1998,6.3
673,"100 Bullets",2004,NULL
674,"100 Cameras: Capturing Lars Von Trier's Vision",2000,NULL
675,"100 Days",1991,5.9
676,"100 Days",2001,6.4
677,"100 Days in the Jungle",2002,NULL
678,"100 de lei",1973,NULL
679,"100 dessins dessous",1996,NULL
680,"100 Doors",2003,NULL
681,"100 dragspel och en flicka",1946,NULL
682,"100 Girls",2000,5.8
683,"100 Girls by Bunny Yeager",1999,NULL
684,"100 gramm dlya khrabrosti",1976,NULL
685,"100 Greatest Kids TV Shows, The",2001,NULL
686,"100 Greatest Movie Stars, The",2003,NULL
687,"100 Greatest Musicals, The",2003,NULL
688,"100 Greatest Number One Singles",2001,NULL
689,"100 Greatest TV Ads, The",2000,NULL
690,"100 Greatest TV Characters, The",2001,NULL
691,"100 Greatest TV Moments from Hell",2000,NULL
692,"100 Greatest TV Moments, The",1999,NULL
693,"100 Greatest Videos",2003,NULL
694,"100 Greatest Women of Rock & Roll",1999,NULL
695,"100 Jahre Adolf Hitler - Die letzte Stunde im Fhrerbunker",1989,6.3
696,"100 Jahre FC Bayern",2000,NULL
697,"100 Jahre Kino",1995,NULL
698,"100 Jahre Mattscheibe",1997,NULL
699,"100 kelloa",1998,NULL
700,"100 Kilos",2001,NULL
701,"100 kilos de plomo",2002,NULL
702,"100 Kilos de Reyna, Los",1998,NULL
703,"100 Lat W Kinie",1995,NULL
704,"100 Lives of Black Jack Savage, The",1991,NULL
705,"100 Lovers of Jesus Reynolds",2004,NULL
706,"100 meter fri",1993,NULL
707,"100 Mile Rule",2002,5.6
708,"100 milinu zen",1942,NULL
709,"100 minuta slave",2004,6.8
710,"100 Most Irresistible Women",2003,NULL
711,"100 Pigmies and Andy Panda",1940,NULL
712,"100 plus",1967,NULL
713,"100 Pro",2001,5.2
714,"100 Proof",1997,3.3
715,"100 Rifles",1969,5.6
716,"100 Sexiest Artists",2002,NULL
717,"100 tag cignyzenekar a Hsk tern, A",1996,NULL
718,"100 to One Shot; or, A Run of Luck, The",1906,NULL
719,"100 tona shtastie",1978,NULL
720,"100 Worst Pop Records",2004,NULL
722,"100 Years in Search of Solitude",2000,NULL
723,"100 Years of Hope and Humor",2003,NULL
724,"100 Years of Horror",1996,NULL
725,"100 Years of Horror: Freaks",1996,NULL
726,"100 Years of Horror: Giants and Dinosaurs",1996,NULL
727,"100 Years of Horror: Maniacs",1996,NULL
728,"100 Years of Horror: Scream Queens",1996,NULL
729,"100 Years of Horror: Sorcerers",1996,NULL
730,"100 Years of Horror: The Aristocrats of Evil",1996,NULL
731,"100 Years of Horror: The Count and Company",1996,NULL
732,"100 Years of Horror: The Double Demons",1996,NULL
733,"100 Years of Horror: The Evil Unseeable",1996,NULL
734,"100 Years of Horror: The Frankenstein Family",1996,NULL
735,"100 Years of Horror: The Monster Makers",1996,NULL
736,"100 Years of Horror: The Walking Dead",1996,NULL
737,"100 Years of Horror: Witchcraft and Demons",1996,NULL
739,"100 Years of Olympic Glory",1996,NULL
740,"100 Years of the Hollywood Western",1994,NULL
741,"100 Years of Women",1999,NULL
742,"100 Years: The Australian Story",2001,NULL
743,"100% Amateur - Vol. 36",1997,NULL
744,"100% Amateur 23",1996,NULL
745,"100% Amateur 44",1998,NULL
746,"100% Amateur 47",1998,NULL
749,"100% Arabica",1997,2.4
750,"100% bio",2003,NULL
754,"100% Blowjobs 12",2003,NULL
755,"100% Blowjobs 13",2003,NULL
759,"100% Blowjobs 17",2003,NULL
760,"100% Blowjobs 18",2003,NULL
763,"100% Blowjobs 20",2003,NULL
764,"100% Blowjobs 21",2003,NULL
765,"100% Blowjobs 22",2003,NULL
766,"100% Blowjobs 23",2004,NULL
767,"100% Blowjobs 24",2004,NULL
768,"100% Blowjobs 25",2004,NULL
770,"100% Blowjobs 27",2004,NULL
780,"100% Cotton",2003,NULL
781,"100% Girls",2003,NULL
782,"100% Healthy with Anne Diamond",1997,NULL
783,"100% Helmig",2001,NULL
784,"100% Interracial",2003,NULL
785,"100% Interracial 2",2003,NULL
786,"100% Interracial 3",2004,NULL
789,"100% lana",1999,NULL
790,"100% Masturbations 1",2003,NULL
795,"100% NYC: Tribeca Film Festival",2003,NULL
796,"100% Outdoor Fun",2003,NULL
797,"100% potosino",2001,NULL
798,"100% Service",1931,7.8
801,"100% Wool",1986,NULL
802,"100%, the Art of Conversation",1996,NULL
803,"100,000",2001,NULL
804,"100,000 Cobbers",1942,NULL
805,"100.000 korons ruha, A",1918,NULL
806,"1000 AD",1999,NULL
807,"1000 Boomerangs",1994,5.2
808,"1000 Caloriot",2001,NULL
809,"1000 Convicts and a Woman",1971,6.9
810,"1000 Cumshots",2003,NULL
811,"1000 DM",2004,NULL
812,"1000 Dollar Belohnung",1923,NULL
813,"1000 dollarov v odnu storonu",1991,NULL
814,"1000 Feet",2000,NULL
815,"1000 godina Pazina",1983,NULL
816,"1000 hronia prin",1977,NULL
817,"1000 kivika trela",1986,NULL
818,"1000 Marys",2001,NULL
819,"1000 Meilen fr die Liebe",2001,NULL
820,"1000 Miles From Nowhere",1998,NULL
821,"1000 pse?",1975,NULL
822,"1000 Rosen",1994,5.5
823,"1000 Shapes of a Female",1963,2.2
824,"1000 Thalaivangi Apoorva Chintamani",1947,NULL
825,"1000 Worte deutsch",1930,NULL
826,"1000-nen kizami no hidokei",1987,NULL
827,"10000 malchikov",1961,NULL
828,"100000 lires",1948,NULL
829,"10000th Day, The",1997,8
830,"1001 Arabian Knots",1994,NULL
831,"1001 Arabian Nights",1959,5.7
832,"1001 crtez",1960,NULL
834,"1001 films",1989,NULL
835,"1001 marguerites, Les",1986,NULL
836,"1001 Nights",1996,NULL
837,"1001 Nights",1998,9
838,"1001 Posies do Amor, As",1979,NULL
839,"1001. kilomter, Az",1973,NULL
840,1002,1992,NULL
841,"1002 AD Khajoraho",1973,NULL
842,"1003. Nacht, Die",1993,NULL
843,"100th Telecast: Pavarotti Plus! Live from Lincoln Center, The",1991,NULL
844,"100th Test Match at Lord's: The Ultimate Test",2000,NULL
845,101,1989,7.6
846,"101 Biggest Celebrity Oops",2004,NULL
847,"101 Dalmatians",1996,5.6
848,"101 Dalmatians",1998,NULL
849,"101 Dalmatians II: Patch's London Adventure",2003,NULL
850,"101 Dalmatians Sing Along",1996,NULL
851,"101 Dalmatians, a Canine's Tale",1996,NULL
852,"101 Dalmatians: Escape from DeVil Manor",1999,NULL
853,"101 Days of 101 Dalmatians",1995,NULL
866,"101 Most Starlicious Makeovers",2004,NULL
867,"101 Most Unforgettable SNL Moments",2004,NULL
868,"101 Reasons Why the 90s Rocked",2004,NULL
869,"101 Rent Boys",2000,6.1
870,"101 Reykjavk",2000,6.9
871,"101 Sensual Ways of Making Love",1993,NULL
872,"101 Sex Positions",1994,1.7
873,"101 Things Removed From the Human Body",2004,NULL
874,"101 Ways (The Things a Girl Will Do to Keep Her Volvo)",2000,NULL
875,"101-vy kilometer",2001,5.8
876,"101st Proposition, The",1994,5.2
877,"101st Regiment, French Infantry",1898,NULL
878,102,2001,NULL
879,"102 Boulevard Haussmann",1991,NULL
880,"102 Dalmatians",2000,4.7
881,"102 Dalmatians: Puppies to the Rescue",2000,NULL
882,"102 Liebespositionen",2001,NULL
883,"103 Degrees",1993,NULL
884,"103 Megacycles",1984,NULL
885,"104th Street Curve, New York, Elevated Railway",1899,3.3
886,"105 % alibi",1959,NULL
887,"105 ha otoko no bang",1996,NULL
888,"106 Dana",1966,NULL
889,"1066: And All That",1939,NULL
890,"108 Stitches",2001,NULL
891,"1080 Snowboarding",1998,NULL
892,"1080: Avalanche",2003,NULL
893,10:10,2000,6.1
894,10:18,1995,NULL
895,"10:30 Check-Out",2002,NULL
896,"10:30 P.M. Summer",1966,5.8
897,"10b/65: Silber - Aktion Brus",1965,NULL
898,"10e chambre - Instants d'audience",2004,7.1
899,"10th & Wolf",2006,NULL
900,"10th Annual Screen Actors Guild Awards",2004,NULL
901,"10th Kingdom: The Making of an Epic, The",2000,NULL
902,"10th Penn'a Volunteers",1899,NULL
903,"10th Pennsylvania Drilling at Manila",1903,NULL
904,"10th U.S. Infantry Disembarking From Cars",1898,NULL
905,"10th U.S. Infantry, 2nd Battalion Leaving Cars",1898,2.8
906,11,1980,NULL
907,"11 commandements, Les",2004,5
908,"11 de septiembre (2002/I)",2002,NULL
909,"11 de septiembre de 1973. El ltimo combate de Salvador Allende",1998,7.3
910,"11 Harrowhouse",1974,5.9
911,"11 in Life",1998,NULL
912,"11 juni 1990",1991,NULL
913,"11 Minutes Ago",2005,NULL
914,"11 november, wapenstilstand",1931,NULL
915,"11 O'Clock",1948,NULL
916,"11 ottavi",2000,NULL
917,"11 septembre n'a pas eu lieu..., Le",2004,NULL
918,"11 Steps to Survival",1973,NULL
919,"11 Uhr 59",2000,NULL
920,"11 x 14",1977,NULL
921,"11'09''01 - September 11",2002,6.9
922,"11* mandamiento, El",2000,NULL
923,"11-22-63: The Day the Nation Cried",1989,NULL
924,"11.09. - Verbrechen gegen die Menschheit",2002,NULL
925,"110 All Star Cumshots 1",1999,NULL
926,"110 Stories",2002,NULL
927,"110% Greve",2004,NULL
934,110/220,1999,NULL
935,"111 Gramercy Park",2003,NULL
936,"111-es, A",1920,NULL
937,"111-es, A",1937,NULL
938,1116,1972,NULL
939,1126,1995,NULL
940,"112th & Central: Through the Eyes of the Children",1992,NULL
941,"112th Dream, The",2001,NULL
943,"113 skud",1994,NULL
944,"1132 Pleasant Street",2000,NULL
945,"1161 - Panzerknacker",1994,NULL
946,117,1976,NULL
947,117,1999,NULL
948,"117 police secours",2001,NULL
949,119,1994,4.9
950,"119 Kadurim + Shlosha",1995,NULL
951,"119, The",1997,NULL
952,"11:00 AM",1999,NULL
953,11:11,2004,4.7
954,11:11,2005,NULL
955,11:14,2003,7.2
956,"11:30 P.M.",1915,NULL
957,"11th & Congress",2000,NULL
958,"11th American Music Awards, The",1984,NULL
959,"11th Annual People's Choice Awards, The",1985,NULL
960,"11th Hour",1997,NULL
961,"11th Hour",2004,NULL
962,"11th Hour, The",1995,NULL
963,"11th Hour, The",2005,NULL
964,"11th Victim",1979,NULL
965,"12 (2003/I)",2003,6
966,"12 (2003/II)",2003,9.8
967,"12 1/2 Inches",1996,NULL
968,"12 and Holding",2005,NULL
969,"12 Angry Men",1957,8.7
970,"12 Angry Men",1997,NULL
971,"12 B",2001,NULL
972,"12 Bilder fr Konrad",1997,NULL
973,"12 Bucks",1998,5.1
975,"12 Days in July",1998,NULL
976,"12 Days of Terror",2004,NULL
977,"12 Dogs of Christmas, The",2004,NULL
978,"12 Evas para un paraso",1989,NULL
979,"12 horas",2001,5.5
980,"12 Hot Women",2003,4.7
981,"12 Inches of Dangling Fury",2003,NULL
982,"12 meseci zime",1983,NULL
983,"12 mesyatsev",1956,8.4
984,"12 Mile Road",2003,NULL
985,"12 Mdchen und 1 Mann",1959,NULL
986,"12 nyangjali insaeng",1963,NULL
987,"12 O'Clock",1958,3.5
989,"12 pasos",2000,NULL
990,"12 punts",2004,NULL
992,"12 Rounds",2000,NULL
993,"12 Stops on the Road to Nowhere",1999,8.4
994,"12 Stories About Eileen",2003,NULL
995,"12 stulyev",1971,9.3
996,"12 Tiny Christmas Tales",2001,NULL
997,"12 Uhr mittags kommt der Bo",1968,NULL
999,"12 vistas tomadas 6 horas despues de la catastrofe del ferrocarril Mexicano en el puente de Metlac (",1905,NULL
1000,12.10,1919,NULL
1001,12/09/01,2003,NULL
1003,"120 decibels",1987,NULL
1004,"120 godina Gornjeg Milanovca",1974,NULL
1005,"120 Navipovih godina",1968,NULL
1006,"120 Tage von Bottrop, Die",1997,3.1
1007,"120, rue de la Gare",1946,NULL
1008,"120-as temp",1937,NULL
1009,"121 rue Blanche  Paris",1961,NULL
1010,"122 Eyes",1950,NULL
1011,1220,1983,NULL
1012,"124 gunbudae",1970,NULL
1013,"1249 km",1989,NULL
1014,"125 godina BIP-a",1975,NULL
1015,"125 Rooms of Comfort",1974,NULL
1016,"125 rue Montmartre",1959,5.5
1017,"127 millones libres de impuestos",1980,7
1018,12:01,1993,NULL
1019,"12:01 PM",1990,7.1
1020,12:35,2002,8.2
1021,"12inui hasuksaeng",1979,NULL
1022,"12th Annual American Music Awards, The",1985,NULL
1023,12x12,2000,NULL
1024,"13 (1999/I)",1999,4
1025,"13 Bourbon St.",1997,NULL
1026,"13 Dead Men",2003,2
1027,"13 dni",1964,NULL
1028,"13 East Street",1952,NULL
1029,"13 Erotic Ghosts",2002,3.1
1030,"13 Fighting Men",1960,4.3
1031,"13 figures de Sarah Beauchesne",1994,NULL
1032,"13 Floors",1991,NULL
1033,"13 French Street",2005,NULL
1034,"13 Frightened Girls",1963,4.8
1035,"13 Gantry Row",1998,NULL
1036,"13 Ghosts",1960,5.6
1037,"13 Ghosts: The Magic of Illusion-O",2001,NULL
1038,"13 Going On 30",2004,6.3
1039,"13 jours en France",1968,6.9
1040,"13 kaidan",2003,6.1
1041,"13 latidos de amor",2004,NULL
1042,"13 Lead Soldiers",1948,NULL
1043,"13 Men and a Gun",1938,NULL
1044,"13 Minuten vor zwlf in Lima",1989,NULL
1045,"13 minutes 13 dans la vie Josh et Anna",1998,NULL
1046,"13 Moons",2002,5.8
1047,"13 Most Beautiful Women, The",1964,NULL
1048,"13 Rue Madeleine",1947,6.8
1049,"13 Seconds",2003,NULL
1050,"13 stolar",1945,NULL
1051,"13 Sthle",1938,7.4
1052,"13 vies du chat Lelouch, Les",2002,NULL
1053,"13 Washington Square",1928,NULL
1054,"13 West Street",1962,6.6
1055,"13-13, El",1943,NULL
1056,13-rsdagen,1994,NULL
1057,"13. jul",1982,6.4
1058,"13. kes",1995,NULL
1059,"13. revr",1946,NULL
1060,"13. Tag, Der",1991,NULL
1061,"13.000 onder n dak",1990,NULL
1062,"13.000, El",1920,NULL
1063,"13.000, El",1941,NULL
1064,13/14,2004,NULL
1065,"1300 godini bulgraska civilizacija",1980,NULL
1066,1300cc,2001,NULL
1067,"130 Aniversrio do Colgio Militar, O",1932,NULL
1068,"13se sonyeon",1974,NULL
1069,"13ta godenitsa na printsa",1987,6.8
1070,"13th Annual American Music Awards, The",1986,NULL
1071,"13th Annual Tony Awards, The",1959,NULL
1072,"13th Child",2002,4.2
1073,"13th Floor, The",1988,4.1
1074,"13th Grade",2004,NULL
1075,"13th House, The",2003,5.5
1076,"13th Infantry, U.S. Army Marching Through Sallyport, Governors Island",1897,NULL
1077,"13th Infantry, U.S. Army, in Heavy Marching Order, Double-Time, Governors Island",1897,NULL
1078,"13th Infantry, U.S. Army: Bayonet Exercise, Governors Island",1897,NULL
1079,"13th Infantry, U.S. Army: Blanket Court Martial, Governors Island",1897,NULL
1080,"13th Infantry, U.S. Army: Full Dress Parade and Manoeuvering, Governors Island",1897,NULL
1081,"13th Infantry, U.S. Army: Full Dress Parade, Governors Island",1897,NULL
1082,"13th Infantry, U.S. Army: Manual of Arms, Governors Island",1897,NULL
1083,"13th Infantry, U.S. Army: Marching and Counter Marching (Band and Troops)",1897,NULL
1084,"13th Infantry, U.S. Army: Musical Drill, Governors Island",1897,NULL
1085,"13th Infantry, U.S. Army: Scaling Walls in Retreat, Governors Island",1897,NULL
1086,"13th Infantry, U.S. Army: Scaling Walls with Wounded and Dying, Governors Island",1897,NULL
1087,"13th Letter, The",1951,5.8
1088,"13th Man, The",1937,4.9
1089,"13th Mission, The",1992,NULL
1090,"13th Regiment Pennsylvania Volunteers",1898,NULL
1091,"13th Sign, The",2000,4.1
1092,"13th Warrior, The",1999,6.1
1093,"13th, It Was On a Friday, The",1989,NULL
1094,"13wolui yeonjeong",1982,NULL
1095,"13  sempre Giuda, Il",1971,NULL
1096,"13me caprice, Le",1967,NULL
1097,"14 Carrot Rabbit",1952,7.2
1098,"14 de marzo de 1975",1975,NULL
1099,"14 Going on 30",1988,NULL
1100,"14 Million Dreams",2003,9.5
1101,"14 numara",1985,4.1
1102,"14 Tage lebenslnglich",1997,6.5
1103,"14 tseluvki",1997,NULL
1104,"14 tula, songkram prachachon",2001,6.8
1105,"14 Up Born in the USSR",1998,NULL
1106,"14 Up in America",1998,NULL
1107,"14 vistas tomadas en la via del ferrocarril de Tehuantepec",1907,NULL
1108,"14 Ways to Wear Lipstick",1999,NULL
1109,"14 Wires",1989,NULL
1110,"14 Years On!",1995,NULL
1111,"14,58 euro",2004,NULL
1112,"14,99 Euros",2004,NULL
1113,14-18,1963,NULL
1114,"14/1 endlos",1998,7
1115,"140 Days Under the World",1964,NULL
1116,"14000 Witnesses",1960,NULL
1117,"141 perc a befejezetlen mondatbl",1975,8.6
1118,"14441 kvadrat",1972,NULL
1119,"1465 Westerly",2003,NULL
1120,"147 - Break",1983,NULL
1121,"1492: Conquest of Paradise",1992,5.9
1123,"14e kippetje, Het",1998,5.6
1124,"14th Annual American Comedy Awards",2000,NULL
1125,"14th Annual American Music Awards, The",1987,NULL
1126,"14th Annual Grammy Awards, The",1972,NULL
1127,"14th Annual People's Choice Awards, The",1988,NULL
1128,"14th Sikhs, The",1901,NULL
1129,"14th U.S. Infantry Drilling at the Presidio",1898,NULL
1130,15,2003,6.1
1131,"15 - 18",2001,NULL
1132,"15 Amore",1998,5.8
1133,"15 and Getting Straight",1989,NULL
1134,"15 aot",1986,NULL
1135,"15 aot",2001,6
1136,"15 bajo la lona",1959,NULL
1137,"15 de septiembre, El",1907,NULL
1138,"15 das",2000,8.3
1139,"15 Filhos",1996,NULL
1140,"15 fvrier 1839",2001,7.6
1141,"15 Jahre",2002,NULL
1142,"15 Minute Death",2003,NULL
1143,"15 Minutes",1997,NULL
1144,"15 Minutes",1999,5.1
1145,"15 Minutes",2001,6.1
1146,"15 Months in May",1997,NULL
1147,"15 Nov",1977,NULL
1148,"15 perc - 15 vrl",1965,NULL
1149,"15 sans billets",1996,NULL
1150,"15 secondes dans la vie de...",1992,NULL
1152,"15 sui boon",2001,NULL
1153,"15 to Life",2002,NULL
1154,"15 Ugly Sisters",1990,NULL
1155,"15 yok yok",1978,NULL
1156,"15' zondergrond",2000,NULL
1157,"15, prlude de Chopin, Le",1922,NULL
1158,"15, rue de bains",2000,NULL
1159,"15,000 Soldiers Reviewed by the President at Camp Alger May 28",1898,NULL
1160,"15-Sai: Gakko IV",2000,6.5
1161,"15.35: spoor 1",2003,5.2
1162,"15/67: TV",1967,NULL
1163,"15/8, Le",1973,NULL
1164,"150 na godzine",1972,NULL
1165,"1501 1/2",1970,NULL
1166,"1561-1961, Capitalidad y rango de Madrid",1961,NULL
1167,"158 Miles to Yesterday",1998,NULL
1168,"15: The Life and Death of Philip Knight",1993,NULL
1169,"15th Anniversary",1989,NULL
1170,"15th Annual American Comedy Awards",2001,NULL
1171,"15th Annual American Music Awards, The",1988,NULL
1172,"15th Annual Grammy Awards, The",1973,NULL
1173,"15th Annual Primetime Emmy Awards, The",1963,NULL
1174,"15th August",1993,NULL
1175,"15th Infantry",1900,NULL
1176,"16 45",1999,NULL
1177,"16 Days of Glory",1985,7.8
1178,"16 December",2002,7.2
1179,"16 en la lista",1998,NULL
1180,"16 Fathoms Deep",1948,6.9
1181,"16-sai: yosei no heya",1977,NULL
1182,"16/67: 20. September",1967,NULL
1183,16060,1995,6.6
1184,16f9,2002,NULL
1185,"16mm Motion Picture Projector: Care and Maintenance, The",1961,NULL
1186,"16mm Motion Picture Projector: Operating Techniques, The",1961,NULL
1187,"16th Annual Aria Music Awards, The",2002,NULL
1188,"16th Annual Grammy Awards, The",1974,NULL
1189,"16th Annual Soul Train Music Awards, The",2002,NULL
1190,17,1992,NULL
1191,"17 and Under",1998,4.1
1192,"17 Days Down the Line",1972,NULL
1193,"17 Days: The Story of Newspaper History in the Making",1945,NULL
1194,"17 de octubre, una tarde de sol",1995,NULL
1195,"17 Descriptions",1996,NULL
1197,"17 minute intarziere",1999,NULL
1198,"17 op",1989,4.8
1199,"17 rue Bleue",2001,5.7
1200,"17 Seconds to Sophie",1998,5.1
1201,"17 sta 18",2001,NULL
1202,"17 styczen",1949,NULL
1203,"17 und 4",1993,NULL
1204,"17-23, 40 Devarim Shetsrihim La'avor",1999,NULL
1205,"17. mai - En film om ritualer",1969,NULL
1206,"1700 meter fra fremtiden",1990,NULL
1207,"171,15 - te besteden in Afrika",1994,NULL
1208,"1732 Htten",1998,5.5
1209,1775,1992,NULL
1210,1776,1972,7.3
1211,1788,1978,NULL
1212,1789,1974,5.3
1213,"17e parallle: Le Vietnam en guerre",1968,6.6
1214,"17th Annual American Music Awards, The",1990,NULL
1215,"17th Annual Gemini Awards",2002,NULL
1216,"17th Annual Grammy Awards, The",1975,NULL
1217,"17th Infantry, U.S.A., The",1900,NULL
1218,"17th Man, The",2004,8.3
1219,"17th of March",1993,NULL
1220,"18 & Confused",2000,NULL
1221,"18 & Dripping 17",2001,NULL
1222,"18 & Horny",1976,NULL
1223,"18 & Willing",2002,NULL
1224,18,2001,NULL
1225,"18 Again!",1988,4.8
1226,"18 and Anxious",1978,NULL
1227,"18 and Confused 5",2001,NULL
1228,"18 and Eager to Please",2002,NULL
1230,"18 and Lost in Asia",2003,NULL
1241,"18 and Lost in Phoenix",2003,NULL
1243,"18 and Nasty 1",1999,NULL
1245,"18 and Nasty 11",1999,NULL
1247,"18 and Nasty 13",2000,NULL
1248,"18 and Nasty 14",2000,NULL
1249,"18 and Nasty 15",2000,NULL
1250,"18 and Nasty 16",2000,NULL
1251,"18 and Nasty 17",2000,NULL
1252,"18 and Nasty 18",2000,NULL
1255,"18 and Nasty 21",2001,NULL
1256,"18 and Nasty 22",2001,NULL
1257,"18 and Nasty 23",2001,NULL
1258,"18 and Nasty 24",2001,NULL
1260,"18 and Nasty 26",2001,NULL
1261,"18 and Nasty 27",2002,NULL
1262,"18 and Nasty 28",2002,NULL
1265,"18 and Nasty 30",2002,NULL
1266,"18 and Nasty 31",2002,NULL
1267,"18 and Nasty 32",2002,NULL
1268,"18 and Nasty 33",2002,NULL
1269,"18 and Nasty 34",2003,NULL
1270,"18 and Nasty 35",2003,NULL
1271,"18 and Nasty 36",2003,NULL
1272,"18 and Nasty 37",2003,NULL
1273,"18 and Nasty 38",2003,NULL
1274,"18 and Nasty 4",1998,NULL
1280,"18 and Nasty Interracial",2002,NULL
1281,"18 and Nasty Interracial 10",2003,NULL
1282,"18 and Nasty Interracial 11",2003,NULL
1283,"18 and Nasty Interracial 2",2002,NULL
1284,"18 and Nasty Interracial 3",2002,NULL
1285,"18 and Nasty Interracial 4",2002,NULL
1290,"18 and Nasty Interracial 9",2003,NULL
1292,"18 anni tra una settimana",1991,5.9
1293,"18 ans aprs",2003,5
1294,"18 Bronze Girls of Shaolin",1983,4.7
1295,"18 Brumaire",1989,NULL
1296,"18 cambios",2000,NULL
1297,"18 Candles",1989,NULL
1298,"18 D",1999,NULL
1299,"18 en el parque",1999,NULL
1300,"18 Fingers of Death!",2004,NULL
1301,"18 kp egy konzervgyri lny letbl",2003,NULL
1302,"18 Minutes",1935,NULL
1303,"18 Minutes in Albuquerque",1994,NULL
1304,"18 rue Popincourt",1991,NULL
1305,"18 Shades of Dust",1999,5
1306,"18 Weapons of Kung Fu",1977,1.4
1308,"18, Wild and Horny",2003,NULL
1309,"18,000 Dead in Gordon Head",2001,NULL
1310,"18-80 Puan si maimee sua",1997,NULL
1311,18-j,2004,5.4
1312,"18. Geburtstag, Der",1962,NULL
1313,"18/68: Venecia kaputt",1968,NULL
1314,"180 grados",1999,NULL
1315,"180 Is Max",1972,NULL
1316,"180 Miles Away",2003,NULL
1317,"1800 Seconds: Chasing Canada's Snowbirds",2002,NULL
1318,"18000 giorni fa",1993,NULL
