GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization
G234169,Non-Essential,ATPases,?,?,PS00013,3,"TRANSPORT FACILITATION","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00017,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00017,3,"TRANSPORT FACILITATION","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00022,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00022,3,"TRANSPORT FACILITATION","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00211,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS00211,3,"TRANSPORT FACILITATION","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS01186,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS01186,3,"TRANSPORT FACILITATION","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS01248,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234169,Non-Essential,ATPases,?,?,PS01248,3,"TRANSPORT FACILITATION","plasma membrane"
G234170,Non-Essential,"Transcription factors","RNA processing complexes",?,?,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234170,Non-Essential,"Transcription factors","RNA processing complexes",?,?,3,TRANSCRIPTION,nucleus
G234177,Non-Essential,"GTP/GDP-exchange factors (GEFs)",?,"Cell morphology and organelle mutants",PS00720,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","plasma membrane"
G234177,Non-Essential,"GTP/GDP-exchange factors (GEFs)",?,"Cell morphology and organelle mutants",PS00720,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234178,?,"Transcription factors",?,?,?,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234178,?,"Transcription factors",?,?,?,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234178,?,"Transcription factors",?,?,?,3,TRANSCRIPTION,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs",?,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs",?,3,METABOLISM,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Sensitivity to aminoacid analogs and other drugs",?,3,TRANSCRIPTION,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects",?,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects",?,3,METABOLISM,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes","Stress response defects",?,3,TRANSCRIPTION,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes",Unknown,?,3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes",Unknown,?,3,METABOLISM,nucleus
G234185,Non-Essential,Polymerases,"Cyclin-CDK (Cyclin-dependent kinases) complexes",Unknown,?,3,TRANSCRIPTION,nucleus
G234191,Non-Essential,"Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234191,Non-Essential,"Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and",?,4,TRANSCRIPTION,nucleus
G234191,Non-Essential,"Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234191,Non-Essential,"Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes",?,4,TRANSCRIPTION,nucleus
G234194,Essential,"Protein Kinases","Replication complexes","Cell cycle defects",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234194,Essential,"Protein Kinases","Replication complexes","Cell cycle defects",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234194,Essential,"Protein Kinases","Replication complexes","Nucleic acid metabolism defects",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234194,Essential,"Protein Kinases","Replication complexes","Nucleic acid metabolism defects",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234197,Essential,"Actin related proteins",Cytoskeleton,"Cell morphology and organelle mutants",PS01132,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G234197,Essential,"Actin related proteins",Cytoskeleton,"Cell morphology and organelle mutants",PS01132,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G234197,Essential,"Actin related proteins",Cytoskeleton,"Cell morphology and organelle mutants",PS01132,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G234197,Essential,"Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants",PS01132,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G234197,Essential,"Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants",PS01132,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G234197,Essential,"Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants",PS01132,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G234201,Essential,ATPases,Proteasome,?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234201,Essential,ATPases,Proteasome,?,?,4,"PROTEIN DESTINATION",nucleus
G234202,Non-Essential,"Protein Kinases",?,"Nucleic acid metabolism defects",?,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234202,Non-Essential,"Protein Kinases",?,"Nucleic acid metabolism defects",?,4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",nucleus
G234202,Non-Essential,"Protein Kinases",?,"Nucleic acid metabolism defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234205,Non-Essential,"Transcription factors",?,"Mating and sporulation defects",PS00027,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234205,Non-Essential,"Transcription factors",?,"Mating and sporulation defects",PS00027,4,METABOLISM,nucleus
G234205,Non-Essential,"Transcription factors",?,"Mating and sporulation defects",PS00027,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00107,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Conditional phenotypes",PS00108,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00107,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Nucleic acid metabolism defects",PS00108,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00107,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Conditional phenotypes",PS00108,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00107,4,TRANSCRIPTION,nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234206,Essential,"Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00108,4,TRANSCRIPTION,nucleus
G234212,Non-Essential,"GTP/GDP dissociation inhibitors (GDIs)",?,?,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm
G234212,Non-Essential,"GTP/GDP dissociation inhibitors (GDIs)",?,?,?,4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoplasm
G234212,Non-Essential,"GTP/GDP dissociation inhibitors (GDIs)",?,?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G234214,Essential,Polymerases,"Transcription complexes/Transcriptosome",?,PS00115,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234214,Essential,Polymerases,"Transcription complexes/Transcriptosome",?,PS00115,4,TRANSCRIPTION,nucleus
G234217,Essential,Polymerases,?,?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G234217,Essential,Polymerases,?,?,?,4,TRANSCRIPTION,nucleus
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,4,"IONIC HOMEOSTASIS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Cell morphology and organelle mutants",?,4,"TRANSPORT FACILITATION",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,4,"IONIC HOMEOSTASIS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Conditional phenotypes",?,4,"TRANSPORT FACILITATION",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs",?,4,"IONIC HOMEOSTASIS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Sensitivity to aminoacid analogs and other drugs",?,4,"TRANSPORT FACILITATION",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,4,"IONIC HOMEOSTASIS",vacuole
G234222,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar","Stress response defects",?,4,"TRANSPORT FACILITATION",vacuole
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION","plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,METABOLISM,"plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00216,4,"TRANSPORT FACILITATION","plasma membrane"
G234227,Non-Essential,"Major facilitator superfamily proteins (MFS)",?,"Auxotrophies, carbon and",PS00217,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","plasma membrane"
