gid,rank,votes,title,category,year,authors,avgRating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars,ratings
8038219,9,1672,The Darkest Surrender  (Lords of the Underworld #8),Romance,2011,Gena Showalter,4.42,426,27/09/2011,HQN Books,16455,8686,3099,430,155,28825
8534799,10,1441,"Dreams of a Dark Warrior (Immortals After Dark, #10)",Romance,2011,Kresley Cole,4.38,515,15/02/2011,Pocket,18839,10488,3761,668,227,33983
8449698,11,706,"When Beauty Tamed the Beast (Fairy Tales, #2)",Romance,2011,Eloisa James,4.06,372,25/01/2011,Avon,8087,8501,4233,889,258,21968
8150317,12,500,"Deeper Than Midnight (Midnight Breed, #9)",Romance,2011,Lara Adrian,4.29,387,28/06/2011,Dell,9665,7011,2768,439,95,19978
8843801,13,488,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",Romance,2011,Larissa Ione,4.2,402,01/04/2011,Grand Central Publishing,9945,7426,3066,684,376,21497
9314304,14,440,"Breaking Point (I-Team, #5)",Romance,2011,Pamela Clare,4.32,405,03/05/2011,Berkley Sensation,5169,3298,1157,254,97,9975
8074967,15,439,"Archangel's Blade (Guild Hunter, #4)",Romance,2011,Nalini Singh,4.26,310,06/09/2011,Berkley Sensation,13576,9733,4083,740,210,28342
8538297,16,434,"Big Bad Beast (Pride, #6)",Romance,2011,Shelly Laurenston,4.37,307,01/05/2011,Kensington Publishing Corp,6187,3851,1354,181,57,11630
9637479,17,409,"Dragon Bound (Elder Races, #1)",Romance,2011,Thea Harrison,4.11,312,03/05/2011,Berkley Sensation,17439,13184,6372,1851,995,39841
8419428,18,291,"A Lot like Love (FBI/US Attorney, #2)",Romance,2011,Julie James,4.08,274,01/03/2011,Penguin,10313,12251,5591,891,216,29262
8111651,19,273,"The Orchid Affair (Pink Carnation, #8)",Romance,2011,Lauren Willig,3.95,405,20/01/2011,Dutton Penguin,1599,2505,1355,195,51,5705
10140661,20,186,"Gabriel's Inferno (Gabriel's Inferno, #1)",Romance,2011,Sylvain Reynard,4.01,506,04/04/2011,Omnific Publishing,61275,38673,23288,9408,6139,138783
9418327,1,8722,Bossypants,Humor,2011,Tina Fey,3.96,283,05/04/2011,Reagan Arthur Books,278684,292662,164020,41277,22337,798980
11192642,2,7781,Go the Fuck to Sleep,Humor,2011,"Adam Mansbach, Ricardo Cortés",4.27,64,14/06/2011,Akashic Books,44759,22324,11394,2941,1745,83163
9972053,3,3321,If You Ask Me (And of Course You Won't),Humor,2011,Betty White,3.68,258,03/05/2011,G.P. Putnam's Sons,7400,8508,8628,2546,914,27996
9713837,4,2228,If You Were Here,Humor,2011,Jen Lancaster,3.47,306,03/05/2011,NAL,1750,2799,3075,1190,373,9187
10335308,5,2110,Is Everyone Hanging Out Without Me? (And Other Concerns),Humor,2011,Mindy Kaling,3.85,222,01/11/2011,Crown Archetype,117956,146719,101023,23961,9080,398739
10041004,6,1963,Lies That Chelsea Handler Told Me,Humor,2011,Chelsea Handler,3.75,292,10/05/2011,Grand Central Publishing,14155,13942,12105,4271,1640,46113
11230081,7,1923,Seriously... I'm Kidding,Humor,2011,Ellen DeGeneres,3.71,241,04/10/2011,Grand Central Publishing,29446,28541,26383,9909,3736,98015
10505349,8,882,Thank You Notes,Humor,2011,"Jimmy Fallon, the Writers of Late Night",3.81,176,23/05/2011,Grand Central Publishing,1070,1055,861,269,102,3357
9452338,9,863,This is a Book,Humor,2011,Demetri Martin,3.76,269,25/04/2011,Grand Central Publishing,1895,2669,2043,595,137,7339
8495145,10,856,"God, No! Signs You May Already Be an Atheist and Other Magical Tales",Humor,2011,Penn Jillette,3.65,231,16/08/2011,Simon & Schuster,1763,2617,2033,648,337,7398
9673577,11,410,It Looked Different on the Model: Epic Tales of Impending Shame and Infamy,Humor,2011,Laurie Notaro,3.76,240,26/07/2011,Random House Publishing Group,2131,2545,1973,572,267,7488
10227995,12,389,"Damn You, Autocorrect!: Awesomely Embarrassing Text Messages You Didn't Mean to Send",Humor,2011,Jillian Madison,4.01,279,22/03/2011,Hachette Books,1292,965,684,175,71,3187
10790819,13,273,Domestic Violets,Humor,2011,Matthew Norman,3.87,329,09/08/2011,Harper Perennial,1774,3052,1636,330,130,6922
9965550,14,240,"The Real Macaw (Meg Langslow, #13)",Humor,2011,Donna Andrews,4.04,309,,None,866,1179,598,61,14,2718
9875493,15,215,2030: The Real Story of What Happens to America,Humor,2011,Albert Brooks,3.47,375,,None,959,1662,1770,673,207,5271
8520878,16,200,"It's All Relative: Two Families, Three Dogs, 34 Holidays, and 50 Boxes of Wine (A Memoir)",Humor,2011,Wade Rouse,3.8,304,01/02/2011,Crown,400,492,342,107,42,1383
12306447,17,161,The Day I Wore My Panties Inside Out,Humor,2011,Jen Tucker,3.96,212,17/10/2011,Writing Career Coach Press,61,17,22,10,8,118
8586212,18,124,"Electric Barracuda (Serge Storms, #13)",Humor,2011,Tim Dorsey,4.11,357,,William Morrow,827,892,384,70,19,2192
10880532,19,116,Doodling,Humor,2011,Jonathan  Gould,3.88,,25/01/2011,None,37,38,27,6,4,112
7841659,20,101,Zombie Spaceship Wasteland,Humor,2011,Patton Oswalt,3.57,191,04/01/2011,Scribner,1804,3380,3147,1022,257,9610
8535464,1,4110,"The Geeks Shall Inherit the Earth: Popularity, Quirk Theory and Why Outsiders Thrive After High School",Nonfiction,2011,Alexandra Robbins,3.61,448,01/04/2009,Hachette Books,1008,1506,1359,469,160,4502
8565083,2,2831,Cinderella Ate My Daughter: Dispatches from the Frontlines of the New Girlie-Girl Culture,Nonfiction,2011,Peggy Orenstein,3.66,245,25/01/2011,Harper,2872,5174,4195,1178,343,13762
10283787,3,2049,"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",Nonfiction,2011,"Dan Savage, Terry Miller",4.13,338,22/03/2011,Dutton,815,612,307,72,43,1849
9378733,4,1832,The Psychopath Test: A Journey Through the Madness Industry,Nonfiction,2011,Jon Ronson,3.93,288,12/05/2011,Riverhead Books,35503,46946,25196,5435,2337,115417
6346975,5,1596,Moonwalking with Einstein: The Art and Science of Remembering Everything,Nonfiction,2011,Joshua Foer,3.87,307,03/03/2011,"Penguin Press HC, The",19349,27395,16319,3719,1453,68235
11151351,6,963,"Three Cups of Deceit: How Greg Mortenson, Humanitarian Hero, Lost His Way",Nonfiction,2011,Jon Krakauer,3.75,77,,"Byliner, Inc.",1757,3835,2711,459,126,8888
9534444,7,729,Boomerang: Travels in the New Third World,Nonfiction,2011,Michael   Lewis,3.9,213,03/10/2011,W. W. Norton & Company,11454,16439,8990,1835,926,39644
10081832,8,725,"Supergods: What Masked Vigilantes, Miraculous Mutants, and a Sun God from Smallville Can Teach Us About Being Human",Nonfiction,2011,Grant Morrison,3.83,444,19/07/2011,Spiegel & Grau,2290,2476,1760,539,234,7299
9628743,9,660,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",Nonfiction,2011,David  Brooks,3.86,424,08/03/2011,Random House,6379,7446,4842,1484,495,20646
10782350,10,547,Think: Straight Talk for Women to Stay Smart in a Dumbed-Down World,Nonfiction,2011,Lisa Bloom,3.96,288,24/05/2011,Vanguard Press,644,611,359,114,40,1768
8884400,11,342,The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive,Nonfiction,2011,Brian Christian,3.94,303,01/03/2011,Knopf Doubleday Publishing Group,1323,1465,907,247,57,3999
8701960,12,287,"The Information: A History, a Theory, a Flood",Nonfiction,2011,James Gleick,4,527,01/03/2011,Knopf Doubleday Publishing Group,4823,5270,2714,696,227,13730
11256979,13,214,The Magic of Reality: How We Know What's Really True,Nonfiction,2011,"Richard Dawkins, Dave McKean",4.04,271,04/10/2011,Free Press,8577,7586,3894,977,615,21649
10368067,14,178,Poke the Box,Nonfiction,2011,Seth Godin,3.79,85,01/03/2011,"Do You Zoom, Inc.",3772,3925,3130,968,423,12218
7841446,15,152,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Nonfiction,2011,Steven Levy,3.82,432,12/04/2011,Simon  Schuster,9073,10148,5913,1858,1489,28481
10021420,16,130,Sex on the Moon: The Amazing Story Behind the Most Audacious Heist in History,Nonfiction,2011,Ben Mezrich,3.37,320,12/07/2011,Doubleday,932,2351,2659,973,285,7200
9319468,17,123,Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground,Nonfiction,2011,Kevin Poulsen,3.95,288,22/02/2011,Crown,2309,2804,1400,282,238,7033
10091466,18,88,Inside Scientology: The Story of America's Most Secretive Religion,Nonfiction,2011,Janet Reitman,3.86,444,05/07/2011,Houghton Mifflin Harcourt (Boston/NY),2303,3775,2133,438,171,8820
10596103,19,65,The Filter Bubble: What the Internet is Hiding From You,Nonfiction,2011,Eli Pariser,3.78,294,12/05/2011,Penguin Press,1276,1863,1225,329,154,4847
9827912,20,63,Incognito: The Secret Lives of the Brain,Nonfiction,2011,David Eagleman,4.05,290,31/05/2011,Pantheon,9281,9585,4699,1105,396,25066
11084145,1,5463,Steve Jobs,History & Biography,2011,Walter Isaacson,4.13,627,24/10/2011,Simon & Schuster,410737,298675,126702,33821,32667,902602
9938498,2,3128,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",History & Biography,2011,Erik Larson,3.84,448,10/05/2011,Crown,38696,62165,38254,8802,2301,150218
10414941,3,2097,Catherine the Great: Portrait of a Woman,History & Biography,2011,Robert K. Massie,3.91,625,08/11/2011,"Random House, Inc. (NY)",32518,32237,16630,4840,4695,90920
10340846,4,1371,"The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation",History & Biography,2011,Elizabeth Letts,4.2,329,23/08/2011,Ballantine Books,5165,3581,1813,390,120,11069
11305364,5,1265,Area 51: An Uncensored History of America's Top Secret Military Base,History & Biography,2011,Annie Jacobsen,3.77,540,17/05/2011,"Little, Brown and Company",1503,2343,1623,448,125,6042
8584913,6,1129,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",History & Biography,2011,Gayle Tzemach Lemmon,3.71,258,15/03/2011,Harper,3088,5472,4301,1073,236,14170
10131648,7,943,The Greater Journey: Americans in Paris,History & Biography,2011,David McCullough,3.91,558,24/05/2011,Simon & Schuster Adult Publishing Group,5545,6671,3808,996,420,17440
9729504,8,843,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",History & Biography,2011,Mitchell Zuckoff,3.85,384,26/04/2011,HarperCollins Publishers (NYC),11309,16022,10167,2142,984,40624
7940589,9,767,Malcolm X: A Life of Reinvention,History & Biography,2011,Manning Marable,4.22,608,05/04/2011,Viking Adult,7409,4820,2165,467,303,15164
9775295,10,626,The Murder of the Century: The Gilded Age Crime that Scandalized a City and Sparked the Tabloid Wars,History & Biography,2011,Paul  Collins,3.58,270,14/06/2011,Crown,1201,2787,2668,636,127,7419
10335318,11,268,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",History & Biography,2011,Candice Millard,4.21,368,20/09/2011,Doubleday,23376,18398,6049,1509,1275,50607
9315641,12,261,"To End All Wars: A Story of Loyalty and Rebellion, 1914-1918",History & Biography,2011,Adam Hochschild,4.16,448,03/05/2011,Houghton Mifflin Harcourt (Boston/NY),3129,2734,1136,251,111,7361
9578336,13,246,1861: The Civil War Awakening,History & Biography,2011,Adam Goodheart,4.04,481,05/04/2011,Knopf,2115,1999,1032,265,106,5517
8264505,14,219,Endgame: Bobby Fischer's Remarkable Rise and Fall - from America's Brightest Prodigy to the Edge of Madness,History & Biography,2011,Frank Brady,4,402,01/02/2011,Crown,2958,2793,1540,383,214,7888
8857310,15,204,Unfamiliar Fishes,History & Biography,2011,Sarah Vowell,3.62,238,22/03/2011,Riverhead Books,2268,5188,4393,1099,245,13193
10263986,16,158,The Man in the Rockefeller Suit: The Astonishing Rise and Spectacular Fall of a Serial Impostor,History & Biography,2011,Mark Seal,3.83,323,,None,1106,2164,1292,233,54,4849
10587120,17,157,Killing Lincoln: The Shocking Assassination that Changed America Forever (The Killing of Historical Figures),History & Biography,2011,"Bill O'Reilly, Martin Dugard",4.03,324,27/09/2011,Henry Holt & Company,34334,32516,14564,3452,3346,88212
9862761,18,80,1493: Uncovering the New World Columbus Created,History & Biography,2011,Charles C. Mann,4.09,557,09/08/2011,Alfred A. Knopf (NY),5925,5852,2572,571,298,15218
10400627,19,79,A Singular Woman: The Untold Story of Barack Obama's Mother,History & Biography,2011,Janny Scott,3.84,384,03/05/2011,Riverhead Books,419,580,393,94,26,1512
11369904,20,73,"A Thousand Lives: The Untold Story of Hope, Deception, and Survival at Jonestown",History & Biography,2011,Julia Scheeres,3.98,307,11/10/2011,Free Press,1360,1845,940,155,68,4368
9484793,1,4255,Two Kisses for Maddy: A Memoir of Loss and Love,Memoir & Autobiography,2011,Matthew Logelin,4.03,272,14/04/2011,Grand Central Publishing,2933,2546,1523,385,141,7528
11330361,2,2984,A Stolen Life,Memoir & Autobiography,2011,Jaycee Dugard,3.91,273,12/07/2011,Simon  Schuster,29738,32757,22870,5452,1474,92291
10211494,3,2016,Stories I Only Tell My Friends,Memoir & Autobiography,2011,Rob Lowe,3.8,320,26/04/2011,Henry Holt and Co.,15946,23880,15099,3740,1792,60457
9580315,4,1689,My Lucky Life in and Out of Show Business,Memoir & Autobiography,2011,Dick Van Dyke,3.88,287,03/05/2011,Crown Archetype,3013,3803,2635,514,185,10150
9862827,5,1547,The Reading Promise: My Father and the Books We Shared,Memoir & Autobiography,2011,"Alice Ozma, Jim Brozina",3.67,279,03/05/2011,Grand Central Publishing,1394,2100,1744,599,147,5984
8483233,6,1350,The Pioneer Woman: Black Heels to Tractor Wheels,Memoir & Autobiography,2011,Ree Drummond,3.83,341,01/02/2011,William Morrow,5781,6158,4475,1377,560,18351
8584951,7,1342,"Girls Like Us: Fighting for a World Where Girls are Not for Sale, an Activist Finds Her Calling and Heals Herself",Memoir & Autobiography,2011,Rachel Lloyd,4.32,277,05/04/2011,Harper,1822,1190,411,93,34,3550
9739365,8,1284,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,Memoir & Autobiography,2011,"Howard E. Wasdin, Stephen Templin",4.04,331,,None,5202,5357,2927,611,170,14267
8619825,9,1255,The Wilder Life: My Adventures in the Lost World of Little House on the Prairie,Memoir & Autobiography,2011,Wendy McClure,3.47,336,14/04/2011,Riverhead,1230,2633,2513,941,278,7595
9202591,10,1235,"This Is Gonna Hurt: Music, Photography, And Life Through The Distorted Lens Of Nikki Sixx",Memoir & Autobiography,2011,Nikki Sixx,4.18,224,12/04/2011,William Morrow,2102,1037,666,219,80,4104
8248617,11,399,Townie,Memoir & Autobiography,2011,Andre Dubus III,3.75,387,28/02/2011,W. W. Norton  Company,1763,2765,1744,588,197,7057
11500827,12,361,"Then They Came for Me: A Family's Story of Love, Captivity, and Survival",Memoir & Autobiography,2011,Maziar Bahari,4.1,384,07/06/2011,Random House,1504,1778,671,108,66,4127
8979038,13,323,"Tiger, Tiger",Memoir & Autobiography,2011,Margaux Fragoso,3.69,,,None,893,1647,1212,343,105,4200
9756135,14,271,The End of Boys,Memoir & Autobiography,2011,Peter Brown Hoffmeister,3.76,215,24/05/2011,Soft Skull Press,151,136,125,40,19,471
9476292,15,268,Tolstoy and the Purple Chair: My Year of Magical Reading,Memoir & Autobiography,2011,Nina Sankovitch,3.52,241,07/06/2011,Harper,971,1600,1566,622,178,4937
7840833,16,223,The Memory Palace,Memoir & Autobiography,2011,Mira Bartok,3.5,320,11/01/2011,Free Press,1287,2374,2318,809,302,7090
10836585,17,202,Life Itself,Memoir & Autobiography,2011,Roger Ebert,3.9,436,13/09/2011,Grand Central Publishing,1678,2363,1268,324,104,5737
9160695,18,164,Battle Hymn of the Tiger Mother,Memoir & Autobiography,2011,Amy Chua,3.64,237,11/01/2011,Penguin Press,8458,17116,13685,3655,1136,44050
9214995,19,152,The Chronology of Water,Memoir & Autobiography,2011,Lidia Yuknavitch,4.24,310,12/04/2011,Hawthorne Books,4065,2216,1021,349,163,7814
9428981,20,118,Here Comes Trouble,Memoir & Autobiography,2011,Michael Moore,4,429,13/09/2011,Grand Central Publishing,1046,1399,558,136,73,3212
9443977,1,2287,"My Father's Daughter: Delicious, Easy Recipes Celebrating Family & Togetherness",Food & Cooking,2011,"Gwyneth Paltrow, Mario Batali",3.64,272,13/04/2011,Grand Central Life & Style,795,966,739,253,201,2954
10987533,2,2201,Good Eats: The Later Years,Food & Cooking,2011,Alton Brown,4.5,432,01/10/2011,Harry N. Abrams,846,399,95,22,9,1371
8459594,3,1748,"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",Food & Cooking,2011,Gabrielle Hamilton,3.74,291,01/03/2011,Random House,7457,11799,8388,2463,732,30839
9833965,4,1488,Don't Kill the Birthday Girl: Tales from an Allergic Life,Food & Cooking,2011,Sandra Beasley,3.58,229,12/07/2011,Crown,321,624,579,169,44,1737
9745929,5,1430,Our Best Bites: Mormon Moms in the Kitchen,Food & Cooking,2011,"Sara Wells, Kate  Jones",4.57,272,23/02/2011,Shadow Mountain,337,134,24,9,2,506
8727466,6,842,Why We Get Fat: And What to Do About It,Food & Cooking,2011,Gary Taubes,4.05,272,28/12/2010,Knopf,7166,6698,3332,899,380,18475
9848914,7,811,Vegan for Life: Everything You Need to Know to Be Healthy and Fit on a Plant-Based Diet,Food & Cooking,2011,"Jack Norris, Ginny Messina",4.13,283,12/07/2011,Da Capo Lifelong Books,636,543,247,67,19,1512
8704047,8,782,The Sorcerer's Apprentices: A Season in the Kitchen at Ferran Adrià's elBulli,Food & Cooking,2011,Lisa Abend,3.88,296,,None,360,530,331,66,18,1305
10178769,9,765,Jeni's Splendid Ice Creams at Home,Food & Cooking,2011,Jeni Britton Bauer,4.15,217,15/06/2011,Artisan,2614,1285,761,251,192,5103
10222093,10,689,Tomatoland: How Modern Industrial Agriculture Destroyed Our Most Alluring Fruit,Food & Cooking,2011,Barry Estabrook,3.94,240,07/06/2011,Andrews McMeel Publishing,1038,1608,789,150,59,3644
8667490,11,368,"Life, on the Line: A Chef's Story of Chasing Greatness, Facing Death, and Redefining the Way We Eat",Food & Cooking,2011,"Grant Achatz, Nick Kokonas",4.08,400,03/03/2011,Gotham,1825,1804,876,167,71,4743
11828823,12,366,Paula Deen's Southern Cooking Bible: The New Classic Guide to Delicious Dishes with More Than 300 Recipes,Food & Cooking,2011,"Paula H. Deen, Melissa Clark",4.25,480,11/10/2011,Simon  Schuster,542,319,140,35,21,1057
9265477,13,346,Power Foods: 150 Delicious Recipes with the 38 Healthiest Ingredients,Food & Cooking,2011,"Whole Living Magazine, Martha Stewart",4.15,384,28/12/2010,Clarkson Potter,355,249,120,36,15,775
9326166,14,344,Super Natural Every Day: Well-Loved Recipes from My Natural Foods Kitchen,Food & Cooking,2011,Heidi Swanson,3.86,256,05/04/2011,Ten Speed Press,3548,2645,1753,676,563,9185
9808248,15,307,"Veganist: Lose Weight, Get Healthy, Change the World",Food & Cooking,2011,Kathy Freston,3.73,304,01/02/2011,Weinstein Publishing,485,623,508,154,52,1822
11505008,16,268,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",Food & Cooking,2011,William  Davis,3.72,292,30/08/2011,Rodale Books,7617,9612,7458,2377,1138,28202
7665543,17,172,"Day of Honey: A Memoir of Food, Love, and War",Food & Cooking,2011,Annia Ciezadlo,3.83,400,01/02/2011,Free Press,350,521,299,93,29,1292
11680487,18,124,"Urban Farm Handbook: City Slicker Resources for Growing, Raising, Sourcing, Trading, and Preparing What You Eat",Food & Cooking,2011,"Annette Cottrell, Joshua McNichols",4.1,,,None,96,57,44,11,3,211
9382782,19,101,"Vegan Pie in the Sky: 75 Out-of-This-World Recipes for Pies, Tarts, Cobblers, Crumbles, and More",Food & Cooking,2011,"Isa Chandra Moskowitz, Terry Hope Romero",4.18,224,25/10/2011,Da Capo Lifelong,814,515,220,56,61,1666
11550559,20,70,The Kitchen Counter Cooking School: How a Few Simple Lessons Transformed Nine Culinary Novices into Fearless Home Cooks,Food & Cooking,2011,Kathleen Flinn,4.09,285,29/09/2011,Viking Adult,1563,1869,735,133,57,4357
8564644,1,1874,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Travel & Outdoors,2011,Conor Grennan,4.28,294,27/01/2011,William Morrow,9264,7044,2522,436,167,19433
10111087,2,1023,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,Travel & Outdoors,2011,Mark    Adams,3.84,333,,None,3513,6327,3807,702,223,14572
9514649,3,903,"The Good Girl's Guide to Getting Lost: A Memoir of Three Continents, Two Friends, and One Unexpected Adventure",Travel & Outdoors,2011,Rachel Friedman,3.8,295,29/03/2011,Bantam,821,1158,863,194,64,3100
