bookrank,id,title,bookauthor,publicationyear,publisher,languagecode,numpages,averagerating,ratingscount
268,512475,The Cradle Will Fall,Mary Higgins Clark,2003,London :Pocket,eng,314,3.9,15640
269,25063488,"One for Sorrow (Cunning Prophet, #1)",Jane Godman,2015,Secret Cravings Publishing,eng,,4.28,45
270,10305,"Folly (Folly Island, #1)",Laurie R. King,2002,HarperCollins,eng,523,4.02,2897
271,7510368,The Cadaver Factory,Kenneth Jarrett Singleton,2004,America Star Books,eng,52,4.35,232
272,170619,All Around the Town,Mary Higgins Clark,2005,Pocket Books,eng,352,3.95,21720
273,32423,Watchers,Dean Koontz,2003,Berkley,eng,624,4.18,138169
274,96123,All the President's Men,Carl Bernstein,2005,Pocket Books,eng,480,4.18,38930
275,188214,The Mystery of the Yellow Room (Joseph Rouletabille #1),Gaston Leroux,2006,Dover Publications,eng,192,3.69,4660
276,175242,"Every Dead Thing (Charlie Parker, #1)",John Connolly,2000,Pocket Books,eng,467,3.98,18053
277,18640159,Into the Killer Sphere (Chase Williams detective stories #1),Stefania Mattana,2013,Stefania Mattana,eng,73,4.14,164
278,7933437,The Confession,John Grisham,2010,Doubleday,eng,418,3.84,47057
279,7937843,Room,Emma Donoghue,2010,"Little, Brown and Company",eng,321,4.06,557363
280,1629007,Where Are You Now?,Mary Higgins Clark,2008,Simon & Schuster,eng,289,3.79,14225
281,39507,"The Sins of the Fathers (Matthew Scudder, #1)",Lawrence Block,2000,Orion,eng,182,3.87,7438
281,27693,The Moonspinners,Mary  Stewart,2003,HarperTorch,eng,400,4.03,6062
283,43927,No Second Chance,Harlan Coben,2004,Dutton Books,eng,452,4.08,22314
284,102720,"Roman Blood (Roma Sub Rosa, #1)",Steven Saylor,2000,Minotaur Books,eng,401,3.95,5221
285,425174,"The Godwulf Manuscript (Spenser, #1)",Robert B. Parker,2000,Dell,eng,208,3.92,12842
286,16307,"Hallowe'en Party (Hercule Poirot, #39)",Agatha Christie,2001,Harper,eng,336,3.66,20917
287,482639,Third Degree,Greg Iles,2007,Scribner,eng,385,3.82,8387
287,5359,The Client,John Grisham,2010,Delta,eng,483,4.01,370801
289,148603,"Blind Justice (Sir John Fielding, #1)",Bruce Alexander,1995,Berkley,eng,336,4.03,3284
290,170641,I Heard That Song Before,Mary Higgins Clark,2007,Simon & Schuster,eng,318,3.82,13870
291,3834,Innocent Blood,P.D. James,2001,Scribner,eng,400,3.68,3820
292,12368215,"Farsighted (Farsighted, #1)",Emlyn Chand,2011,Blue Crown Press,eng,218,3.7,199
293,7948230,"Crooked Letter, Crooked Letter",Tom Franklin,2010,William Morrow,eng,274,3.83,31940
294,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,2010,Knopf,eng,563,4.22,519744
295,95382,The Pale Horse,Agatha Christie,2002,Minotaur Books,eng,288,3.78,10198
296,618399,"The Hunter (Parker, #1)",Richard Stark,1962,Pocket Books,eng,208,4.04,6514
297,118149,Pop. 1280 (Crime Masterworks),Jim Thompson,2003,Orion,eng,192,4.07,3420
298,22286,Clown Girl,Monica Drake,2007,Hawthorne Books,eng,297,3.39,6030
299,5350,The Partner,John Grisham,2005,Delta,eng,416,3.92,98200
300,4496091,Confidential Communications,J.R. Reardon,2008,Xlibris,eng,180,3.78,77
301,261240,The Cask of Amontillado,Edgar Allan Poe,,BookSurge,eng,,4.09,56624
302,31304,"Nemesis (Miss Marple, #12)",Agatha Christie,2000,Signet,eng,224,3.85,19121
303,170448,Animal Farm,George Orwell,1996,Signet Classics,eng,141,3.94,291728
304,109901,"The Cold Dish (Walt Longmire, #1)",Craig Johnson,2006,Penguin Books,eng,354,4.13,20514
305,36236123,Survivor,Chuck Palahniuk,2018,W. W. Norton  Company,eng,304,3.92,9521
306,16286,The Magus,John Fowles,2001,Back Bay Books,eng,656,4.05,38494
307,41811,The Caves of Steel (Robot #1),Isaac Asimov,1997,Voyager,eng,206,4.17,64134
308,33820,Up Country,Nelson DeMille,2003,Vision,eng,880,4.02,14614
309,41487,No Place Like Home,Mary Higgins Clark,2006,Pocket Books,eng,472,3.87,11205
310,112525,Winter's Bone,Daniel Woodrell,2010,"Little, Brown and Company",eng,193,3.91,22207
311,8537,Nerve,Dick Francis,1998,Jove,eng,320,4.04,3606
312,35354,Remember Me,Mary Higgins Clark,2004,Pocket Books,eng,304,3.92,18451
313,75024,"The Templar Legacy (Cotton Malone, #1)",Steve Berry,2006,Ballantine Books,eng,511,3.82,41658
314,45456188,The Legendary Wolf,Ammar Habib,2019,,eng,,4.29,3010
315,140278,"4:50 from Paddington (Miss Marple, #8)",Agatha Christie,2007,Black Dog & Leventhal Publishers,eng,288,3.95,30105
316,6514,The Bell Jar,Sylvia Plath,2006,Harper Perennial Modern Classics,eng,294,4,496099
317,154423,Two Little Girls in Blue,Mary Higgins Clark,2007,Pocket Books,eng,416,3.86,23110
318,608287,Jesus' Son,Denis Johnson,1993,Harper Perennial,eng,160,4.09,26155
319,18150340,Cutting Right to the Chase,Stefania Mattana,2013,Stefania Mattana,eng,23,3.96,199
320,41490,On the Street Where You Live,Mary Higgins Clark,2002,Pocket Books,eng,387,3.86,18071
321,880,Pompeii,Robert   Harris,2005,Random House Trade Paperbacks,eng,274,3.82,27186
322,6288,The Road,Cormac McCarthy,2006,Alfred A. Knopf,eng,241,3.97,613039
323,16332,"Third Girl (Hercule Poirot, #38)",Agatha Christie,2002,HarperCollins,eng,365,3.63,14868
324,13074,Strip Tease,Carl Hiaasen,2005,Grand Central Publishing,eng,464,3.84,12444
325,151347,Rose,Martin Cruz Smith,2000,Ballantine Books,en-US,416,3.89,2301
325,32504,"Blood Work (Terry McCaleb, #1; Harry Bosch Universe, #8)",Michael Connelly,,,eng,,4.13,38410
327,211146,"A Share in Death (Duncan Kincaid & Gemma James, #1)",Deborah Crombie,2003,Avon,eng,259,3.77,11389
328,16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,2006,Black Dog & Leventhal Publishers,eng,288,4.25,105782
329,23966,Filth,Irvine Welsh,1998,W. W. Norton  Company,eng,393,3.73,22319
330,22590,Ubik,Philip K. Dick,2006,La factoría de ideas,spa,288,4.09,64188
331,36064,American Tabloid (Underworld USA #1),James Ellroy,2001,Vintage/Random House (NY),eng,592,4.21,11882
332,21727,A Simple Plan,Scott B. Smith,2006,Vintage,eng,432,3.9,23526
333,6688453,Deep Creek,Dana Hand,2010,Houghton Mifflin Harcourt,en-US,320,3.63,322
333,12279098,The God Complex,Chris Titus,2011,CreateSpace,en-US,278,3.47,186
333,17337630,Transylvania Detective Squad,M.L. Dunn,2013,Purgatory,eng,336,4.42,28
333,23268295,Death of a Jaded Samurai (Gilda Wright Mysteries #1),Diane Bator,2014,Smashwords Edition,eng,,3.95,15
337,272264,"The Face of Deception (Eve Duncan, #1)",Iris Johansen,1999,Coronet,eng,326,4.07,19720
338,76706,"Track of the Cat (Anna Pigeon, #1)",Nevada Barr,1993,Avon,eng,218,3.85,14215
339,20748764,Renatus 2,John A.   Saunders,2014,John A Saunders,eng,306,4.71,36
340,17697611,Renatus (Renatus #1),John A.   Saunders,2013,Self published,eng,366,4.21,74
341,425164,"Cop Hater (87th Precinct, #1)",Ed McBain,1987,Signet,eng,160,3.79,3554
342,25365,Out,Natsuo Kirino,2005,Vintage,eng,400,3.92,18954
343,244102,"Open Season (Joe Pickett, #1)",C.J. Box,2001,Putnam,eng,278,3.94,17051
344,415635,Tuesday the Rabbi Saw Red (Rabbi Small Mysteries (Ibooks)),Harry Kemelman,2003,,eng,352,3.86,120
345,39793,Before the Frost (Linda Wallander #1),Henning Mankell,2006,Vintage Crime/Black Lizard,eng,375,3.85,8393
346,5575,Cradle and All,James Patterson,2001,Vision,eng,384,3.86,27959
347,5297,The Picture of Dorian Gray,Oscar Wilde,2004,Random House: Modern Library,eng,272,4.08,773768
348,130260,"Birdman (Jack Caffery, #1)",Mo Hayder,2000,Dell Publishing Company,eng,448,3.86,12097
349,2285386,Crime,Irvine Welsh,2008,Jonathan Cape,eng,344,3.43,4570
350,17250,The Crucible,Arthur  Miller,2003,Penguin Books,eng,143,3.58,296671
351,25933360,The Slush Pile Brigade (A Nick Lassiter-Skyler Thriller #1),Samuel Marquis,2015,Mount Sopris Publishing,eng,301,4.18,81
351,35515507,Monsoon Rising (The Nomad #1),David Lee Corley,,,eng,399,4.17,144
353,5348,The Testament,John Grisham,1999,Island,eng,535,3.86,89569
354,43926,The Innocent,Harlan Coben,2006,Dutton,eng,503,3.96,21594
355,32234,White Oleander,Janet Fitch,2001,"Little, Brown and Company",eng,446,3.97,303473
356,58077,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,2006,Berkley Books,eng,293,3.86,55308
357,85418,Just One Look,Harlan Coben,2005,Dutton,eng,390,4.01,26547
358,46429,"The Mask of Dimitrios (Charles Latimer, #1)",Eric Ambler,2001,Vintage Crime/Black Lizard,eng,304,3.92,5117
359,16109886,Inconclusive Death an Aaron Blake Mystery,Carol Carroll,2012,Smashwords,eng,,3.88,17
360,16372,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",Agatha Christie,2002,HarperCollins,eng,351,3.91,24655
361,163166,"The Shape of Water (Inspector Montalbano, #1)",Andrea Camilleri,2005,Penguin Books,eng,224,3.73,8397
362,320478,The Documents in the Case,Dorothy L. Sayers,1995,HarperTorch,eng,272,4.01,4502
363,19548967,Cracked Hearts,Linda Masemore Pirrung,2013,iUniverse,eng,266,4.25,97
364,120274,The Lake of Dead Languages,Carol Goodman,2005,Ballantine,eng,390,3.79,9449
365,43345,A Cry In The Night,Mary Higgins Clark,2004,Pocket,eng,352,3.86,13407
366,1862313,Lush Life,Richard Price,,,eng,,3.7,10275
367,9912,The Rules of Attraction,Bret Easton Ellis,1998,Vintage Contemporaries,eng,283,3.69,35609
368,23965,Porno,Irvine Welsh,,,eng,600,3.74,18057
369,102303,Why Didn't They Ask Evans?,Agatha Christie,2002,Minotaur Books,eng,288,3.85,13426
370,6182702,Stone's Fall,Iain Pears,,,eng,594,3.88,5097
371,30672,Darkness at Noon,Arthur Koestler,1984,Bantam Books,eng,216,4.04,21183
372,117833,The Master and Margarita,Mikhail Bulgakov,1996,Vintage International,eng,335,4.3,178727
373,5053,The Man From St. Petersburg,Ken Follett,2003,NAL,eng,320,3.88,16205
373,431,The New York Trilogy,Paul Auster,2006,Penguin Classics,eng,308,3.89,43668
375,6115138,"Sworn to Silence (Kate Burkholder, #1)",Linda Castillo,2009,Minotaur Books,eng,321,4,24496
376,45121,The Echo,Minette Walters,1998,Jove Books,eng,368,3.63,3030
377,18009950,"Liars, Inc.",Paula Stokes,2015,HarperTeen,eng,362,3.57,4436
378,6678884,Never Look Away,Linwood Barclay,2010,Delacorte Press,eng,421,4.01,12595
379,83412,A Judgement in Stone,Ruth Rendell,2000,Vintage Crime/Black Lizard,eng,188,3.92,4319
380,6688087,"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,2010,Houghton Mifflin Harcourt,eng,304,3.89,18933
381,81903,"Curtain (Hercule Poirot, #42)",Agatha Christie,2000,Berkley,eng,215,4.09,22454
382,3216451,The Gate House,Nelson DeMille,2008,Grand Central Publishing,eng,677,3.75,14166
383,831231,Anna's Book,Barbara Vine,1994,Onyx,eng,384,4,1992
384,13872,Geek Love,Katherine Dunn,2002,Random House Vintage,eng,348,3.97,50480
385,212534,The Bedroom Secrets of the Master Chefs,Irvine Welsh,2007,W. W. Norton  Company,eng,400,3.42,6205
386,50239,My Cousin Rachel,Daphne du Maurier,1951,Black Dog & Leventhal Publishers,eng,374,3.96,7540
387,8522,For Kicks,Dick Francis,2004,G.P. Putnam's Sons,eng,292,4.01,3076
388,12505,The Idiot,Fyodor Dostoyevsky,2003,Modern Library,eng,667,4.19,95793
389,29437949,Behind Closed Doors,B.A. Paris,2016,St. Martin's Press,eng,293,3.95,184725
390,85210,Killshot,Elmore Leonard,2003,HarperTorch,eng,334,3.73,4662
391,3173125,Beat the Reaper (Peter Brown #1),Josh Bazell,2009,Little Brown and Company,eng,310,3.79,12261
392,867623,The Chill (Lew Archer #11),Ross Macdonald,1996,Vintage Crime/Black Lizard,eng,288,4.09,2879
393,329957,The Mystery of Edwin Drood,Charles Dickens,2002,Penguin,eng,432,3.67,8519
394,70401,On the Road,Jack Kerouac,1976,Penguin Books,eng,307,3.62,289856
395,43324,Are You Afraid of the Dark?,Sidney Sheldon,2005,HarperCollins Publishers,eng,401,3.66,24088
396,338798,Ulysses,James Joyce,1990,Vintage,eng,783,3.73,91864
397,11318,Trouble Is My Business,Raymond Chandler,1988,Vintage Crime/Black Lizard,eng,224,4.06,9658
398,1840511,Snuff,Chuck Palahniuk,2008,Doubleday,eng,208,3.19,49880
399,70241,Crash,J.G. Ballard,2001,Picador,eng,224,3.61,18797
400,11367726,Defending Jacob,William Landay,2012,Delacorte Press,eng,421,3.98,214763
400,3392668,Audition,Ryū Murakami,2009,Bloomsbury Publishing PLC,eng,208,3.47,5935
402,7812659,Safe Haven,Nicholas Sparks,2010,Grand Central Publishing,eng,340,4.21,270525
403,480479,Under the Tuscan Sun,Frances Mayes,1997,Broadway Books,eng,304,3.76,306987
404,17205279,The Judas Factor,Michael E. Ellah,2013,BookBaby,eng,147,4.76,25
404,51318668,Before Familiar Woods,Ian Pisarcik,,,eng,,4.16,73
406,13553254,"Dark Passage (Dark Passage, #1)",M.L. Woolley,2012,White Horse Publishing,eng,334,4.09,259
406,18833,Dead Babies,Martin Amis,1991,Vintage,eng,206,3.32,6371
408,11441830,Midnight Sin,Michael Tabman,2011,Totalrecall Publications,eng,358,4.15,73
409,1861196,"All The Pretty Girls (Taylor Jackson, #1)",J.T. Ellison,2007,Mira,eng,411,3.92,6518
410,12262889,Trueman Bradley - Aspie Detective,Alexei Maxim Russell,2011,Jessica Kingsley Publishers,eng,304,4.38,46
411,392217,"Hornet's Nest (Andy Brazil, #1)",Patricia Cornwell,1998,Berkley Books,eng,369,3.32,14195
412,25574782,Pretty Girls,Karin Slaughter,2015,William Morrow,eng,688,3.99,116338
413,17833554,Wistful Heads,Giovanni V. Crisan,2013,Phase II Publishing,eng,254,4.93,14
414,9915,Less Than Zero,Bret Easton Ellis,2010,Vintage Books,eng,208,3.58,56585
415,84557,"Always Outnumbered, Always Outgunned",Walter Mosley,1997,Serpent's Tail,en-GB,208,4.17,3052
416,12930038,BAD INTENT Volume 1,Michael Tabman,2011,Trestle Press,eng,,4.35,31
417,50274,The Room,Hubert Selby Jr.,2001,Marion Boyars Publishers Ltd,eng,288,3.52,4223
418,899492,The Tell-Tale Heart,Edgar Allan Poe,1998,Books of Wonder,eng,54,4.23,45149
419,25251757,You Will Know Me,Megan Abbott,2016,Little Brown,eng,352,3.42,30252
420,20880952,A House Without Windows,Stevie Turner,2015,KDP,eng,,3.63,451
420,113205,Heart of a Dog,Mikhail Bulgakov,1994,Grove Press,eng,123,4.1,27781
422,33443,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",Joanne Fluke,2006,Kensington,eng,436,3.71,31872
423,51590,Frisk,Dennis Cooper,2002,Grove Weidenfeld,eng,204,3.43,2913
424,14289,Coin Locker Babies,Ryū Murakami,2002,Kodansha,eng,393,3.68,6495
425,374233,If on a Winter's Night a Traveler,Italo Calvino,1982,L&OD Key Porter,eng,260,4.05,53044
426,18825,Money,Martin Amis,2005,Vintage,eng,394,3.71,20106
426,12331767,High-Rise,J.G. Ballard,2012,Liveright,eng,208,3.61,14617
428,8701129,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",Lisa Gardner,2011,Bantam,eng,368,4.17,33397
429,1051097,"Until Proven Guilty (J.P. Beaumont, #1)",J.A. Jance,1985,Avon,eng,352,3.93,7629
430,2830067,The Given Day (Coughlin #1),Dennis Lehane,2008,William Morrow,eng,704,4.05,18505
431,40097951,The Silent Patient,Alex Michaelides,2019,Celadon Books,eng,325,4.08,238955
432,8857,"Death of a Gossip (Hamish Macbeth, #1)",M.C. Beaton,1999,Warner Books,eng,179,3.71,10082
433,12982393,Dare Me,Megan Abbott,2012,Reagan Arthur Books,eng,290,3.22,21157
434,278854,The Purloined Letter,Edgar Allan Poe,1986,Creative Education,eng,48,3.71,8712
434,249,Tropic of Cancer,Henry Miller,1994,Grove Press,eng,318,3.68,53607
436,10882,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,2000,Robert Laffont,fre,295,3.97,34235
437,9809,Invisible Cities,Italo Calvino,1974,Harcourt,eng,165,4.15,43115
438,22284,Diary,Chuck Palahniuk,2004,Anchor,eng,262,3.61,65507
439,39797,The Return of the Dancing Master,Henning Mankell,2005,Vintage Crime/Black Lizard,swe,406,3.9,5371
440,366787,The Devil of Nanking,Mo Hayder,2006,Penguin Books,eng,480,3.92,4624
441,390305,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,2005,Mira Books,eng,461,4.03,15198
442,537275,"Bootlegger's Daughter (Deborah Knott Mysteries, #1)",Margaret Maron,2000,Thorndike Press,eng,275,3.99,5757
443,1620,The Night Gardener,George Pelecanos,2006,Little Brown and Company,eng,372,3.64,4089
444,342240,The Cove  (FBI Thriller #1),Catherine Coulter,2003,G. P. Putnam's Sons,eng,327,3.85,20429
445,11093329,"The House of Silk (Sherlock Holmes, #1)",Anthony Horowitz,2011,Mulholland Books,eng,294,3.97,30667
446,1747182,"Deeper Than the Dead (Oak Knoll, #1)",Tami Hoag,2009,Orion,eng,432,4.08,16998
447,529626,Sometimes a Great Notion,Ken Kesey,1977,Penguin Books,eng,640,4.17,19026
448,50365829,Chaos and Grime: A Year in the Life of a Chinese City,Jacob Acerbi,2020,"LSI Holdings, LLC",eng,267,3.53,9
449,25419982,Trueman Bradley - The Next Great Detective,Alexei Maxim Russell,2015,CreateSpace Independent Publishing Platform,eng,336,4.75,20
449,447,Moon Palace,Paul Auster,1990,Penguin Books,eng,320,3.94,16237
451,176811,The Ax,Donald E. Westlake,1998,Grand Central Publishing,en-US,352,3.91,1555
451,51587,The Sluts,Dennis Cooper,2005,Da Capo Press,eng,262,3.46,2799
453,2277378,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise Penny,2008,Headline,eng,310,4.15,38323
454,7443012,Mid Ocean,T. Rafael Cimino,2009,BMG/ Akula Media Group,en-US,422,3.96,167
455,32439,Intensity,Dean Koontz,2000,Bantam,eng,436,4.04,65610
456,102139,"Gallows View (Inspector Banks, #1)",Peter Robinson,2000,Avon,eng,336,3.78,7926
456,386202,Smiley's People,John le Carré,1979,Knopf,eng,374,4.26,206
458,298920,"The Guards (Jack Taylor, #1)",Ken Bruen,2004,Dingle,eng,304,3.86,4130
458,170453,Life of Pi,Yann Martel,2003,Mariner Books,eng,331,3.91,32359
460,68930,"They Do It with Mirrors (Miss Marple, #6)",Agatha Christie,2000,Signet,eng,224,3.76,16798
461,4929705,A Reliable Wife,Robert Goolrick,2009,Algonquin Books,eng,291,3.26,61472
462,19321440,A Good Day (Lucy Collins #1),Francis Yamoah,,Amazon Digital Services,eng,,3.7,20
462,16234584,The Drowned World,J.G. Ballard,2013,Liveright,eng,198,3.48,6761
464,9835731,"The Hypnotist (Joona Linna, #1)",Lars Kepler,2011,Sarah Crichton Books,eng,503,3.68,31477
465,782047,Lord Peter (Lord Peter Wimsey Mysteries),Dorothy L. Sayers,1986,Harpperen,eng,496,4.29,5542
466,2440137,A Quiet Belief in Angels,R.J. Ellory,2007,Orion,eng,406,3.84,4442
467,23876652,Imogene in New Orleans (Imogene and the Boys #1),Hunter Murphy,2014,Rolltop Publishing,eng,294,3.3,185
468,1991039,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,2005,Aschehoug,nor,339,3.54,33687
469,7588,A Portrait of the Artist as a Young Man,James Joyce,2003,Penguin Classics,eng,329,3.61,109193
470,14287,Almost Transparent Blue,Ryū Murakami,2003,Kodansha,eng,126,3.26,6617
471,165358,"Wish You Were Here (Mrs. Murphy, #1)",Rita Mae Brown,1991,Bantam,eng,284,3.86,8954
471,13055545,This Little Piggy Belongs to the Devil,Vincent A. Palazzo,2011,,eng,216,3.96,27
473,776329,The Bridesmaid,Ruth Rendell,1989,Mysterious Press,eng,268,3.64,1302
474,29059,Choke,Chuck Palahniuk,2002,Anchor Books,eng,293,3.7,170848
475,49455,Notes from Underground,Fyodor Dostoyevsky,1994,Vintage Classics,eng,136,4.16,38502
476,9903,Angels,Denis Johnson,2003,Vintage,eng,209,3.73,4288
477,6872,The Comfort of Strangers,Ian McEwan,1994,Anchor,eng,128,3.41,11200
478,5107,The Catcher in the Rye,J.D. Salinger,2001,Back Bay Books,eng,277,3.8,2489479
479,32326398,Sometimes I Lie,Alice Feeney,2017,HQ,eng,387,3.82,49246
480,7853137,"Think of a Number (Dave Gurney, #1)",John Verdon,2010,Crown Publishing Group (NY),eng,418,3.84,15090
481,28570,The Devil's Teardrop,Jeffery Deaver,2000,Simon & Schuster,en-US,451,4,6322
482,391724,The Black Cat,Edgar Allan Poe,,BookSurge,eng,24,4.06,21439
483,451763,The Underground Man (Lew Archer #16),Ross Macdonald,1996,Vintage Crime/Black Lizard,eng,288,3.95,1373
483,9914,The Informers,Bret Easton Ellis,2000,MacMillan,eng,240,3.37,16520
485,22285,Rant,Chuck Palahniuk,2007,Doubleday Books,eng,320,3.81,55891
486,14817,A Scanner Darkly,Philip K. Dick,2006,Gollancz,eng,219,4.02,71280
487,10776592,"The Boy in the Suitcase (Nina Borg, #1)",Lene Kaaberbøl,2011,Soho Crime,eng,313,3.61,23970
488,27208,The Third Policeman,Flann O'Brien,1999,Dalkey Archive Press,eng,200,4.01,12599
488,18869967,Jamaica Inn,Daphne du Maurier,2013,"Little, Brown and Company",eng,320,3.87,14169
