id,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
888,Lg LB Helping Mom 4pk,['Anna Keyes'],en,,,NOT_MATURE,,01/06/2015,
889,Methods in Immunotoxicology,"['Gary R. Burleson', 'Jack H. Dean', 'Albert E. Munson']",en,['Medical'],,NOT_MATURE,Wiley-Liss,27/07/1995,552
890,Holstein Friesian Register,,en,['Cattle'],,NOT_MATURE,,1906,
891,Journal of the Senate of Maine,['Maine. Legislature. Senate'],en,['Maine'],,NOT_MATURE,,1909,
892,"Moody's Manual of Investments, American and Foreign",,en,['Corporations'],,NOT_MATURE,,1933,
893,Nuclear Science Abstracts,,en,['Nuclear energy'],,NOT_MATURE,,1970,
894,Criminology Goes to the Movies,"['Nicole Rafter', 'Michelle Brown']",en,['Law'],,NOT_MATURE,NYU Press,01/09/2011,236
895,Shades of Gray,['Daniel Veirs'],en,['Fiction'],,NOT_MATURE,Redemption Press,23/07/2014,
896,Tyler Perry,['Janice D. Hamlet'],en,['Performing Arts'],,NOT_MATURE,Univ. Press of Mississippi,15/10/2019,136
897,Costume Design in the Movies,['Elizabeth Leese'],en,['Antiques & Collectibles'],,NOT_MATURE,Courier Corporation,19/12/2012,176
898,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,09/09/2003,176
899,The Hollywood Reporter,,en,['Motion pictures'],,NOT_MATURE,,2009,
900,CliffsNotes on Keyes' Flowers For Algernon,['Janet Clark'],en,['Literary Criticism'],,NOT_MATURE,Houghton Mifflin Harcourt,07/03/2001,66
901,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
902,The Play of Daniel Keyes' Flowers for Algernon,"['Bert Coules', 'Daniel Keyes']",en,['English drama'],4.5,NOT_MATURE,Heinemann,1993,128
903,Godzilla: King of the Monsters - the Official Movie Novelisation,['Greg Keyes'],en,['Fiction'],,NOT_MATURE,Titan Books,28/05/2019,325
904,"Billy Wilder, American Film Realist",['Richard Armstrong'],en,['Performing Arts'],,NOT_MATURE,McFarland,01/09/2015,172
905,A Divided World,['Nick Smedley'],en,['Performing Arts'],,NOT_MATURE,Intellect Books,27/04/2011,282
906,Tyler Perry,['Janice D. Hamlet'],en,['Performing Arts'],,NOT_MATURE,Univ. Press of Mississippi,15/10/2019,136
907,Dark cinema,['Jon Tuska'],en,['Language Arts & Disciplines'],,NOT_MATURE,Praeger Pub Text,1984,305
908,Magill's Cinema Annual,['Frank Northen Magill'],en,['Performing Arts'],,NOT_MATURE,Gale / Cengage Learning,15/11/1986,690
909,Success in the Cinema MoneyMaking Movies,['John Howard Reid'],en,['Performing Arts'],1,NOT_MATURE,Lulu.com,01/06/2006,272
910,Hollywood's dark cinema,['R. Barton Palmer'],en,['Performing Arts'],,NOT_MATURE,Twayne Pub,1994,206
911,Cinema as Weather,['Kristi McKim'],en,['Art'],,NOT_MATURE,Routledge,2013,217
912,Science-fiction & Fantasy Cinema,['John Howard Reid'],en,['Performing Arts'],5,NOT_MATURE,Lulu.com,01/01/2007,320
913,Cinema of Obsession,"['Dominique Mainon', 'James Ursini']",en,['Performing Arts'],,NOT_MATURE,Hal Leonard Corporation,2007,392
914,The Digital Hand,['James W. Cortada'],en,['Business & Economics'],,NOT_MATURE,Oxford University Press,2006,629
915,X Internet,['Jessica Keyes'],en,['Computers'],,NOT_MATURE,CRC Press,02/03/2007,416
916,Internet Management,['Jessica Keyes'],en,['Computers'],,NOT_MATURE,CRC Press,28/07/1999,776
917,How to be a Successful Internet Consultant,['Jessica Keyes'],en,['Business & Economics'],,NOT_MATURE,Computing McGraw-Hill,01/01/1997,435
918,Datacasting,['Jessica Keyes'],en,['Computers'],,NOT_MATURE,McGraw-Hill Companies,1998,555
919,Security Technologies for the World Wide Web,['Rolf Oppliger'],en,['Computers'],,NOT_MATURE,Artech House,2003,416
920,SCLC,,en,['African Americans'],,NOT_MATURE,,1996,
921,Web Services,['Liang-Jie Zhang'],en,['Computers'],,NOT_MATURE,Springer Science & Business Media,23/09/2004,303
922,Going Global: An Information Sourcebook for Small and Medium-sized Businesses,['Susan C. Awe'],en,['Language Arts & Disciplines'],,NOT_MATURE,Libraries Unlimited,25/08/2009,265
923,Enterprise 2.0,['Jessica Keyes'],en,['Business & Economics'],,NOT_MATURE,CRC Press,19/04/2016,425
924,Business Week,,en,['Business'],,NOT_MATURE,,1957-04,
925,Quantum Roots,['Kyle Keyes'],en,['Fiction'],,NOT_MATURE,Createspace Independent Pub,16/08/2012,262
926,Foundations of Quantum Mechanics in the Light of New Technology,['Sadao Nakajima'],en,['Science'],,NOT_MATURE,World Scientific,1996,482
927,Foundations of Quantum Mechanics in the Light of New Technology,"['S Nakajima', 'Y Murayama', 'A Tonomura']",en,['Science'],,NOT_MATURE,World Scientific,03/01/1997,496
928,Quantum Roots II,['Kyle Keyes'],en,,,NOT_MATURE,Kyle Keyes,12/02/2017,
929,Advances in Cryptology,['Alexandra Boldyreva'],en,['Cryptography'],,NOT_MATURE,Springer,1998,606
930,Contracts,['Aspen Publishers'],en,['Law'],,NOT_MATURE,Aspen Publishers Online,17/12/2007,275
931,"Casenote Legal Briefs for Contracts, Keyed to Crandall and Whaley",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,05/06/2012,160
932,Chaos in Classical and Quantum Mechanics,['Martin C. Gutzwiller'],en,['Mathematics'],5,NOT_MATURE,Springer Science & Business Media,01/08/1991,432
933,Quantum Mechanics with Applications to Nanotechnology and Information Science,"['Yehuda B. Band', 'Yshai Avishai']",en,['Science'],,NOT_MATURE,Academic Press,10/01/2013,992
934,Quantum Electronics,"['Pierre Grivet', 'N. Bloembergen']",en,['Quantum electronics'],,NOT_MATURE,,1964,1923
935,Commencement,"['University of California, Berkeley']",en,,,NOT_MATURE,,1960,
936,A Survey of American Chemistry,['National Research Council (U.S.). Division of Chemistry and Chemical Technology'],en,['Chemistry'],,NOT_MATURE,National Academies,1933,
937,"Chemistry, key to better living",['American Chemical Society'],en,['Science'],,NOT_MATURE,,1951,244
938,Grants and Awards for the Fiscal Year Ended ...,['National Science Foundation (U.S.)'],en,['Federal aid to research'],,NOT_MATURE,,1974,
939,Commencement[programme],"['University of California, Berkeley']",en,"['Dissertations, Academic']",,NOT_MATURE,,1959,
940,Molecular Modeling and Theory in Chemical Engineering,"['James Wei', 'Morton M. Denn', 'John H. Seinfeld', 'Arup Chakraborty', 'Jackie Ying', 'Nicholas Peppas', 'George Stephanopoulos']",en,['Technology & Engineering'],,NOT_MATURE,Elsevier,18/12/2001,493
941,Chemical Engineering,,en,"['Chemistry, Technical']",,NOT_MATURE,,1985,
942,Concepts of Chemical Engineering 4 Chemists,['Stefaan J. R. Simons'],en,['Technology & Engineering'],,NOT_MATURE,Royal Society of Chemistry,2007,350
943,Sources of Engineering Information,['Blanche Harris Dalton'],en,['Engineering'],,NOT_MATURE,Univ of California Press,1948,109
944,Chemical Engineering Progress,,en,"['Chemistry, Technical']",,NOT_MATURE,,1997,
945,Annual Report of the Bureau of Animal Industry for the Year ...,['United States. Bureau of Animal Industry'],en,['Animal industry'],,NOT_MATURE,,1886,
946,Queer Ecologies,"['Catriona Mortimer-Sandilands', 'Bruce Erickson']",en,['Philosophy'],,MATURE,Indiana University Press,14/07/2010,424
947,"Nimble, Focused, Feisty",['Sara Roberts'],en,['Business & Economics'],,NOT_MATURE,BenBella Books,16/08/2016,336
948,New Scientist,,en,['Science'],,NOT_MATURE,,1976,
949,National Petroleum News,,en,['Petroleum'],,NOT_MATURE,,2003,
950,Paper Trade Journal,,en,['Paper industry'],,NOT_MATURE,,1937,
951,"Water Use in the Yuba and Bear River Basins, California",,en,['Bear River Watershed (Calif.)'],,NOT_MATURE,,1969,438
952,The Saturday Evening Post,,en,,,NOT_MATURE,,1943-09,
953,Ethnomusicology at UCLA,,en,['Ethnomusicologists'],,NOT_MATURE,,1997,
954,The Hollywood Reporter,,en,['Motion picture industry'],,NOT_MATURE,,1990,
955,The Keyes and Gleason families,['Mary Keyes'],en,,,NOT_MATURE,,1971,184
956,الصين شركة عملاقة,['Ted Fishman'],ar,['History'],,NOT_MATURE,العبيكان للنشر,14/10/2009,384
957,Writers for young adults,['Adele Sarkissian'],en,['Literary Criticism'],,NOT_MATURE,Gale Cengage,1979,199
958,Children's Authors and Illustrators,"['Dennis La Beau', 'Adele Sarkissian', 'Joyce Nakamura']",en,['Authors'],,NOT_MATURE,,1995,811
959,Children's Authors and Illustrators,['Adele Sarkissian'],en,['Authors'],,NOT_MATURE,"Detroit, Mich. : Gale Research Company",01/01/1981,667
960,Minutes of the East Ohio Conference of the Methodist Episcopal Church,['Methodist Episcopal Church. East Ohio Conference'],en,,,NOT_MATURE,,1890,
961,Light Absorption of Organic Colorants,"['J. Fabian', 'H. Hartmann']",en,['Science'],,NOT_MATURE,Springer Science & Business Media,11/11/2013,248
962,"Fashion, Work, and Politics in Modern France",['S. Zdatny'],en,['Business & Economics'],,NOT_MATURE,Springer,13/05/2006,325
963,Modern Heterocyclic Chemistry,"['Julio Alvarez-Builla', 'Juan José Vaquero', 'José Barluenga']",en,,,NOT_MATURE,John Wiley & Sons,2011,633
964,Biography and Genealogy Master Index,,en,['Biography'],,NOT_MATURE,,1999,
965,Cloth in West African History,['Colleen E. Kriger'],en,['History'],,NOT_MATURE,Rowman Altamira,2006,214
966,تاريخ المكتبات,['الفرد هيسيل/شعبات عبد العزيز خليفة/-'],ar,,,NOT_MATURE,ktab INC.,01/01/1993,200
967,The History of the Renaissance World: From the Rediscovery of Aristotle to the Conquest of Constantinople,['Susan Wise Bauer'],en,['History'],4.5,NOT_MATURE,W. W. Norton & Company,23/09/2013,768
968,القسم الجامعي المنتج للبحوث,"['كارول ج. بلاند', 'آن ماري ويبرمين', 'شارون ماري لوند ', 'ديبورا أ.فنستاد ']",ar,['Education'],,NOT_MATURE,العبيكان للنشر,03/09/2012,382
969,Essays in Indian History,['Irfan Habib'],en,['History'],,NOT_MATURE,Anthem Press,2002,426
970,"Abḥāth al-Nadwah al-ʻĀlamīyah al-Ūlá li-Tārīkh al-ʻUlūm ʻinda al-ʻArab, al-munʻaqidah bi-Jāmiʻat Ḥalab min 5-12 Rabīʻ al-Thānī 1396 al-muwāfiq li 5-12 Nīsān (Abrīl) 1976",['Aḥmad Yūsuf Ḥasan'],ar,['Science'],,NOT_MATURE,,1978,
971,Paperbound Books in Print,,en,['Bibliography'],,NOT_MATURE,,1982,
972,Books in Print Supplement,,en,['American literature'],,NOT_MATURE,,1982,
973,Essays in Indian History,['Irfan Habib'],en,['China'],,NOT_MATURE,,1995,181
974,دائرة المعارف,['Fuʼād Afrām Bustānī'],ar,"['Encyclopedias and dictionaries, Arabic']",,NOT_MATURE,,1977,
975,"A History of Women's Hairstyles, 1500-1965",['Jean Keyes'],en,['Hairdressing'],,NOT_MATURE,Taylor & Francis,1967,86
976,Computerworld,,en,,,NOT_MATURE,,14/07/1980,136
977,Religion and Orientalism in Asian Studies,['Kiri Paramore'],en,['Religion'],,NOT_MATURE,Bloomsbury Publishing,06/10/2016,232
978,Doowop,['Robert Pruter'],en,['Music'],,NOT_MATURE,University of Illinois Press,1996,304
979,Register - University of California,,en,,,NOT_MATURE,,1925,
980,An Unpredictable Gospel,['Jay Riley Case'],en,['Religion'],,NOT_MATURE,Oxford University Press,02/01/2012,328
981,Waltzing Into the Cold War,['James Jay Carafano'],en,['History'],,NOT_MATURE,Texas A&M University Press,2002,248
982,History of an idea,['Allan Michael Hoffman'],en,['Education'],,NOT_MATURE,,01/11/1981,305
983,History of Dane County;,['Elisha W 1828-1910 Keyes'],en,,,NOT_MATURE,Franklin Classics,13/10/2018,988
984,Beyond Our Means,['Sheldon Garon'],en,['History'],,NOT_MATURE,Princeton University Press,31/10/2011,488
985,CJKV Information Processing,['Ken Lunde'],en,['Computers'],,NOT_MATURE,"""O'Reilly Media, Inc.""",1999,1101
986,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,09/09/2003,176
987,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
988,Adobe Premiere Pro CS3,['Adobe Systems'],en,['Computers'],3,NOT_MATURE,Peachpit Press,2008,452
989,Adobe Premiere Pro CS4 Classroom in a Book,['Adobe Creative Team'],en,['Computers'],5,NOT_MATURE,Peachpit Press,26/04/2010,416
990,Adobe Premiere Pro 2.0,"['Adobe Creative Team', 'Adobe Systems']",en,['Computers'],5,NOT_MATURE,Adobe Press,2006,535
991,Adobe After Effects CC Classroom in a Book (2014 release),"['Andrew Faulkner', 'Brie Gyncild']",en,['Computers'],,NOT_MATURE,Adobe Press,12/12/2014,408
992,PDF Reference,['Adobe Systems'],en,['Computers'],4,NOT_MATURE,Adobe Press,2005,1213
993,Adobe Kroger,['Dan Sacharow'],en,['Fiction'],,NOT_MATURE,iUniverse,23/05/2013,396
994,Adobe ColdFusion Anthology,"['Michael Dinowitz', 'Judith Dinowitz']",en,['Computers'],,NOT_MATURE,Apress,28/12/2010,528
995,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5,NOT_MATURE,Knopf Books for Young Readers,09/09/2014,240
996,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,16/01/2009,304
997,Annual Institute on Securities Regulation,['Practising Law Institute'],en,['Securities'],,NOT_MATURE,,1979,
998,Sammy Keyes and the Dead Giveaway,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,304
999,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,24/12/2008,320
1000,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
1001,The Keyes of the Kingdom of Heaven,['John Cotton'],en,['Congregational churches'],,NOT_MATURE,,1843,108
1002,H.A.L.O,['Derek Hart'],en,['Fiction'],,NOT_MATURE,iUniverse,01/07/2003,252
1003,Antiquarian Bookman,['William White'],en,['Booksellers and bookselling'],,NOT_MATURE,,1948,
1004,Campaign 2000,['William L. Benoit'],en,['Language Arts & Disciplines'],,NOT_MATURE,Rowman & Littlefield Pub Inc,2003,286
1005,Bulletin,,en,['Geology'],,NOT_MATURE,,1915,
1006,A Historical Guide to Henry David Thoreau,['William E. Cain'],en,['Literary Criticism'],,NOT_MATURE,Oxford University Press,02/11/2000,304
1007,Mineral Resources of Alaska,['Alfred Hulse Brooks'],en,['Geology'],,NOT_MATURE,,1913,308
1008,A Southern Collection,,en,['Art'],,NOT_MATURE,University of Georgia Press,01/02/1993,248
1009,The Guide to Catholic Literature,['Walter Romig'],en,['Catholic literature'],,NOT_MATURE,,1965,
1010,A Study Guide for Daniel Keyes's Flowers for Algernon,"['Gale, Cengage Learning']",en,['Literary Criticism'],,NOT_MATURE,"Gale, Cengage Learning ",13/03/2015,15
1011,Agenda,['William Cookson'],en,['English poetry'],,NOT_MATURE,,1983,
1012,What Do We Tell the Children? Critical Essays on Children’s Literature,"['Ciara Ní Bhroin', 'Patricia Kennon']",en,['Literary Criticism'],,NOT_MATURE,Cambridge Scholars Publishing,15/03/2012,220
1013,"Foreign languages, linguistics and philology",['Jaques Cattell Press'],en,"['Scholars, American']",,NOT_MATURE,,1978,
1014,"""Swinging London"" by M. Keyes - a Stylistic Analysis of a Sample of Literary Prose",['Sylvia Hadjetian'],en,,5,NOT_MATURE,GRIN Verlag,2007-10,28
1015,"Bibliography of North American Geology, 1929-1939",['Emma Mertins Thom'],en,['Geology'],,NOT_MATURE,,1944,1546
1016,Bibliography of North American Geology,,en,['Geology'],,NOT_MATURE,,1909,
1017,Race and Ethnicity in America: From Pre-contact to the Present [4 volumes],"['Russell M. Lawson', 'Benjamin A. Lawson']",en,['History'],,NOT_MATURE,ABC-CLIO,11/10/2019,1360
1018,"Contributions to Economic Geology (short Papers and Preliminary Reports, 1925",['Gerald Francis Loughlin'],en,['Antimony'],,NOT_MATURE,,1926,167
1019,Bulletin,,en,['Geology'],,NOT_MATURE,,1927,
1020,Latin America's Economic Challenge,['Alan Lee Keyes'],en,['Latin America'],,NOT_MATURE,,1986,3
1021,Irish America,,en,['Irish'],,NOT_MATURE,,2002,
1022,The Pan-American Geologist,['Charles Rollin Keyes'],en,['Geology'],,NOT_MATURE,,1937,
1023,Arid Land Geom: Geom Crit Conc,['David Evans'],en,['Reference'],,NOT_MATURE,Routledge,01/02/2013,544
1024,The Pan-American Geologist,,en,['Geology'],,NOT_MATURE,,1939,
