id,compound_id,species_text,species_accession,component_text,component_accession,strain_text,source_type,source_accession,comments
284,65530,Brucea sumatrana,IPNI:813620-1,,,,Article,"DUOC HOC, 1979,4,15",
285,65531,Brucea javanica,NCBI:txid210348,fruit,BTO:0000486,,DOI,10.1016/S1383-5769(99)00023-9,
286,65531,Brucea sumatrana,IPNI:813620-1,,,,Article,"DUOC HOC, 1979,4,15",
287,65532,Brucea sumatrana,IPNI:813620-1,,,,Article,"DUOC HOC, 1979,4,15",
288,65532,Brucea javanica,NCBI:txid210348,fruit,BTO:0000486,,DOI,10.1016/S1383-5769(99)00023-9,
289,65533,Brucea sumatrana,IPNI:813620-1,,,,Article,"DUOC HOC, 1979,4,15",
290,65533,Brucea javanica,NCBI:txid210348,fruit,BTO:0000486,,DOI,10.1016/S1383-5769(99)00023-9,
291,65534,Brunfelsia grandiflora,NCBI:txid1035550,leaf,BTO:0000713,,PubMed Id,18175984,
292,65535,Haplophyllum tuberculatum,NCBI:txid452784,,,,DOI,10.1016/S0031-9422(00)82500-5,
293,65535,Euodia roxburghiana,IPNI:773124-1,,,,PubMed Id,8778237,
294,65536,Euodia roxburghiana,IPNI:773124-1,,,,PubMed Id,8778237,
295,65536,Haplophyllum tuberculatum,NCBI:txid452784,,,,DOI,10.1016/S0031-9422(00)82500-5,
296,65537,Geotrichum,NCBI:txid43987,,,,PubMed Id,12762815,Endophytic fungus of Crassocephalum crepidioides
297,65538,Centella asiatica,NCBI:txid48106,aerial part,BTO:0001658,,PubMed Id,17520525,
298,65539,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
299,65540,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
300,65541,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
301,65542,Caesalpinia bonducella,IPNI:117113-3,seed,BTO:0001226,,DOI,10.1016/S0040-4039(01)89961-5,
302,65542,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
303,65543,Caesalpinia bonducella,IPNI:117113-3,seed,BTO:0001226,,DOI,10.1016/S0040-4039(01)89961-5,
304,65543,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
305,65544,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
306,65545,Caesalpinia crista,NCBI:txid857495,seed kernel,BTO:0000668,,PubMed Id,15921414,
307,65546,Gliocladium virens,NCBI:txid29875,,,IFO 9166,PubMed Id,2292685,
308,65547,Hippophae rhamnoides,NCBI:txid193516,branch,BTO:0000148,,PubMed Id,17202693,Previous component: branch bark;
309,65548,Parthenocissus tricuspidata,NCBI:txid345127,leaf,BTO:0000713,,PubMed Id,15089035,
310,65549,Bruguiera parviflora,NCBI:txid106618,fruit,BTO:0000486,,PubMed Id,15635238,
311,65550,Putoria calabrica,NCBI:txid35915,aerial part,BTO:0001658,,PubMed Id,11473436,
312,65551,Putoria calabrica,NCBI:txid35915,aerial part,BTO:0001658,,PubMed Id,11473436,
313,65552,Calophyllum brasiliense,IPNI:427115-1,leaf,BTO:0000713,,PubMed Id,15340243,
314,65552,Calophyllum lanigerum var. austrocoriaceum,IPNI:876292-1,twig,BTO:0001411,,PubMed Id,9784162,
315,65552,Calophyllum lanigerum var. austrocoriaceum,IPNI:876292-1,fruit,BTO:0000486,,PubMed Id,9784162,
316,65553,Calophyllum teysmannii var. inophylloide,IPNI:876299-1,latex,BTO:0000710,,PubMed Id,9784162,
317,65553,Calophyllum brasiliense,IPNI:427115-1,leaf,BTO:0000713,,PubMed Id,15340243,
318,65554,Calophyllum teysmannii var. inophylloide,IPNI:876299-1,stem,BTO:0001300,,PubMed Id,8792623,Previous component: stem bark;
319,65554,Calophyllum lanigerum var. austrocoriaceum,IPNI:876292-1,stem,BTO:0001300,,PubMed Id,8792623,Previous component: stem bark;
320,65555,Calophyllum teysmannii var. inophylloide,IPNI:876299-1,stem,BTO:0001300,,PubMed Id,8792623,Previous component: stem bark;
321,65555,Calophyllum lanigerum var. austrocoriaceum,IPNI:876292-1,stem,BTO:0001300,,PubMed Id,8792623,Previous component: stem bark;
322,65556,Callipelta,WORMS:171128,,,,DOI,10.1021/ja954287p,
323,65557,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
324,65558,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
325,65559,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
326,65560,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
327,65561,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
328,65562,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
329,65563,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
330,65564,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
331,65565,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
332,65566,Callophycus serratus,NCBI:txid632897,,,,PubMed Id,17715978,
333,65567,Callyspongia truncata,WORMS:184415,,,,PubMed Id,12713420,
334,65568,Calotropis gigantea,NCBI:txid4066,root,BTO:0001188,,PubMed Id,19052526,
335,17793,Andira inermis,NCBI:txid53825,leaf,BTO:0000713,,PubMed Id,11025148,
336,17793,Astragalus membranaceus,NCBI:txid649199,root,BTO:0001188,,PubMed Id,17253088,
337,17793,Bowdichia nitida,IPNI:482138-1,,,,Article,"LIEBIGS ANN CHEM,1974,1295",
338,17793,Psorothamnus arborescens,NCBI:txid248527,root,BTO:0001188,,PubMed Id,16441066,
339,17793,Sophora secundiflora,NCBI:txid48122,,,,DOI,10.1016/S0040-4039(00)78784-3,
340,17793,Myroxylon peruiferum,IPNI:509454-1,,,,DOI,10.1016/0031-9422(79)80020-5,
341,17793,Milletia laurentii,IPNI:507419-1,heartwood,PO:0004512,,DOI,10.1016/S0031-9422(99)00043-6,
342,17793,Myroxylon balsamum,NCBI:txid53906,,,,DOI,10.1016/S0031-9422(00)89391-7,
343,17793,Cyclolobium claussenii,IPNI:489268-1,,,,DOI,10.1016/0031-9422(75)80372-4,
344,17793,Bowdichia virgilioides,IPNI:482144-1,xylem,BTO:0001468,,PubMed Id,16286304,Previous component: wood;
345,17793,Trifolium pratense,NCBI:txid57577,,,,DOI,10.1016/S0031-9422(00)94679-X,
346,17793,Machaerium mucronulatum,IPNI:505522-1,,,,DOI,10.1016/S0031-9422(00)94598-9,
347,65569,Camellia japonica,NCBI:txid4443,leaf,BTO:0000713,,PubMed Id,16926516,Fresh leaves
348,65570,Caminus sphaeroconia,WORMS:170055,,,,PubMed Id,12423093,
349,65571,Sesquicillium candelabrum,NCBI:txid180436,,,,PubMed Id,11430046,
350,65572,Sesquicillium candelabrum,NCBI:txid180436,,,,PubMed Id,11430046,
351,65573,Sesquicillium candelabrum,NCBI:txid180436,,,,PubMed Id,11430046,
352,65574,Lysimachia capillipes,NCBI:txid306310,whole plant,BTO:0001461,,PubMed Id,16595968,
353,65575,Sinularia capillosa,WORMS:288499,,,,PubMed Id,11087604,
354,65575,Sinularia microclavata,WORMS:288550,,,,PubMed Id,16038555,
355,65576,Carpesium divaricatum,NCBI:txid313927,aerial part,BTO:0001658,,PubMed Id,9392887,
356,65577,Carpesium divaricatum,NCBI:txid313927,aerial part,BTO:0001658,,PubMed Id,9392887,
357,65578,Carpesium divaricatum,NCBI:txid313927,aerial part,BTO:0001658,,PubMed Id,9392887,
358,65579,Carpesium divaricatum,NCBI:txid313927,aerial part,BTO:0001658,,PubMed Id,9392887,
359,65580,Pseudopterogorgia elisabethae,NCBI:txid204377,,,,PubMed Id,17715964,
360,65581,Pseudopterogorgia elisabethae,NCBI:txid204377,,,,PubMed Id,17715964,
361,65582,Lyngbya majuscula,NCBI:txid158786,,,,PubMed Id,17441769,Panamanian strain of the marine cyanobacterium
362,65582,Lyngbya majuscula,NCBI:txid158786,,,,PubMed Id,9584405,Caribbean variety of Marine cyanobacterium
363,65583,Lyngbya majuscula,NCBI:txid158786,,,,PubMed Id,17441769,Panamanian strain of the marine cyanobacterium
364,65584,Lyngbya majuscula,NCBI:txid158786,,,,PubMed Id,17441769,Panamanian strain of the marine cyanobacterium
365,65585,Rosmarinus officinalis,NCBI:txid39367,leaf,BTO:0000713,,PubMed Id,8229021,
366,65586,Casearia membranacea,IPNI:779616-1,leaf,BTO:0000713,,PubMed Id,14709876,
367,65586,Casearia membranacea,IPNI:779616-1,twig,BTO:0001411,,PubMed Id,14709876,
368,65587,Casearia membranacea,IPNI:779616-1,twig,BTO:0001411,,PubMed Id,14709876,
369,65587,Casearia membranacea,IPNI:779616-1,leaf,BTO:0000713,,PubMed Id,14709876,
370,65588,Casearia nigrescens,IPNI:779628-1,flower,BTO:0000469,,PubMed Id,17315961,
371,65588,Casearia nigrescens,IPNI:779628-1,leaf,BTO:0000713,,PubMed Id,17315961,
372,65589,Casearia nigrescens,IPNI:779628-1,leaf,BTO:0000713,,PubMed Id,17315961,
373,65589,Casearia nigrescens,IPNI:779628-1,flower,BTO:0000469,,PubMed Id,17315961,
374,65590,Casearia nigrescens,IPNI:779628-1,leaf,BTO:0000713,,PubMed Id,17315961,
375,65590,Casearia nigrescens,IPNI:779628-1,flower,BTO:0000469,,PubMed Id,17315961,
376,65591,Casearia nigrescens,IPNI:779628-1,flower,BTO:0000469,,PubMed Id,17315961,
377,65591,Casearia nigrescens,IPNI:779628-1,leaf,BTO:0000713,,PubMed Id,17315961,
378,65592,Casearia grewiifolia,IPNI:779573-1,bark,BTO:0001301,,PubMed Id,15730240,
379,65593,Casearia grewiifolia,IPNI:779573-1,bark,BTO:0001301,,PubMed Id,15730240,
380,65594,Casearia grewiifolia,IPNI:779573-1,bark,BTO:0001301,,PubMed Id,15730240,
381,65595,Casearia grewiifolia,IPNI:779573-1,bark,BTO:0001301,,PubMed Id,15730240,
382,65596,Senna siamea,NCBI:txid346999,leaf,BTO:0000713,,PubMed Id,17685627,
383,65597,Senna siamea,NCBI:txid346999,leaf,BTO:0000713,,PubMed Id,17685627,
384,65598,Cassia obtusifolia,NCBI:txid346985,seed,BTO:0001226,,PubMed Id,9810700,
385,27860,Castanospermum australe,NCBI:txid24962,,,,DOI,10.1016/0031-9422(81)85181-3,
386,65599,Penicillium citrinum,NCBI:txid5077,,,,PubMed Id,7766039,
387,65600,Penicillium citrinum,NCBI:txid5077,,,,PubMed Id,7766039,
388,65601,Trichilia catigua,IPNI:579374-1,bark,BTO:0001301,,PubMed Id,18020420,
389,65602,Trichilia catigua,IPNI:579374-1,bark,BTO:0001301,,PubMed Id,18020420,
390,65603,Cynanchum auriculatum,NCBI:txid157409,root,BTO:0001188,,PubMed Id,18401845,
391,65604,Caulophyllum robustum,NCBI:txid48401,,,,PubMed Id,19407969,
392,65605,Celastrus hindsii,NCBI:txid489979,stem,BTO:0001300,,DOI,10.1016/S0031-9422(96)00719-4,
393,63959,Tripterygium wilfordii,NCBI:txid458696,root,BTO:0001188,,DOI,10.1186/1471-2202-6-1,Previous component: root bark;
394,63959,Celastrus paniculatus,NCBI:txid994668,root,BTO:0001188,,DOI,10.1016/0031-9422(90)80182-G,Previous component: root outer bark;
395,63959,Celastrus hypoleucus,NCBI:txid489980,root,BTO:0001188,,PubMed Id,15593077,
396,63959,Celastrus orbiculatus,NCBI:txid85181,root,BTO:0001188,,PubMed Id,11809076,
397,65606,Cratoxylum celebicum,IPNI:433052-1,,,,DOI,10.1016/S0040-4020(01)98552-7,
398,65606,Cratoxylum cochinchinense,NCBI:txid271749,root,BTO:0001188,,PubMed Id,16651783,
399,65607,Cratoxylum cochinchinense,NCBI:txid271749,root,BTO:0001188,,PubMed Id,16651783,
400,65608,Pseudoceratina,NCBI:txid283601,,,,PubMed Id,14627391,
401,65609,Pseudoceratina,NCBI:txid283601,,,,PubMed Id,14627391,
402,65610,Chaetomium,NCBI:txid5149,,,IFB-E015,PubMed Id,17134253,Endophytic fungus on the leaves of Adenophora axilliflora
403,65611,Chaetomium,NCBI:txid5149,,,,PubMed Id,18683985,
404,65612,Chaetomium,NCBI:txid5149,,,,PubMed Id,18683985,
405,65613,Chaetomium,NCBI:txid5149,,,,PubMed Id,18683985,
406,65614,Stellera chamaejasme,NCBI:txid142738,root,BTO:0001188,,PubMed Id,15997133,
407,65615,Stellera chamaejasme,NCBI:txid142738,root,BTO:0001188,,PubMed Id,15997133,
408,65616,Nocardia mediterranei Subsp kanglensis,NCBI:txid454030,,,,DOI,10.1038/ja.2007.25,
409,65617,Celastrus angulatus,NCBI:txid489977,seed,BTO:0001226,,DOI,10.1016/S0031-9422(99)00216-2,
410,65618,Streptomyces sp.,NCBI:txid1931,,,WK-3419,PubMed Id,9066768,
411,65619,Streptomyces sp.,NCBI:txid1931,,,,PubMed Id,9066767,
412,65620,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
413,65621,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
414,65621,Galtonia candicans,NCBI:txid81751,bulb,BTO:0000159,,PubMed Id,11515577,
415,65622,Galtonia candicans,NCBI:txid81751,bulb,BTO:0000159,,PubMed Id,11515577,
416,65622,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
417,65623,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
418,65624,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
419,65625,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
420,65626,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
421,65627,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
422,65628,Galtonia candicans,NCBI:txid81751,bulb,BTO:0000159,,PubMed Id,11515577,
423,65628,Ornithogalum thyrsoides,NCBI:txid484172,bulb,BTO:0000159,,PubMed Id,12398536,
424,65629,Ornithogalum saundersiae,NCBI:txid484171,bulb,BTO:0000159,,DOI,10.1016/S0960-894X(97)00071-1,
425,65629,Galtonia candicans,NCBI:txid81751,bulb,BTO:0000159,,PubMed Id,11515577,
426,65630,Aaptos ciliata,WORMS:170732,,,,PubMed Id,18257536,
427,65631,Aaptos ciliata,WORMS:170732,,,,PubMed Id,18257536,
428,65632,Cimicifuga foetida,NCBI:txid64032,aerial part,BTO:0001658,,PubMed Id,19280146,
429,65633,Cimicifuga foetida,NCBI:txid64032,aerial part,BTO:0001658,,PubMed Id,19280146,
430,65634,Aspergillus ochraceus,NCBI:txid40380,,,,PubMed Id,16156520,
431,65635,Fungi,,,,MF6339,PubMed Id,14748587,Sterile mycelium
432,65636,Fungi,,,,MF6339,PubMed Id,14748587,Sterile mycelium
433,65637,Morinda citrifolia,NCBI:txid43522,leaf,BTO:0000713,,PubMed Id,11348221,
434,65638,Chloranthus japonicus,NCBI:txid13007,whole plant,BTO:0001461,,PubMed Id,18451544,
435,65639,Streptomyces uncialis,NCBI:txid1048205,,,,PubMed Id,18646774,
436,65640,Clathria,NCBI:txid81539,,,,PubMed Id,11720531,MeOH-EtOAc extract
437,65641,Cleistanthus collinus,NCBI:txid1357584,aerial part,BTO:0001658,,PubMed Id,14600376,
438,65642,Rhododendron collettianum,IPNI:332217-1,aerial part,BTO:0001658,,PubMed Id,15577244,
439,65643,Streptomyces hygroscopicus,NCBI:txid1912,,,TP A0623,PubMed Id,14563159,syn/anti relative stereochemistry
440,65643,Streptomyces mediocidicus,NCBI:txid58352,,,ATCC23936,PubMed Id,17315962,syn/anti relative stereochemistry
441,65644,Cliona nigricans,NCBI:txid395611,,,,PubMed Id,15128254,
442,65645,Cliona nigricans,NCBI:txid395611,,,,PubMed Id,15128254,
443,65646,Cratoxylum cochinchinense,NCBI:txid271749,root,BTO:0001188,,PubMed Id,16310231,
444,65647,Cratoxylum cochinchinense,NCBI:txid271749,root,BTO:0001188,,PubMed Id,16310231,
445,65648,Cratoxylum cochinchinense,NCBI:txid271749,root,BTO:0001188,,PubMed Id,16310231,
446,65649,Ganoderma colossum,NCBI:txid36070,,,,PubMed Id,18547117,
447,65650,Ganoderma colossum,NCBI:txid36070,,,,PubMed Id,18547117,
448,65651,Ganoderma colossum,NCBI:txid36070,,,,PubMed Id,18547117,
449,65652,Colpomenia sinuosa,NCBI:txid87236,,,,DOI,10.1021/np50097a033,
450,65653,caragana conferta,NCBI:txid626677,whole plant,BTO:0001461,,PubMed Id,19336940,
451,65654,caragana conferta,NCBI:txid626677,whole plant,BTO:0001461,,PubMed Id,19336940,
452,65655,Streptomyces sp.,NCBI:txid1931,,,,PubMed Id,11473415,
453,65656,Streptomyces sp.,NCBI:txid1931,,,,PubMed Id,11473415,
454,65657,Convallaria majalis,NCBI:txid32189,rhizome,BTO:0001181,,PubMed Id,17268112,
455,27663,Convallaria majalis,NCBI:txid32189,aerial part,BTO:0001658,,PubMed Id,6893493,
456,27663,Convallaria majalis,NCBI:txid32189,rhizome,BTO:0001181,,PubMed Id,6893493,
457,65658,Cordyceps,NCBI:txid45234,,,BCC1788,PubMed Id,16499340,
458,64518,Cordyceps,NCBI:txid45234,,,BCC 1861,PubMed Id,17268106,
459,65659,Cyperus articulatus,IPNI:130010-3,rhizome,BTO:0001181,,PubMed Id,18234452,
460,65659,Cyperus corymbosus,IPNI:304212-1,rhizome,BTO:0001181,,DOI,10.1021/np50038a023,
461,65660,Corydalis incisa,NCBI:txid404570,aerial part,BTO:0001658,,PubMed Id,17366734,
462,3900,Saussurea lappa,NCBI:txid324593,root,BTO:0001188,,PubMed Id,18409040,
463,3900,Laurus nobilis,NCBI:txid85223,,,,PubMed Id,11912066,
464,3900,Magnolia sieboldii,NCBI:txid85868,,,,PubMed Id,11534769,
465,65661,Actinidia arguta,NCBI:txid64478,root,BTO:0001188,,PubMed Id,18481026,
466,65662,Zizyphus jujuba,NCBI:txid326968,fruit,BTO:0000486,,Article,"CHEM PHARM BULL,1978,26,6,1798",Dried fruits
467,65662,Ziziphus cambodianus,IPNI:719271-1,root,BTO:0001188,,PubMed Id,16595959,Previous component: root bark;
468,65663,Lagenaria siceraria,NCBI:txid3668,stem,BTO:0001300,,PubMed Id,18310955,
469,65664,Globularia alypum,IPNI:813050-1,aerial part,BTO:0001658,,PubMed Id,16124783,
470,65665,Celtis chinensis,IPNI:851023-1,twig,BTO:0001411,,PubMed Id,14560923,
471,65665,Solanum melongena,NCBI:txid4111,root,BTO:0001188,,DOI,10.1271/bbb1961.42.623,
472,65665,Asimina triloba,NCBI:txid12953,bark,BTO:0001301,,PubMed Id,1593281,
473,65666,Monanchora,NCBI:txid283434,,,,PubMed Id,14640525,
474,65666,Crambe crambe,NCBI:txid3722,,,,DOI,10.1021/jo00019a049,
475,65666,Batzella,ITIS:659394,,,,DOI,10.1021/jo00110a021,
476,65667,Monanchora,NCBI:txid283434,,,,PubMed Id,14640525,
477,65668,Curculigo crassifolia,NCBI:txid4675,rhizome,BTO:0001181,,PubMed Id,18958422,
478,65669,Lobophytum michaelae,WORMS:288797,,,,PubMed Id,17473465,
479,65670,Lobophytum crassum,NCBI:txid328265,,,,PubMed Id,18973388,
480,65671,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
481,65671,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
482,65671,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
483,65672,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
484,65672,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
485,65672,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
486,65673,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
487,65673,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
488,65673,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
489,65674,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
490,65674,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
491,65674,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
492,65675,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
493,65675,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
494,65675,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
495,65676,Cratoxylum Sumatranum,IPNI:433074-1,leaf,BTO:0000713,,PubMed Id,11908969,
496,65676,Cratoxylum Sumatranum,IPNI:433074-1,stem,BTO:0001300,,PubMed Id,11908969,Previous component: stem bark;
497,65676,Cratoxylum Sumatranum,IPNI:433074-1,twig,BTO:0001411,,PubMed Id,11908969,
498,65677,Crossosoma bigelovii,NCBI:txid105808,fruit,BTO:0000486,,DOI,10.1021/np8006342,
499,65677,Crossosoma bigelovii,NCBI:txid105808,leaf,BTO:0000713,,DOI,10.1021/np8006342,
500,65677,Crossosoma bigelovii,NCBI:txid105808,flower,BTO:0000469,,DOI,10.1021/np8006342,
501,65677,Crossosoma bigelovii,NCBI:txid105808,twig,BTO:0001411,,DOI,10.1021/np8006342,
502,65678,Penicillium solitum,NCBI:txid60172,,,CT2108,PubMed Id,12932120,
503,65679,Penicillium solitum,NCBI:txid60172,,,CT2108,PubMed Id,12932120,
504,65680,Lonchocarpus urucu,IPNI:503126-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
505,65680,Lonchocarpus utilis,IPNI:503127-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
506,65681,Lonchocarpus urucu,IPNI:503126-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
507,65681,Lonchocarpus utilis,IPNI:503127-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
508,65682,Lonchocarpus utilis,IPNI:503127-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
509,65682,Lonchocarpus urucu,IPNI:503126-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
510,65683,Lonchocarpus urucu,IPNI:503126-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
511,65683,Lonchocarpus utilis,IPNI:503127-1,root,BTO:0001188,,PubMed Id,10075742,"Cube resin, and extract of roots of Lonchocarpus utilis and Lonchocarpus urucu"
512,65684,Piper nigrum,NCBI:txid13216,leaf,BTO:0000713,,PubMed Id,15467205,Mixture of alpha and beta isomer
513,65685,Piper nigrum,NCBI:txid13216,leaf,BTO:0000713,,PubMed Id,15467205,Mixture of alpha and beta isomer
514,65686,Cudrania tricuspidata,NCBI:txid210328,root,BTO:0001188,,PubMed Id,15787460,Previous component: root bark;
515,65687,Cudrania tricuspidata,NCBI:txid210328,root,BTO:0001188,,PubMed Id,19280148,Previous component: root bark;
516,65688,Cudrania tricuspidata,NCBI:txid210328,root,BTO:0001188,,PubMed Id,19280148,Previous component: root bark;
517,65689,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
518,65690,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
519,65691,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
520,65692,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
521,65693,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
522,65694,Dysoxylum cumingianum,IPNI:578103-1,leaf,BTO:0000713,,DOI,10.1021/jo00051a050,
523,3960,Cupressus sempervirens,NCBI:txid13469,leaf,BTO:0000713,,DOI,10.1021/np50051a032,
