DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04935913262098, 49.279047220154084], [-123.04912501613137, 49.279047158010144]]}"
150;1975-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.023667468429, 49.27344600478422], [-123.02366663584193, 49.273429813615564]]}"
100;1976-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04538237464439, 49.26382583749782], [-123.04513565691879, 49.263825043615434]]}"
200;1950-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04192755683023, 49.290705702189136], [-123.0418711436987, 49.290671091271165], [-123.04137177138601, 49.29046843922996], [-123.04011280265482, 49.28969754791368]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04557745544855, 49.27430414710765], [-123.04557954624028, 49.274186039471324]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04557954624028, 49.274186039471324], [-123.0455807252538, 49.274122802837276]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03103879782613, 49.282931423305044], [-123.03121906031791, 49.282931644599095]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03658715655675, 49.24873175654654], [-123.0364347058073, 49.24873172376779]]}"
150;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03225875379772, 49.24209177617698], [-123.0322407488014, 49.24208045619898]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03222466873851, 49.24207146544776], [-123.03220052093224, 49.24205760152447]]}"
100;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.02592794675301, 49.227241800358634], [-123.02593037455463, 49.22794429365517]]}"
800;1974-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.03107482758583, 49.28637444124111], [-123.03102460858001, 49.282231242755266]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0519846479461, 49.238832669694], [-123.05178703114763, 49.238820138123394]]}"
300;1954-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.02368614002329, 49.26535430155579], [-123.02368591151158, 49.26542250321685]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05171083832538, 49.23743530044937], [-123.0517080218431, 49.2372770753447]]}"
150;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06382295528219, 49.27829928436705], [-123.06378941520195, 49.27830452009303]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06374167182665, 49.2790985420633], [-123.06373864701915, 49.279098507751115]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06546273591522, 49.27910988525318], [-123.06374167182665, 49.2790985420633]]}"
800;;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.05175651028792, 49.22934474387208], [-123.05000471552665, 49.229326355550064]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04285842271898, 49.229343287492206], [-123.04180168745877, 49.229346859034386]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04305776356713, 49.230247830379206], [-123.04305684023996, 49.23029172757389]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0430452726541, 49.23163276251658], [-123.04304143160455, 49.231938872437446]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04607882352786, 49.229355774581784], [-123.04599626306778, 49.22935719275391]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05124446165823, 49.24447888888185], [-123.05115526480091, 49.24457076975203]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05269427927229, 49.24298530647904], [-123.05273136124337, 49.24294724870393]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04564701434172, 49.24787959854761], [-123.0451098123154, 49.247880295292646]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04599644298162, 49.2478798917289], [-123.04709672075359, 49.2478938587921]]}"
300;1948-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06504302552591, 49.25119163241849], [-123.06504315111991, 49.25118263712378]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05159916916702, 49.231225533470614], [-123.05159856394266, 49.231185145046176]]}"
200;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06580470922306, 49.27298908820977], [-123.06568373170597, 49.27298763685699]]}"
200;1982-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06568373170597, 49.27298763685699], [-123.06566021022046, 49.27298765022564]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06551616522964, 49.2729864726639], [-123.0654952619601, 49.27298081754476]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06359581253851, 49.273786345354715], [-123.06358316478003, 49.27378626236333]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06376438202335, 49.27477689248791], [-123.06363089034018, 49.27477588665503]]}"
150;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06149302303658, 49.280216638066484], [-123.0599238400759, 49.28020814348163]]}"
800;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.07432935706713, 49.273112388198925], [-123.07452341609837, 49.27311417917629]]}"
300;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06490634444935, 49.25132969602083], [-123.06485834770126, 49.251404113475424]]}"
300;1969-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03109559152735, 49.287577098522846], [-123.0311581735946, 49.2875770816653]]}"
300;1969-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0311581735946, 49.2875770816653], [-123.03116673614196, 49.28704635551945]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.02353436840943, 49.29087264494162], [-123.02353530755445, 49.290823261315424]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07279789684492, 49.27666117295809], [-123.07282264432864, 49.276661607123295]]}"
150;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04733449035066, 49.2311699968947], [-123.04606818017848, 49.2311446744507]]}"
150;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04870009989794, 49.23119861886891], [-123.04866905555801, 49.23119676093906]]}"
20;1966-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.04131286563093, 49.22919511397519], [-123.04110779997119, 49.22919383784134]]}"
150;1950-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04197112563014, 49.290675642532925], [-123.0419564195444, 49.29068590235764]]}"
25;1965-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.04096990399844, 49.228418126739996], [-123.04097992209196, 49.22822535478037]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04596340902398, 49.230275540615004], [-123.04579811602028, 49.23027385218881]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06745144416537, 49.272996207332135], [-123.06749747525178, 49.272979989109984]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06751053571764, 49.272980431239375], [-123.0676487269815, 49.27298348074167]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04043187642952, 49.229336732185274], [-123.04035234988167, 49.22933640917712]]}"
150;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0664950435008, 49.24150367000606], [-123.06642923461838, 49.24150252049397]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05862759450287, 49.23743330163905], [-123.05870713427444, 49.23743371100831]]}"
200;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07130796544405, 49.24608434889043], [-123.07130823065324, 49.24607769225493]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07226973276028, 49.248351880617186], [-123.07125528647057, 49.247888419894196]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07121075220839, 49.247867857272716], [-123.07114586858356, 49.247837664281334]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07214146011769, 49.24847025703638], [-123.07211928587559, 49.248491040862994]]}"
200;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05658828788913, 49.246189923875846], [-123.05658653156769, 49.24553070914975]]}"
200;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0565851594501, 49.24542410731878], [-123.05658445434874, 49.24536015155851]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06951081397222, 49.27843138022165], [-123.07048453602692, 49.278447251544044]]}"
150;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06810836552737, 49.24153222553585], [-123.06798746442196, 49.24153049770126]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05155538586807, 49.229409617653914], [-123.05147694362286, 49.22940873511902]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04412485608879, 49.291130777961676], [-123.04384909686289, 49.291101207892794]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.042425352499, 49.29066818158649], [-123.04242534555192, 49.290660085943486]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04242534555192, 49.290660085943486], [-123.04232426736705, 49.29066012300871]]}"
800;;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.05913388040236, 49.227671035213895], [-123.0591362158674, 49.227556434396476]]}"
300;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0621147996506, 49.25952930969588], [-123.06193858034719, 49.25950709617618], [-123.0618954246086, 49.25950612983016], [-123.06185240540705, 49.25950444377804], [-123.06180938519746, 49.25950194814147], [-123.06176663897475, 49.25949874172076], [-123.0617238918489, 49.25949480667262], [-123.06168128126771, 49.2594901519189], [-123.06163895841111, 49.259484777379086], [-123.06159689579391, 49.25947868306813], [-123.06155496972674, 49.25947186905226], [-123.06151345496873, 49.2594642452332], [-123.0614722143106, 49.25945599158859], [-123.06143138507672, 49.259447018093645], [-123.06139082983407, 49.259437324821775], [-123.0613506861303, 49.25942700165236], [-123.06131095374384, 49.25941586868172], [-123.06127177044483, 49.25940419569357], [-123.06123299846593, 49.25939171290511], [-123.06119477557672, 49.25937869010012], [-123.06115710155576, 49.25936494737505]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05703192337435, 49.28475127978356], [-123.05696069543397, 49.28475095510949]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05115535566941, 49.24465873410468], [-123.0498976552029, 49.2446592032011]]}"
100;1978-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04090799413453, 49.22729518042203], [-123.0409037364272, 49.22729518192972]]}"
150;1927-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04160663042374, 49.27131482555907], [-123.04160250639696, 49.27131482704399]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04711880519847, 49.248778674389904], [-123.04693821529638, 49.248780277089786]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04693821529638, 49.248780277089786], [-123.04486132814117, 49.24876904861508]]}"
200;1948-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.02715586613786, 49.23888981141941], [-123.02709260325271, 49.23886376705521]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03905608414546, 49.26582947368037], [-123.03904897307045, 49.26662463376586]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03904798236996, 49.266745259721915], [-123.03903670071264, 49.26751617903104]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07189856127559, 49.219918717888945], [-123.07183194393231, 49.21991803971207]]}"
300;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17280697366921, 49.250982710495684], [-123.17406358340921, 49.251970910940955]]}"
100;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03382769553504, 49.24030460310324], [-123.03415893031153, 49.239957595186155]]}"
100;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03382769553504, 49.24030460310324], [-123.03374599854922, 49.24039082838449]]}"
100;1900-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03373049928418, 49.24040717726244], [-123.03366823435012, 49.24038181085725]]}"
200;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06667691211638, 49.250349377651744], [-123.06593660660342, 49.25034004271016]]}"
200;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0430677525389, 49.23113656690381], [-123.04305072031151, 49.231136483299856]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04305241222926, 49.23087057393302], [-123.04305684023996, 49.23029172757389]]}"
800;1974-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.03107482758583, 49.28637444124111], [-123.0310578283683, 49.28665419553773]]}"
200;1958-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03073120918003, 49.286602110888126], [-123.02951563335769, 49.28660153724827]]}"
150;1978-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04090831468795, 49.22751709339009], [-123.04090804452602, 49.22752258059469]]}"
100;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03602479954446, 49.2319973140623], [-123.03602154136229, 49.232427989806474]]}"
100;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.03602604439992, 49.23182028708362], [-123.03602479954446, 49.2319973140623]]}"
300;1970-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.02814341774366, 49.23535823964508], [-123.02812076360208, 49.235378574422406]]}"
200;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06621322228698, 49.22033912851037], [-123.06623327141138, 49.22033875720549]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06079584871638, 49.22019881205242], [-123.06059533672804, 49.2201966685911]]}"
150;1949-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05950565819607, 49.22018644973348], [-123.05943011427297, 49.220185589097056]]}"
150;1930-01-01;Cast Iron;"{""type"": ""Point"", ""coordinates"": [-123.05658031949363, 49.243749457958096]}"
40;1986-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.0310536501287, 49.28757710980149], [-123.03105366029754, 49.28759330109825]]}"
40;1986-01-01;Copper;"{""type"": ""LineString"", ""coordinates"": [[-123.03105366029754, 49.28759330109825], [-123.03063424617233, 49.28759341304763]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.07009157544148, 49.21995156378896], [-123.06912726299832, 49.220304669627275], [-123.06858550458954, 49.2202995774079]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06545968884849, 49.27657899349463], [-123.06545930270966, 49.2765988730706]]}"
300;1938-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.12729351081022, 49.276491798361114], [-123.12729823212275, 49.27648866283479]]}"
150;1933-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04261999774715, 49.24263021951145], [-123.04260686144004, 49.24264384314554]]}"
150;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.04366897475211, 49.241546558266684], [-123.04361516882348, 49.241602169167024]]}"
900;;Concrete;"{""type"": ""LineString"", ""coordinates"": [[-123.02360208295319, 49.24075591726891], [-123.02361495312925, 49.24040473147945]]}"
800;;<blank>;"{""type"": ""LineString"", ""coordinates"": [[-123.02514530615468, 49.24040940987511], [-123.0272376055873, 49.24126262872652]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0498976552029, 49.2446592032011], [-123.04986124555433, 49.24465885911152]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06361739033946, 49.271216245607405], [-123.0620601835333, 49.27120182764384]]}"
200;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05658562619395, 49.246361599172246], [-123.0565880025424, 49.24622878341603]]}"
200;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0565880025424, 49.24622878341603], [-123.05655273253917, 49.246228827672006]]}"
150;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06476352171654, 49.25129028713762], [-123.06379772121863, 49.2510234954295]]}"
