ACO;ShotsDate;Sex;ReceiptNumber;PitNumber;Name;KennelNumber;EnteredBy;DispositionDate;DateImpounded;Color;Code;Breed;ApproxWeight;AnimalID;Age category;Source;Status
Joy Tullos;;M;14-248443DIAK;;Luigi;200;Joy Tullos;2014-06-10 00:00:00;2014-06-10;Tan;;Shar-Pei;;25323;Adult;HOLDING STRAY;Redeemed
21 & 3;;M;14-252761DI;;Mufasa;200;Guy Palanuik;2014-06-20 00:00:00;2014-06-11;Red;;Pit Bull;;25325;Young Adult;POLICE-EMERGENCY;Redeemed
27;;M/N;;;Whiskey;0;Carol Nguyen;2014-06-11 00:00:00;2014-06-11;White;;Bichon Frise;;25328;Adult;HOLDING STRAY;Ride Home Free
11/26;;M/N;14-248845 DIAK;;Super;200;Samantha  Law;2014-06-12 00:00:00;2014-06-11;Grey;;Yorkshire Terrier;;25329;Young Adult;HOLDING STRAY;Redeemed
MA11;;M/N;DI14-249095;;daniel;200;Mariana Ardeleanu;2014-06-12 00:00:00;2014-06-11;;;retriever;;25330;Adult;HOLDING STRAY;Redeemed
3;;M/N;DI 14-249678 / 1720134;;Wilson;200;Bob Cristofoli;2014-06-14 00:00:00;2014-06-13;Cream;;Germ. Shepherd;;25335;Young Adult;COMPLAINT;Redeemed
Joy Tullos;;M;DI 14-251732 AK;;Mr.Bean;200;Joy Tullos;2014-06-18 00:00:00;2014-06-17;White;;Budgie;;25350;;HOLDING STRAY;Redeemed
26;;M;RHF-N/C;;Benji;400;Samantha  Law;2014-06-18 00:00:00;2014-06-17;White;;Maltese;;25352;Adult;HOLDING STRAY;Ride Home Free
ACO 11;;F/S;14-252672DI;;Princess;200;Mariana Ardeleanu;2014-06-20 00:00:00;2014-06-18;Cream;;Chihuahua;;25354;Senior;HOLDING STRAY;Redeemed
MA11;;F/S;14-252627DI;;Bridget;200;Mariana Ardeleanu;2014-06-20 00:00:00;2014-06-18;Brown;Yellow;Amer. Staffordshire;;25355;Senior;;Redeemed
3;;F/S;;;Dixie;200;Bob Cristofoli;2014-06-19 00:00:00;2014-06-19;Black;;Airedale;;25358;Young Adult;HOLDING STRAY;Redeemed
Joy Tullos;2013-05-06;M/N;DA 14-255397;;Panda;200;Joy Tullos;2014-06-27 00:00:00;2014-06-19;Black;Green;Shih Tzu;;25359;Young Adult;TRANSFERRED;Sold
3;;F;N/C;;Remy;400;Bob Cristofoli;2014-06-21 00:00:00;2014-06-20;Brown;;Pit Bull;;25364;Adult;POLICE-EMERGENCY;Ride Home Free
15;;M;14-253346DI;;Diesel;200;Ching Koo;2014-06-22 00:00:00;2014-06-21;Cream;;Pit Bull;;25365;Young Adult;POLICE-EMERGENCY;Redeemed
15;;F;14-253341DI;;Mable;200;Ching Koo;2014-06-22 00:00:00;2014-06-21;Red;;Mastiff X;;25366;Young Adult;HOLDING STRAY;Redeemed
12;;M/N;DI 14-254847 bs;;Ommy;200;Jeanette Nelson;2014-06-25 00:00:00;2014-06-22;Brown;;Cane Corso;;25367;Adult;POLICE-DAY;Redeemed
26;;M;DI 14-253757 AK;;George;200;Samantha  Law;2014-06-23 00:00:00;2014-06-22;Green/yellow;;Amazon Parrot;;25368;Adult;HOLDING STRAY;Redeemed
12;;M/N;14-253902 DIAK;;Max;200;Jeanette Nelson;2014-06-23 00:00:00;2014-06-23;Tan;;Beagle;;25372;Adult;HOLDING STRAY;Redeemed
12;;M/N;14-254384DIAK;;Bebe;200;Jeanette Nelson;2014-06-25 00:00:00;2014-06-24;White;;Maltese;;25374;Adult;HOLDING STRAY;Redeemed
26;;M;;;Chet;400;Samantha  Law;2014-06-25 00:00:00;2014-06-25;Black;;Standard Poodle;;25381;Adult;HOLDING STRAY;Ride Home Free
15;;M/N;n/c;;Charlie;200;Ching Koo;2014-06-30 00:00:00;2014-06-26;Tan;;Chihuahua;;25386;Adult;OTHER;Redeemed
;;M/N;14-255953DI;;Jake;200;Barbara Sherman;2014-06-28 00:00:00;2014-06-26;Grey;;Husky;;25387;Adult;BROUGHT-IN;Redeemed
MA11;;;;;;100;Mariana Ardeleanu;2014-07-03 00:00:00;2014-06-26;Brown;;Snake;;25388;Puppy;HOLDING STRAY;Transferred
11;;M/N;;;Teddy;400;Samantha  Law;2014-07-01 00:00:00;2014-06-30;White;;Lhasa Apso;;25399;Adult;HOLDING STRAY;Ride Home Free
26;;F;14-257683I;;Terra;200;Samantha  Law;2014-07-02 00:00:00;2014-07-01;Black;;Havanese;;25401;Adult;HOLDING STRAY;Redeemed
26;;F/S;;;Luna;400;Samantha  Law;2014-07-01 00:00:00;2014-07-01;White;;Coonhound;;25402;Adult;HOLDING STRAY;Ride Home Free
26;;F;DI 14-258095;;Nana;200;Samantha  Law;2014-07-02 00:00:00;2014-07-01;Tan;;Shih Tzu;;25404;Adult;HOLDING STRAY;Redeemed
;;;;;Unknown;100;Barbara Sherman;2014-07-16 00:00:00;2014-07-02;White;;Finch;;25407;Adult;BROUGHT-IN;Transferred
26;;F;;;Bella;400;Samantha  Law;2014-07-04 00:00:00;2014-07-03;Cream;;Shih Tzu;;25409;Adult;POLICE-DAY;Ride Home Free
;;M/N;DI:14259336;;Rosco;200;Arlene Kumar;2014-07-05 00:00:00;2014-07-04;Brown;;Labrador;;25411;Senior;BROUGHT-IN;Redeemed
27;;M/N;DG 14-259082 AK;;;200;Carol Nguyen;2014-07-04 00:00:00;2014-07-04;Grey;;Husky;;25412;Adult;HOLDING STRAY;Redeemed
NTG;;M/N;RHF;;Benito;20;Nadia Turanski-Gauthier;2014-07-05 00:00:00;2014-07-05;Brown;;Dobbie X;;25415;Young Adult;HOLDING STRAY;Ride Home Free
SB;;M/N;;;Bluey;100;;2014-07-28 00:00:00;2014-07-06;Grey;;Rabbit;;25418;Young Adult;BROUGHT-IN;Transferred
26;;F;14-260161 DIAK;;Sp-ath;200;Samantha  Law;2014-07-07 00:00:00;2014-07-06;Black;;Germ. Shepherd;;25419;Young Adult;HOLDING STRAY;Redeemed
;;M;;;;100;Elaine Lee;2014-07-16 00:00:00;2014-07-07;Lime/ yellow;;Budgie;;25421;;COMPLAINT;Transferred
3;;M/N;;14081;Cooper;400;Bob Cristofoli;2014-07-08 00:00:00;2014-07-08;Golden;;Ganaraskan;;25423;Young Adult;HOLDING STRAY;Ride Home Free
ACO 18;;F;DI 14-260906;;Poppins;200;Steve Anderson;2014-07-09 00:00:00;2014-07-08;Black;;French Bulldog;;25426;Adult;HOLDING STRAY;Redeemed
Joy Tullos;;M/N;n/c ak;;Ciaran;400;Joy Tullos;2014-07-09 00:00:00;2014-07-09;Grey;;Terrier X;;25429;Adult;HOLDING STRAY;Ride Home Free
;;F/S;14-261408DI;;Daisy;200;Barbara Sherman;2014-07-10 00:00:00;2014-07-09;Grey;;Terrier X;;25430;Adult;BROUGHT-IN;Redeemed
SB;;F;n/c-bjs;;Murphy;400;Barbara Sherman;2014-07-12 00:00:00;2014-07-10;Brown;;Labrador;;25432;Senior;BROUGHT-IN;Ride Home Free
;;F/S;14-261988DI;;Coco;200;Toni Peterson;2014-07-11 00:00:00;2014-07-10;Brown;;Chihuahua;;25434;Young Adult;BROUGHT-IN;Redeemed
15;;M/N;;;Max;200;Ching Koo;2014-07-10 00:00:00;2014-07-10;White;;Maltese;;25437;Adult;HOLDING STRAY;Redeemed
26;;F/S;;;Lexi;400;Samantha  Law;2014-07-18 00:00:00;2014-07-16;Yellow;;Lab X;;25458;Young Adult;HOLDING STRAY;Ride Home Free
26;;F;n/c ak;;Lucky;400;Samantha  Law;2014-07-21 00:00:00;2014-07-17;Cream;;Miniature Schnauzer;;25463;Adult;HOLDING STRAY;Ride Home Free
21;;M/N;14-265047DI;;Titus;200;Guy Palanuik;2014-07-19 00:00:00;2014-07-19;Black;;Pit Bull;;25467;Young Adult;HOLDING STRAY;Redeemed
;;M;14-197122DL;;Porky;400;Tiffany Wu;2014-07-19 00:00:00;2014-07-19;Apricot;;Toy Poodle;;25469;Young Adult;BROUGHT-IN;Ride Home Free
26;2014-07-30;M/N;DA 14-269748;;Buddy Boy (new name);200;Samantha  Law;2014-07-31 00:00:00;2014-07-20;White;Blue;Amer. Eskimo Dog;;25471;Adult;HOLDING STRAY;Sold
12;2014-07-30;F;14-270732DI;;Babalu;200;Jeanette Nelson;2014-08-02 00:00:00;2014-07-21;Tan;Green;Chihuahua;;25474;Adult;HOLDING STRAY;Redeemed
12;;F;DI 14-266612 AK;;Posse;200;Jeanette Nelson;2014-07-24 00:00:00;2014-07-21;Black;;Shih Tzu;;25477;Adult;BROUGHT-IN;Redeemed
;;F/S;n/c-ak;;Bella;400;Arlene Kumar;2014-07-22 00:00:00;2014-07-22;White;;Shih Tzu;;25480;Adult;BROUGHT-IN;Ride Home Free
;;F;14-267508DI;;Zigga;200;Barbara Sherman;2014-07-25 00:00:00;2014-07-24;White;;Maltese;;25484;Young Adult;BROUGHT-IN;Redeemed
11;;F/S;;;;400;Samantha  Law;2014-07-24 00:00:00;2014-07-24;Brown;;Vizsla;;25486;Adult;HOLDING STRAY;Ride Home Free
21;;M/N;14-269102DI;;Jager;200;Guy Palanuik;2014-07-29 00:00:00;2014-07-26;Black;;Labradoodle;;25489;Adult;POLICE-EMERGENCY;Redeemed
26;;M;14-269000DI;;Miklo;200;Samantha  Law;2014-07-29 00:00:00;2014-07-28;Tan;;Pit Bull;;25493;Young Adult;HOLDING STRAY;Redeemed
26;;M/N;;;;400;Samantha  Law;2014-07-28 00:00:00;2014-07-28;Black;;Dachshund;;25494;Adult;HOLDING STRAY;Ride Home Free
MA11;;F;14-268952DI;;Sunset;200;Mariana Ardeleanu;2014-07-29 00:00:00;2014-07-28;White;;Pit Bull;;25496;Puppy;HOLDING STRAY;Redeemed
duty driver;;F/S;DI 14-269560;;Diamond;200;Joy Tullos;2014-07-30 00:00:00;2014-07-30;Black;;Boston Terrier;;25501;Puppy;HOLDING STRAY;Redeemed
Duty driver- JT;;F;DI 14-269871 AK;;Legend;200;Joy Tullos;2014-07-31 00:00:00;2014-07-31;Black;;Rottie X;;25504;Adult;HOLDING STRAY;Redeemed
26;;M/N;14-271556DL;;Punt;200;Samantha  Law;2014-08-05 00:00:00;2014-07-31;Black;;Pekingese X;;25506;Senior;POLICE-NIGHT;Redeemed
;;M/N;DA 14-271599;;Buttons;200;Barbara Sherman;2014-08-05 00:00:00;2014-08-01;White;;Dwarf rabbit - Californian;;25512;Young Adult;BROUGHT-IN;Sold
;;M/N;14-270697DI;;Bogie;200;Elaine Lee;2014-08-02 00:00:00;2014-08-01;Cream;;Shih Tzu;;25513;Adult;BROUGHT-IN;Redeemed
15;;F;DI:14270752;;Teela;200;Ching Koo;2014-08-02 00:00:00;2014-08-01;Black;;Chihuahua;;25514;Young Adult;HOLDING STRAY;Redeemed
26;;M/N;14-271683DI;;Cookie;200;Samantha  Law;2014-08-05 00:00:00;2014-08-04;Cream;;Pekingese;;25518;Senior;POLICE-DAY;Redeemed
26;;;;;;100;Samantha  Law;2014-08-05 00:00:00;2014-08-04;;;Red-eared slider turtle;;25520;Adult;HOLDING STRAY;Transferred
26;;M/N;14-271677DI;;Thunder;200;Samantha  Law;2014-08-05 00:00:00;2014-08-05;Tan;;Mastiff;;25521;Senior;HOLDING STRAY;Redeemed
26;;F;14-275274DI;;Layla;200;Samantha  Law;2014-08-15 00:00:00;2014-08-05;Blue;;Pit Bull;;25523;Adult;HOLDING STRAY;Redeemed
;;M;;;;100;Arlene Kumar;2014-08-05 00:00:00;2014-08-05;White;;Rabbit;;25529;;BROUGHT-IN;Health
15;;M/N;14-272828DI;;Scuffy;200;Ching Koo;2014-08-08 00:00:00;2014-08-06;White;;Germ. S/Haired Pointer;;25530;Adult;HOLDING STRAY;Redeemed
Duty driver;;F;272827DI;;Seeker;200;Joy Tullos;2014-08-08 00:00:00;2014-08-08;Black;;Collie;;25535;Adult;HOLDING STRAY;Redeemed
Joy Tullos;;F/S;DI 14-272806;;Mocha;200;Joy Tullos;2014-08-08 00:00:00;2014-08-08;Grey;;Poodle X;;25536;Adult;HOLDING STRAY;Redeemed
27;;M/N;n/c-ak;;Polo;400;Carol Nguyen;2014-08-10 00:00:00;2014-08-10;Grey;;Maltipoo;;25539;Adult;HOLDING STRAY;Ride Home Free
18;;M;n/c;;Tucker;400;Steve Anderson;2014-08-11 00:00:00;2014-08-10;Golden;;Retriever;;25542;Young Adult;HOLDING STRAY;Ride Home Free
Steve Anderson;;M/N;DI 14-273605 AK;;Arky;200;Teresa Flores;2014-08-11 00:00:00;2014-08-11;Brown;;Husky X;;25543;Adult;HOLDING STRAY;Redeemed
Joy;;F/S;14--212865DL;;Pudgie;200;Arlene Kumar;2014-08-14 00:00:00;2014-08-12;Black;;Schipperke;;25546;Adult;POLICE-DAY;Redeemed
ACO11;;F;14-274348 DIAK;;Shinobi;200;Mariana Ardeleanu;2014-08-13 00:00:00;2014-08-12;Cream;;Maltipoo;;25547;Adult;HOLDING STRAY;Redeemed
12;2014-08-27;M/N;DA 14-288406;;Peteey;200;Jeanette Nelson;2014-09-15 00:00:00;2014-08-15;Tan;green;Pekingese X;;25562;Senior;HOLDING STRAY;Sold
JT;;F;DI 14-275229;;Buddy;200;Joy Tullos;2014-08-15 00:00:00;2014-08-15;Cream;;Cockapoo;;25563;Young Adult;HOLDING STRAY;Redeemed
JT;;M;;;Louie;100;Joy Tullos;2014-08-24 00:00:00;2014-08-15;White;;Rat;;25570;Young Adult;HOLDING STRAY;Transferred
JT;;F;;;Tiana;100;Joy Tullos;2014-09-25 00:00:00;2014-08-15;White;;Rat;;25571;Young Adult;HOLDING STRAY;Transferred
15;;M;14-275490DI;;;200;Ching Koo;2014-08-16 00:00:00;2014-08-15;Black;;Lab X;;25574;Senior;HOLDING STRAY;Redeemed
JT;2014-08-27;M/N;DA 14-286684AK;;Skylar;200;Joy Tullos;2014-09-09 00:00:00;2014-08-16;White;Yellow;Husky;;25575;Adult;HOLDING STRAY;Sold
27;;M/N;14-278220DI;;Yoji;200;Carol Nguyen;2014-08-24 00:00:00;2014-08-17;Cream;;Pomeranian;;25579;Young Adult;HOLDING STRAY;Redeemed
12;;F/S;;;Bella;4000;Jeanette Nelson;2014-08-17 00:00:00;2014-08-17;Black;;Kerry Blue Terrier;;25581;Adult;HOLDING STRAY;Ride Home Free
12;;M/N;;;Rolo;400;Jeanette Nelson;2014-08-18 00:00:00;2014-08-17;White;;Jack Russell Terrier;;25582;Adult;HOLDING STRAY;Ride Home Free
12;;F/S;DI 14-276114 AK;;Marlie;200;Jeanette Nelson;2014-08-18 00:00:00;2014-08-18;Black;;Lab X;;25583;Adult;HOLDING STRAY;Redeemed
12;2014-08-27;M/N;DA:14-280621;;Doyle (new name);200;Jeanette Nelson;2014-08-30 00:00:00;2014-08-18;Grey;Green;Schnauzer;;25586;Senior;BROUGHT-IN;Sold
12;;F;;;Clementine;100;Jeanette Nelson;2014-09-24 00:00:00;2014-08-19;Brown;;Chicken;;25588;Adult;COMPLAINT;Transferred
;2014-09-06;M/N;DA 14-305329 AK;;Derk (Batman);200;Arlene Kumar;2014-10-20 00:00:00;2014-08-25;Red;Blue;Pit X;;25600;Young Adult;BROUGHT-IN;Sold
11;;F/S;;;Mina;400;Mariana Ardeleanu;2014-08-25 00:00:00;2014-08-25;Cream;;Pomeranian;;25604;;HOLDING STRAY;Ride Home Free
JT;;M;DI 14-279136 AK;;Hotep;200;Joy Tullos;2014-08-26 00:00:00;2014-08-26;Grey;;Deerhound;;25605;Adult;HOLDING STRAY;Redeemed
11;;M;di 14-279541 ak;;Buddy;200;Mariana Ardeleanu;2014-08-27 00:00:00;2014-08-26;Red;;Chow Chow;;25607;;POLICE-DAY;Redeemed
;;X;;;;100;Arlene Kumar;2014-09-04 00:00:00;2014-08-27;Green;;Red Ear Sliders;;25609;Adult;BROUGHT-IN;Transferred
Duty Driver;;M/N;;;Kona;400;Toni Peterson;2014-08-27 00:00:00;2014-08-27;White;;Husky X;;25610;Adult;HOLDING STRAY;Ride Home Free
John Gray;;M;;;Simba;400;Toni Peterson;2014-09-04 00:00:00;2014-08-28;Tan;;Staffordshire Bull Terrier;;25612;Adult;OTHER;Ride Home Free
3;;M;14-283903DI;;Rick;200;Bob Cristofoli;2014-09-02 00:00:00;2014-09-02;White;;Argentine Dogo;;25622;Adult;COMPLAINT;Redeemed
;;M;n/c-ak;;Simba;400;Arlene Kumar;2014-09-02 00:00:00;2014-09-01;Grey;;Miniature Schnauzer;;25624;Adult;HOLDING STRAY;Ride Home Free
15;;M/N;DI 14-284297 AK;;Cooper;200;Ching Koo;2014-09-04 00:00:00;2014-09-02;Black;;Labrador;;25626;Young Adult;HOLDING STRAY;Redeemed
Jill 28;;M;;;;100;Jill  Mallon;2014-09-10 00:00:00;2014-09-03;Grey;;Cockatiel;;25632;;HOLDING STRAY;Transferred
3;;M;DI14:284903;;Kingston;200;Bob Cristofoli;2014-09-04 00:00:00;2014-09-04;Brown;;Beagle X;;25635;Young Adult;HOLDING STRAY;Redeemed
27;;F/S;DI14:284818;;Bobby;200;Carol Nguyen;2014-09-04 00:00:00;2014-09-04;Black;;Pomeranian;;25636;Adult;HOLDING STRAY;Redeemed
JT;;M/N;14-285614DI;;Baby;200;Joy Tullos;2014-09-06 00:00:00;2014-09-06;Cream;;Chihuahua;;25639;Senior;HOLDING STRAY;Redeemed
;;X;;;;100;Arlene Kumar;2014-09-11 00:00:00;2014-09-09;Brown;;Hedgehog;;25648;Adult;BROUGHT-IN;Passed Away
JT;;M/N;RHF-n/c;;Crosby;400;Joy Tullos;2014-09-11 00:00:00;2014-09-11;Brown;;Labrador;;25654;Adult;HOLDING STRAY;Ride Home Free
rb;;X;;;;100;Rachel Blyth;2014-09-25 00:00:00;2014-09-13;White;;Rat(s);;25664;Puppy;OTHER;Transferred
JT;2014-09-23;F/S;DA 14-294242 AK;;Madge (new name) Winnie;200;Joy Tullos;2014-10-01 00:00:00;2014-09-13;Tan;Blue;Chihuahua;;25665;Adult;HOLDING STRAY;Sold
15;;M;DI 14-288727 AK;;Homer;200;Ching Koo;2014-09-15 00:00:00;2014-09-13;Black;;Poodle X;;25666;Adult;COMPLAINT;Redeemed
;;X;;;;100;Toni Peterson;2014-09-18 00:00:00;2014-09-15;Black;;Crow;;25676;;BROUGHT-IN;Transferred
11;;M;14-289773 DI;;Ammo;200;Mariana Ardeleanu;2014-09-16 00:00:00;2014-09-15;Brown;;Chihuahua;;25678;Adult;POLICE-DAY;Redeemed
15;;F;DI 14-290127 AK;;Lucy;200;Ching Koo;2014-09-17 00:00:00;2014-09-16;Blue;;Pit Bull;;25681;Adult;HOLDING STRAY;Redeemed
11;;M/N;14-290680DI;;Cyber;200;Mariana Ardeleanu;2014-09-18 00:00:00;2014-09-17;Brown;;Husky;;25683;;HOLDING STRAY;Redeemed
JT;;F;;;Lisha;400;Joy Tullos;2014-09-18 00:00:00;2014-09-18;White;;Bichon Frise;;25685;Adult;HOLDING STRAY;Ride Home Free
Jill 28;;F;14-291171DI;;Stella;200;Jill  Mallon;2014-09-19 00:00:00;2014-09-18;Black;;Rottie X;;25686;Young Adult;HOLDING STRAY;Redeemed
Jill 28;;M/N;14-291166DI;;Spencer;200;Jill  Mallon;2014-09-19 00:00:00;2014-09-19;Tan;;Shih Tzu;;25691;Adult;HOLDING STRAY;Redeemed
12;;M/N;n/c;;Nugget;400;Jeanette Nelson;2014-09-21 00:00:00;2014-09-21;Tan;;Rottweiler;;25696;Senior;HOLDING STRAY;Ride Home Free
ACO 27;;M/N;DI 14-292387 AK;;Oliver;200;Toni Peterson;2014-09-22 00:00:00;2014-09-22;Black;;Puli;;25698;Adult;HOLDING STRAY;Redeemed
JT;;F/S;14-293042DI;;Stella;200;Joy Tullos;2014-09-24 00:00:00;2014-09-24;Black;;Rottie X;;25703;Adult;HOLDING STRAY;Redeemed
;;F/S;14-293104DI;;Lucy;200;Toni Peterson;2014-09-24 00:00:00;2014-09-24;Black;;Boston Terrier;;25704;Adult;BROUGHT-IN;Redeemed
Jill 28;;M;14-293466 DIAK;;Frank;200;Jill  Mallon;2014-09-25 00:00:00;2014-09-24;Black;;Lab X;;25705;Adult;HOLDING STRAY;Redeemed
11;;M/N;14-294657DI;;Berkie;200;Mariana Ardeleanu;2014-09-24 00:00:00;2014-09-24;Black;;Yorkshire Terrier;;25707;;HOLDING STRAY;Redeemed
15;;F/S;DI14-294085;;Aida;200;Ching Koo;2014-09-27 00:00:00;2014-09-26;Black;;Shepherd X;;25711;Senior;HOLDING STRAY;Redeemed
27;;F/S;14-298795DI;;Striker;200;Carol Nguyen;2014-10-01 00:00:00;2014-09-29;Black;;Lab X;;25715;Adult;HOLDING STRAY;Redeemed
27;;X;;;Tweety;100;Carol Nguyen;2014-10-24 00:00:00;2014-09-29;English, Blue;;Budgie;;25716;;HOLDING STRAY;Transferred
;;M;14-295222DI;;Whiskey;200;Arlene Kumar;2014-09-30 00:00:00;2014-09-29;Black;;Husky X;;25719;Adult;BROUGHT-IN;Redeemed
;;M/N;14-301504DIAK;;Wolfy (aka Kai);400;Toni Peterson;2014-10-07 00:00:00;2014-09-30;Black;Yellow;Husky;;25720;Adult;BROUGHT-IN;Ride Home Free
JT;;F;14-298784DI;;Sp-ath?;200;Joy Tullos;2014-10-01 00:00:00;2014-09-30;Black;;Germ. Shepherd;;25721;Young Adult;HOLDING STRAY;Redeemed
12;;M;n/c RHF;;Spike;400;Jeanette Nelson;2014-10-02 00:00:00;2014-10-02;Grey;;Pit Bull;;25725;Adult;HOLDING STRAY;Ride Home Free
JT;2014-10-13;M/N;14-303930DA;;Otis - new name;200;Joy Tullos;2014-10-18 00:00:00;2014-10-02;Wheaton;;Wheaten Terrier;;25726;Puppy;HOLDING STRAY;Sold
11;;;;;;100;Mariana Ardeleanu;2014-10-05 00:00:00;2014-10-02;;;Hamster;;25730;;HOLDING STRAY;Transferred
;;F;;;Emma;400;Elaine Lee;2014-10-03 00:00:00;2014-10-03;Black;;Germ. Shepherd;;25731;Adult;BROUGHT-IN;Ride Home Free
JT;;M/N;;;;400;Joy Tullos;2014-10-03 00:00:00;2014-10-03;White;;Bichon Frise;;25733;Senior;HOLDING STRAY;Ride Home Free
JT;;M;14-300351DI;;Kodi;200;Joy Tullos;2014-10-04 00:00:00;2014-10-04;White;;Papillon;;25736;Adult;HOLDING STRAY;Redeemed
JT;;F;;;Ava;;Joy Tullos;2014-10-04 00:00:00;2014-10-04;Black;;Labradoodle;;25737;Adult;HOLDING STRAY;Ride Home Free
;;M;DI 14-301038 AK;;Hunter;200;Barbara Sherman;2014-10-06 00:00:00;2014-10-05;Golden;;Lab X;;25739;Senior;BROUGHT-IN;Redeemed
11;;M/N;;;Malvin;100;Mariana Ardeleanu;2014-10-06 00:00:00;2014-10-05;Black;;Lab X;;25741;Senior;POLICE-DAY;Transferred
JT;2014-10-17;M/N;DA 14-307609 AK;;Chester (new name Motley);200;Joy Tullos;2014-10-27 00:00:00;2014-10-07;Grey;Yellow;Poodle X;;25743;Young Adult;HOLDING STRAY;Sold
JT;;F/S;14-301611DI;;Bella;200;Joy Tullos;2014-10-07 00:00:00;2014-10-07;White;;Labradoodle;;25744;Adult;HOLDING STRAY;Redeemed
3;;F;;;Twiggy;100;Bob Cristofoli;2014-10-28 00:00:00;2014-10-08;White;;Rat;;25746;;POLICE-DAY;Transferred
12;;M;14-302560DI;;Simba;400;Jeanette Nelson;2014-10-10 00:00:00;2014-10-08;Tan;;Pit Bull;;25748;Adult;POLICE-DAY;Ride Home Free
;;;;;;100;Barbara Sherman;2014-10-08 00:00:00;2014-10-08;Black;;Wild crow;;25749;;BROUGHT-IN;Health
JT;;F/S;14-302549DI;;Millie;200;Joy Tullos;2014-10-09 00:00:00;2014-10-09;Black;;Collie;;25750;Adult;HOLDING STRAY;Redeemed
27;;F/S;DI 14-308100 AK;;Brandi;200;Carol Nguyen;2014-10-26 00:00:00;2014-10-12;White;;Havanese;;25757;Adult;HOLDING STRAY;Redeemed
27;;F/S;DI 14-308103 - AK;;Roxy;200;Carol Nguyen;2014-10-26 00:00:00;2014-10-12;White;;Havanese;;25758;Adult;HOLDING STRAY;Redeemed
11;;F;DI 14-326106 AK;;Angel;200;Mariana Ardeleanu;2014-12-22 00:00:00;2014-10-12;Tan;;Pit Bull;;25759;Adult;HOLDING STRAY;Redeemed
27;;M/N;DI 14-304900 AK;;Mickey;200;Carol Nguyen;2014-10-16 00:00:00;2014-10-12;White;;Maltese;;25760;Adult;HOLDING STRAY;Redeemed
11;;M;14-304939DI;;Debo;200;Mariana Ardeleanu;2014-10-16 00:00:00;2014-10-14;White;;Amer. Bulldog;;25763;Adult;HOLDING STRAY;Redeemed
JT;;M/N;14-304059 DIAK;;Zeus?;200;Joy Tullos;2014-10-14 00:00:00;2014-10-14;Tan;;Chihuahua;;25764;Adult;HOLDING STRAY;Redeemed
ACO 03;;F/S;14-304049DIAK;;Miami;200;Toni Peterson;2014-10-14 00:00:00;2014-10-14;Black;;Germ. Shepherd;;25765;Adult;HOLDING STRAY;Redeemed
JT;;F;14-304958DI;;Bella;200;Joy Tullos;2014-10-16 00:00:00;2014-10-16;White;;Standard Poodle;;25772;Adult;HOLDING STRAY;Redeemed
SB;;M;;;N/A;100;;2014-10-29 00:00:00;2014-10-18;White;;Duck;;25776;;BROUGHT-IN;Transferred
12;;F;DI 14-306362;;Kona;200;Jeanette Nelson;2014-10-20 00:00:00;2014-10-20;Black;;Labrador;;25784;Adult;HOLDING STRAY;Redeemed
12;;F;14-306361 DI;;Layla;200;Jeanette Nelson;2014-10-20 00:00:00;2014-10-20;Brown;;Labrador;;25785;Adult;HOLDING STRAY;Redeemed
Jill 28;;;;;;100;Jill  Mallon;2014-10-29 00:00:00;2014-10-23;;;24 Budgies, 3 pigeons;;25792;;POLICE-DAY;Transferred
SA;;M;;;;100;Joy Tullos;2014-11-07 00:00:00;2014-10-24;White;;Amer. Eskimo Dog;;25795;Adult;HOLDING STRAY;Behavior
JT;;M/N;DI14-307918;;Melvin;200;Joy Tullos;2014-10-25 00:00:00;2014-10-25;Black;;Lab X;;25796;Adult;HOLDING STRAY;Redeemed
11;;M/N;;;Quinto;400;Mariana Ardeleanu;2014-10-26 00:00:00;2014-10-26;Red;;Husky X;;25799;Senior;HOLDING STRAY;Ride Home Free
27;;F/S;pbaep;;Nuisance;400;Carol Nguyen;2014-10-27 00:00:00;2014-10-26;Tan;;Germ. Shepherd;;25805;Senior;HOLDING STRAY;Ride Home Free
12;;F;;;Brooklyn;400;Jeanette Nelson;2014-10-28 00:00:00;2014-10-27;Black;;Husky X;;25807;Adult;POLICE-DAY;Ride Home Free
3;;M/N;n/c RHF;;Charlie;400;Anika Hrubizna;2014-10-28 00:00:00;2014-10-27;Black;;Labrador;;25810;Adult;HOLDING STRAY;Ride Home Free
;2014-11-26;F/S;14-321232 DAAK;;Cora;200;Arlene Kumar;2014-12-02 00:00:00;2014-10-29;Grey;Green;Shih Tzu;;25817;Senior;BROUGHT-IN;Sold
JT;;F;RHF - N/C;;Nellie;400;Joy Tullos;2014-10-29 00:00:00;2014-10-29;Tan;;Puggle;;25818;Adult;HOLDING STRAY;Ride Home Free
JT;;M/N;14-313543 DI;;Spike;200;Joy Tullos;2014-10-31 00:00:00;2014-10-30;Brown;;Shih Tzu;;25820;Adult;HOLDING STRAY;Redeemed
JT;;F/S;RHF;;Saman;400;Joy Tullos;2014-10-30 00:00:00;2014-10-30;Red;;Shiba Inu;;25823;Adult;HOLDING STRAY;Ride Home Free
;;M;14-313615 DI;;Chazz;200;Anika Hrubizna;2014-11-01 00:00:00;2014-10-31;Brown;;Germ. Shepherd;;25826;Adult;BROUGHT-IN;Redeemed
