CODI;TIPUS_VIA;PARTICULES;NOM;DATA_APROV;NOTES_DATA;DESCRIPCIO1;DESCRIPCIO2;FONTS_DOC;ALTRES_NOMS
262700;carrer;de;Pontils;29/05/1945;;Municipi de la Conca de Barberà. Carrer del polígon Eduard Aunós, a la Zona Franca, on diversos carrers són dedicats a poblacions catalanes.;;{n80*}.;Núm. 15
262801;carrer;de;Pontons;30/12/1953;;Municipi de l'Alt Penedès.;;{n80}.;
262007;carrer;de;Ponts;;;Municipi de la Noguera. Carrer paral·lel amb el de les Borges Blanques, amb el qual forma conjunt.;;{*}.;
701362;carrer;dels;Ponts de La Maquinista;17/10/2000;;Pels ponts que construí l'empresa de maquinària i arquitectura del ferro La Maquinista Terrestre i Marítima, que es va instal·lar en aquest lloc de Sant Andreu des del 1917 fins al 1991. Carrer situat a l'interior del centre comercial, entre els carrers de les Naus de La Maquinista i dels Trens de La Maquinista, al districte de Sant Andreu.;;;
345658;carrer;de;Trilla;;Abans de 1830;Antoni Trilla i Trilla (Lleida, 1741 - Barcelona, 1801). Advocat de la Reial Audiència i advocat de pobres. Vidu en primeres núpcies de Magdalena Escarabatxeras i Blanch i casat en segones núpcies amb Francesca Pérez i Nogués, vídua Xuclà. Propietari dels terrenys on s'obrí el carrer. Dedicat per la seva nora, Àgata Badia i Puigrodon, en urbanitzar la finca Casa del Simó.;;"{RP15:217.40.;ADB:em;AMD6}.";
345807;plaça;de;Trilla;;Abans de 1860;"Antoni Trilla i Escarabatxeras (Lleida, 1769 - Barcelona, 1824). Advocat i propietari dels terrenys on s'obrí la plaça. Signava amb el segon cognom de la mare, Blanch, en lloc d'Escarabatxeras. La seva vídua sol·licità, l'any 1825, urbanitzar l'heretat Casa del Simó, que després es conegué com a Torre Trilla. La plaça s'havia de dir de Sant Antoni, pel nom de fonts del seu marit, de la mateixa manera que ella tenia dedicat el carrer de Santa Àgata. Els canvis de nom de la plaça foren constants; es digué de la Reina Amàlia (per la tercera muller de Ferran VII), de Sant Antoni i de la Reina Cristina (per la quarta muller de Ferran VII). Després de l'abdicació d'aquesta reina, el nom de la plaça fou Trilla.";;"{RP15:217.40.;ADB}.";"Reina Cristina, any 1836; Sant Antoni, any 1825; Reina Amàlia, any 1824"
345909;carrer;de;Trillo;21/12/1988;;Municipi de la província de Guadalajara.;;"{PC:en;PA}.";"Trill, 1980; Trillo"
189406;carrer;de les;Magdalenes;;Abans de 1900;Pel convent que en deien de les Magdalenes, establert al carrer el 1372, essent bisbe Pere de Planella. Fou abandonat el 1835 per la desamortització i recuperat posteriorment, fins que l'any 1868, amb la Revolució de Setembre, s'expulsaren les monges del convent per acollir-hi els voluntaris de la llibertat. Fou enderrocat el 1880.;;{PC:MPV,fn}.;"Magdalenas; Las Penedidas; La Murtra; Ermita; Borradonà"
104855;passatge;del;Magraner;10/04/1981;;L'arbre. Forma part d'un conjunt de carrers amb noms d'arbres i d'arbustos.;;{PC:fn}.;Don Juan Tenorio
189905;carrer;de;Maignon;;Abans de 1900;Josep Maignon i Sargelet (Cignac, 1762 - Barcelona, 1847). Propietari dels terrenys. Atesa l'existència del carrer de Sargelet (Gabrielle Sargelet, mare del propietari), és molt probable que el carrer es dediqués al seu pare, Esteve Maignon.;;"{RP15:63.60.;ADB}.";
187659;plaça;de la;Mainada;13/02/1981;;Nom popular entre els veïns del barri.;;{PC:fn}.;
331201;carrer;de;Tàrent;27/07/1960;;Taranto, ciutat de la Pulla, Itàlia. Carrer del barri del Besòs, on diversos carrers són dedicats a poblacions italianes.;;{n80*}.;Tarento
700702;carrer;de l';Anoia;11/03/1991;;Afluent de la riba dreta del Llobregat (anomenat riera d'Anoia a la seva capçalera), amb el qual s'aiguabarreja a Martorell, després de recórrer la comarca a la qual dóna nom, l'Alt Penedès i el Baix Llobregat.;;{PC:en}.;
017320;carrer;d';Anselm Turmeda;27/01/1984;;Anselm Turmeda (Palma de Mallorca, 1352/55 - Tunis, 1423). Escriptor franciscà que abjurà el catolicisme i es convertí a l'islam. Escriví el Llibre de bons amonestaments sota el nom de Fra Anselm. Els seus llibres tingueren una gran difusió en els països de parla catalana.;;{PC:en}.;
700958;carrer;de l';Antàrtic;10/02/1994;;Oceà. Forma part d'un conjunt de carrers dedicats a mars i a oceans, situats prop del Port de Barcelona.;;{PC:en}.;Lletra V (Zona Franca)
701425;passatge;d';Antaviana;18/03/2002;;Paraula inventada que utilitzava un personatge d'un conte de Pere Calders i que donà nom a una adaptació teatral realitzada per la companyia teatral Dagoll Dagom, el 1978.;;;
026106;carrer;d';Artà;27/07/1950;;Municipi de Mallorca Oriental. Forma part d'un conjunt de carrers de la barriada de Porta dedicats a poblacions de les illes Balears.;;{n80*}.;Fuente de Cañellas (1r tram)
026300;passatge;d';Artemis;06/05/1941;;Deessa grega germana d'Apol·lo. És la deessa de la caça i duu un arc i una sageta d'or. Símbol de la bellesa virginal.;;{n80}.;Artemisa
026456;carrer;d';Artés;;;Municipi del Bages. Vial de traçat no oficial situat prop del puig de Sant Joan, a l'extrem nord del terme municipal.;;{n80}.;
026503;carrer;d';Artesa de Segre;27/07/1950;;Municipi de la Noguera.;;{n80}.;"Artesa (un tram) 05/09/1907; Matas, abans de 1867"
026605;carrer;de l';Artesania;31/10/1955;;En homenatge a l'obra menestral feta a mà. Vial ascendent amb origen a la plaça de Llucmajor que delimita els barris de Verdum i Roquetes per l'oest.;;{n80}.;
700959;carrer;de l';Àrtic;10/02/1994;;Oceà. Forma part d'un conjunt de carrers dedicats a mars i a oceans, situat prop del Port de Barcelona.;;{PC:en}.;
026707;plaça;d';Artós;;Abans de 1860;Delfí Artós i Mornau (Barcelona, 1830 - 1903). Jurisconsult i filantrop. Fou l'urbanitzador d'aquesta plaça, l'expedient d'urbanització de la qual data de l'any 1859. A l'indret estava la Torre Artós.;;{VE,JP}.;
701191;plaça;de les;Arts;10/01/1996;;Espai urbà situat davant del Teatre Nacional de Catalunya. Dedicat a les belles arts: música, poesia, dansa, pintura, escultura i arquitectura.;;;
701043;plaça;d';Artur Martorell;24/10/1994;;Artur Martorell i Bisbal (Barcelona, 1894 - 1967). Pedagog. Director de les escoles del Patronat Domènec de Gràcia i professor a les escoles del CADCI i a l'Escola Normal de la Generalitat. Assessor tècnic de l'Ajuntament i director de l'Institut Municipal d'Educació.;;{PC:en}.;
701678;avinguda;d';Arturo Mundet;22/04/2009;;Arturo Mundet i Carbó (Sant Antoni de Calonge, 1879 - Ciutat de Mèxic, 1965). Filantrop i industrial. El 1902 fundà la primera casa Mundet a Mèxic, lloc on s'establí amb la seva muller, Anna Gironella. Realitzà diverses obres, entre altres una casa de maternitat, l'asil Arturo Mundet per a gent gran, un hospital infantil i un parc esportiu. El Govern mexicà el distingí amb l'orde de l'Águila Azteca. A Catalunya, la parella va fer una donació de quaranta milions de pessetes perquè s'iniciés la construcció d'un complex residencial per a infants, orfes i gent gran, al barri de Montbau de Barcelona. El complex es va inaugurar el 1958 i porta el nom de la seva dona, Anna Gironella de Mundet. S'inicià en la indústria del suro des de jove, a la fàbrica del seu pare, i va treballar a Nova York. Es dedicà també a la fabricació del sidral Mundet, una beguda refrescant.;;;
026809;carrer;d';Ascó;29/05/1945;;Municipi de la Ribera d'Ebre. Carrer del polígon Eduard Aunós, a la Zona Franca, on diversos carrers són dedicats a poblacions catalanes.;;{n80}.;
026900;carrer;dels;Ases;;Abans de 1755;Per l'establiment en el qual els traginers llogaven ases que hi havia al carrer.;;{n80}.;Estanyers (segons Víctor Balaguer)
027007;carrer;dels;Assaonadors;;Abans de 1447;Hi eren establerts els menestrals assaonadors de pells o cuirs, el gremi dels quals és anterior a 1257, i perduraren fins poc després de 1836. Tingueren una representació en el Consell Municipal de la Ciutat que va establir el rei Jaume I. El carrer i el nom daten d'abans de 1447.;;"{AHCB:RiC,m;n80}.";"Assahonadors; Blanqueria; Merdançar, abans de 1363"
027051;plaça;de l';Assemblea de Catalunya;28/07/1982;;Constituïda el 7 de novembre de 1971 com a moviment nacionalista.;;{PC:en}.;Rates (nom popular)
027302;carrer;d';Astúries;05/09/1907;;La comunitat autònoma. El carrer s'obrí a instàncies de la propietària Àgata Badia i Puigrodon de Trilla, entre els anys 1827 i 1830.;;"{FS;n80}.";"Maragda (s'annexiona a Astúries); San Antonio (un tram), 1830; Esmeralda (un tram), 20/09/1922"
027506;carrer;d';Ataülf;;Abans de 1835;Ataülf (? - Barcelona, 415). Rei dels visigots. Assolí el comandament dels visigots en morir el seu cabdill Alaric a Itàlia. Convertí Barcelona en cort i capital dels seus estats.;;{n80}.;"Ataulfo; Volta d'en Santcliment; Viladalls, abans de 1367; Bda. de los Leones (entre Gignàs i Tomil)"
027608;carrer;d';Atenes;11/07/1944;;Capital de Grècia i del nomós de l'Àtica. Fou seu dels primers Jocs Olímpics de l'era moderna, el 1896.;;"{FS;n80}.";"Atenas; Alfonso XII (2n tram); Bèlgica (2n tram)"
700888;jardins;d';Atlanta;30/07/1993;;Ciutat de Geòrgia, als Estats Units, capital de l'Estat. Seu dels Jocs Olímpics de 1996.;;{PC:en}.;
700960;carrer;de l';Atlàntic;10/02/1994;;Oceà. Forma part d'un conjunt de carrers dedicats a mars i a oceans, situat prop del Port de Barcelona.;;{PC:en}.;Lletra Y (Zona Franca, un tram)
027700;carrer;de l';Atlàntida;05/09/1907;;Poema èpic de mossèn Jacint Verdaguer, premiat als Jocs Florals de 1877.;;{n80}.;San Antonio
027754;passatge;de l';Àtom;20/12/1979;;Quantitat més petita d'un element químic. Carrer situat a la barriada del Rectoret. Nom posat pels urbanitzadors i posteriorment oficialitzat.;;{n80}.;
701613;parc;dels;Auditoris;24/04/2007;;En referència als diferents espais destinats a l'audició pública dels esdeveniments programats dins del recinte del Fòrum.;;;
027903;carrer;d';Auger;;;Sebastià Auger i Massanet (Barcelona, 1879 - 1957). Corredor de finques. Associat amb Gustau Jubany i Bergnes constituí l'empresa Auger i Jubany, fundada l'any 1919. Foren promotors de la urbanització que obrí els carrers, als quals posaren els seus noms: Auger a l'un, i Jubany a l'altre.;;{PC:MPV,fn}.;
025103;carrer;d';August Font;27/06/1980;;"August Font i Carreras (Barcelona, 1845 - 1924). Arquitecte. Entre les seves obres, destaquen: l'edifici de la Caixa d'Estalvis; la façana de la catedral, en col·laboració amb Oriol Mestres; el Palau de Belles Arts a l'Exposició de 1888, i el cimbori de la catedral.";;{n80}.;"Ptge. d'August Font; Arquitecto Augusto Font, 03/05/1949"
028000;via;;Augusta;20/08/1940;;Part del títol que obtingué Bàrcino en assolir la ciutadania romana. El caseriu del Tàber esdevingué als volts de l'any 215 Civitas Iulia Augusta Paterna Faventia Barcino.;;{n80}.;"C. Augusta, 06/12/1931; Carril (en la seva totalitat), abans de 1877; Carril (en el terme de Gràcia); Av. de Sarrià (a Gràcia), abans de 1889; FC de Sarrià, abans de 1900"
701335;carrer;dels;Tarongers;16/06/1999;;Antic torrent dels Tarongers que existia en l'actual parc de la muntanya de Montjuïc.;;;
331405;carrer;de la;Tarongeta;;Abans de 1865;Joc popular infantil (especialment en el segle XVI) que es podia jugar sense traves al carrer gràcies al poc trànsit.;;{n80}.;
331507;carrer;de;Tarragona;19/12/1863;;Municipi del Tarragonès, capital de la comarca. L'antiga Tàrraco romana.;;{n80}.;Núm. 12 (Pla Cerdà)
331700;carrer;de;Tàrrega;29/05/1945;;Municipi de l'Urgell, capital de la comarca. Carrer situat al grup de cases Milans del Bosch, al barri del Bon Pastor, on diversos carrers són dedicats a poblacions catalanes.;;{n80*}.;Núm. 7
331755;passatge;de;Tàrrega;29/01/1982;;Per la mateixa dedicació que el carrer de Tàrrega.;;{PC:fn}.;
331802;carrer;d'en;Tarròs;;Abans de 1865;Nom d'una família catalana procedent del Conflent, anterior al segle XV. El carrer, amb el mateix nom, és anterior a l'any 1579.;;{PC:MPV:fn}.;"San Narciso; Gràcia"
331904;passatge;de;Tasso;;Abans de 1900;Lluís Tasso i Gonyalons (Maó, 1817 - Barcelona, 1880). Tipògraf, editor i propietari dels terrenys on s'obrí el carrer. Matilde de Gayolà i de Delàs establí en emfiteusi el terreny on s'obrí el passatge el 1871.;;{RP1:150.244.}.;
332000;carrer;del;Taulat;17/03/1908;;Barri de l'antic municipi de Sant Martí de Provençals. El municipi es dividia en quatre barris: la Muntanya, la Sagrera, el Clot i el Taulat. Un taulat és una peça de terra dividida en taules de conreu, preparada per sembrar-hi hortalisses i cereals. El Taulat d'en Llimona, anterior al segle XVII, era un dels més importants del sector.;;{PC:MPV,fn}.;"Cementerio (s'hi uneix); Mayor del Taulat"
332102;passatge;del;Taulat;;;Pel mateix motiu que el carrer del Taulat, dedicat a l'antic municipi de Sant Martí de Provençals.;;{n80}.;Agricultura
701280;jardins;de;Jaime Gil de Biedma;20/01/1999;;Jaime Gil de Biedma Alba (Barcelona, 1929 - 1990). Poeta. Membre de l'anomenada escola de Barcelona. Va recórrer al col·loquialisme i la ironia per tal de destacar assumptes socials i existencials en la seva obra. Va publicar: Según sentencia del tiempo (1953), Colección particular (1969), Las personas del verbo (1975), entre d'altres.;;;
166309;carrer;de;Jambrina;;Abans de 1916;Rigobert Jambrina i Fernàndez, propietari d'uns terrenys que formaren part de l'heretat de Joan Antoni de Peguera i Bayllet fins al 1836. L'any 1922 fou elegit president de l'entitat Avenç de l'Esport, la qual, fusionada amb l'Andreuenc, donà lloc a la Unió Esportiva de Sant Andreu.;;{RP10:1069.8.}.;
701251;plaça;de;Jean Genet;10/12/1997;;"Jean Genet (París, 1910 - 1986). Escriptor que tractà els problemes d'identitat, la marginació i els prejudicis polítics, socials i religiosos. L'abandonaren als deu anys i passà part de la seva joventut en reformatoris i correccionals i, més tard, a la presó. Es prostituí i robà. Aquestes experiències van marcar la seva producció: les narracions autobiogràfiques, com ara Santa Maria de les Flors (1944) i Diari del lladre (1949); les obres de teatre, per exemple Les Criades (1947), gràcies a la qual esdevingué un dels dramaturgs més importants del teatre d'avantguarda, i les novel·les, com Querelle de Brest.";;;
166808;carrer;de;Jerez;;;Jerez de la Frontera, ciutat d'Andalusia. Carrer que comença al carrer de Porto i es relaciona amb aquest per la bona reputació dels vins d'ambdues ciutats.;;{n80*}.;Ra. de Horta (un tram)
166900;carrer;de;Jericó;28/01/1959;;Ciutat palestina. Carrer situat al barri de la Vall d'Hebron, on els carrers són dedicats, en gran majoria, a llocs i pobles de Terra Santa.;;{n80*}.;
167108;carrer;de;Jerusalem;;Abans de 1865;Pel convent de monges de Santa Maria de Jerusalem que hi havia al carrer.;;{PC:MPV,fn}.;"Jerusalén; Porta"
167200;carrer;de;Jesús;21/06/1922;;Per la proximitat de l'església de Jesús, de la casa conventual franciscana establerta a l'indret l'any 1823, convertida en església parroquial l'any 1836.;;{PC:MPV,fn}.;"Abdón Terrades; Jesús; Alférez Cabré"
167301;carrer;de;Jesús i Maria;19/01/1893;;Pel col·legi pensionat a càrrec de les religioses de Jesús i Maria, establert al carrer l'any 1893.;;{PC:MPV,fn}.;
029104;carrer;de;Jiménez i Iglesias;03/09/1982;;Ignacio Jiménez Martín de la Plaza (Àvila, 1898 - Madrid, 1959) i Francisco Iglesias Brague (Ferrol, 1900 - Madrid, 1973). Aviadors que feren el primer vol transoceànic, el 1929, a bord de l'avió batejat amb el nom de Jesús del Gran Poder.;;{PC:MPV,fn}.;"Aviadors Jiménez i Iglesias, 12/06/1980; Aviadores Jiménez e Iglesias, 10/12/1929"
171207;carrer;de;Joan Alcover;25/06/1958;;Joan Alcover i Maspons (Palma de Mallorca, 1854 - 1926). Poeta, assagista, advocat i polític. Corresponent de la Reial Acadèmia Espanyola, de l'Acadèmia de Bones Lletres de Barcelona i de l'Institut d'Estudis Catalans (1916).;;{n80*}.;Juan Alcover
166670;jardins;de;Joan Altisent;13/11/1981;;Joan Altisent i Ceardi (Barcelona, 1891 - 1971). Compositor de música instrumental i coral. Estrenà al Liceu de Barcelona l'òpera Amunt! i el ballet Gavines (1962).;;{PC:fn}.;Maestro Altisent
362704;passatge;de;Vilaret;;Abans de 1876;Antònia Vilaret i Ojeda. Propietària d'una part dels terrenys, que foren d'Antoni de Magarola i d'Ardena.;;{RP22:23.112.}.;
700904;carrer;de;Vila-rodona;26/02/1993;;Municipi de l'Alt Camp, travessat de nord a sud pel Gaià. Aprovat conjuntament amb els carrers de Bràfim i de Nulles, tres municipis de l'Alt Camp situats al mateix indret.;;{PC:en}.;
362806;carrer;de;Vilarós;11/09/1884;;Francesc Vilarós i Hortal (Barcelona, 1827 - 1907). Propietari dels terrenys i regidor de l'Ajuntament de l'antiga vila de Sant Gervasi.;;{RP6:84.}.;
363004;carrer;de;Vila-seca;29/05/1946;;Vila-seca de Solcina. Municipi del Tarragonès. Carrer dedicat a aquest municipi en el nomenclàtor de 1980. Es conserva la dedicació, malgrat que una gran majoria de carrers del grup de cases Ramon Albó són dedicats a poblacions de la província de Girona.;;{n80*}.;"Vilaseca; Núm. 13"
362908;carrer;de;Vilassar;05/09/1907;;Municipis del Maresme: Vilassar de Mar i Vilassar de Dalt. Vilassar demanà l'any 1419 la unió a Barcelona amb la fórmula del carreratge, per la qual era considerada com un carrer de Barcelona i els seus habitants gaudien dels mateixos drets i privilegis que els de la capital.;;{MTFM}.;"Vilasar; Vistalegre"
