COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
92.09;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1235083139232, 49.2332987350389]}";Oakridge
86.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07197856081875, 49.22240147985204]}";Victoria-Fraserview
2.32;Combined;"{""type"": ""Point"", ""coordinates"": [-123.20249160538457, 49.275143906454694]}";West Point Grey
16.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07421742429456, 49.277243229790905]}";Grandview-Woodland
4.21;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11613932886823, 49.26910606391457]}";Fairview
42.25;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1967878918761, 49.23956776628514]}";Dunbar-Southlands
3.62;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11306408764194, 49.269962956164036]}";Mount Pleasant
3.53;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09582157850792, 49.26949999754337]}";Strathcona
10.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13049754830718, 49.273877604487396]}";Downtown
3.93;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1133421819933, 49.26946105756357]}";Mount Pleasant
9.65;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12967902010446, 49.273346622364635]}";Downtown
4.68;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10229548296523, 49.28087854100195]}";Downtown
65.78;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04935353187714, 49.25058333508191]}";Renfrew-Collingwood
65.88;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04633362506569, 49.25110622770471]}";Renfrew-Collingwood
85.4;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09934840768753, 49.235827018347386]}";Riley Park
97.49;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0317056528361, 49.21728431480524]}";Killarney
88.41;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0485480115915, 49.23875997224462]}";Renfrew-Collingwood
83.71;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03353990326606, 49.21375579430554]}";Killarney
88.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0488083656098, 49.23960701648089]}";Renfrew-Collingwood
87.52;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03319267145115, 49.21417518267425]}";Killarney
3.74;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13303587537948, 49.27035784087306]}";Fairview
4.15;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13723934325151, 49.26854209224981]}";Fairview
4.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13721023177183, 49.26855292106362]}";Fairview
3.96;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13598645556318, 49.269524104255765]}";Fairview
3.98;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13596223279485, 49.26951342847567]}";Fairview
3.86;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13327717969653, 49.268014889256484]}";Fairview
4.34;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13305808244158, 49.26775849970572]}";Fairview
3.75;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13250009676338, 49.26769051654061]}";Fairview
83.86;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0720050696976, 49.22175190590743]}";Victoria-Fraserview
83.73;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06846614890296, 49.21959963606956]}";Victoria-Fraserview
83.92;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06818338432726, 49.218990355517235]}";Victoria-Fraserview
82.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06937212142519, 49.219268977984306]}";Victoria-Fraserview
52.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06194042030627, 49.26501844926848]}";Grandview-Woodland
88.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0333702351012, 49.235889078881016]}";Renfrew-Collingwood
3.42;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1135852726414, 49.27007267212772]}";Mount Pleasant
93.46;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12961251411306, 49.23631981345912]}";Shaughnessy
91.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12875283541055, 49.23652579450921]}";Shaughnessy
93.8;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13030555717972, 49.23766001851799]}";Shaughnessy
91.75;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12957967278534, 49.23724555138105]}";Shaughnessy
95.9;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12723875463583, 49.23758301048901]}";South Cambie
97.55;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11844148529653, 49.24033353984383]}";South Cambie
90.08;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13107378390657, 49.239259916528475]}";Shaughnessy
35.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10032299658485, 49.26370324034575]}";Mount Pleasant
32.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10169087249886, 49.26461704577503]}";Mount Pleasant
28.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10290015236136, 49.26463849912033]}";Mount Pleasant
11.15;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11119865333815, 49.26523740212486]}";Mount Pleasant
11.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11121889710363, 49.26524230301665]}";Mount Pleasant
79.1;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10214395945796, 49.23249979137475]}";Sunset
15.48;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10157738295159, 49.267430368045744]}";Mount Pleasant
15.59;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10157793258848, 49.26741688375801]}";Mount Pleasant
3.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13584622041472, 49.269415517269394]}";Fairview
3.86;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13555708689243, 49.26919150759833]}";Fairview
56.3;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07997382049837, 49.25009892191578]}";Kensington-Cedar Cottage
56.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0799708453506, 49.25008600683045]}";Kensington-Cedar Cottage
24.27;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08123612742818, 49.26234262689812]}";Mount Pleasant
43.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04934972120067, 49.27662855468123]}";Hastings-Sunrise
48.6;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19584116022827, 49.26494826281138]}";West Point Grey
43.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13281591967039, 49.28214539658852]}";West End
43.03;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13282619790533, 49.28213270157286]}";West End
42.53;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13310511965474, 49.28196184103009]}";West End
53.35;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02827903430854, 49.28068940955128]}";Hastings-Sunrise
52.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05649627655892, 49.26407425157115]}";Hastings-Sunrise
51.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0574136369505, 49.26408144528962]}";Grandview-Woodland
50.06;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06196016208857, 49.26411046289444]}";Grandview-Woodland
45.18;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05967378372313, 49.26320470689891]}";Grandview-Woodland
23.78;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1645257158789, 49.26835802154969]}";Kitsilano
24.01;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1643797095013, 49.26827205532704]}";Kitsilano
56.7;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04257500159036, 49.2722827331788]}";Hastings-Sunrise
36.64;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10172614606044, 49.263696346504474]}";Mount Pleasant
31.26;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10395518922653, 49.26374459170396]}";Mount Pleasant
4.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0986462352069, 49.27477752855067]}";Strathcona
4.52;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09860265002263, 49.27274041612709]}";Strathcona
38.76;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13080076725878, 49.27943717756677]}";West End
89.52;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08851496022415, 49.23170022389041]}";Sunset
89.55;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03405339835508, 49.215981328260256]}";Killarney
25.12;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07478432816191, 49.25865509709558]}";Kensington-Cedar Cottage
25.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07479823658403, 49.25865526799647]}";Kensington-Cedar Cottage
50.98;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12644688692433, 49.26050771012041]}";Fairview
50.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1264267336097, 49.260516529491774]}";Fairview
49.0;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12545047454293, 49.26049554636169]}";Fairview
54.7;Combined;"{""type"": ""Point"", ""coordinates"": [-123.17877989800824, 49.236365440196934]}";Dunbar-Southlands
73.7;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07688963779316, 49.240628774001436]}";Kensington-Cedar Cottage
66.05;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07764079996241, 49.242107457832915]}";Kensington-Cedar Cottage
24.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13444246153696, 49.2085069129611]}";Marpole
65.41;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07760063326101, 49.24347852092817]}";Kensington-Cedar Cottage
7.16;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14317911179143, 49.27634155252954]}";Kitsilano
35.68;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12612964746828, 49.283965992113096]}";West End
42.37;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12783104763183, 49.28507060985577]}";West End
45.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13242023272068, 49.283261225723]}";West End
45.55;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13241415163147, 49.28324962891391]}";West End
41.09;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13222411491788, 49.28452617197699]}";West End
35.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12623987163431, 49.28546412590295]}";West End
41.2;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1275036497098, 49.28485868547809]}";West End
35.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12593438902412, 49.28526548600685]}";West End
35.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12601342332808, 49.28395254519738]}";West End
51.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04274470619262, 49.27382317764668]}";Hastings-Sunrise
36.46;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04381014432327, 49.27641150319621]}";Hastings-Sunrise
7.18;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11907460703934, 49.20658162182728]}";Marpole
25.21;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13167572031402, 49.208448572325885]}";Marpole
25.28;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13169537087238, 49.208455206440114]}";Marpole
2.63;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11923346437935, 49.20576568351397]}";Marpole
69.72;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1786246411314, 49.250329255092765]}";Dunbar-Southlands
69.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17863786801828, 49.250342925383315]}";Dunbar-Southlands
34.19;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07349640779289, 49.26948315385144]}";Grandview-Woodland
36.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09299692028611, 49.26333739950624]}";Mount Pleasant
32.61;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06207757854806, 49.25950441296625]}";Kensington-Cedar Cottage
56.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10325490036894, 49.25564235968653]}";Riley Park
56.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10326963488167, 49.255716089316564]}";Riley Park
51.82;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0353057684093, 49.26801084684033]}";Hastings-Sunrise
38.47;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12329329460523, 49.21332977158679]}";Marpole
60.81;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07774521116129, 49.247522914473734]}";Kensington-Cedar Cottage
22.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1245420804477, 49.209157118608495]}";Marpole
61.03;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04146867045213, 49.27041579664944]}";Hastings-Sunrise
34.78;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12585338045376, 49.283848555488575]}";West End
67.45;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07647140719193, 49.24171603640174]}";Kensington-Cedar Cottage
84.5;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05657108081083, 49.23815135594383]}";Renfrew-Collingwood
89.52;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05655826202077, 49.238137878349235]}";Renfrew-Collingwood
5.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07973621149182, 49.269590817589574]}";Strathcona
93.98;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1152597331642, 49.23536543604235]}";Riley Park
91.22;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11358936154957, 49.233936998440306]}";Riley Park
92.19;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1178453248532, 49.23410047877005]}";South Cambie
91.2;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1171126307016, 49.23407448998203]}";South Cambie
90.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11712619452642, 49.233647084774425]}";South Cambie
40.36;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13927332085797, 49.26389654127603]}";Fairview
23.69;Combined;"{""type"": ""Point"", ""coordinates"": [-123.17497698239012, 49.25763775443443]}";Arbutus-Ridge
8.82;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12449804006619, 49.289717276618866]}";Downtown
7.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12396217983319, 49.29017621935224]}";Downtown
65.43;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10375155627672, 49.225667529299876]}";Sunset
54.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10067524103988, 49.25658017493947]}";Riley Park
51.78;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1006230530046, 49.257043141223456]}";Mount Pleasant
55.14;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1032792015282, 49.25665230299949]}";Mount Pleasant
15.04;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1885017147242, 49.23229271149501]}";Dunbar-Southlands
3.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0980730640059, 49.269888149137394]}";Strathcona
44.99;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08528714423802, 49.25878749021351]}";Mount Pleasant
6.27;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1314933755888, 49.27345916160247]}";Downtown
3.45;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09550576814877, 49.26946953142428]}";Strathcona
65.46;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08724776919193, 49.24325185751417]}";Kensington-Cedar Cottage
77.82;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1881235530048, 49.24617517391326]}";Dunbar-Southlands
75.92;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1881421111442, 49.246159572935326]}";Dunbar-Southlands
76.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18810449551965, 49.24625464189109]}";Dunbar-Southlands
60.85;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04160599812431, 49.2704158372334]}";Hastings-Sunrise
12.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11809123682679, 49.209099505597685]}";Marpole
40.91;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03642318643226, 49.26997799213179]}";Hastings-Sunrise
16.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17558139475683, 49.26938237801549]}";Kitsilano
33.71;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14689517261087, 49.2646792203997]}";Kitsilano
39.06;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15195392023058, 49.26471419101706]}";Kitsilano
39.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.15197591464391, 49.26471948725137]}";Kitsilano
29.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14647959554628, 49.26548275901288]}";Kitsilano
29.9;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14650143865491, 49.26548810145637]}";Kitsilano
32.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14796411692465, 49.265507205415126]}";Kitsilano
81.88;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10928717096718, 49.23230166457659]}";Oakridge
85.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1057570062154, 49.232210608058395]}";Oakridge
85.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10572957264658, 49.232170604284626]}";Oakridge
86.69;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1107341784225, 49.233399623610104]}";Riley Park
86.39;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10963776769675, 49.233363357064825]}";Riley Park
86.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1091391914696, 49.23327955263936]}";Riley Park
83.78;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10847705194976, 49.23274030814023]}";Oakridge
86.39;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10746425381075, 49.2327224636507]}";Oakridge
80.68;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06176383769876, 49.239794906848076]}";Kensington-Cedar Cottage
80.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06106471901829, 49.23979078987748]}";Kensington-Cedar Cottage
79.86;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05987968405483, 49.239784142029244]}";Kensington-Cedar Cottage
82.48;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06290629523325, 49.23896564867432]}";Kensington-Cedar Cottage
