DIAMETER_MM;EFFLUENT_TYPE;GRADE_PERCENT;INSTALL_YR;MATERIAL;NON_CALCULATED_LENGTH_M;Geom
1200.0;Combined;0.12;1973;CONC;381.3;"{""type"": ""LineString"", ""coordinates"": [[-123.05628059853841, 49.291675668069765], [-123.0567098319548, 49.291453628566266], [-123.05746474431517, 49.2911376963845], [-123.05913938352762, 49.29036540840592], [-123.05954645312771, 49.2901557020213], [-123.06041788221714, 49.28957559236803]]}"
2100.0;Combined;0.07;;CONC;178.6;"{""type"": ""LineString"", ""coordinates"": [[-123.1835609556228, 49.27133032760278], [-123.18601456056707, 49.271370057330216]]}"
1350.0;Storm;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.19753347089846, 49.23449177682613], [-123.19766136530598, 49.23452798885802], [-123.19809905341234, 49.234572665183485]]}"
375.0;Sanitary;0.25;;n/a;37.5;"{""type"": ""LineString"", ""coordinates"": [[-123.08702088769233, 49.28353156970476], [-123.08692092486692, 49.283618088563685]]}"
200.0;Combined;-2.11;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.0872479130701, 49.282921696587444], [-123.08712907291851, 49.28289884856007]]}"
900.0;Combined;0.76;;n/a;509.9;"{""type"": ""LineString"", ""coordinates"": [[-123.03373077503021, 49.28834030080172], [-123.03404259230773, 49.28826357055342], [-123.03433217087562, 49.28822407706178], [-123.03453871123554, 49.28821466054119], [-123.03683316632632, 49.288228856958604], [-123.03707700505059, 49.28826260080047], [-123.0375331222458, 49.28838235011031], [-123.03971039281174, 49.28902654873939], [-123.04023862535077, 49.2893680023361]]}"
375.0;Combined;0.31;1977;n/a;14.6;"{""type"": ""LineString"", ""coordinates"": [[-123.03981250433941, 49.28899894342574], [-123.03984234014014, 49.289111777477544]]}"
2500.0;Combined;0.03;1974;CONC;213.1;"{""type"": ""LineString"", ""coordinates"": [[-123.07917986113058, 49.28286216574631], [-123.07917488629766, 49.283018415339974], [-123.07898778409822, 49.28346246423195], [-123.07767906426007, 49.283824255767044], [-123.07713294942118, 49.28394102813058]]}"
1150.0;Sanitary;0.0;1974;CONC;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07922017334339, 49.281856207625516], [-123.07918811124824, 49.28286225004456], [-123.07918313744958, 49.2830191293001], [-123.0789948029832, 49.283466417310414], [-123.07767151435233, 49.28383235649807], [-123.07750252849462, 49.284010763288435], [-123.07746390684618, 49.28402140348989]]}"
600.0;Combined;13.44;1970;RC;6.4;"{""type"": ""LineString"", ""coordinates"": [[-123.14494155496838, 49.29082761644999], [-123.14500454033369, 49.290785530009025]]}"
0.0;Combined;0.0;;BR;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.11897535747808, 49.29933027440779], [-123.11898415214229, 49.299326847195836], [-123.118993084567, 49.299323509792856], [-123.11900201740201, 49.299320343296635], [-123.11901122556449, 49.299317275462826], [-123.11902043437563, 49.29931447748216], [-123.11902978073088, 49.29931167935905], [-123.11903926528018, 49.29930915094738], [-123.11904875004517, 49.29930671248621], [-123.11905837278773, 49.299304453785126], [-123.1190679957461, 49.299302285034514], [-123.1190777568989, 49.29930038599523], [-123.11908765581279, 49.299298576764656], [-123.11909755515947, 49.29929694743582], [-123.11910759226737, 49.29929540791564], [-123.11911762980822, 49.299294048297156], [-123.11912766778214, 49.299292868580395], [-123.11913770618924, 49.2992918687653], [-123.1191478825747, 49.299291048710096], [-123.11915805939356, 49.299290408556566], [-123.12077082637352, 49.29920259679679]]}"
0.0;Combined;0.0;;BR;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.12077082637352, 49.29920259679679], [-123.12248372044192, 49.29910926835085]]}"
750.0;Combined;0.41;;CONC;111.56;"{""type"": ""LineString"", ""coordinates"": [[-123.03272810147749, 49.28867692734422], [-123.03373077503021, 49.28834030080172]]}"
1350.0;Combined;3.97;;n/a;110.6;"{""type"": ""LineString"", ""coordinates"": [[-123.0335644024944, 49.2867094176167], [-123.03356114893327, 49.28771014888052]]}"
750.0;Combined;0.62;;CONC;146.9;"{""type"": ""LineString"", ""coordinates"": [[-123.02939451180595, 49.29004358607757], [-123.03113229470146, 49.28936956416278]]}"
750.0;Combined;0.92;;CONC;110.9;"{""type"": ""LineString"", ""coordinates"": [[-123.03113229470146, 49.28936956416278], [-123.03237890175826, 49.288794241707436]]}"
1500.0;Combined;0.44;;n/a;214.6;"{""type"": ""LineString"", ""coordinates"": [[-123.03716235623259, 49.28108454384826], [-123.03468766773973, 49.28108037487695], [-123.03466429370165, 49.281080471843055], [-123.03464092035652, 49.28108155827363], [-123.03461768519767, 49.281083634127526], [-123.03459487696895, 49.28108670831354], [-123.03457219316806, 49.28109076293203], [-123.03455005997087, 49.28109571689912], [-123.0345284773763, 49.28110157021511], [-123.03450758294096, 49.28110841279096], [-123.0344873765384, 49.28111606472356], [-123.03446785823068, 49.28112461596502], [-123.03444930288146, 49.28113388653024], [-123.03443171055314, 49.28114396637136], [-123.03441521867775, 49.28115476549617], [-123.03439968976032, 49.28116628394604], [-123.03438539872829, 49.28117843168783], [-123.03437234551954, 49.281191118770174], [-123.03436066762961, 49.28120434515266], [-123.03435022750169, 49.2812180209248], [-123.03434116263162, 49.28123214604608], [-123.03433347295791, 49.28124663056507]]}"
900.0;Combined;0.1;1954;CPP;185.6;"{""type"": ""LineString"", ""coordinates"": [[-123.2061695305804, 49.27487198132457], [-123.20369097517239, 49.27526951215409]]}"
1050.0;Combined;0.47;;n/a;285.3;"{""type"": ""LineString"", ""coordinates"": [[-123.04935049517036, 49.29286339899175], [-123.04939314512848, 49.292879841909695], [-123.05013327459076, 49.29282302459723], [-123.05316285200519, 49.292260336651744]]}"
1050.0;Combined;0.33;;n/a;237.4;"{""type"": ""LineString"", ""coordinates"": [[-123.05316285200519, 49.292260336651744], [-123.05621380210657, 49.29171114151444], [-123.05628059853841, 49.291675668069765]]}"
900.0;Combined;0.62;;n/a;213.1;"{""type"": ""LineString"", ""coordinates"": [[-123.04263722586003, 49.29123543742318], [-123.04355938806363, 49.29162773225302], [-123.04388153510143, 49.291717193171635], [-123.04501977106065, 49.291976274696665], [-123.04516128428162, 49.29197621947866], [-123.04530901844343, 49.29201142267439]]}"
1950.0;Combined;0.77;;n/a;169.5;"{""type"": ""LineString"", ""coordinates"": [[-123.03092967160582, 49.29008798128811], [-123.03092926298555, 49.290094278011196], [-123.0309285793256, 49.290100574807894], [-123.0309273455862, 49.2901068717518], [-123.03092583680682, 49.2901131687693], [-123.03092405293107, 49.29011937590875], [-123.03092171891915, 49.29012549324375], [-123.03091910986687, 49.29013161065231], [-123.03091608819797, 49.29013763821956], [-123.03091265391234, 49.290143575945486], [-123.03090894452976, 49.29014942379327], [-123.0309049600502, 49.29015518176286], [-123.03090056289734, 49.290160759939404], [-123.03089575318354, 49.29016633822612], [-123.03089066831625, 49.29017173668291], [-123.03088530829544, 49.29017695530977], [-123.03087967317727, 49.290182084058266], [-123.03087362538544, 49.290187033013474], [-123.03086730249613, 49.29019189209024], [-123.03086070439701, 49.290196481385294], [-123.02967589869118, 49.290904450092924], [-123.02967218872737, 49.29090966823909], [-123.02966889132897, 49.29091488627918], [-123.02966600665803, 49.29092037406807], [-123.02966380959695, 49.290925861680385], [-123.02966202515572, 49.29093143913833], [-123.02966079085654, 49.29093710640666], [-123.02965996912351, 49.29094277356907], [-123.02965983500113, 49.290948440555006], [-123.02966011349919, 49.290954197386604], [-123.02966094203211, 49.290959864125426], [-123.0296623206541, 49.29096553072304], [-123.0296642493113, 49.29097110722782], [-123.0296667280039, 49.29097659363975], [-123.02966961915588, 49.290981900042496], [-123.02967306039754, 49.2909872063039], [-123.02967691409881, 49.29099233255607], [-123.02968118025979, 49.290997278798955], [-123.0296859964028, 49.29100204499715], [-123.02969122500569, 49.29100663118597], [-123.02969686601445, 49.29101094741372], [-123.02990476715145, 49.291161562743625]]}"
600.0;Sanitary;14.2;1970;CONC;9.1;"{""type"": ""LineString"", ""coordinates"": [[-123.13658826492396, 49.2948184568198], [-123.13646303405159, 49.294840804822364]]}"
600.0;Sanitary;0.86;1970;CONC;5.8;"{""type"": ""LineString"", ""coordinates"": [[-123.1366651766124, 49.294804702241], [-123.13658826492396, 49.2948184568198]]}"
500.0;Sanitary;0.0;1970;CONC;3.0;"{""type"": ""LineString"", ""coordinates"": [[-123.1367049727978, 49.29479761196059], [-123.1366651766124, 49.294804702241]]}"
750.0;Combined;0.07;;CONC;136.0;"{""type"": ""LineString"", ""coordinates"": [[-123.18897881624521, 49.27141913743157], [-123.18908975975343, 49.27142092587436], [-123.18911314153873, 49.27142052779977], [-123.18913623017215, 49.27141896082447], [-123.18915917720987, 49.271416314652534], [-123.18918170771614, 49.27141258973415], [-123.18920368387852, 49.271407696343296], [-123.18922524385074, 49.271401814157976], [-123.18924583776344, 49.27139494407901], [-123.1892657402057, 49.271386995705186], [-123.1892846769309, 49.27137814939003], [-123.18930264793846, 49.27136840513409], [-123.18931937863832, 49.27135785333966], [-123.18933486903042, 49.271346494007304], [-123.18934898199223, 49.27133441731418], [-123.18936173161514, 49.27132171318972], [-123.18937309040636, 49.27130838167943], [-123.18938279786835, 49.271294603114626], [-123.18939099146894, 49.27128037727043], [-123.18939753374258, 49.27126570437244], [-123.18940242572357, 49.27125085427527], [-123.18940552960244, 49.27123573725303], [-123.18940698353605, 49.27122053298333], [-123.18942033684625, 49.27039609204748]]}"
900.0;Combined;0.1;1954;CPP;114.3;"{""type"": ""LineString"", ""coordinates"": [[-123.21010133768804, 49.27451000252379], [-123.20852989680056, 49.274493518542094]]}"
750.0;Combined;5.95;1966;CI;47.2;"{""type"": ""LineString"", ""coordinates"": [[-123.14634622191289, 49.289960331180616], [-123.14681718194427, 49.28966757075084]]}"
450.0;Sanitary;2.57;;n/a;56.1;"{""type"": ""LineString"", ""coordinates"": [[-123.19702051056777, 49.235145474552986], [-123.19663044804491, 49.23470740450102]]}"
450.0;Sanitary;0.0;;n/a;7.6;"{""type"": ""LineString"", ""coordinates"": [[-123.19663044804491, 49.23470740450102], [-123.19655881828143, 49.2346571529619]]}"
2100.0;Storm;0.0;;CONC;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07837551943787, 49.28691630724862], [-123.07837591710805, 49.28724526927571]]}"
1200.0;Combined;0.2;1961;RC;103.2;"{""type"": ""LineString"", ""coordinates"": [[-123.20239034032035, 49.270191238013275], [-123.20102488117188, 49.27042571590082]]}"
1200.0;Combined;0.12;1973;CONC;398.1;"{""type"": ""LineString"", ""coordinates"": [[-123.06187660309018, 49.2876923752506], [-123.06252795197794, 49.28670612728517], [-123.0625814892344, 49.286633597245874], [-123.06263874058239, 49.28656223453954], [-123.06269970623798, 49.28649221906394], [-123.06276394615992, 49.286423551052216], [-123.06283192797441, 49.28635631120125], [-123.06290307415652, 49.28629051780917], [-123.06297766005007, 49.28622643158005], [-123.06305541051707, 49.286163962705714], [-123.063136325668, 49.28610320113147], [-123.06322025435526, 49.286044236885076], [-123.06330722418254, 49.28598715090147], [-123.06339694640516, 49.285931961322596], [-123.06348942124366, 49.28587883905014], [-123.06358464858509, 49.285827694125985], [-123.06368233978195, 49.28577861665411], [-123.06378252257271, 49.28573178651642], [-123.0638850455779, 49.28568710484334], [-123.0639897714369, 49.28564467964674], [-123.06409656275603, 49.285604591953444], [-123.06432766472464, 49.285578377539665], [-123.06542720041439, 49.28560967507477], [-123.06553909744984, 49.28558406538095]]}"
900.0;Combined;2.46;1961;RC;68.4;"{""type"": ""LineString"", ""coordinates"": [[-123.19430854158325, 49.26873318173137], [-123.19338529656191, 49.268717819673064]]}"
1050.0;Combined;0.41;1961;RC;93.6;"{""type"": ""LineString"", ""coordinates"": [[-123.19669119270463, 49.26954044561918], [-123.19554032294194, 49.26914992034555]]}"
1800.0;Combined;0.5;;CONC;192.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07710750704936, 49.28566662488606], [-123.07710540374613, 49.28391208205687]]}"
450.0;Combined;0.76;1901;n/a;20.4;"{""type"": ""LineString"", ""coordinates"": [[-123.03356376504767, 49.28820129317018], [-123.03373077503021, 49.28834030080172]]}"
1350.0;Combined;4.0;;n/a;54.3;"{""type"": ""LineString"", ""coordinates"": [[-123.03356114893327, 49.28771014888052], [-123.03356015999609, 49.28823861515855]]}"
750.0;Storm;4.05;2008;n/a;129.5;"{""type"": ""LineString"", ""coordinates"": [[-123.04978962523882, 49.2446344769352], [-123.04979386800798, 49.24546529283998]]}"
600.0;Sanitary;0.18;2004;PVC;49.42;"{""type"": ""LineString"", ""coordinates"": [[-123.0750826541144, 49.25780435222763], [-123.0750743698324, 49.25819578433144], [-123.07504305474593, 49.25824472064502]]}"
2400.0;Combined;0.21;;CONC;174.65;"{""type"": ""LineString"", ""coordinates"": [[-123.20246877647803, 49.27211233142991], [-123.20241135875655, 49.273668817071524]]}"
1050.0;Sanitary;0.01;2004;PVC;81.69;"{""type"": ""LineString"", ""coordinates"": [[-123.06409876217637, 49.25809198753847], [-123.06522055532322, 49.2580918634671]]}"
900.0;Sanitary;0.18;2004;PVC;73.9;"{""type"": ""LineString"", ""coordinates"": [[-123.0630888710251, 49.25802116638361], [-123.06409876217637, 49.25809198753847]]}"
900.0;Sanitary;0.15;2009;PVC;175.76;"{""type"": ""LineString"", ""coordinates"": [[-123.05899242976997, 49.25678427585015], [-123.06046781127128, 49.258036096676584]]}"
900.0;Sanitary;0.83;2004;PVC;6.14;"{""type"": ""LineString"", ""coordinates"": [[-123.06522055532322, 49.2580918634671], [-123.0652286647231, 49.25809260549176], [-123.0652379983479, 49.25809417438422], [-123.0652426312, 49.25809526018901], [-123.06525349278601, 49.258098708216956], [-123.06526679075371, 49.25810507831187], [-123.06527496158202, 49.25811071369455], [-123.06527944707076, 49.25811468704453], [-123.06528202058668, 49.25811738415439], [-123.06528404401166, 49.25811980272341], [-123.06528605413274, 49.25812255412281], [-123.06528758286633, 49.258125017947364], [-123.0652890156832, 49.25812769771123], [-123.0652906148293, 49.258131447811444]]}"
750.0;Sanitary;0.54;2004;PVC;9.29;"{""type"": ""LineString"", ""coordinates"": [[-123.06065391483779, 49.25015845378883], [-123.06077597257132, 49.25013398559791]]}"
750.0;Sanitary;0.46;2004;PVC;189.36;"{""type"": ""LineString"", ""coordinates"": [[-123.05845280299995, 49.24925011705709], [-123.06065391483779, 49.25015845378883]]}"
600.0;Sanitary;1.42;;CONC;21.1;"{""type"": ""LineString"", ""coordinates"": [[-123.20274391106493, 49.27194515895894], [-123.20260298446838, 49.272111376565555]]}"
750.0;Sanitary;0.76;2004;PVC;167.15;"{""type"": ""LineString"", ""coordinates"": [[-123.0652342850201, 49.2519812602209], [-123.06528625888225, 49.252067593996046], [-123.06534920590065, 49.252159462597355], [-123.06539121878012, 49.25221548805706], [-123.06548144565738, 49.25233012603852], [-123.06556645420405, 49.252426299718], [-123.06563547863281, 49.25249945464698], [-123.0657343385493, 49.25259508961224], [-123.06581319852889, 49.25266530639422], [-123.06588218888157, 49.25272265658792], [-123.06593487514415, 49.25276466120255], [-123.0659766516559, 49.252797110102996], [-123.06601211292806, 49.252823643740925], [-123.06652150504851, 49.25321508445603]]}"
0.0;Sanitary;0.17;2003;n/a;24.05;"{""type"": ""LineString"", ""coordinates"": [[-123.07881276812073, 49.26673713096559], [-123.07849974258272, 49.26680676001759]]}"
0.0;Sanitary;-1.29;2003;n/a;11.64;"{""type"": ""LineString"", ""coordinates"": [[-123.0806281897575, 49.266087477340506], [-123.08043728757255, 49.26609142436419]]}"
0.0;Sanitary;-0.82;2003;STEEL;32.32;"{""type"": ""LineString"", ""coordinates"": [[-123.08083227505122, 49.26589926307609], [-123.08068627256871, 49.26603391534732]]}"
750.0;Sanitary;2.99;2004;PVC;161.05;"{""type"": ""LineString"", ""coordinates"": [[-123.05243213710273, 49.2467186545888], [-123.05429647093844, 49.247499038171185]]}"
