AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
307;792;E 50TH AV AND DOMAN ST;"{""type"": ""Point"", ""coordinates"": [-123.036671061107, 49.22366963279412]}";Killarney
304;792;E 50TH AV AND MCKINNON ST;"{""type"": ""Point"", ""coordinates"": [-123.03888109107949, 49.223688969515464]}";Killarney
304;790;MCKINNON ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03882488647355, 49.2247318905263]}";Killarney
304;796;E 51ST AV AND MCKINNON ST;"{""type"": ""Point"", ""coordinates"": [-123.03892345766464, 49.22286536657933]}";Killarney
300;772;KERR ST AND E 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0410054521629, 49.2254999353171]}";Killarney
194;640;SCOTIA ST AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.09820088147455, 49.267763798633155]}";Strathcona
193;641;E 3RD AV AND LORNE ST;"{""type"": ""Point"", ""coordinates"": [-123.10017391484391, 49.26820804187998]}";Mount Pleasant
193;640;E 2ND AV AND LORNE ST;"{""type"": ""Point"", ""coordinates"": [-123.09965902041672, 49.268596782856555]}";Strathcona
193;633;STATION ST AND CENTRAL ST;"{""type"": ""Point"", ""coordinates"": [-123.09806593459427, 49.271021091923096]}";Strathcona
193;631;NORTHERN ST AND STATION ST;"{""type"": ""Point"", ""coordinates"": [-123.09805738676495, 49.27181308098262]}";Strathcona
191;635;INDUSTRIAL AV AND WESTERN ST;"{""type"": ""Point"", ""coordinates"": [-123.10000174123263, 49.27043572557264]}";Strathcona
198;615;THORNTON ST AND EVANS AV;"{""type"": ""Point"", ""coordinates"": [-123.09290197803749, 49.27274758784543]}";Strathcona
192;630;TERMINAL AV AND STATION ST;"{""type"": ""Point"", ""coordinates"": [-123.09864497912926, 49.27256197029698]}";Strathcona
190;630;MAIN ST AND TERMINAL AV;"{""type"": ""Point"", ""coordinates"": [-123.1000280417371, 49.27277629705584]}";Downtown
228;604;VERNON DRIVE AND NAPIER ST;"{""type"": ""Point"", ""coordinates"": [-123.0786429275216, 49.274960572670835]}";Strathcona
255;601;SEMLIN DRIVE AND PARKER ST;"{""type"": ""Point"", ""coordinates"": [-123.06370066894323, 49.27571160937295]}";Grandview-Woodland
270;606;NANAIMO ST AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.05658246835866, 49.27384525094579]}";Grandview-Woodland
265;606;TEMPLETON DRIVE AND WILLIAM ST;"{""type"": ""Point"", ""coordinates"": [-123.05986774593323, 49.27387202925937]}";Grandview-Woodland
280;650;E BROADWAY AND RENFREW ST;"{""type"": ""Point"", ""coordinates"": [-123.04428223681381, 49.26195197037037]}";Hastings-Sunrise
165;654;W 10TH AV AND ASH ST;"{""type"": ""Point"", ""coordinates"": [-123.11753719970721, 49.26229393319877]}";Fairview
171;654;W 10TH AV AND YUKON ST;"{""type"": ""Point"", ""coordinates"": [-123.11293537214836, 49.262220489501466]}";Mount Pleasant
170;670;CAMBIE ST AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.11496762208054, 49.26039208876148]}";Fairview
171;687;W 15TH AV AND YUKON ST;"{""type"": ""Point"", ""coordinates"": [-123.11310263951617, 49.257782034348075]}";Mount Pleasant
171;690;YUKON ST AND W 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11313764867205, 49.25685860515554]}";Mount Pleasant
168;690;W 16TH AV AND TUPPER ST;"{""type"": ""Point"", ""coordinates"": [-123.11597586041715, 49.25693085609767]}";Fairview
301;718;VANNESS AV AND SPENCER ST;"{""type"": ""Point"", ""coordinates"": [-123.0366738146613, 49.24024914347667]}";Renfrew-Collingwood
284;718;VANNESS AV AND KILLARNEY ST;"{""type"": ""Point"", ""coordinates"": [-123.04067093441043, 49.24188313995269]}";Renfrew-Collingwood
283;718;VANNESS AV AND FAIRMONT ST;"{""type"": ""Point"", ""coordinates"": [-123.04159867602797, 49.24226194090126]}";Renfrew-Collingwood
171;644;W 5TH AV AND YUKON ST;"{""type"": ""Point"", ""coordinates"": [-123.11274714217504, 49.26662925028565]}";Mount Pleasant
279;718;TODD ST AND VANNESS AV;"{""type"": ""Point"", ""coordinates"": [-123.04464991418556, 49.24350912487785]}";Renfrew-Collingwood
280;717;EARLES ST AND KINGS AV;"{""type"": ""Point"", ""coordinates"": [-123.04302167537239, 49.243654107225595]}";Renfrew-Collingwood
186;640;QUEBEC ST AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.10270118715653, 49.269204389056476]}";Mount Pleasant
186;644;E 5TH AV AND QUEBEC ST;"{""type"": ""Point"", ""coordinates"": [-123.10281632648655, 49.26644655646607]}";Mount Pleasant
190;644;MAIN ST AND E 5TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10081306483141, 49.26641009211123]}";Mount Pleasant
159;640;W 6TH AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.12172798298934, 49.26591791821567]}";Fairview
170;645;W 6TH AV AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.11464525757034, 49.26575912059923]}";Mount Pleasant
171;645;W 6TH AV AND YUKON ST;"{""type"": ""Point"", ""coordinates"": [-123.11278689598976, 49.26572553547847]}";Mount Pleasant
182;645;W 6TH AV AND MANITOBA ST;"{""type"": ""Point"", ""coordinates"": [-123.10672344803102, 49.26561278344584]}";Mount Pleasant
184;645;ONTARIO ST AND E 6TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10478873967446, 49.265577637981046]}";Mount Pleasant
184;644;ONTARIO ST AND E 5TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10475169979514, 49.26648175234799]}";Mount Pleasant
182;644;MANITOBA ST AND W 5TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10668556266614, 49.26651638648997]}";Mount Pleasant
173;644;W 5TH AV AND ALBERTA ST;"{""type"": ""Point"", ""coordinates"": [-123.11081231910259, 49.2665932522996]}";Mount Pleasant
303;712;MCHARDY ST AND TANNER ST;"{""type"": ""Point"", ""coordinates"": [-123.03057628584942, 49.243751289041455]}";Renfrew-Collingwood
306;711;MOSCROP ST AND JOYCE ST;"{""type"": ""Point"", ""coordinates"": [-123.02701202851675, 49.2433170958515]}";Renfrew-Collingwood
306;710;E 29TH AV AND JOYCE ST;"{""type"": ""Point"", ""coordinates"": [-123.02584820656318, 49.244516130043486]}";Renfrew-Collingwood
305;710;CARIBOO ST AND E 29TH AV;"{""type"": ""Point"", ""coordinates"": [-123.02730435771124, 49.24452185785833]}";Renfrew-Collingwood
316;710;HOY ST AND E 29TH AV;"{""type"": ""Point"", ""coordinates"": [-123.02495962789355, 49.24451225958918]}";Renfrew-Collingwood
170;761;CAMBIE ST AND W 46TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11638378906994, 49.228811814907715]}";Oakridge
171;761;W 46TH AV AND YUKON ST;"{""type"": ""Point"", ""coordinates"": [-123.11461440397146, 49.22874418554626]}";Oakridge
175;761;ALBERTA ST AND W 46TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11302065443412, 49.22868352660356]}";Oakridge
170;758;W 45TH AV AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.11634290920549, 49.22981595199365]}";Oakridge
170;757;CAMBIE ST AND W 44TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11630583778397, 49.23074044104253]}";Oakridge
147;761;W 46TH AV AND MONTGOMERY ST;"{""type"": ""Point"", ""coordinates"": [-123.13200078615517, 49.22943365296873]}";Oakridge
145;793;SELKIRK ST AND W 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.13336631702421, 49.22487046907097]}";Oakridge
078;692;BALSAM ST AND W 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16032022279072, 49.256320408354995]}";Arbutus-Ridge
078;698;W 21ST AV AND BALSAM ST;"{""type"": ""Point"", ""coordinates"": [-123.16042037086604, 49.253608227778315]}";Arbutus-Ridge
078;701;BALSAM ST AND W 22ND AV;"{""type"": ""Point"", ""coordinates"": [-123.1604538415069, 49.252703765372836]}";Arbutus-Ridge
083;710;W KING EDWARD AV AND VALLEY DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.15928850483085, 49.24977574005124]}";Arbutus-Ridge
075;701;W 22ND AV AND VALLEY DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.16140597750449, 49.25271889138743]}";Arbutus-Ridge
073;705;W 23RD AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16525252990544, 49.25187580002699]}";Arbutus-Ridge
125;765;CHURCHILL ST AND W 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14162234317763, 49.228782874812985]}";Kerrisdale
161;761;W 46TH AV AND TISDALL ST;"{""type"": ""Point"", ""coordinates"": [-123.12167305414154, 49.229073713119455]}";Oakridge
135;792;CARTIER ST AND W 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13749184614072, 49.22581451617122]}";Oakridge
135;790;W 49TH AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.1374446759263, 49.22688146480015]}";Oakridge
135;798;W 53RD AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13762152659429, 49.2225762807323]}";Oakridge
037;688;HIGHBURY ST AND W 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18798053102421, 49.25896700876941]}";West Point Grey
041;688;W 15TH AV AND DUNBAR ST;"{""type"": ""Point"", ""coordinates"": [-123.18398047478898, 49.258907305811405]}";West Point Grey
144;698;HUDSON ST AND THE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.13515095165177, 49.255027389445935]}";Shaughnessy
135;702;MATTHEWS AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13696099729792, 49.25352738252588]}";Shaughnessy
042;674;COLLINGWOOD ST AND W 11TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18191483577668, 49.26249214739484]}";Kitsilano
041;674;DUNBAR ST AND W 11TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18385071541184, 49.262523372925905]}";Kitsilano
041;670;W 10TH AV AND DUNBAR ST;"{""type"": ""Point"", ""coordinates"": [-123.18381781765812, 49.263446414924736]}";Kitsilano
042;683;W 13TH AV AND COLLINGWOOD ST;"{""type"": ""Point"", ""coordinates"": [-123.18198101998436, 49.26068451797676]}";Kitsilano
041;678;DUNBAR ST AND W 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1838831152256, 49.26161829500324]}";Kitsilano
042;686;W 14TH AV AND COLLINGWOOD ST;"{""type"": ""Point"", ""coordinates"": [-123.18201428116065, 49.25978043741455]}";Kitsilano
045;686;W 14TH AV AND WATERLOO ST;"{""type"": ""Point"", ""coordinates"": [-123.18000991406394, 49.259748703177934]}";Kitsilano
312;770;SCHOOL AV AND TYNE ST;"{""type"": ""Point"", ""coordinates"": [-123.03222802683881, 49.230953421941074]}";Killarney
300;817;WALKWAY AND ROSEMONT DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.03682482599396, 49.21561663787341]}";Killarney
280;616;GRAVELEY ST AND RENFREW ST;"{""type"": ""Point"", ""coordinates"": [-123.04419984704188, 49.27042270086022]}";Hastings-Sunrise
230;601;CLARK DRIVE AND PARKER ST;"{""type"": ""Point"", ""coordinates"": [-123.07723761424116, 49.27584856291569]}";Grandview-Woodland
230;607;CLARK DRIVE AND CHARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.07730908569263, 49.273136277074606]}";Strathcona
230;612;GRANT ST AND CLARK DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07732944100327, 49.27150644273668]}";Strathcona
250;604;NAPIER ST AND COMMERCIAL DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06953350564949, 49.274846525697484]}";Grandview-Woodland
234;612;GRANT ST AND WOODLAND DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07345736243154, 49.271441928093324]}";Grandview-Woodland
236;616;GRAVELEY ST AND COTTON DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07153957693892, 49.270521573854104]}";Grandview-Woodland
232;616;GRAVELEY ST AND MCLEAN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07541169237275, 49.27055096354024]}";Grandview-Woodland
087;701;YEW ST AND W 22ND AV;"{""type"": ""Point"", ""coordinates"": [-123.15571614726429, 49.2526284543748]}";Arbutus-Ridge
084;709;OLIVER CRESCENT AND W 23RD AV;"{""type"": ""Point"", ""coordinates"": [-123.1581190507633, 49.25176249455763]}";Arbutus-Ridge
084;701;W 22ND AV AND VINE ST;"{""type"": ""Point"", ""coordinates"": [-123.15808534300736, 49.25266612018837]}";Arbutus-Ridge
311;695;WORTHINGTON DRIVE AND NORMANDY DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.02623868003798, 49.25152078816746]}";Renfrew-Collingwood
135;761;W 46TH AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13735406521475, 49.22961973057582]}";Oakridge
188;736;QUEBEC ST AND E 36TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10360297888272, 49.237785388488106]}";Riley Park
125;790;W 49TH AV AND CHURCHILL ST;"{""type"": ""Point"", ""coordinates"": [-123.14168376008124, 49.22698919790572]}";Kerrisdale
167;811;PAULSON ST AND W 58TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11863294717617, 49.21780340988422]}";Marpole
167;813;W 59TH AV AND PAULSON ST;"{""type"": ""Point"", ""coordinates"": [-123.1186545293052, 49.21695829026259]}";Marpole
230;824;KNIGHT ST OFF-RAMP AND KNIGHT ST BUS-LOOP;"{""type"": ""Point"", ""coordinates"": [-123.07710859749632, 49.211987854645535]}";Sunset
124;695;MARPOLE AV AND FIR ST;"{""type"": ""Point"", ""coordinates"": [-123.14043574098115, 49.25588137142802]}";Shaughnessy
312;839;E KENT AV SOUTH AND OOLICHAN WAY;"{""type"": ""Point"", ""coordinates"": [-123.03256653133876, 49.2052542037262]}";Killarney
122;695;PINE CRESCENT AND PINE ST;"{""type"": ""Point"", ""coordinates"": [-123.14431433703754, 49.25550466645357]}";Shaughnessy
139;639;ALDER BAY COURT AND LAMEY'S MILL ROAD;"{""type"": ""Point"", ""coordinates"": [-123.13327989032497, 49.26697996217422]}";Fairview
302;758;KERR ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04080084511182, 49.229289648140174]}";Killarney
305;758;E 45TH AV AND JOYCE ST;"{""type"": ""Point"", ""coordinates"": [-123.03743391003029, 49.2292768635955]}";Killarney
309;754;E 43RD AV AND LATTA ST;"{""type"": ""Point"", ""coordinates"": [-123.03454021728, 49.23085721514072]}";Killarney
316;758;E 45TH AV AND ARLINGTON ST;"{""type"": ""Point"", ""coordinates"": [-123.02779539958702, 49.22924316303602]}";Killarney
316;754;E 43RD AV AND ARLINGTON ST;"{""type"": ""Point"", ""coordinates"": [-123.02782902246359, 49.230807133189856]}";Killarney
313;770;E 43RD AV AND BATTISON ST;"{""type"": ""Point"", ""coordinates"": [-123.03059205441603, 49.2308218434021]}";Killarney
312;758;TYNE ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03213535340235, 49.22925983888314]}";Killarney
122;650;W BROADWAY AND PINE ST;"{""type"": ""Point"", ""coordinates"": [-123.14338779023518, 49.26367556139955]}";Fairview
124;650;W BROADWAY AND FIR ST;"{""type"": ""Point"", ""coordinates"": [-123.14101965816384, 49.26363743088785]}";Fairview
132;637;ISLAND PARK WALK AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.13714486901962, 49.26990657910301]}";Fairview
126;633;ISLAND PARK WALK AND CREEKSIDE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.14022527710776, 49.27137504465185]}";Fairview
130;640;W 4TH AV AND GRANVILLE ST;"{""type"": ""Point"", ""coordinates"": [-123.13839608458326, 49.26789905881822]}";Fairview
127;638;W 3RD AV AND ANDERSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13836281278088, 49.26878138387848]}";Fairview
124;646;FIR ST AND W 7TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1409539514471, 49.26538649400141]}";Fairview
124;634;FIR ST AND W 1ST AV;"{""type"": ""Point"", ""coordinates"": [-123.14149277579656, 49.27089581858394]}";Fairview
124;640;W 4TH AV AND FIR ST;"{""type"": ""Point"", ""coordinates"": [-123.14085837966893, 49.26794013277903]}";Fairview
122;640;PINE ST AND W 4TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14322918757904, 49.267976806093074]}";Fairview
270;817;BOBOLINK AV AND ELLIOTT ST;"{""type"": ""Point"", ""coordinates"": [-123.0547222702152, 49.21433782890713]}";Victoria-Fraserview
270;814;ELLIOTT ST AND HOYLAKE AV;"{""type"": ""Point"", ""coordinates"": [-123.0536887024349, 49.216203674124685]}";Victoria-Fraserview
279;822;BOBOLINK AV AND VIVIAN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05309222506439, 49.21425863956617]}";Victoria-Fraserview
279;814;BRIGHTWOOD PLACE AND VIVIAN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05225392119375, 49.21498526483564]}";Victoria-Fraserview
279;813;LYNBROOK DRIVE AND VIVIAN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05060042552851, 49.217064099275866]}";Victoria-Fraserview
285;839;JELLICOE ST AND E KENT AV SOUTH;"{""type"": ""Point"", ""coordinates"": [-123.04772434834851, 49.206197111438186]}";Killarney
311;819;BUTLER ST AND MAQUINNA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.03370934687126, 49.21564201125148]}";Killarney
311;821;BUTLER ST AND E 62ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03338109850569, 49.21386604243408]}";Killarney
313;823;CHAMPLAIN CRESCENT AND MARQUETTE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.02970048513308, 49.21267806897538]}";Killarney
300;821;E 62ND AV AND KERR ST;"{""type"": ""Point"", ""coordinates"": [-123.04159031458755, 49.21381283386774]}";Killarney
306;821;KINROSS ST AND E 62ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03689574189373, 49.213578779379546]}";Killarney
308;821;E 62ND AV AND SPARBROOK CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.03446975173307, 49.21355720251252]}";Killarney
304;837;E KENT AV NORTH AND PIERVIEW CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.03835599548485, 49.20639449586856]}";Killarney
236;633;E 3RD AV AND COTTON DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.0715904706678, 49.26780730489236]}";Grandview-Woodland
232;633;MCLEAN DRIVE AND E 3RD AV;"{""type"": ""Point"", ""coordinates"": [-123.07546101576264, 49.2678385828694]}";Grandview-Woodland
236;631;COTTON DRIVE AND E 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.07157336029105, 49.26871221436659]}";Grandview-Woodland
250;630;E 1ST AV AND COMMERCIAL DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06962166815637, 49.26959964054864]}";Grandview-Woodland
054;830;BALACLAVA ST AND W 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.17588723178795, 49.22848520441296]}";Kerrisdale
081;761;W 46TH AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.1586912024827, 49.229930809691666]}";Kerrisdale
077;758;LARCH ST AND W 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16288183062947, 49.230969218805264]}";Kerrisdale
078;758;BALSAM ST AND W 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16147625782908, 49.230948694942214]}";Kerrisdale
079;758;VINE ST AND W 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16006643595514, 49.23092632483202]}";Kerrisdale
077;765;W 47TH AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16295496892062, 49.22910972313277]}";Kerrisdale
079;765;VINE ST AND W 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16013371677842, 49.2290661914266]}";Kerrisdale
081;769;YEW ST AND W 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15875979238378, 49.22815917039392]}";Kerrisdale
032;771;CROWN ST AND STAUTLO AV;"{""type"": ""Point"", ""coordinates"": [-123.1951013178247, 49.22943404376953]}";Dunbar-Southlands
035;794;HUM-LU-SUM DRIVE AND W 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.19185150809686, 49.22556971357592]}";Dunbar-Southlands
033;794;W 51ST AV AND SI-LU DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.19514343109066, 49.225950420356675]}";Dunbar-Southlands
033;830;HOLLAND ST AND W 46TH AV;"{""type"": ""Point"", ""coordinates"": [-123.19243454802802, 49.23071557448262]}";Dunbar-Southlands
036;791;WALLACE ST AND W 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.19105659114025, 49.227517571277254]}";Dunbar-Southlands
036;769;W 48TH AV AND WALLACE ST;"{""type"": ""Point"", ""coordinates"": [-123.19102726756152, 49.22832979342068]}";Dunbar-Southlands
036;794;WALLACE ST AND W 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.19111198040886, 49.22554054440252]}";Dunbar-Southlands
