YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2016;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1184779, 49.2784569]}"
2016;Hastings Community Centre;https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx;Community Space;Community Centre/Hall;3096 E Hastings St, Vancouver, BC, V5K 2A3;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.039369, 49.280678]}"
2016;Hastings Mill Store Museum;www.hastings-mill-museum.ca;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.185988, 49.272817]}"
2016;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.141944, 49.285278]}"
2016;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1389124, 49.2654685]}"
2016;Holy Trinity Ukrainian Orthodox Cathedral;http://uocvancouver.com/;Community Space;Place of Worship;154 E 10th Av, Vancouver, BC, V5T 1Z4;Mount Pleasant;Other;;250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1021053, 49.2617605]}"
2016;Improv Centre;www.vtsl.com;Theatre/Performance;Performance Space;1502 Duranleau St, Vancouver, BC, V6H 3S4;Fairview;Government;2188;186;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136248, 49.270764]}"
2016;Jericho Arts Centre;www.jerichoartscentre.com;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Vancouver Park Board/COV;5000;135;Yes;"{""type"": ""Point"", ""coordinates"": [-123.202893, 49.272369]}"
2016;Jericho Beach;;Community Space;Plaza/Park/Band Shell;3941 Point Grey Rd., Vancouver, BC, V6R 1B5;West Point Grey;City of Vancouver;250799;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1912389, 49.2711948]}"
2016;Jewish Community Centre;www.jewishmuseum.ca;Community Space;Community Centre/Hall;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Non-Profit;14000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125991, 49.233444]}"
2016;Kafka's Coffee and Tea;www.kafkascoffee.ca;Cafe/Restaurant/Bar;Cafe/Restaurant;2525 Main St, Vancouver, BC, V5T 3E5;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1014219, 49.2623554]}"
2016;Kensington Community Centre;http://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx;Community Space;Community Centre/Hall;5175 Dumfries St, Vancouver, BC, V5P 3A2;Kensington-Cedar Cottage;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.075480182997, 49.2384815559383]}"
2016;Labyrinth Gallery;http://labyrinthgallery.org/;Museum/Gallery;Museum/Gallery;112 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1017894, 49.2810651]}"
2016;Langara College - School of Creative And Applied Arts;;Educational;Educational Institution;100 W 49th Av, Vancouver, BC, V5Y 2Z6;Oakridge;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108305, 49.225191]}"
2016;Little Mountain Gallery;www.littlemountaingallery.com;Museum/Gallery;Museum/Gallery;195 E 26th Av, Vancouver, BC, V5V 2G8;Riley Park;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1014023, 49.2480158]}"
2016;Maclean Field House;http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx;Studio/Rehearsal;Artist Studio;710 Keefer St, Vancouver, BC, V6A 1Y5;Strathcona;Vancouver Park Board/COV;500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0884454, 49.2788158]}"
2016;Make Gallery;http://makeisawesome.com/;Museum/Gallery;Museum/Gallery;257 E 7th Av, Vancouver, BC, V5T 0B4;Mount Pleasant;Privately Owned;1000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0992862, 49.2646046]}"
2016;Marion Scott Gallery;www.marionscottgallery.com;Museum/Gallery;Museum/Gallery;2423 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1386272, 49.264079]}"
2016;Mascall Dance;www.mascalldance.ca;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134145, 49.283306]}"
2016;Mergatroid Building;http://www.mergatroid.ca/;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;33500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.07867, 49.276097]}"
2016;Moberly Arts and Culture Centre;www.mysunset.net;Community Space;Community Centre/Hall;7646 Prince Albert St, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;2264;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.087343, 49.215192]}"
2016;Museum of Vancouver;www.museumofvancouver.ca;Museum/Gallery;Museum/Gallery;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;60000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144897, 49.276365]}"
2016;O'Brian Centre for Vancouver Opera;www.vancouveropera.ca;Studio/Rehearsal;Rehearsal Studio;1945 Mclean Dr, Vancouver, BC, V5N 3J7;Grandview-Woodland;Privately Owned;3540;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.075658, 49.267481]}"
2016;Oko Dance Vancouver;http://www.okodancevancouver.com/;Educational;Educational Institution;45 W Hastings St, Vancouver, BC, V6B 1G4;Downtown;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1060688, 49.282071]}"
2016;Or Gallery;www.orgallery.org;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.112094, 49.281406]}"
2016;Our Town Cafe;;Cafe/Restaurant/Bar;Cafe/Restaurant;245 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001783, 49.2631703]}"
2016;Pacific Cinematheque;http://www.thecinematheque.caabout;Theatre/Performance;Cinema;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;4698;194;Yes;"{""type"": ""Point"", ""coordinates"": [-123.12627, 49.278552]}"
2016;PAL Studio Theatre;http://www.palstudiotheatre.com/;Theatre/Performance;Theatre;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;1600;150;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1295134, 49.2913154]}"
2016;Pendulum Gallery;www.pendulumgallery.bc.ca;Museum/Gallery;Museum/Gallery;885 W Georgia St, Vancouver, BC, V6C 3E8;Downtown;Privately Owned;2200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119963, 49.283709]}"
2016;Peretz Centre for Secular Jewish Culture;http://www.peretz-centre.org/index.html;Community Space;Community Centre/Hall;6184 Ash St, Vancouver, BC, V5Z 3G9;Oakridge;Non-Profit;8000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.117654, 49.229111]}"
2016;Petley Jones Gallery;www.petleyjones.com;Museum/Gallery;Museum/Gallery;554 W 6th Av, Vancouver, BC, V6J 1R2;Mount Pleasant;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0917358, 49.2652275]}"
2016;Playwrights Theatre Centre;www.playwrightstheatre.com;Studio/Rehearsal;Rehearsal Studio;739 Gore Av, Vancouver, BC, V6A 2Z9;Strathcona;Privately Owned;800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0970675, 49.2781751]}"
2016;Plaza of Nations;www.plazaofnations.com;Community Space;Plaza/Park/Band Shell;750 Pacific Blvd, Vancouver, BC, V6B 5E7;Downtown;Privately Owned;140000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.110068, 49.276031]}"
2016;PNE Forum;www.pne.ca;Community Space;Arena/Stadium;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;44579;1250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.042992, 49.282263]}"
2016;Prophouse Cafe;www.PropHouseCafe.com;Cafe/Restaurant/Bar;Cafe/Restaurant;1636 Venables St, Vancouver, BC, V5L 2H2;Grandview-Woodland;Privately Owned;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0704947, 49.2766423]}"
2016;Purple Thistle;www.purplethistle.ca;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0786643, 49.2761045]}"
2016;Queen Elizabeth Park - Artist Residence;http://vancouver.ca/parks-recreation-culture/queen-elizabeth-park.aspx;Studio/Rehearsal;Artist Studio;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.111815, 49.24203]}"
2016;Queen Elizabeth Theatre;http://vancouver.caparks-recreation-culture/queen-elizabeth-theatre.aspx;Theatre/Performance;Theatre;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;40000;2765;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113401, 49.28046]}"
2016;Queen Elizabeth Theatre Plaza;;Community Space;Plaza/Park/Band Shell;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;23690;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113393, 49.27994]}"
2016;Red Gate Arts;;Studio/Rehearsal;Artist Studio;855 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;7500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0859896, 49.2811222]}"
2016;Renegade Studios Main Street;www.renegadeproductions.net;Studio/Rehearsal;Rehearsal Studio;125 E 2nd Av, Vancouver, BC, V5T 1B4;Mount Pleasant;Privately Owned;25000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1017261, 49.2692732]}"
2016;Roundhouse Community Centre;www.roundhouse.ca;Community Space;Community Centre/Hall;181 Roundhouse Mews, Vancouver, BC, V6Z 2W3;Downtown;City of Vancouver;20000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.121747, 49.273308]}"
2016;Russian Community Centre Of Vancouver;www.russiancentrevancouver.org;Community Space;Community Centre/Hall;2114 W 4th Av, Vancouver, BC, V6K 1N6;Kitsilano;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1531395, 49.2680684]}"
2016;Ryerson United Church;www.ryersonunited.ca;Community Space;Place of Worship;2195 W 45th Av, Vancouver, BC, V6M  2J2;Kerrisdale;Other;;450;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1585257, 49.2309378]}"
2016;Sarah McLachlan School of Music;www.sarahschoolofmusic.com;Educational;Educational Institution;138 E 7th Av, Vancouver, BC, V5T 1M6;Mount Pleasant;Privately Owned;16000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101954, 49.264581]}"
2016;Scotiabank Dance Centre - Faris Family Studio;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125711, 49.277065]}"
2016;Scotiabank Dance Centre - Judith R Marcuse Studio;;Studio/Rehearsal;Rehearsal Studio;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;800;50;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125727, 49.277074]}"
2016;Semi-Public (221A);http://221a.ca/;Community Space;Plaza/Park/Band Shell;271 Union St, Vancouver, BC, V6A 2B2;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0974061, 49.2778745]}"
2016;Soundhouse Studios;http://www.soundhousestudios.com/;Studio/Rehearsal;Film/Recording Studio;33 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Privately Owned;7000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1057281, 49.2640305]}"
2016;Spirit Wrestler Gallery;www.spiritwrestler.com;Museum/Gallery;Museum/Gallery;47 Water St, Vancouver, BC, V6B 1A1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105348, 49.2837331]}"
2016;Strathcona Community Centre;https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx;Community Space;Community Centre/Hall;601 Keefer St, Vancouver, BC, V6A 3V8;Strathcona;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.091546208357, 49.279779792626]}"
2016;Strathcona Park Field House;http://vancouver.ca/parks-recreation-culture/strathcona-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;857 Malkin Av, Vancouver, BC, V6A 2K5;Strathcona;Vancouver Park Board/COV;350;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.083385, 49.2739359]}"
2016;Teck Gallery;https://www.sfu.ca/galleries/teck-gallery.html;Museum/Gallery;Museum/Gallery;515 W Hastings St, Vancouver, BC, V6B 0B2;Downtown;Privately Owned;625;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1119735, 49.2841655]}"
2016;The ARC;;Studio/Rehearsal;Artist Studio;1701 Powell St, Vancouver, BC, V5L 5C9;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.069973, 49.284217]}"
2016;The Emerald;http://emeraldsupperclub.com/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;555 Gore Av, Vancouver, BC, V6A 2Z6;Strathcona;Privately Owned;;70;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0975156, 49.2796914]}"
2016;The Ironworks Studio;www.theironworks.ca;Theatre/Performance;Performance Space;235 Alexander St, Vancouver, BC, V6A 1C2;Strathcona;Privately Owned;4700;180;Yes;"{""type"": ""Point"", ""coordinates"": [-123.099046, 49.284153]}"
2016;The Landing Dance Centre;www.thelandingdance.com;Educational;Educational Institution;270 SW Marine Dr, Vancouver, BC, V5X 2R5;Marpole;Privately Owned;5470;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1125632, 49.2113805]}"
2016;The Rhythm Room;www.s2sproductions.com;Studio/Rehearsal;Rehearsal Studio;8713 Cambie St, Vancouver, BC,;Marpole;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1179859, 49.2064027]}"
2016;Tom Lee Music Recital Hall;www.tomleemusic.ca;Theatre/Performance;Performance Space;929 Granville St, Vancouver, BC, V6Z 1L3;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1224555, 49.2800125]}"
2016;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1010921, 49.2839469]}"
2016;Trout Lake Community Centre;https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Kensington-Cedar Cottage;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065438, 49.255325]}"
2016;UBC School of Music;www.music.ubc.ca;Educational;Educational Institution;6361 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.256757, 49.267358]}"
2016;UBC Thunderbird Arena;http://thunderbirdarena.ubc.ca/;Community Space;Arena/Stadium;2555 Wesbrook Mall, Vancouver, BC, V6T 1Z3;UBC;Government;17000;5033;Yes;"{""type"": ""Point"", ""coordinates"": [-123.2413205, 49.2612385]}"
2016;Urban Native Youth Association;http://www.unya.bc.ca/;Community Space;Community Centre/Hall;1618 E Hastings St, Vancouver, BC, V5L 1S6;Grandview-Woodland;Non-Profit;11000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.071798, 49.281143]}"
2016;Van Dusen Botanical Garden;http://vandusengarden.org/;Museum/Gallery;Garden/Aquarium/Science Centre;5251 Oak St, Vancouver, BC, V6M 4H1;Shaughnessy;City of Vancouver;2368060;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.128627, 49.238472]}"
2016;Vancity Theatre;http://www.viff.org/theatre/facility-info;Theatre/Performance;Cinema;1181 Seymour St, Vancouver, BC, V6B 3M7;Downtown;Privately Owned;650;170;Yes;"{""type"": ""Point"", ""coordinates"": [-123.124732, 49.276974]}"
2016;Vancouver Alpen Club;http://www.vancouveralpenclub.ca/;Community Space;Community Centre/Hall;4875 Victoria Dr, Vancouver, BC, V5N 4P3;Kensington-Cedar Cottage;Privately Owned;8000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0657006, 49.2406492]}"
2016;Vancouver Aquarium;www.vanaqua.org;Museum/Gallery;Garden/Aquarium/Science Centre;845 Avison Way, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;97000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.130997, 49.30067]}"
2016;Vancouver Community Laboratory;http://vancommunitylab.com/;Studio/Rehearsal;Workshop;1907 Triumph St, Vancouver, BC, V5L 1K6;Grandview-Woodland;;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0652956, 49.2841727]}"
2016;Vancouver Co-Operative Radio;www.coopradio.org;Studio/Rehearsal;Film/Recording Studio;360 Columbia St, Vancouver, BC, V6A 4J1;Downtown;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102125, 49.281763]}"
2016;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.147587, 49.277465]}"
2016;Vancouver Playhouse Theatre;http://vancouver.caparks-recreation-culture/vancouver-playhouse.aspx;Theatre/Performance;Theatre;600 Hamilton St, Vancouver, BC, V6B 6A1;Downtown;City of Vancouver;2600;668;Yes;"{""type"": ""Point"", ""coordinates"": [-123.112328, 49.2808]}"
2016;Vancouver Police Museum;www.vancouverpolicemuseum.ca;Museum/Gallery;Museum/Gallery;240 E Cordova St, Vancouver, BC, V6A 1L3;Strathcona;City of Vancouver;15392;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0987999, 49.282247]}"
2016;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1151119, 49.2804357]}"
2016;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.146124, 49.276777]}"
2016;Visual Arts Studio - SFU School for the Contemporary Arts;http://www.sfu.ca/sca/index.php/programs/visual-arts;Educational;Educational Institution;611 Alexander St, Vancouver, BC, V6A 1E1;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0915178, 49.2844372]}"
2016;VIVO Media Arts Centre;www.vivomediaarts.com;Studio/Rehearsal;Film/Recording Studio;2625 Kaslo St, Vancouver, BC, V5M 3G9;Renfrew-Collingwood;City of Vancouver;7000;150;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0470996, 49.2608061]}"
2016;Waterfront Theatre;www.waterfronttheatre.ca;Theatre/Performance;Theatre;1412 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;;224;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135508, 49.270119]}"
2016;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0984496, 49.2689553]}"
2016;Wise Club Hall;www.wisehall.ca;Theatre/Performance;Performance Space;1882 Adanac St, Vancouver, BC, V5L 2E2;Grandview-Woodland;Non-Profit;2600;225;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660915, 49.2772414]}"
2016;Writers' Exchange;;Studio/Rehearsal;Workshop;881 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0853822, 49.2811097]}"
2015;222 E Georgia Studios;http://projectspace.ca/blog/;Studio/Rehearsal;Artist Studio;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;5980;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098829, 49.278453]}"
2015;AHVA Gallery;http://gallery.ahva.ubc.ca/about/;Museum/Gallery;Museum/Gallery;6398 University Blvd, Vancouver, BC,;UBC;Other;1990;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.2549451, 49.2639124]}"
2015;Arts Club Theatre - Backstage Lounge;www.thebackstagelounge.com;Café/Restaurant/Bar;Bar/Lounge/Cabaret;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;;60;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134363, 49.272102]}"
2015;Arts Club Theatre - Production Centre;;Studio/Rehearsal;Workshop;1377 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;11282;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1347122, 49.2700047]}"
