group,drugbank-id
investigational,DB00948
approved,DB00949
approved,DB00950
investigational,DB00950
approved,DB00951
investigational,DB00951
approved,DB00952
investigational,DB00952
approved,DB00953
experimental,DB00954
approved,DB00955
investigational,DB00955
approved,DB00956
illicit,DB00956
investigational,DB00956
approved,DB00957
investigational,DB00957
approved,DB00958
approved,DB00959
vet_approved,DB00959
approved,DB00960
investigational,DB00960
approved,DB00961
vet_approved,DB00961
approved,DB00962
illicit,DB00962
investigational,DB00962
approved,DB00963
approved,DB00964
approved,DB00965
investigational,DB00965
approved,DB00966
investigational,DB00966
approved,DB00967
investigational,DB00967
approved,DB00968
approved,DB00969
withdrawn,DB00969
approved,DB00970
investigational,DB00970
approved,DB00971
approved,DB00972
approved,DB00973
approved,DB00974
vet_approved,DB00974
approved,DB00975
approved,DB00976
approved,DB00977
approved,DB00978
investigational,DB00978
approved,DB00979
approved,DB00980
investigational,DB00980
approved,DB00981
investigational,DB00981
approved,DB00982
approved,DB00983
investigational,DB00983
approved,DB00984
illicit,DB00984
investigational,DB00984
approved,DB00985
approved,DB00986
investigational,DB00986
vet_approved,DB00986
approved,DB00987
investigational,DB00987
approved,DB00988
approved,DB00989
investigational,DB00989
approved,DB00990
investigational,DB00990
approved,DB00991
approved,DB00992
investigational,DB00992
approved,DB00993
approved,DB00994
vet_approved,DB00994
approved,DB00995
investigational,DB00995
approved,DB00996
investigational,DB00996
approved,DB00997
investigational,DB00997
approved,DB00998
investigational,DB00998
approved,DB00999
vet_approved,DB00999
approved,DB01000
approved,DB01001
vet_approved,DB01001
approved,DB01002
investigational,DB01002
approved,DB01003
approved,DB01004
investigational,DB01004
approved,DB01005
approved,DB01006
investigational,DB01006
approved,DB01007
approved,DB01008
investigational,DB01008
approved,DB01009
vet_approved,DB01009
approved,DB01010
approved,DB01011
investigational,DB01011
approved,DB01012
approved,DB01013
approved,DB01014
investigational,DB01014
approved,DB01015
approved,DB01016
approved,DB01017
investigational,DB01017
approved,DB01018
investigational,DB01018
approved,DB01019
approved,DB01020
approved,DB01021
vet_approved,DB01021
approved,DB01022
investigational,DB01022
approved,DB01023
investigational,DB01023
approved,DB01024
approved,DB01025
investigational,DB01025
withdrawn,DB01025
approved,DB01026
investigational,DB01026
approved,DB01028
investigational,DB01028
vet_approved,DB01028
approved,DB01029
investigational,DB01029
approved,DB01030
investigational,DB01030
approved,DB01031
illicit,DB01031
withdrawn,DB01031
approved,DB01032
investigational,DB01032
approved,DB01033
experimental,DB01034
approved,DB01035
approved,DB01036
investigational,DB01036
approved,DB01037
investigational,DB01037
vet_approved,DB01037
withdrawn,DB01038
approved,DB01039
approved,DB01041
investigational,DB01041
withdrawn,DB01041
approved,DB01042
approved,DB01043
investigational,DB01043
approved,DB01044
investigational,DB01044
approved,DB01045
approved,DB01046
investigational,DB01046
approved,DB01047
investigational,DB01047
approved,DB01048
investigational,DB01048
approved,DB01049
approved,DB01050
approved,DB01051
investigational,DB01051
vet_approved,DB01051
approved,DB01053
vet_approved,DB01053
approved,DB01054
investigational,DB01054
experimental,DB01055
approved,DB01056
approved,DB01057
approved,DB01058
investigational,DB01058
vet_approved,DB01058
approved,DB01059
approved,DB01060
vet_approved,DB01060
approved,DB01061
approved,DB01062
investigational,DB01062
approved,DB01063
approved,DB01064
investigational,DB01064
approved,DB01065
nutraceutical,DB01065
vet_approved,DB01065
approved,DB01066
investigational,DB01066
approved,DB01067
investigational,DB01067
approved,DB01068
illicit,DB01068
approved,DB01069
investigational,DB01069
approved,DB01070
experimental,DB01071
approved,DB01072
investigational,DB01072
approved,DB01073
approved,DB01074
investigational,DB01074
approved,DB01075
investigational,DB01075
approved,DB01076
approved,DB01077
approved,DB01078
approved,DB01079
investigational,DB01079
withdrawn,DB01079
approved,DB01080
approved,DB01081
illicit,DB01081
approved,DB01082
vet_approved,DB01082
approved,DB01083
investigational,DB01083
approved,DB01084
approved,DB01085
investigational,DB01085
approved,DB01086
investigational,DB01086
approved,DB01087
approved,DB01088
investigational,DB01088
approved,DB01089
approved,DB01090
approved,DB01091
approved,DB01092
approved,DB01093
vet_approved,DB01093
experimental,DB01094
approved,DB01095
approved,DB01096
approved,DB01097
investigational,DB01097
approved,DB01098
approved,DB01099
investigational,DB01099
approved,DB01100
approved,DB01101
investigational,DB01101
approved,DB01102
investigational,DB01103
approved,DB01104
approved,DB01105
illicit,DB01105
investigational,DB01105
withdrawn,DB01105
approved,DB01106
investigational,DB01106
approved,DB01107
illicit,DB01107
withdrawn,DB01107
approved,DB01108
investigational,DB01108
vet_approved,DB01108
withdrawn,DB01108
approved,DB01109
investigational,DB01109
approved,DB01110
investigational,DB01110
vet_approved,DB01110
approved,DB01111
vet_approved,DB01111
approved,DB01112
approved,DB01113
investigational,DB01113
approved,DB01114
approved,DB01115
approved,DB01116
investigational,DB01116
approved,DB01117
approved,DB01118
investigational,DB01118
approved,DB01119
approved,DB01120
approved,DB01121
approved,DB01122
approved,DB01123
approved,DB01124
investigational,DB01124
approved,DB01125
approved,DB01126
investigational,DB01126
approved,DB01127
approved,DB01128
approved,DB01129
investigational,DB01129
approved,DB01130
investigational,DB01130
approved,DB01131
approved,DB01132
investigational,DB01132
approved,DB01133
investigational,DB01133
vet_approved,DB01133
experimental,DB01134
vet_approved,DB01134
approved,DB01135
approved,DB01136
investigational,DB01136
approved,DB01137
investigational,DB01137
approved,DB01138
approved,DB01139
vet_approved,DB01139
approved,DB01140
vet_approved,DB01140
withdrawn,DB01140
approved,DB01141
investigational,DB01141
approved,DB01142
investigational,DB01142
approved,DB01143
investigational,DB01143
approved,DB01144
investigational,DB01144
approved,DB01145
approved,DB01146
investigational,DB01146
approved,DB01147
investigational,DB01147
vet_approved,DB01147
approved,DB01148
approved,DB01149
withdrawn,DB01149
approved,DB01150
approved,DB01151
investigational,DB01151
approved,DB01152
withdrawn,DB01152
approved,DB01153
investigational,DB01153
approved,DB01154
vet_approved,DB01154
approved,DB01155
investigational,DB01155
approved,DB01156
approved,DB01157
investigational,DB01157
approved,DB01158
approved,DB01159
vet_approved,DB01159
approved,DB01160
vet_approved,DB01160
approved,DB01161
approved,DB01162
investigational,DB01163
withdrawn,DB01163
approved,DB01164
approved,DB01165
approved,DB01166
investigational,DB01166
approved,DB01167
investigational,DB01167
approved,DB01168
investigational,DB01168
approved,DB01169
investigational,DB01169
approved,DB01170
approved,DB01171
investigational,DB01171
approved,DB01172
investigational,DB01172
vet_approved,DB01172
approved,DB01173
approved,DB01174
investigational,DB01174
approved,DB01175
approved,DB01176
approved,DB01177
approved,DB01178
investigational,DB01178
withdrawn,DB01178
approved,DB01179
approved,DB01180
approved,DB01181
approved,DB01182
approved,DB01183
vet_approved,DB01183
approved,DB01184
investigational,DB01184
vet_approved,DB01184
approved,DB01185
illicit,DB01185
approved,DB01186
investigational,DB01186
vet_approved,DB01186
withdrawn,DB01186
approved,DB01187
approved,DB01188
investigational,DB01188
approved,DB01189
approved,DB01190
vet_approved,DB01190
approved,DB01191
illicit,DB01191
investigational,DB01191
withdrawn,DB01191
approved,DB01192
investigational,DB01192
vet_approved,DB01192
approved,DB01193
investigational,DB01193
approved,DB01194
approved,DB01195
withdrawn,DB01195
approved,DB01196
investigational,DB01196
approved,DB01197
approved,DB01198
approved,DB01199
approved,DB01200
investigational,DB01200
approved,DB01201
investigational,DB01201
approved,DB01202
approved,DB01203
approved,DB01204
investigational,DB01204
approved,DB01205
approved,DB01206
investigational,DB01206
experimental,DB01207
approved,DB01208
investigational,DB01208
withdrawn,DB01208
approved,DB01209
investigational,DB01209
approved,DB01210
approved,DB01211
approved,DB01212
approved,DB01213
vet_approved,DB01213
approved,DB01214
approved,DB01215
illicit,DB01215
approved,DB01216
approved,DB01217
investigational,DB01217
approved,DB01218
approved,DB01219
investigational,DB01219
approved,DB01220
investigational,DB01220
approved,DB01221
vet_approved,DB01221
approved,DB01222
approved,DB01223
approved,DB01224
approved,DB01225
approved,DB01226
approved,DB01227
investigational,DB01227
approved,DB01228
investigational,DB01228
withdrawn,DB01228
approved,DB01229
vet_approved,DB01229
approved,DB01230
illicit,DB01230
investigational,DB01230
withdrawn,DB01230
approved,DB01231
investigational,DB01231
withdrawn,DB01231
approved,DB01232
investigational,DB01232
approved,DB01233
investigational,DB01233
approved,DB01234
investigational,DB01234
vet_approved,DB01234
approved,DB01235
approved,DB01236
vet_approved,DB01236
approved,DB01237
approved,DB01238
investigational,DB01238
approved,DB01239
experimental,DB01239
investigational,DB01239
withdrawn,DB01239
approved,DB01240
approved,DB01241
approved,DB01242
investigational,DB01242
vet_approved,DB01242
approved,DB01243
approved,DB01244
withdrawn,DB01244
approved,DB01245
approved,DB01246
vet_approved,DB01246
approved,DB01247
approved,DB01248
investigational,DB01248
approved,DB01249
approved,DB01250
approved,DB01251
investigational,DB01251
investigational,DB01252
approved,DB01253
approved,DB01254
investigational,DB01254
approved,DB01255
investigational,DB01255
approved,DB01256
approved,DB01257
investigational,DB01257
approved,DB01259
investigational,DB01259
approved,DB01260
investigational,DB01260
approved,DB01261
investigational,DB01261
approved,DB01262
investigational,DB01262
approved,DB01263
investigational,DB01263
vet_approved,DB01263
approved,DB01264
approved,DB01265
investigational,DB01265
approved,DB01266
investigational,DB01266
nutraceutical,DB01266
approved,DB01267
approved,DB01268
investigational,DB01268
approved,DB01269
investigational,DB01269
approved,DB01270
approved,DB01271
approved,DB01272
approved,DB01273
investigational,DB01273
approved,DB01274
investigational,DB01274
approved,DB01275
approved,DB01276
investigational,DB01276
approved,DB01277
investigational,DB01277
approved,DB01278
investigational,DB01278
approved,DB01279
investigational,DB01279
approved,DB01280
investigational,DB01280
approved,DB01281
approved,DB01282
investigational,DB01282
approved,DB01283
investigational,DB01283
approved,DB01284
approved,DB01285
investigational,DB01285
vet_approved,DB01285
approved,DB01288
investigational,DB01288
investigational,DB01289
approved,DB01291
approved,DB01294
vet_approved,DB01294
experimental,DB01295
approved,DB01296
investigational,DB01296
approved,DB01297
approved,DB01298
approved,DB01299
investigational,DB01299
approved,DB01301
approved,DB01303
approved,DB01306
approved,DB01307
approved,DB01309
approved,DB01319
approved,DB01320
investigational,DB01320
investigational,DB01321
approved,DB01322
investigational,DB01322
nutraceutical,DB01322
approved,DB01323
investigational,DB01323
nutraceutical,DB01323
approved,DB01324
approved,DB01325
approved,DB01326
experimental,DB01326
approved,DB01327
approved,DB01328
investigational,DB01328
approved,DB01329
investigational,DB01329
approved,DB01330
approved,DB01331
approved,DB01332
withdrawn,DB01332
approved,DB01333
approved,DB01336
approved,DB01337
approved,DB01338
approved,DB01339
investigational,DB01339
approved,DB01340
experimental,DB01341
experimental,DB01342
approved,DB01344
investigational,DB01344
approved,DB01345
