description,currency,cost,unit,parent_key
Cyclosporine 50 mg softgel,USD,2.74,softgel capsule,DB00091
Restasis 0.05% eye emulsion,USD,4.49,each,DB00091
Cyclosporine 50 mg/ml vial,USD,5.28,ml,DB00091
Gengraf 100 mg capsule,USD,5.28,capsule,DB00091
Cyclosporine 50 mg/ml amp,USD,5.45,ml,DB00091
Cyclosporine modif 100 mg capsule,USD,5.49,capsule,DB00091
Cyclosporine 100 mg softgel,USD,5.5,softgel capsule,DB00091
Cyclosporine modif 100 mg softgel,USD,5.5,softgel capsule,DB00091
Neoral 100 mg gelatn capsule,USD,6.11,capsule,DB00091
Cyclosporine 100 mg capsule,USD,6.46,capsule,DB00091
Sandimmune 50 mg/ml ampul,USD,7.71,ml,DB00091
Sandimmune 100 mg capsule,USD,9.89,capsule,DB00091
Cyclosporine a powder,USD,25.2,g,DB00091
CycloSPORINE Modified 30 25 mg capsule Box,USD,42.9,box,DB00091
Gengraf 30 25 mg capsule Box,USD,42.99,box,DB00091
SandIMMUNE 50 mg/ml Solution 5ml Ampule,USD,46.38,ampule,DB00091
Neoral 30 25 mg capsule Box,USD,47.69,box,DB00091
SandIMMUNE 30 25 mg capsule Box,USD,77.33,box,DB00091
Gengraf 30 100 mg capsule Box,USD,159.94,box,DB00091
CycloSPORINE Modified 30 100 mg capsule Box,USD,171.48,box,DB00091
Neoral 30 100 mg capsule Box,USD,190.54,box,DB00091
Restasis 30 0.05% Emulsion 1 Box = 30 Containers,USD,205.99,box,DB00091
SandIMMUNE 30 100 mg capsule Box,USD,308.69,box,DB00091
CycloSPORINE Modified 100 mg/ml Solution 50ml Bottle,USD,311.53,bottle,DB00091
Neoral 100 mg/ml Solution 50ml Bottle,USD,346.14,bottle,DB00091
SandIMMUNE 100 mg/ml Solution 50ml Bottle,USD,499.62,bottle,DB00091
Amevive 15 mg vial,USD,1190.4,vial,DB00092
Bravelle 75 unit vial,USD,93.85,vial,DB00094
Fertinex 75 unit Solution,USD,103.85,vial,DB00094
Pregnyl 10000 unit vial,USD,57.23,vial,DB00097
Pregnyl 10000 unit Solution,USD,60.7,vial,DB00097
Ovidrel 250 mcg/0.5ml Injectable 0.5ml Syringe,USD,93.22,syringe,DB00097
Novarel 10000 unit vial,USD,113.99,vial,DB00097
Novarel 10000 unit/10ml Solution 1 Vial = 10ml,USD,118.55,vial,DB00097
Thymoglobulin 25 mg vial,USD,636.48,vial,DB00098
Neupogen 300 mcg/ml vial,USD,286.04,vial,DB00099
Neupogen 480 mcg/1.6 ml vial,USD,437.94,ml,DB00099
Neupogen 300 mcg/0.5ml Solution 1 Box Contains Ten 0.5ml Syringes,USD,3138.1,box,DB00099
Neupogen 480 mcg/1.6ml Solution 1 Box Contains Ten 1.6ml Syringes,USD,4554.58,box,DB00099
Neupogen 480 mcg/0.8ml Solution 1 Box Contains Ten 0.8ml Syringes,USD,4998.24,box,DB00099
Benefix 1000 unit vial,USD,1.0,vial,DB00100
Benefix 250 unit vial,USD,1.0,vial,DB00100
Benefix 500 unit vial,USD,1.0,vial,DB00100
Benefix 2000 unit vial,USD,1.12,vial,DB00100
Mononine 1000 unit vial,USD,1.2,vial,DB00100
Mononine 500 unit vial,USD,1.2,vial,DB00100
Alphanine sd 250-1500 unit vial,USD,1.42,vial,DB00100
Regranex 0.01% gel,USD,46.4,g,DB00102
Regranex 0.01% Gel 15 gm Tube,USD,723.82,tube,DB00102
Fabrazyme 5 mg vial,USD,771.6,vial,DB00103
Fabrazyme 35 mg vial,USD,5403.6,vial,DB00103
Octreotide acet 50 mcg/ml vial,USD,3.6,ml,DB00104
Sandostatin 0.05 mg/ml ampul,USD,11.92,ml,DB00104
Octreotide acet 200 mcg/ml vial,USD,14.4,ml,DB00104
Octreotide acet 100 mcg/ml vial,USD,15.36,ml,DB00104
Sandostatin 0.1 mg/ml ampul,USD,23.11,ml,DB00104
Octreotide acet 500 mcg/ml vial,USD,24.48,ml,DB00104
Sandostatin 0.2 mg/ml vial,USD,47.66,ml,DB00104
Octreotide 1000 mcg/ml vial,USD,67.2,ml,DB00104
Sandostatin 0.5 mg/ml ampul,USD,111.48,ml,DB00104
Sandostatin 1 mg/ml vial,USD,234.49,ml,DB00104
Sandostatin lar 10 mg kit,USD,1967.81,kit,DB00104
Sandostatin lar 20 mg kit,USD,2578.19,kit,DB00104
Sandostatin lar 30 mg kit,USD,3860.62,kit,DB00104
Intron a 3 million unit/ml pen,USD,394.21,pen,DB00105
Intron a 5 million unit/ml pen,USD,657.06,pen,DB00105
Intron-A 5000000 unit/0.2ml Kit Box,USD,683.34,box,DB00105
Intron a 10 million unit pen,USD,1068.12,pen,DB00105
Intron-A 10000000 unit/0.2ml Kit (each Box Contains One 6 Dose 1.5ml Pen),USD,1110.84,box,DB00105
Pitocin 10 unit/ml vial,USD,1.6,ml,DB00107
Oxytocin 10 unit/ml vial,USD,9.84,vial,DB00107
Oxytocin powder,USD,1762.25,g,DB00107
Oxytocin-d5-1/2ns 10 unit/1000,USD,0.01,ml,DB00107
Oxytocin-d5-1/2ns 20 unit/1000,USD,0.01,ml,DB00107
Oxytocin-d5-1/2ns 30 unit/1000,USD,0.01,ml,DB00107
Oxytocin-d5-ns 20 unit/1000 ml,USD,0.01,ml,DB00107
Oxytocin-ns 10 unit/1000 ml,USD,0.01,ml,DB00107
Oxytocin-ns 20 unit/1000 ml,USD,0.01,ml,DB00107
Oxytocin-d5w 10 unit/1000 ml,USD,0.02,ml,DB00107
Oxytocin-lr 5 unit/500 ml,USD,0.02,ml,DB00107
Oxytocin-ns 40 unit/1000 ml,USD,0.02,ml,DB00107
Oxytocin-d5w 20 unit/1000 ml,USD,0.03,ml,DB00107
Oxytocin-d5w 30 unit/1000 ml,USD,0.03,ml,DB00107
Oxytocin-lr 30 unit/500 ml,USD,0.03,ml,DB00107
Oxytocin-ns 30 unit/1000 ml,USD,0.03,ml,DB00107
Oxytocin-d5-1/4ns 15 unit/250,USD,0.04,ml,DB00107
Oxytocin-d5w 40 unit/1000 ml,USD,0.04,ml,DB00107
Oxytocin-d5w-lr 10 unit/500 ml,USD,0.04,ml,DB00107
Oxytocin-d5w-lr 15 unit/500 ml,USD,0.05,ml,DB00107
Oxytocin-d5w-lr 20 unit/500 ml,USD,0.05,ml,DB00107
Oxytocin-lr 10 unit/500 ml,USD,0.05,ml,DB00107
Oxytocin-d5lr 30 unit/500 ml,USD,0.06,ml,DB00107
Oxytocin-lr 20 unit/500 ml,USD,0.06,ml,DB00107
Oxytocin-d5w-lr 40 unit/500 ml,USD,0.07,ml,DB00107
Oxytocin-lr 40 unit/500 ml,USD,0.09,ml,DB00107
Tysabri 300 mg/15 ml vial,USD,207.31,ml,DB00108
Fuzeon convenience kit,USD,3062.23,kit,DB00109
Avastin 100 mg/4 ml vial,USD,167.48,ml,DB00112
Avastin 100 mg/4ml Solution 4ml Vial,USD,696.7,vial,DB00112
Avastin 400 mg/16ml Solution 16ml Vial,USD,2786.78,vial,DB00112
Cyanocobalamin 1000 mcg/ml Solution,USD,1.03,ml,DB00115
Cyanocobalamin 1000 mcg/ml,USD,1.2,ml,DB00115
Cyanocobalamin 1000 mcg/ml vial,USD,1.44,vial,DB00115
Infuvite pediatric vial,USD,2.58,ml,DB00115
Cyanocobalamin crystals,USD,161.18,g,DB00115
Nascobal 500 mcg/0.1ml Solution 2.3ml Bottle,USD,277.97,bottle,DB00115
Pv b-12 250 mcg tablet,USD,0.02,tablet,DB00115
Vitamin b-12 100 mcg tablet,USD,0.02,tablet,DB00115
CVS Pharmacy vitamin b12 100 mcg tablet,USD,0.03,tablet,DB00115
Pv vit b-12 1000 mcg tablet sl,USD,0.03,tablet,DB00115
Ra vitamin b-12 50 mcg tablet,USD,0.03,tablet,DB00115
Vitamin b-12 250 mcg tablet,USD,0.03,tablet,DB00115
CVS Pharmacy vitamin b-12 1000 mcg tablet,USD,0.04,tablet,DB00115
CVS Pharmacy vitamin b-12 500 mcg tablet,USD,0.04,tablet,DB00115
Vitamin b-12 50 mcg tablet,USD,0.04,tablet,DB00115
Vitabee with vit c caplet,USD,0.05,caplet,DB00115
Vitamin b-12 500 mcg tablet,USD,0.05,tablet,DB00115
Sm vitamin b-12 500 mcg tablet,USD,0.06,tablet,DB00115
Vitamin b-12 1000 mcg tablet,USD,0.06,tablet,DB00115
B12 2500 mcg tablet sl,USD,0.07,tablet,DB00115
Vitamin b-12 1000 mcg tablet sl,USD,0.08,tablet,DB00115
Cyanocobalamin 100 mcg tablet,USD,0.14,tablet,DB00115
Cyanocobalamin 1000 mcg tablet,USD,0.16,tablet,DB00115
Vitamin b-12 2.5 mg tablet sl,USD,0.17,tablet,DB00115
Vitamin B-12 1000 mcg/ml,USD,0.47,ml,DB00115
Rubesol-1000 mcg/ml vial,USD,0.48,ml,DB00115
L-histidine mhc crystals,USD,0.32,g,DB00117
Sam-e 200 mg tablet,USD,0.59,tablet,DB00118
CVS Pharmacy sam-e 400 mg tablet,USD,0.79,tablet,DB00118
Sam-e 400 mg tablet,USD,0.86,tablet,DB00118
L-phenylalanine 500 mg tablet,USD,0.11,each,DB00120
D-biotin powder,USD,12.0,g,DB00121
Biotin powder,USD,14.69,g,DB00121
Biotin 300 mcg tablet,USD,0.03,tablet,DB00121
Biotin 800 mcg tablet,USD,0.06,tablet,DB00121
Stress 600 tablet,USD,0.08,tablet,DB00121
Stress b tablet,USD,0.1,tablet,DB00121
Appearex 2.5 mg tablet,USD,0.26,tablet,DB00121
Diachrome capsule,USD,0.29,capsule,DB00121
Trilipix dr 45 mg capsule,USD,1.46,capsule,DB00122
Trilipix dr 135 mg capsule,USD,4.38,capsule,DB00122
Choline bitartrate crystals,USD,0.03,g,DB00122
Choline-10 tablet,USD,0.06,tablet,DB00122
Cayston 75 mg inhal solution,USD,63.24,ml,DB00123
Neoprofen 20 mg/2 ml vial,USD,304.5,ml,DB00123
Lysine 500 mg tablet,USD,0.02,tablet,DB00123
CVS Pharmacy l-lysine 500 mg tablet,USD,0.03,tablet,DB00123
L-lysine 1000 mg tablet,USD,0.04,tablet,DB00123
L-lysine 500 mg tablet,USD,0.04,tablet,DB00123
L-lysine hcl 500 mg tablet,USD,0.07,tablet,DB00123
Ra l-lysine 1000 mg tablet,USD,0.08,tablet,DB00123
L-lysine ointment,USD,0.16,g,DB00123
Lysine hcl powder,USD,0.16,g,DB00123
R-gene 10 vial,USD,0.04,ml,DB00125
L-arginine 1000 mg tablet,USD,0.07,tablet,DB00125
Arginine 500 mg tablet,USD,0.09,tablet,DB00125
Arginine-500 mg tablet,USD,0.12,tablet,DB00125
L-arginine mhc powder,USD,0.39,g,DB00125
Arginine 100% crystals,USD,0.51,g,DB00125
Cenolate 1 gm/2 ml ampul,USD,1.21,ml,DB00126
Cenolate 500 mg/1 ml ampul,USD,1.74,ml,DB00126
CVS Pharmacy vitamin c 500 mg caplet,USD,0.02,caplet,DB00126
CVS Pharmacy vitamin c 500 mg tablet,USD,0.02,tablet,DB00126
Ra vitamin c 100 mg tablet,USD,0.02,tablet,DB00126
Vicks vitamin c 60 mg drops,USD,0.02,tablet,DB00126
Ra vitamin c cough drops,USD,0.03,tablet,DB00126
Vitamin c 250 mg tablet,USD,0.03,tablet,DB00126
Vitamin c 250 mg tablet chew,USD,0.03,tablet,DB00126
Ascorbic acid 500 mg tablet,USD,0.04,tablet,DB00126
CVS Pharmacy vitamin c 1000 mg caplet,USD,0.04,caplet,DB00126
Pv ester-c 500 mg tablet,USD,0.04,tablet,DB00126
Vitamin c 500 mg chew tablet,USD,0.04,tablet,DB00126
Vitamin c 500 mg tablet,USD,0.04,tablet,DB00126
Vitamin c drops,USD,0.04,tablet,DB00126
CVS Pharmacy vitamin c 1000 mg tablet chw,USD,0.06,tablet,DB00126
Vitamin c 1000 mg caplet,USD,0.06,caplet,DB00126
Cemill-500 tablet sa,USD,0.07,tablet,DB00126
Cemill-1000 tablet,USD,0.08,tablet,DB00126
Vitamin c 1000 mg tablet,USD,0.08,tablet,DB00126
Cemill+bioflavonoids tablet,USD,0.09,tablet,DB00126
Vitamin c 1000 mg tablet sa,USD,0.09,tablet,DB00126
CVS Pharmacy vit c ener boost 1000 mg,USD,0.21,each,DB00126
Vitamin c 1500 mg tablet sa,USD,0.22,tablet,DB00126
Ascor l 500 500 mg/ml vial,USD,0.24,ml,DB00126
Ascorbic acid 222 mg/ml vial,USD,0.35,ml,DB00126
Calcium ascorbate powder,USD,0.79,g,DB00126
L-aspartic acid powder,USD,2.46,g,DB00128
Argiment packets,USD,2.43,packet,DB00130
L-glutamine crystals,USD,3.76,g,DB00130
Glutamic-500 tablet,USD,0.05,tablet,DB00130
Impact glutamine liquid,USD,0.05,ml,DB00130
L-glutamine 500 mg tablet,USD,0.12,tablet,DB00130
Adenosine-5 monophosphate,USD,19.74,g,DB00131
Alpha-lipoic acid 50 mg caplet,USD,0.12,caplet,DB00132
Alpha lipoic acid 200 mg tablet,USD,0.22,tablet,DB00132
L-serine powder,USD,3.85,g,DB00133
Methionine powder,USD,0.03,g,DB00134
Dl-methionine powder,USD,0.26,g,DB00134
Tyrosine powder,USD,1.16,g,DB00135
L-tyrosine powder,USD,0.94,g,DB00135
Calcitriol 0.25 mcg capsule,USD,1.45,capsule,DB00136
Rocaltrol 0.25 mcg capsule,USD,1.46,capsule,DB00136
Calcitriol 0.5 mcg capsule,USD,1.97,capsule,DB00136
Rocaltrol 0.5 mcg capsule,USD,2.02,capsule,DB00136
Vectical 3 mcg/g ointment,USD,4.68,g,DB00136
Calcitriol 1 mcg/ml ampul,USD,6.0,ml,DB00136
Calcijex 1 mcg/ml,USD,10.68,ml,DB00136
Calcijex 1 mcg/ml ampul,USD,14.7,ml,DB00136
Calcijex 2 mcg/ml,USD,19.38,ml,DB00136
Amino acid capsule,USD,0.08,capsule,DB00138
A-ketoglut acid 500 mg capsule,USD,0.31,capsule,DB00138
L-alanine 600 mg capsule,USD,0.35,capsule,DB00138
Succinic acid cryst reagent,USD,0.15,g,DB00139
Vitamin b-2 25 mg tablet,USD,0.02,tablet,DB00140
Ribo 100 mg tablet,USD,0.04,tablet,DB00140
Riboflavin 50 mg tablet,USD,0.08,tablet,DB00140
Vitamin b-2 50 mg tablet,USD,0.08,tablet,DB00140
Riboflavin 100 mg tablet,USD,0.09,tablet,DB00140
Riboflavin powder,USD,0.44,g,DB00140
Acetyl-d-glucosamine powder,USD,3.75,g,DB00141
L-glutamic acid powder,USD,0.03,g,DB00142
L-glutathione powder,USD,3.0,g,DB00143
Glutathione-l reduced powder,USD,10.71,g,DB00143
Glutathione crystals,USD,21.32,g,DB00143
Phosphatidylserine 40% powder,USD,13.2,g,DB00144
Glycine 1.5% irrigation,USD,0.02,ml,DB00145
Amino acetic acid powder,USD,0.03,g,DB00145
Glycine powder,USD,0.03,g,DB00145
Diluent for flolan vial,USD,0.31,ml,DB00145
Pyridoxal-5-phosphate powder,USD,18.24,g,DB00147
Creatine powder,USD,0.01,g,DB00148
Cytotine 1.5 g/15 ml liquid,USD,0.07,ml,DB00148
Creatine monohydrate powder,USD,0.81,g,DB00148
Leucine powder,USD,1.62,each,DB00149
L-leucine powder,USD,0.28,g,DB00149
Tryptan 750 mg Tablet,USD,1.2,tablet,DB00150
Tryptan 1 g Tablet,USD,1.6,tablet,DB00150
L-tryptophan 500 mg capsule,USD,0.33,capsule,DB00150
Tryptan 250 mg Tablet,USD,0.4,tablet,DB00150
Apo-Tryptophan 500 mg Capsule,USD,0.45,capsule,DB00150
Apo-Tryptophan 500 mg Tablet,USD,0.45,tablet,DB00150
Pms-Tryptophan 500 mg Capsule,USD,0.45,capsule,DB00150
Pms-Tryptophan 500 mg Tablet,USD,0.45,tablet,DB00150
Ratio-Tryptophan 500 mg Capsule,USD,0.45,capsule,DB00150
Ratio-Tryptophan 500 mg Tablet,USD,0.45,tablet,DB00150
L-tryptophan crystals,USD,0.72,g,DB00150
Tryptan 500 mg Capsule,USD,0.8,capsule,DB00150
Tryptan 500 mg Tablet,USD,0.8,tablet,DB00150
Apo-Tryptophan 1 g Tablet,USD,0.9,tablet,DB00150
Ratio-Tryptophan 1 g Tablet,USD,0.9,tablet,DB00150
L-cysteine powder,USD,1.65,g,DB00151
L-cysteine hcl powder,USD,0.3,g,DB00151
L-cysteine 50 mg/ml vial,USD,0.4,ml,DB00151
Thiamiject 100 mg/ml,USD,1.24,ml,DB00152
Thiamine Hcl 100 mg/ml,USD,1.24,ml,DB00152
Vitamin B-1 100 mg/ml,USD,1.64,ml,DB00152
Infuvite pediatric vial,USD,2.58,ml,DB00152
Thiamine 100 mg/ml vial,USD,8.61,ml,DB00152
Thiamine hcl 50 mg tablet,USD,0.01,tablet,DB00152
CVS Pharmacy vitamin b-1 100 mg tablet,USD,0.02,tablet,DB00152
Vitamin b-1 50 mg tablet,USD,0.02,tablet,DB00152
Thiamine 250 mg tablet,USD,0.03,tablet,DB00152
Vitamin b-1 100 mg tablet,USD,0.05,tablet,DB00152
Vitamin b-1 250 mg tablet,USD,0.06,tablet,DB00152
Thiamine 500 mg tablet,USD,0.18,tablet,DB00152
Thiamine 100 mg tablet,USD,0.21,tablet,DB00152
Thiamine hcl powder,USD,0.73,g,DB00152
Drisdol 50000 unit capsule,USD,2.34,capsule,DB00153
Doral 7.5 mg tablet,USD,3.37,tablet,DB00153
Doral 15 mg tablet,USD,3.41,tablet,DB00153
Ergocalciferol powder,USD,234.4,g,DB00153
Longs vitamin d 400 unit tablet,USD,0.03,tablet,DB00153
Vitamin d 400 unit softgel,USD,0.04,softgel capsule,DB00153
Drisdol 8288 unit/ml Liquid,USD,0.48,ml,DB00153
L-citrulline powder,USD,1.01,g,DB00155
L-threonine crystal,USD,4.57,g,DB00156
Nicotinamide adenine powder,USD,154.53,g,DB00157
Folvite 5 mg/ml vial,USD,1.38,ml,DB00158
Folic acid powder,USD,1.68,g,DB00158
Folic Acid 5 mg/ml,USD,2.04,ml,DB00158
Folic acid 5 mg/ml vial,USD,2.14,ml,DB00158
CVS Pharmacy folic acid 800 mcg tablet,USD,0.02,tablet,DB00158
Folic acid 0.4 mg tablet,USD,0.02,tablet,DB00158
Folic acid 0.8 mg tablet,USD,0.02,tablet,DB00158
Apo-Folic 5 mg Tablet,USD,0.04,tablet,DB00158
Folic acid 400 mcg tablet,USD,0.07,tablet,DB00158
Folic Acid 1 mg tablet,USD,0.15,tablet,DB00158
L-alanine powder,USD,2.35,g,DB00160
L-valine crystal,USD,3.19,g,DB00161
Vitamin a acetate crystals,USD,1.99,g,DB00162
Aquasol a 50000 unit/ml vial,USD,17.69,ml,DB00162
Vitamin a palmitate liquid,USD,22.33,ml,DB00162
Avita 0.025% Cream 20 gm Tube,USD,69.21,tube,DB00162
Avita 0.025% Cream 45 gm Tube,USD,149.39,tube,DB00162
Avita 0.025% Gel 45 gm Tube,USD,149.39,tube,DB00162
Vitamin a 10000 unit tablet,USD,0.02,tablet,DB00162
Vitamin a cream,USD,0.03,g,DB00162
Vitamin a palm 10000 unit tablet,USD,0.06,tablet,DB00162
Gordon's vite a creme,USD,0.13,g,DB00162
Vitamin e acetate liquid,USD,1.07,ml,DB00163
Vitamin e cream,USD,0.02,g,DB00163
CVS Pharmacy vitamin e plus cream,USD,0.03,g,DB00163
Natural vit e 200 unit capsule,USD,0.03,capsule,DB00163
CVS Pharmacy vitamin e 200 unit softgel,USD,0.04,softgel capsule,DB00163
Natural vitamin e 400 unit cap,USD,0.04,capsule,DB00163
Natural vitamin e 400 unit capsule,USD,0.04,capsule,DB00163
Vitamin e 100 unit capsule,USD,0.04,capsule,DB00163
Vitamin e 400 unit softgel,USD,0.04,softgel capsule,DB00163
CVS Pharmacy vitamin e 400 unit capsule,USD,0.05,capsule,DB00163
Vitamin e 200 unit capsule,USD,0.05,each,DB00163
Vitamin e 400 unit capsule,USD,0.06,capsule,DB00163
Vitamin e 600 unit capsule,USD,0.07,capsule,DB00163
CVS Pharmacy vitamin e 800 unit softgel,USD,0.09,softgel capsule,DB00163
Vitamin e beauty oil,USD,0.1,ml,DB00163
E pherol 400 unit tablet,USD,0.13,tablet,DB00163
Vitamin e 1000 unit capsule,USD,0.13,capsule,DB00163
Vitamin e 400 unit tablet,USD,0.19,tablet,DB00163
Vit e nat'l blnd 1000 unit capsule,USD,0.2,capsule,DB00163
Ester-e 400 unit softgel,USD,0.26,softgel capsule,DB00163
Pyridoxine hcl crystals,USD,6.94,g,DB00165
Pyridoxine 100 mg/ml vial,USD,10.79,ml,DB00165
Pyridoxine HCl 100 mg/ml vial,USD,11.69,vial,DB00165
Pyridoxine HCl 100 50 mg tablet Bottle,USD,12.99,bottle,DB00165
CVS Pharmacy vitamin b-6 50 mg tablet,USD,0.02,tablet,DB00165
Vitamin b-6 25 mg tablet,USD,0.02,tablet,DB00165
CVS Pharmacy vitamin b-6 100 mg tablet,USD,0.03,tablet,DB00165
Pyridoxine 100 mg tablet,USD,0.03,tablet,DB00165
Vitamin b6 50 mg tablet,USD,0.03,tablet,DB00165
Vitamin b-6 50 mg tablet,USD,0.03,tablet,DB00165
Vitamin b-6 100 mg tablet,USD,0.04,tablet,DB00165
Neuro-k 250 mg tablet,USD,0.06,tablet,DB00165
Pyridoxine 50 mg tablet,USD,0.06,tablet,DB00165
CVS Pharmacy vitamin b-6 200 mg tablet,USD,0.07,tablet,DB00165
Neuro k 500 mg tablet,USD,0.13,tablet,DB00165
Pyridoxine 250 mg tablet,USD,0.13,tablet,DB00165
Pyridoxine 25 mg tablet,USD,0.14,tablet,DB00165
Pyridoxine 500 mg tablet,USD,0.18,tablet,DB00165
Lipoic acid powder,USD,77.35,g,DB00166
Alpha-lipoic acid 50 mg caplet,USD,0.16,caplet,DB00166
Alpha lipoic acid 200 mg tablet,USD,0.22,tablet,DB00166
Lipoic acid capsule,USD,0.26,capsule,DB00166
L-isoleucine powder,USD,3.21,g,DB00167
Aspartame powder,USD,1.68,g,DB00168
Cholecalciferol crystals,USD,104.3,g,DB00169
Pv vitamin d 2000 unit tablet,USD,0.02,tablet,DB00169
Pv vitamin d 5000 unit tablet,USD,0.02,tablet,DB00169
Vitamin d 400 unit tablet,USD,0.02,tablet,DB00169
Vitamin d 1000 unit tablet,USD,0.03,tablet,DB00169
CVS Pharmacy vitamin d 1000 unit tablet,USD,0.04,tablet,DB00169
Delta d3 400 unit tablet,USD,0.04,each,DB00169
Vitamin d-3 2000 unit tablet,USD,0.07,tablet,DB00169
Vitamin d3 3000 unit tablet,USD,0.11,tablet,DB00169
Vitamin d3 2000 unit spray,USD,0.44,ml,DB00169
Vitamin d3 2400 unit/ml liquid,USD,0.8,ml,DB00169
Menadione powder,USD,5.59,g,DB00170
L-proline crystal,USD,3.6,g,DB00172
Apo-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Co Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Jamp-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Mint-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Mylan-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Novo-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Pms-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Pravachol 10 mg Tablet,USD,1.0,tablet,DB00175
Ran-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Ratio-Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Sandoz Pravastatin 10 mg Tablet,USD,1.0,tablet,DB00175
Apo-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Co Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Jamp-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Mint-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Mylan-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Novo-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Pms-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Pravachol 20 mg Tablet,USD,1.18,tablet,DB00175
Ran-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Ratio-Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Sandoz Pravastatin 20 mg Tablet,USD,1.18,tablet,DB00175
Apo-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Co Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Jamp-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Mint-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Mylan-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Novo-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Pms-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Pravachol 40 mg Tablet,USD,1.42,tablet,DB00175
Ran-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Ratio-Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Sandoz Pravastatin 40 mg Tablet,USD,1.42,tablet,DB00175
Pravastatin sodium 10 mg tablet,USD,3.28,tablet,DB00175
Pravastatin sodium 20 mg tablet,USD,3.33,tablet,DB00175
Pravachol 10 mg tablet,USD,4.38,tablet,DB00175
Pravachol 20 mg tablet,USD,4.39,tablet,DB00175
Pravastatin sodium 40 mg tablet,USD,4.89,tablet,DB00175
Pravastatin sodium 80 mg tablet,USD,4.89,tablet,DB00175
Pravachol 40 mg tablet,USD,6.53,tablet,DB00175
Pravachol 80 mg tablet,USD,6.53,tablet,DB00175
Luvox 100 mg Tablet,USD,1.7,tablet,DB00176
Fluvoxamine maleate 25 mg tablet,USD,2.34,tablet,DB00176
Fluvoxamine maleate 50 mg tablet,USD,2.61,tablet,DB00176
Fluvoxamine mal 100 mg tablet,USD,2.63,tablet,DB00176
Fluvoxamine maleate 100 mg tablet,USD,2.69,tablet,DB00176
Luvox cr 100 mg capsule,USD,5.82,capsule,DB00176
Luvox CR 100 mg 24 Hour Capsule,USD,6.05,capsule,DB00176
Luvox cr 150 mg capsule,USD,6.24,capsule,DB00176
Luvox CR 150 mg 24 Hour Capsule,USD,6.34,capsule,DB00176
Apo-Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Co Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Novo-Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Nu-Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Pms-Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Ratio-Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Sandoz Fluvoxamine 50 mg Tablet,USD,0.52,tablet,DB00176
Apo-Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Co Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Novo-Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Nu-Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Pms-Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Ratio-Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Sandoz Fluvoxamine 100 mg Tablet,USD,0.93,tablet,DB00176
Luvox 50 mg Tablet,USD,0.95,tablet,DB00176
Diovan 40 mg tablet,USD,2.32,tablet,DB00177
Diovan 80 mg tablet,USD,2.33,tablet,DB00177
Diovan 160 mg tablet,USD,2.42,tablet,DB00177
Diovan hct 80-12.5 mg tablet,USD,3.0,tablet,DB00177
Diovan 320 mg tablet,USD,3.17,tablet,DB00177
Diovan hct 160-12.5 mg tablet,USD,3.27,tablet,DB00177
Diovan hct 160-25 mg tablet,USD,3.66,tablet,DB00177
