sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB00296,Ropivacaine,DBMET01741,3-OH-ropivacaine,DB00296
1,DB00296,Ropivacaine,DBMET00269,3-hydroxyropivacaine,DB00296
1,DB00296,Ropivacaine,DBMET01742,PPX,DB00296
1,DB00297,Bupivacaine,DBMET00692,"2,6-pipecoloxylidine",DB00297
1,DB00300,Tenofovir disoproxil,DBMET01176,Tenofovir Monophosphate,DB00300
2,DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,DB00300
1,DB00304,Desogestrel,DBMET01366,6-alpha-hydroxydesogestrel,DB00304
1,DB00304,Desogestrel,DBMET01367,6-beta-hydroxydesogestrel,DB00304
1,DB00304,Desogestrel,DBMET01368,16-hydroxy-desogestrel,DB00304
1,DB00304,Desogestrel,DBMET01370,Desogestrel-17-sulfate,DB00304
1,DB00304,Desogestrel,DBMET01371,15-alpha-hydroxydesogestrel,DB00304
1,DB00304,Desogestrel,DBMET01642,3-alpha-OH-desogestrel,DB00304
1,DB00304,Desogestrel,DBMET01643,3-beta-OH-desogestrel,DB00304
1,DB00304,Desogestrel,DBMET00683,2-hydroxydesogestrel,DB00304
1,DB00304,Desogestrel,DBMET00723,3alpha-Hydroxydesogestrel,DB00304
1,DB00304,Desogestrel,DBMET00724,3beta-Hydroxydesogestrel,DB00304
2,DBMET00723,3alpha-Hydroxydesogestrel,DB00294,Etonogestrel,DB00304
2,DBMET01371,15-alpha-hydroxydesogestrel,DBMET00488,Glucuronic acid,DB00304
1,DB00309,Vindesine,DBMET00393,Unknown,DB00309
1,DB00313,Valproic acid,DBMET01015,Valproic acid CoA,DB00313
1,DB00313,Valproic acid,DBMET00060,4-ene-Valproic acid,DB00313
1,DB00313,Valproic acid,DBMET00061,5-Hydroxyvalproic acid,DB00313
1,DB00313,Valproic acid,DBMET00062,3-Hydroxyvalproic acid,DB00313
1,DB00313,Valproic acid,DBMET00063,4-Hydroxyvalproic acid,DB00313
1,DB00313,Valproic acid,DBMET00064,Valproic acid β-O-glucuronide,DB00313
1,DB00313,Valproic acid,DBMET00065,2-ene-Valproic acid,DB00313
1,DB00313,Valproic acid,DBMET00066,(3Z)-2-Propylpent-3-enoic acid (3Z-Ene-VPA),DB00313
1,DB00313,Valproic acid,DBMET00067,(3E)-2-Propylpent-3-enoic acid (3E-Ene-VPA),DB00313
2,DBMET00060,4-ene-Valproic acid,DBMET01106,"2,4-Diene-VPA",DB00313
2,DBMET00063,4-Hydroxyvalproic acid,DBMET01107,2-n-Propyl-4-oxopentanoic acid,DB00313
2,DBMET00061,5-Hydroxyvalproic acid,DBMET01109,2-Propylglutaric acid,DB00313
2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid,DB00313
2,DBMET00065,2-ene-Valproic acid,DBMET00062,3-Hydroxyvalproic acid,DB00313
2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid,DB00313
3,DBMET01107,2-n-Propyl-4-oxopentanoic acid,DBMET01108,2-Propylsuccinic acid,DB00313
1,DB00315,Zolmitriptan,DBMET01793,Zolmitriptan N-oxide,DB00315
1,DB00315,Zolmitriptan,DBMET01792,N-Desmethylzolmitriptan,DB00315
2,DBMET01792,N-Desmethylzolmitriptan,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,DB00315
3,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,DBMET03121,Indole acetic acid zolmitriptan derivative,DB00315
1,DB00316,Acetaminophen,DBMET00580,Acetaminophen glucuronide,DB00316
1,DB00316,Acetaminophen,DBMET00653,Acetaminophen sulfate,DB00316
1,DB00316,Acetaminophen,DBMET00243,NAPQI,DB00316
2,DBMET00243,NAPQI,DBMET00789,Acetaminophen cystein,DB00316
1,DB00318,Codeine,DBMET00340,norcodeine,DB00318
1,DB00318,Codeine,DB00295,Morphine,DB00318
1,DB00318,Codeine,DBMET00660,Codeine-6-glucuronide,DB00318
2,DB00295,Morphine,DBMET02262,morphine 3 glucuronide,DB00318
2,DB00295,Morphine,DBMET02264,morphine 6 glucuronide,DB00318
1,DB00321,Amitriptyline,DB00540,Nortriptyline,DB00321
1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline,DB00321
1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline,DB00321
2,DBMET00051,E-10-Hydroxyamitriptyline,DBMET00052,E-10-Hydroxynortriptyline,DB00321
2,DB00540,Nortriptyline,DBMET00052,E-10-Hydroxynortriptyline,DB00321
2,DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,DB00321
3,DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,DB00321
3,DBMET00053,Desmethylnortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,DB00321
1,DB00322,Floxuridine,DBMET00855,alpha-Fluoro-beta-alanine,DB00322
1,DB00322,Floxuridine,DBMET00856,Fluoro-beta-ureidopropionate,DB00322
1,DB00322,Floxuridine,DBMET00655,"5,6-Dihydro-5-fluorouracil",DB00322
1,DB00322,Floxuridine,DBMET00449,5-fluorouracil,DB00322
1,DB00325,Nitroprusside,DBMET00818,Cyanmethemoglobin,DB00325
1,DB00327,Hydromorphone,DBMET00866,Hydromorphone-3-glucuronide,DB00327
1,DB00327,Hydromorphone,DBMET00179,Norhydromorphone,DB00327
1,DB00328,Indomethacin,DBMET00156,5-Hydroxyindomethacin,DB00328
1,DB00328,Indomethacin,DBMET00157,Indomethacin acyl glucuronide,DB00328
1,DB00328,Indomethacin,DBMET00158,Deacyl indomethacin,DB00328
2,DBMET00158,Deacyl indomethacin,DBMET01351,O-Desmethyl-N-deschlorobenzoyl indomethacin,DB00328
1,DB00332,Ipratropium,DBMET02396,N-isopropylnortropium bromide,DB00332
1,DB00332,Ipratropium,DBMET00945,N-isopropylnortropium methobromide,DB00332
1,DB00332,Ipratropium,DBMET02395,N-isopropylnortropine-ester methobromide,DB00332
1,DB00332,Ipratropium,DB09269,Phenylacetic acid,DB00332
1,DB00333,Methadone,DBMET00181,"2-Ethyl-1,5-dimethyl-3,3-diphenylpyrrolinium (EDDP)",DB00333
2,DBMET00181,"2-Ethyl-1,5-dimethyl-3,3-diphenylpyrrolinium (EDDP)",DBMET01087,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)",DB00333
1,DB00334,Olanzapine,DBMET00264,7-hydroxyolanzapine,DB00334
1,DB00334,Olanzapine,DBMET00265,4'-N-desmethylolanzapine,DB00334
1,DB00334,Olanzapine,DBMET00308,2-hydroxymethylolanzapine,DB00334
1,DB00334,Olanzapine,DBMET02401,Olanzapine 10-N-glucuronide,DB00334
1,DB00334,Olanzapine,DBMET02402,N-oxide olanzapine,DB00334
1,DB00335,Atenolol,DBMET02486,M1 (Atenolol),DB00335
1,DB00335,Atenolol,DBMET02487,Atenolol-glucuronide conjugate,DB00335
1,DB00338,Omeprazole,DBMET00185,5-Hydroxyomeprazole,DB00338
1,DB00338,Omeprazole,DBMET00186,5'-O-Desmethyl omeprazole,DB00338
1,DB00338,Omeprazole,DBMET00187,Omeprazole sulfone,DB00338
1,DB00338,Omeprazole,DBMET00188,3-Hydroxyomeprazole,DB00338
1,DB00339,Pyrazinamide,DBMET00415,5-hydroxypyrazinamide,DB00339
1,DB00342,Terfenadine,DBMET00391,fexofenadine,DB00342
1,DB00343,Diltiazem,DBMET00362,N-Desmethyldiltiazem,DB00343
1,DB00343,Diltiazem,DBMET01647,N-Demethyldiltiazem,DB00343
1,DB00343,Diltiazem,DBMET01648,O-Demethyldiltiazem,DB00343
1,DB00343,Diltiazem,DBMET02510,Deacetyldiltiazem,DB00343
2,DBMET00362,N-Desmethyldiltiazem,DBMET02508,Deacetyl-N-monodesmethyldiltiazem,DB00343
2,DBMET02510,Deacetyldiltiazem,DBMET02508,Deacetyl-N-monodesmethyldiltiazem,DB00343
2,DBMET02510,Deacetyldiltiazem,DBMET02511,Deacetyl-O-desmethyldiltiazem,DB00343
1,DB00347,Trimethadione,DBMET00451,dimethadione,DB00347
1,DB00349,Clobazam,DBMET00281,norclobazam,DB00349
1,DB00349,Clobazam,DBMET00743,4'-hydroxyclobazam,DB00349
1,DB00352,Tioguanine,DBMET01152,Thioguanosine monophosphate,DB00352
2,DBMET01152,Thioguanosine monophosphate,DBMET01153,Methyl-thioguanosine monophosphate,DB00352
2,DBMET01152,Thioguanosine monophosphate,DBMET01154,Thioguanosine diphosphate,DB00352
3,DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate,DB00352
3,DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate,DB00352
4,DBMET01156,Thiodeoxyguanosine diphosphate,DBMET01157,Thiodeoxyguanosine triphosphate,DB00352
1,DB00356,Chlorzoxazone,DBMET00327,6-hydroxychlorzoxazone,DB00356
1,DB00358,Mefloquine,DBMET00693,"2,8-bis-trifluoromethyl-4-quinoline carboxylic acid",DB00358
1,DB00361,Vinorelbine,DBMET02029,4-0-deacetyl Vinorelbine,DB00361
1,DB00363,Clozapine,DBMET00100,Norclozapine,DB00363
1,DB00363,Clozapine,DBMET00101,Clozapine N-oxide,DB00363
1,DB00363,Clozapine,DBMET00102,Clozapine glucuronide,DB00363
1,DB00367,Levonorgestrel,DBMET02695,"Sulfate conjugates, levonorgestrel",DB00367
1,DB00367,Levonorgestrel,DBMET02696,"Glucuronide conjugates, levonorgestrel",DB00367
1,DB00367,Levonorgestrel,DBMET02697,"3α, 5β-tetrahydrolevonorgestrel",DB00367
1,DB00367,Levonorgestrel,DBMET02698,16βhydroxylevonorgestrel,DB00367
1,DB00368,Norepinephrine,DBMET00549,Norepinephrine sulfate,DB00368
1,DB00368,Norepinephrine,DBMET00563,3-Methoxy-4-Hydroxyphenylglycol sulfate,DB00368
1,DB00370,Mirtazapine,DBMET00261,mirtazapine-N-oxide,DB00370
1,DB00370,Mirtazapine,DBMET00262,N-desmethylmirtazapine,DB00370
1,DB00370,Mirtazapine,DBMET00263,8-hydroxymirtazapine,DB00370
1,DB00373,Timolol,DBMET02575,"M1 metabolite, timolol",DB00373
1,DB00378,Dydrogesterone,DBMET00695,20-dihydrodydrogesterone,DB00378
1,DB00379,Mexiletine,DBMET00259,2-hydroxymexiletine,DB00379
1,DB00379,Mexiletine,DBMET00260,p-hydroxymexiletine,DB00379
1,DB00381,Amlodipine,DBMET02270,Pyridine derivative,DB00381
2,DBMET02270,Pyridine derivative,DBMET02272,Pyridine derivatives,DB00381
1,DB00382,Tacrine,DBMET00270,1-hydroxytacrine,DB00382
1,DB00382,Tacrine,DBMET01755,4- Hydroxytacrine,DB00382
1,DB00382,Tacrine,DBMET01756,2-Hydroxytacrine,DB00382
1,DB00382,Tacrine,DBMET01757,7-Hydroxytacrine,DB00382
1,DB00384,Triamterene,DBMET01771,4'-OH-triamterene,DB00384
2,DBMET01771,4'-OH-triamterene,DBMET02480,4'-OH-triamterene sulfate,DB00384
1,DB00385,Valrubicin,DBMET00663,N-trifluoroacetyladriamycinol,DB00385
1,DB00385,Valrubicin,DBMET00952,N-trifluoroacetyladriamycin,DB00385
1,DB00388,Phenylephrine,DBMET02847,m-hydroxymandelic acid,DB00388
1,DB00390,Digoxin,DBMET02501,Dihydrodigoxin,DB00390
1,DB00390,Digoxin,DBMET02502,Digoxigenin  bisdigitoxoside,DB00390
1,DB00394,Beclomethasone dipropionate,DBMET02589,Beclomethasone-17-monopropionate (17-BMP),DB00394
1,DB00394,Beclomethasone dipropionate,DBMET02590,Beclomethasone-21-monopropionate (21-BMP),DB00394
2,DBMET02589,Beclomethasone-17-monopropionate (17-BMP),DBMET02591,Beclomethasone (BOH),DB00394
2,DBMET02590,Beclomethasone-21-monopropionate (21-BMP),DBMET02591,Beclomethasone (BOH),DB00394
1,DB00395,Carisoprodol,DBMET02309,Meprobamate,DB00395
1,DB00396,Progesterone,DBMET02292,deoxycorticosterone,DB00396
1,DB00396,Progesterone,DBMET02293,11-deoxycorticosterone,DB00396
1,DB00396,Progesterone,DBMET00286,6β-Hydroxyprogesterone,DB00396
1,DB00396,Progesterone,DBMET02286,17-OH progesterone,DB00396
1,DB00396,Progesterone,DBMET02288,5 a-dihydroprogesterone,DB00396
1,DB00396,Progesterone,DBMET02287,20 a hydroxy- Δ 4 a- prenolone,DB00396
1,DB00396,Progesterone,DBMET02289,Pregnanolone,DB00396
1,DB00396,Progesterone,DBMET02290,pregnanediol,DB00396
1,DB00396,Progesterone,DBMET02291,pregnanetriol,DB00396
1,DB00396,Progesterone,DBMET01727,21-OH-progesterone,DB00396
1,DB00398,Sorafenib,DBMET01001,Sorafenib beta-D-Glucuronide,DB00398
1,DB00398,Sorafenib,DBMET00624,Pyridostigmine,DB00398
1,DB00398,Sorafenib,DBMET00994,Pyridine N-oxide glucuronide,DB00398
1,DB00400,Griseofulvin,DBMET00765,6-methyl-griseofulvin,DB00400
1,DB00402,Eszopiclone,DBMET00135,Zopiclone N-oxide,DB00402
1,DB00402,Eszopiclone,DBMET00300,N-desmethylzopiclone,DB00402
1,DB00402,Eszopiclone,DBMET00137,Carbon dioxide,DB00402
1,DB00404,Alprazolam,DBMET01582,Beta-Hydroxyalprazolam,DB00404
1,DB00404,Alprazolam,DBMET00348,4-hydroxyalprazolam,DB00404
1,DB00404,Alprazolam,DBMET00112,alpha-Hydroxyalprazolam,DB00404
2,DBMET00112,alpha-Hydroxyalprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",DB00404
2,DBMET00348,4-hydroxyalprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",DB00404
2,DBMET00348,4-hydroxyalprazolam,DBMET02468,Alprazolam benzophenone metabolite,DB00404
1,DB00410,Mupirocin,DBMET00912,Monic acid,DB00410
1,DB00412,Rosiglitazone,DBMET01365,Phenoxyacetic acid derivative of rosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00295,N-Desmethylrosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00296,para-Hydroxyrosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00942,N-Despyridinyl rosiglitazone,DB00412
1,DB00412,Rosiglitazone,DBMET00470,ortho-Hydroxyrosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00968,ortho-O-Glucuronide rosiglitazone,DB00412
2,DBMET00470,ortho-Hydroxyrosiglitazone,DBMET00969,ortho-O-Sulfate rosiglitazone,DB00412
2,DBMET00295,N-Desmethylrosiglitazone,DBMET01111,N-Desmethyl glucuronide rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET00981,para-O-Glucuronide rosiglitazone,DB00412
2,DBMET00296,para-Hydroxyrosiglitazone,DBMET01112,para-O-Sulfate rosiglitazone,DB00412
3,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DBMET00937,N-Desmethyl-ortho-O-sulfate rosiglitazone,DB00412
3,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DBMET01113,N-Desmethyl para-O-sulfate rosiglitazone,DB00412
1,DB00414,Acetohexamide,DBMET00884,Hydroxyhexamide,DB00414
1,DB00417,Phenoxymethylpenicillin,DBMET00758,6-aminopenicillanic acid,DB00417
1,DB00417,Phenoxymethylpenicillin,DBMET00983,Penicilloic acid,DB00417
1,DB00420,Promazine,DBMET01213,3-Hydroxypromazine,DB00420
1,DB00420,Promazine,DBMET00107,Promazine 5-sulfoxide,DB00420
1,DB00420,Promazine,DBMET00108,N-Desmethylpromazine,DB00420
1,DB00420,Promazine,DBMET01728,N-Desmethyl promazine,DB00420
1,DB00421,Spironolactone,DBMET02481,7alpha-thiospironolactone,DB00421
2,DBMET02481,7alpha-thiospironolactone,DBMET02482,Canrenone,DB00421
2,DBMET02481,7alpha-thiospironolactone,DBMET02483,7alpha-thiomethylspironolactone,DB00421
3,DBMET02483,7alpha-thiomethylspironolactone,DBMET02484,3alpha-hydroxythiomethylspironolactone,DB00421
3,DBMET02483,7alpha-thiomethylspironolactone,DBMET02485,3beta-hydroxythiomethylspironolactone,DB00421
1,DB00422,Methylphenidate,DBMET02308,α-phenyl-2-piperidine acetic acid (ritalinic acid),DB00422
1,DB00423,Methocarbamol,DBMET02499,"3-(2-hydroxyphenoxy)-1,2-propanediol-1-carbamate",DB00423
1,DB00423,Methocarbamol,DBMET02500,"3-(4-hydroxy-2-methoxyphenoxy)-1,2-propanediol-1-carbamate",DB00423
1,DB00425,Zolpidem,DBMET02279,Hydroxylated metabolites,DB00425
1,DB00425,Zolpidem,DBMET01794,methoxyzolpidem,DB00425
1,DB00425,Zolpidem,DBMET01238,Methoxyzolpidem derivative (M3),DB00425
1,DB00425,Zolpidem,DBMET01239,Methoxyzolpidem derivative (M4),DB00425
2,DBMET01239,Methoxyzolpidem derivative (M4),DBMET01241,Zolpidem carboxylic acid derivative (M2),DB00425
2,DBMET01238,Methoxyzolpidem derivative (M3),DBMET01242,Zolpidem carboxylic acid derivative (M1),DB00425
1,DB00426,Famciclovir,DBMET00463,6-oxo-famciclovir,DB00426
1,DB00432,Trifluridine,DBMET00748,5-carboxy-2'-deoxyuridine,DB00432
1,DB00432,Trifluridine,DBMET02125,5-(trifluoromethyl) uracil,DB00432
1,DB00433,Prochlorperazine,DBMET02565,N-desmethyl prochlorperazine,DB00433
1,DB00433,Prochlorperazine,DBMET02566,Prochlorperazine sulfoxide,DB00433
1,DB00433,Prochlorperazine,DBMET02567,Prochlorperazine 7-hydroxide,DB00433
1,DB00437,Allopurinol,DBMET00414,oxypurinol,DB00437
1,DB00439,Cerivastatin,DBMET00292,Hydroxycerivastatin,DB00439
1,DB00439,Cerivastatin,DBMET00293,Desmethylcerivastatin,DB00439
1,DB00440,Trimethoprim,DBMET03019,3-NO-TMP,DB00440
1,DB00440,Trimethoprim,DBMET03020,1-NO-TMP,DB00440
1,DB00440,Trimethoprim,DBMET03021,3-Desmethyl-TMP,DB00440
1,DB00440,Trimethoprim,DBMET03026,4-Desmethyl-TMP,DB00440
1,DB00440,Trimethoprim,DBMET03027,Cα-OH-TMP,DB00440
1,DB00440,Trimethoprim,DBMET03033,Cα-NAC-TMP,DB00440
1,DB00441,Gemcitabine,DBMET01145,Gemcitabine Monophosphate,DB00441
2,DBMET01145,Gemcitabine Monophosphate,DBMET00694,Difluorodeoxyuridine monophosphate,DB00441
2,DBMET01145,Gemcitabine Monophosphate,DBMET00858,Gemcitabine diphosphate,DB00441
3,DBMET00858,Gemcitabine diphosphate,DBMET00859,Gemcitabine triphosphate,DB00441
1,DB00444,Teniposide,DBMET01761,Teniposide catechol,DB00444
1,DB00444,Teniposide,DBMET01262,Teniposide catechol derivative,DB00444
2,DBMET01262,Teniposide catechol derivative,DBMET01263,Teniposide o-quinone derivative,DB00444
1,DB00448,Lansoprazole,DBMET01822,Hydroxylansoprazole,DB00448
1,DB00448,Lansoprazole,DBMET00184,Lansoprazole sulfone,DB00448
1,DB00451,Levothyroxine,DB00279,Liothyronine,DB00451
2,DB00279,Liothyronine,DBMET02273,Diiodothyronine,DB00451
2,DB00279,Liothyronine,DBMET02578,Reverse triiodothyronine (rT3),DB00451
1,DB00455,Loratadine,DBMET00377,Descarboethoxyloratadine,DB00455
1,DB00455,Loratadine,DBMET02790,"hydroxylated metabolite, loratadine",DB00455
2,DBMET00377,Descarboethoxyloratadine,DBMET02788,desloratadine glucuronide,DB00455
2,DBMET00377,Descarboethoxyloratadine,DBMET02791,"hydroxylated metabolite, desloratadine",DB00455
3,DBMET02788,desloratadine glucuronide,DBMET02787,3-hydroxydesloratadine,DB00455
4,DBMET02787,3-hydroxydesloratadine,DBMET02792,3-hydroxydesloratadine glucuronide,DB00455
1,DB00457,Prazosin,DBMET02344,6-O-demethyl prazosin,DB00457
1,DB00457,Prazosin,DBMET02345,7-O-demethyl prazosin,DB00457
1,DB00457,Prazosin,DBMET02351,"2-(l-Piperazinyl)- 4-amino-6,7 - dimethoxyquinazoline",DB00457
1,DB00457,Prazosin,DBMET00691,"2,4-diamino-6,7-dimethoxyquinazoline",DB00457
2,DBMET02344,6-O-demethyl prazosin,DBMET02347,Glucuronide  conjugate,DB00457
1,DB00458,Imipramine,DBMET00255,Desipramine,DB00458
1,DB00458,Imipramine,DBMET01957,Imipramine N-oxide,DB00458
1,DB00458,Imipramine,DBMET01958,Imidodibenzyl Metabolite,DB00458
1,DB00458,Imipramine,DBMET01959,Didemethylimipramine,DB00458
1,DB00458,Imipramine,DBMET00254,2-hydroxyimipramine,DB00458
2,DBMET00254,2-hydroxyimipramine,DBMET00680,2-hydroxy-imipramine glucuronide,DB00458
2,DBMET00255,Desipramine,DBMET00314,2-hydroxydesipramine,DB00458
2,DBMET01959,Didemethylimipramine,DBMET01961,10-hydroxydidemethylimipramine,DB00458
3,DBMET00314,2-hydroxydesipramine,DBMET01956,2-hydroxydesipramine glucuronide,DB00458
1,DB00461,Nabumetone,DBMET02521,3-OH-nabumetone,DB00461
1,DB00461,Nabumetone,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,DB00461
1,DB00461,Nabumetone,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,DB00461
2,DBMET02521,3-OH-nabumetone,DBMET02530,reduced 3-hydroxy-nabumetone,DB00461
2,DBMET02521,3-OH-nabumetone,DBMET02534,O-desmethyl-3-hydroxy-nabumetone,DB00461
2,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,DBMET02536,4-(6-Methoxy-2-naphthyl)- butan-2-ol glucuronide,DB00461
2,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DB00461
2,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,DBMET02544,4-(6-Hydroxy-2-naphthyl)- butan-2-one sulfate,DB00461
2,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,DBMET02545,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,DB00461
2,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DB00461
2,DBMET02521,3-OH-nabumetone,DBMET00764,6-methoxy-2-naphthylacetic acid,DB00461
3,DBMET00764,6-methoxy-2-naphthylacetic acid,DBMET02523,6-hydroxy-naphthylacetic acid,DB00461
3,DBMET00764,6-methoxy-2-naphthylacetic acid,DBMET02529,6-methoxy-naphthylacetic acid glucuronide,DB00461
3,DBMET02530,reduced 3-hydroxy-nabumetone,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,DB00461
3,DBMET02534,O-desmethyl-3-hydroxy-nabumetone,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,DB00461
3,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DBMET02538,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated),DB00461
3,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DBMET02540,4-(6-hydroxy-2-naphthyl)- butan-2-ol sulfate,DB00461
3,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DBMET02541,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),DB00461
3,DBMET02545,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide,DBMET02546,4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide glycine conjugate,DB00461
3,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DBMET02538,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated),DB00461
3,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,DBMET02541,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),DB00461
4,DBMET02523,6-hydroxy-naphthylacetic acid,DBMET02525,6-hydroxy-naphthylacetic acid glucuronide,DB00461
4,DBMET02523,6-hydroxy-naphthylacetic acid,DBMET02528,6-hydroxy-naphthylacetic acid sulfate,DB00461
4,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,DBMET02532,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,DB00461
4,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,DBMET02532,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,DB00461
4,DBMET02538,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated),DBMET02539,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated) glycine conjugate,DB00461
4,DBMET02541,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),DBMET02542,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated) glycine conjugate,DB00461
4,DBMET02538,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated),DBMET02539,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated) glycine conjugate,DB00461
4,DBMET02541,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),DBMET02542,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated) glycine conjugate,DB00461
5,DBMET02532,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,DBMET02533,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide glycine conjugate,DB00461
5,DBMET02532,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,DBMET02533,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide glycine conjugate,DB00461
1,DB00465,Ketorolac,DBMET02315,rac Ketorolac Glucuronide,DB00465
1,DB00465,Ketorolac,DBMET00978,4-hydroxy ketorolac,DB00465
1,DB00468,Quinine,DBMET00383,3-hydroxyquinine,DB00468
1,DB00469,Tenoxicam,DBMET00306,5'-Hydroxytenoxicam,DB00469
1,DB00470,Dronabinol,DBMET01785,11-OH-delata-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01786,7-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01787,7alpha-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01788,8-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET01789,8alpha-OH-delta-9-Tetrahydrocannabinol,DB00470
1,DB00470,Dronabinol,DBMET00120,11-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00122,7-beta-Hydroxy-delta-9-THC,DB00470
1,DB00470,Dronabinol,DBMET00123,7-alpha-Hydroxy-delta-9-THC,DB00470
