form,route,strength,parent_key
"Injection, solution",Intramuscular,5000 [USP'U]/1mL,DB00042
Solution,Intramuscular,5000 unit,DB00042
"Injection, solution",Subcutaneous,202.5 mg/1.4mL,DB00043
"Powder, for solution",Subcutaneous,150 mg,DB00043
Solution,Subcutaneous,150 mg,DB00043
Solution,Subcutaneous,75 mg,DB00043
"Injection, solution",Subcutaneous,150 mg/1mL,DB00043
"Injection, solution",Subcutaneous,75 mg/0.5mL,DB00043
Kit,Subcutaneous,82.5 [iU]/1mL,DB00044
"Powder, for solution",Subcutaneous,75 unit,DB00044
Solution,Subcutaneous,450 unit,DB00044
"Injection, powder, for solution",Subcutaneous,,DB00044
"Kit; powder, for solution",Subcutaneous,,DB00044
Solution,Subcutaneous,,DB00044
"Injection, solution",Intravenous; Subcutaneous,100 U/1mL,DB00046
"Injection, solution",Subcutaneous,100 U/1mL,DB00046
Solution,Subcutaneous,100 unit,DB00046
"Injection, solution",Intravenous; Subcutaneous,100 [iU]/1mL,DB00046
"Injection, solution",Intravenous; Subcutaneous,100 U/ml,DB00046
"Injection, solution",Subcutaneous,100 [iU]/1mL,DB00046
"Injection, suspension",Subcutaneous,100,DB00046
Solution,Intramuscular; Intravenous; Subcutaneous,100 unit,DB00046
Solution,Intramuscular; Intravenous; Subcutaneous,,DB00046
Solution,Subcutaneous,,DB00046
"Injection, solution",Subcutaneous,200 [iU]/1mL,DB00046
"Injection, solution",Subcutaneous,200 U/ml,DB00046
Suspension,Subcutaneous,,DB00046
"Injection, suspension",Subcutaneous,100 U/ml,DB00046
"Injection, suspension",Subcutaneous,100 [iU]/1mL,DB00046
Liquid,Intramuscular; Intravenous; Subcutaneous,100 unit,DB00046
"Injection, solution",Subcutaneous,100 Units/ml,DB00047
"Injection, solution",Subcutaneous,100 [iU]/1mL,DB00047
Solution,Subcutaneous,100 unit,DB00047
Solution,Subcutaneous,,DB00047
"Injection, solution",Subcutaneous,,DB00047
"Injection, solution",Subcutaneous,300 units/ml,DB00047
"Injection, solution",Subcutaneous,300 U/1mL,DB00047
Ointment,Topical,250 [arb'U]/1g,DB00048
"Tablet, chewable",Oral,,DB00048
Ointment,Topical,,DB00048
,Intralesional,0.9 mg/1,DB00048
"Powder, for solution",Intralesional,0.9 mg,DB00048
"Injection, powder, for solution",Intralesional,0.9 mg,DB00048
,Intravenous,1.5 mg/1mL,DB00049
,Intravenous,7.5 mg/5mL,DB00049
"Injection, powder, for solution",Intravenous,1.5 mg/ml,DB00049
"Powder, for solution",Intravenous,,DB00049
"Injection, powder, for solution",Subcutaneous,0.25 mg,DB00050
Kit,Subcutaneous,0.25 mg/1mL,DB00050
Kit,Subcutaneous,3 mg/3mL,DB00050
"Powder, for solution",Subcutaneous,0.25 mg,DB00050
"Powder, for solution",Subcutaneous,3 mg,DB00050
Solution,Subcutaneous,,DB00051
,Subcutaneous; Topical,,DB00051
"Injection, solution",Subcutaneous,40 mg,DB00051
Solution,Subcutaneous,10 mg,DB00051
Solution,Subcutaneous,20 mg,DB00051
Solution,Subcutaneous,40 mg,DB00051
Solution,Subcutaneous,80 mg,DB00051
"Injection, solution",Subcutaneous,40 mg/0.8mL,DB00051
"Liquid; powder, for solution",Subcutaneous,,DB00052
,Subcutaneous,0.2 mg/0.25mL,DB00052
,Subcutaneous,0.4 mg/0.25mL,DB00052
,Subcutaneous,0.6 mg/0.25mL,DB00052
,Subcutaneous,0.8 mg/0.25mL,DB00052
,Subcutaneous,1 mg/0.25mL,DB00052
,Subcutaneous,1.2 mg/0.25mL,DB00052
,Subcutaneous,1.4 mg/0.25mL,DB00052
,Subcutaneous,1.6 mg/0.25mL,DB00052
,Subcutaneous,1.8 mg/0.25mL,DB00052
,Subcutaneous,12 mg/1mL,DB00052
,Subcutaneous,2 mg/0.25mL,DB00052
,Subcutaneous,5 mg/1mL,DB00052
Kit,Subcutaneous,0.2 mg/0.25mL,DB00052
Kit,Subcutaneous,0.4 mg/0.25mL,DB00052
Kit,Subcutaneous,0.6 mg/0.25mL,DB00052
Kit,Subcutaneous,0.8 mg/0.25mL,DB00052
"Powder, for solution",Subcutaneous,0.2 mg,DB00052
"Powder, for solution",Subcutaneous,0.4 mg,DB00052
"Powder, for solution",Subcutaneous,0.6 mg,DB00052
"Powder, for solution",Subcutaneous,0.8 mg,DB00052
"Powder, for solution",Subcutaneous,1.0 mg,DB00052
"Powder, for solution",Subcutaneous,1.2 mg,DB00052
"Powder, for solution",Subcutaneous,1.4 mg,DB00052
"Powder, for solution",Subcutaneous,1.6 mg,DB00052
"Powder, for solution",Subcutaneous,1.8 mg,DB00052
"Powder, for solution",Subcutaneous,12 mg,DB00052
"Powder, for solution",Subcutaneous,2.0 mg,DB00052
"Powder, for solution",Subcutaneous,5 mg,DB00052
"Powder, for solution",Subcutaneous,5.3 mg,DB00052
Kit,Intramuscular; Subcutaneous,12 mg/2.88mL,DB00052
Kit,Intramuscular; Subcutaneous,24 mg/2.88mL,DB00052
Kit,Intramuscular; Subcutaneous,5 mg/5mL,DB00052
Kit,Intramuscular; Subcutaneous,6 mg/2.88mL,DB00052
"Liquid; powder, for solution",Intramuscular; Subcutaneous,,DB00052
"Injection, solution",Subcutaneous,10 mg/1.5mL,DB00052
"Injection, solution",Subcutaneous,15 mg/1.5mL,DB00052
"Injection, solution",Subcutaneous,30 mg/3mL,DB00052
"Injection, solution",Subcutaneous,5 mg/1.5mL,DB00052
Solution,Subcutaneous,,DB00052
Kit,Subcutaneous,10 mg/10mg,DB00052
Kit,Subcutaneous,5 mg/5mg,DB00052
"Kit; powder, for solution",Intramuscular; Subcutaneous,,DB00052
Liquid,Subcutaneous,,DB00052
Solution,Subcutaneous,10 mg,DB00052
Solution,Subcutaneous,20 mg,DB00052
"Injection, solution",Subcutaneous,5 mg/2mL,DB00052
Solution,Subcutaneous,5 mg,DB00052
"Injection, solution",Subcutaneous,20 mg/2mL,DB00052
Kit,Subcutaneous,13.5 mg/1mL,DB00052
Kit,Subcutaneous,18 mg/1mL,DB00052
Kit,Subcutaneous,22.5 mg/1mL,DB00052
"Injection, solution",Subcutaneous,10 mg/2ml,DB00052
,Subcutaneous,10 mg/1.5ml,DB00052
,Subcutaneous,15 mg/1.5ml,DB00052
,Subcutaneous,5 mg/1.5ml,DB00052
"Injection, powder, for solution",Subcutaneous,1.3 mg/ml,DB00052
"Injection, powder, for solution",Subcutaneous,5 mg/ml,DB00052
Kit,Subcutaneous,1.5 mg/1.13mL,DB00052
Kit,Subcutaneous,5.8 mg/1mL,DB00052
"Kit; powder, for solution",Subcutaneous,,DB00052
Solution,Subcutaneous,15 mg,DB00052
Kit,Intramuscular; Subcutaneous,5 mg/3mL,DB00052
Kit,Intramuscular; Subcutaneous,8.8 mg/3mL,DB00052
"Powder, for solution",Intramuscular; Subcutaneous,5 mg,DB00052
Solution,Subcutaneous,5.83 mg,DB00052
Solution,Subcutaneous,8 mg,DB00052
"Powder, for solution",Intramuscular; Subcutaneous,,DB00052
"Powder, for solution",Subcutaneous,,DB00052
Kit,Intramuscular; Subcutaneous,8.8 mg/1.51mL,DB00052
Kit,Subcutaneous,4 mg/1mL,DB00052
Kit,Subcutaneous,5 mg/1mL,DB00052
Kit,Subcutaneous,6 mg/1mL,DB00052
Kit,Subcutaneous,8.8 mg/2mL,DB00052
Kit,Subcutaneous,10 mg/1,DB00052
Kit,Subcutaneous,10 mg/10mL,DB00052
Kit,Subcutaneous,5 mg/1,DB00052
"Injection, powder, for solution",Subcutaneous,15 mg/1.5ml,DB00052
,Subcutaneous,5 mg/1,DB00052
Kit,Subcutaneous,8.8 mg/1mL,DB00052
"Injection, powder, lyophilized, for solution",Intravenous,40 U/1mL,DB00053
"Powder, for solution",Intravenous,200 unit,DB00053
"Powder, for solution",Intravenous,400 unit,DB00053
"Injection, solution",Intravenous,2 mg/1mL,DB00054
Solution,Intravenous,2 mg,DB00054
"Injection, powder, for solution",Intravenous,20 mg,DB00055
"Injection, powder, for solution",Intravenous,5 mg,DB00055
"Injection, powder, lyophilized, for solution",Intravenous,20 mg/10mL,DB00055
"Injection, powder, lyophilized, for solution",Intravenous,5 mg/2.5mL,DB00055
"Powder, for solution",Intravenous,,DB00055
"Injection, powder, lyophilized, for solution",Intravenous,5 mg/5mL,DB00056
"Powder, for solution",Intravenous,4.5 mg,DB00056
Kit,Intravenous,16 mg/1mL,DB00058
"Injection, solution",Intravenous,1 g/50mL,DB00058
"Powder, for solution",Intravenous,,DB00058
,Intravenous,1000 mg/20mL,DB00058
"Powder, for solution",Intravenous,1000 mg,DB00058
"Injection, solution",Intravenous,1000 mg/20mL,DB00058
Solution,Intravenous,1000 mg,DB00058
"Injection, powder, for solution",Intravenous,1000 mg,DB00058
Kit,Intravenous,1000 mg/20mL,DB00058
Kit,Intravenous,4000 mg/76mL,DB00058
Kit,Intravenous,5000 mg/95mL,DB00058
"Kit; powder, for solution",Intravenous,1000 mg,DB00058
"Kit; powder, for solution",Intravenous,4000 mg,DB00058
"Kit; powder, for solution",Intravenous,5000 mg,DB00058
"Injection, powder, lyophilized, for solution",Intramuscular,750 U/1mL,DB00059
"Injection, solution",,750 U/ml,DB00059
"Injection, solution",Intramuscular; Intravenous,750 [iU]/1mL,DB00059
Liquid,Intramuscular; Intravenous,750 unit,DB00059
Solution,Intramuscular; Intravenous,750 unit,DB00059
"Injection, powder, lyophilized, for solution",Intramuscular,30 ug/1mL,DB00060
Kit,Intramuscular,,DB00060
"Powder, for solution",Intramuscular,,DB00060
"Powder, for solution",Intramuscular,60 mcg,DB00060
Solution,Intramuscular,30 mcg,DB00060
"Injection, solution",Intramuscular,30 ug/0.5mL,DB00060
"Injection, solution",Subcutaneous,22 ug/0.5mL,DB00060
"Injection, solution",Subcutaneous,44 ug/0.5mL,DB00060
Kit,Subcutaneous,,DB00060
Kit; liquid; powder,Intralesional; Subcutaneous,,DB00060
"Kit; liquid; powder, for solution",Subcutaneous,,DB00060
Solution,Subcutaneous,132 mcg,DB00060
Solution,Subcutaneous,22 mcg,DB00060
Solution,Subcutaneous,44 mcg,DB00060
Solution,Subcutaneous,66 mcg,DB00060
Solution,Subcutaneous,8.8 mcg,DB00060
"Injection, solution",Intramuscular,250 [iU]/1mL,DB00061
Solution,Intravenous,.05 g/1mL,DB00062
Solution,Intravenous,200 g/1000mL,DB00062
Solution,Intravenous,250 g/1000mL,DB00062
Solution,Intravenous,50 g/1000mL,DB00062
Liquid,Subcutaneous,,DB00062
Solution,Intravenous,20 g/100mL,DB00062
Solution,Intravenous,25 g/100mL,DB00062
Solution,Intravenous,25 g,DB00062
Solution,Intravenous,0.05 g/1mL,DB00062
Suspension,Intravenous,,DB00062
Solution,Intravenous,12.5 g/250mL,DB00062
Solution,Intravenous,12.5 g/50mL,DB00062
"Injection, solution",Intravenous,10 g/50mL,DB00062
"Injection, solution",Intravenous,12.5 g/250mL,DB00062
"Injection, solution",Intravenous,0.2 g/1mL,DB00062
"Injection, solution",Intravenous,0.25 g/1mL,DB00062
Liquid,Intradermal; Subcutaneous,,DB00062
"Injection, solution",Intravenous,0.05 g/1mL,DB00062
Solution,Intravenous,0.20 g/1mL,DB00062
Solution,Intravenous,0.25 g/1mL,DB00062
"Injection, solution",Intravenous,12.5 g/50mL,DB00062
"Injection, powder, lyophilized, for suspension",Intravenous,,DB00062
Liquid,Intravenous,,DB00062
Solution,Intravenous,10 g/50mL,DB00062
Solution,Intravenous,2.5 g/50mL,DB00062
Solution,Intravenous,5 g/20mL,DB00062
Solution,Intravenous,,DB00062
"Injection, solution",Intradermal; Subcutaneous,,DB00062
Injection,Intravenous,0.75 mg/1mL,DB00063
Injection,Intravenous,2 mg/1mL,DB00063
Injection,Intravenous,20 mg/10mL,DB00063
Injection,Intravenous,200 mg/100mL,DB00063
Injection,Intravenous,75 mg/100mL,DB00063
"Injection, solution",Intravenous,0.75 mg/1mL,DB00063
"Injection, solution",Intravenous,2 mg/1mL,DB00063
"Injection, solution",Intravenous,20 mg/10mL,DB00063
"Injection, solution",Intravenous,200 mg/100mL,DB00063
"Injection, solution",Intravenous,75 mg/100mL,DB00063
"Injection, solution",Intravenous,0.75 mg/ml,DB00063
"Injection, solution",Intravenous,2 mg/ml,DB00063
Solution,Intravenous,,DB00063
Solution,Intravenous,0.75 mg,DB00063
Solution,Intravenous,2 mg,DB00063
"Injection, powder, for solution",Intravenous,100 mg,DB00065
"Injection, powder, lyophilized, for solution",Intravenous,100 mg/10mL,DB00065
"Powder, for solution",Intravenous,100 mg,DB00065
"Powder, for solution",Intravenous,,DB00065
"Injection, powder, lyophilized, for solution",Intravenous,100 mg/1,DB00065
"Injection, solution",Subcutaneous,150 IU/0.25ml,DB00066
"Injection, solution",Subcutaneous,225 IU/0.375ml,DB00066
"Injection, solution",Subcutaneous,300 IU/0.50ml,DB00066
"Injection, solution",Subcutaneous,450 IU/0.75ml,DB00066
"Injection, solution",Subcutaneous,75 IU/0.125ml,DB00066
Kit,Intramuscular; Subcutaneous,,DB00066
"Injection, solution",Intramuscular; Subcutaneous,150 [iU]/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,75 [iU]/0.5mL,DB00066
"Injection, solution",Subcutaneous,175 [iU]/0.210mL,DB00066
"Injection, solution",Subcutaneous,350 [iU]/0.42mL,DB00066
"Injection, solution",Subcutaneous,650 [iU]/0.78mL,DB00066
"Injection, solution",Subcutaneous,975 [iU]/1.17mL,DB00066
"Injection, powder, for solution",Subcutaneous,1050 IU/1.75ml,DB00066
"Injection, powder, for solution",Subcutaneous,300 IU/0.5ml,DB00066
"Injection, powder, for solution",Subcutaneous,450 IU/0.75ml,DB00066
"Injection, powder, for solution",Subcutaneous,75 IU,DB00066
"Injection, solution",Subcutaneous,300 IU/0.5ml,DB00066
"Injection, solution",Subcutaneous,900 IU/1.5ml,DB00066
Kit,Subcutaneous,1050 [iU]/2mL,DB00066
Kit,Subcutaneous,450 [iU]/1mL,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,1200 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,150 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,33 mcg,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,37.5 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,5.5 mcg,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,75 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,77 mcg,DB00066
Kit,Subcutaneous,75 [iU]/1mL,DB00066
"Injection, solution",Subcutaneous,300 [iU]/0.5mL,DB00066
"Injection, solution",Subcutaneous,450 [iU]/0.75mL,DB00066
"Injection, solution",Subcutaneous,900 [iU]/1.5mL,DB00066
"Injection, solution",Subcutaneous,150 [iU]/0.25mL,DB00066
"Liquid; powder, for solution",Intramuscular,,DB00066
,Subcutaneous,,DB00066
"Powder, for solution",Intramuscular,,DB00066
"Injection, powder, for solution",Subcutaneous,,DB00066
"Kit; powder, for solution",Subcutaneous,,DB00066
Solution,Subcutaneous,,DB00066
"Injection, solution",Intramuscular; Subcutaneous,100 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,150 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,200 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,225 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,50 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,75 IU/0.5mL,DB00066
"Injection, solution",Subcutaneous,150 IU/0.18mL,DB00066
"Injection, solution",Subcutaneous,300 IU/0.36mL,DB00066
"Injection, solution",Subcutaneous,600 IU/0.72mL,DB00066
"Injection, solution",Subcutaneous,900 IU/1.08mL,DB00066
Solution,Intramuscular; Subcutaneous,,DB00066
"Liquid; powder, for solution",Intramuscular; Subcutaneous,,DB00066
Injection,Intramuscular; Subcutaneous,20 [USP'U]/1mL,DB00067
"Injection, solution",Intramuscular; Subcutaneous,20 [USP'U]/1mL,DB00067
Liquid,Intramuscular; Subcutaneous,,DB00067
"Injection, solution",Intramuscular,20 [USP'U]/1mL,DB00067
"Injection, solution",Intravenous; Subcutaneous,20 [USP'U]/1mL,DB00067
Liquid,Intramuscular; Nasal; Subcutaneous,,DB00067
Solution,Intramuscular; Subcutaneous,,DB00067
Injection,Intravenous,20 [USP'U]/1mL,DB00067
"Injection, powder, for solution",Subcutaneous,0.25 mg/ml,DB00068
,Subcutaneous,0.25 mg/1mL,DB00068
Kit,Subcutaneous,0.25 mg/1mL,DB00068
"Powder, for solution",Subcutaneous,0.3 mg,DB00068
,Subcutaneous,0.25 mg/1.0mL,DB00068
"Injection, powder, for solution",Subcutaneous,250 μg/ml,DB00068
Injection,Subcutaneous,0.03 mg/1mL,DB00069
Solution,Subcutaneous,0.03 mg,DB00069
"Injection, powder, lyophilized, for solution",Subcutaneous,6200 [USP'U]/5mL,DB00070
"Injection, solution",Subcutaneous,200 [USP'U]/1mL,DB00070
Suspension,Intramuscular; Subcutaneous,,DB00071
Solution,Intramuscular; Intravenous; Subcutaneous,,DB00071
Liquid,Subcutaneous,,DB00071
,Intravenous,420 mg/20mL,DB00072
,Intravenous,440 mg/20mL,DB00072
"Injection, powder, for solution",Intravenous,150 mg,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,150 mg/7.4mL,DB00072
"Injection, solution",Subcutaneous,600 mg,DB00072
"Powder, for solution",Intravenous,440 mg,DB00072
"Injection, solution",Subcutaneous,,DB00072
Solution,Subcutaneous,,DB00072
,Intravenous,420 mg/50mL,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,150 mg/20mL,DB00072
"Kit; powder, for solution",Intravenous,440 mg,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,150 mg/7.15mL,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,420 mg/20mL,DB00072
"Kit; powder, for solution",Intravenous,420 mg,DB00072
"Powder, for solution",Intravenous,,DB00072
"Powder, for solution",Intravenous,150 mg,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,150 mg/1,DB00072
Kit,Intravenous,420 mg/1,DB00072
"Kit; powder, for solution; solution",Intravenous,,DB00072
"Injection, solution",Intravenous,10 mg/1mL,DB00073
Solution,Intravenous,10 mg,DB00073
"Injection, solution",Subcutaneous,,DB00073
Solution,Subcutaneous,,DB00073
Solution,Intravenous,,DB00073
"Injection, solution",Intravenous,100 mg/10mL,DB00073
"Injection, solution",Intravenous,500 mg/50mL,DB00073
Solution,Intravenous,100 mg,DB00073
Solution,Intravenous,500 mg,DB00073
"Injection, powder, for solution",Intravenous,10 mg/2.5mL,DB00074
"Injection, powder, for solution",Intravenous,10 mg,DB00074
"Injection, powder, for solution",Intravenous,20 mg/5mL,DB00074
"Injection, powder, for solution",Intravenous,20 mg,DB00074
"Powder, for solution",Intravenous,20 mg,DB00074
"Injection, solution",Intravenous,5 mg/5mL,DB00075
Solution,Intravenous,,DB00075
"Injection, powder, for solution",Intravenous,38 mg/1,DB00076
"Powder, for solution",Intravenous,38 mg,DB00076
"Injection, powder, for solution",Intravenous,40 mg/1,DB00076
"Injection, powder, lyophilized, for solution",Intravenous,38 mg/1,DB00076
"Powder, for solution",Intravenous,40 mg,DB00076
,Intravenous,1.6 mg/1mL,DB00078
Kit,Intravenous,1.6 mg/1mL,DB00078
Kit,Intravenous,1.6 mg/ml,DB00078
Injection,Intravenous,350 mg/350mg,DB00080
"Powder, for solution",Intravenous,500 mg,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,500 mg/10mL,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,350 mg/7mL,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,50 mg/1mL,DB00080
"Powder, for solution",Intravenous,,DB00080
Kit,Intravenous,,DB00081
Injection,Intravenous,0.61 mCi/1mL,DB00081
Injection,Intravenous,5.6 mCi/1mL,DB00081
Kit; solution,Intravenous,,DB00081
,Subcutaneous,10 mg/1mL,DB00082
,Subcutaneous,15 mg/1mL,DB00082
,Subcutaneous,20 mg/1mL,DB00082
,Subcutaneous,25 mg/1mL,DB00082
,Subcutaneous,30 mg/1mL,DB00082
"Injection, powder, for solution",Subcutaneous,10 mg,DB00082
"Injection, powder, for solution",Subcutaneous,15 mg,DB00082
"Injection, powder, for solution",Subcutaneous,20 mg,DB00082
"Injection, powder, for solution",Subcutaneous,25 mg,DB00082
"Injection, powder, for solution",Subcutaneous,30 mg,DB00082
"Kit; powder, for solution",Subcutaneous,10 mg,DB00082
"Kit; powder, for solution",Subcutaneous,15 mg,DB00082
"Kit; powder, for solution",Subcutaneous,20 mg,DB00082
"Kit; powder, for solution",Subcutaneous,25 mg,DB00082
"Kit; powder, for solution",Subcutaneous,30 mg,DB00082
"Injection, powder, lyophilized, for solution",Intradermal; Intramuscular,100 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intradermal; Intramuscular,200 [USP'U]/1,DB00083
"Powder, for solution",Intramuscular,100 unit,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,300 U/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,300 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,500 U/1,DB00083
Powder,Intramuscular,100 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,100 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,200 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,50 [USP'U]/1,DB00083
"Powder, for solution",Intramuscular,50 unit,DB00083
"Powder, for solution",Intramuscular,,DB00083
"Tablet, delayed release",Oral,,DB00085
Tablet,Oral,,DB00085
Powder,Not applicable,1 kg/1kg,DB00085
,Oral,,DB00085
Capsule,Oral,,DB00085
Powder,Oral,,DB00085
"Powder, for solution",Intracoronary; Intravenous,,DB00086
