synonym,language,coder,drugbank-id
"(S)-2,5-diamino-5-oxopentanoic acid",english,,DB00130
Glutamic acid 5-amide,english,,DB00130
Glutamic acid amide,english,,DB00130
Glutamina,spanish,,DB00130
Glutamine,english,,DB00130
L-(+)-glutamine,english,,DB00130
L-2-aminoglutaramic acid,english,,DB00130
L-glutamic acid γ-amide,english,,DB00130
L-Glutamin,german,,DB00130
L-Glutaminsäure-5-amid,german,,DB00130
Levoglutamide,english,,DB00130
Q,english,,DB00130
5'-Adenosine monophosphate,english,,DB00131
5'-Adenylic acid,english,iupac,DB00131
5'-AMP,english,,DB00131
5'-O-Phosphonoadenosine,english,,DB00131
Adenosine 5'-(dihydrogen phosphate),english,,DB00131
Adenosine 5'-monophosphate,english,,DB00131
Adenosine 5'-phosphate,english,,DB00131
Adenosine monophosphate,english,,DB00131
Adenosine phosphate,english,inn,DB00131
Adenosine-5'-Monophosphate,english,,DB00131
Adenosine-5'-monophosphoric acid,english,,DB00131
Adenosine-5'P,english,,DB00131
Adenosini phosphas,latin,inn,DB00131
Adenylate,english,,DB00131
Adenylic acid,english,,DB00131
Ado5'P,english,,DB00131
AMP,english,,DB00131
Fosfato de adenosina,spanish,inn,DB00131
PAdo,english,,DB00131
Phosphate d'adénosine,french,inn,DB00131
"(9,12,15)-linolenic acid",english,,DB00132
"(9Z,12Z,15Z)-Octadecatrienoic acid",english,,DB00132
"(Z,Z,Z)-9,12,15-octadecatrienoic acid",english,,DB00132
"9-cis,12-cis,15-cis-octadecatrienoic acid",english,,DB00132
"9,12,15-Octadecatrienoic acid",english,,DB00132
ALA,english,,DB00132
"all-cis-9,12,15-Octadecatrienoic acid",english,,DB00132
alpha-Linolenic acid,english,,DB00132
"cis-delta(9,12,15)-Octadecatrienoic acid",english,,DB00132
"cis,cis,cis-9,12,15-Octadecatrienoic acid",english,,DB00132
Linolenic acid,english,,DB00132
α-linolenic acid,english,,DB00132
(S)-2-Amino-3-hydroxypropanoic acid,english,,DB00133
(S)-Serine,english,,DB00133
alpha-Amino-beta-hydroxypropionic acid,english,,DB00133
beta-Hydroxyalanine,english,,DB00133
L-Serine,english,,DB00133
Ser,english,,DB00133
Serina,spanish,,DB00133
Serine,english,inn/usan,DB00133
Serinum,latin,,DB00133
(2S)-2-amino-4-(methylsulfanyl)butanoic acid,english,,DB00134
(S)-2-amino-4-(methylthio)butanoic acid,english,,DB00134
(S)-2-amino-4-(methylthio)butyric acid,english,,DB00134
(S)-methionine,english,,DB00134
L-(−)-methionine,english,,DB00134
L-a-Amino-g-methylthiobutyric acid,english,,DB00134
L-Methionin,german,,DB00134
L-Methionine,english,,DB00134
L-α-amino-γ-methylmercaptobutyric acid,english,,DB00134
M,english,,DB00134
Met,english,,DB00134
Methionine,english,inn/usan,DB00134
(−)-α-amino-p-hydroxyhydrocinnamic acid,english,,DB00135
(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,english,,DB00135
(S)-(-)-Tyrosine,english,,DB00135
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,english,,DB00135
(S)-3-(p-Hydroxyphenyl)alanine,english,,DB00135
(S)-alpha-amino-4-Hydroxybenzenepropanoic acid,english,,DB00135
(S)-Tyrosine,english,,DB00135
(S)-α-amino-4-hydroxybenzenepropanoic acid,english,,DB00135
4-hydroxy-L-phenylalanine,english,,DB00135
L-Tyrosin,german,,DB00135
L-tyrosine,english,jan,DB00135
Tirosina,spanish,,DB00135
Tyr,english,,DB00135
Tyrosine,english,inn/usan/usp,DB00135
Tyrosinum,latin,,DB00135
Y,english,,DB00135
"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol",english,,DB00136
"(1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",english,,DB00136
"(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol",english,,DB00136
1-alpha-25-Dihydroxyvitamin D3,english,,DB00136
"1,25-DHCC",english,,DB00136
"1,25-dihydroxycholecalciferol",english,,DB00136
"1α,25-dihydroxycholecalciferol",english,,DB00136
"1α,25-dihydroxyvitamin D3",english,,DB00136
"1α,25(OH)2D3",english,,DB00136
Calcitriol,english/spanish/french,inn/usan,DB00136
Calcitriolum,latin,inn,DB00136
Xanthophyll,english,,DB00137
Xantofyl,english,inn,DB00137
"(R,R)-3,3'-dithiobis(2-aminopropanoic acid)",english,,DB00138
Cistina,spanish,,DB00138
L-alpha-Diamino-beta-dithiolactic acid,english,,DB00138
L-Cystine,english,,DB00138
L-Dicysteine,english,,DB00138
"β,β'-dithiodialanine",english,,DB00138
"1,2-ethanedicarboxylic acid",english,,DB00139
Acide butanedioïque,french,,DB00139
Acide succinique,french,,DB00139
Acidum succinicum,latin,,DB00139
Amber acid,english,,DB00139
Asuccin,english,,DB00139
Bernsteinsäure,german,,DB00139
Butandisäure,german,,DB00139
Butanedioic acid,english,iupac,DB00139
Butanedionic acid,english,,DB00139
Dihydrofumaric acid,english,,DB00139
Ethylenesuccinic acid,english,,DB00139
Spirit of amber,english,,DB00139
Succinic acid,english,inn,DB00139
"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol",english,,DB00140
"6,7-Dimethyl-9-D-ribitylisoalloxazine",english,,DB00140
"7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine",english,,DB00140
"7,8-Dimethyl-10-ribitylisoalloxazine",english,,DB00140
Lactoflavin,english,,DB00140
Lactoflavine,english,,DB00140
Riboflavin,english,inn,DB00140
Riboflavina,spanish,inn,DB00140
Riboflavine,french,inn,DB00140
Riboflavinum,latin,inn,DB00140
Vitamin B2,english,,DB00140
Vitamin Bi,english,,DB00140
Vitamin G,english,,DB00140
2-Acetamido-2-deoxy-D-glucose,english,,DB00141
aldehydo-N-acetyl-D-glucosamine,english,,DB00141
D-GlcNAc,english,,DB00141
N-Acetyl-D-glucosamine,english,,DB00141
N-Acetylchitosamine,english,,DB00141
(2S)-2-Aminopentanedioic acid,english,,DB00142
(S)-2-Aminopentanedioic acid,english,,DB00142
(S)-Glutamic acid,english,,DB00142
ácido glutámico,spanish,inn,DB00142
Glu,english,,DB00142
Glutamic acid,english,inn/usan,DB00142
L-Glutamate,english,,DB00142
L-Glutamic acid,english,,DB00142
L-Glutaminic acid,english,,DB00142
5-L-Glutamyl-L-cysteinylglycine,english,,DB00143
gamma-L-Glutamyl-L-cysteinyl-glycine,english,,DB00143
Glutathione,english,ban/jan,DB00143
Glutathione-SH,english,,DB00143
GSH,english,,DB00143
N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine,english,,DB00143
Reduced glutathione,english,,DB00143
Phosphatidyl-L-serine,english,,DB00144
Phosphatidylserine,english,,DB00144
PS,english,,DB00144
Ptd-L-Ser,english,,DB00144
Aminoacetic acid,english,iupac,DB00145
Aminoessigsäure,german,,DB00145
Aminoethanoic acid,english,,DB00145
Glicina,spanish,,DB00145
Gly,english,,DB00145
Glycin,german,,DB00145
Glycine,english,inn,DB00145
Glycocoll,english,,DB00145
Glykokoll,german,,DB00145
Glyzin,german,,DB00145
Leimzucker,german,,DB00145
"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol",english,,DB00146
"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",english,,DB00146
"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",english,,DB00146
25-hydroxycholecalciferol,english,,DB00146
25-Hydroxyvitamin D3,english,,DB00146
Calcidiol,english,,DB00146
Calcifédiol,french,inn,DB00146
Calcifediol,english/spanish,inn,DB00146
Calcifediol anhydrous,english,,DB00146
Calcifediolum,latin,inn,DB00146
2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine,english,,DB00147
3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde,english,,DB00147
3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde,english,,DB00147
3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde,english,,DB00147
Piridoxal,english,,DB00147
Pyridoxaldehyde,english,,DB00147
((amino(Imino)methyl)(methyl)amino)acetic acid,english,,DB00148
(alpha-Methylguanido)acetic acid,english,,DB00148
(N-methylcarbamimidamido)acetic acid,english,,DB00148
(α-methylguanido)acetic acid,english,,DB00148
alpha-Methylguanidino acetic acid,english,,DB00148
Creatin,english,,DB00148
Creatine,english,,DB00148
Kreatin,english,,DB00148
Methylglycocyamine,english,,DB00148
N-(aminoiminomethyl)-N-methylglycine,english,,DB00148
N-amidinosarcosine,english,,DB00148
N-carbamimidoyl-N-methylglycine,english,,DB00148
N-methyl-N-guanylglycine,english,,DB00148
(2S)-2-Amino-4-methylpentanoic acid,english,,DB00149
(2S)-alpha-2-Amino-4-methylvaleric acid,english,,DB00149
(2S)-alpha-Leucine,english,,DB00149
(S)-(+)-Leucine,english,,DB00149
(S)-Leucine,english,,DB00149
2-Amino-4-methylvaleric acid,english,,DB00149
L,english,,DB00149
L-Leucin,german,,DB00149
L-Leucine,english,,DB00149
L-Leuzin,german,,DB00149
Leu,english,,DB00149
Leucine,english,inn/usan,DB00149
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,english,,DB00150
(S)-alpha-Amino-beta-(3-indolyl)-propionic acid,english,,DB00150
(S)-Tryptophan,english,,DB00150
(S)-α-amino-1H-indole-3-propanoic acid,english,,DB00150
L-(-)-Tryptophan,english,,DB00150
L-(−)-tryptophan,english,,DB00150
L-Tryptophan,english,,DB00150
L-β-3-indolylalanine,english,,DB00150
Triptofano,spanish,,DB00150
Trp,english,,DB00150
Tryptophan,english,inn/usan,DB00150
Tryptophane,french,,DB00150
Tryptophanum,latin,,DB00150
W,english,,DB00150
(2R)-2-amino-3-mercaptopropanoic acid,english,,DB00151
(2R)-2-amino-3-sulfanylpropanoic acid,english,,DB00151
(R)-2-Amino-3-mercaptopropanoic acid,english,,DB00151
Cisteina,spanish,inn,DB00151
Cisteinum,latin,,DB00151
Cys,english,,DB00151
Cysteine,english,inn,DB00151
Cysteinum,latin,inn,DB00151
Free Cysteine,english,,DB00151
L-2-Amino-3-mercaptopropionic acid,english,,DB00151
L-Cys,english,,DB00151
L-Cystein,german,,DB00151
L-Zystein,german,,DB00151
Aneurin,english,,DB00152
Antiberiberi factor,english,,DB00152
Thiamin,german,,DB00152
Thiamine,english/french,inn/ban,DB00152
thiamine(1+),english,,DB00152
thiamine(1+) ion,english,,DB00152
thiaminium,latin,,DB00152
Thiaminum,latin,inn,DB00152
Tiamina,spanish,inn,DB00152
Vitamin B1,english,,DB00152
"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",english,,DB00153
"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol",english,,DB00153
"(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",english,,DB00153
Activated ergosterol,english,,DB00153
Ercalciol,english,,DB00153
Ergocalciférol,french,inn,DB00153
Ergocalciferol,english/spanish,inn,DB00153
Ergocalciferolum,latin,inn,DB00153
Oleovitamin D2,english,,DB00153
Viosterol,english,,DB00153
Vitamin D2,english,,DB00153
Vitamina D2,spanish,,DB00153
"(8Z,11Z,14Z)-Icosatrienoic acid",english,,DB00154
"(Z,Z,Z)-8,11,14-Eicosatrienoic acid",english,,DB00154
"(Z,Z,Z)-8,11,14-Icosatrienoate",english,,DB00154
"(Z,Z,Z)-8,11,14-Icosatrienoic acid",english,,DB00154
"20:3, n-6,9,12 all-cis",english,,DB00154
"8,11,14-Eicosatrienoic Acid",english,,DB00154
"8c,11c,14c-eicosatrienoic acid",english,,DB00154
"8c,11c,14c-Eicosatriensäure",german,,DB00154
"all-cis-8,11,14-eicosatrienoic acid",english,,DB00154
"all-cis-8,11,14-icosatrienoic acid",english,,DB00154
"all-cis-eicosa-8,11,14-trienoic acid",english,,DB00154
"all-cis-Eicosa-8,11,14-triensäure",german,,DB00154
"all-cis-icosa-8,11,14-trienoic acid",english,,DB00154
"C20:3, n-6,9,12 all-cis",english,,DB00154
"cis,cis,cis-8,11,14-eicosatrienoic acid",english,,DB00154
DGLA,english,,DB00154
dihomo-γ-linolenic acid,english,,DB00154
"eicosa-8Z,11Z,14Z-trienoic acid",english,,DB00154
gamma-Homolinolenic acid,english,,DB00154
Homo-gamma-linolenic acid,english,,DB00154
Homo-gamma-linolensäure,german,,DB00154
Homo-γ-linolensäure,german,,DB00154
(S)-2-Amino-5-ureidopentanoic acid,english,,DB00155
2-Amino-5-ureidovaleric acid,english,,DB00155
alpha-amino-delta-Ureidovaleric acid,english,,DB00155
Cit,english,,DB00155
Citrulina,spanish,,DB00155
Citrulline,english,,DB00155
delta-Ureidonorvaline,english,,DB00155
L-2-Amino-5-ureidovaleric acid,english,,DB00155
L-Citrulline,english,,DB00155
N(5)-(Aminocarbonyl)-L-ornithine,english,,DB00155
N(delta)-Carbamylornithine,english,,DB00155
N5-(Aminocarbonyl)ornithine,english,,DB00155
N5-Carbamoyl-L-ornithine,english,,DB00155
N5-carbamoylornithine,english,,DB00155
α-amino-δ-ureidovaleric acid,english,,DB00155
δ-ureidonorvaline,english,,DB00155
"(2S,3R)-(-)-Threonine",english,,DB00156
(2S)-threonine,english,,DB00156
2-Amino-3-hydroxybutyric acid,english,,DB00156
L-(-)-Threonine,english,,DB00156
L-2-Amino-3-hydroxybutyric acid,english,,DB00156
L-alpha-amino-beta-hydroxybutyric acid,english,,DB00156
L-Threonin,english,,DB00156
L-Threonine,english,,DB00156
L-α-amino-β-hydroxybutyric acid,english,,DB00156
Thr,english,,DB00156
Threonine,english,inn/usan,DB00156
Threoninum,latin,,DB00156
Treonina,spanish,,DB00156
"1,4-dihydronicotinamide adenine dinucleotide",english,,DB00157
DPNH,english,,DB00157
NAD reduced form,english,,DB00157
Nicotinamide adenine dinucleotide (reduced),english,,DB00157
"Nicotinamide-adenine dinucleotide, reduced",english,,DB00157
Reduced nicotinamide adenine diphosphate,english,,DB00157
Reduced nicotinamide-adenine dinucleotide,english,,DB00157
Acide folique,french,inn,DB00158
ácido fólico,spanish,inn,DB00158
Acidum folicum,latin,inn,DB00158
Folacin,english,,DB00158
Folate,english,,DB00158
Folic acid,english,inn/ban/jan/usan,DB00158
Folsäure,german,,DB00158
"N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid",english,,DB00158
N-pteroyl-L-glutamic acid,english,,DB00158
PGA,english,,DB00158
PteGlu,english,,DB00158
Pteroyl-L-glutamate,english,,DB00158
Pteroyl-L-glutamic acid,english,,DB00158
Pteroyl-L-monoglutamic acid,english,,DB00158
Pteroylglutamic acid,english,,DB00158
Vitamin B9,english,,DB00158
Vitamin Bc,english,,DB00158
Vitamin M,english,,DB00158
"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid",english,,DB00159
"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate",english,,DB00159
"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid",english,,DB00159
"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",english,,DB00159
"(all-Z)-5,8,11,14,17-eicosapentaenoic acid",english,,DB00159
"5,8,11,14,17-eicosapentaenoic acid",english,,DB00159
"5,8,11,14,17-Icosapentaenoic acid",english,,DB00159
"all-cis-5,8,11,14,17-eicosapentaenoic acid",english,,DB00159
"all-cis-5,8,11,14,17-icosapentaenoic acid",english,,DB00159
"all-cis-icosa-5,8,11,14,17-pentaenoic acid",english,,DB00159
"cis-5,8,11,14,17-eicosapentaenoic acid",english,,DB00159
"cis-5,8,11,14,17-EPA",english,,DB00159
"cis-delta(5,8,11,14,17)-Eicosapentaenoic acid",english,,DB00159
Eicosapentaenoic acid,english,,DB00159
EPA,english,,DB00159
Icosapent,english,inn,DB00159
Icosapentaenoic acid,english,,DB00159
Icosapento,spanish,inn,DB00159
Icosapentum,latin,inn,DB00159
Timnodonic acid,english,,DB00159
(2S)-2-aminopropanoic acid,english,,DB00160
(S)-2-aminopropanoic acid,english,,DB00160
(S)-alanine,english,,DB00160
Alanina,spanish,,DB00160
Alanine,english,inn/usan,DB00160
Alaninum,latin,inn,DB00160
L-2-Aminopropionic acid,english,,DB00160
L-Alanin,german,,DB00160
L-alanine,english,,DB00160
L-alpha-Alanine,english,,DB00160
L-α-alanine,english,,DB00160
(2S)-2-Amino-3-methylbutanoic acid,english,,DB00161
(S)-Valine,english,,DB00161
2-Amino-3-methylbutyric acid,english,,DB00161
L-(+)-alpha-Aminoisovaleric acid,english,,DB00161
L-alpha-Amino-beta-methylbutyric acid,english,,DB00161
L-valin,english,,DB00161
L-valine,english,,DB00161
Val,english,,DB00161
Valine,english,inn/usan,DB00161
"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol",english,,DB00162
all-trans-retinol,english,,DB00162
all-trans-retinyl alcohol,english,,DB00162
all-trans-vitamin A alcohol,english,,DB00162
Retinol,english,inn/ban,DB00162
Retinolum,latin,inn,DB00162
Vitamin A1,english,,DB00162
(+)-α-tocopherol,english,,DB00163
"(2R,4'R,8'R)-α-tocopherol",english,,DB00163
"(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL",english,,DB00163
"(R,R,R)-α-tocopherol",english,,DB00163
"5,7,8-trimethyltocol",english,,DB00163
alpha-tocopherol,english,,DB00163
d-α-tocopherol,english,,DB00163
"2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine",english,,DB00165
"3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine",english,,DB00165
"3-hydroxy-4,5-dimethylol-α-picoline",english,,DB00165
"5-hydroxy-6-methyl-3,4-pyridinedimethanol",english,,DB00165
Piridoxina,spanish,inn,DB00165
Pyridoxine,english,inn,DB00165
Pyridoxinum,latin,inn,DB00165
Pyridoxol,english,,DB00165
Vitamin B6,english,,DB00165
(+)-alpha-Lipoic acid,english,,DB00166
(R)-(+)-Lipoate,english,,DB00166
(R)-(+)-lipoic acid,english,,DB00166
"(R)-1,2-Dithiolane-3-pentanoic acid",english,,DB00166
"(R)-1,2-dithiolane-3-valeric acid",english,,DB00166
"(R)-6,8-thioctic acid",english,,DB00166
(R)-lipoic acid,english,,DB00166
Alpha lipoic acid,english,,DB00166
alpha-Lipoic acid,english,,DB00166
alpha-Liponsäure,german,,DB00166
D-thioctic acid,english,,DB00166
Lipoic acid,english,,DB00166
R-(+)-thioctic acid,english,,DB00166
R-alpha-lipoic acid,english,,DB00166
Thioctic acid,english,,DB00166
Thioctic acid D-form,english,,DB00166
α-lipoic acid,english,,DB00166
"(2S,3S)-2-Amino-3-methylpentanoic acid",english,,DB00167
2-Amino-3-methylvaleric acid,english,,DB00167
alpha-amino-beta-methylvaleric acid,english,,DB00167
Ile,english,,DB00167
Isoleucina,spanish,,DB00167
Isoleucine,english,inn/usan,DB00167
Isoleucinum,latin,,DB00167
L-Isoleucine,english,,DB00167
α-amino-β-methylvaleric acid,english,,DB00167
1-Methyl N-L-alpha-aspartyl-L-phenylalanate,english,,DB00168
1-methyl N-L-α-aspartyl-L-phenylalanate,english,,DB00168
3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester,english,,DB00168
3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid,english,,DB00168
3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester,english,,DB00168
3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid,english,,DB00168
Asp-phe-ome,english,,DB00168
Aspartam,french,inn,DB00168
Aspartame,english,inn/ban/usan,DB00168
Aspartamo,spanish,inn,DB00168
Aspartamum,latin,inn,DB00168
