brand,company,drugbank-id
Frisium,Sanofi-Aventis,DB00349
Grifoclobam,Chile,DB00349
Mystan,Dainippon Sumitomo,DB00349
Noiafren,Sanofi Aventis,DB00349
Sederlona,,DB00349
Urbanil,Sanofi-Aventis,DB00349
Urbanol,Sanofi-Aventis,DB00349
Urbanyl,Sanofi-Aventis,DB00349
Venium,Hudson,DB00349
Alostil,McNeil,DB00350
Apo-Gain,Apotex,DB00350
Avogain,,DB00350
Lipogaine,,DB00350
Lonolox,Pfizer,DB00350
Minodyl,,DB00350
Minoximen,Menarini,DB00350
Mintop,Dr. Reddy's,DB00350
Normoxidil,,DB00350
Regaine,McNeil,DB00350
Rogaine,Johnson & Johnson,DB00350
Theroxidil,Ei,DB00350
Tricoxidil,,DB00350
Vanarex,,DB00350
Maygace,,DB00351
Megestat,,DB00351
Megestil,,DB00351
Megestin,,DB00351
Tioguanina,Induquimica,DB00352
Tioguanine,IFET,DB00352
Basofortina,Novartis,DB00353
Bledstop,Caprifarmindo,DB00353
Demergin,Demo,DB00353
Ergogin,Cipla,DB00353
Ergomed,Medlink,DB00353
Ergomin,Alico Impex,DB00353
Ergotyl,Sandoz,DB00353
Expogin,L.B.S.,DB00353
Glomethyl,Metiska,DB00353
Ingagen-M,Inga,DB00353
Mem,Elin,DB00353
Mergot,Lloyd,DB00353
Mergotrex,Rotexmedica,DB00353
Metenarin,,DB00353
Metermin,Cadila,DB00353
Méthergin,Novartis,DB00353
Methergin,Novartis,DB00353
Metherinal,Landson,DB00353
Metherspan,Opsonin,DB00353
Methovin,Kimia Farma,DB00353
Methylergobrevin,Hemofarm,DB00353
Methylergometrin,Spofa,DB00353
Metilat,Metiska,DB00353
Metiler,Adeka,DB00353
Metilergometrina,Hospira Italia,DB00353
Metrine,T P Drug,DB00353
Metrol,Simed,DB00353
Metvell,Novell,DB00353
Myomergin,Ethica Industri Farmasi,DB00353
Myometril,Oriental Chemical Works,DB00353
Neo-ergo,Oriental,DB00353
Partan M,Mochida,DB00353
Pospargin,Kalbe,DB00353
Satergin,Tablets,DB00353
Usamema,Icon,DB00353
Utergin,Svizera,DB00353
Uterine,LBS,DB00353
Uterjin,Münir Sahin,DB00353
Uterowin,Bestochem,DB00353
Utesel,Osel,DB00353
Bucladin,,DB00354
Bucladin-S,,DB00354
Longifene Syrup,Novartis India,DB00354
Azenam,Aristo,DB00355
Aztram,Shanxi C & Y,DB00355
Aztreo,Zydus Cadila,DB00355
Bencipen,AC Farma,DB00355
Primbactam,Menarini,DB00355
Trezam,Glenmark,DB00355
Vebac,Fahrenheit,DB00355
Myoflexin,Zentiva,DB00356
Paraflex,BioPhausia,DB00356
Relaxazone,,DB00356
Remular,,DB00356
Remular-S,,DB00356
Solaxin,Eisai,DB00356
Strifon Forte DSC,,DB00356
Elipten,Ciba,DB00357
Mamomit,Pliva Hrvatska,DB00357
Orimeten,Novartis,DB00357
Rogluten,Actavis,DB00357
Eloquine,Unifarm,DB00358
Facital,Zydus Cadila,DB00358
Falcital,Cadila HC,DB00358
Larimef,Ipca,DB00358
Mefax,Alkem,DB00358
Mefliam,Cipla Medpro,DB00358
Meflon,ACI,DB00358
Mefloquina,AC Farma,DB00358
Mefque,Zydus Cadila,DB00358
Mephaquin,Hisamitsu Seiyaku,DB00358
Mephaquin Lactab,Mepha,DB00358
Mequin,Atlantic,DB00358
Mqf,Sun,DB00358
Suton,Newai Chem,DB00358
Tropicur,Investi,DB00358
Adiazine,,DB00359
BH4,Excelsior,DB00360
Biopten,Daiichi Sankyo,DB00360
Bendarelbin,Bendalis,DB00361
Eberelbin,Ebewe,DB00361
Eunexon,AC Farma,DB00361
Eurovinorelbin,Lapharm,DB00361
Filcrin,Filaxis,DB00361
Navelbin,Pierre Fabre,DB00361
Navildez,Cryopharma,DB00361
Navin,Cancernova,DB00361
Navirel,medac,DB00361
Neocitec,Sandoz,DB00361
Renovel,Mustafa Nevzat,DB00361
Riborelbin,Ribosepharm,DB00361
Vilne,Dosa,DB00361
Vinelbine,GP-Pharm,DB00361
Vinorayne,Hospira,DB00361
Vinorel,Eriochem,DB00361
Vinorgen,Bago,DB00361
Vinotel,Fresenius,DB00361
Zinavin,Novamed,DB00361
Ecalta,Pfizer,DB00362
Azaleptine,Arpimed,DB00363
Cloment,Pharmaplan,DB00363
Clonex,Adeka,DB00363
Clopin,East West,DB00363
Clopine,Douglas,DB00363
Clopsine,Psicofarma,DB00363
Clorazem,Remedica,DB00363
Lanolept,Lannacher,DB00363
Lapenax,Novartis,DB00363
Leponex,Novartis,DB00363
Lodux,Rider,DB00363
Lozapin,Torrent,DB00363
Luften,Pharos,DB00363
Mezapin,Panbiotic,DB00363
Refract,Crescent,DB00363
Refraxol,AC Farma,DB00363
Sensipin,Beximco,DB00363
Sequax,Ivax,DB00363
Sizopin,Sun,DB00363
Sizopril,Meprofarm,DB00363
Syclop,Brown & Burk Phils,DB00363
Syzopin,Psyco Remedies,DB00363
Tanyl,Novamed,DB00363
Uspen,Yu Sheng,DB00363
Zapen,Psipharma,DB00363
Zapenia,Incepta,DB00363
Zapine,Taiwan Biotech,DB00363
Ziproc,Torrent,DB00363
Zopin,Psychotropics India,DB00363
Antepsin,Orion,DB00364
Sucramal,Menarini,DB00364
Sucraxol,Medifarma,DB00364
Ulcogant,Merck,DB00364
Jadelle,Bayer,DB00367
Levonelle,Bayer,DB00367
Medonor,Medopharm,DB00367
Microlut,Bayer,DB00367
Microluton,,DB00367
Microval,Wyeth,DB00367
Neogest,Schering,DB00367
Norgeston,Bayer,DB00367
Norplant,Bayer,DB00367
Postinor,Gedeon Richter,DB00367
Avanza,Schering-Plough,DB00370
Axit,Alphapharm,DB00370
Mirtabene,ratiopharm,DB00370
Mirtaz,Pinewood,DB00370
Mirtazon,Schering-Plough,DB00370
Norset,MSD France,DB00370
Promyrtil,Schering-Plough,DB00370
Remergil,Merck Sharp & Dohme,DB00370
Remergon,Organon,DB00370
Rexer,Schering-Plough,DB00370
Zispin,Organon,DB00370
Equanil,Wyeth,DB00371
Meprospan,,DB00371
Miltown,Wallace Laboratories,DB00371
Proflax,Sidus,DB00373
Tenopt,Sigma,DB00373
Timacar Depot,MSD,DB00373
Timacor,Gerda,DB00373
Timoptol,Merck,DB00373
Cholestabyl,,DB00375
Lestid,Pfizer,DB00375
ACA,Atlantic,DB00376
Acamed,Medifive,DB00376
Altant,Panbiotic,DB00376
Apo-trihex,,DB00376
Artane,Sanofi Aventis,DB00376
Artine,The Central,DB00376
Atan,Newai Chem,DB00376
Benzhexol,Johnson,DB00376
Benzox,Li Ta,DB00376
Bexol,Intas,DB00376
Broflex,Alliance,DB00376
Cyclodol,Grindeks,DB00376
Dyskinil,Crescent,DB00376
Ea Ten,Heng Hsin,DB00376
Hexymer,Mersifarma,DB00376
Hipokinon,Psicofarma,DB00376
Lahexy,La Pharmaceuticals,DB00376
Pacitane,Wyeth,DB00376
Pakisonal,Takata Seiyaku,DB00376
Parales,Psyco Remedies,DB00376
Parcisol,Milve,DB00376
Pargitan,Nevada Pharma,DB00376
Parkin,Micro Synapse,DB00376
Parkinane,Eisai,DB00376
Parkines,Towa Yakuhin,DB00376
Parkinidyl,CCPC,DB00376
Parkisan,Balkanpharma,DB00376
Parkitane,Sun,DB00376
Parkizol,Hikma,DB00376
Tonaril,Chile,DB00376
Jiouting,Jiuyuan Gene Engineering,DB00377
Onicit,Pfizer,DB00377
Palnox,Glenmark,DB00377
Paloxi,Kalbe,DB00377
Palzen,Dr. Reddy's,DB00377
Themiset,Themis Medicare,DB00377
Zhiruo,Chia Tai Tianqing,DB00377
Dabroston,Abbott,DB00378
Dufaston,Abbott,DB00378
Duphaston,Abbott,DB00378
Terolut,Solvay,DB00378
Cirumimeru,Tsuruhara Seiyaku,DB00379
Mekiratin,Ohara Yakuhin,DB00379
Melate,Medisa Shinyaku,DB00379
Meldest,Taiyo Pharmaceutical,DB00379
Meletin,Taiwan Biotech,DB00379
Mequitolide,Towa Yakuhin,DB00379
Metorekicin,Choseido Pharmaceutical,DB00379
Mexicord,Polfa Grodzisk,DB00379
Mexitilen,Boehringer Ingelheim,DB00379
Minsetil,Zdravlje,DB00379
Mobalen,Tatsumi Kagaku,DB00379
Mugadine,Yung Shin,DB00379
Olzoron,Kobayashi Kako,DB00379
Poeruten,Yoshindo,DB00379
Ritalmex,Valeant,DB00379
Toi,Kyorin Rimedio,DB00379
Tumetil,Boehringer Ingelheim,DB00379
Ao Nuo Xian,AosaiKang Pharmaceutical,DB00380
Cardioxane,Novartis,DB00380
Aforbes,Merck,DB00381
Agen,Zentiva,DB00381
Aken,Kendrick Farmaceutica,DB00381
Amcard,Apex Pharma Ltd,DB00381
Amdepin,Cadila Pharmaceuticals,DB00381
Amdipin,Laboratorios Lafrancol,DB00381
Amlocard,AWD (Germany),DB00381
Amlod,,DB00381
Amlodine,Sumitomo Pharmaceuticals,DB00381
Amlodipin,,DB00381
Amlodipin-Mepha 5/10,Mepha Pharma AG,DB00381
Amlodipine 5,PT KALBE FARMA Tbk,DB00381
Amlodis,Eczacibasi (Turkey),DB00381
Amlong,Micro Labs,DB00381
Amlopin,Lek,DB00381
Amlopine,Berlin,DB00381
Amlostin,Discovery Pharmaceuticals,DB00381
Amlosun,Sun Pharmaceutical,DB00381
Amlovas,Macleods Pharmaceuticals Ltd,DB00381
Amlovasc,Dr. Reddy's Laboratories,DB00381
Amlozek,Adamed,DB00381
Amvaz,Reddy (Malaysia),DB00381
Asomex,Emcure Pharmaceuticals,DB00381
Atecard-AM,Alembic Ltd,DB00381
Camlodin,Square,DB00381
Coroval,Sandoz (Argentina),DB00381
Dailyvasc,Xeno Pharmaceuticals,DB00381
Istin,,DB00381
Lama,Stadmed Private Limited,DB00381
Lodip,TIME Pharmaceuticals,DB00381
Lodopin,Merck Pakistan,DB00381
Lopin,Edruc Ltd,DB00381
Nelod,The Kemiko Pharmaceuticals Ltd,DB00381
Nopidin,Ad-din Pharmaceuticals Ltd,DB00381
Nordip,,DB00381
Perivasc,,DB00381
Pharex Amlodipine,PHAREX HealthCorp,DB00381
Tenox,Krka,DB00381
Talem,LKM,DB00382
Proclimine,,DB00383
Diuteren,Kotobuki Seiyaku,DB00384
Dytac,Mercury,DB00384
Riyazine,Ciiphar,DB00384
Triteren,Kyoto Yakuhin,DB00384
Urinis,Ying Yuan,DB00384
Arpicolin,Rosemont,DB00387
Extranil,General Pharma,DB00387
Kdrine,Opsonin,DB00387
Kemadren,GlaxoSmithKline,DB00387
Osnervan,Aspen,DB00387
Prodine,Psyco Remedies,DB00387
Proimer,Cho Dang,DB00387
AK-Dilate,,DB00388
AK-Nefrin,,DB00388
Alconefrin,,DB00388
Mesatone,,DB00388
Minims Phenylephrine,,DB00388
Neofrin,,DB00388
Ocugestrin,,DB00388
Phenoptic,,DB00388
Phenylephrine Minims,,DB00388
Prefrin,,DB00388
Rhinall,,DB00388
Spersaphrine,,DB00388
Visadron,,DB00388
Camen,Dalim,DB00389
Carbimazol,Sanofi-Aventis,DB00389
Carbinom,XL Lab,DB00389
Carbizol,Square,DB00389
Neomercazole,Abbott,DB00389
Neomerdin,MedChoice,DB00389
Newmazole,Genuine,DB00389
Thyrocab,Abbott,DB00389
Thyrostat,Ni-The,DB00389
Tyrazol,Orion,DB00389
Upha Carbimazole,CCM,DB00389
Agoxin,Aristopharma,DB00390
Cardiacin,Center,DB00390
Cardiogoxin,Medipharma,DB00390
Cardioxin,Oboi,DB00390
Cardoxin,,DB00390
Celoxin,Celon,DB00390
Centoxin,Opsonin,DB00390
Digacin,mibe,DB00390
Digazolan,,DB00390
Digocard-G,Klonal,DB00390
Digoxina,GlaxoSmithKline,DB00390
Eudigox,Teofarma,DB00390
Lanacordin,Kern,DB00390
Lanacrist,,DB00390
Lanadicor,,DB00390
Lanicor,Roche,DB00390
Lenoxin,GlaxoSmithKline,DB00390
Bosnyl,,DB00391
Dogmatil,,DB00391
Dogmatyl,,DB00391
Dolmatil,,DB00391
Eglonyl,,DB00391
Espiride,,DB00391
Meresa,,DB00391
Modal,,DB00391
Dibutil,Bayer,DB00392
Parkin,Tanabe,DB00392
Parsidan,,DB00392
Parsidol,,DB00392
Periplum,,DB00393
Aerobec,Teva,DB00394
Aldecin,Schering-Plough,DB00394
Anceron,,DB00394
Andion,,DB00394
Beclacin,Mayado Seiyaku,DB00394
Becloforte,GlaxoSmithKline,DB00394
Beclomet,Orion,DB00394
Beclorhinol,Chiesi,DB00394
Becloval,,DB00394
Beclovent,GlaxoSmithKline,DB00394
Becodisks,GlaxoSmithKline,DB00394
Beconase,GlaxoSmithKline,DB00394
Beconasol,,DB00394
Becotide,GlaxoSmithKline,DB00394
Clenil-A,,DB00394
Entyderma,,DB00394
Inalone,GlaxoSmithKline,DB00394
Korbutone,,DB00394
orBec,"DOR BioPharma, Inc.",DB00394
Rino-Clenil,Chiesi,DB00394
Rivanase,,DB00394
Sanasthmax,Chiesi,DB00394
Sanasthmyl,,DB00394
Vancenase,,DB00394
Vanceril,,DB00394
Carisoma,,DB00395
Gencari,Genovate,DB00395
Genesafe,Genovate,DB00395
Hiranin,Hwang's,DB00395
Listaflex,Finadiet,DB00395
Sanoma,,DB00395
Tensaprin,Newport,DB00395
Agolutin,Biotika,DB00396
Cyclogest,Actavis,DB00396
Gesterol,,DB00396
Gestone,Nordic Pharma,DB00396
Progestasert,,DB00396
Progestogel,Besins,DB00396
Qi Ning,Aisheng Pharmaceutical,DB00396
Relantan,Aversi,DB00396
Susten,Sun Pharma,DB00396
Utrogestran,Faran Laboratories,DB00396
Utrovin,Bestochem,DB00396
Vasclor,Verisfield,DB00396
Acutrim,,DB00397
Boxogetten,Cheplapharm,DB00397
Dexatrim,,DB00397
Disudrin,Pediatrica,DB00397
Naldec,IAE,DB00397
Nasadec,Medlink,DB00397
Nasathera,Morishita-Seggs,DB00397
Propagest,,DB00397
Recatol mono,Riemser,DB00397
Rhindecon,,DB00397
Rinexin,Meda,DB00397
Crivicin,,DB00400
Curling factor,,DB00400
Fulcin,Cepharma,DB00400
Fulvicin,Schering-Plough,DB00400
Grifulvin,McNeil,DB00400
Grisactin,,DB00400
Grison-250,,DB00400
Grisovin,Fujisawa,DB00400
Lamoryl,Lovens,DB00400
Likuden,Sanofi,DB00400
Poncyl,Takeda,DB00400
S-Fulvin,,DB00400
Spirofulvin,,DB00400
Sporostatin,Schering,DB00400
Baymycard,Bayer,DB00401
Baymycard RR,Bayer,DB00401
Bo Ping,Rui Yang Pharm,DB00401
Di Yi Xin,Tasly,DB00401
Ji Ni Le Er,Jiankang Pharmaceutical,DB00401
Ninobarucin,Choseido Pharmaceutical,DB00401
Nisomynard,Yoshindo,DB00401
Riohard,Taiyo Pharmaceutical,DB00401
Ruidi,Nanjing Sanrui Pharmaceutical Co.,DB00401
Syscor,Bayer,DB00401
Dorplen,LKM,DB00402
Esleep,Opsonin,DB00402
Eszop,Silesia,DB00402
Fulnite,Sun,DB00402
Inductal,Roemmers,DB00402
Isoklon,Tecnoquimicas,DB00402
Nirvan,Saval,DB00402
Noptic,Andromaco,DB00402
Plessir,Medipharm,DB00402
Sanilent,Sanitas,DB00402
Sleepil,Aristopharma,DB00402
Sono,Acme,DB00402
Valnoc,Drugtech,DB00402
Wen Fei,Tasly,DB00402
Zopilone,Incepta,DB00402
Zopinon,Chile,DB00402
Takus,Pfizer,DB00403
Alplax,,DB00404
Alprazolan,,DB00404
Alpronax,,DB00404
Alprox,,DB00404
Alviz,,DB00404
Cassadan,,DB00404
Esparon,,DB00404
Ralozam,,DB00404
Restyl,,DB00404
Solanax,,DB00404
Staccato alprazolam,Alexza,DB00404
Tafil,,DB00404
Trankimazin,,DB00404
Tranquinal,,DB00404
Xanor,,DB00404
Disophrol,Schering,DB00405
Drixoral,Schering ,DB00405
Normiflo,Wyeth-Ayerst (United States),DB00407
Cloxazepine,,DB00408
Lopac,Newai Chem,DB00408
Losagen,Patron,DB00408
Loxapac,Wyeth,DB00408
Rosup,Swiss Pharm,DB00408
Roxiam,,DB00409
Bactroban Nasal,GlaxoSmithKline,DB00410
Plasimine,GlaxoSmithKline,DB00410
Spectroderm,GlaxoSmithKline,DB00410
T-Bact,GlaxoSmithKline,DB00410
Turixin,GlaxoSmithKline,DB00410
Carboptic,NutraMax,DB00411
Mioticol,Farmigea,DB00411
Blutab,Werrick,DB00412
DH-Rosidia,Hasan,DB00412
Diaben,Elea,DB00412
Diaglinex,Farmindustria,DB00412
Gaudil,Craveri,DB00412
Gliximina,Denver,DB00412
Naidi,Hisun,DB00412
Rogelin,Torrent,DB00412
Roglit,Gedeon Richter,DB00412
Romerol,Drug International,DB00412
Rosit,Delta,DB00412
Rosix,Garmisch,DB00412
Rossini,Trima,DB00412
Sensulin,Square,DB00412
Sheng Ao,Hengrui,DB00412
Sheng Min,ShengJiTang Pharmaceutical,DB00412
Glepark,Glenmark,DB00413
Medopexol,Medochemie,DB00413
Miramel,Clonmel,DB00413
Miraper,Specifar,DB00413
Pexola,Boehringer Ingelheim,DB00413
Sifrol ER,Boehringer Ingelheim,DB00413
Acetohexamide,Watson,DB00414
Dimelin,Shionogi Seiyaku,DB00414
Dymelor,Lilly,DB00414
Gamadiabet,Salvat,DB00414
Austrapen,Lennon Healthcare,DB00415
Binotal,Bayer,DB00415
Penbritin,GlaxoSmithKline,DB00415
Principen,,DB00415
Redicilin,,DB00415
Semicillin,,DB00415
Tokiocillin,,DB00415
Ultrabion,,DB00415
Viccillin,Meiji,DB00415
Apo-Pen-VK,,DB00417
Betapen-VK,,DB00417
Crystapen V,,DB00417
Distaquaine V,,DB00417
Fenospen,,DB00417
Fenoxypen,,DB00417
Ledercillin VK,,DB00417
Oratren,,DB00417
Ospen,,DB00417
Pen-Oral,,DB00417
Pen-V,,DB00417
Pen-Vee,,DB00417
Pen-Vee K,,DB00417
Penicillin VK,,DB00417
Pfizerpen VK,,DB00417
Phenocillin,,DB00417
Robicillin VK,,DB00417
Rocilin,,DB00417
Uticillin VK,,DB00417
V-Cillin,,DB00417
Veetids,,DB00417
Seconal,,DB00418
Tuinal,,DB00418
Combelen,,DB00420
Prazine,Pliva,DB00420
Sparine,,DB00420
Talofen,Abbott,DB00420
Osyrol,,DB00421
Spiresis,,DB00421
Spiretic,,DB00421
Spiroctan,,DB00421
Uractone,,DB00421
Verospiron,,DB00421
Xenalon,,DB00421
Equasym XL,,DB00422
Medikinet XL,,DB00422
Quillivant,,DB00422
Riphenidate,,DB00422
Rubifen SR,,DB00422
Bolaxin,Ying Yuan,DB00423
Carbaflex,Paill,DB00423
Delaxin,,DB00423
DoloVisan,Dr.Kade Pharmaceutische Fabrik,DB00423
Fubaxin,Grape King,DB00423
Lumirelax,Juvise,DB00423
Metocarbamol,AZ Pharma,DB00423
Mioflex,Labinco,DB00423
Miorel,Cheminter,DB00423
Musxan,Pharmasant,DB00423
Ortoton,Recordati,DB00423
Rebamol,Winston,DB00423
Robaxin-750,Pfizer,DB00423
Robinax,Khandelwal,DB00423
Sinaxar,Armofar,DB00423
Taspan,Honten,DB00423
Acupaz,Glitz,DB00424
Anapaz,Hilton,DB00424
Atropen,,DB00424
Boots Travel Calm,Boots,DB00424
Buwecon,Yung Shin,DB00424
Cystospaz,,DB00424
Cytospaz,Amerifit,DB00424
Donnamar,,DB00424
Egazil,BioPhausia,DB00424
Levsinex,,DB00424
Symax,Capellon,DB00424
Adormix,Sanofi Pasteur,DB00425
Bikalm,sanofi-aventis,DB00425
Dormizol,sanofi-aventis,DB00425
Hypnogen,Zentiva,DB00425
Ivedal,Winthrop,DB00425
Nasen,Polfarmex,DB00425
Nimadorm,Sandoz,DB00425
Nottem,sanofi-aventis,DB00425
Stilnoct,sanofi-aventis,DB00425
Stilnox,sanofi-aventis,DB00425
Stilnox CR,sanofi-aventis,DB00425
Zolsana,Krka,DB00425
Zoltis,Biofarm,DB00425
Ezovir,Alphapharm,DB00426
Fambir,Il Hwa,DB00426
Famcino,Daewoong,DB00426
Famcir,Kwang Dong,DB00426
Famvir Once,Novartis,DB00426
Fanclomax,Blausiegel,DB00426
Fanle,Jialin,DB00426
Microvir,Micro Gratia,DB00426
Oravir,Novartis,DB00426
Pentavir,Fortbenton,DB00426
Penvir,Hetero,DB00426
Pixin,Pidi Pharmaceutical,DB00426
Virovir,FDC,DB00426
Wan Qi,Renfu Pharmaceutical,DB00426
Weike,Hisun,DB00426
Anmin,AND,DB00427
Venen,Sato Seiyaku,DB00427
Carboprost,,DB00429
Deviprost,Dr. Reddy's,DB00429
Prostin 15M,Pfizer,DB00429
Prostinfenem,Pfizer,DB00429
Prostodin,AstraZeneca,DB00429
Gamene,,DB00431
Kwell,,DB00431
Scabene,,DB00431
Thilol,Pharmex,DB00432
Triflumann,Dr. Gerhard Mann,DB00432
Triherpine,Medivis,DB00432
Virophta,Horus,DB00432
Buccastem,Reckitt Benckiser,DB00433
Emetiral,Zentiva,DB00433
Stemzine,Sanofi-Aventis,DB00433
Volimin,Chin Teng,DB00433
Apeplus,Radicura,DB00434
Apitup,Universal,DB00434
Biohept,Biofarm,DB00434
Ciplactin,Cipla,DB00434
Cipractine,Teriak,DB00434
Ciproheptadina,Arena,DB00434
Ciprovit,,DB00434
Ciptadine,IBN,DB00434
Cyheptine,Greater Pharma,DB00434
Cyllermin,CCPC,DB00434
Periactin,Merck,DB00434
Periactine,Teofarma,DB00434
Periatin,Apex,DB00434
Reactin,Orion,DB00434
Aprinox,Sovereign Medical,DB00436
Centyl,LEO Pharma,DB00436
Neo-Naclex,GlaxoSmithKline,DB00436
Salures,Pfizer,DB00436
Adenock,Tanabe,DB00437
Allohexal,,DB00437
Alloril,,DB00437
Aluron,,DB00437
Milurit,,DB00437
Progout,,DB00437
Zyloric,,DB00437
Zyrik,,DB00437
Cefzim,Pharco B International,DB00438
Ceptaz,,DB00438
Fortum,GlaxoSmithKline,DB00438
Tazidime,,DB00438
Veltadim,Novell,DB00438
Lipobay,,DB00439
Rivastatin,,DB00439
Alprim,Alphapharm,DB00440
Catin,Kojar,DB00440
Eumi,Hwang's,DB00440
Inflamnil,Swiss Pharm,DB00440
Lannacher,Root,DB00440
Lariago,Ipca Laboratories,DB00440
Meprim,Johnson,DB00440
Metipine,Kojar,DB00440
Monotrim,GlaxoSmithKline,DB00440
Motrim,Lannacher,DB00440
Trimpex,,DB00440
Triprim,GlaxoSmithKline,DB00440
Abine,Dosa,DB00441
Abingem,Miracalus,DB00441
Acytabin,Intas,DB00441
Celgem,Alkem,DB00441
Celzar,Celon,DB00441
Cytogem,Dr Reddys,DB00441
Daplax,Dr Reddys,DB00441
Dercin,Egis,DB00441
Eriogem,Eriochem,DB00441
Fotinex,Fada,DB00441
Gebina,Aspen,DB00441
Gembio,Bioprofarma,DB00441
Gemcired,Dr Reddys,DB00441
Gemita,Fresenius,DB00441
Gezt,Richmond,DB00441
Gitrabin,Actavis,DB00441
Gramagen,Lilly,DB00441
Jemta,Sandoz,DB00441
Nallian,Gedeon Richter,DB00441
Oncogem,Grey Inversiones,DB00441
Ribozar,Ribosepharm,DB00441
Tabin,Crinos,DB00441
Xtroz,Ranbaxy,DB00441
Barcavir,Incepta,DB00442
Caavirel,PMP,DB00442
Entaliv,Dr. Reddy's Laboratories,DB00442
Teviral,ACI,DB00442
Bentelan,Defiante,DB00443
Betnovate,GlaxoSmithKline,DB00443
Celestamine,Schering-Plough,DB00443
Diprosone,Schering-Plough,DB00443
Procort,,DB00443
Rinderon,Shionogi Seiyaku,DB00443
Bang Lai,Double-Crane,DB00444
Epirubicin Ebewe,,DB00445
Pharmorubicin,,DB00445
Brochlor,Sanofi-Aventis,DB00446
Chloramex,Actavis,DB00446
Chlorocid,Egyt,DB00446
Chlorocol,,DB00446
Chlorsig,Sigma,DB00446
Fenicol,Alcon,DB00446
Globenicol,,DB00446
Halomycetin,Wabosan,DB00446
Oleomycetin,,DB00446
Sificetina,SIFI,DB00446
Lorafem,Pierre Fabre,DB00447
Lorbef,Lilly,DB00447
Agopton,Takeda,DB00448
Bamalite,,DB00448
Lansoloc,Cipla Medpro,DB00448
Lanzol,Cipla,DB00448
Lanzopral,Pharma Investi,DB00448
Lanzopran,Ranbaxy,DB00448
Limpidex,Sigma-Tau,DB00448
Monolitum,Salvat,DB00448
Ogast,Takeda,DB00448
Ogastro,Abbott,DB00448
Opiren,Almirall,DB00448
Prevacid 24HR,Novartis,DB00448
Prosogan,Takeda,DB00448
Takepron,Takeda,DB00448
Ulpax,Hormona,DB00448
Zoprol,Toprak,DB00448
Zoton,Pfizer,DB00448
AKPro,Akorn,DB00449
D Epifrin,Allergan,DB00449
Diopine,Allergan,DB00449
Pivalephrine,Santen Pharmaceutical,DB00449
Pro-Epinephrine,,DB00449
Thilodrin,Alcon,DB00449
Dehydrobenzperidol,Janssen,DB00450
Dridol,Prostrakan,DB00450
Droleptan,Daiichi Sankyo,DB00450
Dropedol,Excelsior,DB00450
Dropel,Siu Guan,DB00450
Droperdal,Cristália,DB00450
Droperidols,Grindeks,DB00450
Xomolix,Arzneimittel ProStrakan,DB00450
Eutirox,Merck,DB00451
Letrox,Berlin-Chemie,DB00451
Levaxin,Nycomed,DB00451
Levothyrox,Merck,DB00451
Oroxine,GlaxoSmithKline,DB00451
Thyrax,Merck,DB00451
Isofra,Bouchara,DB00452
Izofra,Bouchara,DB00452
Leukase N,Dermapharm,DB00452
Pola,Royal,DB00452
Sofra-Tulle,sanofi-aventis,DB00452
Soframycin,sanofi-aventis,DB00452
Soframycine,Melisana,DB00452
Dolantin,sanofi-aventis,DB00454
Dolcontral,mibe,DB00454
Dolosal,Cristália,DB00454
Dolsin,Biotika,DB00454
Lydol,Sopharma,DB00454
Mialgin,Zentiva,DB00454
Petidin,Nycomed,DB00454
Aerotina,,DB00455
Alavert,,DB00455
Biloina,,DB00455
Civeran,,DB00455
Fristamin,,DB00455
Histaloran,,DB00455
Lomilan,,DB00455
Loracert,,DB00455
Loradex,,DB00455
Loranox,,DB00455
Lorastine,,DB00455
Loratyne,,DB00455
Loritine,,DB00455
Nularef,,DB00455
Restamine,,DB00455
Roletra,,DB00455
Sensibit,,DB00455
Cefalotina fabra,,DB00456
Coaxin,,DB00456
Keflin,Lilly,DB00456
Hypovase,,DB00457
Minipress Xl,Pfizer,DB00457
Pressin,,DB00457
Vasoflex,,DB00457
Antidep,Torrent,DB00458
Antideprin,,DB00458
Depsonil,Abbott,DB00458
Depsonil-PM,Abbott,DB00458
Elamin,Baroda,DB00458
Fronil,Johnson,DB00458
Imidol,Tanabe Mitsubishi Pharma,DB00458
Imipramin Dak,Nycomed,DB00458
Imiprex,Dumex,DB00458
Irmin,,DB00458
Melipramine,,DB00458
Pramin,Incepta,DB00458
Neotigason,,DB00459
Visudine,Novartis,DB00460
Arthaxan,SmithKline Beecham (Germany; discontinued),DB00461
Balmox,"Beecham (Portugal), Meda (Switzerland)",DB00461
Dolsinal,Ferrer (Spain; discontinued),DB00461
Listran,Uriach (Spain),DB00461
Mebutan,Meda (Netherlands),DB00461
Nabuser,Geymonat (Italy),DB00461
Relif,Meda (Spain),DB00461
Relifen,"Sanwa (Japan), GSK (South Africa)",DB00461
Relifex,"Meda (Czeck Republic, Denmark, Finland, Germany, Greece, Hungary, Ireland, Italy, Norway, Sweden, United Kingdom), GSK (Israel, Mexico, Poland, Thailand, Turkey), SmithKline Beecham (Philippines)",DB00461
Gemonil,Abbott Laboratories,DB00463
Fibro-Vein,,DB00464
Bedoral,Be-Tabs Pharmaceuticals,DB00465
Dolten,Pfizer,DB00465
Dolten SL,Pfizer,DB00465
Dorixina forte NF,Roemmers,DB00465
Emodol,Jayson,DB00465
Etorac,Incepta,DB00465
Ketonic,Eskayef,DB00465
