food_interaction,drugbank_id
Take before a meal. Take at least 15 minutes before meals.,DB00604
Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.,DB00605
Take with food.,DB00605
Take on an empty stomach. Food may make the absorption of oral nafcillin unpredictable.,DB00607
Take with food. Food reduces irritation and increases bioavailability.,DB00608
Take with or without food. Taking Ethionamide with food may reduce gastrointestinal upset.,DB00609
Avoid alcohol.,DB00611
Take with or without food. The absorption is unaffected by food.,DB00612
"Take with or without food. For those patients with propensity to nausea, vomiting, or other gastrointestinal upset, taking with food may be useful.",DB00615
Avoid milk and dairy products.,DB00618
Avoid multivalent ions.,DB00618
Take on an empty stomach.,DB00618
Avoid grapefruit products. Grapefruit can increase serum levels of this medication.,DB00619
Drink plenty of fluids. Follow administration with a large glass of water.,DB00619
Take with food. Food reduces gastric irritation.,DB00619
Avoid grapefruit products.,DB00622
Take with or without food. The absorption is unaffected by food.,DB00622
Avoid alcohol.,DB00623
Take with food. Food reduces irritation.,DB00623
Avoid excessive or chronic alcohol consumption.,DB00625
Take with or without food. The absorption is unaffected by food.,DB00625
Avoid alcohol. Alcohol increases the chances of flushing and pruritus.,DB00627
Take with food. Food reduces GI upset and irritation.,DB00627
Avoid alcohol.,DB00628
Take with or without food. The absorption is unaffected by food.,DB00628
Administer vitamin supplements. Patients may require supplemental vitamin D.,DB00630
"Avoid multivalent ions. Calcium, antacids, and divalent ions may interfere with the absorption of this medication.",DB00630
Take before a meal. Take 30-60 minutes before breakfast.,DB00630
Take with a full glass of water.,DB00630
"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use.",DB00631
Avoid alcohol.,DB00635
Take with food. Food reduces irritation.,DB00635
Take with food. Food decreases the risk of GI side effects.,DB00636
Take on an empty stomach. Food decreases absorption.,DB00637
Avoid caffeine.,DB00640
Avoid grapefruit products. Co-administration with grapefruit products may increase the risk for adverse effects such as myalgia.,DB00641
Administer folic acid supplement. Folic acid supplement of 400 to 1000 mcg daily should be given 7 days before treatment with Pemetrexed and continue until 21 days after discontinuation of Pemetrexed to reduce the risk of hematologic and gastrointestinal toxicities.,DB00642
Administer vitamin supplements. Administration of vitamin B12 intramuscular supplement one week before treatment with pemetrexed and every three cycles will reduce the risk of hematological and gastrointestinal toxicities.,DB00642
Take with or without food.,DB00643
"Take separate from meals. Using Dyclonine in the mouth or for relief of ulcers in the stomach may cause numbness of the mouth, which increases the risk of biting injury. Avoid ingesting food for 60 minutes after use, or until the numbness has subsided.",DB00645
Avoid alcohol.,DB00647
Take with or without food. Food does not significantly affect absorption.,DB00647
Take with or without food. The absorption is unaffected by food.,DB00648
Avoid alcohol. Ingesting alcohol while taking stavudine may increase the risk of liver damage and pancreatitis.,DB00649
Take with or without food.,DB00649
Avoid alcohol.,DB00652
Take with or without food. Food does not significantly affect absorption.,DB00652
Avoid alcohol. Ingesting alcohol may increase serum concentrations of estradiol.,DB00655
"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may increase estrone concentrations, potentially increasing its adverse effects.",DB00655
Avoid alcohol.,DB00656
Avoid St. John's Wort. The risk of serotonin syndrome may be increased.,DB00656
Take after a meal. Should be taken shortly after a light meal or snack.,DB00656
Avoid excessive or chronic alcohol consumption. The ingestion of alcohol may potentiate the actions of mecamylamine.,DB00657
Take after a meal. This slows mecamylamine absorption allowing for a gradual reduction in blood pressure. Take consistently at the same time in regard to meals.,DB00657
Take with food.,DB00658
"Take with or without food. Food decreases drug absorption, but not to a clinically significant extent.",DB00659
Avoid excessive or chronic alcohol consumption. Alcohol may increase the CNS depressant effects of metaxalone.,DB00660
"Take with or without food. The absorption of metaxalone is increased when taken with food, which may increase CNS depression, especially in the elderly.",DB00660
"Avoid alcohol. Verapamil significantly inhibits the elimination of alcohol, leading to elevated blood alcohol levels.",DB00661
Avoid grapefruit products. Co-administration with grapefruit may significantly increase serum concentrations.,DB00661
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB00661
Avoid alcohol. Ingestion of alcohol may increase the CNS depressant effects of trimethobenzamide causing drowsiness.,DB00662
Avoid alcohol.,DB00665
Take separate from meals. Take before breakfast.,DB00665
Avoid excessive or chronic alcohol consumption. Ingesting alcohol in excess may increase the risk of bone thinning associated with taking nafarelin.,DB00666
"Avoid excessive or chronic alcohol consumption. Alcohol increased the risk of GI bleeding, ulcer, and perforation when taken with sumatriptan.",DB00669
Take with or without food.,DB00669
Take with or without food.,DB00671
Avoid alcohol.,DB00672
Take before a meal. Take 30 minutes before a meal.,DB00672
Take on an empty stomach. Food decreases the rate of absorption.,DB00672
Take with or without food. The absorption is unaffected by food.,DB00673
Take with food. Food delays the rate of absorption but not the extent.,DB00674
Take with or without food.,DB00675
Take at the same time every day.,DB00678
"Take with or without food. Food delays absorption, but does not affect the extent of absorption.",DB00678
Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of thioridazine.,DB00679
Avoid drastic dietary changes.,DB00682
Avoid foods rich in vitamin K. Vitamin K in foods such as leafy vegetables can reduce warfarin efficacy.,DB00682
"Avoid grapefruit products. They may interfere with warfarin metabolism and increase INR, increasing the risk of bleeding.",DB00682
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, and ginkgo.",DB00682
Avoid St. John's Wort. This drug may reduce warfarin efficacy.,DB00682
Avoid grapefruit products.,DB00683
Avoid multivalent ions.,DB00685
Take separate from antacids. Take at least 2 hours before or after antacids.,DB00685
Take with or without food. Taking trovafloxacin with food may reduce the risk of dizziness.,DB00685
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,DB00686
Limit salt intake. Excessive intake of salt can result in hypertension and edema.,DB00687
"Avoid multivalent ions. Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication.",DB00688
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,DB00688
Avoid alcohol.,DB00690
Take with or without food. The absorption is unaffected by food.,DB00690
"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",DB00691
Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.,DB00691
Limit salt intake. Salt may attenuate the antihypertensive effect.,DB00691
Take separate from meals. Take 1 hour before meals.,DB00691
Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of orthostatic hypotension.,DB00695
"Avoid natural licorice. Avoid licorice in large amounts, as it may lead to hypokalemia.",DB00695
Increase consumption of potassium-rich foods. This medication may cause potassium depletion. Foods containing potassium include bananas and orange juice.,DB00695
Take with or without food. The absorption is unaffected by food.,DB00696
Avoid alcohol.,DB00697
"Take with or without food. Maintain the same schedule with regard to meals, as concentrations increase in the fasted state and decrease in the fed state.",DB00697
Take with food. Food decreases irritation and increases bioavailability.,DB00698
Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,DB00700
Take with or without food.,DB00700
Avoid alcohol. Drug impairs alcohol metabolism.,DB00701
Avoid fatty foods.,DB00701
Take with or without food.,DB00701
Drink plenty of fluids.,DB00703
Take with food.,DB00703
Take with or without food. The absorption is unaffected by food.,DB00704
Take with or without food. The absorption is unaffected by food.,DB00705
