number,country,approved,expires,pediatric-extension,parent_key
5602133,United States,1997-02-11,2013-09-15,false,DB00197
5859037,United States,1999-01-12,2017-11-13,false,DB00197
6011049,United States,2000-01-04,2017-11-13,false,DB00197
2188835,Canada,2006-08-08,2016-02-26,false,DB00198
5763483,United States,1998-06-09,2017-02-23,true,DB00198
5866601,United States,1999-02-02,2016-08-02,true,DB00198
5952375,United States,1999-09-14,2015-08-27,true,DB00198
5834448,United States,1998-11-10,2016-11-14,false,DB00200
5972916,United States,1999-10-26,2017-07-14,false,DB00201
5250534,United States,1993-10-05,2012-03-27,false,DB00203
2324324,Canada,2005-12-20,2020-10-26,false,DB00203
2044748,Canada,1998-02-03,2011-06-17,false,DB00203
6469012,United States,2002-10-22,2020-04-22,true,DB00203
4959366,United States,1990-09-25,2012-09-25,false,DB00204
6124363,United States,2000-09-26,2018-10-09,false,DB00204
5192535,United States,1993-03-09,2010-03-09,false,DB00207
2467611,Canada,2010-03-30,2024-05-18,false,DB00207
2148071,Canada,2000-10-17,2015-04-27,false,DB00207
6984403,United States,2006-01-10,2024-02-14,false,DB00207
7887844,United States,2011-02-15,2024-02-14,false,DB00207
6268489,United States,2001-07-31,2018-07-31,false,DB00207
6068859,United States,2000-05-30,2017-05-30,false,DB00207
6159458,United States,2000-12-12,2017-11-04,false,DB00207
6239113,United States,2001-05-29,2019-03-31,false,DB00207
6569443,United States,2003-05-27,2019-03-31,false,DB00207
6861411,United States,2005-03-01,2018-11-25,false,DB00207
7056893,United States,2006-06-06,2019-03-31,false,DB00207
2537103,Canada,2010-01-19,2024-11-04,false,DB00209
7759359,United States,2010-07-20,2024-11-04,false,DB00209
7763635,United States,2010-07-27,2024-11-04,false,DB00209
7781448,United States,2010-08-24,2024-11-04,false,DB00209
7781449,United States,2010-08-24,2024-11-04,false,DB00209
7410978,United States,2008-08-12,2025-02-01,false,DB00209
4717720,United States,1988-01-05,2010-05-31,false,DB00210
8909305,United States,2014-12-09,2022-12-23,false,DB00210
7579377,United States,2009-08-25,2025-02-23,false,DB00210
7834060,United States,2010-11-16,2023-03-12,false,DB00210
7868044,United States,2011-01-11,2023-03-12,false,DB00210
8703820,United States,2014-04-22,2023-03-12,false,DB00210
7838558,United States,2010-11-23,2023-03-12,false,DB00210
7737181,United States,2010-06-15,2024-08-29,false,DB00210
7964202,United States,2011-06-21,2024-09-01,false,DB00210
8071644,United States,2011-12-06,2027-07-18,false,DB00210
8080537,United States,2011-12-20,2027-07-18,false,DB00210
8105618,United States,2012-01-31,2022-12-23,false,DB00210
8129362,United States,2012-03-06,2027-07-18,false,DB00210
8445543,United States,2013-05-21,2027-07-12,false,DB00210
8809305,United States,2014-08-19,2022-12-23,false,DB00210
8936800,United States,2015-01-20,2022-12-23,false,DB00210
8241649,United States,2012-08-14,2022-12-23,false,DB00210
7820186,United States,2010-10-26,2025-11-23,false,DB00210
7998467,United States,2011-08-16,2028-05-31,false,DB00210
8435502,United States,2013-05-07,2026-09-15,false,DB00210
8709392,United States,2014-04-29,2026-09-15,false,DB00210
8785420,United States,2014-07-22,2022-12-23,false,DB00210
8729127,United States,2014-05-20,2023-03-12,false,DB00210
9381179,United States,2016-07-05,2023-03-12,false,DB00210
9387187,United States,2016-07-12,2023-03-12,false,DB00210
9814690,United States,2017-11-14,2022-12-23,false,DB00210
4758579,United States,1988-07-19,2010-07-19,false,DB00213
2428870,Canada,2006-05-23,2021-11-17,false,DB00213
2092694,Canada,2005-04-05,2011-09-06,false,DB00213
2341031,Canada,2006-04-04,2019-08-12,false,DB00213
5997903,United States,1999-12-07,2017-06-07,true,DB00213
8754108,United States,2014-06-17,2022-05-17,true,DB00213
6780881,United States,2004-08-24,2022-05-17,true,DB00213
7351723,United States,2008-04-01,2022-05-17,true,DB00213
7550153,United States,2009-06-23,2025-03-30,true,DB00213
7553498,United States,2009-06-30,2025-03-30,true,DB00213
7838027,United States,2010-11-23,2025-03-30,true,DB00213
7544370,United States,2009-06-09,2026-12-07,true,DB00213
2353693,Canada,2003-07-22,2021-07-24,false,DB00215
2049368,Canada,2001-10-23,2011-08-16,false,DB00215
2352392,Canada,2006-01-24,2019-11-01,false,DB00216
2198599,Canada,2000-06-06,2015-05-17,false,DB00216
5545644,United States,1996-08-13,2016-12-26,false,DB00216
6110940,United States,2000-08-29,2017-08-29,false,DB00216
4990517,United States,1991-02-05,2011-12-08,false,DB00218
2342211,Canada,2009-05-26,2019-09-29,false,DB00218
1340114,Canada,1998-11-03,2015-11-03,false,DB00218
5849752,United States,1998-12-15,2016-12-05,false,DB00218
6610327,United States,2003-08-26,2019-10-29,false,DB00218
6548079,United States,2003-04-15,2020-07-25,false,DB00218
7671070,United States,2010-03-02,2020-03-29,true,DB00218
6716830,United States,2004-04-06,2020-03-29,true,DB00218
8450311,United States,2013-05-28,2029-05-29,false,DB00218
9114168,United States,2015-08-25,2029-05-29,false,DB00218
5484926,United States,1996-01-16,2014-04-07,false,DB00220
2173328,Canada,1999-08-31,2014-10-07,false,DB00220
6150383,United States,2000-11-21,2016-06-19,false,DB00222
6211205,United States,2001-04-03,2016-06-19,false,DB00222
6303640,United States,2001-10-16,2016-08-09,false,DB00222
6329404,United States,2001-12-11,2016-06-19,false,DB00222
8071130,United States,2011-12-06,2028-06-08,false,DB00222
7538125,United States,2009-05-26,2016-06-19,false,DB00222
7700128,United States,2010-04-20,2027-01-30,false,DB00222
7358366,United States,2008-04-15,2020-10-19,true,DB00222
5413999,United States,1995-05-09,2012-05-09,false,DB00224
2081970,Canada,1997-07-08,2012-11-02,false,DB00224
6689761,United States,2004-02-10,2021-02-10,false,DB00224
6645961,United States,2003-11-11,2018-03-04,false,DB00224
5560903,United States,1996-10-01,2013-10-01,false,DB00225
5362475,United States,1994-11-08,2011-11-08,false,DB00225
1335819,Canada,1995-06-06,2012-06-06,false,DB00225
6080428,United States,2000-06-27,2017-05-27,false,DB00227
6469035,United States,2002-10-22,2018-03-15,false,DB00227
6080778,United States,2000-06-27,2018-03-23,false,DB00227
6485748,United States,2002-11-26,2017-12-12,false,DB00227
5916595,United States,1999-06-29,2017-12-12,false,DB00227
5563175,United States,1996-10-08,2013-10-08,false,DB00230
2327285,Canada,2005-06-14,2019-05-10,false,DB00230
2297163,Canada,2001-11-20,2018-08-18,false,DB00230
6001876,United States,1999-12-14,2019-06-30,true,DB00230
RE41920,United States,2010-11-09,2019-06-30,true,DB00230
6197819,United States,2001-03-06,2019-06-30,true,DB00230
9144559,United States,2015-09-29,2027-05-02,true,DB00230
8945620,United States,2015-02-03,2027-05-02,true,DB00230
10022447,United States,2018-07-17,2027-05-02,true,DB00230
5211954,United States,1993-05-18,2010-05-18,false,DB00231
5366972,United States,1994-11-22,2012-05-22,false,DB00238
2030056,Canada,1995-10-17,2010-11-15,false,DB00238
8460704,United States,2013-06-11,2029-03-12,false,DB00238
7888328,United States,2011-02-15,2024-04-11,false,DB00242
8785415,United States,2014-07-22,2024-04-11,false,DB00242
7713947,United States,2010-05-11,2026-10-16,false,DB00242
8377903,United States,2013-02-19,2026-05-31,false,DB00242
6303607,United States,2001-10-16,2019-05-27,false,DB00243
6479496,United States,2002-11-12,2019-05-27,false,DB00243
6525057,United States,2003-02-25,2019-05-27,false,DB00243
6562826,United States,2003-05-13,2019-05-27,false,DB00243
6620814,United States,2003-09-16,2019-05-27,false,DB00243
6852724,United States,2005-02-08,2019-05-27,false,DB00243
6864258,United States,2005-03-08,2019-05-27,false,DB00243
6617328,United States,2003-09-09,2019-05-27,false,DB00243
6369062,United States,2002-04-09,2019-05-27,false,DB00243
6503911,United States,2003-01-07,2019-05-27,false,DB00243
5541170,United States,1996-07-30,2013-07-30,false,DB00244
2444814,Canada,2009-06-09,2021-10-24,false,DB00244
2111697,Canada,2002-08-20,2012-06-16,false,DB00244
7645801,United States,2010-01-12,2027-07-24,false,DB00244
6773720,United States,2004-08-10,2020-06-08,false,DB00244
8436051,United States,2013-05-07,2028-06-06,false,DB00244
8217083,United States,2012-07-10,2028-06-06,false,DB00244
6893662,United States,2005-05-17,2021-11-15,false,DB00244
8580302,United States,2013-11-12,2021-11-15,false,DB00244
9089492,United States,2015-07-28,2021-11-15,false,DB00244
8911778,United States,2014-12-16,2018-04-20,false,DB00244
6551620,United States,2003-04-22,2018-04-20,false,DB00244
8337886,United States,2012-12-25,2018-04-20,false,DB00244
8865688,United States,2014-10-21,2030-05-01,false,DB00244
8496965,United States,2013-07-30,2018-04-20,false,DB00244
8940328,United States,2015-01-27,2018-04-20,false,DB00244
8956647,United States,2015-02-17,2018-04-20,false,DB00244
6649180,United States,2003-11-18,2020-04-13,false,DB00244
5134127,United States,1992-07-28,2010-01-23,false,DB00246
2256227,Canada,2003-07-01,2018-12-16,false,DB00246
2105114,Canada,2000-02-15,2013-08-30,false,DB00246
6245766,United States,2001-06-12,2018-12-18,false,DB00246
6150366,United States,2000-11-21,2019-05-27,false,DB00246
6232304,United States,2001-05-15,2017-04-01,false,DB00246
6399777,United States,2002-06-04,2017-04-01,false,DB00246
6110918,United States,2000-08-29,2017-03-26,false,DB00246
7175855,United States,2007-02-13,2020-05-18,false,DB00246
2265461,Canada,2004-11-30,2017-09-10,false,DB00250
6060085,United States,2000-05-09,2016-09-11,false,DB00250
5863560,United States,1999-01-26,2016-09-11,false,DB00250
6620435,United States,2003-09-16,2016-09-11,false,DB00250
9161926,United States,2015-10-20,2033-11-18,false,DB00250
9517219,United States,2016-12-13,2033-11-18,false,DB00250
6958161,United States,2005-10-25,2022-12-15,false,DB00254
8715724,United States,2014-05-06,2028-02-03,false,DB00254
7211267,United States,2007-05-01,2022-04-05,false,DB00254
7232572,United States,2007-06-19,2022-04-05,false,DB00254
7749532,United States,2010-07-06,2027-12-19,false,DB00254
8206740,United States,2012-06-26,2025-12-24,false,DB00254
8394405,United States,2013-03-12,2024-04-07,false,DB00254
8394406,United States,2013-03-12,2024-04-07,false,DB00254
8470364,United States,2013-06-25,2024-04-07,false,DB00254
8603506,United States,2013-12-10,2022-04-05,false,DB00254
5789395,United States,1998-08-04,2016-08-30,false,DB00254
5919775,United States,1999-07-06,2016-08-30,false,DB00254
8709478,United States,2014-04-29,2024-04-07,false,DB00254
9241946,United States,2016-01-26,2022-04-05,false,DB00254
9511031,United States,2016-12-06,2034-10-23,false,DB00254
9446057,United States,2016-09-20,2034-12-23,false,DB00254
9295652,United States,2016-03-29,2034-10-23,false,DB00254
10058564,United States,2018-08-28,2022-04-05,false,DB00254
6576665,United States,2003-06-10,2021-04-03,false,DB00258
6875445,United States,2005-04-05,2021-07-30,false,DB00258
8591938,United States,2013-11-26,2030-02-23,false,DB00258
8592480,United States,2013-11-26,2027-07-20,false,DB00258
9089528,United States,2015-07-28,2027-07-20,false,DB00258
9700530,United States,2017-07-11,2035-07-09,false,DB00264
9504655,United States,2016-11-29,2035-07-09,false,DB00264
5422123,United States,1995-06-06,2012-06-06,false,DB00268
7927624,United States,2011-04-19,2021-12-02,false,DB00268
8303986,United States,2012-11-06,2021-04-12,false,DB00268
2322644,Canada,2005-07-26,2019-03-01,false,DB00273
5998380,United States,1999-12-07,2016-04-13,true,DB00273
6503884,United States,2003-01-07,2016-04-13,true,DB00273
7018983,United States,2006-03-28,2016-04-13,true,DB00273
7498311,United States,2009-03-03,2016-04-13,true,DB00273
7125560,United States,2006-10-24,2019-09-01,true,DB00273
6071537,United States,2000-06-06,2017-06-23,false,DB00273
8895057,United States,2014-11-25,2028-06-09,false,DB00273
7056890,United States,2006-06-06,2020-06-14,false,DB00273
7553818,United States,2009-06-30,2020-06-14,false,DB00273
7659256,United States,2010-02-09,2020-06-14,false,DB00273
7674776,United States,2010-03-09,2020-06-14,false,DB00273
8580299,United States,2013-11-12,2029-06-14,false,DB00273
9011906,United States,2015-04-21,2028-06-09,false,DB00273
9011905,United States,2015-04-21,2028-06-09,false,DB00273
8895058,United States,2014-11-25,2028-06-09,false,DB00273
8580298,United States,2013-11-12,2029-05-15,false,DB00273
9101545,United States,2015-08-11,2033-03-19,false,DB00273
8652527,United States,2014-02-18,2033-03-19,false,DB00273
8889190,United States,2014-11-18,2033-03-19,false,DB00273
8889191,United States,2014-11-18,2027-11-16,false,DB00273
8298580,United States,2012-10-30,2027-11-16,false,DB00273
8663683,United States,2014-03-04,2027-11-16,false,DB00273
8877248,United States,2014-11-04,2027-11-16,false,DB00273
8298576,United States,2012-10-30,2028-04-04,false,DB00273
8992989,United States,2015-03-31,2027-11-16,false,DB00273
9555005,United States,2017-01-31,2033-03-19,false,DB00273
9549940,United States,2017-01-24,2027-11-16,false,DB00273
9555004,United States,2017-01-31,2027-11-16,false,DB00273
9622983,United States,2017-04-18,2027-11-16,false,DB00273
10314790,United States,2019-06-11,2027-11-16,false,DB00273
10363224,United States,2019-07-30,2033-03-19,false,DB00273
2061607,Canada,1999-01-19,2012-02-20,false,DB00275
5616599,United States,1997-04-01,2016-10-25,true,DB00275
6878703,United States,2005-04-12,2022-05-19,true,DB00275
5214052,United States,1993-05-25,2014-06-30,false,DB00278
7589106,United States,2009-09-15,2027-09-26,false,DB00278
7687516,United States,2010-03-30,2027-09-26,false,DB00278
5234957,United States,1993-08-10,2011-02-27,false,DB00281
5827529,United States,1998-10-27,2015-10-27,false,DB00281
8540665,United States,2013-09-24,2029-10-22,false,DB00281
6881200,United States,2005-04-19,2016-06-11,false,DB00281
6004286,United States,1999-12-21,2017-03-17,false,DB00281
5899880,United States,1999-05-04,2016-05-04,false,DB00281
6031007,United States,2000-02-29,2017-04-01,false,DB00281
6629968,United States,2003-10-07,2020-06-30,false,DB00281
6635045,United States,2003-10-21,2021-06-29,false,DB00281
6546281,United States,2003-04-08,2015-07-28,false,DB00281
5658583,United States,1997-08-19,2015-07-28,false,DB00281
6465006,United States,2002-10-15,2015-07-28,false,DB00281
6465709,United States,2002-10-15,2020-07-07,false,DB00281
6780426,United States,2004-08-24,2015-07-28,false,DB00281
6306431,United States,2001-10-23,2015-07-28,false,DB00281
5919479,United States,1999-07-06,2015-07-28,false,DB00281
6528086,United States,2003-03-04,2019-09-28,false,DB00281
8759401,United States,2014-06-24,2026-07-24,false,DB00281
9370622,United States,2016-06-21,2035-09-28,false,DB00281
9358338,United States,2016-06-07,2035-04-27,false,DB00281
9283174,United States,2016-03-15,2031-05-10,false,DB00281
9925264,United States,2018-03-27,2031-05-10,false,DB00281
9931403,United States,2018-04-03,2031-05-10,false,DB00281
10350180,United States,2019-07-16,2031-01-14,false,DB00281
10603293,United States,2011-01-14,2031-01-14,false,DB00281
5916923,United States,1999-06-29,2013-06-28,false,DB00285
2126305,Canada,2006-10-17,2014-06-20,false,DB00285
2199778,Canada,2005-12-20,2017-03-12,false,DB00285
6403120,United States,2002-06-11,2017-09-20,true,DB00285
6419958,United States,2002-07-16,2017-09-20,true,DB00285
6274171,United States,2001-08-14,2017-09-20,true,DB00285
5908638,United States,1999-06-01,2015-07-26,false,DB00286
5547948,United States,1996-08-20,2015-01-17,false,DB00286
5998402,United States,1999-12-07,2017-04-04,false,DB00286
6479535,United States,2002-11-12,2019-05-06,false,DB00286
7138392,United States,2006-11-21,2017-04-04,false,DB00286
7683051,United States,2010-03-23,2027-03-10,false,DB00286
8815934,United States,2014-08-26,2019-05-06,false,DB00286
5631287,United States,1997-05-20,2014-12-22,false,DB00287
6503497,United States,2003-01-07,2012-05-06,false,DB00287
2181172,Canada,2003-04-29,2015-12-19,false,DB00287
2129287,Canada,2002-05-14,2014-08-02,false,DB00287
8268299,United States,2012-09-18,2029-10-13,false,DB00287
8323630,United States,2012-12-04,2027-09-20,false,DB00287
8388941,United States,2013-03-05,2027-09-20,false,DB00287
9144561,United States,2015-09-29,2029-03-13,false,DB00287
