kind,value,source,parent_key
Water Solubility,190 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00138
Melting Point,260.5 dec °C,PhysProp,DB00138
logP,-5.08,"CHMELIK,J ET AL. (1991)",DB00138
pKa,1,MERCK INDEX (1996),DB00138
Water Solubility,8.32E+004 mg/L (at 25 °C),"YALKOWSKY,SH & HE,Y (2003)",DB00139
Melting Point,188 °C,PhysProp,DB00139
Boiling Point,235 dec °C,PhysProp,DB00139
logP,-0.59,"HANSCH,C ET AL. (1995)",DB00139
logS,-0.2,"ADME Research, USCD",DB00139
pKa,4.21 (at 25 °C),"DEAN,JA (1987)",DB00139
Water Solubility,84.7 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00140
Melting Point,280 dec °C,PhysProp,DB00140
logP,-1.46,"HANSCH,C ET AL. (1995)",DB00140
logS,-3.68,"ADME Research, USCD",DB00140
pKa,10.2,"BUDAVARI,S ET AL. (1996)",DB00140
Melting Point,205 °C,,DB00141
logP,-2.1,,DB00141
Water Solubility,8570 mg/L (at 25 °C),"BULL,HB ET AL. (1978)",DB00142
Melting Point,224 dec °C,PhysProp,DB00142
logP,-3.69,"HANSCH,C ET AL. (1995)",DB00142
pKa,2.23 (at 0 °C),"KORTUM,G ET AL (1961)",DB00142
Melting Point,195 °C,PhysProp,DB00143
logP,-6.4,,DB00143
logP,-3.5,,DB00144
Water Solubility,2.49E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00145
Melting Point,262 dec °C,PhysProp,DB00145
logP,-3.21,"HANSCH,C ET AL. (1995)",DB00145
pKa,2.37 (at 20 °C),"KORTUM,G ET AL (1961)",DB00145
Water Solubility,Insoluble,,DB00146
logP,6,,DB00146
Water Solubility,5E+005 mg/L,"COFFEN,DL (1978)",DB00147
Melting Point,165 °C,PhysProp,DB00147
logP,0,,DB00147
Water Solubility,1.33E+004 mg/L (at 18 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00148
Melting Point,255 dec °C,PhysProp,DB00148
logP,-0.2,,DB00148
Water Solubility,2.15E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00149
Melting Point,293 °C,PhysProp,DB00149
logP,-1.52,"HANSCH,C ET AL. (1995)",DB00149
pKa,2.35 (at 13 °C),"KORTUM,G ET AL (1961)",DB00149
Water Solubility,1.34E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00150
Melting Point,290.5 dec °C,PhysProp,DB00150
logP,-1.06,"HANSCH,C ET AL. (1995)",DB00150
logS,-1.23,"ADME Research, USCD",DB00150
pKa,7.38 (at 25 °C),"KORTUM,G ET AL (1961)",DB00150
Water Solubility,2.77E+005 mg/L (at 25 °C),BEILSTEIN,DB00151
Melting Point,240 dec °C,PhysProp,DB00151
logP,-2.49,"HANSCH,C ET AL. (1995)",DB00151
pKa,1.71,MERCK INDEX (1996); pK1,DB00151
Water Solubility,5E+005 mg/L,MERCK INDEX (1996); approx.,DB00152
Melting Point,248 dec °C,PhysProp,DB00152
Water Solubility,Insoluble,'MSDS',DB00153
Melting Point,115-117°C,Saxena P. 2007. Chemistry of alkaloids,DB00153
Boiling Point,Decomposes,'MSDS',DB00153
logP,8.89,'MSDS',DB00153
pKa,6.35,Hart J. and Norman M. 1992. The Analyst. ,DB00153
logP,6.8,,DB00154
Water Solubility,200 g/L (at 20 °C),,DB00155
Melting Point,235.5 °C,PhysProp,DB00155
logP,-3.19,SANGSTER (1994),DB00155
pKa,2.43 (at 25 °C),"KORTUM,G ET AL (1961)",DB00155
Water Solubility,9.7E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00156
Melting Point,256 dec °C,PhysProp,DB00156
logP,-2.94,"HANSCH,C ET AL. (1995)",DB00156
logS,-0.09,"ADME Research, USCD",DB00156
pKa,5.60,,DB00156
Melting Point,140.0-142.0 °C,,DB00157
logP,-5.1,,DB00157
logP,-2.5,,DB00158
logP,6.1,,DB00159
Water Solubility,1.64E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00160
Melting Point,300 dec °C,PhysProp,DB00160
logP,-2.85,SANGSTER (1994),DB00160
pKa,2.34 (at 25 °C),"KORTUM,G ET AL (1961)",DB00160
Water Solubility,5.85E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00161
Melting Point,315 °C,PhysProp,DB00161
logP,-2.26,"HANSCH,C ET AL. (1995)",DB00161
pKa,2.3 (at 13 °C),"KORTUM,G ET AL (1961)",DB00161
Water Solubility,0.671 mg/L,,DB00162
Melting Point,63.5 °C,PhysProp,DB00162
logP,5.68,BIOBYTE (1995),DB00162
Water Solubility,"Insoluble in water, but water-dispersible.",MSDS,DB00163
Melting Point,3 °C,MSDS,DB00163
Water Solubility,2.2E+005 mg/L,,DB00165
Melting Point,159-162 °C,PhysProp,DB00165
logP,-0.77,SANGSTER (1993),DB00165
Water Solubility,Insoluble,,DB00166
Melting Point,60.5 °C,PhysProp,DB00166
Boiling Point,162.5 °C,PhysProp,DB00166
logP,2.1,,DB00166
Water Solubility,3.44E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00167
Melting Point,285.5 dec °C,PhysProp,DB00167
logP,-1.70,"HANSCH,C ET AL. (1995)",DB00167
pKa,2.37 (at 0 °C),"KORTUM,G ET AL (1961)",DB00167
Water Solubility,"The solubility of aspartame in water is dependent on pH and temperature, the maximum solubility is reached at pH 2.2 (20 mg/mL at 25 °C) and the minimum solubility at pH 5.2 (pHi) is 13.5 mg/mL at 25 °C.",,DB00168
Melting Point,about 190 and 245-247,"Schlatter, J.M.; US.Patent 3,492,131; January 27, 1970; assigned to G.D. Searle & Co.",DB00168
logP,-0.1,,DB00168
Water Solubility,Insoluble,,DB00169
Melting Point,84.5 °C,PhysProp,DB00169
logP,7.5,,DB00169
Water Solubility,160 mg/L (at 30 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00170
Melting Point,107 °C,PhysProp,DB00170
logP,2.20,"HANSCH,C ET AL. (1995)",DB00170
logS,-3.03,"ADME Research, USCD",DB00170
Water Solubility,1E+006 mg/L,MERCK INDEX (1996); freely soluble,DB00171
Melting Point,176 °C,,DB00171
logP,-5.5,,DB00171
Water Solubility,1.62E+005 mg/L (at 25 °C),MERCK INDEX (1996),DB00172
Melting Point,221 dec °C,PhysProp,DB00172
logP,-2.54,"HANSCH,C ET AL. (1995)",DB00172
Water Solubility,1030 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00173
Melting Point,360 dec °C,PhysProp,DB00173
logP,-0.09,"HANSCH,C ET AL. (1995)",DB00173
logS,-2.12,"ADME Research, USCD",DB00173
pKa,4.15 (at 25 °C),"KORTUM,G ET AL (1961)",DB00173
Water Solubility,2.94E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00174
Melting Point,234-235 °C,PhysProp,DB00174
logP,-3.82,"CHMELIK,J ET AL. (1991)",DB00174
logS,-0.74,"ADME Research, USCD",DB00174
pKa,8.82 (at 18 °C),"KORTUM,G ET AL (1961)",DB00174
Water Solubility,10 mg/ml,'MSDS',DB00175
Melting Point,171.2 - 173°C,'MSDS',DB00175
Boiling Point,>600 ºC at 760 mmHg,'MSDS',DB00175
logP,0.59 ,'MSDS',DB00175
pKa,4.2,Dinnekere V. et al. 2016. Scientifica.,DB00175
Melting Point,120-121.5 °C,"Welle, H.B.A. and Claassen, V.; U.S. Patent 4,085,225; April 18, 1978; assigned to U.S. Phillips Corp.",DB00176
logP,3.2,,DB00176
Water Solubility,"soluble in ethanol, DMSO, and dimethyl formamide at 30 mg/mL",https://www.caymanchem.com/pdfs/14178.pdf,DB00177
Melting Point,116-117 °C,https://www.chemicalbook.com/ChemicalProductProperty_US_CB6182539.aspx,DB00177
Boiling Point,83-88,https://www.trc-canada.com/product-detail/?V095750,DB00177
logP,1.499,http://www.japsonline.com/admin/php/uploads/54_pdf.pdf,DB00177
pKa,4.73,http://www.japsonline.com/admin/php/uploads/54_pdf.pdf,DB00177
Water Solubility,3.5mg/L,,DB00178
Melting Point,109 °C,PhysProp,DB00178
logP,2.9,,DB00178
Melting Point,185.5 °C,PhysProp,DB00179
logP,5.8,,DB00179
Water Solubility,Practically insoluble,,DB00180
Melting Point,226-230,"American Cyanamid Co.; British Patent 933,867; August 14, 1963.",DB00180
logP,1.1,,DB00180
Water Solubility,slightly soluble,FDA label,DB00181
Melting Point,207,MSDS,DB00181
Boiling Point,Decomposes,MSDS,DB00181
logP,1.3,http://www.hmdb.ca/metabolites/HMDB0014327,DB00181
caco2 Permeability,0.9 ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6186984/,DB00181
pKa,9.62 + 0.1 (amino group) and 3.87 + 0.1 (carboxyl group),http://www.labriva.com/monographies/02242151eng.pdf,DB00181
Water Solubility,Moderate solubility ,'MSDS',DB00182
Melting Point,-98 ºC,'MSDS',DB00182
Boiling Point,64.7 ºC at 760 mm Hg,'MSDS',DB00182
logP,1.76,"Hooser S., and Khan S. (2018). Elsevier.",DB00182
pKa,9.9,ADDERALL XR (amphetamine) FDA label,DB00182
Melting Point,229 dec °C,PhysProp,DB00183
logP,1.6,,DB00183
Water Solubility,1E+006 mg/L,"SEIDELL,A (1941)",DB00184
Melting Point,-79 °C,PhysProp,DB00184
Boiling Point,247 °C,PhysProp,DB00184
logP,1.17,"HANSCH,C ET AL. (1995)",DB00184
logS,0.79,"ADME Research, USCD",DB00184
caco2 Permeability,-4.71,"ADME Research, USCD",DB00184
pKa,8.5,http://www.surgeongeneral.gov/library/reports/50-years-of-progress/sgr50-chap-5.pdf,DB00184
Water Solubility,Very soluble,,DB00185
Melting Point,201-203 °C (HCl salt),,DB00185
logP,1.3,,DB00185
Water Solubility,80 mg/L,MERCK INDEX (1996),DB00186
Melting Point,192-194,"British Patent 1,022,642.",DB00186
Boiling Point,533.8 ºC at 760 mm Hg,Chemspider,DB00186
logP,2.39,"HANSCH,C ET AL. (1995)",DB00186
logS,-3.6,"ADME Research, USCD",DB00186
caco2 Permeability,200,"Li C., Liu T., Ciu X., Uss A. and Cheng K. (2007). Society of Biomolecular Science. ",DB00186
pKa,13,MERCK INDEX (1996); pK1,DB00186
Water Solubility,Very soluble as hydrochloride salt,,DB00187
logP,1.7,,DB00187
Water Solubility,"The solubility of bortezomib, as the monomeric boronic acid, is 3.3 to 3.8 mg/mL in a pH range of 2 to 6.5.",,DB00188
Melting Point,139-143,Thermo Fisher Scientific Bortezomib Safety Data Sheet,DB00188
Boiling Point,28.5-30,"Bayley, A. and McLamore, W.M.; U.S. Patent 2,746,900; May 22,1956; assigned to Chas.
Pfizer & Co., Inc.",DB00189
logP,1.8,,DB00189
Water Solubility,3.8 mg/L,'MSDS',DB00190
Melting Point,203-208 °C,'MSDS',DB00190
Boiling Point,Decomposes,Chemspider,DB00190
logP,-1.9,"Kirk K., Yoshida S., and Haufe G. Fluorine and Health. (2008)",DB00190
pKa,2.3,Konduru N. and Madhuri G. (2014). IJPSR. Vol. 5,DB00190
Water Solubility,18.6 g/L,Gravey W. (2013). Expert Opin Drug Saf.,DB00191
Melting Point,205 °C,'MSDS',DB00191
Boiling Point,206 ºC,Barceloux D. (2012). Medical Toxicology of Drug Abuse.,DB00191
logP,1.90,Barceloux D. (2012). Medical Toxicology of Drug Abuse.,DB00191
pKa,9.84,Suprenza - package insert. (2014),DB00191
Water Solubility,1.88 mg/L,,DB00192
Melting Point,94-95 °C,PhysProp,DB00192
logP,3.11,"MANNHOLD,R ET AL. (1990)",DB00192
Water Solubility,Soluble ,'MSDS',DB00193
Melting Point,178-181 °C,'MSDS',DB00193
Boiling Point,406.6 ºC,Chemical Book,DB00193
logP,1.34,'MSDS',DB00193
pKa,9.41,'FDA label',DB00193
logP,-2.115,,DB00194
Water Solubility,451 mg/L,,DB00195
Melting Point,70-72 °C,PhysProp,DB00195
logP,2.81,"RECANATINI,M (1992)",DB00195
caco2 Permeability,-4.81,"ADME Research, USCD",DB00195
pKa,9.4,,DB00195
Water Solubility,slightly soluble in water,FDA label,DB00196
Melting Point,138-140 °C,http://www.chemspider.com/Chemical-Structure.3248.html,DB00196
Boiling Point,579.8,https://www.lookchem.com/Fluconazole/,DB00196
logP,0.5,https://www.pfizer.ca/sites/g/files/g10050796/f/201806/Diflucan_PM_E_207077_12June2018.pdf,DB00196
pKa,1.76,https://www.pfizer.ca/sites/g/files/g10017036/f/201410/DIFLUCAN(2).pdf,DB00196
Melting Point,184-186 °C,,DB00197
logP,3.6,,DB00197
Water Solubility,Soluble,,DB00198
logP,1,,DB00198
Water Solubility,Soluble in water at 2mg/ml,https://www.chemicalbook.com/ChemicalProductProperty_US_CB8300078.aspx,DB00199
Melting Point,133-135 ,https://www.chemicalbook.com/ChemicalProductProperty_US_CB8300078.aspx,DB00199
Boiling Point,719.69,https://www.chemicalbook.com/ChemicalProductProperty_US_CB8300078.aspx,DB00199
logP,2.6,http://www.t3db.ca/toxins/T3D4764,DB00199
logS,-3.2,http://www.t3db.ca/toxins/T3D4764,DB00199
pKa,8.88 ,https://www.chemicalbook.com/ChemicalProductProperty_US_CB8300078.aspx,DB00199
Water Solubility,2.17 g/100mL,http://www.inchem.org/documents/icsc/icsc/eics0405.htm,DB00201
Melting Point,235-237,https://www.sigmaaldrich.com/catalog/product/sial/41019?lang=en&region=US,DB00201
Boiling Point,178,http://www.inchem.org/documents/icsc/icsc/eics0405.htm,DB00201
logP,-0.07,http://www.inchem.org/documents/icsc/icsc/eics0405.htm,DB00201
logS,-0.97,https://pubchem.ncbi.nlm.nih.gov/compound/Caffeine,DB00201
caco2 Permeability,-4.41,https://pubs.acs.org/doi/full/10.1021/ci049884m?src=recsys,DB00201
pKa,14,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma-Aldrich/Product_Information_Sheet/c0750pis.pdf,DB00201
Water Solubility,3.5 mg/mL,,DB00203
Melting Point,189-190 °C,,DB00203
logP,1.9,,DB00203
logP,2.1,,DB00204
Water Solubility,121 mg/L,,DB00205
Melting Point,233.5 °C,PhysProp,DB00205
logP,2.69,"HANSCH,C ET AL. (1995)",DB00205
pKa,7.34 (at 20 °C),"PERRIN,DD (1972)",DB00205
Water Solubility,73 mg/L (at 30 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00206
Melting Point,264.5 °C,PhysProp,DB00206
logP,3.2,,DB00206
pKa,6.6,MERCK INDEX (1996),DB00206
Water Solubility,"soluble in ethanol and DSMO, minimally soluble in water",https://www.caymanchem.com/pdfs/15004.pdf,DB00207
Melting Point,126,http://www.chemspider.com/Chemical-Structure.2298410.html,DB00207
logP,3.03,http://www.medicines.org.au/files/afpazith.pdf,DB00207
pKa,8.5,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0174372,DB00207
Water Solubility,Freely soluble,From Remington: The Science and Practice of Pharmacy,DB00208
Melting Point,approx. 1 189°C,From Remington: The Science and Practice of Pharmacy,DB00208
logP,2.9,,DB00208
Melting Point,300,http://datasheets.scbt.com/sds/aghs/en/sc-203803.pdf,DB00210
Boiling Point,606.3,http://datasheets.scbt.com/sds/aghs/en/sc-203803.pdf,DB00210
logP,6.917,http://www.chemspider.com/Chemical-Structure.54244.html?rid=2edd1b0e-994a-4cdc-870c-186c62dcad5a&page_num=0,DB00210
Water Solubility,Soluble,,DB00211
Melting Point,200 to 203°C,,DB00211
logP,-0.5,,DB00211
pKa,7.8,,DB00211
logP,3.9,,DB00212
caco2 Permeability,-6.13,"ADME Research, USCD",DB00212
Water Solubility,Freely soluble in water.,https://www.ncbi.nlm.nih.gov/pubmed/18433349,DB00213
Melting Point,149-150,https://www.pfizer.com/sites/default/files/products/material_safety_data/Pantoprazo;le_sodium_for_injection_20-June-2016.pdf,DB00213
Boiling Point,586.9±60.0 °C at 760 mmHg,http://www.chemspider.com/Chemical-Structure.4517.html,DB00213
logP,2.05,https://www.pfizer.com/sites/default/files/products/material_safety_data/Pantoprazo;le_sodium_for_injection_20-June-2016.pdf,DB00213
pKa,3.92 and 8.19,https://www.ema.europa.eu/documents/assessment-report/pantozol-control-epar-public-assessment-report_en.pdf,DB00213
Water Solubility,Soluble,'MSDS',DB00214
Melting Point,163-164 °C,'MSDS',DB00214
logP,3.356,'MSDS',DB00214
pKa,7.1,'FDA label',DB00214
Water Solubility,Sparingly soluble ,https://www.chemicalbook.com/ChemicalProductProperty_US_CB2736240.aspx,DB00215
Melting Point,182-188,https://www.chemicalbook.com/ChemicalProductProperty_US_CB2736240.aspx,DB00215
Boiling Point,347-358,http://datasheets.scbt.com/sc-201123.pdf,DB00215
logP,3.76,http://www.t3db.ca/toxins/T3D2715,DB00215
logS,-4.7,http://www.t3db.ca/toxins/T3D2715,DB00215
pKa,9.78,http://www.t3db.ca/toxins/T3D2715,DB00215
Water Solubility,Readily soluble as hydrobromide formulation,,DB00216
logP,3.9,,DB00216
Melting Point,196 °C,PhysProp,DB00217
logP,0.49,,DB00217
Melting Point,238-242 °C,,DB00218
logP,2.9,,DB00218
Melting Point,191.5 °C,PhysProp,DB00219
logP,0.17,,DB00219
Water Solubility,Slightly soluble,,DB00220
Melting Point,349.84 °C,,DB00220
logP,6,,DB00220
Water Solubility,Appreciable,,DB00221
logP,2.2,,DB00221
Water Solubility,Partly miscible,MSDS,DB00222
Melting Point,207,MSDS,DB00222
logP,2.1,,DB00223
Water Solubility,0.015 mg/ml,,DB00224
Melting Point,167.5-168 °C,,DB00224
logP,2.9,,DB00224
Melting Point,213.5-215,"U.S. Patent 3,547,951.",DB00226
logP,0.6,,DB00226
Water Solubility,0.0004 mg/mL,'MSDS',DB00227
Melting Point,174.5 °C,'MSDS',DB00227
Boiling Point,559.2 ºC at 760 mmHg,Chemspider,DB00227
logP,4.08,'MSDS',DB00227
pKa,13.49,Chuong M. et al. (2013). International Journal of Applied Pharmaceutics.,DB00227
Melting Point,48.5,https://www.chemicalbook.com/ChemicalProductProperty_US_CB8437691.aspx,DB00228
Boiling Point,56.5,"Terrell, R.C.; U.S. Patents 3,469,011; September 23,1969 and 3,527,813; September 8,
1970; both assigned to Air Reduction Company, Incorporated.",DB00228
logP,2.10,"HANSCH,C & LEO,AJ (1985)",DB00228
Water Solubility,Soluble,,DB00229
logP,-2.1,,DB00229
Water Solubility,Freely soluble ,https://www.who.int/medicines/access/controlled-substances/PreReviewPregabalin.pdf,DB00230
Melting Point,176 - 178ºC,https://www.who.int/medicines/access/controlled-substances/PreReviewPregabalin.pdf,DB00230
Boiling Point,144 - 147 ºC,https://www.who.int/medicines/access/controlled-substances/PreReviewPregabalin.pdf,DB00230
Water Solubility,164 mg/L,,DB00231
Melting Point,119-121 °C,PhysProp,DB00231
logP,2.19,"HANSCH,C ET AL. (1995)",DB00231
Water Solubility,11.2 mg/L,,DB00232
Melting Point,225 °C,PhysProp,DB00232
logP,1.42,"HANSCH,C ET AL. (1995)",DB00232
pKa,9.4,MERCK INDEX (2001),DB00232
Water Solubility,1690 mg/L (at 23 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00233
Melting Point,150.5 dec °C,PhysProp,DB00233
logP,0.89,SANGSTER (1994),DB00233
pKa,2.05 (at 25 °C),"KORTUM,G ET AL (1961)",DB00233
Water Solubility,8 mg/mL (Mesylate salt),,DB00234
Melting Point,170-171 °C (Mesylate salt),,DB00234
logP,3.1,,DB00234
Water Solubility,Slightly soluble,,DB00235
Melting Point,>300 °C,PhysProp,DB00235
logP,0.4,,DB00235
Water Solubility,2490 mg/L,,DB00236
Melting Point,> 300 °C,PhysProp,DB00236
logP,0.42,"HANSCH,C ET AL. (1995)",DB00236
Melting Point,166.5 °C,PhysProp,DB00237
logP,1.65,"WONG,O & MCKEOWN,RH (1988)",DB00237
Water Solubility,0.7046 mg/L,,DB00238
Melting Point,196.06,,DB00238
logP,2.5,,DB00238
caco2 Permeability,-4.52,"ADME Research, USCD",DB00238
Water Solubility,Insoluble,,DB00240
logP,2.7,,DB00240
Water Solubility,1700 mg/L (at 25 °C),"Barceloux, Donald G. Medical Toxicology of Drug Abuse: Synthesized Chemicals and Psychoactive Plants. Hoboken, N.J: John Wiley & Sons, 2012. Internet resource.",DB00241
Melting Point,138.5,"Barceloux, Donald G. Medical Toxicology of Drug Abuse: Synthesized Chemicals and Psychoactive Plants. Hoboken, N.J: John Wiley & Sons, 2012. Internet resource.",DB00241
logP,1.87,"Barceloux, Donald G. Medical Toxicology of Drug Abuse: Synthesized Chemicals and Psychoactive Plants. Hoboken, N.J: John Wiley & Sons, 2012. Internet resource.",DB00241
Melting Point,215 °C,,DB00242
logP,-0.1,,DB00242
Water Solubility,<1 mg/ml,MSDS,DB00243
Melting Point,120-124 ,https://s3-us-west-2.amazonaws.com/drugbank/msds/DB00243.pdf?1550621114,DB00243
Boiling Point,624.1 ,https://pubchem.ncbi.nlm.nih.gov/compound/Ranolazine,DB00243
logP,2.07,Australian Assessment Report,DB00243
pKa,2.2,Australian Assessment Report,DB00243
Water Solubility,0.84 g/L at 20°C,,DB00244
Melting Point,283 °C,PhysProp,DB00244
logP,1.2,,DB00244
Water Solubility,81 mg/ml,'MSDS',DB00245
Melting Point,135ºC,'MSDS',DB00245
Boiling Point,547.8 ºC at 760 mm Hg,CAS,DB00245
logP,4.27,Xu A. and Madden T. 2012. LC-MS in Drug Bioanalysis.,DB00245
pKa,10,Troy D. and Beringer P. 2006. Remington: The Science and Practice of Pharmacy.,DB00245
Melting Point,>276°C (Ziprasidone Hydrochloride Monohydrate),https://www.trc-canada.com/product-detail/?CatNum=Z485000,DB00246
logP,3.8,,DB00246
Melting Point,195 °C,PhysProp,DB00247
logP,1.5,,DB00247
Water Solubility,Insoluble,,DB00248
Melting Point,102-104 °C,,DB00248
logP,2.6,,DB00248
Water Solubility,2000 mg/L (at 25 °C),MERCK INDEX (1996),DB00249
Melting Point,193,"British Patent 1,024,156.",DB00249
logP,-0.96,"NARURKAR,MM & MITRA,AK (1988)",DB00249
Water Solubility,380 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00250
Melting Point,175.5 °C,,DB00250
logP,0.97,"HANSCH,C ET AL. (1995)",DB00250
logS,-2.82,"ADME Research, USCD",DB00250
pKa,2.41,"PERRIN,DD (1965)",DB00250
Melting Point,126.3 °C,,DB00251
logP,4.5,,DB00251
Water Solubility,Insoluble in cold water,MSDS ,DB00252
Melting Point,295 °C,MSDS,DB00252
logP,2.47,"HANSCH,C ET AL. (1995)",DB00252
caco2 Permeability,-4.57,"ADME Research, USCD",DB00252
pKa,8.33,SANGSTER (1994),DB00252
Melting Point,156.5 °C,PhysProp,DB00253
logP,3.2,,DB00253
Water Solubility,50 mg/mL,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma/Product_Information_Sheet/d9891pis.pdf,DB00254
Melting Point,201 °C,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma/Product_Information_Sheet/d9891pis.pdf,DB00254
logP,0.63,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/64911/21954_ftp.pdf?sequence=1,DB00254
pKa,3.09,https://www.ncbi.nlm.nih.gov/pubmed/34018,DB00254
Water Solubility,12 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB00255
Melting Point,172,"Adler, E.,Gie, G.J. and von Euler, H.; US. Patent 2,421,401; June 3, 1947; assigned to Hoffmann-La Roche, Inc.",DB00255
logP,5.07,"HANSCH,C ET AL. (1995)",DB00255
logS,-4.35,"ADME Research, USCD",DB00255
Melting Point,192.5,https://m.chemicalbook.com/ProductChemicalPropertiesCB2891297_EN.htm,DB00256
