atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,drugbank-id
V03AB26,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB00134
D05AX03,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB00136
A11CC04,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00136
A11HA04,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00140
S01XA26,Other ophthalmologicals,S01XA,OTHER OPHTHALMOLOGICALS,S01X,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00140
A09AB01,Acid preparations,A09AB,"DIGESTIVES, INCL. ENZYMES",A09A,"DIGESTIVES, INCL. ENZYMES",A09,ALIMENTARY TRACT AND METABOLISM,A,DB00142
V03AB32,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB00143
B05CX03,Other irrigating solutions,B05CX,IRRIGATING SOLUTIONS,B05C,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB00145
A11CC06,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00146
N06AX02,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00150
A11DA01,"Vitamin B1, plain",A11DA,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11D,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00152
A11CC01,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00153
B03AE02,Iron in other combinations,B03AE,IRON PREPARATIONS,B03A,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00158
B03BB01,Folic acid and derivatives,B03BB,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00158
B03AE01,Iron in other combinations,B03AE,IRON PREPARATIONS,B03A,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00158
B03BB51,Folic acid and derivatives,B03BB,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00158
S01XA02,Other ophthalmologicals,S01XA,OTHER OPHTHALMOLOGICALS,S01X,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00162
V04CB01,Tests for fat absorption,V04CB,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB00162
D10AD02,Retinoids for topical use in acne,D10AD,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB00162
R01AX02,Other nasal preparations,R01AX,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB00162
A11CA01,"Vitamin A, plain",A11CA,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00162
J04AM08,Combinations of drugs for treatment of tuberculosis,J04AM,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00165
A11HA02,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00165
A16AX01,Various alimentary tract and metabolism products,A16AX,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16,ALIMENTARY TRACT AND METABOLISM,A,DB00166
M05BB09,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
M05BX53,Other drugs affecting bone structure and mineralization,M05BX,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
M05BB07,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
M05BB08,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
A11CC55,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00169
M05BB05,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
A11CC05,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB00169
M05BB03,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
M05BB04,"Bisphosphonates, combinations",M05BB,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB00169
B02BA02,Vitamin K,B02BA,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB00170
C10AA03,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00175
C10BA03,HMG CoA reductase inhibitors in combination with other lipid modifying agents,C10BA,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00175
C10BX02,"HMG CoA reductase inhibitors, other combinations",C10BX,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00175
N06AB08,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00176
C09DX05,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C10BX10,"HMG CoA reductase inhibitors, other combinations",C10BX,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00177
C09DA03,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09CA03,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09DX02,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09DX01,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09DB08,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09DB01,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09DX04,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00177
C09BX03,"ACE inhibitors, other combinations",C09BX,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00178
C10BX04,"HMG CoA reductase inhibitors, other combinations",C10BX,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00178
C09BB07,ACE inhibitors and calcium channel blockers,C09BB,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00178
C10BX06,"HMG CoA reductase inhibitors, other combinations",C10BX,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00178
C09BB05,ACE inhibitors and calcium channel blockers,C09BB,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00178
C09BA05,ACE inhibitors and diuretics,C09BA,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00178
C09AA05,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00178
L01XX10,Other antineoplastic agents,L01XX,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00179
R01AD04,Corticosteroids,R01AD,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB00180
R03BA03,Glucocorticoids,R03BA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB00180
M03BX01,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB00181
N06BA01,Centrally acting sympathomimetics,N06BA,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00182
V04CG04,Tests for gastric secretion,V04CG,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB00183
N07BA01,Drugs used in nicotine dependence,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB00184
N07AX03,Other parasympathomimetics,N07AX,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB00185
N05BA56,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00186
N05BA06,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00186
C07AB09,"Beta blocking agents, selective",C07AB,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB00187
L01XX32,Other antineoplastic agents,L01XX,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB00188
N05CM08,Other hypnotics and sedatives,N05CM,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB00189
A08AA01,Centrally acting antiobesity products,A08AA,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08,ALIMENTARY TRACT AND METABOLISM,A,DB00191
N02AJ13,Opioids in combination with non-opioid analgesics,N02AJ,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00193
N02AJ14,Opioids in combination with non-opioid analgesics,N02AJ,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00193
N02AX02,Other opioids,N02AX,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00193
J05AB03,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00194
S01AD06,Antivirals,S01AD,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00194
S01ED02,Beta blocking agents,S01ED,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00195
C07AB05,"Beta blocking agents, selective",C07AB,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB00195
S01ED52,Beta blocking agents,S01ED,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00195
J01RA07,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00196
J02AC01,Triazole derivatives,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00196
D01AC15,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB00196
A10BG01,Thiazolidinediones,A10BG,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00197
J05AH02,Neuraminidase inhibitors,J05AH,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00198
J01FA01,Macrolides,J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00199
D10AF02,Antiinfectives for treatment of acne,D10AF,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB00199
S01AA17,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00199
D10AF52,Antiinfectives for treatment of acne,D10AF,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB00199
B03BA53,Vitamin B12 (cyanocobalamin and analogues),B03BA,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00200
V03AB33,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB00200
B03BA03,Vitamin B12 (cyanocobalamin and analogues),B03BA,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB00200
R03DA20,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB00201
V04CG30,Tests for gastric secretion,V04CG,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB00201
N06BC01,Xanthine derivatives,N06BC,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00201
M03AB01,Choline derivatives,M03AB,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03A,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB00202
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00203
G04BE03,Drugs used in erectile dysfunction,G04BE,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00203
C01BD04,"Antiarrhythmics, class III",C01BD,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00204
P01BD01,Diaminopyrimidines,P01BD,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00205
P01BD51,Diaminopyrimidines,P01BD,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00205
P01BF04,"Artemisinin and derivatives, combinations",P01BF,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB00205
C02LA51,Rauwolfia alkaloids and diuretics in combination,C02LA,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00206
C02AA02,Rauwolfia alkaloids,C02AA,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00206
C02LA01,Rauwolfia alkaloids and diuretics in combination,C02LA,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00206
C02LA71,Rauwolfia alkaloids and diuretics in combination,C02LA,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00206
C02AA52,Rauwolfia alkaloids,C02AA,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00206
J01RA07,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00207
S01AA26,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00207
J01FA10,Macrolides,J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00207
B01AC05,Platelet aggregation inhibitors excl. heparin,B01AC,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB00208
A03DA06,Synthetic anticholinergic agents in combination with analgesics,A03DA,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03D,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB00209
G04BD09,Drugs for urinary frequency and incontinence,G04BD,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00209
D10AD03,Retinoids for topical use in acne,D10AD,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB00210
D10AD53,Retinoids for topical use in acne,D10AD,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB00210
C01CA17,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB00211
C09XA01,Renin-inhibitors,C09XA,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB00212
A02BD04,Combinations for eradication of Helicobacter pylori,A02BD,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00213
A02BD11,Combinations for eradication of Helicobacter pylori,A02BD,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00213
A02BC02,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB00213
C03CA04,"Sulfonamides, plain",C03CA,HIGH-CEILING DIURETICS,C03C,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB00214
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB00214
N06AB04,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB00215
N02CC06,Selective serotonin (5HT1) agonists,N02CC,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB00216
C02CC01,Guanidine derivatives,C02CC,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB00217
S01AE07,Fluoroquinolones,S01AE,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB00218
J01MA14,Fluoroquinolones,J01MA,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00218
A03AB53,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB00219
A03AB03,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB00219
J05AE04,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00220
A10BD04,Combinations of oral blood glucose lowering drugs,A10BD,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00222
A10BB12,Sulfonylureas,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00222
A10BD06,Combinations of oral blood glucose lowering drugs,A10BD,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB00222
D07AC10,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D,DB00223
J05AE02,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB00224
V08CA03,Paramagnetic contrast media,V08CA,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08C,CONTRAST MEDIA,V08,VARIOUS,V,DB00225
C10AA02,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00227
C10BA01,HMG CoA reductase inhibitors in combination with other lipid modifying agents,C10BA,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB00227
