category,mesh-id,parent_key
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00040
Increased Gluconeogenesis,,DB00040
Increased Glycogenolysis,,DB00040
Pancreatic Hormones,D010187,DB00040
Peptide Hormones,D036361,DB00040
Peptides,D010455,DB00040
Proglucagon,D052336,DB00040
Protein Precursors,D011498,DB00040
Proteins,D011506,DB00040
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00040
"Adjuvants, Immunologic",D000276,DB00041
"Amino Acids, Peptides, and Proteins",D000602,DB00041
Anti-HIV Agents,D019380,DB00041
Anti-Infective Agents,D000890,DB00041
Antineoplastic Agents,D000970,DB00041
Antineoplastic and Immunomodulating Agents,,DB00041
Biological Factors,D001685,DB00041
Cytochrome P-450 CYP2E1 Inhibitors,D065691,DB00041
Cytochrome P-450 CYP2E1 Inhibitors (strength unknown),,DB00041
Cytochrome P-450 CYP3A Inhibitors,D065692,DB00041
Cytochrome P-450 CYP3A Substrates,,DB00041
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB00041
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB00041
Cytochrome P-450 CYP3A4 Substrates,,DB00041
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00041
Cytochrome P-450 Substrates,,DB00041
Cytokines,D016207,DB00041
Drugs that are Mainly Renally Excreted,,DB00041
Hypotensive Agents,,DB00041
Immunosuppressive Agents,D007166,DB00041
Increased Lymphocyte Activation,,DB00041
Increased Lymphocyte Cell Production,,DB00041
Intercellular Signaling Peptides and Proteins,D036341,DB00041
Interleukins,D007378,DB00041
Lymphocyte Growth Factor,,DB00041
Lymphokines,D008222,DB00041
Myelosuppressive Agents,,DB00041
Narrow Therapeutic Index Drugs,,DB00041
Peptides,D010455,DB00041
Proteins,D011506,DB00041
Acetylcholine Release Inhibitors,D065087,DB00042
Agents that produce neuromuscular block (indirect),,DB00042
"Amino Acids, Peptides, and Proteins",D000602,DB00042
Amphibian Venoms,D000664,DB00042
Anti-Dyskinesia Agents,D018726,DB00042
Bacterial Proteins,D001426,DB00042
Bacterial Toxins,D001427,DB00042
Biological Factors,D001685,DB00042
Bodily Secretions,D012634,DB00042
Botulinum Toxins,D001905,DB00042
Central Nervous System Agents,D002491,DB00042
Central Nervous System Depressants,D002492,DB00042
Cholinergic Agents,D018678,DB00042
Complex Mixtures,D045424,DB00042
Endopeptidases,D010450,DB00042
Enzymes,D004798,DB00042
Enzymes and Coenzymes,D045762,DB00042
Fluids and Secretions,D005441,DB00042
Ganglion Blockers,D005730,DB00042
Hydrolases,D006867,DB00042
Membrane Transport Modulators,D049990,DB00042
Metalloendopeptidases,D008666,DB00042
Metalloproteases,D045726,DB00042
Muscle Relaxants,,DB00042
"Muscle Relaxants, Peripherally Acting Agents",,DB00042
Musculo-Skeletal System,,DB00042
Neurotoxins,D009498,DB00042
Neurotransmitter Agents,D018377,DB00042
Other Miscellaneous Therapeutic Agents,,DB00042
Peptide Hydrolases,D010447,DB00042
Proteins,D011506,DB00042
"Toxins, Biological",D014118,DB00042
Venoms,D014688,DB00042
Agents to Treat Airway Disease,,DB00043
"Amino Acids, Peptides, and Proteins",D000602,DB00043
Anti-Allergic Agents,D018926,DB00043
Anti-Asthmatic Agents,D018927,DB00043
Anti-IgE,,DB00043
Antibodies,D000906,DB00043
"Antibodies, Monoclonal",D000911,DB00043
"Antibodies, Monoclonal, Humanized",D061067,DB00043
Blood Proteins,D001798,DB00043
Decreased IgE Activity,,DB00043
Globulins,D005916,DB00043
IgE-directed Antibody Interactions,,DB00043
Immunoglobulins,D007136,DB00043
Immunoproteins,D007162,DB00043
Proteins,D011506,DB00043
"Respiratory Agents, Miscellaneous",,DB00043
Respiratory System Agents,D019141,DB00043
Serum Globulins,D012712,DB00043
Genito Urinary System and Sex Hormones,,DB00044
Gonadotropins,D006062,DB00044
Gonadotropins and Antigonadotropins,,DB00044
Sex Hormones and Modulators of the Genital System,,DB00044
Alimentary Tract and Metabolism,,DB00046
"Amino Acids, Peptides, and Proteins",D000602,DB00046
Blood Glucose Lowering Agents,D007004,DB00046
Cytochrome P-450 CYP1A2 Inducers,D065694,DB00046
Cytochrome P-450 CYP1A2 Inducers (strength unknown),,DB00046
Cytochrome P-450 Enzyme Inducers,D065693,DB00046
Drugs Used in Diabetes,,DB00046
Hormones,D006728,DB00046
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00046
Hypoglycemia-Associated Agents,,DB00046
Insulin,D007328,DB00046
Insulin Analog,,DB00046
"Insulin, Short-Acting",D061266,DB00046
"Insulins and Analogues for Injection, Fast-Acting",,DB00046
Pancreatic Hormones,D010187,DB00046
Peptide Hormones,D036361,DB00046
Peptides,D010455,DB00046
Alimentary Tract and Metabolism,,DB00047
"Amino Acids, Peptides, and Proteins",D000602,DB00047
Antimetabolites,D000963,DB00047
Biological Products,D001688,DB00047
Blood Glucose Lowering Agents,D007004,DB00047
Complex Mixtures,D045424,DB00047
Cytochrome P-450 CYP1A2 Inducers,D065694,DB00047
Cytochrome P-450 CYP1A2 Inducers (strength unknown),,DB00047
Cytochrome P-450 Enzyme Inducers,D065693,DB00047
Drugs Used in Diabetes,,DB00047
Hormones,D006728,DB00047
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00047
Hypoglycemia-Associated Agents,,DB00047
Hypolipidemic Agents,D000960,DB00047
Insulin,D007328,DB00047
Insulin Analog,,DB00047
"Insulin, Long-Acting",D049528,DB00047
Lipid Regulating Agents,D057847,DB00047
Noxae,D009676,DB00047
Pancreatic Hormones,D010187,DB00047
Peptide Hormones,D036361,DB00047
Peptides,D010455,DB00047
Toxic Actions,D004786,DB00047
Collagen-specific Enzyme,,DB00048
Collagenases,D017364,DB00048
Dermatologicals,D003879,DB00048
Endopeptidases,D010450,DB00048
Enzymes,D004798,DB00048
Enzymes and Coenzymes,D045762,DB00048
Hydrolases,D006867,DB00048
Metalloendopeptidases,D008666,DB00048
Metalloproteases,D045726,DB00048
Misc. Skin and Mucous Membrane Agents,,DB00048
Musculo-Skeletal System,,DB00048
Peptide Hydrolases,D010447,DB00048
Preparations for Treatment of Wounds and Ulcers,,DB00048
Antigout Preparations,D006074,DB00049
Detoxifying Agents for Antineoplastic Treatment,,DB00049
Enzymes,D004798,DB00049
Enzymes and Coenzymes,D045762,DB00049
Musculo-Skeletal System,,DB00049
Oxidoreductases,D010088,DB00049
Recombinant Proteins,D011994,DB00049
Urate Oxidase,D014503,DB00049
"Urate Oxidase, antagonists & inhibitors",,DB00049
Uric Acid-specific Enzyme,,DB00049
"Amino Acids, Peptides, and Proteins",D000602,DB00050
Anti-Gonadotropin-Releasing Hormones,,DB00050
Decreased GnRH Secretion,,DB00050
Fertility Agents,D005299,DB00050
"Fertility Agents, Female",D005300,DB00050
Gonadotropin Releasing Hormone Receptor Antagonists,,DB00050
Gonadotropin-releasing Hormone Antagonists,,DB00050
Hormone Antagonists,D006727,DB00050
Hormones,D006728,DB00050
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00050
Hypothalamic Hormones,D007028,DB00050
Nerve Tissue Proteins,D009419,DB00050
Neuropeptides,D009479,DB00050
Oligopeptides,D009842,DB00050
Peptide Hormones,D036361,DB00050
Peptides,D010455,DB00050
Pituitary and Hypothalamic Hormones and Analogues,,DB00050
Pituitary Hormone-Releasing Hormones,D010906,DB00050
Proteins,D011506,DB00050
Reproductive Control Agents,D012102,DB00050
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00050
Agents reducing cytokine levels,,DB00051
"Amino Acids, Peptides, and Proteins",D000602,DB00051
Anti-Inflammatory Agents,D000893,DB00051
Antibodies,D000906,DB00051
"Antibodies, Monoclonal",D000911,DB00051
"Antibodies, Monoclonal, Humanized",D061067,DB00051
Antineoplastic and Immunomodulating Agents,,DB00051
Antirheumatic Agents,D018501,DB00051
Biological Products,D001688,DB00051
Biologics for Rheumatoid Arthritis Treatment,,DB00051
Blood Proteins,D001798,DB00051
Complex Mixtures,D045424,DB00051
Disease-modifying Antirheumatic Agents,,DB00051
Globulins,D005916,DB00051
Immunoglobulins,D007136,DB00051
Immunomodulatory Agents,,DB00051
Immunoproteins,D007162,DB00051
Immunosuppressive Agents,D007166,DB00051
Miscellaneous GI Drugs,,DB00051
Proteins,D011506,DB00051
Serum Globulins,D012712,DB00051
Tumor Necrosis Factor Alpha (TNF-α) Inhibitors,,DB00051
Tumor Necrosis Factor Blocker,,DB00051
Tumor Necrosis Factor Receptor Blocking Activity,,DB00051
Agents Causing Muscle Toxicity,,DB00052
"Amino Acids, Peptides, and Proteins",D000602,DB00052
Anterior Pituitary Lobe Hormones and Analogues,,DB00052
Growth Hormone,D013006,DB00052
"Growth Hormone, antagonists & inhibitors",,DB00052
Hormones,D006728,DB00052
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00052
"Human Growth Hormone, antagonists & inhibitors",,DB00052
Peptide Hormones,D036361,DB00052
Peptides,D010455,DB00052
Pituitary,,DB00052
Pituitary and Hypothalamic Hormones and Analogues,,DB00052
Pituitary Hormones,D010907,DB00052
"Pituitary Hormones, Anterior",D010908,DB00052
Recombinant Human Growth Hormone,,DB00052
Somatotropin Agonists,,DB00052
Somatropin and Somatropin Agonists,,DB00052
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00052
Alimentary Tract and Metabolism,,DB00053
Enzyme Replacement Therapy,D056947,DB00053
Enzymes,D004798,DB00053
Enzymes and Coenzymes,D045762,DB00053
Gaucher Disease,D005776,DB00053
Glucosidases,D005959,DB00053
Glycoside Hydrolases,D006026,DB00053
Hydrolases,D006867,DB00053
Hydrolytic Lysosomal Glucocerebroside-specific Enzyme,,DB00053
Recombinant Proteins,D011994,DB00053
"Amino Acids, Peptides, and Proteins",D000602,DB00054
Antibodies,D000906,DB00054
"Antibodies, Monoclonal",D000911,DB00054
"Antibodies, Monoclonal, Humanized",D061067,DB00054
Anticoagulants,D000925,DB00054
Antiplatelet agents,D010975,DB00054
Blood and Blood Forming Organs,,DB00054
Blood Proteins,D001798,DB00054
Fibrinolytic Agents,D005343,DB00054
Globulins,D005916,DB00054
Hematologic Agents,D006401,DB00054
Immunoglobulin Fab Fragments,D007140,DB00054
Immunoglobulin Fragments,D007128,DB00054
Immunoglobulins,D007136,DB00054
Immunoproteins,D007162,DB00054
Miscellaneous Therapeutic Agents,,DB00054
Peptide Fragments,D010446,DB00054
Peptides,D010455,DB00054
Platelet Aggregation Inhibitors Excl. Heparin,,DB00054
Proteins,D011506,DB00054
Serum Globulins,D012712,DB00054
"Amino Acids, Peptides, and Proteins",D000602,DB00055
Anti-Infective Agents,D000890,DB00055
Anticoagulants,D000925,DB00055
Biological Factors,D001685,DB00055
Blood and Blood Forming Organs,,DB00055
Blood Coagulation Factor Inhibitors,D019774,DB00055
Blood Proteins,D001798,DB00055
Carbohydrates,D002241,DB00055
Enzyme Precursors,D004792,DB00055
Enzymes,D004798,DB00055
Enzymes and Coenzymes,D045762,DB00055
Fibrinolytic Agents,D005343,DB00055
Glycoconjugates,D006001,DB00055
Glycoproteins,D006023,DB00055
Proteins,D011506,DB00055
Recombinant Activated Protein C,,DB00055
"Amino Acids, Peptides, and Proteins",D000602,DB00056
Antibodies,D000906,DB00056
"Antibodies, Monoclonal",D000911,DB00056
Antineoplastic Agents,D000970,DB00056
"Antineoplastic Agents, Immunological",D000074322,DB00056
Antineoplastic and Immunomodulating Agents,,DB00056
Blood Proteins,D001798,DB00056
Carbohydrates,D002241,DB00056
CD33-directed Antibody Interactions,,DB00056
CD33-directed Cytotoxin,,DB00056
Globulins,D005916,DB00056
Glycosides,D006027,DB00056
Hepatotoxic Agents,,DB00056
Immunoconjugates,D018796,DB00056
Immunoglobulins,D007136,DB00056
Immunoproteins,D007162,DB00056
Immunosuppressive Agents,D007166,DB00056
Immunotoxins,D000922,DB00056
Myelosuppressive Agents,,DB00056
Narrow Therapeutic Index Drugs,,DB00056
Noxae,D009676,DB00056
Proteins,D011506,DB00056
Serum Globulins,D012712,DB00056
Toxic Actions,D004786,DB00056
Acetates,D000085,DB00057
"Acids, Acyclic",D000144,DB00057
Amines,D000588,DB00057
"Amino Acids, Peptides, and Proteins",D000602,DB00057
Antibodies,D000906,DB00057
Blood Proteins,D001798,DB00057
Diagnostic Radiopharmaceuticals,,DB00057
Fatty Acids,D005227,DB00057
"Fatty Acids, Volatile",D005232,DB00057
Globulins,D005916,DB00057
Immunoglobulins,D007136,DB00057
Immunoproteins,D007162,DB00057
Indium (111In) Compounds,,DB00057
Indium Radioisotopes,D007205,DB00057
Lipids,D008055,DB00057
Peptides,D010455,DB00057
Polyamines,D011073,DB00057
Proteins,D011506,DB00057
Serum Globulins,D012712,DB00057
Tumour Detection,,DB00057
Acute-Phase Proteins,D000209,DB00058
Alpha-Globulins,D000510,DB00058
"Amino Acids, Peptides, and Proteins",D000602,DB00058
Antifibrinolytic Agents,D000933,DB00058
Blood and Blood Forming Organs,,DB00058
Blood Proteins,D001798,DB00058
Carbohydrates,D002241,DB00058
Enzyme Inhibitors,D004791,DB00058
Enzymes,D004798,DB00058
Globulins,D005916,DB00058
Glycoconjugates,D006001,DB00058
Glycoproteins,D006023,DB00058
Hemostatics,D006490,DB00058
Human alpha-1 Proteinase Inhibitor,,DB00058
Peptides,D010455,DB00058
Protease Inhibitors,D011480,DB00058
Proteinase Inhibitors,,DB00058
Proteins,D011506,DB00058
Serine Protease Inhibitors,D015842,DB00058
Serpins,D015843,DB00058
Serum Globulins,D012712,DB00058
Trypsin Inhibitors,D014361,DB00058
Alcohols,D000438,DB00059
Amidohydrolases,D000581,DB00059
Antineoplastic Agents,D000970,DB00059
Antineoplastic and Immunomodulating Agents,,DB00059
Asparaginase,D001215,DB00059
Asparagine-specific Enzyme,,DB00059
"Compounds used in a research, industrial, or household setting",D020313,DB00059
Delayed-Action Preparations,D003692,DB00059
Enzymes,D004798,DB00059
Enzymes and Coenzymes,D045762,DB00059
"Enzymes, Immobilized",D004800,DB00059
Ethylene Glycols,D005026,DB00059
Glycols,D006018,DB00059
Hydrolases,D006867,DB00059
Immunosuppressive Agents,D007166,DB00059
Macromolecular Substances,D046911,DB00059
Pegylated agents,,DB00059
Polymers,D011108,DB00059
Thyroxine-binding globulin inhibitors,,DB00059
"Adjuvants, Immunologic",D000276,DB00060
"Amino Acids, Peptides, and Proteins",D000602,DB00060
Anti-Infective Agents,D000890,DB00060
Antineoplastic and Immunomodulating Agents,,DB00060
Antiviral Agents,D000998,DB00060
Biological Factors,D001685,DB00060
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB00060
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB00060
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00060
Cytokines,D016207,DB00060
Immunologic Factors,D007155,DB00060
Immunomodulatory Agents,,DB00060
Intercellular Signaling Peptides and Proteins,D036341,DB00060
Interferon Type I,D007370,DB00060
Interferon-beta,D016899,DB00060
Interferons,D007372,DB00060
Peptides,D010455,DB00060
Proteins,D011506,DB00060
Recombinant Human Interferon beta,,DB00060
"Adjuvants, Immunologic",D000276,DB00061
Aminohydrolases,D000619,DB00061
Antineoplastic and Immunomodulating Agents,,DB00061
Bovine Intestinal Adenosine Deaminase,,DB00061
Drug Carriers,D004337,DB00061
Enzymes,D004798,DB00061
Enzymes and Coenzymes,D045762,DB00061
Hydrolases,D006867,DB00061
Nucleoside Deaminases,D009700,DB00061
Pegylated agents,,DB00061
Severe Combined Immunodeficiency,D016511,DB00061
Albumins,D000418,DB00062
"Amino Acids, Peptides, and Proteins",D000602,DB00062
Blood Derivatives,,DB00062
Blood Proteins,D001798,DB00062
Cardiac Function,,DB00062
Diluents,,DB00062
Human Serum Albumin,D000075462,DB00062
Increased Intravascular Volume,,DB00062
Increased Oncotic Pressure,,DB00062
Osmotic Activity,,DB00062
Proteins,D011506,DB00062
Serum Albumin,D012709,DB00062
"Amino Acids, Peptides, and Proteins",D000602,DB00063
Antiplatelet agents,D010975,DB00063
Blood and Blood Forming Organs,,DB00063
Decreased Platelet Aggregation,,DB00063
Hematologic Agents,D006401,DB00063
Peptides,D010455,DB00063
"Peptides, Cyclic",D010456,DB00063
Platelet Aggregation Inhibitors Excl. Heparin,,DB00063
Agents Causing Muscle Toxicity,,DB00065
Agents reducing cytokine levels,,DB00065
"Amino Acids, Peptides, and Proteins",D000602,DB00065
Antibodies,D000906,DB00065
"Antibodies, Monoclonal",D000911,DB00065
Antineoplastic and Immunomodulating Agents,,DB00065
Antirheumatic Agents,D018501,DB00065
Biological Products,D001688,DB00065
Biologics for Rheumatoid Arthritis Treatment,,DB00065
Blood Proteins,D001798,DB00065
Complex Mixtures,D045424,DB00065
Dermatologicals,D003879,DB00065
Disease-modifying Antirheumatic Agents,,DB00065
Gastrointestinal Agents,D005765,DB00065
Globulins,D005916,DB00065
Immunoglobulins,D007136,DB00065
Immunoproteins,D007162,DB00065
Immunosuppressive Agents,D007166,DB00065
Proteins,D011506,DB00065
Serum Globulins,D012712,DB00065
Tumor Necrosis Factor Alpha (TNF-α) Inhibitors,,DB00065
Tumor Necrosis Factor Blocker,,DB00065
Tumor Necrosis Factor Receptor Blocking Activity,,DB00065
"Amino Acids, Peptides, and Proteins",D000602,DB00066
Chorionic Gonadotropin,D006063,DB00066
Follicle Stimulating Hormone,D005640,DB00066
Genito Urinary System and Sex Hormones,,DB00066
Gonadotropins,D006062,DB00066
Gonadotropins and Antigonadotropins,,DB00066
"Gonadotropins, Pituitary",D006065,DB00066
Hormones,D006728,DB00066
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00066
Peptide Hormones,D036361,DB00066
Peptides,D010455,DB00066
Pituitary Hormones,D010907,DB00066
"Pituitary Hormones, Anterior",D010908,DB00066
Placental Hormones,D010926,DB00066
Pregnancy Proteins,D011257,DB00066
Proteins,D011506,DB00066
Sex Hormones and Modulators of the Genital System,,DB00066
Thyroid Products,D013972,DB00066
"Amino Acids, Peptides, and Proteins",D000602,DB00067
Antidiuretic Agents,D050034,DB00067
Arginine Vasopressin,D001127,DB00067
"Arginine Vasopressin, agonists",,DB00067
"Arginine Vasopressin, analogs & derivatives",,DB00067
"Arginine Vasopressin, antagonists & inhibitors",,DB00067
Cardiovascular Agents,D002317,DB00067
Coagulants,D003029,DB00067
Hematologic Agents,D006401,DB00067
Hemostatics,D006490,DB00067
Hormones,D006728,DB00067
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00067
Natriuretic Agents,D045283,DB00067
Nerve Tissue Proteins,D009419,DB00067
