Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,GIBSONS GARDEN MACHINERY LTD,A0001201, 02/07/2015,�139.49,PCO0262934,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,G B SIGNS SOLUTIONS LIMITED,A0001202, 30/07/2015,�176.60,HED0263664,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,JEWSON LIMITED,A0001323, 23/07/2015,�133.25,REG0263494,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,J HARGREAVES,A0001359, 30/07/2015,�25.00,PCO0263612,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0001365, 23/07/2015,�100.00,DAL0263542,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0001365, 30/07/2015,�100.00,DAL0263655,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 09/07/2015,�7.36,PCO0263059,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 02/07/2015,�24.46,PCO0262929,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 09/07/2015,�23.65,PCO0263105,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�3.81,HED0263248,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 30/07/2015,�7.12,HED0263595,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 30/07/2015,�10.00,HED0263595,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�13.12,HED0263249,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�17.21,HED0263249,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 23/07/2015,�18.10,HED0263502,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�27.85,HED0263249,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 30/07/2015,�42.42,HED0263595,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�73.68,HED0263249,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�99.74,HED0263249,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 09/07/2015,�16.72,REG0263047,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 23/07/2015,�31.04,REG0263492,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 23/07/2015,�38.84,REG0263322,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 23/07/2015,�49.36,REG0263323,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,LANLEE SUPPLIES LIMITED,A0001672, 16/07/2015,�155.36,REG0263142,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,-�24.85,PCO4004673,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�4.95,PCO0263469,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�17.92,PCO0263486,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�24.17,PCO0263467,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�24.85,PCO0263469,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LBS WORLDWIDE LIMITED,A0001673, 02/07/2015,�5.82,PCO0262961,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�23.61,PCO0263485,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Capital Costs,Capital : Payments,LBS WORLDWIDE LIMITED,A0001673, 23/07/2015,�93.10,PCO0263459,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 02/07/2015,�2.91,PCO0262926,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�8.36,PCO0263622,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 16/07/2015,�16.00,PCO0263275,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 02/07/2015,�18.34,PCO0262926,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 02/07/2015,�22.24,PCO0262926,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 02/07/2015,�23.12,PCO0262926,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�37.97,PCO0263706,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 09/07/2015,�57.42,PCO0263053,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�59.50,PCO0263622,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�66.61,PCO0263622,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 09/07/2015,�0.69,PCO0263054,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 09/07/2015,�16.63,PCO0263054,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 09/07/2015,�26.82,PCO0263054,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 09/07/2015,�27.03,PCO0263054,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 16/07/2015,�115.16,PCO0263277,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 16/07/2015,�51.24,PCO0263276,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�43.50,PCO0263621,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�43.50,PCO0263621,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�61.12,PCO0263622,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,DICK LEIGH,A0001675, 30/07/2015,�63.74,PCO0263705,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Lubricants,DICK LEIGH,A0001675, 30/07/2015,�115.50,PCO0263622,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,DICK LEIGH,A0001675, 09/07/2015,�216.00,PCO0263054,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANCASHIRE COUNTY COUNCIL,A0001690, 09/07/2015,�250.75,HED0263212,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LANCASHIRE COUNTY COUNCIL,A0001690, 23/07/2015,�388.00,HED0263594,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Trade Refuse Charges,LANCASHIRE COUNTY COUNCIL,A0001690, 16/07/2015,"�57,862.20",OPS0263213,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Search Fees,LANCASHIRE COUNTY COUNCIL,A0001690, 09/07/2015,�753.00,DAL0263179,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,LANCASHIRE COUNTY COUNCIL,A0001690, 16/07/2015,"�1,676.57",HED0263370,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Capital Financing Costs,Lease costs:Computer (Orchard),LANCASHIRE COUNTY COUNCIL,A0001690, 16/07/2015,"�6,506.75",OPS0263308,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,LANCASHIRE COUNTY COUNCIL,A0001690, 09/07/2015,�674.00,HED0263214,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 23/07/2015,"�2,004.00",HMR0263520,No,N/A,N,CHECK,�334.00
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 09/07/2015,"�2,249.00",HMR0263097,No,N/A,N,CHECK,�374.83
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 23/07/2015,"�2,372.00",HMR0263521,No,N/A,N,CHECK,�395.33
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690, 23/07/2015,"�2,852.00",HMR0263522,No,N/A,N,CHECK,�475.33
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,MONK OF COLNE LTD,A0001828, 23/07/2015,"�16,106.35",HED0263480,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,MONK OF COLNE LTD,A0001828, 30/07/2015,"�3,862.80",HED0263729,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,MONK OF COLNE LTD,A0001828, 09/07/2015,"�15,199.47",HED0263238,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 16/07/2015,�45.00,OPS0263211,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 30/07/2015,�45.00,OPS0263718,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Paid in the Year,JOHN MACADAM & SON (GARAGES) LTD,A0001846, 16/07/2015,�45.00,OPS0263216,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,NELSON JOINERY LTD,A0001969, 23/07/2015,"�2,413.30",EST0263578,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 16/07/2015,�651.14,AAS0263391,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 16/07/2015,�682.75,AAS0263392,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�474.74,EST0263025,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 23/07/2015,�385.44,EST0263575,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�161.05,EST0263027,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�195.30,EST0263033,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 16/07/2015,�223.63,EST0263386,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 23/07/2015,�30.96,EST0263574,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 30/07/2015,�13.01,EST0263676,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 30/07/2015,�15.21,EST0263676,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�50.37,EST0263029,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 09/07/2015,�409.82,EST0263171,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�670.79,EST0263030,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 23/07/2015,�13.46,EST0263572,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�108.70,EST0263032,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 02/07/2015,�112.04,EST0263028,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 09/07/2015,"�1,264.51",OPS0263117,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,UNITED UTILITIES,A0001986, 09/07/2015,"�2,459.96",OPS0263118,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,F NUTTER & SONS,A0002037, 16/07/2015,�150.00,EST0263378,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,F NUTTER & SONS,A0002037, 16/07/2015,�387.80,EST0263378,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 02/07/2015,�48.75,PCO0262928,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,OPTION HYGIENE LIMITED,A0002063, 23/07/2015,�67.08,PCO0263471,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,OPTION HYGIENE LIMITED,A0002063, 09/07/2015,�13.05,PCO0263103,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,OPTION HYGIENE LIMITED,A0002063, 09/07/2015,�50.00,PCO0263108,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,OPTION HYGIENE LIMITED,A0002063, 16/07/2015,�21.67,OPS0263327,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,OPTION HYGIENE LIMITED,A0002063, 16/07/2015,�25.01,OPS0263175,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 09/07/2015,�17.00,OPS0263098,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 16/07/2015,�25.50,OPS0263341,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 30/07/2015,�34.00,OPS0263712,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 16/07/2015,�195.00,OPS0263344,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063, 16/07/2015,"�1,468.50",OPS0263346,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,POWER PIPES (PENDLE) LIMITED,A0002089, 23/07/2015,�27.39,PCO0263482,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,PENDLE SIGNS & PLASTICS LTD,A0002112, 09/07/2015,�90.00,REG0263244,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,NATIONWIDE MARQUEE HIRE,A0002120, 30/07/2015,�126.25,PCO0263713,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,PRIMET COMMUNITY CENTRE,A0002171, 02/07/2015,�12.00,DAL0263031,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,HERITAGE TRUST FOR THE NORTH WEST,A0002183, 23/07/2015,"�61,971.00",AAS0263637,Yes,508300,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 09/07/2015,�287.92,PCO0263115,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 02/07/2015,�361.12,PCO0262962,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 16/07/2015,�361.12,PCO0263283,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 23/07/2015,�361.12,PCO0263484,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 30/07/2015,�361.12,PCO0263715,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 09/07/2015,�767.98,PCO0263116,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 02/07/2015,�806.65,PCO0262963,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 16/07/2015,"�1,198.93",PCO0263353,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,PENDLE PERSONNEL LTD,A0002198, 23/07/2015,"�2,154.75",PCO0263488,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198, 16/07/2015,�210.00,OPS0263218,No,N/A,N,n/A,
