Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,04/03/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,04/03/2016,"£1,908.67",MISC CHARGES,V000981640
ROCHDALE BOROUGH COUNCIL,11/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,11/03/2016,"£10,000.00",PROPERTY REFURBISHMENT (HOUSING),V000981662
ROCHDALE BOROUGH COUNCIL,14/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,PETRUS,14/03/2016,"£9,950.00",CONTRACTED SERVICES,V000981697
ROCHDALE BOROUGH COUNCIL,11/03/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,11/03/2016,£742.50,ACTIVITIES,V000981742
ROCHDALE BOROUGH COUNCIL,11/03/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,11/03/2016,"£4,125.00",ACTIVITIES,V000981744
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,04/03/2016,£750.00,ADOPTION PAYMENTS,V000981772
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,04/03/2016,£750.00,ADOPTION PAYMENTS,V000981773
ROCHDALE BOROUGH COUNCIL,08/03/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,08/03/2016,"£13,500.00",EXTERNALLY MANAGED FUNDS,V000981777
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,15/03/2016,"£44,100.00",EXTERNALLY MANAGED FUNDS,V000981778
ROCHDALE BOROUGH COUNCIL,16/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE BOROUGHWIDE HOUSING,16/03/2016,"£1,183.93",SERVICE LEVEL AGREEMENTS,V000981784
ROCHDALE BOROUGH COUNCIL,11/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,11/03/2016,"£5,000.00",PROPERTY REFURBISHMENT (HOUSING),V000981788
ROCHDALE BOROUGH COUNCIL,11/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,11/03/2016,"£15,000.00",FEES -CONSTRUCTION CONVERSION RENOVATION,V000981790
ROCHDALE BOROUGH COUNCIL,11/03/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,11/03/2016,£720.00,ACTIVITIES,V000981809
ROCHDALE BOROUGH COUNCIL,09/03/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,09/03/2016,£823.35,BUILDING SECURITY WORKS,V000981849
ROCHDALE BOROUGH COUNCIL,23/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASTRA ALARMS SYSTEMS LTD,23/03/2016,"£2,277.00",IMPROVEMENTS-MODERNISATION,V000981860
ROCHDALE BOROUGH COUNCIL,16/03/2016,FINANCE SERVICES,TRAFFORD MBC,16/03/2016,"£105,500.00",OTHER LOCAL AUTHORITIES,V000981930
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,ASSOCIATED BOARD OF ROYAL SCHOOLS MUSIC,15/03/2016,£916.00,EXAM EXPENSES,V000981949
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,DSG RETAIL LIMITED,15/03/2016,"£2,624.93",EQUIPMENT - GENERAL,V000981980
ROCHDALE BOROUGH COUNCIL,15/03/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£559.50,GAS,V000981987
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,"£4,724.63",GAS,V000981989
ROCHDALE BOROUGH COUNCIL,15/03/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,"£3,085.63",GAS,V000981990
ROCHDALE BOROUGH COUNCIL,11/03/2016,FINANCE SERVICES,ROSSENDALES,11/03/2016,£887.04,INPUT VAT -  ADJUSTMENTS,V000981994
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£652.79,GAS,V000981995
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£672.88,WATER CHARGES,V000982020
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,TABARD INTERNATIONAL LTD,01/03/2016,"£6,042.00",EQUIPMENT - GENERAL,V000982043
ROCHDALE BOROUGH COUNCIL,07/03/2016,EARLY HELP AND SCHOOLS,CUMBERLAND SCHOOL,07/03/2016,"£16,149.00",OTHER LA`S - SEN PROVISION,V000982086
ROCHDALE BOROUGH COUNCIL,07/03/2016,EARLY HELP AND SCHOOLS,CUMBERLAND SCHOOL,07/03/2016,"£8,074.50",OTHER LA`S - SEN PROVISION,V000982087
ROCHDALE BOROUGH COUNCIL,04/03/2016,EARLY HELP AND SCHOOLS,CUMBERLAND SCHOOL,04/03/2016,"£1,615.00",TRAVELLING GENERAL EXPENSES,V000982088
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,WATERLOO LODGE SCHOOL LIMITED,02/03/2016,£840.00,TRAVELLING GENERAL EXPENSES,V000982096
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,02/03/2016,"£10,592.07",OTHER LA`S - SEN PROVISION,V000982097
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,BELMONT SCHOOL LIMITED,02/03/2016,"£10,390.32",OTHER LA`S - SEN PROVISION,V000982098
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,LANCASHIRE COUNTY COUNCIL,02/03/2016,"£3,580.00",OTHER EST - SEN PROVISION,V000982099
ROCHDALE BOROUGH COUNCIL,17/03/2016,EARLY HELP AND SCHOOLS,LEVER PARK LEARNING TRUST,17/03/2016,£900.00,INDEPENDENT UNITS,V000982103
ROCHDALE BOROUGH COUNCIL,16/03/2016,EARLY HELP AND SCHOOLS,ROCHDALE CONNECTION TRUST,16/03/2016,£600.00,TRAINING,V000982162
ROCHDALE BOROUGH COUNCIL,07/03/2016,EARLY HELP AND SCHOOLS,HEALTH MATTERS EDUCATION LTD,07/03/2016,"£1,147.40",ACTIVITIES,V000982594
ROCHDALE BOROUGH COUNCIL,02/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,02/03/2016,"£1,950.00",EQUIPMENT - GENERAL,V000982597
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,OPEN OBJECTS SOFTWARE LTD,01/03/2016,"£6,000.00",REPROGRAPHIC EXPENSES,V000982598
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,15/03/2016,"£1,800.00",COSTS MET BY SCHOOL,V000982661
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,15/03/2016,"£1,800.00",COSTS MET BY SCHOOL,V000982674
ROCHDALE BOROUGH COUNCIL,15/03/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,15/03/2016,"£1,800.00",COSTS MET BY SCHOOL,V000982675
ROCHDALE BOROUGH COUNCIL,01/03/2016,PUBLIC HEALTH,CANT DANCE CAN,01/03/2016,£520.00,ACTIVITIES,V000982686
ROCHDALE BOROUGH COUNCIL,21/03/2016,ECONOMY DIRECTORATE,SKYLIGHT CIRCUS ARTS,21/03/2016,"£2,500.00",ACTIVITIES,V000982696
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,"£3,323.17",GAS,V000982700
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,YOUTH JUSTICE BOARD,04/03/2016,"£5,467.00",SERVICE LEVEL AGREEMENTS,V000982713
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,YOUTH JUSTICE BOARD,04/03/2016,"£1,239.00",SERVICE LEVEL AGREEMENTS,V000982715
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,YOUTH JUSTICE BOARD,04/03/2016,"£5,310.00",SERVICE LEVEL AGREEMENTS,V000982716
ROCHDALE BOROUGH COUNCIL,15/03/2016,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£605.69,ONGOING DISBURSEMENTS,V000982719
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£624.27,GAS,V000982721
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,"£1,651.98",GAS,V000982730
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£656.42,GAS,V000982732
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£965.20,GAS,V000982806
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,"£1,045.92",GAS,V000982850
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,15/03/2016,£761.24,GAS,V000982865
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,04/03/2016,"-£1,021.98",GAS,V000982965
ROCHDALE BOROUGH COUNCIL,24/03/2016,CHILDREN’S SOCIAL CARE,GERALD BROWNE,24/03/2016,"£1,560.00",PROFESSIONAL FEES,V000983221
ROCHDALE BOROUGH COUNCIL,16/03/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,16/03/2016,"£1,440.00",IMPROVEMENTS-MODERNISATION,V000983237
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,YOUTH JUSTICE BOARD,04/03/2016,"£5,487.00",SERVICE LEVEL AGREEMENTS,V000983239
ROCHDALE BOROUGH COUNCIL,01/03/2016,FINANCE SERVICES,CIPFA BUSINESS LIMITED,01/03/2016,"£6,175.00",TRAINING-NON QUALIFICATION,V000983244
ROCHDALE BOROUGH COUNCIL,16/03/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,16/03/2016,"£10,475.04","DEV CAP - NEW CONSTRUCTION,CONVERSION",V000983246
ROCHDALE BOROUGH COUNCIL,16/03/2016,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,16/03/2016,"£22,093.00","DEV CAP - NEW CONSTRUCTION,CONVERSION",V000983260
ROCHDALE BOROUGH COUNCIL,11/03/2016,FINANCE SERVICES,THE PENNINE ACUTE HOSPITALS NHS TRUST,11/03/2016,"£19,524.99",OCCUPATIONAL HEALTH,V000983298
ROCHDALE BOROUGH COUNCIL,16/03/2016,PUBLIC HEALTH,MANCHESTER CITY COUNCIL,16/03/2016,£620.00,TRAINING-NON QUALIFICATION,V000983300
ROCHDALE BOROUGH COUNCIL,02/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,GLOBAL TREE VISION LTD,02/03/2016,"£2,000.00",EQUIPMENT - GENERAL,V000983321
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,WARNER ENTERTAINMENTS LTD,01/03/2016,"£1,250.00",MARKETING EXPENDITURE,V000983328
ROCHDALE BOROUGH COUNCIL,02/03/2016,ECONOMY DIRECTORATE,NO WORRIES IT LTD,02/03/2016,"£8,000.00",BASIC SALARIES,V000983336
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,MANTRA LINGUA LTD,01/03/2016,£800.00,PRINTING & STATIONERY,V000983363
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,BEECHWOOD TREE SERVICES NORTHWEST LTD,01/03/2016,"£1,700.00",ACTIVITIES,V000983364
ROCHDALE BOROUGH COUNCIL,02/03/2016,ECONOMY DIRECTORATE,NO WORRIES IT LTD,02/03/2016,"£6,600.00",BASIC SALARIES,V000983372
ROCHDALE BOROUGH COUNCIL,01/03/2016,PROPERTY AND HIGHWAYS,W H GOOD LIMITED,01/03/2016,"£2,379.17",IMPROVEMENTS-MODERNISATION,V000983378
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,IMPERIAL POLYTHENE PRODUCTS LTD,01/03/2016,"£1,981.54",VEHICLE MAINTENANCE,V000983379
ROCHDALE BOROUGH COUNCIL,01/03/2016,PROPERTY AND HIGHWAYS,G E GRIFFITHS LIMITED,01/03/2016,"£2,150.95",IMPROVEMENTS-MODERNISATION,V000983380
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,02/03/2016,"£5,024.85",TRANSACTIONS-EXPENDITURE,V000983384
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,02/03/2016,"£8,388.82",PROPERTY - WORKS ELEMENT,V000983384
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,SYNTAX CONTROLS LIMITED,02/03/2016,"£16,735.44",PROPERTY - WORKS ELEMENT,V000983384
ROCHDALE BOROUGH COUNCIL,02/03/2016,PUBLIC HEALTH,VIRGIN CARE SERVICES LIMITED,02/03/2016,"£191,340.00",PH PENNINE CARE CONTRACT,V000983385
ROCHDALE BOROUGH COUNCIL,14/03/2016,EARLY HELP AND SCHOOLS,ELAINE HIBBERT EDUCATION CONSULTANT,14/03/2016,£900.00,CURRICULUM DEVELOPMENT,V000983386
ROCHDALE BOROUGH COUNCIL,21/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,JMHA,21/03/2016,"£2,500.00",PROPERTY REFURBISHMENT (HOUSING),V000983405
ROCHDALE BOROUGH COUNCIL,21/03/2016,PUBLIC HEALTH,MANCHESTER DOGS HOME,21/03/2016,£864.12,CONTRACTED SERVICES,V000983422
ROCHDALE BOROUGH COUNCIL,21/03/2016,PUBLIC HEALTH,MANCHESTER DOGS HOME,21/03/2016,£909.60,CONTRACTED SERVICES,V000983423
ROCHDALE BOROUGH COUNCIL,10/03/2016,ECONOMY DIRECTORATE,TALKTALK BUSINESS,10/03/2016,£589.88,SUPPLIES AND SERVICES PROVISION,V000983439
ROCHDALE BOROUGH COUNCIL,03/03/2016,EARLY HELP AND SCHOOLS,DALEPRINT,03/03/2016,"£1,113.00",REPROGRAPHIC EXPENSES,V000983484
ROCHDALE BOROUGH COUNCIL,31/03/2016,PUBLIC HEALTH,THE PENNINE ACUTE HOSPITALS NHS TRUST,31/03/2016,"£14,969.00",PH OTHER CONTRACTS,V000983543
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/03/2016,"£12,442.20",MAINTENANCE,V000983555
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,02/03/2016,"£148,405.91",ROADWORKS,V000983556
ROCHDALE BOROUGH COUNCIL,02/03/2016,PROPERTY AND HIGHWAYS,JACKSON JACKSON & SONS LTD,02/03/2016,"£2,756.53",TRANSACTIONS-EXPENDITURE,V000983559
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,JACKSON JACKSON & SONS LTD,02/03/2016,"£13,782.63",IMPROVEMENTS-MODERNISATION,V000983559
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,TERBERG MATEC UK LIMITED,01/03/2016,"£2,706.81",VEHICLE MAINTENANCE,V000983566
ROCHDALE BOROUGH COUNCIL,18/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,LINK4LIFE (CHARITY),18/03/2016,"£1,488.00",ACTIVITIES,V000983592
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,INCLUSIVE TECHNOLOGY LTD,02/03/2016,£565.25,EQUIPMENT - GENERAL,V000983619
ROCHDALE BOROUGH COUNCIL,02/03/2016,EARLY HELP AND SCHOOLS,INCLUSIVE TECHNOLOGY LTD,02/03/2016,£801.80,EQUIPMENT - GENERAL,V000983619
ROCHDALE BOROUGH COUNCIL,14/03/2016,CHILDREN’S SOCIAL CARE,THE UNIVERSITY OF SALFORD,14/03/2016,£870.00,TRAINING,V000983620
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,15/03/2016,"-£3,185.00",TAXI HIRE,V000983720
ROCHDALE BOROUGH COUNCIL,03/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,BALMERS GM LTD,03/03/2016,"£3,280.00",PURCHASE OF PLANT AND MACHINERY,V000983727
ROCHDALE BOROUGH COUNCIL,03/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,BALMERS GM LTD,03/03/2016,"£4,290.00",PURCHASE OF PLANT AND MACHINERY,V000983727
ROCHDALE BOROUGH COUNCIL,03/03/2016,PUBLIC HEALTH,STRAND PHARMACY,03/03/2016,£722.39,PH LCS PAYMENTS,V000983742
ROCHDALE BOROUGH COUNCIL,14/03/2016,CHILDREN’S SOCIAL CARE,THE UNIVERSITY OF SALFORD,14/03/2016,£870.00,TRAINING,V000983752
ROCHDALE BOROUGH COUNCIL,03/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,PIONEER TREE SERVICES LIMITED,03/03/2016,£575.00,EQUIPMENT - GENERAL,V000983753
ROCHDALE BOROUGH COUNCIL,02/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROTOMATION UK,02/03/2016,"£1,100.00","TREES, SHRUBS, PLANTS",V000983773
ROCHDALE BOROUGH COUNCIL,17/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,17/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983910
ROCHDALE BOROUGH COUNCIL,17/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,17/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983911
ROCHDALE BOROUGH COUNCIL,17/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,17/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983912
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,15/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983914
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,15/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983915
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,15/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983916
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,15/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983917
ROCHDALE BOROUGH COUNCIL,15/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,15/03/2016,£500.00,OTHER MEDICAL EXPENSES,V000983918
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,04/03/2016,"£1,880.00",EQUIPMENT - GENERAL,V000983939
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,F R SHARROCK LIMITED,04/03/2016,"£2,760.00",PURCHASE OF PLANT AND MACHINERY,V000983941
ROCHDALE BOROUGH COUNCIL,17/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,BRENTWOOD,17/03/2016,"£18,250.00",GRANTS TO THE VOLUNTARY SECTOR,V000983962
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,04/03/2016,"£37,118.10",PROPERTY REFURBISHMENT (HOUSING),V000983963
ROCHDALE BOROUGH COUNCIL,11/03/2016,EARLY HELP AND SCHOOLS,ST BARTHOLOMEWS CE PRIMARY,11/03/2016,"£1,284.00",OTHER EST - SEN PROVISION,V000983966
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,04/03/2016,"£71,835.28",PROPERTY REFURBISHMENT (HOUSING),V000983975
ROCHDALE BOROUGH COUNCIL,04/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,04/03/2016,"£54,266.00",PROPERTY REFURBISHMENT (HOUSING),V000983976
ROCHDALE BOROUGH COUNCIL,03/03/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/03/2016,£700.00,FEES / COMMISSION,V000984018
ROCHDALE BOROUGH COUNCIL,03/03/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/03/2016,"£2,100.00",FEES / COMMISSION,V000984029
ROCHDALE BOROUGH COUNCIL,03/03/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/03/2016,£700.00,FEES / COMMISSION,V000984032
ROCHDALE BOROUGH COUNCIL,03/03/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,03/03/2016,"£2,100.00",FEES / COMMISSION,V000984037
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,ALPHA PLUS FOSTERING,04/03/2016,"£2,967.01",FOSTER PARENTS BASIC ALLOWANCE,V000984078
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,ALPHA PLUS FOSTERING,04/03/2016,"£2,878.00",FOSTER PARENTS BASIC ALLOWANCE,V000984081
ROCHDALE BOROUGH COUNCIL,04/03/2016,CHILDREN’S SOCIAL CARE,ALPHA PLUS FOSTERING,04/03/2016,"£3,217.49",FOSTER PARENTS BASIC ALLOWANCE,V000984087
ROCHDALE BOROUGH COUNCIL,07/03/2016,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,07/03/2016,"£12,400.00",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V000984100
ROCHDALE BOROUGH COUNCIL,07/03/2016,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,07/03/2016,"£12,798.66",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V000984101
ROCHDALE BOROUGH COUNCIL,07/03/2016,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,07/03/2016,"£14,547.99",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V000984102
ROCHDALE BOROUGH COUNCIL,07/03/2016,CHILDREN’S SOCIAL CARE,FOSTERING OUTCOMES LTD,07/03/2016,"£2,923.92",FOSTER PARENTS BASIC ALLOWANCE,V000984128
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,THE TOGETHER TRUST,01/03/2016,"£2,848.96",ACTIVITIES,V000984136
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE & DIST CITIZENS ADVICE BUREAU,01/03/2016,"£38,333.33",CITIZENS ADVICE BUREAU,V000984137
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,SKYLIGHT CIRCUS ARTS,01/03/2016,"£1,143.17",ACTIVITIES,V000984138
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),01/03/2016,"£4,797.50",ACTIVITIES,V000984140
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,LINK4LIFE (CHARITY),01/03/2016,"£4,807.50",ACTIVITIES,V000984141
ROCHDALE BOROUGH COUNCIL,01/03/2016,PUBLIC HEALTH,LINK4LIFE (TRADING),01/03/2016,"£13,846.00",LINK 4 LIFE CONTRACT,V000984142
ROCHDALE BOROUGH COUNCIL,01/03/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),01/03/2016,"£36,750.00",LINK 4 LIFE CONTRACT,V000984143
ROCHDALE BOROUGH COUNCIL,01/03/2016,PUBLIC HEALTH,LINK4LIFE (CHARITY),01/03/2016,"£235,000.00",LINK 4 LIFE CONTRACT,V000984143
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,PENNINE CARE NHS,01/03/2016,"£154,545.00",CONTRACTED SERVICES,V000984144
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE BOROUGHWIDE HOUSING,01/03/2016,"£50,580.83",CONTRACTS,V000984149
ROCHDALE BOROUGH COUNCIL,01/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE FOODBANK,01/03/2016,£750.00,SUPPLIES AND SERVICES PROVISION,V000984151
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,RAINBOW SCENT,01/03/2016,"£2,250.00",ACTIVITIES,V000984153
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,SHINING STARS SWIMMING SCHEME,01/03/2016,"£1,875.00",ACTIVITIES,V000984154
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,01/03/2016,"£4,668.90",ACTIVITIES,V000984155
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,ENLIGHTENING,01/03/2016,"£3,090.33",ACTIVITIES,V000984156
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,ROCHDALE GATEWAY LEISURE LIMITED,01/03/2016,"£2,451.75",ACTIVITIES,V000984157
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,TRUE SERENITY LTD,01/03/2016,£752.00,ACTIVITIES,V000984158
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,BARNARDOS,01/03/2016,"£10,703.66",ACTIVITIES,V000984159
ROCHDALE BOROUGH COUNCIL,01/03/2016,EARLY HELP AND SCHOOLS,RAINBOW TRUST CHILDRENS CHARITY,01/03/2016,"£1,299.33",ACTIVITIES,V000984160
