Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Williams Inc Ltd,"Room 1, 3 Park Street, Sowerby Bridge, HX6 2BF",77697702,"C/O Mr G Williams, 24 Carlton Grove, Elland, HX5 9PR",1250,Offices And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 18B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628860,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1975,Offices And Premises,Rateable Value below threshold
,"45 Crown Street, Halifax, HX1 1JB",64756045,,6000,Restaurant And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 5A Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212761,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",880,Store And Premises,Listed Building
Rosehill Polymers Ltd,"Unit B, Spring Bank Industrial Est., Watson Mill Lane, Sowerby Bridge      HX6 3BW",77644721,"Rose Hill Mills, Beech Road, Sowerby Bridge, HX6 2JT",83500,Factory and Premises,Empty Relief - Post 01/04/2008
Firth Steels Ltd,"River Street, Brighouse, HD6 1NH",29492710,"Unit 2, Calder Bank, River Street, Brighouse, HD6 1LJ",124000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Suite H M 2.17, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",65344958,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",780,Office,Empty Property - RV < 15000
Industrial Supplies Todmorden Ltd,"St Aidans Arts, Bacup Road, Todmorden, OL14 7PJ",78024757,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",3350,Workshop And Premises,Empty Relief - Post 01/04/2008
Hebden Bridge Community Association,"Unit 33 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500753,"Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",1925,Offices And Premises,Empty Property - RV < 15000
,"Glen Cottage, Woodbine Terrace, Todmorden, OL14 8NL",78532700,,2950,Club and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Unit BMG/W1, Dean Clough Mills, Halifax, HX3 5AX",64885720,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",10250,Restaurant And Premises,Listed Building
Dean Clough Ltd,"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",64296738,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",13500,Retail Area & Premises,Listed Building
Kino & Co,"Unit 9 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",65344766,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2500,Store And Premises,Rateable Value below threshold
,"Ground & First Floors, 51 Crown Street, Halifax, HX1 1JB",64756736,,5100,Shop and Premises,Listed Building
,"The Maltings, Halifax Road, Elland, HX5 0SH",56116725,,52000,Showroom And Premises,Empty Relief - Post 01/04/2008
Johnson Cleaners Uk Ltd,"13 Commercial Street, Brighouse, HD6 1AF",29196013,"C/O Bellrock F M Ltd, Enterprise House, Sunningdale Road, Leicester, LE3 1UR",15250,Shop and Premises,Empty Relief - Post 01/04/2008
,"Jagger Green Hall, Holywell Green, Halifax, HX4 9DE",65452702,,7300,Slaughterhouse and Premises,Empty Relief - Post 01/04/2008
Deanhurst Garages Ltd,"St Giles Road, Lightcliffe, Halifax, HX3 8BG",68720700,"Fao Mr D Garside, St Giles Road, Lightcliffe, Halifax, HX3 8BG",13500,Garage And Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Unit L3, L Block, Dean Clough Office Park, Halifax              HX3 5AX",64784867,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",800,Store,Listed Building
Bayford & Co Ltd,"1 Hall Street, Brighouse, HD6 1JY",29302701,"Bowcliffe Hall, Bramham, Wetherby, LS23 6LP",12750,Offices and Premises,Listed Building
,"2/3/4 Deal Street, Halifax, HX1 1QX",64780700,,34750,Showroom And Premises,Listed Building
Calderdale Mbc Markets Manager,"Balcony Store 3, Borough Market, Halifax, HX1 1DZ",64288776,"19 Albion Street, Halifax, HX1 1DU",167,Store And Premises,Listed Building
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref W Y K 7033, Granny Hall Lane, Brighouse            HD6 2JJ",29276701,"C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",2800,Communication Station and Premises,Unoccupied Land
Hawkhead Bray & Son Ltd,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX",68248731,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",260,Store And Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"23 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252728,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2500,Shop and Premises,Listed Building
Halifax Property Services Ltd,"Basement Right Hand, Jubilee Mill, West Parade, Halifax              HX1 2TA",69360723,"Fagley Lane, Eccleshill, Bradford, BD2 3NT",2075,Store And Premises,Empty Property - RV < 15000
Westfield Properties,"Store Ref 1, West Street, Todmorden, OL14 5HY",78520705,"1st Floor Offices, 4 West Street, Todmorden, OL14 5HY",1600,Store And Premises,Rateable Value below threshold
Calderdale Mbc,"24 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252024,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
"Armitage, Hewitt & Hellowell","Room 5 1st Floor, 6 Market Street, Halifax, HX1 1RN",65736727,"C/O Bramleys, 16 St George Square, Huddersfield, HD1 1JF",1200,Offices and Premises,Listed Building
Heathleigh Ltd,"1st Floor Over Unit 1, Woodman Works, South Lane, Elland              HX5 0HQ",56220722,"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",1300,Workshop And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 7c, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352723,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1675,Workshop And Premises,Listed Building
Industrial Supplies Todmorden Ltd,"Part 1ST Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024734,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",1725,Store And Premises,Rateable Value below threshold
,"Town Hall Buildings, Elland, HX5 9AJ",56236700,,12750,Gymnasium And Premises,Listed Building
Industrial Supplies Todmorden Ltd,"Part Second Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",78024738,"Part 1st Floor, St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",400,Store And Premises,Rateable Value below threshold
P & M Services Ltd,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",78024701,"New House, Colden, Hebden Bridge, HX7 7HD",10500,Factory and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"9 The Colonade, Piece Hall, Halifax, HX1 1RE",68252767,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
Calderdale Mbc - Chief Executives Office,"Office Suite G3, Dean Clough Mills, Halifax, HX3 5AX",64296714,"Fao Julie Midgley, Office Suite G3, Dean Clough Mills, Halifax, HX3 5AX",104000,Offices and Premises,Listed Building
J Speak & Co Ltd,"Unit 5, North Dean Mills, Stainland Road, Greetland           HX4 8LS",68772726,"North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",1425,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Mill House Works, Mill House Lane, Triangle, HX6 3LN",77352735,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",530,Workshop And Premises,Listed Building
,"2 Boston Street, Sowerby Bridge, HX6 1DP",77080002,,1875,Shop and Premises,Rateable Value below threshold
,"62 Haugh Shaw Road, Halifax, HX1 3LE",65284062,,2500,Store &  Premises,Rateable Value below threshold
,"Carlton Works, Rear Of 24 Savile Park Road, Halifax, HX1 2EN",68472700,,810,Store And Premises,Rateable Value below threshold
H.Q Leisure Ltd,"Ovenden Hall, Ovenden Road, Halifax, HX3 5QG",68156719,"Suite 1, 44 Park Drive, Bradford, BD9 4DT",42000,Offices and Premises,Listed Building
,"Unit B1, 49 Pear Street, Halifax, HX1 3UA",68232710,,2200,Workshop And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite E 145, Dean Clough Mills, Halifax, HX3 5AX",64784842,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",1625,Office,Listed Building
,"Whitegate Fisheries, Whitegate Road, Siddal, Halifax             HX3 9AD",69432700,,1950,Shop and Premises,Rateable Value below threshold
Burrwood Garage Ltd,"Miall Street Mills, Miall Street, Halifax, HX1 4AE",65788701,"Pellon Lane, Halifax, HX1 4AA",1950,Store And Premises,Rateable Value below threshold
,"Dam Head, Shibden, Halifax, HX3 7UL",64773700,,1475,Livery Stables And Premises,Listed Building
Calderdale Mbc,"21 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252729,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1575,Shop and Premises,Listed Building
British Waterways Board,"Unit 3 First Floor, No. 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128733,"Shared Service Centre, Fearns Wharf, Neptune Street, Leeds, LS9 8TB",6000,Offices and Premises,Listed Building
,"Brookfoot Lane, Southowram, Halifax, HX3 9SX",64408700,,940,Club House And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Unit 15, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164738,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1775,Store And Premises,Rateable Value below threshold
Binns & Sons (Greetland) Ltd,"Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873713,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1825,Warehouse And Premises,Rateable Value below threshold
Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA",56132765,"G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",1475,Store And Premises,Rateable Value below threshold
,"Second Floor Warehouse, 43-51 Queens Road, Halifax, HX1 3NS",68308813,,1525,Warehouse And Premises,Rateable Value below threshold
,"Wellington Street South, Halifax, HX1 2LU",69324710,,2025,Store,Rateable Value below threshold
H H Beaumont Trust,"Crown Buildings, 95/97 Halifax Road, Ripponden, Sowerby Bridge      HX6 4DA",77240715,"Fao Mr T J Eaton Walker, The Old Bridge Inn, Priest Lane, Riponden, HX6 4DF",405,Store,Rateable Value below threshold
,"Adj Central Ironworks, Gordon Street, Boothtown, Halifax              HX3 6NU",65188705,,1275,Warehouse And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite LG34, Dean Clough Industrial Park, Halifax, HX3 5AZ",64784827,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",9800,Store,Listed Building
Hawkhead Bray & Son Ltd,"Ground Floor Unit 21, Phoebe Lane Industrial Est, Phoebe Lane, Halifax              HX3 9EX",68248754,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",2100,Offices And Premises,Empty Property - RV < 15000
Greenbank Crane Services Ltd,"Unit 3, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536834,"2 Lower Sandal Farm, Deep Lane, Thornton, Bradford, BD13 3SR",1800,Warehouse And Premises,Empty Property - RV < 15000
Calderdale Mbc Children & Young People's Services,"Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",77652735,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",2750,Offices and Premises,Listed Building
Calderdale Mbc Community Services,"37 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252752,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2550,Shop and Premises,Listed Building
,"98 Parkinson Lane, Halifax, HX1 3QH",68224098,,2325,Shop and Premises,Empty Property - RV < 15000
,"Unit 1 Tubend Ltd, Stanley Street, Sowerby Bridge, HX6 2AH",77544701,,8300,Workshop And Premises,Empty Relief - Post 01/04/2008
Joseph Dobson & Sons Ltd,"32 Northgate, Elland, HX5 0RU",56180032,"26 Northgate, Elland, West Yorks, HX5 0RU",6200,Offices and Premises,Empty Relief - Post 01/04/2008
The Royal London Mutual Insurance Society,"60 Horton Street, Halifax, HX1 1QE",65388060,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",46500,Showroom And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"69 Rustic, Piece Hall, Halifax, HX1 1RE",68252779,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1725,Shop and Premises,Listed Building
,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",29052725,,4550,Offices and Premises,Empty Relief - Post 01/04/2008
,"23 Union Street South, Halifax, HX1 2LE",69148708,,2125,Shop and Premises,Empty Property - RV < 15000
Leo Sawrij Ltd,"Sect 3A Unit 6, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PS",68308820,"Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF",6500,Store and Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000,"Bar Number Fifteen, Bull Green, Halifax, HX1 2DZ",64436713,"Bull Green House, Bull Green, Halifax, HX1 2EB",16500,Public House and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"77A Mill Lane, Brighouse, HD6 1PN",29420743,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1075,Offices And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 206 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212739,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",620,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 207 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",620,Store And Premises,Listed Building
Network Rail Ltd,"Bridges Cafe Bar, Station Road, Sowerby Bridge, HX6 3LB",77552708,"Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",14000,Public House and Premises,Empty Relief - Post 01/04/2008
,"Haley Hill Works, Haley Hill, Halifax, HX3 6EA",65224729,,7500,Communication Station and Premises,Unoccupied Land
Calderdale Mbc Markets Manager,"Stalls 6/7 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068704,"19 Albion Street, Halifax, HX1 1DU",2950,Market Stall And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"44-47 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252794,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",3300,Shop and Premises,Listed Building
,"3 Wesley Court, Halifax, HX1 1UH",64748701,,1700,Shop and Premises,Rateable Value below threshold
,"Brown Hill, Soyland Town Road, Soyland, Sowerby Bridge       HX6 4ND",77516703,,3650,Store And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Land & Property Services,"64 Rustic, Piece Hall, Halifax, HX1 1RE",68252715,"Northgate House, Northgate, Halifax, HX1 1UN",2600,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"31/32 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252753,"Northgate House, Northgate, Halifax, HX1 1UN",5000,Shop and Premises,Listed Building
Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP",29636703,"Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",2650,Factory And Premises,Empty Relief - Post 01/04/2008
,"Part 1st Floor, Mount Pleasant House, Midgley Road, Mytholmroyd         HX7 5LR",76372704,,325,Store And Premises,Empty Property - RV < 15000
,"111 Bramston Street, Brighouse, HD6 3AQ",29088111,,2325,Shop and Premises,Empty Property - RV < 15000
,"9 Martin House, Martin Street, Brighouse, HD6 1DA",29408707,,1825,Offices and Premises,Empty Property - RV < 15000
,"R/O 7-10 Town Hall Buildings, Elland, HX5 0EU",56236704,,4150,Store and Premises,Listed Building
W W Leese [Hx] Ltd,"Unit 5 Lower Brea, Leeds Road, Halifax, HX3 7AQ",65612719,"Lower Brear, Leeds Road, Stump Cross, Halifax, HX3 7AQ",2025,Store And Premises,Rateable Value below threshold
Beer And Wine Direct.Com Ltd (Company Dissolved 15/12/16),"7a Commercial Street, Brighouse, HD6 1AF",29196705,"C/O Mr A D Glidewell, 22 Hillcrest Rise, Horsforth, LS16 7EL",4750,Hairdressing Salon and Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"91 Turner Avenue South, Illingworth, Halifax, HX2 8EF",69116091,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2400,Shop and Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 10b, Calderdale Business Park, Club Lane, Halifax             HX2 8AX",64628748,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",930,Office,Rateable Value below threshold
,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",76252789,,2275,Warehouse And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 3B Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212721,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,Warehouse And Premises,Listed Building
,"First Floor Room 2, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",29576710,,2475,Offices And Premises,Listed Building
Bamford Developments Limited Pension Scheme,"Unit 6 (Remainder), Dispensary Walk, Halifax, HX1 1QR",64824704,"8 St Stephen Street, Manchester, M3 6AY",5900,Offices And Premises,Listed Building
Marmerel Ltd,"Unit 3 The Old Post Office, Station Road, Sowerby Bridge, HX6 3AA",77552735,"4 Slaithwaite Gate, Golcar, Huddersfield, HD7 4NS",10500,Dance Studio And Premises,Empty Relief - Post 01/04/2008
,"32 Halifax Road, Todmorden, OL14 5QG",78192777,,5600,Shop and Premises,Empty Relief - Post 01/04/2008
,"4 Coleridge Street, Halifax, HX1 2JF",64652004,,7000,Offices and Premises,Empty Relief - Post 01/04/2008
Brogan Business Parks Ltd,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448827,"C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",6000,Offices And Premises,Empty Relief - Post 01/04/2008
,"Shoulder Of Mutton, Bridge Gate, Hebden Bridge, HX7 8EX",76060703,,29500,Public House and Premises,Flood Relief Application 2015/16
,"Sun Inn, 94 New Hey Road, Brighouse, HD6 3PZ",29432700,,7500,Public House and Premises,Empty Relief - Post 01/04/2008
