Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
19/12/2013,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,REFURB OF RDALE CEMETERY LODGE (1&2),"£11,481.15"
09/12/2013,TOTAL PHYSIOTHERAPY LIMITED,Medical,FINANCE AND PROCUREMENT,BLUE BADGES,£960.00
20/12/2013,TRAKM8 LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"£1,836.00"
11/12/2013,TRENCH RIGHT LTD,Environmental Services,PROPERTY AND HIGHWAYS,CORING,"£5,640.00"
23/12/2013,TRIX CHILDCARE LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£2,440.00"
23/12/2013,TRIX CHILDCARE LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£550.00
02/12/2013,TSL EDUCATION LIMITED,Education,EARLY HELP AND SCHOOLS,PERSONNEL,"£1,041.25"
03/12/2013,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£2,450.20"
13/12/2013,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£1,210.50"
19/12/2013,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£1,972.10"
11/12/2013,TWM TRAFFIC CONTROL SYSTEMS,Traffic Management,PROPERTY AND HIGHWAYS,NON ILLUMINATED SIGNS,"£1,788.50"
17/12/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CORPORATE SERVICES,BIBS UNIT,£504.40
18/12/2013,UNDERLEY EDUCATIONAL SERVICES,Education,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£63,666.67"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,PROPERTY AND HIGHWAYS,MANAGEMENT OF PROPERTIES,"£1,964.42"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,"£1,413.88"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLING GREENS,"£1,105.17"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,FIRGROVE PLAYING FIELDS,£791.52
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,£823.60
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,WHITWORTH ROAD,"£1,433.90"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,£637.78
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,LITTLEBOROUGH CAMPUS,"£6,010.38"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,MUSIC SERVICE HIGHWOOD,"£1,574.59"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,RONALD GORTON CENTRE,"£1,225.64"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,£766.15
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,CORPORATE SERVICES,CDOT - COMM DRUGS OUTREACH TEAM,£600.41
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,CORPORATE SERVICES,SMALLBRIDGE LIBRARY,£765.39
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£6,830.70"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,£795.79
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,PARKS HEYWOOD,"£1,477.99"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"£3,769.43"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,"£1,634.73"
10/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,345.83"
18/12/2013,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£16,518.94"
20/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£24,235.84"
20/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£2,390.00"
04/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£980.00
04/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,385.00"
04/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,598.25"
17/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,EDIT GENERAL,"£2,054.84"
17/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,EDIT GENERAL,"£1,660.00"
17/12/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,RUGBY ROAD,"£1,660.00"
09/12/2013,VENN GROUP LIMITED,Human Resources,CORPORATE SERVICES,PROPERTY SECTION,"£1,164.67"
09/12/2013,VENN GROUP LIMITED,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£1,163.80"
16/12/2013,VENN GROUP LIMITED,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£1,354.24"
17/12/2013,VIGLEN LIMITED,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£24,900.00"
03/12/2013,VOICE PRODUCTS LIMITED,Information Communication Technology,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£8,879.36"
09/12/2013,WALLACE PRINTERS LIMITED,Facilities & Management Services,PUBLIC HEALTH,INFECTIOUS DESEASES,"£1,562.00"
09/12/2013,WENDYS,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,487.26"
03/12/2013,WHICH,Education,CORPORATE SERVICES,BIBS UNIT,£585.00
09/12/2013,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,"£1,145.96"
09/12/2013,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,"£1,479.70"
11/12/2013,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,£831.91
11/12/2013,WLG (WHOLESALERS),Catering,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,£653.30
16/12/2013,WOLTERS KLUWER (UK) LIMITED,Human Resources,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£2,205.00"
06/12/2013,ZEN INTERNET LIMITED,Information Communication Technology,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£6,200.00"
10/12/2013,ZOE LODRICK LTD,Medical,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£813.30
