Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N),
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,24031.42,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,84683.22,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,49609.51,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,80878.09,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,117055.03,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LITE,A0040032, 24/08/2017,HED0282292,800.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 25/08/2017,AAS0282602,45.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 18/08/2017,AAS0282600,633.94,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LOOP PUBLISHING LTD,A0047429, 24/08/2017,REG0282448,150.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LOOP PUBLISHING LTD,A0047429, 24/08/2017,PCO0282391,325.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 24/08/2017,REG0282448,150.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 03/08/2017,EST0281996,62.50,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 03/08/2017,EST0281996,62.50,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,M C & M A STEWART HAULAGE,A0068863, 24/08/2017,PCO0282368,452.03,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,M C & M A STEWART HAULAGE,A0068863, 24/08/2017,PCO0282405,452.03,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,M C & M A STEWART HAULAGE,A0068863, 24/08/2017,PCO0282368,587.05,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,M J SUPPLIES,A0090466, 24/08/2017,PCO0282378,35.94,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,M J SUPPLIES,A0090466, 24/08/2017,PCO0282378,24.50,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 24/08/2017,HED0282353,196.16,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 31/08/2017,HED0282514,147.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 31/08/2017,HED0282517,1031.55,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 24/08/2017,HED0282445,518.53,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 31/08/2017,HED0282518,3935.53,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,MARCHBRIDGE BUILDERS LIMITED,A0087284, 31/08/2017,HED0282523,2000.00,N,N/A,N,N/A,
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,4705,MARTIN COLLINS JOINERY & GLAZING,A0000623, 17/08/2017,PBC0282193,75.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,4305,MARTINS,A0074550, 03/08/2017,HED0281955,20.25,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 17/08/2017,EST0282250,105.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,MAXIGIENE ENVIRONMENTAL SERVICES LTD,A0060911, 17/08/2017,EST0282249,2452.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,MBL SEMINARS LTD,A0059765, 31/08/2017,DAL0282512,60.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,MBL SEMINARS LTD,A0059765, 10/08/2017,DAL0282007,100.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,MEDIA VILLAGE,A0091163, 10/08/2017,DAL0282148,152.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0091264, 10/08/2017,HED0282166,190.80,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,4401,REDACTED - PERSONAL DATA,A0091266, 10/08/2017,ENV0282178,1015.00,N,N/A,N,N/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Consultants Fees,4401,REDACTED - PERSONAL DATA,A0090438, 10/08/2017,COR0282092,3240.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,MONK OF COLNE LTD,A0001828, 31/08/2017,HED0282520,180.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,MONK OF COLNE LTD,A0001828, 17/08/2017,HED0282247,11505.49,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,MOUNT ZION BAPTIST CHURCH,A0045270, 10/08/2017,DAL0282106,30.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,4610,MOUNT ZION BAPTIST CHURCH,A0045270, 17/08/2017,DAL0282221,30.00,N,N/A,N,N/A,
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,9202,REDACTED - PERSONAL DATA,A0091258, 03/08/2017,PBC0281986,62.50,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,REDACTED - PERSONAL DATA,A0069779, 04/08/2017,AAS0282198,100.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0047778, 03/08/2017,HED0281979,151.20,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0091247, 03/08/2017,OPS0281965,30.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Indirect Employee Expenses,Training,1211,MYERSCOUGH COLLEGE,A0053390, 24/08/2017,PCO0282370,518.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0091263, 17/08/2017,HED0282167,291.45,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,NATIONAL PLAYING FIELDS ASSOCIATION,A0057791, 31/08/2017,PCO0282535,79.17,Y,306070,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,NB COLOUR PRINT LTD,A0057578, 10/08/2017,REG0282075,522.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Printing & Stationery,4301,NB COLOUR PRINT LTD,A0057578, 10/08/2017,REG0282089,183.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,NEIL WILLSON,A0053659, 24/08/2017,HED0282285,230.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,NEW CARE SERVICES LIMITED,A0091186, 24/08/2017,HMR0282341,159.96,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,NEW CARE SERVICES LIMITED,A0091186, 24/08/2017,HMR0282342,180.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,NEW CARE SERVICES LIMITED,A0091186, 24/08/2017,HMR0282343,210.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,NEW CARE SERVICES LIMITED,A0091186, 24/08/2017,HMR0282344,279.93,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,6103,NEW CARE SERVICES LIMITED,A0091186, 24/08/2017,HMR0282345,279.93,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,NORTHSTAR CREATIVE DESIGN & ADVERTISING LLP,A0025031, 10/08/2017,REG0282073,34.95,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 17/08/2017,HMR0282213,16.31,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 17/08/2017,HMR0282219,33.45,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 31/08/2017,HMR0282507,34.74,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 10/08/2017,HMR0282095,69.10,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,NPOWER,A0054545, 10/08/2017,HMR0282097,92.80,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,5102,NSL LIMITED,A0059256, 10/08/2017,HED0282061,1563.15,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,10.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,18.04,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,10.81,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,13.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,9.07,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,11.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,11.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,13.53,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,9.71,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,9.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,9.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,4508,O2 (UK) LIMITED,A0053660, 24/08/2017,DAL0282286,9.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 03/08/2017,HMR0281982,5527.50,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 03/08/2017,HMR0281983,7852.50,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282376,279.78,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282371,2.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282376,2.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282366,4.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282369,10.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,OCS GROUP UK LIMITED,A0072816, 24/08/2017,OPS0282363,11.99,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,OPTION HYGIENE LIMITED,A0002063, 24/08/2017,PCO0282385,60.42,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,OPTION HYGIENE LIMITED,A0002063, 03/08/2017,OPS0281952,123.60,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,OPTION HYGIENE LIMITED,A0002063, 10/08/2017,OPS0282114,2079.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 03/08/2017,OPS0281987,1486.80,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 31/08/2017,OPS0282476,1612.80,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 10/08/2017,OPS0282112,1619.10,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 17/08/2017,OPS0282271,1682.10,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,ORCHARD RECYCLING SERVICE,A0015803, 31/08/2017,OPS0282532,1808.10,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 31/08/2017,OPS0282483,69.50,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 17/08/2017,OPS0282280,88.25,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,ORCHARD RECYCLING SERVICE,A0015803, 10/08/2017,OPS0282124,266.25,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 31/08/2017,OPS0282483,69.50,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 17/08/2017,OPS0282280,88.25,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Costs,Fast Action Response,5009,ORCHARD RECYCLING SERVICE,A0015803, 10/08/2017,OPS0282124,266.25,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,P LEE WASTE OIL LIMTED,A0058412, 10/08/2017,OPS0282115,820.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,PATROL,A0067663, 03/08/2017,HED0281924,22.80,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,PENDLE CITIZENS ADVICE BUREAU,A0010260, 31/08/2017,AAS0282525,2940.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,PENDLE LEISURE LIMITED,A0012961, 17/08/2017,DAL0282281,287.50,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,PENDLE LEISURE LIMITED,A0012961, 24/08/2017,HMR0282348,973.33,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Grants/Contributions,4739,PENDLE LEISURE LIMITED,A0012961, 31/08/2017,DAL0282499,42.67,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,1001,PENDLE PERSONNEL LTD,A0002198, 24/08/2017,PCO0282410,209.97,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,1001,PENDLE PERSONNEL LTD,A0002198, 24/08/2017,PCO0282411,669.65,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Basic Wages,1001,PENDLE PERSONNEL LTD,A0002198, 10/08/2017,PCO0282051,732.08,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 24/08/2017,PCO0282410,3098.55,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 24/08/2017,PCO0282411,3212.06,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 10/08/2017,PCO0282051,3490.13,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 24/08/2017,OPS0282431,358.46,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 03/08/2017,OPS0281959,384.43,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 31/08/2017,OPS0282481,384.43,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,PENDLE PERSONNEL LTD,A0002198, 31/08/2017,OPS0282482,384.43,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Salaries & Wages,1020,PENDLE PERSONNEL LTD,A0002198, 17/08/2017,PCO0282241,80.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,PENNINE ECOLOGICAL (BOLTON),A0090258, 03/08/2017,REG0281916,795.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PENNINE FIRE & SAFETY LTD,A0040931, 24/08/2017,EST0282459,154.45,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,PERRYS MOTOR SALES LTD,A0058156, 03/08/2017,PCO0281951,2.26,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,PERRYS MOTOR SALES LTD,A0058156, 03/08/2017,PCO0281951,36.80,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 10/08/2017,DAL0282144,13.27,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,1261,PHILIP SANDERSON,A0006611, 10/08/2017,DAL0282144,10.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,4611,PHILIP SANDERSON,A0006611, 10/08/2017,DAL0282144,19.99,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Computer Charges,4509,PLUSNET TECHNOLOGIES LIMITED,A0045646, 02/08/2017,AAS0282595,12.49,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PRIMESIGHT LIMITED,A0042659, 24/08/2017,HED0282489,-600.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PRIMESIGHT LIMITED,A0042659, 24/08/2017,HED0282489,600.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 17/08/2017,OPS0282278,68.99,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,PROTEC FIRE DETECTION PLC,A0042311, 24/08/2017,EST0282453,301.40,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 03/08/2017,TRE0282002,2.48,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 17/08/2017,TRE0282251,5.48,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,PURCELL MILLER TRITON LLP,A0082362, 10/08/2017,REG0282090,781.50,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,PURCELL MILLER TRITON LLP,A0082362, 03/08/2017,REG0281914,1798.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,4007,QHS SOLUTIONS LIMITED,A0071912, 01/08/2017,AAS0282740,666.67,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Hire of Plant,3502,R J CLOUGH & SON LTD,A0000567, 24/08/2017,PCO0282381,21.28,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0091265, 10/08/2017,HED0282164,174.36,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 03/08/2017,OPS0281960,1945.27,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 17/08/2017,OPS0282279,2614.49,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 24/08/2017,OPS0282430,2823.08,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 31/08/2017,OPS0282480,3049.26,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 17/08/2017,OPS0282279,2760.72,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 31/08/2017,OPS0282480,2821.23,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 24/08/2017,OPS0282430,3007.76,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 03/08/2017,OPS0281960,4093.54,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 24/08/2017,OPS0282430,919.39,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 17/08/2017,OPS0282279,982.32,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 31/08/2017,OPS0282480,1247.42,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 03/08/2017,OPS0281960,1785.49,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,RAPID SECURE LIMITED,A0091136, 31/08/2017,HMR0282506,225.00,N,N/A,N,N/A,
