Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,Liable Person,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV�
,21200,V,0,,72012029,0,574.17,0,,0,,0,0,CWO,53000,ABERDEEN PROPERTY TRUST,C/O JONES LANG LASALLE,ONE PICCADILLY GARDENS,MANCHESTER,,,M1 1RG,01/04/2015,UNITS 11-12,ASHURST DRIVE,LAWNHURST TRADING ESTATE,CHEADLE HEATH,STOCKPORT,SK3 0SD,"WAREHOUSE, OFFICES AND PREMISES"
,3984,O,0,,8359065009,-1,0,2456.98,,0,,0,0,CS,8300,A-BEST NURSING & CARE LTD,,,,,,,01/04/2013,65 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3RU,SHOP AND PREMISES
,8040,O,0,,3502004019,0,0,0,,0,,0,0,IF3O,16750,ABM ELECTRICAL WHOLESALE LTD,,,,,,,29/07/2002,UNIT 10,GREGORY WAY,OFF GREG STREET,STOCKPORT,,SK5 7ST,"WORKSHOP, OFFICE AND PREMISES"
,8040,O,0,,7376037009,-1,0,0,,0,,0,0,CO,16750,ABNEY GARSDEN MCDONALD,,,,,,,25/04/2000,37 STATION ROAD,CHEADLE HULME,CHEADLE,,,SK8 5AF,OFFICES AND PREMISES
,15480,O,0,,104099019,0,419.25,0,,0,,0,0,CW,32250,ABRACLEAN LTD T/A ABRASIVE CLEANING INNO,ROBSON HOUSE,ANN STREET,SOUTH REDDISH,STOCKPORT,,SK5 7PP,01/04/1990,ROBSON HOUSE,ANN STREET,SOUTH REDDISH,STOCKPORT,,SK5 7PP,WAREHOUSE AND PREMISES
,2064,O,0,,4117105089,-1,0,2064,,0,,0,0,CO,4300,ABSOLUTE CARE & SUPPORT UK LTD,,,,,,,16/01/2013,OFFICES 4 & 5,HOLLY HOUSE,105 HYDE ROAD,WOODLEY,STOCKPORT,SK6 1NB,OFFICES AND PREMISES
,2544,O,0,,8438058049,-1,0,2544,,0,,0,0,IF3,5300,ABSOLUTE SIGNAGE SOLUTIONS LTD,WILLIAMSON HOUSE,WILLIAMSON STREET,REDDISH,STOCKPORT,,SK5 6AA,01/09/2010,WILLIAMSON STREET,REDDISH,STOCKPORT,,,SK5 6AA,WORKSHOP AND PREMISES
,336,O,0,,7393232529,0,0,0,,0,,0,0,CP1,700,ABSOLUTELY GLEAMING LIMITED,,,,,,,03/01/2013,CAR SPACES 1 & 119,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
,11160,O,0,,8337045109,0,302.25,0,,0,,0,0,CW,23250,ABYSS AQUATIC WAREHOUSE LTD,UNIT 6 BROKSIDE IND ESTATE,WATERLOO ROAD,STOCKPORT,,,SK1 3BD,01/04/2008,UNIT 6,BROOKSIDE INDUSTRIAL ESTATE,WATERLOO ROAD,LOWER HILLGATE,STOCKPORT,SK1 3BW,WAREHOUSE AND PREMISES
,3312,O,0,,8105100009,-1,0,2815.23,,0,,0,0,CW,6900,ABYSS DIVE CENTRE LTD,,,,,,,01/04/2011,CONWAY BUSINESS CENTRE,SHEPLEY LANE,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,WAREHOUSE AND PREMISES
,7920,O,0,,8349003089,0,0,0,,0,,0,0,CX,16500,ACADEMY 4 DOGS LTD,,,,,,,01/04/2010,UNIT 17,WELCROFT STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3DF,DOG TRAINING SCHOOL AND PREMISES
,20640,O,0,,8154001359,0,559,0,,0,,0,0,CO,43000,ACASTA EUROPE LIMITED,,,,,,,15/04/2014,GND FLR UNIT A1,THE EMBANKMENT,VALE ROAD,HEATON MERSEY,STOCKPORT,SK4 3GN,OFFICES AND PREMISES
,168,O,0,,3933200849,0,0,0,,0,,0,0,CP1,350,ACCENDA LTD,SUITE A,2ND FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,SK4 1BS,23/05/2014,CAR SPACE 11,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
,2688,O,0,,3933200289,-1,0,2688,,0,,0,0,CO,5600,ACCENDA LTD,SUITE A,2ND FLOOR,REGENT HOUSE,HEATON LANE,STOCKPORT,SK4 1BS,23/05/2014,PT 2ND FLOOR (FRONT),REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICE AND PREMISES
,840,O,0,,2751000249,0,0,0,,0,,0,0,CP1,1750,ACCESS CONSTRUCTION SERVICES LTD,GND FLOOR LADSON HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,29/01/2007,"CAR SPACES FOR GND FLOOR, LADSON HOUSE","STANLEY GREEN BUSINESS PARK, OAK GREEN",EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,CAR PARKING SPACE AND PREMISES
,10320,O,0,,2751000229,0,279.5,0,,0,,0,0,CO,21500,ACCESS CONSTRUCTION SERVICES LTD,GND FLOOR LADSON HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,29/01/2007,GND FLOOR LADSON HOUSE,"STANLEY GREEN BUSINESS PARK, OAK GREEN",EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,OFFICES AND PREMISES
,2136,O,0,,8576907309,-1,0,2136,,0,,0,0,CO,4450,ACCIDENT REPAIR LTD,,,,,,,01/08/2014,SUITE 105 AT 5300 LAKESIDE,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,SK8 3GP,OFFICES AND PREMISES
,2088,O,0,,7228029009,-1,0,2088,,0,,0,0,CS,4350,ACCOMMODATION LINKS LTD,,,,,,,01/08/2009,29 SCHOOL LANE,HEATON CHAPEL,STOCKPORT,,,SK4 5DE,SHOP AND PREMISES
,540,O,0,,4090074439,-1,0,540,,0,,0,0,CO,1125,ACCOUNTANCY 4 YOU LTD,,,,,,,13/12/2013,"SUITE 43, 4TH FLOOR",HOULDSWORTH MILL,HOULDSWORTH STREET,REDDISH,STOCKPORT,SK5 6DA,OFFICES AND PREMISES
,3360,O,0,,6068055009,-1,0,2800,,0,,0,0,CO,7000,ACCURACY PAYROLL & BOOKKEEPING LTD,,,,,,,16/12/2014,55 & 59 NORTH PARK ROAD,BRAMHALL,STOCKPORT,,,SK7 3LQ,OFFICES AND PREMISES
,13920,O,0,,5614130009,0,377,0,MAN,11437.6,,0,0,CO,29000,ACORN RECOVERY PROJECTS,C/O THE CALICO GROUP,CENTENARY COURT,CROFT ST,BURNLEY,,BB11 2ED,29/11/2010,FULSTONE HOUSE,130 MILE END LANE,MILE END,STOCKPORT,,SK2 6BY,OFFICES AND PREMISES
RETAIL,1992,O,0,,5494001009,0,53.95,0,MAN,1636.76,,0,0,CS,4150,ACORN RECOVERY PROJECTS,C/O THE CALICO GROUP,CENTENARY COURT,CROFT ST,BURNLEY,,BB11 2ED,01/04/2011,1 MARKET PLACE,STOCKPORT,,,,SK1 1EW,SHOP AND PREMISES
RETAIL,12480,O,0,,1743004019,0,338,0,MAN,10254.4,,0,0,CS,26000,ACORN RECOVERY PROJECTS,C/O THE CALICO GROUP,CENTENARY COURT,CROFT ST,BURNLEY,,BB11 2ED,02/08/2012,2-4 CHURCHGATE,STOCKPORT,,,,SK1 1YA,SHOP AND PREMISES
,2328,O,0,,6032018029,-1,0,2328,,0,,0,0,IF3,4850,ACORN WINDOWS (STOCKPORT) LTD,22 GARTHLAND ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PD,03/06/2009,BAY 3,UNIT 14,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DA,WORKSHOP AND PREMISES
,1704,O,0,,7394001009,-1,0,1704,,0,,0,0,CS,3550,ACOUSTIC & ENGINEERING CONSULTANTS LTD,,,,,,,19/02/2001,1 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6BD,SHOP AND PREMISES
,9600,O,0,,627006189,0,260,0,,0,,0,0,CO,20000,ACQUIESSE LTD,,,,,,,17/05/2013,UNIT 2,1ST FLOOR WINSOR HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,OFFICES AND PREMISES
,1800,O,0,,7393062209,-1,0,1800,,0,,0,0,CS,3750,ACROBAT CONSULTING & MARKETING LTD,,,,,,,08/09/1998,62A STOCKPORT ROAD,CHEADLE,,,,SK8 2AF,OFFICE AND PREMISES
,6640,O,0,,1837035009,0,0,0,,0,,0,0,CWO,15250,ACROSS BRITAIN COURIERS LTD,,,,,,,05/05/2015,UNIT 4A,BANKFIELD TRADING ESTATE,CORONATION STREET,SOUTH REDDISH,STOCKPORT,SK5 7PG,"WAREHOUSE, OFFICE AND PREMISES"
,75360,O,0,,8951000239,0,2041,0,,0,,0,0,CO,157000,ACTION 365 LTD,,,,,,,01/10/2010,2ND & PT 3RD FLOOR,EDEN POLINT,THREE ACRES LANE,CHEADLE HULME,CHEADLE,SK8 6RL,OFFICES AND PREMISES
,10800,O,0,,8951000279,0,292.5,0,,0,,0,0,CO,22500,ACTION 365 LTD,,,,,,,18/01/2011,PT 3RD FLOOR,EDEN POINT,THREE ACRES LANE,CHEADLE HULME,CHEADLE,SK8 6RL,OFFICES AND PREMISES
,10200,O,0,,5720111029,0,276.25,0,,0,,0,0,CO,21250,ACTIVE BUSINESS COMMUNICATIONS LTD,,,,,,,04/12/2008,ACTIVE HOUSE,UNIT 11 BREDBURY PARK WAY,BREDBURY PARK WAY,BREDBURY IND. ESTATE,ASHTON ROAD BREDBURY STOCKPORT,SK6 2SN,OFFICES AND PREMISES
,3072,O,0,,7192045019,-1,0,2867.2,,0,,0,0,CO,6400,ACTIVE RESOURCE (UK) LTD,45A ST PETERSGATE,STOCKPORT,,,,SK1 1DH,01/12/1996,45A ST PETERSGATE,STOCKPORT,,,,SK1 1DH,OFFICES AND PREMISES
,1080,V,1109.25,MINRV,3816207039,0,29.25,0,,0,,0,0,CO,2250,ACTIVEPLAN LTD,IN ADMINISTRATION,C/O MACKENZIE GOLDBERG JOHNSON LTD,SCOPE HOUSE,WESTON ROAD,CREWE,CW1 6DD,01/01/2008,PART 1ST FLOOR,207 HALL STREET,OFFERTON,STOCKPORT,,SK1 4JG,OFFICES AND PREMISES
,804,V,825.78,MINRV,3816207029,0,21.78,0,,0,,0,0,CO,1675,ACTIVEPLAN LTD T/A WARREN ROWLEY-HARDMAN,C/O MACKENZIE GOLDBERG JOHNSON LTD,SCOPE HOUSE,WESTON ROAD,CREWE,,CW1 6DD,30/10/2008,PART 1ST FLOOR,207 HALL STREET,OFFERTON,STOCKPORT,,SK1 4JG,OFFICES AND PREMISES
,30480,O,0,,6550088009,0,825.5,0,,0,,0,0,CS,63500,ACTSEUM LTD,,,,,,,14/08/2009,88-90 PRINCES STREET,STOCKPORT,,,,SK1 1RJ,SHOP AND PREMISES
,936,O,0,,908062009,-1,0,936,,0,,0,0,CS,1950,ACUITY INSURANCE SERVICES LTD,,,,,,,01/05/2004,62 BROADSTONE ROAD,STOCKPORT,,,,SK5 7AR,SHOP AND PREMISES
,2280,O,0,,715003909,-1,0,2280,,0,,0,0,CO,4750,ACUITY PRODUCTS LTD,,,,,,,24/09/2014,BLOCK 67 S3 & S4,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICES AND PREMISES
,15000,O,0,,176098009,0,406.25,0,,0,,0,0,IFO,31250,ADAM POLYMER LTD,UNIT 3,ASHTON ROAD,BREDBURY,STOCKPORT,,SK6 2QN,01/06/2002,UNIT 3,BREDBURY INDUSTRIAL PARK,ASHTON ROAD,BREDBURY,STOCKPORT,SK6 2QN,"FACTORY, OFFICE AND PREMISES"
,9720,V,0,,6438004179,0,263.25,0,,0,,0,0,CW,20250,ADAMAS HARDWARE LTD,ST GEORGE'S HOUSE,215-219 CHESTER ROAD,MANCHESTER,,,M15 4JE,27/06/2014,UNIT 4H,BRAMHALL MOOR IND PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,WAREHOUSE AND PREMISES
RETAIL,2976,O,0,,5720008059,0,0,0,,0,,0,0,CW,6200,ADAMS OF WOODLEY LIMITED,,,,,,,17/09/2014,UNIT 10,THE GATE CENTRE,BREDBURY PARK WAY,BREDBURY IND ESTATE,ASHTON ROAD BREDBURY STOCKPORT,SK6 2SN,WAREHOUSE AND PREMISES
,12960,O,0,,3990235009,0,351,0,,0,,0,0,CWO,27000,ADANA CONSTRUCTION LTD,ADANA HOUSE,140 HIGHER HILLGATE,STOCKPORT,,,SK1 3ER,30/09/2006,ADANA HOUSE,140 HIGHER HILLGATE,STOCKPORT,,,SK1 3ER,WAREHOUSE OFFICES AND PREMISES
,355.2,O,0,,97015029,-1,0,355.2,,0,,0,0,CW,740,ADAPTACARE LTD,68 HOLLINS LANE,MARPLE BRIDE,STOCKPORT,,,SK6 5DA,01/02/2002,STORE GROUND FLOOR,COMPSTALL MILL,ANDREW STREET,COMPSTALL,STOCKPORT,SK6 5HN,STORE AND PREMISES
,960,O,0,,97038259,-1,0,960,,0,,0,0,CO,2000,ADDICTIVE AMP HOLDINGS LTD,5 CAMBRIDGE DRIVE,WOODLEY,STOCKPORT,,,SK6 1HX,29/11/2012,2ND FLR OFFICE 4 VICTORIA MILL,COMPSTALL MILL,ANDREW STREET,COMPSTALL,STOCKPORT,SK6 5HN,OFFICES AND PREMISES
,542400,O,0,,6438099019,0,14690,0,,0,,0,0,CWO,1130000,ADIDAS (UK) LTD,THE ADIDAS CENTRE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5SA,16/10/1992,THE ADIDAS CENTRE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5SA,"WAREHOUSE, OFFICE AND PREMISES"
,72480,O,0,,6438002039,0,1963,0,,0,,0,0,CO,151000,ADIDAS (UK) LTD,THE ADIDAS CENTRE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5SA,28/05/1997,THE DASSLER CENTRE,BRAMHALL MOOR IND PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,OFFICES AND PREMISES
,34320,O,0,,7479860069,0,929.5,0,,0,,0,0,CW,71500,ADIDAS (UK) LTD,THE ADIDAS CENTRE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5SA,26/04/1999,UNIT B2,PEAR NEW MILL,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BP,WAREHOUSE AND PREMISES
,10200,O,0,,6438004119,0,276.25,0,,0,,0,0,CWO,21250,ADIDAS (UK) LTD,THE ADIDAS CENTRE,PEPPER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5SA,01/12/2004,UNIT 4K,BRAMHALL MOOR IND PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,"WAREHOUSE, OFFICE AND PREMISES"
RETAIL,7320,O,0,,8359081009,0,0,0,,0,FRESH,0,3660,CS7,15250,ADMIRE TECH LTD,,,,,,,06/02/2015,81-83 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK1 3SL,SHOWROOM AND PREMISES
,768,O,0,,1009413009,-1,0,768,,0,,0,0,CS3,1600,ADORN BEAUTY SALON LTD,22 ASHTON STREET,WOODLEY,STOCKPORT,,,SK6 1PB,29/07/2013,413 BUXTON ROAD,STOCKPORT,,,,SK2 7EY,BEAUTY SALON AND PREMISES
,1200,O,0,,7376051809,-1,0,1200,,0,,0,0,CO,2500,ADRIAN CAMERON LTD,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,16/01/2009,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,OFFICES AND PREMISES
,168,O,0,,7376051879,0,0,0,,0,,0,0,CP1,350,ADRIAN CAMERON LTD,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,16/01/2009,CAR SPACES FOR A CAMERON LTD,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,CAR PARKING SPACE AND PREMISES
,7800,V,0,,28060009,0,211.25,0,,0,,0,0,CL,16250,ADSWOOD INVESTMENT LTD,LAVENDER HILLS,STUBBINS VALE ROAD,RAMSBOTTOM,,,BL10 0NP,01/04/2015,ADSWOOD HOTEL,60 ADSWOOD LANE WEST,CALE GREEN,STOCKPORT,,SK3 8HZ,PUBLIC HOUSE AND PREMISES
,5880,O,0,,8365000009,0,0,0,,0,,0,0,MR1,12250,ADULT SOCIAL CARE,ACCOUNTANCY 2ND FLOOR,STOPFORD HOUSE,PICCADILLY,STOCKPORT,,SK1 3XE,01/04/2008,200910-11033 MILL VIEW,WESTBURY DRIVE,MARPLE,STOCKPORT,,SK6 6FW,RESPITE CARE HOME AND PREMISES
,3072,O,0,,5720015009,-1,0,2867.2,,0,,0,0,CW,6400,ADVANCED BATTERY SUPPLIES LTD,2 AVENUE STREET,PORTWOOD,STOCKPORT,,,SK1 2BZ,19/03/2013,UNIT 15,THE GATE CENTRE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SN,WAREHOUSE AND PREMISES
,12240,O,0,,7415003039,0,331.5,0,,0,,0,0,CO,25500,ADVANCED CHILDCARE LTD T/A INDPENDENT CH,C/O CAMBIAN CHILDCARE LTD,4TH FLOOR WATERFRONT BUILDING,CHANCELLORS ROAD,HAMMERSMITH EMBANKMENT,LONDON,W6 9RU,05/01/2004,1 STUART ROAD,BREDBURY,STOCKPORT,,,SK6 2SR,OFFICES AND PREMISES
,63360,O,0,,9936000079,0,1716,0,,0,,0,0,CO,132000,ADVANCED CHILDCARE LTD T/A INDPENDENT CH,C/O CAMBIAN CHILDCARE LTD,4TH FLOOR WATERFRONT BUILDING,CHANCELLORS ROAD,HAMMERSMITH EMBANKMENT,LONDON,W6 9RU,01/01/2012,PINNACLE HOUSE,2 OAKWOOD SQUARE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,SK8 3SB,OFFICES AND PREMISES
,2232,O,0,,1672048009,0,0,0,,0,,0,0,CW,4650,ADVANCED CHILDCARE LTD T/A INDPENDENT CH,C/O CAMBIAN CHILDCARE LTD,4TH FLOOR WATERFRONT BUILDING,CHANCELLORS ROAD,HAMMERSMITH EMBANKMENT,LONDON,W6 9RU,01/09/2013,UNIT 2,FREESTYLE HOUSE,48 CHATHAM STREET,EDGELEY,STOCKPORT,SK3 9ED,WAREHOUSE AND PREMISES
RETAIL,2976,O,0,,8359247009,-1,0,2876.8,,0,,0,0,CS,6200,ADVANCED GROUNDWORK SUPPLIES LTD,,,,,,,08/07/1993,247 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK2 6NG,SHOP AND PREMISES
,7560,O,0,,7262037029,0,0,0,,0,,0,0,CO,15750,ADVANCED MEETING SOLUTIONS (INT) LTD,AMS HOUSE,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,04/08/2014,AMS HOUSE,37 SHAW HEATH,STOCKPORT,,,SK3 8BD,OFFICES AND PREMISES
,2640,O,0,,1733106009,-1,0,2640,,0,,0,0,CS,5500,ADVANCED TECH CONSULT LTD T/A L S A TECH,106 CHURCH LANE,MARPLE,STOCKPORT,,,SK6 7AR,02/09/1999,106 CHURCH LANE,MARPLE,STOCKPORT,,,SK6 7AR,SHOP AND PREMISES
,5880,O,0,,8529023009,-1,0,0,,0,,0,0,CO,12250,ADVANTAGE CIVIL ENGINEERING SUPPLIES LTD,,,,,,,15/06/2004,23 WOODSMOOR LANE,WOODSMOOR,STOCKPORT,,,SK2 7AZ,OFFICES AND PREMISES
,1560,O,0,,790050219,-1,0,1560,,0,,0,0,CO,3250,ADVANTAGE COURIERS LTD,,,,,,,20/04/2009,"OFFICE 7, 1ST FLOOR",BOWDEN HALL,56 BOWDEN LANE,MARPLE,STOCKPORT,SK6 6ND,OFFICES AND PREMISES
,3504,O,0,,7376051759,-1,0,2744.74,,0,,0,0,CO,7300,AEJIS LTD,C/O RVA SURVEYORS - BUSINESS RATES,2 THE QUADRANT,GREEN LANE,HEYWOOD,LANCASHIRE,OL10 1NG,22/03/2013,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,OFFICES AND PREMISES
,4272,O,0,,6542003009,-1,0,2207.24,,0,,0,0,IF3,8900,AEROMASTER INTERNATIONAL LTD,28 CHARLES STREET,STOCKPORT,,,,SK1 3JR,01/04/2008,PRIEST STREET,STOCKPORT,,,,SK1 3JF,WORKSHOP AND PREMISES
,10080,O,0,,627001019,0,273,0,,0,,0,0,CW,21000,AEROSERVE EURO LTD,480 MALTON AVE,SLOUGH TRADING ESTATE,SLOUGH,,,SL1 4QU,01/04/2013,UNIT 1,RUGBY PARK,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EB,WAREHOUSE AND PREMISES
,1200,V,1232.5,MINRV,5098191019,0,32.5,0,,0,,0,0,CW3,2500,AFFINITY GLASS LTD T/A AFFINITY HOME IMP,THE TANNERY,WATER STREET,STOCKPORT,,,SK1 2BP,04/10/2012,191 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,STORE AND PREMISES
,6360,O,0,,7273099149,0,0,0,,0,,0,0,CW,13250,AFRAPOCO LTD,,,,,,,10/11/2010,UNITS 7 & 8,PENNINE VIEW ESTATE,SHEPLEY LANE,MARPLE,STOCKPORT,SK6 7JW,WAREHOUSE AND PREMISES
,21360,O,0,,3981033029,0,578.5,0,,0,,0,0,CS,44500,AG RETAIL CARDS LTD T/A CLINTONS,THE CRYSTAL BUILDING,LANGSTON ROAD,LOUGHTON,ESSEX,,IG10 3TH,07/06/2012,33-35 HIGH STREET,CHEADLE,,,,SK8 1AX,SHOP AND PREMISES
,86880,O,0,,5595070039,0,2353,0,,0,,0,0,CS,181000,AG RETAIL CARDS LTD T/A CLINTONS,THE CRYSTAL BUILDING,LANGSTON ROAD,LOUGHTON,ESSEX,,IG10 3TH,01/07/2014,70 MERSEYWAY,STOCKPORT,,,,SK1 1PL,SHOP AND PREMISES
,14520,O,0,,8361096029,0,393.25,0,MAN,11930.6,,0,0,CO,30250,AGE CONCERN STOCKPORT T/A AGE UK STOCKPO,COMMONWEAL,56 WELLINGTON STREET,STOCKPORT,,,SK1 3AJ,01/06/2002,COMMONWEAL,56 WELLINGTON STREET,STOCKPORT,,,SK1 3AJ,"OFFICES,CAR SPACES (9) AND PREMISES"
,3744,O,0,,8361096019,0,101.4,0,MAN,3076.32,,0,0,CO,7800,AGE CONCERN STOCKPORT T/A AGE UK STOCKPO,COMMONWEAL,56 WELLINGTON STREET,STOCKPORT,,,SK1 3AJ,01/06/2002,COMMONWEAL,PART,56 WELLINGTON STREET,STOCKPORT,,SK1 3AQ,"OFFICES,CAR SPACES (3) AND PREMISES"
,3648,O,0,,5136008019,0,98.8,0,MAN,2997.44,,0,0,CS,7600,AGE CONCERN STOCKPORT T/A AGE UK STOCKPO,COMMONWEAL,56 WELLINGTON STREET,STOCKPORT,,,SK1 3AJ,01/04/2010,16 LOWER HILLGATE,STOCKPORT,,,,SK1 1JE,SHOP AND PREMISES
,7560,O,0,,3459034009,0,204.75,0,MAN,6211.8,,0,0,CO,15750,AGE CONCERN STOCKPORT T/A AGE UK STOCKPO,COMMONWEAL,56 WELLINGTON STREET,STOCKPORT,,,SK1 3AJ,17/02/2014,34 GREAT UNDERBANK,STOCKPORT,,,,SK1 1PD,OFFICES AND PREMISES
,5040,O,0,,7884027009,0,136.5,0,MAN,4141.2,,0,0,CS,10500,AGE UK,PROPERTY DEPARTMENT,TAVIS HOUSE,1-6 TAVISTOCK SQUARE,LONDON,,WC1H 9NA,15/07/2011,27 THE PRECINCT,STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5BB,SHOP AND PREMISES
,168,O,0,,7376000729,0,4.55,0,MAN,138.04,,0,0,CP1,350,AGE UK,PROPERTY DEPARTMENT,TAVIS HOUSE,1-6 TAVISTOCK SQUARE,LONDON,,WC1H 9NA,01/04/2013,CAR SPACE 68,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACE
,10800,O,0,,5082013009,0,292.5,0,MAN,8874,,0,0,CS,22500,AGE UK,TAVIS HOUSE,PROPERTY DEPARTMENT,1--6 TAVISTOCK SQUARE,LONDON,,WC1H 9NA,01/04/1990,13 LITTLE UNDERBANK,STOCKPORT,,,,SK1 1LA,SHOP AND PREMISES
,110880,O,0,,8576500029,0,3003,0,,0,,0,0,COC,231000,AGILENT TECHNOLOGIES LDA UK LTD,,,,,,,01/08/2014,LAKESIDE 5500,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,,SK8 3GR,"OFFICES, CAR SPACE AND PREMISES"
,23400,O,0,,8576500049,0,633.75,0,,0,,0,0,CO,48750,AGILENT TECHNOLOGIES LDA UK LTD,,,,,,,01/08/2014,"PT 1ST FLOOR, LAKESIDE 5500",CHEADLE ROYAL BUSINESS PARK,CHEADLE,,,SK8 3GR,OFFICES AND PREMISES
,4176,O,0,,8104062039,-1,0,2296.62,,0,,0,0,CW3O,8700,AGP ENVIRO LTD,C/O BEST UK,UNIT 8 SPACE BUSINESS CENTRE,TEWKESBURY ROAD,CHELTENHAM,GLOS,GL51 9FL,27/06/2013,UNIT 12/12A,WATERLOO PARK,UPPER BROOK STREET,HALL STREET,STOCKPORT,SK1 3BP,"STORE, OFFICES AND PREMISES"
,5640,O,0,,5655001009,-1,0,232.53,,0,,0,0,CO,11750,AHOY DIGITAL LTD,,,,,,,28/11/2012,CHARTER HOUSE OVER,1A MOORSIDE ROAD,HEATON MOOR,STOCKPORT,,SK4 4DT,OFFICES AND PREMISES
,18720,O,0,,176033009,0,507,0,,0,,0,0,IF3O,39000,AINSCOUGH GROUP OF COMPANIES,BRADLEY HALL,STANDISH,NR WIGAN,LANCS,,WN6 0XG,01/12/2000,ASHTON ROAD,BREDBURY,STOCKPORT,,,SK6 2QN,"WORKSHOP, OFFICE AND PREMISES"
,12960,O,0,,1888008009,0,351,0,,0,,0,0,IF3O,27000,AINSWORTH PRINT & DESIGN LTD,UNIT 8 CROMWELL ROAD,BREDBURY,STOCKPORT,,,SK6 2RF,01/06/2006,UNIT 8,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,"WORKSHOP, OFFICES AND PREMISES"
RETAIL,5520,O,0,,8358135009,-1,0,460.43,,0,,0,0,CS,11500,AIR 3 ASSOCIATES LTD,,,,,,,01/12/2001,135 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 2PF,SHOP AND PREMISES
,1164,O,0,,8576911209,0,0,0,,0,,0,0,CO,2425,AIR PARTNER PLC,2 CITY PLACE,BEEHIVE RING ROAD,GATWICK,WEST SUSSEX,,RH6 0PA,01/10/2014,"ROOM 224, SUITE 208 AT 5300 LAKESIDE",CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,SK8 3GP,OFFICE
