PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_XMPT_PKG.GET_RELIEFS_AS
29080017,Shop and Premises,"17 Bradford Road, Brighouse, HD6 1RW",H.Marsden (Brighouse) Ltd,8500,01/04/1990,SBR
29080019,Shop and Premises,"19 Bradford Road, Brighouse, HD6 1RW",,11250,17/06/2010,SBR
29080020,Hairdressing Salon and Premises,"20 Bradford Road, Brighouse, HD6 1RW",Park Row Hair & Beauty Ltd,13750,01/04/2015,SBR
29080021,Shop and Premises,"21 Bradford Road, Brighouse, HD6 1RW",,11250,06/11/2013,SBR
29080023,Offices and Premises,"23 Bradford Road, Brighouse, HD6 1RW",,2250,01/06/1994,SBR
29080025,Restaurant and Premises,"25 Bradford Road, Brighouse, HD6 1RW",,15000,29/08/2015,SBR
29080027,Hairdressing Salon and Premises,"27 Bradford Road, Brighouse, HD6 1RW",Trustees Of J Ilingworth [Deceased],4950,25/03/2017,EX
29080028,Shop and Premises,"28 Bradford Road, Brighouse, HD6 1RW",Huddersfield Leather Goods Ltd,9300,01/04/1990,SBR
29080029,Shop and Premises,"29 Bradford Road, Brighouse, HD6 1RW",,13750,01/04/1990,SBR
29080030,Shop and Premises,"30 Bradford Road, Brighouse, HD6 1RW",,9400,01/05/2013,SBR
29080031,Training Rooms,"1ST Floor, 29/31 Bradford Road, Brighouse, HD6 1RW",Taylors Training Ltd,5300,01/09/1997,SBR
29080032,Shop and Premises,"32 Bradford Road, Brighouse, HD6 1RW",,6800,06/12/2013,SBR
29080033,Shop and Premises,"33 Bradford Road, Brighouse, HD6 1RW",Fabulous Stuff & Nonsense Ltd,12000,15/08/2012,SBR
29080035,Bank And Premises,"35 Bradford Road, Brighouse, HD6 4AS",Lloyds Bank Plc,20750,04/07/1993,SBR
29080036,Shop and Premises,"36 Bradford Road, Brighouse, HD6 1RW",,9100,01/04/1990,SBR
29080042,Club and Premises,"42 Bradford Road, Brighouse, HD6 1RY",Blakes Social Club Ltd,9300,06/07/2015,SBR
29080046,Offices and Premises,"1ST Floor, 46 Bradford Road, Brighouse, HD6 1RY",Yibp Uk Ltd,7900,01/06/2015,SBR
29080048,Surgery And Premises,"Ground Floor, 46/48 Bradford Road, Brighouse, HD6 1RY",S & S Care Ltd,12250,02/11/2009,SBR
29080050,Offices and Premises,"50 Bradford Road, Brighouse, HD6 1RY",W H P Quantity Surveying Ltd,9400,10/12/2005,SBR
29080071,Offices and Premises,"71 Bradford Road, Brighouse, HD6 1RS",One Bright Dot Ltd,12000,29/09/2016,SBR
29080073,Club and Premises,"73 Bradford Road, Brighouse, HD6 4AD",,31750,05/11/2014,SBR
29080078,Cafe and Premises,"78 Bradford Road, Brighouse, HD6 4AA",,4850,23/03/2016,SBR
29080128,Offices and Premises,"128 Bradford Road, Brighouse, HD6 4AU",Angel Wings Homecare Ltd,2700,01/09/2013,SBR
29080141,Shop and Premises,"141/143 Bradford Road, Brighouse, HD6 4AD",,10750,14/09/1998,SBR
29080145,Shop and Premises,"145 Bradford Road, Brighouse, HD6 4AD",,3600,15/07/2011,SBR
29080147,Shop and Premises,"147 Bradford Road, Brighouse, HD6 4AS",,4900,01/04/1990,SBR
29080159,Shop and Premises,"159 Bradford Road, Brighouse, HD6 4AS",,5500,01/02/2010,SBR
29080229,Shop and Premises,"229 Bradford Road, Brighouse, HD6 4BN",No.1 Tastebuds Ltd,8500,14/11/2016,SBR
29080255,Warehouse And Premises,"255 Bradford Road, Brighouse, HD6 4BN",,8200,20/05/1991,SBR
29080364,Site Of Atm And Premises,"Atm At, 364 Bradford Road, Brighouse, HD6 4DH",Clydesdale Bank Plc,3750,27/04/2015,SBR
29080408,Restaurant and Premises,"407 Bradford Road, Brighouse, HD6 4BT",Premium Restaurants Ltd,63000,26/06/2006,
29080611,Cafe and Premises,"611 Bradford Road, Brighouse, HD6 4DN",,10750,02/10/2016,SBR
29080613,Shop and Premises,"613 Bradford Road, Brighouse, HD6 4DN",,7200,11/09/2016,SBR
29080700,Workshop And Premises,"Bradford Road, Brighouse, HD6 1RY",Heritage Metals Ltd,6600,16/09/2016,SBR
29080703,Police Station And Premises,"Brighouse Police Station, Bradford Road, Brighouse, HD6 4AA",West Yorks Police Authority,32750,01/04/2001,SBR
29080705,Warehouse And Premises,"St Peg Mills, Bradford Road, Brighouse, HD6 4AU",Wiley Accessories Ltd,52000,01/04/2002,
29080716,Restaurant and Premises,"44 Bradford Road, Brighouse, HD6 1RY",The New Great Wall Ltd,17500,01/04/2013,SBR
29080717,Offices and Premises,"46 Bradford Road, Brighouse, HD6 1RY",Starcast Productions Ltd,4800,27/06/2015,SBR
29080719,Offices and Premises,"Bonegate House, 69 Bradford Road, Brighouse, HD6 1RS",Panda Media Productions Ltd,15000,18/03/2010,SBR
29080720,Public House and Premises,"The Beck, 157 Bradford Road, Brighouse, HD6 4AS",George Olivia Pub Co Ltd,6750,25/04/2013,SBR
29080721,Restaurant and Premises,"Martins Nest Inn, 219 Bradford Road, Brighouse, HD6 4AS",,17500,01/08/2011,SBR
29080722,Advertising Right and Premises,"229 Bradford Road, Brighouse, HD6 4BN",Primesight Ltd,1175,01/09/2009,SBR
29080723,Offices and Premises,"65a Bradford Road, Brighouse, HD6 1RS",Howell Goodfellow Ltd,5600,01/04/2016,SBR
29080724,Shop and Premises,"24/26 Bradford Road, Brighouse, HD6 1RW",,15000,01/04/1990,SBR
29080725,Advertising Right and Premises,"Adj 42 Bradford Road, Brighouse, HD6 1RY",Primesight Ltd,1175,01/09/2009,SBR
29080727,Advertising Right and Premises,"Adj 217 Bradford Road, Brighouse, HD6 4AS",,500,07/12/2012,SBR
29080730,Offices and Premises,"11A Bradford Road, Brighouse, HD6 1RW",Edward & Co,4000,01/10/2015,SBR
29080732,Day Nursery and Premises,"254/256 Bradford Road, Brighouse, HD6 4BW",Hipperholme & Lightcliffe Day Nurseries Ltd,44000,12/02/2010,SBR
29080733,Advertising Right and Premises,"Advertising Right 2018, 36 Bradford Road, Brighouse, HD6 1RW",Insite Poster Properties Ltd,1725,01/01/2013,EX
29080737,Advertising Right and Premises,"Gable, 145 Bradford Road, Brighouse, HD6 4AD",Clear Channel (Uk) Ltd,1175,01/06/1994,SBR
29080741,Car Wash And Premises,"Adj 407 Bradford Road, Brighouse, HD6 4BT",Anduff Car Wash Ltd,19750,25/10/1996,SBR
29080742,Offices and Premises,"St Pegs House, Thornhill Beck Lane, Brighouse, HD6 4AW",Jcc Inspire Llp,25750,25/06/2012,SBR
29080750,Advertising Right and Premises,"Advertising Right, Board No. 4706/01-03, Bradford Road, Brighouse",Outdoor Systems Ltd,3700,07/01/2013,SBR
29080753,Communication Station and Premises,"Telecommunications Mast, Site Ref HD0009 N Vale Mills, Bradford Road, Brighouse            HD6 4DJ",,11500,02/10/2009,EX
29080761,Offices and Premises,"Part Second Floor, Clifton House, Bradford Road, Brighouse            HD6 4EJ",Hillside Services Ltd,17000,07/06/2005,SBR
29080766,Day Nursery and Premises,"Wellholme Park, Childrens Centre, Bradford Road, Brighouse            HD6 4AF",North Halifax Partnership Ltd,22750,01/07/2014,MCR
29080769,Play Centre And Premises,"Wellholme Garage, 1ST Floor, 74 Bradford Road, Brighouse            HD6 4AA",,8800,25/06/2016,SBR
29080771,Shop and Premises,"63 Bradford Road, Brighouse, HD6 1RS",,3600,21/12/2008,SBR
29080772,Car Showroom And Premises,"Wellholme Garage, 74 Bradford Road, Brighouse, HD6 4AA",J C Bates & Sons Ltd,37000,01/12/2008,SBR
29080773,Store And Premises,"Unit 11 Heaton Estate, Bradford Road, Brighouse, HD6 4BW",,6200,01/12/2016,SBR
29080777,Land Used For Storage and Premises,"Unit 23, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Marrtree Investments Limited,1150,02/10/2011,EX
29080779,Warehouse And Premises,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Dennis Ruabon Commercial Ltd,5500,01/04/2015,SBR
29080782,Offices and Premises,"R/O 63 Bradford Road, Brighouse, HD6 1RS",,4650,08/07/2015,SBR
29080784,Offices and Premises,"Ground Floor & Basement, 67 Bradford Road, Brighouse, HD6 1RS",,5100,26/04/2010,SBR
29080787,Sponsored Roundabout,"Roundabout Flower Bed, Junction Ludenscheild Link, Bradford Road, Brighouse            HD6 4DH",Calderdale Mbc,150,01/06/2010,SBR
29080790,Workshop And Premises,"Units 8,9,14 & 15, Heaton Estate, Bradford Road, Brighouse            HD6 4BW",Quickslide Ltd,128000,21/11/2011,
29080793,Offices and Premises,"126 Bradford Road, Brighouse, HD6 4AU",Symphony Financial Advisors Ltd,5500,01/08/2013,SBR
29080794,Shop and Premises,"34 Bradford Road, Brighouse, HD6 1RW",,8300,16/03/2016,SBR
29080795,Cafe and Premises,"59/61 Bradford Road, Brighouse, HD6 1RS",,5400,23/08/2016,SBR
29080798,Petrol Filling Station And Premises,"364 Bradford Road, Brighouse, HD6 4DH",Z A Service Station Ltd,11000,27/04/2015,SBR
29080799,Workshop And Premises,"Units 5-6, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Wyke Plastics Ltd,10750,01/02/2015,SBR
29080800,Workshop And Premises,"Gf U1-2, Ff U1-3, 2 Fl U1, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Blackhall Engineering Ltd,16750,01/02/2015,ER
29080801,Warehouse And Premises,"Units 4, Heaton Industrial Park, Bradford Road, Brighouse            HD6 4DJ",Performance Porsche Ltd,15750,01/02/2015,SBR
29080804,Karate School,"Unit 2B, A1 Business Park, 370 Bradford Road, Brighouse            HD6 4DJ",,4500,01/05/2013,SBR
29080805,"Shop, Store and Premises","Unit 2-5, A1 Business Park, 370 Bradford Road, Brighouse            HD6 4DJ",A1 Tools & Fixings Ltd,37000,01/05/2013,SBR
29080806,Shop and Premises,"4 Bradford Road, Brighouse, HD6 1RW",Websters Interiors Limited,13750,14/06/2016,
29080807,Shop and Premises,"2 Bradford Road, Brighouse, HD6 1RW",Direct 2 Mum Limited,17250,01/10/2016,SBR
29084535,Workshop And Premises,"Unit 1, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",,10500,01/09/2013,SBR
29084607,Shop and Premises,"607 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,4900,06/04/2008,SBR
29084609,Shop and Premises,"609 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,6800,01/06/1995,SBR
29084615,Shop and Premises,"615 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",Healthy Living Pharmacy Ltd,8500,01/06/2007,SBR
29084617,Hairdressing Salon and Premises,"617 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,12000,29/10/2004,SBR
29084619,Shop and Premises,"619 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DL",,5700,01/11/2012,SBR
29084621,Shop and Premises,"621 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,6200,18/11/2009,SBR
29084623,Beauty Salon And Premises,"623 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,5800,01/06/2015,SBR
29084625,Shop and Premises,"625 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,4600,22/11/2013,SBR
29084627,Shop and Premises,"627 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,6700,14/02/2004,SBR
29084629,Surgery And Premises,"629 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",Bailiff Bridge Dental Practice Ltd,6200,01/04/1990,SBR
29084633,Shop and Premises,"633c Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,11750,26/01/2017,EX
29084637,Shop and Premises,"637/643 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",Laminate And Wood Centre Ltd,20000,01/12/2016,SBR
29084647,Shop and Premises,"647/651 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",,31750,20/06/2006,SBR
29084704,Club and Premises,"Birkby Lane, Bailiff Bridge, Brighouse, HD6 4EW",The Clifton & Lightcliffe Subscription Band Association,2225,01/01/2005,MCR
29084705,Warehouse And Premises,"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA",D A P A Fabrication Ltd,7900,29/01/2016,SBR
29084706,Factory and Premises,"Cedar House, Bradford Road, Brighouse, HD6 4DJ",Blackhall Engineering Ltd,67000,01/04/1990,
29084709,Warehouse And Premises,"North Vale Mills, Bradford Road, Brighouse, HD6 4DJ",North Vale Doubling Co Ltd,17750,01/04/1990,SBR
29084712,Warehouse And Premises,"Unit 1, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",A & B Surface Markings Ltd,9900,05/01/2015,SBR
29084719,Workshop And Premises,"Unit 2, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",John Walton (Machine Tools) Ltd,5700,01/02/2015,SBR
29084720,Workshop And Premises,"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA",Oiltech Europe Ltd,8200,08/12/2014,SBR
29084721,Workshop And Premises,"Unit 3, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",,5200,25/01/2006,SBR
29084722,Warehouse And Premises,"Unit 4, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",,5200,14/05/2013,ER
29084724,Warehouse And Premises,"Unit 7, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",,5500,16/12/2011,SBR
29084732,Store And Premises,"Unit 13, Calder Industrial Estate, 370 Bradford Road, Brighouse            HD6 4DJ",,3500,09/07/1994,SBR
29084735,Workshop And Premises,"Unit 8, Calder Industrial Estate, 370 Bradford Road, Brighouse            HD6 4DJ",,3550,01/12/2016,SBR
29084736,Warehouse And Premises,"Calder Industrial Park, Bradford Road, Brighouse, HD6 4DJ",Ceramix Ltd,7200,01/04/1990,SBR
29084737,Warehouse And Premises,"Unit 1, 370 Bradford Road, Brighouse, HD6 4DJ",Calder Metal Spinning Co Ltd,14250,01/07/1994,SBR
29084739,Workshop And Premises,"Unit 6 & 7, 370 Bradford Road, Brighouse, HD6 4DJ",White Rose Windows Ltd,10250,01/06/2013,SBR
29084740,Offices and Premises,"635 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",Clearwell Pest Control Services Ltd,20000,07/03/2011,SBR
29084741,Shop and Premises,"633a Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,7000,09/04/2016,SBR
29084742,Shop and Premises,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",Amica Aesthetics Limited,5300,28/01/2017,SBR
29084743,Vehicle Repair Workshop And Premises,"Summerfield Garage, 535 Bradford Road, Bailiff Bridge, Brighouse           HD6 4DL",,9400,14/11/2000,SBR
29084746,Hairdressing Salon and Premises,"635A Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",,3750,24/05/2005,SBR
29084755,Workshop And Premises,"Units 10 & 12, A1 Business Park, 370 Bradford Road, Brighouse            HD6 4DJ",B.L.S Asbestos Ltd,13000,01/04/2007,SBR
29084756,Offices,"Unit 2A, Calder Business Park, 370 Bradford Road, Brighouse           HD6 4DJ",,5600,01/06/2013,SBR
29084759,Workshop And Premises,"Unit 10A, Calder Business Park, 370 Bradford Road, Brighouse           HD6 4DJ",B.L.S Asbestos Ltd,3450,01/02/2011,SBR
29084763,Workshop And Premises,"Unit 16 Heaton Industrial Pk, Bradford Road, Brighouse, HD6 1EA",Wyke Plastics Ltd,30750,01/04/2013,SBR
29084766,Communication Station and Premises,"Telecommunications Mast, Site Ref  1881, 54 Bradford Road, Brighouse            HD6 1RY",,12500,01/04/1997,SBR
29084782,Warehouse And Premises,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Traffic Management Technologies Ltd,5600,23/12/2014,SBR
29084783,Warehouse And Premises,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",,7400,06/04/2016,SBR
29084784,Workshop And Premises,"The Shed, Clifton Mills, Bradford Road, Brighouse            HD6 4EJ",Monarch Artstone Ltd,15250,01/01/2004,SBR
29084792,Warehouse And Premises,"Unit 1 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",M G Lifestyle (Uk) Ltd,6000,04/09/2012,SBR
29084793,Warehouse And Premises,"Unit 2 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Mr David Smith,6000,11/02/2008,SBR
29084794,Warehouse And Premises,"Unit 3 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",,6000,06/08/2012,SBR
29084795,Warehouse And Premises,"Unit 4 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Overgate Hospice Support Ltd,6000,01/08/2011,DCR MCR
29084796,Warehouse And Premises,"Unit 5 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",,6000,01/04/2016,SBR
29084798,Warehouse And Premises,"Unit 7 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",,6000,24/01/2011,SBR
29084799,Vehicle Repair Workshop And Premises,"Unit 8 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",,6000,01/03/2010,SBR
29084800,Warehouse And Premises,"Unit 9 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Matrix Facility Management Ltd (In Liquidation),6000,26/05/2015,SBR
29084801,Warehouse And Premises,"Unit 10 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,6000,16/05/2011,SBR
29084802,Warehouse And Premises,"Unit 11 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Home And Garden Bargains Ltd,6000,04/01/2016,SBR
29084804,Warehouse And Premises,"Warehouse, Clifton Mills, Bradford Road, Bailiff Bridge       HD6 4EJ",Blackshaw Holdings Ltd,65500,01/02/2017,EX
29084805,Store And Premises,"Garage Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Joseph Fee Builders,3200,29/04/2013,SBR
29084807,Gym And Premises,"Bridges Fitness Centre, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",,16250,01/01/2008,SBR
29084809,Store And Premises,"Unit B4 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge       HD6 4EJ",,2600,18/04/2016,SBR
29084810,Offices and Premises,"Part 2ND Floor Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,14750,27/03/2012,ER
29084814,Factory and Premises,"3RD Flr Space Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,5400,01/04/2009,ER
29084815,Offices and Premises,"St Aidens Chapel, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Oiltech Europe Ltd,15000,01/04/2012,SBR
29084816,Dance Studio And Premises,"B1 Ground Floor, Clifton House, Bradford Road, Brighouse            HD6 4EJ",,7200,01/04/2010,SBR
29084822,Office,"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,1825,20/06/2015,EX
29084823,Office,"Office 4 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,2500,20/06/2015,EX
29084824,Offices and Premises,"Suite 5 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,2600,27/10/2015,EX
29084825,Office,"Suite 6 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,2550,29/09/2015,EX
29084827,Office,"Office 7 First Floor, Clifton House, Bradford Road, Bailiff Bridge",Supply Education Ltd,4350,10/11/2014,SBR
29084830,Workshop And Premises,"Unit 3, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",,9000,01/03/2014,SBR
29084831,Gymnasium And Premises,"Unit 8 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Marrtree Investments Limited,5800,10/01/2017,EX
29084832,Workshop And Premises,"Unit 9 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",,5300,07/10/2011,SBR
29084833,Warehouse And Premises,"Unit 12B Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",,4450,07/11/2011,SBR
29084834,Warehouse And Premises,"Unit 12A Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",Property Projections Ltd,4700,07/11/2011,SBR
29084835,Workshop And Premises,"Unit 2, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",,8800,27/06/2012,SBR
29084837,Warehouse And Premises,"Unit 13, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",,9900,02/05/2014,SBR
29084839,Workshop And Premises,"Prospect Works, Bradford Road, Bailiff Bridge, Brighouse            HD6 4DJ",H & C Whitehead Ltd,75000,12/05/2014,
29084840,Communication Station and Premises,"02 (17202) Rooftop, North Vale Mills, Bradford Road, Brighouse            HD6 4DJ",Telefonica Uk Ltd,11500,01/04/2010,SBR
29084841,Warehouse And Premises,"Unit 17, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Tws (Selby) Ltd,7800,16/01/2016,SBR
29084842,Warehouse And Premises,"Unit 14, Branxholme Industrial Estate, Bradford Road, Bailiff Bridge",Proplus Installation Products Limited,7800,20/02/2015,SBR
29084843,Warehouse And Premises,"Unit 20, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",North West Media Services Ltd,7800,23/07/2015,SBR
29084844,Warehouse And Premises,"Unit 19, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",North West Media Services Ltd,7800,23/07/2015,SBR
29084845,Warehouse And Premises,"Unit 18, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Confined Space Services Ltd,7800,26/05/2015,SBR
29084846,Warehouse And Premises,"Unit 16, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Tws (Selby) Ltd,7800,16/01/2016,SBR
29084847,Warehouse And Premises,"Unit 15, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",Tws (Selby) Ltd,7800,16/01/2016,SBR
29084848,Warehouse And Premises,"Unit 4, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL",,8300,21/03/2015,SBR
