LIABILITY_TYPE,RATEPAYER,Property Address,Billing Address,PROPREF,2010 Rating list value,Rates Payable,LIABILITY_START
I,,"Unit 16A Calder Workshops, Gibbet Street, Halifax, HX1 4JQ","138 Burnley Road, Halifax, HX2 7JG",65164846,1100,509.44,17/01/2005
C,Ganden Buddhist Centre,"5-7 North Bridge, Halifax, HX1 1XH","5/7 North Bridge, Halifax, HX1 1XH",68080005,4350,2048.85,01/07/2003
C,Actors Workshop Youth Theatre Co.,"7/9 St James Street, Halifax, HX1 5SU","7/9 St James Street, Halifax, HX1 5SU",68736705,12000,5652,01/04/2004
I,,"Hollins Top Workshop, Lee Wood Road, Hebden Bridge, HX7 7EQ","9 Cliffe Royd, Hebden Bridge, HX7 8DJ",76332700,650,306.15,01/04/2004
I,,"Fish & Chip Shop, 34 Towngate, Heptonstall, Hebden Bridge        HX7 7LW","Kendal House, Heptonstall, Hebden Bridge, HX7 7NB",76540711,2550,1201.05,30/10/2000
C,Pennine Housing 2000 Ltd,"35 Stanningley Road, Mixenden, Halifax, HX2 8RJ","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",68804035,1125,529.88,01/04/2005
C,S.N.J Mini Market Ltd,"14 Bank Edge Road, Halifax, HX2 8JU","2 Turner Avenue South, Illingworth, Halifax, HX2 8EH",64136014,1800,847.8,01/04/2005
C,Royal Bank Of Scotland Plc,"2 Crown Street, Hebden Bridge, HX7 8EH","C/O D T Z, Vittoria House, Vittoria Walk, Cheltenham, Gloucestershire, GL50 1TW",76176709,1575,741.83,01/08/2004
I,,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164749,790,372.09,01/04/2004
I,,"Unit 31 (Boiler House), Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164751,950,447.45,01/04/2004
I,,"Unit 7, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164755,600,282.6,01/04/2004
C,Ground Floor,"Unit 8 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,76256728,1200,565.2,01/04/2005
I,,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX","La Bessade, 19430 Sexcles, France",76212703,2550,1201.05,01/04/2003
C,Calderdale Mbc,"29 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252727,2500,1177.5,11/10/2004
I,,"Unit 4, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW","164 Halifax Road, Ripponden, Sowerby Bridge, HX6 4AH",77644726,1875,883.13,01/09/2003
I,,"5a Old Lane, Halifax, HX3 6TD","Birks Barn, Birks Lane, Ripponden, Sowerby Bridge, HX6 4AP",68080702,500,235.5,01/04/2004
I,,"11 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",,76088762,1375,647.63,01/04/2001
I,,"12 Bridge End, Brighouse, HD6 3DH","3/5 Rosemary Place, Rastrick, Brighouse, HD6 3EJ",29092012,2375,1118.63,24/05/2003
C,Landowne Ltd,"7 Crossley Street, Halifax, HX1 1UG","The Estate Office, Ashgrove House, Elland Road, Elland, HX5 9JB",64748007,9700,4568.7,01/04/2001
C,United Friendly Insurance Plc,"Second Floor, 18 Silver Street, Halifax, HX1 1HS","Royal London, Royal London House, Alderley Road, Wilmslow, SK9 1PF",68580713,9500,4474.5,06/03/2004
C,The National Trust,"The Lodge, Midgehole Road, Hebden Bridge, HX7 7AL","Transaction Processing Unit, Epsom Court, Epsom Road,, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XF",76368704,1750,824.25,01/03/2005
I,,"Exley Gardens, Halifax, HX3 9EE",,65048700,1175,553.43,22/03/2005
I,,"West View Garage, Boothtown, Halifax, HX3 6PG",,69372701,4650,2190.15,01/07/2003
C,Noah's Ark Community Cafe,"322/326 Ovenden Road, Halifax, HX3 5TJ","322/326 Ovenden Road, Halifax, HX3 5TJ",65625701,3150,2284.35,01/04/2003
C,Northern Broadsides Theatre Company,"Office Suite E110, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E135, Dean Clough Office Park, Dean Clough, Halifax, HX3 5AX",64784839,2900,1365.9,01/03/2004
C,Everything Everywhere Ltd,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE","Orange Pcs Ltd, C/O Gva (Business Rates (Tm), Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",29020746,9200,4333.2,01/04/2003
C,Calderdale Mbc,"48 Arcade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252771,2475,1165.73,25/08/2002
C,Calderdale Mbc,"36 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252748,2500,1177.5,01/04/2003
C,Calderdale Mbc Community Services,"16 The Colonnade, Piece Hall, Halifax, HX1 1RE","Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",68252733,2500,1177.5,01/04/2004
I,,"4/8 Bridge End, Brighouse, HD6 3DH","688 Bradford Road, Huddersfield, HD2 2JY",29092004,990,466.29,29/12/2004
I,Kirklees Youth Training,"Unit 10/10A Brunswick Works, Brassey Street, Halifax, HX1 2EA","Carlton Mill, Hirst Road, Dewsbury, WF13 2AD",64352728,7200,3391.2,01/04/2005
C,Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 8, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388708,1250,588.75,03/11/2003
C,Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 9, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388709,1250,588.75,03/11/2003
C,Cullingworth Commercials & Freight Services Ltd,"Mezzanine 0FFICE 10, Westercroft Lane, Halifax, HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388710,1250,588.75,03/11/2003
C,Cullingworth Commercials & Freight Services Ltd,"Stores (Under Mezz Offices), Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388713,5400,2543.4,03/11/2003
C,Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 11, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388711,5500,2590.5,03/11/2003
I,,"278 Gibbet Street, Halifax, HX1 4LT","141 Queens Road, Halifax, HX1 3XY",65164278,2550,1201.05,13/06/2000
C,Halifax Opportunities Trust,"Communal Areas, Hansonlane Enterprise Centre, Hanson Lane, Halifax              HX1 5PG","The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",65264770,7800,3673.8,01/04/2003
I,,"29 Church Street, Halifax, HX1 1QY","8 Copley Lane, Halifax, HX3 0TT",64780701,10250,4827.75,01/04/2000
I,,"1 Deal Street, Halifax, HX1 1QX","Birks Barn, Birks Lane, Ripponden, Sowerby Bridge, HX6 4AP",64780001,3550,1672.05,01/04/2001
C,White Rose Non Wovens Ltd,"Arches Street, Halifax, HX1 2SY","West Parade, Halifax, HX1 2SY",69360715,1900,894.9,01/04/2004
C,Dean Clough Ltd,"Unit A1 ( Adj Unit B1A ), Dean Clough Industrial Park, Halifax, HX1 1XG","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64784886,1575,741.83,27/02/2003
I,,"281 Halifax Road, Todmorden, OL14 5SQ","283 Halifax Road, Todmorden, Lancs, OL14 5SQ",78192281,1450,682.95,29/03/2004
C,Eureka! The National Childrens Museum Ltd,"The 1855 Building,Eureka, Discovery Road, Halifax, HX1 2NG","1855 Building, Northern End, Discovery Road, Halifax, HX1 2NG",68632716,11250,5298.75,01/04/2003
I,,"18 Rochdale Road, Greetland, Halifax, HX4 8AL","6 Benroyd Terrace, Holywell Green, Halifax, HX4 9DA",68392707,1275,600.53,13/08/2005
I,,"Basement, 10A Akroyd Place, Halifax, HX1 1YH","Waterside, Wakefield Road, Copley, HX3 0UN",64036010,920,433.32,01/06/2002
C,Northern Broadsides Theatre Company,"Office Suite E 135, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E135, Dean Clough Office Park, Dean Clough, Halifax, HX3 5AX",64788844,7100,3344.1,01/06/2004
C,Westfield Properties,"Unit 16B Calder Workshops, Gibbet Street, Halifax, HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164847,1100,518.1,05/10/2004
C,Halifax Vandals R.U.F.C,"The Clubhouse, Warley Town Lane, Halifax, HX2 7SL",,69284701,11000,5181,04/09/2004
I,,"Unit 2, 27 Rastrick Common, Brighouse, HD6 3DW","35 Mayster Grove, Rastrick, Brighouse, HD6 3NU",29480711,6100,2873.1,01/07/2004
C,Heathleigh Ltd,"Unit 7A Woodman Works, South Lane, Elland, HX5 0PA","Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",56220770,335,157.79,01/09/2005
C,Calderdale Mbc Land & Property Services,"Carlton Street, Halifax, HX1 2AF","Westgate House, Westgate, Halifax, HX1 1PS",65276700,2950,1389.45,01/09/2005
C,Elland Tyre & Exhaust Services Ltd,"Unit 9, Fordsall House, Huddersfield Road, Elland              HX5 9DW","Unit 1, Fordsall House, Huddersfield Road, Elland, HX5 9DW",56132754,870,409.77,01/06/2004
C,J Speak & Co Ltd,"Unit 3, North Dean Mills, Stainland Road, Greetland           HX4 8LS","North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",68772724,4300,2025.3,01/04/2002
C,Ingfield Farm Shop Ltd,"Ingfield Farm Shop, Law Farm, Law Lane, Southowram, Halifax              HX3 9UG","Law Farm, Law Lane, Southowram, Halifax, HX3 9UG",65592706,4250,2001.75,17/06/2003
C,Dodnaze Community Association,"54 Hirst Grove, Hebden Bridge, HX7 8DN","Dodnaze Community Centre, 54 Hirst Grove, Hebden Bridge, HX7 8DN",76268054,1825,859.58,21/06/2004
I,,"1ST Floor, 43A Crown Street, Halifax, HX1 1JB","89 Illingworth Road, Illingworth, Halifax, HX2 9EH",64756719,2275,1071.53,24/12/2004
C,Dean Clough Ltd,"Office Suite D 258, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64778778,3100,1460.1,13/09/2005
I,,"Post Office Buildings, Saddleworth Road, Barkisland, Halifax              HX4 0AL",,68440703,3650,1719.15,01/07/2004
C,H.R Goodale [ Northern] Ltd,"Star Garage, Wakefield Road, Halifax, HX3 0TP","Star Garage, Wakefield Road, Halifax, HX3 0TP",69240707,6100,2873.1,01/04/2004
C,Northern Broadsides Theatre Company,"Office Suite E 112, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E135, Dean Clough Office Park, Dean Clough, Halifax, HX3 5AX",64788814,2850,1342.35,01/04/2004
C,Dean Clough Foundation,"Office Suite L G 37, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D182, Dean Clough, Halifax, HX3 5AX",64784747,4550,2143.05,01/04/2005
C,Overgate Hospice,"13 Halifax Road, Todmorden, OL14 5AG","30 Hullen Edge Road, Elland, HX5 0QY",78192806,6600,3108.6,01/09/2006
C,Crossley Evans Ltd,"Boston Street, Halifax, HX1 4ND","Po Box 23, Shipley, Bradford, BD18 2LY",64024704,8300,3909.3,01/04/2005
C,Relate Pennine Keighley & Craven,"Basement Part Gf, Part 1ST & Part 2ND Floors, 38 Clare Road, Halifax              HX1 2HX","Basement, Part Ground, Part 1ST Floor,& 2ND Floor, 38 Clare Road, Halifax, HX1 2HX",64584765,5800,2731.8,21/10/2005
C,Dean Clough Ltd,"Office Suite D 09, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64885704,3350,1577.85,01/04/2006
C,Dean Clough Ltd,"Office Suite D 07, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64885703,3900,1836.9,01/04/2006
I,,"91/93 Northgate, Halifax, HX1 1XJ","4/6 Heyhead Farm, Heights Road, Mytholmroyd, Halifax, HX7 5RB",68096710,1525,718.28,06/04/2006
I,,"Second & Third Floors, 51 Crown Street, Halifax, HX1 1JB","36 South View Terrace, Yeadon, Leeds, LS19 7QL",64756737,1825,859.58,16/10/2006
C,Calderdale Mbc,"19 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252757,2550,1201.05,27/01/2007
C,Burrwood Garage Ltd,"Monsal Mills, Miall Street, Halifax, HX1 4AE","Pellon Lane, Halifax, HX1 4AA",65788708,2650,1248.15,01/04/2007
I,,"42/44 Bridge End, Brighouse, HD6 3DS","16-22 Westgate, Shipley, BD18 3QT",29092708,6000,2826,01/04/2008
I,,"22 Water Street, Todmorden, OL14 5AB","21 Rochdale Road, Todmorden, OL14 5AA",78508022,2150,1012.65,19/05/2008
I,,"3a Crown Street, Hebden Bridge, HX7 8EH","5 Hangingroyd Close, Hebden Bridge, HX7 6AN",76176721,5400,2543.4,07/12/2008
C,E T R Leisure Ltd (Company Dissolved),"George Square, Halifax, HX1 1HS","C/O Dicker Economou & Co, 2 The Crest, Hendon, London, NW4 2HW",65140709,6800,3202.8,08/05/2008
I,,"4 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE","8 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832703,2550,1201.05,21/04/2008
C,Calderdale Mbc Markets Manager,"Balcony Store 3, Borough Market, Halifax, HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288776,167,78.66,01/04/2004
C,S B Homes Ltd,"Room 7 2nd Floor, Barclays Bank Chambers, Town Hall Street, Sowerby Bridge      HX6 2EA","4 Brougham Road, Marsden, Huddersfield, HD7 6BN",77600729,720,339.12,16/12/2006
C,Sowood Community Centre Association,"Sowood Community Centre, Stainland Road, Stainland, Halifax             HX4 9HY","Sowood Community Centre, Stainland Road, Sowood, Halifax, HX4 9HY",68780702,5400,2543.4,01/04/2006
C,Enduring Enterprises Ltd,"10 Bradford Road, Brighouse, HD6 1RW","C/O Jones Lang Lasalle, Fao David Griffin Esq, 25 Bank Street, London, E14 5EG",29080010,11500,5416.5,13/12/2006
C,Age Uk,"10 Halifax Road, Todmorden, OL14 5AD","Property Department, Tavis House, 1-6 Tavistock Square, London, WC1H 9NA",78192010,9000,4239,01/07/2006
C,Pennine Housing 2000 Ltd,"5 Beech Grove, Lightcliffe, Halifax, HX3 8UU","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",64196005,2450,1153.95,02/04/2001
C,Dean Clough Foundation,"Office Suite D 132, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D182, Dean Clough, Halifax, HX3 5AX",64885701,2950,1389.45,21/01/2008
I,,"Room 3/3A 1ST Floor, 47 Bethel Street, Brighouse, HD6 1JR","Unit 3a St Georges Court, Kirkham, Lancs, PR4 2EF",29048724,860,405.06,31/01/2008
C,Micheldever Tyre Services Plc,"Empty Parts, 1ST Flr Micheldever Offices, Old Power Way, Elland               HX5 9DA","Micheldever Station, Winchester, Hants, SO21 3AP",56174787,9500,4474.5,24/09/2007
C,Dean Clough Ltd,"Office Suite D101/103, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788839,6500,3061.5,26/04/2008
C,Butterworth Properties Ltd,"Part Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE","The Paddock, Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",76420715,1800,847.8,01/04/2005
C,Royds Properties Ltd,"Unit 15 Wellington Mills, Quebec Street, Elland, HX5 9AS","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196738,370,174.27,01/04/2006
C,Cullingworth Commercials & Freight Services Ltd,"Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY","Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",69388717,5100,2402.1,02/11/2006
C,Everything Everywhere Ltd,"Telecommunication Mast, Site Ref W Y K 7033, Granny Hall Lane, Brighouse            HD6 2JJ","Orange Pcs Ltd, C/O Gva (Business Rates (Tm), Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",29276701,2800,1318.8,01/04/2005
C,S B Homes Ltd,"2nd Floor, Barclays Bank Chambers, 21 Town Hall Street, Sowerby Bridge      HX6 2EA","4 Brougham Road, Marsden, Huddersfield, HD7 6BN",77600714,540,254.34,16/12/2006
C,Calderdale Mbc,"30 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252750,2500,1177.5,01/04/2007
I,,"Room 3, 37 Bethel Street, Brighouse, HD6 1JR","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",29048720,850,400.35,17/09/2005
C,Bizspace Ltd,"Unit 1A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628730,4650,2190.15,30/01/2008
C,Hawkhead Bray & Son Ltd,"Unit 32b, Phoebe Lane Ind Estate, Phoebe Lane, Halifax             HX3 9EX","Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",68248731,260,122.46,01/04/2001
C,Global Commercial Investments Ltd,"First Floor Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH","Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",64242747,5400,2543.4,01/02/2008
I,,"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,65624703,4900,2307.9,01/06/2008
C,Altaf Properties Ltd,"Part 1st Floor, 3 Wards End, Halifax, HX1 1DD","19 Spring Gardens Mount, Keighley, BD20 6LJ",69264713,2125,1000.88,01/07/2008
C,Calderdale Mbc Community Services,"23 The Colonnade, Piece Hall, Halifax, HX1 1RE","Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",68252728,2500,1177.5,01/07/2008
C,Pennine Housing 2000,"Unit 4, Range Court, Halifax, HX3 6DL","Bull Green House, Bull Green, Halifax, HX1 2EB",68332702,8100,3815.1,10/06/2008
I,,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 5QN","Unit 10, Nanholme Mill, Halifax Road, Todmorden, OL14 6DA",78416705,2400,1130.4,27/04/2006
C,Fiona Cooper Audio Visual Ltd,"60 West Street, Sowerby Bridge, HX6 3AP","The Cotton Mill, Saddleworth Road, Elland, HX5 0SA",77648060,6800,3202.8,01/04/2006
C,Everything Everywhere Ltd,"Telecommunication Mast, Site Ref 7040, 1 Shannon Road, Brighouse            HD6 3LF","Orange Pcs Ltd, C/O Gva (Business Rates (Tm), Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",29668001,2800,1318.8,01/04/2005
C,Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0010, Church Lane, Brighouse            HD6 1DL","P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",29156712,8400,3956.4,01/04/2005
C,Dean Clough Foundation,"Office Suite D123, Dean Clough Industrial Park, Halifax, HX3 5AX","Office Suite D182, Dean Clough, Halifax, HX3 5AX",64788785,1800,847.8,01/04/2007
I,,"196 Savile Park Road, Halifax, HX1 2XP","24 Ribstone Street, Mytholmroyd, Hebden Bridge, HX7 5NR",68472196,4050,1902.66,01/05/2007
I,,"2 Trinity Place, Halifax, HX1 2BD","12 Trinity Place, Halifax, HX1 2BD",69094002,8200,3862.2,20/10/2006
C,Horton Housing Association,"Thornton House, 14 Prescott Street, Halifax, HX1 2LG","Chartford House, 54 Little Horton Lane, Bradford, BD5 0BS",68280716,9900,4662.9,30/08/2006
C,Hutchinson 3G Uk Ltd,"Telecommunications Mast, Site Ref 0009, Mile Cross Road, Halifax              HX1 4HN","C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",65800703,8400,3956.4,01/04/2005
C,Halifax Property Services Ltd,"Basement Right Hand, Jubilee Mill, West Parade, Halifax              HX1 2TA","Fagley Lane, Eccleshill, Bradford, BD2 3NT",69360723,2075,977.33,26/10/2006
C,Pennine Housing 2000 Ltd,"43 Stanningley Road, Mixenden, Halifax, HX2 8RJ","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",68804043,1025,482.78,01/10/2006
C,Pennine Housing 2000 Ltd,"7 Beech Grove, Lightcliffe, Halifax, HX3 8UU","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",64196007,2300,1083.3,01/04/2002
C,Pennine Housing 2000 Ltd,"6 Beech Grove, Lightcliffe, Halifax, HX3 8UU","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",64196006,2275,1071.53,01/04/2002
I,,"Store Ref 2 & 3, West Street, Todmorden, OL14 5HY","1st Floor, 4 West Street, Todmorden, OL14 5HY",78520704,1700,800.7,01/04/2005
C,Westfield Properties,"Store Ref 1, West Street, Todmorden, OL14 5HY","1st Floor Offices, 4 West Street, Todmorden, OL14 5HY",78520705,1600,753.6,05/02/2006
C,Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0017, Clough Lane, Rastrick             HD6 3QL","C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",29184706,5100,2402.1,01/04/2005
C,Hutchinson 3G Uk Ltd,"Telecommunication Mast, Ref HX0024 Brian Royd Mills, Saddleworth Road, Greetland            HX4 8NN","C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",68444756,8400,3956.4,01/04/2005
C,Hutchinson 3G Uk Ltd,"Telecommunication Mast, Ref HX0014 Coal Pit Lane, Southowram, HX3 9RG","C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",68256703,8200,3862.2,01/04/2005
C,Calderdale Mbc,"27 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252725,2550,1201.05,01/04/2007
C,Calderdale Mbc,"24 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252024,2550,1201.05,24/09/2006
I,,"47/49 Crown Street, Halifax, HX1 1JB","C/O 89c Jacobs Well Lane, Wakefield, WF1 3PB",64756047,10000,4710,20/02/2007
C,Grantham House Properties Ltd,"Grantham House, Grantham Road, Halifax, HX3 6PL","C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",65192713,9300,4380.3,01/04/2005
C,Dean Clough Ltd,"Office Suite D 452, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788842,3950,1860.45,08/08/2005
C,,"Room 5 1st Floor, 6 Market Street, Halifax, HX1 1RN","C/O Bramleys, 16 St George Square, Huddersfield, HD1 1JF",65736727,1200,565.2,10/06/2002
C,,"Room 3, Palatine Chambers, 6 Market Street, Halifax             HX1 1RW","C/O Bramleys, 16 St George Square, Huddersfield, HD1 1JF",65736718,1400,659.4,17/09/2005
I,All Souls Amateur Operatic Society,"Union Street South, Halifax, HX1 2LF"," (Treas), 267 Smith House Lane, Lightcliffe, Halifax, HX3 8UL",69324712,2800,1318.8,01/04/2005
