Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,27/02/2014,LLOYDS PHARMACY LTD,Consultancy,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,£843.86
Rochdale BC,04/02/2014,LOWERPLACE LIBERAL CLUB,Financial Services,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,£510.00
Rochdale BC,07/02/2014,LPS TRAINING & CONSULTANCY LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,£525.00
Rochdale BC,21/02/2014,LUCID RESEARCH LIMITED,Information Communication Technology,ECONOMY AND ENVIRONMENT,COMMUNITY CHAMPION,£673.00
Rochdale BC,27/02/2014,M L SHAW FABRICATIONS LIMITED        (S),"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,CASTLETON ROOF REPLMT TO KS2 BLDG & CRDS,£800.00
Rochdale BC,10/02/2014,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£2,400.00"
Rochdale BC,10/02/2014,MACE LIMITED,Consultancy,FINANCE SERVICES,SOCIAL FUND,"£4,920.00"
Rochdale BC,12/02/2014,MAHOOD BROTHERS,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£2,082.90"
Rochdale BC,26/02/2014,MAILBOX STAMFORD PRODUCTS LTD,Healthcare,PROPERTY AND HIGHWAYS,Winter Maintenance,£985.00
Rochdale BC,11/02/2014,MANCHESTER CITY COUNCIL,Public Bodies,PUBLIC HEALTH,PUBLIC HEALTH ADVICE COMMISSIONING,"£4,180.00"
Rochdale BC,11/02/2014,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,706.64"
Rochdale BC,11/02/2014,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,662.88"
Rochdale BC,27/02/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£16,625.12"
Rochdale BC,27/02/2014,MARK STREET SURGERY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,229.74"
Rochdale BC,26/02/2014,MASSEY & HARRIS (ENGINEERING) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£11,146.00"
Rochdale BC,21/02/2014,MATRIX,Unclassifiable,ECONOMY AND ENVIRONMENT,EQUIPMENT - LEISURE CENTRES,"£8,142.00"
Rochdale BC,26/02/2014,MATTHEW MOSS HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£16,181.83"
Rochdale BC,26/02/2014,MATTHEW MOSS HIGH SCHOOL,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,SUBSIDISED USAGE  ROCHDALE SOUTH,£554.80
Rochdale BC,04/02/2014,MEADOWS CARE LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,297.86"
Rochdale BC,17/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,L DIS FORUM PLACEMENTS,£802.80
Rochdale BC,10/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
Rochdale BC,11/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£633.60
Rochdale BC,20/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
Rochdale BC,20/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
Rochdale BC,27/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
Rochdale BC,27/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£633.60
Rochdale BC,10/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,012.00"
Rochdale BC,11/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,012.00"
Rochdale BC,11/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£802.80
Rochdale BC,26/02/2014,MENCAP,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£802.80
Rochdale BC,27/02/2014,MERITEC LIMITED,Human Resources,FINANCE SERVICES,HSG BEN & CNCIL TAX SUPPORT ASSESSMENTS,"£8,787.50"
Rochdale BC,17/02/2014,MERITEC LIMITED,Human Resources,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,295.00"
Rochdale BC,19/02/2014,MET OFFICE,Consultancy,PROPERTY AND HIGHWAYS,Winter Maintenance,"£5,576.00"
Rochdale BC,24/02/2014,METRO SRM LLP,Financial Services,ECONOMY AND ENVIRONMENT,TELEGRAPH HOUSE SERVICE CHARGE ACCOUNT,£690.00
Rochdale BC,05/02/2014,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,066.50"
Rochdale BC,12/02/2014,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,053.00"
Rochdale BC,17/02/2014,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,039.50"
Rochdale BC,17/02/2014,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,£884.25
Rochdale BC,17/02/2014,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,235.25"
Rochdale BC,13/02/2014,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£5,000.00"
Rochdale BC,26/02/2014,MIDDLETON PARISH CE SCHOOL,Financial Services,CUSTOMERS & CORPORATE SERVICES,SUDSIDISED USAGE  MIDDLETON,"£1,125.00"
Rochdale BC,01/02/2014,MIDDLETON TRAMPOLINING CLUB,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,599.08"
Rochdale BC,21/02/2014,MIKE GOLDRICK WINDOW BLINDS LTD,Furniture & Soft Furnishings,CUSTOMERS & CORPORATE SERVICES,RENAISSANCE,£740.00
Rochdale BC,11/02/2014,MILNROW CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£565.00
Rochdale BC,27/02/2014,MILNROW VILLAGE PRACTICE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,965.22"
Rochdale BC,14/02/2014,MISCO,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£1,528.71"
Rochdale BC,21/02/2014,MISHCON DE REYA,Unclassifiable,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£3,028.00"
Rochdale BC,28/02/2014,MOLESWORTHS BRIGHT CLEGG,Legal Services,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£66,000.00"
Rochdale BC,01/02/2014,MOSAIC COMMUNITY CARE LTD,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,088.50"
Rochdale BC,11/02/2014,MOTT MACDONALD LIMITED,Human Resources,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£6,756.47"
Rochdale BC,27/02/2014,MR GARY P DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,496.25"
Rochdale BC,05/02/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,984.60"
Rochdale BC,05/02/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,984.60"
Rochdale BC,05/02/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,870.00"
Rochdale BC,11/02/2014,NATURES NURSERY (HUDDERSFIELD) LTD,Horticultural,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£715.00
Rochdale BC,05/02/2014,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£7,200.00"
Rochdale BC,20/02/2014,NETWORKS FIRST LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,PEOPLES NETWORK,"£11,975.00"
Rochdale BC,04/02/2014,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
Rochdale BC,24/02/2014,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
Rochdale BC,24/02/2014,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£7,954.00"
Rochdale BC,24/02/2014,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,136.00"
Rochdale BC,01/02/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,£518.14
Rochdale BC,10/02/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£7,017.67"
Rochdale BC,19/02/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£7,017.67"
Rochdale BC,27/02/2014,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,Financial Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£83,921.00"
Rochdale BC,11/02/2014,NILFISK OUTDOOR PRODUCTS,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£37,926.80"
Rochdale BC,11/02/2014,NILFISK OUTDOOR PRODUCTS,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,VEHICLE REPLACEMENT PROGRAM,"£5,598.51"
Rochdale BC,04/02/2014,NO GRAFFITI (MANCHESTER) LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,£520.00
Rochdale BC,21/02/2014,NO GRAFFITI (MANCHESTER) LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,£900.00
Rochdale BC,17/02/2014,NOMS AGENCY,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£3,042.00"
Rochdale BC,24/02/2014,NORTH MANCHESTER ENTERPRISE GROUP LTD,Consultancy,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£1,705.00"
Rochdale BC,07/02/2014,NORTH WEST EMPLOYERS,Public Transport,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,"£1,051.70"
Rochdale BC,18/02/2014,NORTH WEST EVERGREEN LTD PARTNERSHIP,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,STRATEGIC PLANNING,"£25,000.00"
Rochdale BC,17/02/2014,NORTH WEST REGIONAL YOUTH WORK UNIT,Human Resources,EARLY HELP AND SCHOOLS,GENERAL BOROUGHWIDE YOUTH SERVICE,"£2,391.25"
Rochdale BC,26/02/2014,NORTHENDEN TRAVEL,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,£608.30
Rochdale BC,26/02/2014,NORTHERN LIGHT FILMS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,"£4,014.00"
Rochdale BC,04/02/2014,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,190.00"
Rochdale BC,11/02/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,FINANCE SERVICES,BLUE BADGES,"£1,716.00"
Rochdale BC,07/02/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£10,052.00"
Rochdale BC,14/02/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£4,288.42"
Rochdale BC,19/02/2014,NUGENT CARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£80,177.49"
Rochdale BC,11/02/2014,NWTC LTD,Unclassifiable,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,£597.06
Rochdale BC,11/02/2014,OAKFIELD HOUSE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,398.00"
Rochdale BC,12/02/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,COMMUNITIES & ENGAGEMENT PRIORITY FUND,£810.00
Rochdale BC,11/02/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,RETROFIT,"£31,800.00"
Rochdale BC,12/02/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,ROCHDALE TOWNSHIP CAPITAL - GENERAL,"£1,000.00"
Rochdale BC,13/02/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"£6,454.00"
Rochdale BC,13/02/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"£13,070.00"
Rochdale BC,24/02/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,"£9,464.00"
Rochdale BC,06/02/2014,ONE STOP FENCING PRODUCTS LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£538.20
Rochdale BC,28/02/2014,ONE STOP FENCING PRODUCTS LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£8,582.00"
Rochdale BC,07/02/2014,ORANGE PCS LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,MOBILE TELEPHONES,£985.22
Rochdale BC,07/02/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,£700.00
Rochdale BC,14/02/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,£700.00
Rochdale BC,14/02/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,£700.00
Rochdale BC,28/02/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£1,260.00"
Rochdale BC,10/02/2014,OXFORD COMPUTER CONSULTANTS LIMITED,Consultancy,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,500.00"
Rochdale BC,21/02/2014,OXFORD COMPUTER CONSULTANTS LIMITED,Consultancy,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£3,047.39"
Rochdale BC,13/02/2014,P & R FIRE SECURITY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£1,066.00"
Rochdale BC,24/02/2014,PACE,Financial Services,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£3,332.00"
Rochdale BC,24/02/2014,PACE,Financial Services,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£3,332.00"
Rochdale BC,07/02/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,514.50"
Rochdale BC,10/02/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,438.00"
Rochdale BC,10/02/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,511.00"
Rochdale BC,12/02/2014,PARITOR LTD,Information Communication Technology,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,"£1,800.00"
Rochdale BC,10/02/2014,PARKWOOD HEALTHCARE LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£14,191.66"
Rochdale BC,24/02/2014,PARTRIDGE & PRINT LTD,Financial Services,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,£652.50
Rochdale BC,05/02/2014,PCC OF ST LUKES HEYWOOD,Financial Services,CUSTOMERS & CORPORATE SERVICES,HEYWOOD TOWNSHIP FUNDS - PROJECTS,£968.00
Rochdale BC,17/02/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,225.00"
Rochdale BC,17/02/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£3,325.00"
Rochdale BC,02/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£99,010.42"
Rochdale BC,27/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ICAN,"£5,692.00"
Rochdale BC,04/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,MERIT NORTH,"£8,217.76"
Rochdale BC,24/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£3,246.00"
Rochdale BC,27/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,PUBLIC HEALTH ADVICE COMMISSIONING,"£3,000.00"
Rochdale BC,27/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN EARLY YEARS,"£13,312.71"
Rochdale BC,06/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£275,208.00"
Rochdale BC,10/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£275,208.00"
Rochdale BC,03/02/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£8,284.00"
Rochdale BC,17/02/2014,PERFORMANCE DOORSET SOLUTIONS LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,988.45"
Rochdale BC,13/02/2014,PETER TAYLOR LTD PLUMBING & HEATING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£5,000.00"
Rochdale BC,05/02/2014,PHONAK GROUP LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEARING IMPAIRED SUPPORT,"£1,210.00"
Rochdale BC,11/02/2014,PINNACLE RESPONSE LTD,Human Resources,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,"£1,050.00"
Rochdale BC,17/02/2014,PINSENT MASONS LLP,Legal Services,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£6,176.00"
Rochdale BC,17/02/2014,PINSENT MASONS LLP,Legal Services,ECONOMY AND ENVIRONMENT,WIND ENERGY PROJECT - PILOT PHASE,"£1,794.50"
Rochdale BC,05/02/2014,PIONEER TRAVEL,Public Transport,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,"£2,625.00"
Rochdale BC,28/02/2014,PIONEER TRAVEL,Public Transport,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,"£1,750.00"
Rochdale BC,18/02/2014,PLP CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,MIDDLETON PARISH ADDITIONAL PLACES,"£18,054.84"
Rochdale BC,06/02/2014,PLUS DANE HOUSING GROUP,Housing Management,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£1,010.00"
Rochdale BC,19/02/2014,POST OFFICE COUNTERS LTD,Clothing,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,445.00"
Rochdale BC,03/02/2014,POSTURITE (UK) LTD,Furniture & Soft Furnishings,EARLY HELP AND SCHOOLS,ICAN,£915.70
Rochdale BC,07/02/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,876.22"
Rochdale BC,14/02/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,476.51"
Rochdale BC,27/02/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,535.18"
Rochdale BC,07/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£560.76
Rochdale BC,07/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,031.53"
Rochdale BC,07/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£601.42
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,003.35"
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£597.18
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,360.15"
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£967.66
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,329.76"
Rochdale BC,11/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£750.00
Rochdale BC,17/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£739.25
Rochdale BC,17/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,010.39"
Rochdale BC,17/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£787.93
Rochdale BC,24/02/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£2,707.12"
Rochdale BC,27/02/2014,PRESTIGE SALES AND LETTINGS LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT PREVENTIVE,£550.00
Rochdale BC,19/02/2014,PRICE WATERHOUSE COOPERS,Consultancy,TAX AND TREASURY,TAX ADJUSTMENTS,"£8,000.00"
Rochdale BC,21/02/2014,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,840.00"
Rochdale BC,28/02/2014,PRIORY ROSES,Unclassifiable,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£994.34
Rochdale BC,13/02/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£4,266.49"
Rochdale BC,17/02/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,033.26"
Rochdale BC,12/02/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£3,018.51"
Rochdale BC,27/02/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,625.00"
Rochdale BC,05/02/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"£1,802.88"
Rochdale BC,07/02/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£3,732.15"
Rochdale BC,21/02/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,£504.56
Rochdale BC,21/02/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£4,748.80"
Rochdale BC,21/02/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£4,812.40"
Rochdale BC,21/02/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£5,012.00"
Rochdale BC,17/02/2014,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,"£3,588.08"
Rochdale BC,11/02/2014,PROQUEST INFORMATION & LEARNING LTD,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£4,160.00"
