organisation id,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction ID
ROCHDALE BOROUGH COUNCIL,02/07/2015,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,835.11,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,906.55,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,919.47,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,939.4,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,952.59,CAPITAL SALARIES,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,961.02,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,984.12,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.3,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1022.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1096.29,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1107.41,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1107.43,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1207.3,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1207.31,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1246.24,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1256.15,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1256.15,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1256.15,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1256.15,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1256.15,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1263.55,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1335.37,CAPITAL SALARIES,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1335.38,CAPITAL SALARIES,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1348.16,CAPITAL SALARIES,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1429.29,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1509.48,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1597.3,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1597.3,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1925.85,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,1925.87,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,02/07/2015,3271.25,AGENCY STAFF,V000918725
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,INSTEP UK LTD,02/07/2015,1222.7,TRAINING-NON QUALIFICATION,V000917107
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,JMAC ASSOCIATES TRAINING,02/07/2015,4906.66,ACTIVITIES,V000917269
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,KEEPMOAT HOMES LTD,02/07/2015,504.5,GRANTS TO INDIVIDUALS,V000915389
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,KEEPMOAT HOMES LTD,02/07/2015,651.9,GRANTS TO INDIVIDUALS,V000915389
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,KEEPMOAT HOMES LTD,02/07/2015,801.5,GRANTS TO INDIVIDUALS,V000915390
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,KEEPMOAT HOMES LTD,02/07/2015,979.7,GRANTS TO INDIVIDUALS,V000915390
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,KEEPMOAT HOMES LTD,02/07/2015,1233,GRANTS TO INDIVIDUALS,V000915390
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,KNOX ELLIS SOLICITORS,02/07/2015,580,PROFESSIONAL FEES,V000917102
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,KORUS RECRUITMENT GROUP LTD,02/07/2015,4140,CAPITAL SALARIES,V000916010
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,NORTHGATE PUBLIC SERVICES (UK) LTD,02/07/2015,950,PURCHASE OF ICT SOFTWARE,V000916076
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,OPTEVIA LTD,02/07/2015,1700,PURCHASE OF ICT SOFTWARE,V000916038
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,OPTEVIA LTD,02/07/2015,4250,PURCHASE OF ICT SOFTWARE,V000916037
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,OPTEVIA LTD,02/07/2015,14620,PURCHASE OF ICT SOFTWARE,V000916014
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,PHS RECORDSMANAGEMENT,02/07/2015,4876.2,DATA COLLECTION,V000916060
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,02/07/2015,737.28,HOME CARE - CHILDRENS SERVICES,V000914723
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,02/07/2015,2635.92,HOME CARE - CHILDRENS SERVICES,V000914724
ROCHDALE BOROUGH COUNCIL,02/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,02/07/2015,906.31,FOSTER PARENTS BASIC ALLOWANCE,V000918727
ROCHDALE BOROUGH COUNCIL,02/07/2015,EARLY HELP AND SCHOOLS,ROTHWELL PROMOTIONAL GIFTS LTD,02/07/2015,934.35,ACTIVITIES,V000917230
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,SENITOR RECRUITMENT,02/07/2015,4000,CAPITAL SALARIES,V000916002
ROCHDALE BOROUGH COUNCIL,02/07/2015,PROPERTY AND HIGHWAYS,SPECIALIST COMPUTER CENTRES PLC,02/07/2015,910.53,PURCHASE OF ICT HARDWARE,V000916039
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,SPECIALIST COMPUTER CENTRES PLC,02/07/2015,5589.36,PURCHASE OF ICT HARDWARE,V000916012
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,840,CAPITAL SALARIES,V000916009
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1400,CAPITAL SALARIES,V000916018
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1500,CAPITAL SALARIES,V000915999
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1875,CAPITAL SALARIES,V000915996
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1875,CAPITAL SALARIES,V000916006
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1900,CAPITAL SALARIES,V000915997
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,1900,CAPITAL SALARIES,V000916000
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,3420,CAPITAL SALARIES,V000916007
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,7175.6,CAPITAL SALARIES,V000916008
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,02/07/2015,10746,CAPITAL SALARIES,V000916001
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,THE OYSTER PARTNERSHIP LTD,02/07/2015,750,AGENCY STAFF,V000915755
ROCHDALE BOROUGH COUNCIL,02/07/2015,ECONOMY AND ENVIRONMENT,THE OYSTER PARTNERSHIP LTD,02/07/2015,891.4,AGENCY STAFF,V000915756
ROCHDALE BOROUGH COUNCIL,02/07/2015,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,02/07/2015,3306.25,TELEPHONE EXPENDITURE,V000916029
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000917958
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ACORN CARE AND EDUCATION LTD,03/07/2015,9796.6,RESIDENTIAL LONG TERM,V000918675
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,684.28,RESIDENTIAL LONG TERM,V000917605
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,879.08,RESIDENTIAL LONG TERM,V000918617
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,879.08,RESIDENTIAL LONG TERM,V000918618
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,879.08,RESIDENTIAL LONG TERM,V000918619
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,879.08,RESIDENTIAL LONG TERM,V000918620
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,890.69,RESIDENTIAL LONG TERM,V000918621
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,894.56,RESIDENTIAL LONG TERM,V000918622
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,894.56,RESIDENTIAL LONG TERM,V000918623
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,894.56,RESIDENTIAL LONG TERM,V000918624
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,966.92,RESIDENTIAL LONG TERM,V000918144
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,976.5,RESIDENTIAL LONG TERM,V000918380
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,994.48,RESIDENTIAL LONG TERM,V000918492
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1064.92,RESIDENTIAL LONG TERM,V000918344
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1067.4,RESIDENTIAL LONG TERM,V000917963
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1093.68,RESIDENTIAL LONG TERM,V000918381
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1093.68,RESIDENTIAL LONG TERM,V000918382
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1093.68,RESIDENTIAL LONG TERM,V000918383
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1098.24,RESIDENTIAL LONG TERM,V000918384
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000917348
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918090
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918094
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918385
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918386
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918387
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1099.76,RESIDENTIAL LONG TERM,V000918556
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,03/07/2015,1123.76,RESIDENTIAL LONG TERM,V000918407
ROCHDALE BOROUGH COUNCIL,03/07/2015,PHYSICAL DIS & OLDER PEOPLE,ALEXANDRA HOUSE CARE CENTRE,03/07/2015,1103.76,NURSING LONG TERM,V000917581
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,03/07/2015,1982.4,NURSING LONG TERM,V000918302
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,03/07/2015,1982.4,NURSING LONG TERM,V000918427
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,03/07/2015,1982.4,NURSING LONG TERM,V000918474
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,03/07/2015,5040,RESIDENTIAL LONG TERM,V000918577
ROCHDALE BOROUGH COUNCIL,03/07/2015,CHILDREN’S SOCIAL CARE,ALPHA PLUS FOSTERING,03/07/2015,3217.49,FOSTER PARENTS BASIC ALLOWANCE,V000911035
ROCHDALE BOROUGH COUNCIL,03/07/2015,CHILDREN’S SOCIAL CARE,ALPHA PLUS FOSTERING,03/07/2015,3449.99,FOSTER PARENTS BASIC ALLOWANCE,V000911034
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-3227.35,SUPPORTED LIVING,V000916260
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-3227.35,SUPPORTED LIVING,V000916261
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-1958.04,SUPPORTED LIVING,V000916609
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-1958.04,SUPPORTED LIVING,V000916610
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-1958.04,SUPPORTED LIVING,V000916611
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-1958.04,SUPPORTED LIVING,V000916612
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-1613.68,SUPPORTED LIVING,V000916259
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916345
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916347
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916348
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916349
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916350
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916351
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916352
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916353
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916354
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916355
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916356
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,-529.2,SUPPORTED LIVING,V000916357
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,595.35,SUPPORTED LIVING,V000916242
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916360
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916361
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916362
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916363
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916364
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916365
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916366
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,740.88,INDIVIDUAL SERVICE FUND,V000916367
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,781.2,INDIVIDUAL SERVICE FUND,V000916404
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,793.8,PERSONAL BUDGETS - MANAGED,V000917556
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,806.4,PERSONAL BUDGETS - MANAGED,V000918546
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,859.96,INDIVIDUAL SERVICE FUND,V000916373
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,882,INDIVIDUAL SERVICE FUND,V000916415
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,915.24,INDIVIDUAL SERVICE FUND,V000916368
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1159.2,INDIVIDUAL SERVICE FUND,V000916641
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1203.51,SUPPORTED LIVING,V000916470
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1217.16,INDIVIDUAL SERVICE FUND,V000916245
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1282.88,INDIVIDUAL SERVICE FUND,V000916271
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1468.53,SUPPORTED LIVING,V000916342
ROCHDALE BOROUGH COUNCIL,03/07/2015,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,03/07/2015,1850.22,INDIVIDUAL SERVICE FUND,V000916262
