Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
27/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,373.82"
29/07/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£2,990.28"
29/07/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,"£2,990.44"
08/08/2013,LAMBERT SMITH HAMPTON GROUP LIMITED,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,BROOK HOUSE,"£62,115.63"
12/08/2013,REDACTED PERSONAL DATA,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE MANAGEMENT,"£1,750.00"
02/08/2013,PROFESSIONAL PATHWAYS LIMITED,Education,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,£590.00
06/08/2013,ROCHDALE PETRUS COMMUNITY,Financial Services,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,"£1,155.00"
06/08/2013,ROCHDALE TRAINING ASSOCIATION LIMITED,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,"£1,000.00"
23/08/2013,GATENBY SANDERSON,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MANAGEMENT OP & PD,"£15,428.00"
02/08/2013,BROADWAY BUILDING CONTRACTORS(OLDHAM)LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£5,225.00"
02/08/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£810.85
02/08/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,162.00"
09/08/2013,ASTOR-BANNERMAN (MEDICAL) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£618.95
14/08/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,828.00"
14/08/2013,BROADWAY BUILDING CONTRACTORS(OLDHAM)LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,657.40"
14/08/2013,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£11,500.00"
14/08/2013,MACK4 LIMITED,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,845.00"
14/08/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,200.00"
14/08/2013,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£5,400.00"
19/08/2013,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,470.00"
21/08/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,011.00"
27/08/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,180.00"
29/07/2013,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£5,400.00"
29/07/2013,ADAPT BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,055.00"
29/07/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,857.83"
29/07/2013,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,640.00"
30/08/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,641.00"
31/07/2013,HIGH BARN CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£7,649.54"
30/07/2013,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,STREET LIGHTING UNITARY CHARGE,"£241,901.47"
07/08/2013,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£59,755.30"
01/08/2013,LEARNING WITH PROFESSIONALS TRAINING LTD,Human Resources,PROPERTY AND HIGHWAYS,RASWA DEFECTS  NORWEB,£500.00
01/08/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£5,209.03"
01/08/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£6,878.18"
02/08/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£11,102.52"
05/08/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£12,223.48"
12/08/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£10,184.37"
01/08/2013,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,PROPERTY AND HIGHWAYS,OPTION A MODEL WORKS (RAPID RESPONSE),"£20,000.00"
02/08/2013,CANAL & RIVER TRUST,Financial Services,PROPERTY AND HIGHWAYS,REACTIVE GULLY CLEANING (MODEL),"£13,434.47"
01/08/2013,KELTIC CLOTHING,Clothing,PROPERTY AND HIGHWAYS,ROAD SAFETY,"£1,118.95"
09/08/2013,SWIFT SECURITY PRODUCTS LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,£561.27
09/08/2013,ACS BPS LTD,Catering,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,£929.60
13/08/2013,PARKEON LIMITED,Traffic Management,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,£741.50
01/08/2013,NSL LIMITED,Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£35,600.19"
01/08/2013,NSL LIMITED,Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£6,147.50"
23/08/2013,EVERSHEDS LLP,Horticultural,PROPERTY AND HIGHWAYS,METROLINK,£572.00
23/08/2013,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BRIDGES & STRUCTURES TEAM,"£5,322.50"
23/08/2013,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BRIDGES & STRUCTURES TEAM,"£5,520.00"
23/08/2013,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BRIDGES & STRUCTURES TEAM,"£18,552.50"
06/08/2013,BRIGHTER HORIZONS (RBH) LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,DEVELOPMENT CONTROL,"£2,876.40"
23/08/2013,CHRISTMAS PLUS,Domestic Goods,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,"£4,087.50"
12/08/2013,FIRE PROTECTION ASSOCIATION,Financial Services,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,075.00"
29/08/2013,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£3,228.00"
29/08/2013,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£2,309.60"
20/08/2013,HERITAGE ROOFING AND MAINTENANCE,Building Construction Materials,PROPERTY AND HIGHWAYS,CORPORATE LANDLORD MANAGEMENT,"£4,013.66"
05/08/2013,A A ARNOLD LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,INDUSTRIAL ESTATE,"£1,648.97"
01/08/2013,A E YATES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,DRAINAGE INVESTIGATIONS,"£21,250.86"
01/08/2013,ABC INDUSTRIAL DOORS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,HEYWOOD TOWNSHIP,£840.00
02/08/2013,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,NEWBOLD BUILDINGS,"£1,916.00"
06/08/2013,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,S`FIELD PARK CHANGING ROOF & W`DOWS (204,"£59,571.37"
29/07/2013,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,"BULLOUGH BOWLING FLOOR, GULLY & DOOR (20","£6,124.54"
29/07/2013,HERITAGE ROOFING AND MAINTENANCE,Building Construction Materials,PROPERTY AND HIGHWAYS,H`WOOD OLD HALL EMERG REP (219),"£2,899.75"
21/08/2013,BULLEN CONSERVATION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,MTON BURIAL FOOTPATH AND FENCING,"£11,185.12"
29/08/2013,MARCHBRIDGE BUILDERS LIMITED         (S),"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,AMG RETENTIONS 11/12,"£1,528.22"
01/08/2013,JACKSON JACKSON & SONS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,Boarshaw Cemetery and Crematorium - work,"£91,064.94"
01/08/2013,W H GOOD LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,NEWBOLD CHILDREN CNTR BOILER REPLACE 320,"£1,277.92"
27/08/2013,WINTON FLOORING LIMITED              (S),Building Construction Materials,PROPERTY AND HIGHWAYS,LITTLEBOROUGH CAMPUS WORK FUTURE USE 339,"£12,816.84"
01/08/2013,YOTTA LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,BWIDE VAR STREETS FW/CW SURVEYS,"£4,950.00"
02/08/2013,BROOKDALE GAS LTD,Utilities,PROPERTY AND HIGHWAYS,RDALE PRINCESS ST CW RECONSTRUCTION,"£1,724.59"
01/08/2013,GMCA,Financial Services,PROPERTY AND HIGHWAYS,RDALE TWEEDALE ST CW RECON,"£3,810.44"
01/08/2013,GMCA,Financial Services,PROPERTY AND HIGHWAYS,RDALE OLDHAM RD CW RECON,"£1,837.08"
05/08/2013,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,£600.00
01/08/2013,WILDE CONSULTING ENGINEERS,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PRINCIPAL INSPECTIONS,"£14,374.00"
23/08/2013,VPS (UK) LTD,Facilities & Management Services,FINANCE AND PROCUREMENT,NON DISTRIBUTED COSTS,"£1,675.80"
13/08/2013,SHAW TRUST,Financial Services,LEARNING DIS & MENTAL HEALTH,PERSONAL BUDGET SUPPORT,"£1,008.00"
06/08/2013,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,866.00"
07/08/2013,OXFORD COMPUTER CONSULTANTS LIMITED,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£4,760.00"
09/08/2013,PHOENIX SOFTWARE LIMITED,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£835.00
27/08/2013,CO-OPERATIVE BANK PLC,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£549.40
27/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£500.00
06/08/2013,PHS GROUP PLC,Cleaning & Janitorial,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,£516.41
22/08/2013,HOURGLASS ENVIRONMENT LTD,Environmental Services,LEARNING DIS & MENTAL HEALTH,"CMHT ROCHDALE, PENNINE & MDO","£19,890.00"
28/08/2013,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,£563.76
30/07/2013,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,£563.76
30/07/2013,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,£774.56
12/08/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£613.92
19/08/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£719.82
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£5,207.58"
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£528.00
28/08/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£2,244.94"
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,£633.60
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£759.00
28/08/2013,GOLDSBOROUGH HOME CARE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£861.94
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,012.00"
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,012.00"
28/08/2013,GOLDSBOROUGH HOME CARE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£874.08
28/08/2013,GOLDSBOROUGH HOME CARE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£861.94
28/08/2013,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£802.80
28/08/2013,CARE UK LEARNING DISABILITIES SERVICES  LTD,Education,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£889.26
02/08/2013,STEPPING STONES SERVICES LTD,Human Resources,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,"£4,033.90"
02/08/2013,STEPPING STONES SERVICES LTD,Human Resources,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£696.00
07/08/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£501.43
07/08/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£884.00
20/08/2013,DB ROCHDALE LTD,Unclassifiable,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£852.50
20/08/2013,COMFORT CALL,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£612.00
21/08/2013,SIGNHEALTH,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£748.24
21/08/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£575.71
21/08/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£518.14
21/08/2013,NEXT STEP SUPPORTED HOUSING LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£600.00
29/07/2013,COMFORT CALL,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£612.00
29/07/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£584.64
29/07/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£533.89
31/07/2013,COMFORT CALL,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£978.00
19/08/2013,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,"£2,716.20"
19/08/2013,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,"£2,716.20"
19/08/2013,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,"£3,395.25"
19/08/2013,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,"£2,716.20"
05/08/2013,CITY & GUILDS,Education,LEARNING DIS & MENTAL HEALTH,ROCHDALE LEARNING NETWORK,£869.50
09/08/2013,CITY & GUILDS,Education,LEARNING DIS & MENTAL HEALTH,ROCHDALE LEARNING NETWORK,£605.00
06/08/2013,MAKING SPACE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£12,575.00"
08/08/2013,FRIENDS OF OLDER PARENT CARERS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£3,743.16"
22/08/2013,SIMPLE TECHNOLOGY,Information Communication Technology,CHILDREN’S SOCIAL CARE,TOWNHEAD,"£1,328.00"
27/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£6,102.00"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£7,770.00"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£2,484.00"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£15,057.17"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£10,578.00"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£16,194.00"
05/08/2013,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,£910.00
06/08/2013,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£1,820.00"
07/08/2013,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,£910.00
07/08/2013,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£1,820.00"
02/08/2013,NUGENT CARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£34,327.70"
02/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
02/08/2013,ROCHDALE CONNECTION TRUST (CHARITY ACCT),Financial Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,000.00"
02/08/2013,SOCIAL CARE SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,145.00"
02/08/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,400.00"
02/08/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£4,821.42"
05/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£6,571.43"
06/08/2013,AGR CARE SERVICES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,943.00"
06/08/2013,DALEPEAK LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,628.66"
06/08/2013,ROC NORTHWEST LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£16,430.00"
06/08/2013,C H W LODGINGS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,985.71"
06/08/2013,DALEPEAK LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£4,885.65"
06/08/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£19,058.57"
07/08/2013,THE YOUTH JUSTICE BOARD FOR ENG & WALES,Financial Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,316.00"
09/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,402.67"
09/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,285.50"
12/08/2013,ROCHDALE CONNECTION TRUST (CHARITY ACCT),Financial Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,000.00"
12/08/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,520.00"
12/08/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,520.00"
12/08/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
12/08/2013,C H W LODGINGS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,985.71"
12/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
28/08/2013,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
28/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,185.71"
28/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,496.82"
28/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,386.07"
28/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,411.43"
28/08/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,411.43"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,081.00"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£1,372.00"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,200.00"
28/08/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,200.00"
28/08/2013,ROC NORTHWEST LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£16,430.00"
29/07/2013,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
29/07/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,710.00"
29/07/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,857.10"
29/07/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,710.50"
29/07/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,857.10"
29/07/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£13,500.00"
