ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT £,PURPOSE,TRANSACTION NO
ROCHDALE BOROUGH COUNCIL,17/03/2017,CHILDREN’S SOCIAL CARE,STEPPING STONE PROJECT ROCHDALE LTD,17/03/2017,1471.48 ,YOUNG PEOPLES RENTS,V001098247
ROCHDALE BOROUGH COUNCIL,20/03/2017,CHILDREN’S SOCIAL CARE,THE UNIVERSITY OF SALFORD,20/03/2017,750.00 ,TRAINING,V001098262
ROCHDALE BOROUGH COUNCIL,21/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,21/03/2017,96665.31 ,AGILISYS CONTRACT,V001098296
ROCHDALE BOROUGH COUNCIL,21/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,21/03/2017,3946.07 ,AGILISYS CONTRACT,V001098297
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,02/03/2017,3373.02 ,TELEPHONE EXPENDITURE,V001098299
ROCHDALE BOROUGH COUNCIL,08/03/2017,ECONOMY DIRECTORATE,FIRST GROUP PLC,08/03/2017,665.00 ,STUDENT TRAVEL,V001098324
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,FIRST GROUP PLC,16/03/2017,2470.00 ,BUS EXPENSES,V001098326
ROCHDALE BOROUGH COUNCIL,13/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BARKATH LIMITED,13/03/2017,10208.00 ,HISTOLOGY PAYMENTS,V001098359
ROCHDALE BOROUGH COUNCIL,13/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BARKATH LIMITED,13/03/2017,6420.40 ,MEDICAL FEES,V001098359
ROCHDALE BOROUGH COUNCIL,10/03/2017,FINANCE SERVICES,CABINET OFFICE,10/03/2017,4000.00 ,FEES / COMMISSION,V001098360
ROCHDALE BOROUGH COUNCIL,15/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,PENNINE PUMP & TANK CO,15/03/2017,610.00 ,"TREES, SHRUBS, PLANTS",V001098368
ROCHDALE BOROUGH COUNCIL,15/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,PENNINE PUMP & TANK CO,15/03/2017,3575.00 ,"TREES, SHRUBS, PLANTS",V001098369
ROCHDALE BOROUGH COUNCIL,16/03/2017,PROPERTY AND HIGHWAYS,ABC INDUSTRIAL DOORS LTD,16/03/2017,590.00 ,TRANSACTIONS-EXPENDITURE,V001098729
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,17/03/2017,22582.46 ,SOFTWARE,V001098782
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,17/03/2017,1851.93 ,SOFTWARE,V001098784
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,02/03/2017,1950.00 ,AGENCY STAFF,V001098786
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,SMARTLOGIC SEMAPHORE LIMITED,02/03/2017,6462.14 ,SOFTWARE,V001098789
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,NO GRAFFITI LTD,03/03/2017,756.00 ,CONTRACTED SERVICES,V001098794
ROCHDALE BOROUGH COUNCIL,03/03/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,03/03/2017,1438.84 ,CENTRAL HEATING,V001098803
ROCHDALE BOROUGH COUNCIL,03/03/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,03/03/2017,501.28 ,CENTRAL HEATING,V001098804
ROCHDALE BOROUGH COUNCIL,14/03/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,14/03/2017,5385.00 ,ACTIVITIES,V001098891
ROCHDALE BOROUGH COUNCIL,14/03/2017,EARLY HELP AND SCHOOLS,CROSSROADS CARE IN GREATER MANCHESTER,14/03/2017,971.25 ,ACTIVITIES,V001098892
ROCHDALE BOROUGH COUNCIL,08/03/2017,FINANCE SERVICES,AON LIMITED,08/03/2017,10000.00 ,TRANSACTIONS-EXPENDITURE,V001098950
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AQUABLAST SERVICES LIMITED,03/03/2017,1215.00 ,EQUIPMENT - GENERAL,V001098951
ROCHDALE BOROUGH COUNCIL,03/03/2017,PUBLIC HEALTH,BUREAU VERITAS UK LTD,03/03/2017,1679.64 ,ENV HEALTH-SAMPLES,V001098963
ROCHDALE BOROUGH COUNCIL,01/03/2017,EARLY HELP AND SCHOOLS,CATHERINE HOW SCHOOL EFFECTIVENESS PARTNER SERVICE,01/03/2017,4050.00 ,CURRICULUM DEVELOPMENT,V001098966
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,COMMUNITEA CIC,01/03/2017,1040.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001098970
ROCHDALE BOROUGH COUNCIL,03/03/2017,ECONOMY DIRECTORATE,ENVELOPE FILMS LIMITED,03/03/2017,4200.00 ,PLANNING FEES,V001098984
ROCHDALE BOROUGH COUNCIL,17/03/2017,PUBLIC HEALTH,MANCHESTER DOGS HOME,17/03/2017,955.08 ,FEES / COMMISSION,V001099002
ROCHDALE BOROUGH COUNCIL,17/03/2017,PUBLIC HEALTH,MANCHESTER DOGS HOME,17/03/2017,955.08 ,FEES / COMMISSION,V001099003
ROCHDALE BOROUGH COUNCIL,02/03/2017,ECONOMY DIRECTORATE,SHELLEY SIGNS,02/03/2017,3005.00 ,ACTIVITIES,V001099009
ROCHDALE BOROUGH COUNCIL,10/03/2017,PUBLIC HEALTH,PENNINE CARE NHS,10/03/2017,355417.00 ,PH PENNINE CARE CONTRACT,V001099573
ROCHDALE BOROUGH COUNCIL,23/03/2017,EARLY HELP AND SCHOOLS,POSITIVE STEPS,23/03/2017,44100.00 ,EXTERNALLY MANAGED FUNDS,V001099574
ROCHDALE BOROUGH COUNCIL,22/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE COUNCIL OF MOSQUES,22/03/2017,1040.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099591
ROCHDALE BOROUGH COUNCIL,13/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,SCHNEIDER ELECTRIC LIMITED,13/03/2017,1380.41 ,REPAIRS & ALTS OF BUILDINGS,V001099608
ROCHDALE BOROUGH COUNCIL,02/03/2017,CHILDREN’S SOCIAL CARE,SOCIAL CARE NETWORK SOLUTIONS LTD,02/03/2017,4320.00 ,TRAINING,V001099610
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,TERBERG MATEC UK LIMITED,01/03/2017,565.78 ,VEHICLE MAINTENANCE,V001099619
ROCHDALE BOROUGH COUNCIL,01/03/2017,EARLY HELP AND SCHOOLS,TES  GLOBAL  LIMITED,01/03/2017,1093.75 ,ADVERTISING,V001099620
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,THE PENNINE ACUTE HOSPITALS NHS TRUST,17/03/2017,3088.31 ,AGENCY STAFF,V001099622
ROCHDALE BOROUGH COUNCIL,14/03/2017,CHILDREN’S SOCIAL CARE,THE UNIVERSITY OF SALFORD,14/03/2017,750.00 ,TRAINING,V001099623
ROCHDALE BOROUGH COUNCIL,20/03/2017,CHILDREN’S SOCIAL CARE,THE UNIVERSITY OF SALFORD,20/03/2017,750.00 ,TRAINING,V001099624
ROCHDALE BOROUGH COUNCIL,02/03/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,02/03/2017,2250.00 ,AGENCY STAFF,V001099627
ROCHDALE BOROUGH COUNCIL,02/03/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,02/03/2017,1800.00 ,AGENCY STAFF,V001099628
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,OEADS LIMITED,02/03/2017,600.00 ,OTHER MEDICAL EXPENSES,V001099679
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,03/03/2017,2585.00 ,TOXICOLOGY PAYMENTS,V001099680
ROCHDALE BOROUGH COUNCIL,03/03/2017,PUBLIC HEALTH,LLOYDS PHARMACY LTD,03/03/2017,687.38 ,PH LCS PAYMENTS,V001099688
ROCHDALE BOROUGH COUNCIL,17/03/2017,FINANCE SERVICES,ROSSENDALES,17/03/2017,578.86 ,INPUT VAT -  ADJUSTMENTS,V001099689
ROCHDALE BOROUGH COUNCIL,21/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,21/03/2017,-70201.00 ,AGILISYS CONTRACT,V001099705
ROCHDALE BOROUGH COUNCIL,21/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,21/03/2017,-24434.14 ,AGILISYS CONTRACT,V001099706
ROCHDALE BOROUGH COUNCIL,24/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,24/03/2017,9894.67 ,AGILISYS CONTRACT,V001099707
ROCHDALE BOROUGH COUNCIL,24/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,24/03/2017,4748.65 ,AGILISYS CONTRACT,V001099708
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,17/03/2017,21041.23 ,SOFTWARE,V001099709
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,03/03/2017,1950.00 ,AGENCY STAFF,V001099710
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,03/03/2017,1875.00 ,AGENCY STAFF,V001099712
ROCHDALE BOROUGH COUNCIL,20/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,GOV TV LTD T/A GOV RADIO,20/03/2017,1475.00 ,MARKETING EXPENDITURE,V001099728
ROCHDALE BOROUGH COUNCIL,14/03/2017,PROPERTY AND HIGHWAYS,CAPITA PROPERTY AND INFRASTRUCTURE LTD,14/03/2017,835.60 ,TIME CHARGE FOR OFF MARKET SALES,V001099751
ROCHDALE BOROUGH COUNCIL,29/03/2017,PROPERTY AND HIGHWAYS,CAPITA PROPERTY AND INFRASTRUCTURE LTD,29/03/2017,3643.54 ,TIME CHARGE FOR OFF MARKET SALES,V001099752
ROCHDALE BOROUGH COUNCIL,16/03/2017,PROPERTY AND HIGHWAYS,DDH FABRICATIONS LTD,16/03/2017,1055.00 ,TRANSACTIONS-EXPENDITURE,V001099756
ROCHDALE BOROUGH COUNCIL,08/03/2017,PROPERTY AND HIGHWAYS,F W SHERRATT LTD,08/03/2017,53846.56 ,ROADWORKS,V001099759
ROCHDALE BOROUGH COUNCIL,13/03/2017,PROPERTY AND HIGHWAYS,FIRE SERVICE COLLEGE LIMITED,13/03/2017,1270.00 ,TRAINING,V001099760
ROCHDALE BOROUGH COUNCIL,13/03/2017,ECONOMY DIRECTORATE,ROYAL MAIL GROUP PLC,13/03/2017,787.00 ,EQUIPMENT - GENERAL,V001099778
ROCHDALE BOROUGH COUNCIL,07/03/2017,ECONOMY DIRECTORATE,S T HEATINGS SERVICES LTD,07/03/2017,694.00 ,CENTRAL HEATING,V001099780
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILE APPLICATIONS LTD,08/03/2017,4732.98 ,SOFTWARE,V001099798
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILE APPLICATIONS LTD,08/03/2017,5200.00 ,SOFTWARE,V001099798
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AGILE APPLICATIONS LTD,08/03/2017,6945.58 ,SOFTWARE,V001099798
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BARRACUDA NETWORKS INC,08/03/2017,5680.00 ,SOFTWARE,V001099799
ROCHDALE BOROUGH COUNCIL,02/03/2017,FINANCE SERVICES,OXFORD COMPUTER CONSULTANTS LIMITED,02/03/2017,9024.00 ,SOFTWARE,V001099801
ROCHDALE BOROUGH COUNCIL,07/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,07/03/2017,-557.47 ,COMMUNICATION AND COMPUTING - GENERAL,V001099802
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,03/03/2017,1066.52 ,PURCHASE OF ICT HARDWARE,V001099803
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,SCHNEIDER ELECTRIC LIMITED,09/03/2017,4044.00 ,PROPERTY - WORKS ELEMENT,V001099805
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,02/03/2017,7237.14 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099824
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,02/03/2017,35075.69 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099824
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CARIBOU GREEN WARMTH LLP,02/03/2017,72630.37 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099824
ROCHDALE BOROUGH COUNCIL,10/03/2017,CHILDREN’S SOCIAL CARE,DARLINGTON BOROUGH COUNCIL,10/03/2017,9000.00 ,ADOPTION PAYMENTS,V001099848
ROCHDALE BOROUGH COUNCIL,03/03/2017,PHYSICAL DIS & OLDER PEOPLE,A & S BUILDING & ROOFING,03/03/2017,1734.00 ,MINOR BUILDING WORKS,V001099852
ROCHDALE BOROUGH COUNCIL,03/03/2017,PHYSICAL DIS & OLDER PEOPLE,A & S BUILDING & ROOFING,03/03/2017,1980.00 ,MINOR BUILDING WORKS,V001099852
ROCHDALE BOROUGH COUNCIL,28/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,28/03/2017,17500.00 ,GRANTS TO OTHER BODIES,V001099862
ROCHDALE BOROUGH COUNCIL,03/03/2017,EARLY HELP AND SCHOOLS,THE TUTOR TRUST,03/03/2017,10000.00 ,INDEPENDENT UNITS,V001099865
ROCHDALE BOROUGH COUNCIL,03/03/2017,ECONOMY DIRECTORATE,ROCHDALE TOWN CENTRE MANAGEMENT CO,03/03/2017,13237.50 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099874
ROCHDALE BOROUGH COUNCIL,07/03/2017,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,07/03/2017,1800.00 ,AGENCY STAFF,V001099887
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,JEREMY BENN ASSOCIATES LTD,03/03/2017,5090.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001099894
ROCHDALE BOROUGH COUNCIL,03/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,03/03/2017,679.50 ,EQUIPMENT - GENERAL,V001099897
ROCHDALE BOROUGH COUNCIL,24/03/2017,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,24/03/2017,850.25 ,GAS,V001099908
ROCHDALE BOROUGH COUNCIL,24/03/2017,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,24/03/2017,799.28 ,GAS,V001099909
ROCHDALE BOROUGH COUNCIL,24/03/2017,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,24/03/2017,847.97 ,WATER CHARGES,V001099911
ROCHDALE BOROUGH COUNCIL,23/03/2017,ECONOMY DIRECTORATE,HOPWOOD HALL COLLEGE,23/03/2017,578.00 ,COSTS MET BY SCHOOL,V001099921
ROCHDALE BOROUGH COUNCIL,08/03/2017,EARLY HELP AND SCHOOLS,SMARTBOX ASSISTIVE TECHNOLOGY LTD,08/03/2017,3750.00 ,IT EQUIPMENT,V001099928
ROCHDALE BOROUGH COUNCIL,03/03/2017,LEARNING DIS & MENTAL HEALTH,SPRINGHILL HOSPICE ROCHDALE,03/03/2017,1500.00 ,END OF LIFE,V001099929
ROCHDALE BOROUGH COUNCIL,09/03/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,09/03/2017,2400.00 ,AGENCY STAFF,V001099949
ROCHDALE BOROUGH COUNCIL,09/03/2017,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,09/03/2017,2250.00 ,AGENCY STAFF,V001099950
ROCHDALE BOROUGH COUNCIL,24/03/2017,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,24/03/2017,3060.12 ,GAS,V001099960
ROCHDALE BOROUGH COUNCIL,02/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MANTRA LEARNING LTD,02/03/2017,1475.00 ,EQUIPMENT - GENERAL,V001099965
ROCHDALE BOROUGH COUNCIL,15/03/2017,EARLY HELP AND SCHOOLS,CALDERDALE METROPOLITAN BOROUGH COUNCIL,15/03/2017,7380.00 ,OTHER EST - SEN PROVISION,V001099975
ROCHDALE BOROUGH COUNCIL,14/03/2017,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,14/03/2017,1206.25 ,PERSONAL BUDGETS - MANAGED,V001099980
ROCHDALE BOROUGH COUNCIL,14/03/2017,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,14/03/2017,2250.26 ,PERSONAL BUDGETS - MANAGED,V001099985
ROCHDALE BOROUGH COUNCIL,24/03/2017,EARLY HELP AND SCHOOLS,THOMASSON MEMORIAL SCHOOL,24/03/2017,912.75 ,OTHER EST - SEN PROVISION,V001100019
ROCHDALE BOROUGH COUNCIL,22/03/2017,EARLY HELP AND SCHOOLS,TRAFFORD MBC,22/03/2017,6350.00 ,TRAVELLING GENERAL EXPENSES,V001100020
ROCHDALE BOROUGH COUNCIL,13/03/2017,EARLY HELP AND SCHOOLS,HEALTH & SAFETY SOLUTIONS (NW) LTD,13/03/2017,800.00 ,TRAINING-QUALIFICATION,V001100023
ROCHDALE BOROUGH COUNCIL,01/03/2017,PROPERTY AND HIGHWAYS,GRAFFIC  DETAIL,01/03/2017,2668.60 ,STREET FURNITURE,V001100025
ROCHDALE BOROUGH COUNCIL,07/03/2017,PROPERTY AND HIGHWAYS,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,07/03/2017,1500.00 ,BRIDGES STRUCTURAL WORK,V001100028
ROCHDALE BOROUGH COUNCIL,09/03/2017,CHILDREN’S SOCIAL CARE,ROC NORTHWEST LTD,09/03/2017,-17873.36 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001100033
ROCHDALE BOROUGH COUNCIL,20/03/2017,PUBLIC HEALTH,WOMENS HOUSING ACTION GROUP,20/03/2017,16866.88 ,PH OTHER CONTRACTS,V001100034
ROCHDALE BOROUGH COUNCIL,20/03/2017,PUBLIC HEALTH,WOMENS HOUSING ACTION GROUP,20/03/2017,16866.88 ,PH OTHER CONTRACTS,V001100035
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,RIPON FARM SERVICES,16/03/2017,1966.00 ,VEHICLE MAINTENANCE,V001100040
ROCHDALE BOROUGH COUNCIL,01/03/2017,CHILDREN’S SOCIAL CARE,DR GINA CHARLTON,01/03/2017,759.90 ,ACTIVITIES,V001100041
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BROOKE EDGLEY SPECIALIST TECH SERV LTD,09/03/2017,523.00 ,REPAIRS & ALTS OF BUILDINGS,V001100044
ROCHDALE BOROUGH COUNCIL,07/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,TEKLA UK LTD,07/03/2017,1120.00 ,SOFTWARE,V001100050
ROCHDALE BOROUGH COUNCIL,21/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,21/03/2017,1933.44 ,SOFTWARE,V001100051
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,PENTAGON IT,09/03/2017,1070.00 ,SOFTWARE,V001100052
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,09/03/2017,1240.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V001100053
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,08/03/2017,1680.00 ,AGENCY STAFF,V001100054
ROCHDALE BOROUGH COUNCIL,24/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,24/03/2017,4083.64 ,ENERGY COSTS,V001100057
ROCHDALE BOROUGH COUNCIL,10/03/2017,PROPERTY AND HIGHWAYS,RAMBOLL UK LTD,10/03/2017,4762.37 ,MINOR BUILDING WORKS,V001100092
ROCHDALE BOROUGH COUNCIL,10/03/2017,PROPERTY AND HIGHWAYS,RAMBOLL UK LTD,10/03/2017,1186.79 ,MINOR BUILDING WORKS,V001100093
ROCHDALE BOROUGH COUNCIL,10/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,GEOWISE LTD,10/03/2017,4150.43 ,SOFTWARE,V001100097
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,09/03/2017,980.00 ,SOFTWARE,V001100098
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,09/03/2017,2385.00 ,SOFTWARE,V001100099
ROCHDALE BOROUGH COUNCIL,10/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,10/03/2017,940.00 ,SOFTWARE,V001100100
ROCHDALE BOROUGH COUNCIL,09/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,STOPFORD INFORMATION SYSTEMS LTD,09/03/2017,1690.00 ,SOFTWARE,V001100101
ROCHDALE BOROUGH COUNCIL,10/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,JISC SERVICES LTD,10/03/2017,1000.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001100102
ROCHDALE BOROUGH COUNCIL,10/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,JISC SERVICES LTD,10/03/2017,9640.00 ,COMMUNICATION AND COMPUTING - GENERAL,V001100103
ROCHDALE BOROUGH COUNCIL,08/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,08/03/2017,2650.40 ,SOFTWARE,V001100105
ROCHDALE BOROUGH COUNCIL,10/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,MIDLAND SOFTWARE LTD,10/03/2017,3190.00 ,SOFTWARE,V001100114
ROCHDALE BOROUGH COUNCIL,01/03/2017,LEARNING DIS & MENTAL HEALTH,HG CARE SERVICES LIMITED,01/03/2017,1596.00 ,PERSONAL BUDGETS - MANAGED,V001100118
ROCHDALE BOROUGH COUNCIL,01/03/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,01/03/2017,1050.00 ,FEES / COMMISSION,V001100125
ROCHDALE BOROUGH COUNCIL,01/03/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,01/03/2017,4900.00 ,FEES / COMMISSION,V001100126
ROCHDALE BOROUGH COUNCIL,01/03/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,01/03/2017,1750.00 ,FEES / COMMISSION,V001100127
ROCHDALE BOROUGH COUNCIL,01/03/2017,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,01/03/2017,2450.00 ,FEES / COMMISSION,V001100129
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,-547.31 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,ECONOMY DIRECTORATE,UNITED UTILITIES WATER LIMITED,01/03/2017,534.82 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,547.31 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,547.31 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,582.34 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,613.35 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,729.74 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,ECONOMY DIRECTORATE,UNITED UTILITIES WATER LIMITED,01/03/2017,825.22 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,EARLY HELP AND SCHOOLS,UNITED UTILITIES WATER LIMITED,01/03/2017,854.95 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,ECONOMY DIRECTORATE,UNITED UTILITIES WATER LIMITED,01/03/2017,854.95 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,898.54 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,1009.36 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,UNITED UTILITIES WATER LIMITED,01/03/2017,3611.33 ,WATER CHARGES,V001100290
ROCHDALE BOROUGH COUNCIL,01/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,VIBE,01/03/2017,1040.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001100291
ROCHDALE BOROUGH COUNCIL,01/03/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/03/2017,767.18 ,RENT ALLOWS-PRIVATE TENANTS ST,V001100306
ROCHDALE BOROUGH COUNCIL,01/03/2017,FINANCE SERVICES,REDACTED - PERSONAL DATA,01/03/2017,1153.80 ,RENT ALLOWS-PRIVATE TENANTS ST,V001100311
