Ratepayer,Liable From,Rateable Value,Mandatory Relief %,Discretionary relief %,Small Business Rate Relief %,Retail Relief,Empty Property,Exempt Empty Rates,Exemption Type,Address,Addr2,Addr3,Addr4,Postcode,Empty From,Description code,Description,Property Reference
LEEDS CITY COUNCIL,01/04/2007,1650,0,0,0,£0.00,Y,Y,Rateable Value,GND & 1ST FLR UNIT 14,ABBEY MILLS,ABBEY ROAD,LEEDS,LS5 3HP,01/04/2007,CW3,STORE (AND PREMISES),2130001415326
DEVELOPMENT DEPARTMENT,31/07/2008,6200,0,0,0,£0.00,Y,Y,Listed Building,GROUND & MEZZANINE FLOOR,PT UNIT 3 ABBEY MILLS,ABBEY ROAD,LEEDS,LS5 3HP,01/04/2010,CX,STUDIO AND PREMISES,2130001414811
PRIMESIGHT LTD,01/04/2001,480,0,0,0,£0.00,N,N,,ADVERT RIGHT O/S,198 ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3NG,,CA,ADVERTISING RIGHT AND PREMISES,2130001367183
LEEDS CITY COUNCIL,01/04/2007,17500,0,0,0,£0.00,Y,Y,Listed Building,CHROMAGENE LTD ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2007,CO,OFFICES AND PREMISES,2130001357437
DEVELOPMENT DEPARTMENT,15/11/2007,4750,0,0,0,£0.00,Y,Y,Listed Building,UNIT 2 ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,15/11/2007,IF3,WORKSHOP AND PREMISES,2130001354557
LEEDS CITY COUNCIL,01/04/2010,2950,0,0,0,£0.00,Y,Y,Listed Building,18A/18B ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2010,IF3,WORKSHOP AND PREMISES,2130001351066
QUANTUM STUDIO LTD - LIQUIDATED,01/04/2000,10750,0,0,0,£0.00,Y,Y,Listed Building,1ST & 2ND FLOORS UNIT 3,ABBEY MILLS,ABBEY ROAD KIRKSTALL,LEEDS,LS5 3HP,28/03/2014,CX,STUDIO AND PREMISES,2130001351065
CESYS LIMITED,01/04/2000,3200,0,0,100,£0.00,N,N,,196 ABBEY ROAD,KIRKSTALL,LEEDS,,LS5 3NG,,CS,SHOP AND PREMISES,2130001323019
CLEAR CHANNEL UK LIMITED,01/04/2001,10500,0,0,0,£0.00,N,N,,ADVERT RIGHT 6021/01-02 ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,,CA,ADVERTISING RIGHT AND PREMISES,2130001322302
CO-OPERATIVE GROUP LIMITED,01/04/2000,6100,0,0,0,£0.00,N,N,,28-30 ABBEY ROAD,KIRKSTALL,LEEDS,,LS5 3HS,,CX,FUNERAL PARLOUR AND PREMISES,2130001322087
AMIGOS (LEEDS)LTD,27/04/2012,8500,0,0,58,"-£1,000.00",N,N,,68/70 ABBEY ROAD,KIRKSTALL,LEEDS,,LS5 3LG,,CS,SHOP AND PREMISES,2130001317162
MITCHELLS & BUTLERS RETAIL LTD,01/04/2000,57000,0,0,0,£0.00,N,N,,VESPER GATE HOTEL,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3NG,,CL,PUBLIC HOUSE AND PREMISES,2130001316223
BURLEY RUFC,01/04/2000,5200,0,50,100,£0.00,N,N,,BURLEY RUFC,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3NG,,CL2,CLUB AND PREMISES,2130001313964
LEEDS CITY COUNCIL,01/04/2000,4950,0,0,0,£0.00,Y,Y,Listed Building,L ASKIN ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2003,CG2,GARAGE AND PREMISES,2130001309273
BUILDING RESTORATION & CLEANING LTD,01/04/2000,5300,0,0,100,£0.00,N,N,,UNITS 15/18 & 19 ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,,CO,OFFICES AND PREMISES,2130001309272
LEEDS CITY COUNCIL,15/02/2001,840,0,0,0,£0.00,Y,Y,Rateable Value,STORE NO 3 ABBEY MILLS,ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2003,CW3,STORE AND PREMISES,2130001309266
DEVELOPMENT DEPARTMENT,01/04/2008,5000,0,0,0,£0.00,Y,Y,Listed Building,"OFF BEAT RECORDING, ABBEY MILLS",ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2008,CX,STUDIO AND PREMISES,2130001309261
LEEDS CITY COUNCIL,01/04/2007,2600,0,0,0,£0.00,Y,Y,Listed Building,"UNIT 4, ABBEY MILLS",ABBEY ROAD,KIRKSTALL,LEEDS,LS5 3HP,01/04/2007,IF3,WORKSHOP AND PREMISES,2130001309258
LEEDS CITY COUNCIL,06/11/2005,3500,0,0,0,£0.00,N,N,,VISITOR CENTRE,KIRKSTALL ABBEY,ABBEY ROAD,LEEDS,LS5 3NG,,LX,HISTORIC MONUMENT AND PREMISES,2130001100451
SANCTUARY HOUSING ASSOCIATION,01/04/2014,9200,0,0,0,£0.00,N,N,,31 OAKFIELD,HEADINGLEY,LEEDS,,LS6 2PQ,,CO,Offices and Premises,2125114520301
JOSEPH HEY & SONS LTD,20/12/2003,3800,0,0,0,"-£1,000.00",N,N,,3 HYDE PARK ROAD,BURLEY,LEEDS,,LS6 1PY,,CS,SHOP AND PREMISES,2124800315262
CLEAR CHANNEL UK LIMITED,01/04/2002,800,0,0,0,£0.00,N,N,,ADVERTISING RIGHT NO 07040419,O/S 167,STONEGATE ROAD,LEEDS,LS6 4PU,,CA,ADVERTISING RIGHT AND PREMISES,2124142367600
HUTCHISON 3G UK LTD,19/04/2002,8400,0,0,0,£0.00,Y,Y,Land,TELECOM MAST SITE REF LS 0057,MEANWOOD WMC,STONEGATE ROAD,LEEDS,LS6 4HZ,01/04/2010,MT1,COMMUNICATION STATION AND PREMISES,2124142367488
EVERYTHING EVERYWHERE LIMITED,01/04/2002,8900,0,0,0,£0.00,Y,Y,Land,TELECOMMUNICATION,MAST SITE REF WYK134,STONEGATE ROAD,LEEDS,LS6 4HZ,14/05/2013,MT1,COMMUNICATION STATION AND PREMISES,2124142367487
PRIMESIGHT LTD,01/09/2009,1100,0,0,0,£0.00,N,N,,ADVERT RIGHT 2303,GABLE MEANWOOD WMC,STONEGATE ROAD,LEEDS,LS6 4HZ,,CA,ADVERTISING RIGHT AND PREMISES,2124142367306
MEANWOOD VALLEY URBAN FARM LTD,01/04/2001,13900,80,0,0,£0.00,N,N,,MEANWOOD VALLEY URBAN FARM,SUGAR WELL ROAD,LEEDS,,LS7 2QG,,EX,FARM EDUCATION CENTRE,2124131367579
AIRE VALLEY PROPERTIES LTD,01/08/2013,4000,0,0,0,£0.00,Y,N,,8B NORTH LANE,LEEDS,,,LS6 3HE,01/08/2013,CO,Offices and Premises,2123962619115
LEEDS CITY COUNCIL,01/04/2000,97000,0,0,0,£0.00,N,N,,9A NORTH LANE,LEEDS,,,LS6 3HG,,EM,LIBRARY AND PREMISES,2123962319686
CLEAR CHANNEL UK LIMITED,01/04/2000,450,0,0,0,£0.00,N,N,,ADSHEL 0704 0142,OPP 3 SHAW LANE,LEEDS,,LS6 4DH,,CA,ADVERTISING RIGHT AND PREMISES,2123860323580
YORKSHIRE COUNTY CRICKET CLUB,01/04/2010,270000,0,0,0,£0.00,N,N,,YORKSHIRE COUNTY CRICKET CLUB,ST MICHAELS LANE,LEEDS,,LS6 3BR,,LS,Test Match County Cricket Ground and Premises,2123766447734
HEADINGLEY LODGE HOTEL,01/01/2006,33500,0,0,0,£0.00,N,N,,HEADINGLEY LODGE,ST MICHAELS LANE,LEEDS,,LS6 3BR,,CH,HOTEL AND PREMISES,2123766447722
LEEDS CRICKET FOOTBALL AND ATHLETIC CO LTD,01/01/2006,170000,0,0,0,£0.00,N,N,,LEEDS CRICKET FOOTBALL,AND ATHLETIC CO LTD,ST MICHAELS LANE,LEEDS,LS6 3BR,,LS,RUGBY LEAGUE GROUND AND PREMISES,2123766447711
HUTCHISON 3G UK LTD,08/02/2006,5900,0,0,0,£0.00,Y,Y,Land,TELECOMMUNICATION MAST,SITE REF LS0153,ST MICHAELS LANE,LEEDS,LS6 3BR,01/04/2010,MT1,COMMUNICATION STATION AND PREMISES,2123766443718
VODAFONE LIMITED,01/04/2005,8900,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST,SITE REF 34574,ST MICHAELS LANE,LEEDS,LS6 3BR,,MT1,COMMUNICATION STATION AND PREMISES,2123766437415
EE LIMITED,04/04/2005,8900,0,0,0,£0.00,Y,Y,Land,ORANGE TELECOMS MAST,SITE REF WYK0135,"ST MICHAELS LANE, HEADINGLEY",LEEDS,LS6 3BR,22/04/2013,MT1,COMMUNICATION STATION AND PREMISES,2123766435501
MOBILE BROADBAND NETWORK LTD,12/03/2009,8900,0,0,0,£0.00,N,N,,T-MOBILE TELECOMS MAST REF 55034,ST MICHAELS LANE,HEADINGLEY,LEEDS,LS6 3BH,,MT1,COMMUNICATION STATION AND PREMISES,2123766435490
NOTEMACHINE UK LTD,01/04/2013,900,0,0,0,£0.00,N,N,,TRM ATM ADJ TICKET OFFICE AT LEEDS,CRICKET FOOTBALL & ATHLETIC CO LTD,ST MICHAELS LANE,LEEDS,LS6 3BR,,CX,SITE OF AUTOMATIC TELLER MACHINE AND PREMISES,2123766430111
J A RICHARDSON ELECTRICAL LTD,01/04/2000,47250,0,0,0,£0.00,N,N,,37 ST MICHAELS LANE,LEEDS,,,LS6 3BR,,CO,OFFICES AND PREMISES,2123766309136
SPINK & THACKRAY LTD,01/04/2000,12750,0,0,0,£0.00,N,N,,SPINK & THACKERAY,BACK BROOMFIELD CRESCENT,LEEDS,,LS6 3BP,,IF3,WORKSHOP AND PREMISES,2123761310296
FAR & BEYOND LTD,22/01/2007,9600,0,0,40,£0.00,N,N,,GROUND & 1ST FLOORS,21 ST MICHAELS TERRACE,LEEDS,,LS6 3BQ,,CO,OFFICES AND PREMISES,2123678364042
CALVERLEY GAS & ELECTRIC LTD,04/12/2012,5000,0,0,100,£0.00,N,N,,2ND FLR FRONT AT,24 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631611140
KHALSMITH DEVELOPMENTS LTD,01/05/2013,1825,0,0,100,£0.00,N,N,,1ST FLOOR CENTRE AT,24 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631517353
KEY BUILDING SOLUTIONS LTD,01/05/2013,3500,0,0,100,£0.00,N,N,,1ST FLOOR REAR AT,24 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631517342
RENEW PROPERTY LTD,01/05/2013,4450,0,0,100,£0.00,N,N,,GROUND FLOOR REAR AT,24 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631517331
S B LIVING LTD,01/05/2013,6500,0,0,92,£0.00,N,N,,GROUND FLOOR FRONT AT,24 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631517320
PALM COVE SOCIETY CIC,04/07/2011,7600,0,50,0,£0.00,N,N,,1ST FLOOR AT,26 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631500237
PALM COVE SOCIETY CIC,15/11/2010,9600,0,50,0,£0.00,N,N,,GND FLR AT,26 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,Offices and Premises,2123631500226
MITCHELLS GROUP LTD,01/06/2007,33250,0,0,0,£0.00,N,N,,ST MICHAELS MEWS,18/22 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,OFFICES AND PREMISES,2123631473308
TARIQS (LEEDS) LTD,01/04/2012,27250,0,0,0,"-£1,000.00",N,N,,10A/16 ST MICHAELS ROAD,LEEDS,,,LS6 3AW,,CR,RESTAURANT AND PREMISES,2123631359959
PALM COVE SOCIETY CIC,16/07/2010,7300,0,50,0,£0.00,N,N,,OFFICES 2ND FLOOR,26 ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CO,OFFICES AND PREMISES,2123631332183
GREENE KING PLC,01/11/2004,150000,0,0,0,£0.00,N,N,,SKYRACK INN,ST MICHAELS ROAD,LEEDS,,LS6 3AW,,CL,PUBLIC HOUSE AND PREMISES,2123631316667
MINDS MATTER TRADING ACTIVITY LTD,01/04/2000,17250,80,0,0,"-£1,000.00",N,N,,10 ST MICHAELS ROAD,LEEDS,,,LS6 3AW,,CS,SHOP AND PREMISES,2123631314435
THE NEW HEADINGLEY CLUB LIMITED,01/04/2000,12250,0,10,0,£0.00,N,N,,56 ST MICHAELS ROAD,LEEDS,,,LS6 3BG,,LC1,CLUBHOUSE(AND PREMISES),2123631314149
SOUNDSAVERS LTD T/A PRO AUDIO,04/02/2013,5000,0,0,100,£0.00,N,N,,HANDY HIRE GOUGH BUILDINGS,GRUNBERG ROAD,LEEDS,,LS6 3HH,,CS,SHOP AND PREMISES,2123497348888
TELEFONICA UK LTD,01/04/2002,8900,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST,SITE REF 781,HEADINGLEY LANE,LEEDS,LS6 2BU,,MT1,COMMUNICATION STATION AND PREMISES,2123302368280
LEEDS CITY COUNCIL,01/04/2000,32750,0,0,0,£0.00,N,N,,SHIRE OAK C OF E PRIMARY SCHOOL,WOOD LANE,HEADINGLEY,LEEDS,LS6 2DT,,EL,SCHOOL AND PREMISES,2123271324601
LEEDS SPORTS INJURY & PHYSIOTHERAPY CLINIC LTD,30/08/2011,10000,0,0,33,£0.00,N,N,,LEEDS SPORTS INJURY &,PHYSIOTHERAPY CLINIC,1 SHIRE OAK STREET,LEEDS,LS6 2DP,,CO,Offices and Premises,2123260658479
ST MICHAEL'S COURT LLP,01/04/2012,2100,0,0,0,£0.00,Y,Y,Rateable Value,THE LANDLORDS,14 CAR SPACES,SHIRE OAK STREET,LEEDS,LS6 2DP,01/04/2012,CP1,Car Parking Space and Premises,2123260602846
LEEDS SPORTS INJURY & PHYSIOTHERAPY CLINIC LTD,01/04/2012,300,0,0,0,£0.00,N,N,,THE TREADMILL,2 CAR SPACES AT,1 SHIRE OAK STREET,LEEDS,LS6 2DP,,CP1,Car Parking Space and Premises,2123260602835
BURTON CROFT SURGERY ST MICHAEL'S COURT LLP,01/04/2012,3900,0,0,0,£0.00,N,N,,BURTON CROFT,26 CAR SPACES AT,1 SHIRE OAK STREET,LEEDS,LS6 2DP,,CP1,Car Parking Space and Premises,2123260602824
SPECSAVERS OPTICAL SUPERSTORES LTD,08/05/2012,25000,0,0,0,"-£1,000.00",N,N,,UNIT 2,ST MICHAELS COURT,1 SHIRE OAK STREET,LEEDS,LS6 2AF,,CS,Shop and Premises,2123260510412
BURTON CROFT SURGERY,08/08/2011,94500,0,0,0,£0.00,N,N,,BURTON CROFT SURGERY,1 SHIRE OAK STREET,LEEDS,,LS6 2DP,,MH,Surgery and Premises,2123260101296
EE LIMITED,01/04/2003,8900,0,0,0,£0.00,Y,Y,Land,TELECOM MAST SITE WYK 0199 AT,THE MARY MORRIS RESIDENCE,SHIRE OAK ROAD,LEEDS,LS6 2DE,14/05/2013,MT1,COMMUNICATION STATION AND PREMISES,2123246369474
UNITE INTEGRATED SOLUTIONS LTD,21/09/2003,11750,0,0,0,£0.00,N,N,,"MANAGEMENT OFFICE,JAMES BAILLIE PAR",NORTH HILL ROAD,HEADINGLEY,LEEDS,LS6 2ER,,CO,OFFICES AND PREMISES,2123235370607
HANOVER HOUSING ASSOCIATION,01/04/2000,2150,80,0,0,£0.00,N,N,,3 HEADINGLEY COURT,NORTH GRANGE ROAD,LEEDS,,LS6 2BR,,CO,OFFICES AND PREMISES,2123234361082
VOXTECH LTD,01/04/2002,220,0,0,0,£0.00,N,N,,STREET SITE NO 107 OPP,JOHNSTON STREET,WOODHOUSE STREET,HEADINGLEY LEEDS,LS6 2PW,,CA,ADVERTISING RIGHT AND PREMISES,2121797367880
VOXTECH LTD,01/04/2002,220,0,0,0,£0.00,N,N,,STREET SITE NO 108,CORNER DELPH LANE,WOODHOUSE STREET,HEADINGLEY LEEDS,LS6 2HQ,,CA,ADVERTISING RIGHT AND PREMISES,2121797367879
PRIMESIGHT LTD,01/09/2009,890,0,0,0,£0.00,N,N,,ADVERT RIGHT 2117 GABLE,153 WOODHOUSE STREET,HEADINGLEY,LEEDS,LS6 2NY,,CA,ADVERTISING RIGHT AND PREMISES,2121797367172
LINKUP MITAKA LTD,01/04/2013,11250,0,0,0,£0.00,N,N,,2ND FLR AT BELMONT HOUSE,20 WOOD LANE,HEADINGLEY,LEEDS,LS6 2AE,,CO,Offices and Premises,2121785612064
INTERMARKETING & COMMS LTD,01/06/2013,18750,0,0,0,£0.00,N,N,,1ST FLR AT BELMONT HOUSE,20 WOOD LANE,HEADINGLEY,LEEDS,LS6 2AE,,CO,Offices and Premises,2121785612053
INTERMARKETING & COMMS LTD,01/04/2013,40250,0,0,0,£0.00,N,N,,GRD FLR AT BELMONT HOUSE,20 WOOD LANE,HEADINGLEY,LEEDS,LS6 2AE,,CO,Offices and Premises,2121785612042
INTERMARKETING & COMMUNICATIONS LTD,21/12/2012,25500,0,0,0,£0.00,N,N,,THE GLOBE,20 WOOD LANE,HEADINGLEY,LEEDS,LS6 2AE,,CO,Offices and Premises,2121785500094
THE LEEDS MUSIC HUB,01/05/2012,11750,0,50,4,£0.00,N,N,,THE COACH HOUSE,20 WOOD LANE,HEADINGLEY,LEEDS,LS6 2AE,,CO,COMMUNITY MUSIC SPACE,2121785500083
SUE RYDER CARE,22/02/2010,68500,80,20,0,£0.00,N,N,,SUE RYDER CARE WHEATFIELDS HOSPICE,GROVE ROAD,LEEDS,,LS6 2AE,,MH3,Hospice and Premises,2121785365250
PARK LANE COLLEGE,01/04/2000,34000,80,0,0,£0.00,N,N,,PARK LANE COLLEGE BRUDENELL CENTRE,WELTON ROAD,HEADINGLEY,LEEDS,LS6 1EE,,EL1,COLLEGE AND PREMISES,2121740370596
FIRNLEY PROPERTIES LTD,07/04/2013,2650,0,0,0,£0.00,Y,N,,1 WELTON ROAD,HEADINGLEY,LEEDS,,LS6 1EE,07/04/2013,CS,SHOP AND PREMISES,2121740314450
LEEDS CITY COUNCIL,01/04/2000,42250,80,0,0,£0.00,N,N,,BRUDENELL PRIMARY SCHOOL,WELTON PLACE,HEADINGLEY,LEEDS,LS6 1EW,,EL,SCHOOL AND PREMISES,2121739357583
JAGDISH SINGH T/A TRUST PROPERTY MANAGEMENT,21/06/2000,6000,0,0,100,£0.00,N,N,,1 WALMSLEY ROAD,HEADINGLEY,LEEDS,,LS6 1NG,,CS,SHOP AND PREMISES,2121718362696
LEEDS ENGLISH LANGUAGE SCHOOL,12/12/2002,15750,0,0,0,£0.00,N,N,,115 VICTORIA ROAD,HEADINGLEY,LEEDS,,LS6 1DR,,CO,OFFICES AND PREMISES,2121706369340
THE STUDENT PROPERTY SHOP LTD,01/04/2012,1050,0,0,0,£0.00,Y,Y,Rateable Value,BST R/O 72 VICTORIA ROAD,LEEDS,,,LS6 1DL,01/04/2012,CW3,Store and Premises,2121704645005
THE STUDENT PROPERTY SHOP LTD,01/07/2009,4750,0,0,100,£0.00,N,N,,72 VICTORIA ROAD,LEEDS,,,LS6 1DL,,CS,Shop and Premises,2121704640016
EMERGENCY AID,19/08/2013,117000,0,0,0,£0.00,Y,N,,GROUND 1ST & 2ND FLOORS,LONGFIELD HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD LEEDS,LS6 1AS,19/08/2013,CO,Offices and Premises,2121704616200
EMERGENCY AID,18/02/2014,69500,0,0,0,£0.00,Y,N,,LOWER GROUND FLR & 3RD FLOOR,LONGFIELD HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD LEEDS,LS6 1AS,18/02/2014,CO,Offices and Premises,2121704616189
TOPLAND RIDGEWAY LTD - IN ADMIN,01/03/2014,85000,0,0,0,£0.00,Y,Y,Administration,GND FLOOR BUCKINGHAM HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1AS,01/03/2014,CO,Offices and Premises,2121704616156
TOPLAND RIDGEWAY LTD - IN ADMIN,17/11/2013,64500,0,0,0,£0.00,Y,Y,Administration,1ST FLOOR PARK HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1AS,17/11/2013,CO,Offices and Premises,2121704616145
EMERGENCY AID,07/09/2013,228000,0,0,0,£0.00,Y,N,,VICTORIA HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1AS,07/09/2013,CO,Offices and Premises,2121704616134
EMERGENCY AID,07/09/2013,164000,0,0,0,£0.00,Y,N,,1ST & 2ND FLRS BUCKINGHAM HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1AS,07/09/2013,CO,Offices and Premises,2121704616123
TOPLAND RIDGEWAY LTD - IN ADMIN,29/01/2014,59000,0,0,0,£0.00,Y,Y,Administration,2ND FLOOR PARK HOUSE,HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1AS,29/01/2014,CO,Offices and Premises,2121704616112
CTRACK LTD,23/06/2011,61500,0,0,0,£0.00,N,N,,"GROUND FLOOR, PARK HOUSE",HEADINGLEY OFFICE PARK,VICTORIA ROAD,LEEDS,LS6 1PF,,CO,Offices and Premises,2121704600415
STUDENTPROPS LEEDS LIMITED,01/02/2013,4500,0,0,100,£0.00,N,N,,5 STOTT ROAD,HEADINGLEY,LEEDS,,LS6 1GH,,CS,OFFICE & PREMISES,2121704517364
SPENCER PROPERTIES (UK) LTD,19/09/2011,800,0,0,0,£0.00,N,N,,CAR PARK ADJ,1 VICTORIA ROAD,HEADINGLEY,LEEDS,LS6 1AS,,CP,CAR PARK AND PREMISES,2121704505693
YOURSTUDENTHOME.COM LTD,01/07/2007,10000,0,0,33,£0.00,N,N,,25A HEADINGLEY LANE,LEEDS,,,LS6 1AS,,CO,OFFICES AND PREMISES,2121704420507
VOXTECH LTD,01/04/2002,220,0,0,0,£0.00,N,N,,STREET SITE NO 113,JUNCTION CARDIGAN ROAD,"VICTORIA ROAD,  HEADINGLEY",LEEDS,LS6 1DU,,CA,ADVERTISING RIGHT AND PREMISES,2121704368111
WINSOR PROPERTIES LTD,30/09/2013,6600,0,0,90,£0.00,N,N,,VICTORIA HOUSE,1 STOTT ROAD,HEADINGLEY,LEEDS,LS6 1GH,,CS,Shop and Premises,2121704364118
TOPLAND RIDGEWAY LTD - IN ADMIN,01/08/2013,83000,0,0,0,£0.00,Y,Y,Administration,"4TH FLOOR, STOCKDALE HOUSE",HEADINGLEY OFFICE PARK,"VICTORIA ROAD, HEADINGLEY",LEEDS,LS6 1PF,01/08/2013,CO,OFFICES AND PREMISES,2121704361489
NHS PROPERTY SERVICES E02 PAYABLES F475,01/04/2013,83000,0,0,0,£0.00,N,N,,"1ST FLOOR, STOCKDALE HOUSE",HEADINGLEY OFFICE PARK,"VICTORIA ROAD, HEADINGLEY",LEEDS,LS6 1PF,,CO,OFFICES AND PREMISES,2121704361488
LEEDS COMMUNITY HEALTHCARE NHS TRUST,08/10/2013,83500,0,0,0,£0.00,N,N,,2ND FLOOR STOCKDALE HOUSE,HEADINGLEY OFFICE PARK,"VICTORIA ROAD, HEADINGLEY",LEEDS,LS6 1AS,,CO,OFFICES AND PREMISES,2121704331172
TOPLAND RIDGEWAY LTD - IN ADMIN,01/03/2014,84000,0,0,0,£0.00,Y,Y,Administration,"3RD FLOOR, STOCKDALE HOUSE,",HEADINGLEY OFFICE PARK,VICTORIA ROAD,HEADINGLEY LEEDS,LS6 1PF,01/03/2014,CO,OFFICES AND PREMISES,2121704312510
ENTERPRISE FOUNDATION,01/02/2013,61000,80,0,0,£0.00,N,N,,"GROUND FLOOR, STOCKDALE HOUSE,",HEADINGLEY OFFICE PARK,VICTORIA ROAD,HEADINGLEY LEEDS,LS6 1PF,,CO,OFFICES AND PREMISES,2121704310275
TOPLAND RIDGEWAY LTD - IN ADMIN,31/08/2013,84000,0,0,0,£0.00,Y,Y,Administration,5TH FLOOR STOCKDALE HOUSE,HEADINGLEY OFFICE PARK,"VICTORIA ROAD, HEADINGLEY",LEEDS,LS6 1PF,31/08/2013,CO,OFFICES AND PREMISES,2121704310180
WEBBOUK LTD,14/05/2012,2450,0,0,100,£0.00,N,N,,STORAGE LAND,R/O 52 STAINBECK ROAD,LEEDS,,LS7 2QY,,CW1,LAND USED FOR STORAGE AND PREMISES,2121490419638
LIL MY'S LTD,29/01/2014,6100,0,0,0,£0.00,Y,N,,52 STAINBECK ROAD,MEANWOOD,LEEDS,,LS7 2QY,29/01/2014,CS,SHOP AND PREMISES,2121490314587
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,NO 07040002,OPP 103 STAINBECK ROAD,MEANWOOD,LEEDS,LS7 2PN,,CA,ADVERTISING RIGHT AND PREMISES,2121490312444
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,NO 000172 OUTSIDE,46/48 STAINBECK ROAD,MEANWOOD,LEEDS,LS7 2QY,,CA,ADVERTISING RIGHT AND PREMISES,2121490312443
CLEAR CHANNEL UK LIMITED,01/04/2000,800,0,0,0,£0.00,N,N,,ADVERT RIGHT 0704/0063,OUTSIDE NO 1A STAINBECK ROAD,LEEDS,,LS7 2PR,,CA,ADVERTISING RIGHT AND PREMISES,2121490312441
LEEDS CITY COUNCIL,02/09/2002,43000,0,0,0,£0.00,N,N,,SPRING BANK PRIMARY SCHOOL,SPRING ROAD,HEADINGLEY,LEEDS,LS6 1AD,,EL,SCHOOL AND PREMISES,2121462368532
NATIONAL YOUNG LIFE CAMPAIGN,01/04/2000,1225,80,0,0,£0.00,N,N,,1 SPRING ROAD,HEADINGLEY,LEEDS,,LS6 1AD,,LC3,HALL AND PREMISES,2121461325964
CORN MILL LODGE LTD,02/11/2009,36500,0,0,0,£0.00,N,N,,6/10 SHIRE OAK ROAD,HEADINGLEY,LEEDS,,LS6 2DE,,CH,HOTEL AND PREMISES,2121423323764
LEEDS & YORKSHIRE HOUSING ASSOCIATION LTD,01/04/2000,49250,80,0,0,£0.00,N,N,,GND FLOOR & 1ST FLOORS AT,2 SHIRE OAK ROAD,HEADINGLEY,LEEDS,LS6 2DE,,CO,OFFICES AND PREMISES,2121423310423
FUTURA 2000 LTD,01/04/2005,2450,0,0,0,£0.00,N,N,,9 ROYAL PARK GROVE,LEEDS,,,LS6 1HF,,CO,OFFICES AND PREMISES,2121348351999
BARNARDO'S FUTURES P&FM DEPARTMENT,01/04/2000,11750,80,0,0,£0.00,N,N,,2 ROKEBY GARDENS,HEADINGLEY,LEEDS,,LS6 3JZ,,CO,OFFICES AND PREMISES,2121323311365
LEEDS CATERING ENTERPRISE LTD T/A PITZA - CANO,27/12/2013,3400,0,0,100,£0.00,N,N,,92 QUEENS ROAD,HEADINGLEY,LEEDS,,LS6 1HU,,CS,SHOP AND PREMISES,2121246330642
LEEDS CITY COUNCIL,11/10/2004,1,0,0,0,£0.00,Y,Y,Rateable Value,ROYAL PARK PRIMARY SCHOOL,QUEENS ROAD,HEADINGLEY,LEEDS,LS6 1NY,21/07/2004,EL,SCHOOL AND PREMISES,2121244351504
EL BALUCHI LTD,15/09/2013,4900,0,0,100,£0.00,N,N,,61 QUEENS ROAD,HEADINGLEY,LEEDS,,LS6 1HY,,CS,Shop and Premises,2121243493681
JACKIE CHAN FAST FOOD LTD ,05/04/2010,4850,0,0,100,£0.00,N,N,,59/59A QUEENS ROAD,HEADINGLEY,LEEDS,,LS6 1HY,15/09/2009,CS,Shop and Premises,2121243493670
