Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Security Services(Non Infrastructure),262,15/12/2010,1012-00130,1200.48 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,22/12/2010,1012-00131,588.89 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Security Services(Non Infrastructure),262,22/12/2010,1012-00132,1360.38 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,29/12/2010,1012-00133,511.28 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,29/12/2010,1012-00134,808.01 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,29/12/2010,1012-00135,438.24 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,29/12/2010,1012-00136,438.24 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Premises,Premises Security Services,162,29/12/2010,1012-00137,438.24 ,R,ACCLAIMED SECURITY SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Assessment and Care Management,Supplies and services,Operational Furniture And Equipment,203,09/12/2010,1012-00138,1070.00 ,R,Accora
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Insurance,Insurance,Supplies and services,Insurance Claims,248,02/12/2010,1012-00139,6000.00 ,R,Accountant General of the Senior Court
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Insurance,Insurance,Supplies and services,Insurance Claims,248,02/12/2010,1012-00140,2254.00 ,R,Accountant General of the Senior Court
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Insurance,Insurance,Supplies and services,Insurance Claims,248,23/12/2010,1012-00141,2313.60 ,R,Accountant General of the Senior Court
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Nursing Home,570,22/12/2010,1012-00142,1202.88 ,R,ACKWORTH HOUSE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Commercial Services Trading Services,Supplies and services,Crockery  Cutlery & Utensils,221,17/12/2010,1012-00143,1549.00 ,R,ACME
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Supplies and services,Operational Furniture And Equipment,203,17/12/2010,1012-00144,708.00 ,R,ACORN EVENT SOLUTIONS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Capital,OTHER COSTS,7,10/12/2010,1012-00145,1744.05 ,C,ACORNS NURSERY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-00146,5903.59 ,R,ACORNS NURSERY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-00147,2340.84 ,R,ACRE WOOD CHILDRENS NURSERY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Other Childrens and Families Services,Third party payments,Adoptions - Allowances,560,07/12/2010,1012-00148,30960.00 ,R,Action For Children
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-00149,17767.50 ,R,ACTION FOR GIPTON ELDERLY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-00150,3238.00 ,R,ACTION FOR GIPTON ELDERLY
West North West Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,Regeneration/Customer Research,Supplies and services,Miscellaneous Expenditure,208,29/12/2010,1012-00151,819.48 ,R,ACTIV8 SPORTING SOLUTIONS LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-00152,2374.85 ,R,ACTIVE KIDS DAY NURSERY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Bought In Professional Services,277,20/12/2010,1012-00153,4762.86 ,R,Ad Golf Management Ltd
Education Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Supplies and services,Information Technology (Equipment),214,09/12/2010,1012-00154,657.00 ,R,Addams Office Supplies Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Supplies and services,Other Hired And Contracted Services,265,17/12/2010,1012-00155,630.00 ,R,Adel Farm and Gardens
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Voluntary Sector,505,17/12/2010,1012-00156,2290.57 ,R,ADEL PRE SCHOOL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Supplies and services,Other Hired And Contracted Services,265,23/12/2010,1012-00157,2840.00 ,R,ADI UK LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Environmental Health,Capital,OTHER COSTS,7,17/12/2010,1012-00158,700.00 ,C,ADMAS LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Environmental Health,Capital,OTHER COSTS,7,24/12/2010,1012-00159,430.00 ,C,ADMAS LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Corporate Property Management,Premises,Maintenance Of Buildings,101,16/12/2010,1012-00160,830.60 ,R,ADT FIRE AND SECURITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Supplies and services,Teaching Materials,202,02/12/2010,1012-00161,1109.02 ,R,ADVANCED MACHINE TOOL SYSTEMS
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,22/12/2010,1012-00162,20777.56 ,R,ADVITAM LTD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Other Adult Services,Supplies and services,Recurring & Major Grantss Projects,229,31/12/2010,1012-00163,7803.00 ,R,ADVOCACY SUPPORT LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Other Adult Services,Supplies and services,Recurring & Major Grantss Projects,229,31/12/2010,1012-00164,9883.75 ,R,Advonet
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Insurance,Insurance,Supplies and services,Insurance Claims,248,16/12/2010,1012-00165,4625.00 ,R,Aegis Legal Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Insurance,Insurance,Supplies and services,Other Hired And Contracted Services,265,23/12/2010,1012-00166,5000.00 ,R,Aegis Legal Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children - Commissioning and Social Work,Support services,Legal Disbursements,411,09/12/2010,1012-00167,500.00 ,R,Aelred Hookway
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,02/12/2010,1012-00168,22084.03 ,R,Affinity Trust
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Residential,580,01/12/2010,1012-00169,504.60 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,03/12/2010,1012-00170,451.44 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00171,978.12 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00172,3446.80 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00173,1126.80 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00174,2948.16 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,03/12/2010,1012-00175,3312.96 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,03/12/2010,1012-00176,887.52 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,03/12/2010,1012-00177,754.20 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,03/12/2010,1012-00178,1005.60 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00179,1753.92 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,03/12/2010,1012-00180,1139.68 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00181,714.78 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00182,2279.36 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,03/12/2010,1012-00183,666.60 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,06/12/2010,1012-00184,10914.64 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,07/12/2010,1012-00185,675.21 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,09/12/2010,1012-00186,82911.80 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,09/12/2010,1012-00187,55737.98 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,09/12/2010,1012-00188,81935.36 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,09/12/2010,1012-00189,39453.18 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,09/12/2010,1012-00190,38368.98 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,09/12/2010,1012-00191,26239.11 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Day Centre,564,09/12/2010,1012-00192,23819.61 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,09/12/2010,1012-00193,3848.08 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,09/12/2010,1012-00194,3848.08 ,R,Affinity Trust North Divisional Office
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Home Care,568,09/12/2010,1012-00195,6193.32 ,R,Affinity Trust North Divisional Office
