Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22520618,1575.1,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,30/05/2014,22514335,1563.4,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,18/06/2014,22524197,1575.1,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22505969,1617,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22481889,1552.6,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,HORWICH LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22498460,1079.65,Nil,Agency Staff,Revenue,Highways,CAT07,65200,Road Construction Contractors,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JJ OCCUPATIONAL HEALTH,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22518918,1340,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,JJ OCCUPATIONAL HEALTH,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22505266,1680,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22498462,904.5,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22481887,904.5,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22505970,603,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,22506015,904.5,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22479306,911.7,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,11/06/2014,22520617,770.5,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22515397,851.7,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,22494938,1206,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22523266,904.5,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,KINGFISHER CONSTRUCTION (WAKEFILED) LTD,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22484390,603,Nil,Agency Staff,Revenue,Property & Asset Management,CAT01,21555,Construction Contractors - General,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,1247.29,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,1055.63,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,1295.39,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,855.92,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,1055.98,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,1055.98,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,899.01,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,1045,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,1295.76,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,1129.62,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,599.34,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,1247.29,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,1247.29,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,1055.63,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,1247.29,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,1247.29,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,1070.25,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,1295.39,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,1055.63,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,170268,1055.63,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,170268,1295.39,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,1225.36,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,1295.39,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,1055.63,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,170265,1295.76,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,1295.39,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,1295.74,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,886.52,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,888.92,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,886.52,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,1093.37,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,1095.94,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,1092.98,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,886.52,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,886.52,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,170265,888.92,Nil,Agency Staff,Revenue,Business Services,CAT02,31230,Employment & Recruitment Agencies,Not yet available
