"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR5-6","30013","36929","RM","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF3","47760","57200","Procurement Support Officer","38.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","D","23427","29092","Not in post","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Team Leader","4.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Decision Support","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1121797","Skill Zone 1","15083","16482","General Hand","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF4","67032","77617","Procurement Support Officer","19.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C1","35648","44268","Policy Adviser","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","7","47472","60830","Team Member","6.25","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Direct Military Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR7","33223","43252","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RN","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF5","81310","89408","Procurement Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","B1","56436","72185","Finance","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C1","35648","44268","Business Manager","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Head of Function","5.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","EnvironmentalManagementAssessm","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Media and Press","6.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR2","17515","28940","Military","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","RM","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR4","26405","33182","Procurement Support Officer","13.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","B2","47942","59535","Finance","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C1","35648","44268","Not in post","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Leader","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Management","49.40","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR6","30013","36929","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR4","26405","33182","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR5-6","30013","36929","Procurement Support Officer","23.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","C1","35648","44268","Finance","8.81","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C1","35648","44268","Policy Adviser","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02003","8","56529","70663","Team Member","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Planning","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","2","13864","20628","Team Member","1.54","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF3","47760","57200","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OR1-3","17515","28940","RM","13.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR7-8","33223","43252","Procurement Support Officer","52.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","C2","29258","36333","Personal Secretary","16.10","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C1","35648","44268","Security","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Surveying","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","3","17920","26235","Team Member","11.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OR9","38600","46753","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF5","81310","89408","RAF","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR9","38600","46753","Procurement Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","D","23427","29092","Finance","29.32","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C2","29258","36333","Business Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Housing Service Delivery","41.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Safety,Health,Environment&Fire","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","4","20837","33829","Team Member","12.27","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","RN","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000052","B1","56436","72185","Commercial Officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","E1","18370","22124","Administrator","27.32","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C2","29258","36333","Security","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Information Technology","3.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Security","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Science and Technology Laboratory","GOV02007","5","29387","41774","Team Leader","3.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1675461","OF4","67032","77617","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000052","B2","47942","59535","Commercial Officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","155423","E2","15623","18815","Finance","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00111797","C2","29258","36333","Not in post","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Project Management","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","C1","35648","44268","Specialist Instruction Splnstn","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF3","47760","57200","Military","27.00","Military"
