PROPERTY_DESCRIPTION,PROPREF,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
Bank And Premises,29196706,"25a Commercial Street, Brighouse, HD6 1AF",Coral Racing Ltd,26500,02/05/2013,
Bank And Premises,29196725,"24/26 Commercial Street, Brighouse, HD6 1AQ",Santander U.K Plc,27000,19/02/2007,
Bank And Premises,29404023,"23 Market Street, Brighouse, HD6 1AP",H.S.B.C Bank Plc,14250,01/04/1990,SBR
Bank And Premises,56224001,"1 Southgate, Elland, HX5 0BN",Barclays Bank Plc,10500,01/04/1990,SBR
Bank And Premises,56224044,"44 Southgate, Elland, HX5 0ES",Lloyds Bank Plc,13250,05/11/1990,SBR
Bank And Premises,56224719,"18/20 Southgate, Elland, HX5 0BP",Clydesdale Bank Plc,9600,01/04/1990,SBR
Bank And Premises,64660700,"Commercial Street, Halifax, HX1 1BB",Lloyds Bank Plc,76500,01/04/1990,
Bank And Premises,64660723,"7-11 Commercial Street, Halifax, HX1 1HN",H.S.B.C Bank Plc,59000,01/04/1990,
Bank And Premises,64660724,"20/22 Commercial Street, Halifax, HX1 1TB",Royal Bank Of Scotland Plc,33500,01/04/1990,
Bank And Premises,64660743,"Commercial Street, Halifax, HX1 1BE",Barclays Bank Plc,83500,22/06/2007,
Bank And Premises,65516203,"203 King Cross Road, Halifax, HX1 3JL",Barclays Bank Plc,13500,01/04/1990,SBR
Bank And Premises,68308286,"286 Queens Road, Halifax, HX1 4NJ",,5600,12/04/2014,SBR
Bank And Premises,69304001,"1 Waterhouse Street, Halifax, HX1 1JA",Natwest Bank Plc,48000,01/04/1990,
Bank And Premises,69304007,"7 Waterhouse Street, Halifax, HX1 1XZ",Clydesdale Bank Plc,25250,01/04/1990,
Bank And Premises,76012702,"Albert Street, Hebden Bridge, HX7 8AH",Lloyds Bank Plc,14500,01/04/1990,SBR
Bank And Premises,76176710,"2 Crown Street, Hebden Bridge, HX7 8EH",Natwest Bank Plc,14750,01/04/1990,ER
Bank And Premises,76360010,"10 Market Street, Hebden Bridge, HX7 6AE",Barclays Bank Plc,12500,01/04/1990,SBR
Bank And Premises,77600700,"Town Hall Street, Sowerby Bridge, HX6 2DZ",Lloyds Bank Plc,11750,01/04/1990,SBR
Bank And Premises,77652732,"17 Wharf Street, Sowerby Bridge, HX6 2LA",Halifax Plc,11250,16/03/1992,SBR
Bank And Premises,78192006,"6 Halifax Road, Todmorden, OL14 5AD",Clydesdale Bank Plc,16500,01/04/1990,SBR
Bank And Premises,78192008,"8 Halifax Road, Todmorden, OL14 5AD",Tsb Bank Plc,9700,01/04/2013,SBR
Bank And Premises,78400006,"6 Rochdale Road, Todmorden, OL14 5AA",,8600,22/05/2013,DRR SBR
Beauty Lounge and Premises,29608759,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE",,9100,24/01/2014,EX
Beauty Parlour and Premises,65484746,"14 Keighley Road, Halifax, HX2 8AL",,2250,02/06/2010,SBR
Beauty Salon,56244006,"6 Victoria Road, Elland, HX5 0PU",,3250,03/10/2005,SBR
Beauty Salon,78192038,"38 Halifax Road, Todmorden, OL14 5QG",,4000,21/08/2006,EX
Beauty Salon And Premises,29084623,"623 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,3400,01/06/2015,SBR
Beauty Salon And Premises,29596061,"61 Upper Green Lane, Brighouse, HD6 2PA",,3950,23/05/2011,SBR
Beauty Salon And Premises,64104706,"40 Back Clough, Northowram, Halifax, HX3 7HH",,3250,07/12/2012,SBR
Beauty Salon And Premises,64296737,"Unit 4 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",,6800,20/04/2015,SBR DRR
Beauty Salon And Premises,64500063,"63 Carr House Road, Shelf, Halifax, HX3 7RJ",,2550,13/09/2003,SBR
Beauty Salon And Premises,64692705,"46 Cote Hill, Burnley Road, Halifax, HX2 7LZ",,2550,01/09/2012,SBR
Beauty Salon And Premises,65576701,"13A Lane Ends Green, Hipperholme, Halifax, HX3 8EZ",,2650,01/06/2010,SBR
Beauty Salon And Premises,68308112,"112 Queens Road, Halifax, HX1 3XY",,5300,18/03/2012,SBR
Beauty Salon And Premises,68580004,"4 Silver Street, Halifax, HX1 1HS",,4200,26/10/1999,SBR DRR
Beauty Salon And Premises,69024714,"Unit 2A, The Old Arcade, Halifax, HX1 1TJ",,6000,01/04/2013,SBR
Beauty Salon And Premises,69216734,"First And Second Floor, 10A Wade House Road, Shelf, Halifax              HX3 7PE",,2900,16/11/2015,SBR
Beauty Salon And Premises,69432704,"First Floor, 12 Whitegate Road, Siddal, Halifax              HX3 9AD",,1650,29/09/2010,SBR
Beauty Salon And Premises,77240105,"105 Halifax Road, Ripponden, Sowerby Bridge, HX6 4DA",,6000,01/02/2014,SBR
Bed and Breakfast Accommodatio,68392742,"Crawstone Knowle Farm, Rochdale Road, Greetland, Halifax             HX4 8PX",,1650,01/04/1995,SBR
Betting Shop And Premises,29048702,"10 Bethel Street, Brighouse, HD6 1JN",,7800,27/06/2012,SBR DRR
Betting Shop And Premises,29404700,"47 Commercial Street, Brighouse, HD6 1AF",William Hill Organization Ltd,18250,03/12/2009,
Betting Shop And Premises,56244016,"16 Victoria Road, Elland, HX5 0PU",,4300,01/07/2013,SBR
Betting Shop And Premises,64584712,"14/16 Clare Road, Halifax, HX1 2HX",Coral Racing Ltd,9000,01/04/1990,SBR
Betting Shop And Premises,65164434,"434 Gibbet Street, Halifax, HX1 4JQ",Stanley Racing Ltd,5500,01/04/1990,SBR
Betting Shop And Premises,65484741,"10/12 Keighley Road, Halifax, HX2 8AL",William Hill Organization Ltd,9000,21/12/2007,SBR
Betting Shop And Premises,65516746,"234 King Cross Road, Halifax, HX1 3JP",Coral Racing Ltd,14500,08/09/1995,SBR
Betting Shop And Premises,65736704,"39 Westgate House, Market Street, Halifax, HX1 1PD",William Hill Organization Ltd,41000,02/03/2009,ER
Betting Shop And Premises,68140020,"20 Old Market, Halifax, HX1 1TN",Ladbrokes Betting & Gaming Ltd,18500,01/04/1990,
Betting Shop And Premises,68156726,"364 Ovenden Road, Halifax, HX3 5TJ",Ladbrokes Betting & Gaming Ltd,8300,26/06/2001,SBR
Betting Shop And Premises,68308253,"253-257 Queens Road, Halifax, HX1 4NJ",Coral Racing Ltd,13000,01/04/1990,SBR
Betting Shop And Premises,68656001,"Alexandra Street, Halifax, HX1 1BS",William Hill Organization Ltd,16250,28/11/1991,SBR
Betting Shop And Premises,68772041,"41/43 Stainland Road, Greetland, Halifax, HX4 8BD",William Hill Organization Ltd,9400,01/01/2008,SBR
Betting Shop And Premises,76132006,"6 Cheetham Street, Hebden Bridge, HX7 8EW",T D Jagger Ltd,3600,09/06/2015,ER
Bicycle Docking Station and Premises,65388724,"Bike And Go, Halifax Train Station, Horton Street, Halifax              HX1 1QE",Merseyrail Electrics 2002 Ltd,80,22/07/2013,SBR
Bicycle Docking Station and Premises,76512709,"Bike And Go, Hebden Bridge Train Station, Station Road, Hebden Bridge        HX7 6JE",Merseyrail Electrics 2002 Ltd,80,09/04/2014,SBR
Bicycle Docking Station and Premises,78310704,"Bike And Go, Todmorden Train Station, Rise Lane, Todmorden           OL14 7AA",Merseyrail Electrics 2002 Ltd,80,30/09/2013,SBR
Bingo Hall And Premises,64400700,"Broad Street, Halifax, HX1 1YA",Mecca Bingo Ltd,53000,01/04/1990,
Bird Observation Hide,77685701,"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA",Calderdale Bird Conservation Group,160,01/04/2007,SBR
Boarding Kennels,79040700,"Peakstones Farm, Soaper Lane, Shelf, Halifax              HX3 7PX",,950,08/10/1999,SBR
"Bowling Alley, Snooker Club And Premises",64660711,"The Halifax Snooker Club, Commercial Street, Halifax, HX1 2JE",Halifax Snooker Club Ltd,90000,01/04/1990,
Bowling Club And Premises,29056728,"Bailiff Bridge Bowling Club, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4EN",Bailiff Bridge Bowling Club,710,01/04/2009,SBR
Bowling Club And Premises,29296714,"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED",Trustees Of Blakeboroughs Social And Sports Club (In Liq),2025,28/11/2012,EX
Bowling Club And Premises,64476700,"Luddendenfoot Bowling Club, Tillotson Holme, Luddendenfoot, Halifax              HX2 6AF",,2900,01/04/1990,EX
Bowling Club And Premises,65588700,"Laurel Crescent, Halifax, HX2 8DF",,1075,01/04/1990,SBR
Bowling Club And Premises,68679701,"Wellesley Park Bowling Club, Spring Hall Lane, Halifax, HX1 4TN",Calderdale Mbc Director Of Leisure Services,1425,01/04/2005,SBR
Bowling Club And Premises,68712700,"Greenroyd Bowling Club, St Albans Road, Halifax, HX3 0ND",Greenroyd Bowling Club Ltd,3650,01/04/1990,SBR
Bowling Club And Premises,68756700,"Stafford Bowling Club, Stafford Avenue, Halifax, HX3 0BH",,3850,01/04/1990,SBR
Bowling Club And Premises,69508700,"Woodland Terrace, Boothtown, Halifax, HX3 6HQ",,2075,01/04/1990,SBR
Bowling Club And Premises,69586702,"Halifax Bowling Club, Thrum Hall Lane, Halifax, HX1 4JT",Halifax Bowling Club,12000,01/04/2003,DOR SBR
Bowling Club And Premises,76328700,"Lee Holme, Lee Mill Lane, Hebden Bridge, HX7 7AE",,1700,01/04/1990,SBR
Bowling Club And Premises,76460701,"Savile Bowling Club, Savile Road, Hebden Bridge, HX7 6ND",,2050,01/04/1990,SBR
Bowling Club And Premises,77308700,"Hill Crest Bowling Club, Langton Street, Sowerby Bridge, HX6 2EX",,4000,01/04/1990,SBR
Bowling Club And Premises,77648707,"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",,3450,01/04/1990,SBR
Bowling Club And Premises,79044702,"Outlane Bowling Club, Stainland Road, Outlane, Huddersfield        HD3 3YU",,4050,01/04/1990,SBR
Bowling Green and Premises,69404703,"Stainland Bowling Club, Westgate, Stainland, Halifax             HX4 9HN",Calderdale Mbc Director Of Leisure Services,740,01/09/2001,SBR
Bowling Green and Premises,76180701,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",,840,01/04/2015,SBR
Bowling Green and Premises,77028700,"Sowerby Bowling/Tennis Club, Back Lane, Sowerby, Sowerby Bridge      HX6 1DF",,2025,01/04/1990,DOR MAR
Breakers Yard And Premises,29420716,"Mill Lane, Brighouse, HD6 1PN",Car & Commercial Vehicle Dismantlers Ltd,27500,01/05/2013,
Breakers Yard And Premises,29608700,"Wakefield Road, Brighouse, WF14 0BU",Doncaster Motor Spares Ltd,42250,09/01/2004,
Breakers Yard And Premises,65020728,"Fairlea Auto Salvage, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,11250,01/11/2014,DRR SBR
Breakers Yard And Premises,65020729,"A T Recovery, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,9000,01/04/2015,EX
Breakers Yard And Premises,65020730,"Highline Auto, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5100,01/11/2014,EX
Brewery,76342701,"Smithy Farm, Long Causeway, Blackshawhead, Hebden Bridge        HX7 7JB",,1325,01/06/2006,SBR
Brewery,76400701,"Unit 3 Turkey Lodge Farm, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Little Valley Brewery Ltd,13000,01/06/2005,SBR
Brewery,78400292,"290/292 Rochdale Road, Todmorden, OL14 7PD",Barearts Ltd,3050,01/06/2009,SBR
Brewery And Premises,56128703,"Units 3-5, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",Elland Brewery Ltd,16000,30/04/2002,SBR
Brewery And Premises,68854703,"Stod Fold Brewery, 6 Stod Fold, Mixenden, Halifax              HX2 8XL",,2750,01/05/2013,SBR
Brewery And Premises,76400732,"Unit 8A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",Vocation Brewery Ltd,11000,01/02/2015,SBR
Brickworks And Premises,56088701,"Ash Grove Works, 500 Elland Road, Elland, HX5 9JA",W T Knowles & Sons Ltd,47750,01/04/1990,
Builders Merchants And Premises,29508702,"Sherwood Road, Brighouse, HD6 1QG",Naylor Myers Ltd,118000,01/04/1990,
Builders Merchants And Premises,29608744,"Wakefield Road, Brighouse, HD6 1QH",Travis Perkins Trading Co Ltd,106000,25/04/2005,
Builders Merchants And Premises,29608769,"Howarth Timber & B S Ltd, Wakefield Road, Brighouse, HD6 1PE",Howarth Timber & Building Supplies Ltd,49750,01/12/2014,
Builders Merchants And Premises,56028700,"Burley Street, Elland, HX5 0AQ",P N F Builders Merchants Ltd,25750,01/08/2012,DRR
Builders Merchants And Premises,65164702,"Gibbet Street, Halifax, HX1 5BP",Travis Perkins Trading Co Ltd,52000,01/04/1990,
Builders Merchants And Premises,65376700,"Horne Street, Halifax, HX1 5NN",Howdens Joinery Ltd,31500,01/04/2001,
Builders Merchants And Premises,69196701,"Victoria Road, Halifax, HX1 5PT",,63000,29/08/2015,ER
Builders Merchants And Premises,76088867,"Units 1 & 2, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",Mytholmroyd Builders Merchants Ltd,16750,14/01/2008,EX
Builders Merchants And Premises,77388703,"Allan House, Norland Road, Sowerby Bridge, HX6 3AD",Naylor Myers Ltd,22000,10/08/2012,EX
Builders Merchants And Premises,78408700,"Victoria Works, Salford, Todmorden, OL14 7LF",Fielden Factors (Kitchens) Ltd,25750,01/04/1990,EX
Bunkhouse And Premises,68854701,"Stod Fold Barn Bunkhouse, Stod Fold, Mixenden, Halifax             HX2 8XL",,560,01/03/1997,SBR
Bus Garage And Premises,68604716,"West Yorkshire Pte, Skircoat Road, Halifax, HX1 2QZ",First West Yorkshire Ltd,138000,01/04/1995,
Bus Garage And Premises,78192720,"Millwood Garage, Halifax Road, Todmorden, OL14 5SF",First West Yorkshire Ltd,15250,01/04/1990,SBR
Bus Station And Premises,29260701,"Brighouse Bus Station, Ganny Road, Brighouse, HD6 1BL",West Yorkshire Combined Authority,54500,10/05/2009,
Bus Station And Premises,69220716,"Bus Station, Wade Street, Halifax, HX1 1SN",West Yorkshire Combined Authority,159000,31/05/2002,
Bus Station And Premises,78076733,"Todmorden Bus Station, Burnley Road, Todmorden, OL14 5DJ",,22250,01/04/1990,
Cadet Hut And Premises,76518700,"Cadet Centre (Atc), Stoney Lane, Charlestown, Hebden Bridge       HX7 5QY",Yorkshire & Humber R F C A,1475,01/04/2000,SBR
Cafe and Premises,29020714,"Armytage Road, Brighouse, HD6 1UQ",,1525,31/10/2013,SBR
Cafe and Premises,29028701,"Arthur Street, Brighouse, HD6 1PY",,2950,27/02/2010,SBR
Cafe and Premises,29048715,"Adj 27 Bethel Street, Brighouse, HD6 1JR",,4150,02/11/2002,SBR
Cafe and Premises,29048723,"16 Bethel Street, Brighouse, HD6 1JN",,4900,01/10/2012,SBR
Cafe and Premises,29080078,"78 Bradford Road, Brighouse, HD6 4AA",,3550,15/04/2013,SBR
Cafe and Premises,29080611,"611 Bradford Road, Brighouse, HD6 4DN",Bailiff Bridge Cafe Ltd,6300,01/03/2007,SBR DRR
Cafe And Premises,29080795,"59/61 Bradford Road, Brighouse, HD6 1RS",,6700,10/07/2014,SBR DRR
Cafe and Premises,29196704,"31 Commercial Street, Brighouse, HD6 1AQ",Merrie England Coffee Shops Ltd,16000,01/04/1990,SBR DRR
Cafe and Premises,29272009,"9 Gooder Lane, Brighouse, HD6 1HF",,5900,22/12/2007,SBR
Cafe And Premises,29284720,"Blue Portacabin, Grove Street, Brighouse, HD6 1PL",,1550,22/12/2012,SBR
Cafe And Premises,29296725,"Cafe At The Nurseries, Halifax Road, Brighouse, HD6 2QD",W T Groome Ltd,9300,01/04/2010,DRR SBR
Cafe and Premises,29337705,"T62, Highmoor Lane, Clifton, Brighouse            HD6 4JB",,790,12/09/2009,SBR
Cafe and Premises,29372001,"1 King Street, Brighouse, HD6 1NX",,7100,01/10/2012,DRR SBR
Cafe and Premises,29608704,"Wakefield Road, Brighouse, HD6 4HA",,1500,22/06/2009,SBR
Cafe and Premises,29608711,"Unit 3, Phoenix Street Works, Wakefield Road, Brighouse            HD6 1PD",,2750,01/10/2013,SBR
Cafe and Premises,56132776,"64 Huddersfield Road, Elland, HX5 9AA",,3750,12/10/2013,SBR
Cafe and Premises,56220759,"Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",,2425,05/01/2015,SBR
Cafe and Premises,56224012,"12 Southgate, Elland, HX5 0BW",,2900,11/12/2013,SBR
Cafe and Premises,64284819,"19 Boothtown Road, Halifax, HX3 6EU",,2275,01/10/2006,SBR
Cafe And Premises,64296718,"F Mill Ground East A, Dean Clough Mills, Halifax, HX3 5AX",Eight Sixteen Coffee Company Ltd,11750,01/04/2014,SBR DRR
Cafe And Premises,64296745,"Cafe At Design House, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,19250,01/04/2015,EX
Cafe and Premises,64344712,"Unit 32 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",Bowers Mill Cafe Ltd,2225,01/01/2010,SBR
Cafe and Premises,64436030,"30 Bull Green, Halifax, HX1 5AB",Nana Jeans Ltd,6900,14/09/2013,DRR SBR
Cafe and Premises,64448741,"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",,3750,18/07/2014,EX
Cafe and Premises,64500708,"66b Carr House Road, Shelf, Halifax, HX3 7RJ",Cafe Revive,5200,05/11/2012,SBR
Cafe and Premises,64580701,"4 Cinderhills Lane, Halifax, HX3 9DQ",,2225,06/08/2014,SBR
Cafe And Premises,64660748,"59 Commercial Street, Halifax, HX1 1BE",,9300,20/12/2013,DRR SBR
Cafe and Premises,64700018,"18 Cow Green, Halifax, HX1 1HX",Thai Corner 2 Ltd,5200,21/10/2013,SBR
Cafe and Premises,64748711,"17/19 Crossley Street, Halifax, HX1 1UG",Monte Carlo Cafe,12250,01/04/1990,SBR DRR
Cafe And Premises,64812747,"Dominion House, Denholmegate Road, Hipperholme, Halifax              HX3 8JQ",Cafe Bardolino Ltd,11250,01/04/2012,DRR SBR
Cafe and Premises,64840704,"Atrium Cafe, Calderdale Royal Hospital, Dryclough Lane, Halifax              HX3 0PE",I.S.S Mediclean Ltd,19750,01/11/2001,
Cafe And Premises,65100718,"18-20 Fountain Street, Halifax, HX1 1LW",,14250,14/12/2012,DRR SBR
Cafe and Premises,65144001,"1 George Street, Halifax, HX1 1HA",Bon Bon Milk Bars [Halifax] Ltd,21500,01/04/1990,DRR
Cafe and Premises,65264063,"63 Hanson Lane, Halifax, HX1 5NX",,2075,01/04/2014,SBR
Cafe and Premises,65344890,"Unit H M 20A Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,3500,16/07/2008,SBR
Cafe and Premises,65416014,"14 Hunger Hill, Halifax, HX1 2JT",,2950,31/03/2006,SBR
Cafe and Premises,65416701,"4/6 Hunger Hill, Halifax, HX1 2JT",,3600,24/05/2008,SBR
Cafe and Premises,65516216,"216 King Cross Road, Halifax, HX1 3JP",,6200,17/02/2016,EX
Cafe and Premises,65516253,"253 King Cross Road, Halifax, HX1 3JL",,7300,21/01/2015,SBR DRR
Cafe And Premises,68236787,"30 Pellon Lane, Halifax, HX1 5SP",,2600,25/11/2013,SBR
Cafe and Premises,68276702,"18-22 Powell Street, Halifax, HX1 1LN",The Victorian Pub Company Ltd,24750,19/08/2014,DRR
Cafe and Premises,68392708,"14 Rochdale Road, Greetland, Halifax, HX4 8AL",,8100,01/03/2011,DRR SBR
Cafe and Premises,68444057,"57 Saddleworth Road, Greetland, Halifax, HX4 8AG",,3100,01/02/2014,SBR
Cafe and Premises,68468701,"Savile Park Lodge, Savile Park, Halifax, HX3 0EG",,9400,07/01/2008,SBR DRR
Cafe and Premises,68536866,"Shay Lane Cafe, 213 Shay Lane, Halifax, HX2 9AD",,3250,01/07/2014,SBR
Cafe and Premises,68620704,"Bijou Cafe, Sod House Green, Halifax, HX3 6QR",,2750,22/07/2014,SBR
Cafe and Premises,68652029,"29 Southgate, Halifax, HX1 1DL",Browns Cafe Halifax Ltd,19250,21/10/2014,DRR
Cafe and Premises,68652727,"12-16 Southgate, Halifax, HX1 1DL",Nero Holdings Ltd,51000,31/01/2005,
Cafe and Premises,69024710,"17/21 The Old Arcade, Halifax, HX1 1TJ",,15000,25/11/2009,SBR DRR
Cafe and Premises,69024712,"4-10 The Old Arcade, Halifax, HX1 1TJ",,23500,01/08/2010,DRR
Cafe And Premises,69096701,"4 Trinity Road, Halifax, HX1 2QF",,2225,01/12/2009,SBR
Cafe and Premises,69220707,"Bus Station, Wade Street, Halifax, HX1 1SN",W.Y.P.T.E,25750,23/01/2010,ER
Cafe And Premises,69248101,"101 Wakefield Road, Lightcliffe, Halifax, HX3 8SH",,7200,01/08/2014,SBR DRR
Cafe and Premises,69264001,"1 Wards End, Halifax, HX1 1DD",The Blue Mountain Coffee Diner Ltd,6900,19/03/2006,SBR DRR
Cafe and Premises,69536001,"1 Woolshops, Halifax, HX1 1RU",,36250,01/10/2001,DRR
Cafe and Premises,76060009,"9 Bridge Gate, Hebden Bridge, HX7 8EX",,11500,01/04/2014,EX
Cafe and Premises,76088769,"Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QQ",,990,03/07/2006,SBR
Cafe And Premises,76292710,"Pavilion, Calder Holmes Park, Holme Street, Hebden Bridge        HX7 8EE",Park Life Cafe Ltd,2300,01/04/2011,EX
Cafe and Premises,76360013,"13 Market Street, Hebden Bridge, HX7 6EU",,17750,17/10/2006,DRR SBR
Cafe and Premises,76360017,"17 Market Street, Hebden Bridge, HX7 6EU",,8300,25/01/2006,EX
Cafe and Premises,76396703,"New Road, Hebden Bridge, HX7 8AD",,6200,16/10/2009,EX
Cafe and Premises,76408011,"11 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,1950,01/04/2004,EX
Cafe and Premises,76408701,"New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,1950,01/04/2013,SBR
