Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 19/01/2017,HED0276839,200,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Diesel Oil,3202,T SPLITT T/A NWF FUELS LIMITED,A0087626, 05/01/2017,OPS0276524,1933.2,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,JBW GROUP LIMITED,A0088708, 12/01/2017,TRE0276716,110,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 26/01/2017,PER0277008,444,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,CATCHPOINT (UK) LTD,A0089500, 05/01/2017,EST0276582,2880,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,1270,SOLOPROTECT LIMITED,A0089719, 05/01/2017,OPS0276609,379.4,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,SOLOPROTECT LIMITED,A0089719, 05/01/2017,ENV0276563,42.52,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Consultants Fees,4401,O`CALLAGHAN LIMITED,A0090052, 19/01/2017,HED0276815,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276657,672.53,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276661,996.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 05/01/2017,OPS0276527,1598.73,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276820,1611.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276821,3264.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276661,1676.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 05/01/2017,OPS0276527,1685.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276657,1827.64,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276820,2133.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276821,2883.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 05/01/2017,OPS0276527,294.98,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276820,780.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276657,878.48,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 12/01/2017,OPS0276661,937.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,RAPID RECRUIT LIMITED,A0090080, 19/01/2017,OPS0276821,2140.91,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,SALFORD PROFESSIONAL DEVELOPMENT LTD,A0090184, 26/01/2017,COR0276947,99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,2.89,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,9.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,16.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,16.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,29.62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,37.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,39.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,45.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,45.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,46.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,49.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,49.42,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,50.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,53.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,54.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,54.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,56.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,56.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,60.34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,64.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,64.3,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,69.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,70.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,73.25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,76.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,86.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,93.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,97.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,98.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,131.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,150.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,149.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,278.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,297.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,310.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,310.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,89.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,200.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,202.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,213.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,230.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,126.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,173.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,182.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,184.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,295.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,136.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,170.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,230.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,233.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,250.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,142.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,169.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,197.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,233.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,245.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,50.35,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,152.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,171.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,172.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,197.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,53.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,55.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,55.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,57.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,94.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,126.12,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,135.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,185.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,210.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,137.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,205.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,221.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,222.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,71.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,100.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,106.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,255.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,302.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,83.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,161.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,211.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,221.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,222.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,70.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,146.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,152.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,188.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,239.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,103.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,182.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,188.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,193.16,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,211.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,24.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,88.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,111.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,111.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,146.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,70.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,83.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,101.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,125.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,6.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,52.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,59.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,69.97,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,70.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,70.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,77.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,78.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,83.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,95.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,96.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,121.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,48.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,87.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,105.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,107.97,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,172.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,27.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,57.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,151.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,152.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,159.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,37.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,55.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,94.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,148.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,166.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,19.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,86.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,130.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,148.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,177,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 24/01/2017,AAS0277173,41.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 31/01/2017,AAS0277357,128.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 03/01/2017,AAS0276936,144.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/01/2017,AAS0276937,150.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/01/2017,AAS0276938,157.95,N,N/A,N,N/A
