Ratepayer Name,Property Address,Propref,Billing Address,RV
HX2 Maintenance Services Ltd,"30 Clare Road, Halifax, HX1 2HX",64584783,"30 Clare Road, Halifax, HX1 2HX",6600
,"1ST & 2ND Flrs, 32 Clare Road, Halifax, HX1 2HX",64584802,,9600
Angel Care (Uk) Ltd,"Offices 1 & 2, 35 Clare Road, Halifax, HX1 2JP",64584035,,10500
,"123 Gibbet Street, Halifax, HX1 5BP",65164776,,2900
The Kashmir Foundation,"130/130a Gibbet Street, Halifax, HX1 5LE",65164130,"Fao Mohammed Saghir, 130/130A, Gibbet Street, Halifax, HX1 5LE",3300
,"140 Gibbet Street, Halifax, HX1 5LE",65164140,,3550
,"211 Gibbet Street, Halifax, HX1 5JW",65164211,,6000
,"211 Gibbet Street, Halifax, HX1 5JW",65164811,,3950
,"256 Gibbet Street, Halifax, HX1 4LT",65164899,,3800
,"Ground Floor, 258 Gibbet Street, Halifax, HX1 4LT",65164258,,2850
,"262 Gibbet Street, Halifax, HX1 4LT",65164262,,2750
,"264 Gibbet Street, Halifax, HX1 4LT",65164264,,2425
,"266 Gibbet Street, Halifax, HX1 4LT",65164266,,4300
,"268 Gibbet Street, Halifax, HX1 4LT",65164825,,6600
,"272 Gibbet Street, Halifax, HX1 4LT",65164859,,2350
,"274 Gibbet Street, Halifax, HX1 4LT",65164828,,3300
,"276 Gibbet Street, Halifax, HX1 4LT",65164808,,2900
,"277 Gibbet Street, Halifax, HX1 4JX",65164277,,8500
,"284-286 Gibbet Street, Halifax, HX1 4LY",65164884,,7600
,"297 Gibbet Street, Halifax, HX1 4JX",65164860,,2275
,"300 Gibbet Street, Halifax, HX1 4JX",65164781,,7400
,"303 Gibbet Street, Halifax, HX1 4JX",65164303,,2500
,"305 Gibbet Street, Halifax, HX1 4JX",65164305,,3750
,"307 Gibbet Street, Halifax, HX1 4JX",65164307,,3350
,"311 Gibbet Street, Halifax, HX1 4JX",65164827,,3650
,"440 Gibbet Street, Highroadwell, Halifax, HX2 0AU",64820700,,9800
,"442 Gibbet Street, Halifax, HX2 0AX",65164442,,4350
,"444 Gibbet Street, Halifax, HX2 0AX",65164444,,2125
,"446-448 Gibbet Street, Halifax, HX2 0AX",65164787,,8100
,"472 Gibbet Street, Halifax, HX2 0AL",65164472,,3300
,"476 Gibbet Street, Halifax, HX2 0AL",65164476,,3450
,"520 Gibbet Street, Halifax, HX2 0AH",65164881,,6200
,"526 Gibbet Street, Halifax, HX2 0AH",65164883,,7300
,"Highroad Well Garage, 561 Gibbet Street, Halifax, HX2 0AL",65164866,,4750
,"Moorend Garage, 561 Gibbet Street, Halifax, HX2 0AL",65164863,,5400
,"Unit 3, 561 Gibbet Street, Halifax, HX2 0AL",65164893,,2750
,"Unit 1, 561 Gibbet Street, Halifax, HX2 0AL",65164891,,6800
,"Unit 2, 561 Gibbet Street, Halifax, HX2 0AL",65164892,,3200
Saville Park Halifax Ltd,"561 Gibbet Street, Halifax, HX2 0AL",65164561,,1625
,"563 Gibbet Street, Halifax, HX2 0AL",65164563,,3400
,"571 Gibbet Street, Halifax, HX2 0AL",65164792,,9300
,"Unit 3, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164750,,2650
,"Unit 8, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164757,,1750
,"Unit 25, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164746,,2150
,"Unit 12a, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164732,,830
,"Unit 2B, Calder Workshops, Gibbet Street, Halifax              HX1 4JQ",65164742,,2750
,"Unit 17, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164740,,1025
Pellon Private Hire Ltd,"Unit 12c, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164734,,1025
,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692703,,3400
,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692702,,4050
,"Peacock Wine Bar, 46 Cote Hill, Burnley Road, Halifax              HX2 7LZ",64692704,,5000
,"Ovenden Rugby League F C, Cousin Lane, Halifax, HX2 8AD",64696707,,4800
,"Unit 2, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903702,,4600
,"Unit 3, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903703,,3500
Greenfield Trading Uk Ltd,"Ground Floor, 6/8 Cow Green, Halifax, HX1 1JF",64700703,"11 Hazeldene, Queensbury, Bradford, BD13 2BB",8000
,"10 Cow Green, Halifax, HX1 1JF",64700010,,5500
Thai Corner 2 Ltd,"18 Cow Green, Halifax, HX1 1HX",64700018,,6200
K D T Accountancy & Taxation Services Ltd,"20 Cow Green, Halifax, HX1 1HX",64700020,,6800
,"22 Cow Green, Halifax, HX1 1HX",64700022,,6100
,"Meadow View Stables, Cow Hill Gate Lane, Bradshaw, Halifax              HX2 9PB",64704701,,7000
,"Prospect Inn, 1 Cow Royd Place, Halifax, HX3 6JR",64708700,,11500
,"2 Cross Hills, Halifax, HX1 1XQ",64716002,,3150
Court Boutique Ltd,"4 Cross Hills, Halifax, HX1 1XQ",64716004,,2350
,"6 Cross Hills, Halifax, HX1 1XQ",64716006,,1500
,"Unit 4, L R P Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER",65232733,,4200
Hipperholme Tyre & Exhaust Ltd,"Unit 5 Lrp Business Park, Halifax Road, Hipperholme, Halifax             HX3 8HD",65232724,"54 Albert Road, Pellon, Halifax, HX2 0DF",2200
Beacon Group Services Ltd,"Shelf Hall Lodge, Halifax Road, Shelf, Halifax              HX3 7NT",65236713,"Fao Denise Coulton, Hollybank, 31 Beacon Road, Wibsey, Bradford, BD6 3EY",1700
,"2 Halifax Road, Shelf, Halifax, HX3 7NT",65236002,,5700
,"Ground Floor, 6-8 Hall Street, Halifax, HX1 5AY",65248715,,8500
Larchfield Associates Ltd,"Rimani House, Hall Street, Halifax, HX1 5BD",65248711,,8100
Northwood Joinery Ltd,"Former Canteen, Hall Street North, Boothtown, Halifax              HX3 6TS",65252704,,6000
Halls Decorating & Painting Contractors Ltd,"10 Hall Street North, Boothtown, Halifax, HX3 6TS",65252010,,3950
,"Lord Nelson Inn, 15 High Street, Luddenden, Halifax             HX2 6PX",65328704,,11250
,"Clifton House, West Parade, Halifax, HX1 2EQ",69360703,,9900
,"19 High Street, Halifax, HX1 2ST",65324019,,4700
Revive Hair Design Ltd,"29 Highroad Well Lane, Halifax, HX2 0LY",65336029,,3250
T.S.G. Associates Llp,"Albany Works, Lower Clay Pits, Halifax, HX1 4QQ",65688700,"Albany Works, Long Lover Lane, Pellon, Halifax, HX1 4QF",12000
Vama Kitchens Ltd,"Unit B7, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448712,,4300
Calderdale National Union Of Teachers,"9 Lord Street, Halifax, HX1 5AE",65676708,,4850
,"10 Lord Street, Halifax, HX1 5AE",65676010,,11500
,"12 Lord Street, Halifax, HX1 5AE",65676012,,2950
,"20 Lord Street, Halifax, HX1 5AE",65676020,,2750
,"Unit 9 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",64356713,,5500
F H L (Services) Ltd,"Unit 12, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356705,"62 Caldene Avenue, Hebden Bridge, HX7 5AJ",11000
West Riding Classic Cars Limited,"Unit 16, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356707,,7400
Calder Construction & Shopfitting Ltd,"Unit 15, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356706,"Unit 15, Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",11250
Crescent Machinery Ltd,"Unit 6, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356709,"Unit 6 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",8900
Fisher & Haynes Ltd,"Unit 3-5, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356708,"Units 3-4, Brearley Trading Estate, Brearley Lane, Luddendenfoot, HX2 6HU",4600
,"Unit 7/8 Lower Brearley Mill, Luddendenfoot, Halifax, HX2 6HU",64356712,,4800
,"Cat I'Th' Well Inn, Lower Saltonstall, Saltonstall Lane, Wainstalls           HX2 7TR",65700700,,8500
,"Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",65716700,,4000
,"Little Foot Day Nursery, Luddenden Lane, Luddendenfoot, Halifax              HX2 6NW",65716704,,12750
,"5 Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",65716005,,1950
,"1 Lydgate, Northowram, Halifax, HX3 7EJ",65728001,,3550
J L Daynes Ltd,"18A &18B Lydgate, Northowram, Halifax, HX3 7EJ",65728709,,10750
Anna's Beauty Centre Ltd,"18c Lydgate, Northowram, Halifax, HX3 7EJ",65728704,,4900
,"18d Lydgate, Northowram, Halifax, HX3 7EJ",65728705,,5200
,"18e Lydgate, Northowram, Halifax, HX3 7EJ",65728706,,4750
,"18f Lydgate, Northowram, Halifax, HX3 7EJ",65728707,,5000
,"18g Lydgate, Northowram, Halifax, HX3 7EJ",65728708,,5500
,"33 Lydgate, Northowram, Halifax, HX3 7EJ",65728033,,6300
,"13 Manor Drive, Halifax, HX3 0DN",65732013,,2700
,"Rooms 1 & 4 1st Floor, 6 Market Street, Halifax, HX1 1RW",65736712,,3250
,"15 Borough Market, Halifax, HX1 1DY",64288015,,3250
,"3 Borough Market, Halifax, HX1 1DY",64288003,,3650
,"4 Borough Market, Halifax, HX1 1DY",64288004,,3650
,"5 Borough Market, Halifax, HX1 1DY",64288005,,3600
,"6 Borough Market, Halifax, HX1 1DY",64288006,,4300
,"7 Borough Market, Halifax, HX1 1DY",64288007,,3600
,"9/10 Borough Market, Halifax, HX1 1DY",64288701,,5500
,"Southedge Iron Works, Brighouse Road, Hipperholme, Halifax             HX3 8EG",64376711,,4850
,"Adj Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376726,,3900
,"Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376758,,8900
,"Unit 2 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376751,,5500
,"Unit 1 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376756,,8800
,"Unit 4 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376753,,3400
,"Unit 3 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376755,,4150
R.D Barrett [Small Tools] Ltd,"Brow Mills, Brighouse Road, Hipperholme, Halifax              HX3 8EF",64376702,,11750
Label Pak Ltd,"Unit 1, Brow Mills, Brighouse Road, Hipperholme          HX3 8EF",64376713,,4550
Keswickton Securities Ltd,"Unit 12, Brow Mills Industrial Estate, Brighouse Road, Hipperholme          HX3 8EF",64376732,"Unit 12, Brow Mills Industrial Estate, Brighouse Road, Hipperholme, HX3 8DD",6300
Vernon Robinson & Son Haulage Contractors,"Brow Stone Yard, Brighouse Road, Hipperholme, Halifax             HX3 8DD",64376706,"Syke House, Green Lane, Queensbury, Bradford, BD13 2LQ",3600
Forge26 Ltd,"35 Broad Street, Halifax, HX1 1YA",64400718,,7200
Thai Halifax Limited,"37/39 Broad Street, Halifax, HX1 1YA",64400720,,9700
Accurating Ltd,"Brooke House, 7 Brooke Green, Hipperholme, Halifax             HX3 8ES",64404700,,2700
,"Lower New Yard, Dog Lane, Stainland, Halifax             HX4 9QD",64836704,,3300
,"Dog Lane Mills, Stainland, Halifax, HX4 9PZ",64836701,,6100
Dryclough Lane Garage Ltd,"Dryclough Lane Garage, Dryclough Lane, Halifax, HX3 0LD",64840708,"Dryclough Lane Garage, Dryclough Lane, Halifax, HX3 0LD",10250
,"Dundas Street, Halifax, HX1 3PQ",64848700,,2225
,"Dundas Street, Halifax, HX1 3PQ",64848705,,2950
Cockroft Timber Ltd,"Unit A, Dundas Street, Halifax, HX1 3PQ",64848702,,7000
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852708,,5500
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852707,,3000
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852705,,3550
Village Car Repairs & Servicing Ltd,"Railway Buildings, Dyson Road, Halifax, HX1 4RL",64864700,,790
,"Dyson Road, Halifax, HX1 4RJ",64864701,,4100
,"Dyson Road, Halifax, HX1 4RJ",64864702,,2800
,"Edwards Road Post Office, Edwards Road, Halifax, HX2 7DL",64472002,,7300
,"Pye Nest Nursery, Edwards Road, Halifax, HX2 7DG",65008700,,11500
Woodland Tiles Ltd,"11 Edwards Road, Halifax, HX2 7DG",65008011,,5600
A.R.P. Security Services Ltd,"31 Edwards Road, Halifax, HX2 7DG",65008031,,4000
Merlin Precision Engineering Ltd,"Eldon Street, Range Lane, Halifax, HX3 6DW",65012700,,7800
,"54 Eldroth Road, Halifax, HX1 3BA",65016701,,3300
,"Ellen Holme Lane, Luddendenfoot, Halifax, HX2 6EP",65020720,,6400
,"Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020713,,425
Steel Design Services Ltd,"R/O 7 Ellen Holme, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020709,,7600
,"Unit 16 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020716,,2850
,"Unit 17 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020717,,2600
,"Unit 19 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020719,,2125
,"Unit 1, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020703,,2075
,"Unit 2, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020704,,1750
,"Unit 8, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020712,,3100
,"Unit 7 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",65020710,,4300
Dan McGrevy & D Mack Shopfitting & Joinery Ltd,"Unit 4, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020706,"29a Bradshaw Lane, Halifax, HX2 9XB",1875
,"Culver Works, Hopwood Lane, Halifax, HX1 5ER",65364747,,6600
,"Unit 2 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242812,,6500
,"Unit 1 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242811,,3600
,"Unit 3 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242813,,4200
,"160 Park Dene, Hopwood Lane, Halifax, HX1 4DF",68190160,,2050
Maramar Holdings Ltd,"(Unoff Add) The Gatehouse, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",64242782,"The Gatehouse, The Ridings Business Park, Hopwood Lane, Halifax, HX1 3TT",3950
,"Unit K, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",64242832,,4250
,"Unit 27, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164747,,1700
,"43 Keighley Road, Halifax, HX2 8BA",65484043,,3900
,"First Floor, 43 Keighley Road, Halifax, HX2 8BA",65484716,,2250
,"53 Keighley Road, Halifax, HX2 8AR",65484053,,7000
,"103-107 Keighley Road, Halifax, HX2 8JE",65484755,,6600
,"119 Keighley Road, Halifax, HX2 8JE",65484725,,3350
,"8 Warneford Square, Halifax, HX1 3JL",69292008,,890
,"Front, 159 King Cross Road, Halifax, HX1 3LN",65516790,,4900
,"Land At, 157 King Cross Road, Halifax, HX1 3LN",65516747,,2000
Thor Homecare Ltd,"Rear Of, 159 King Cross Road, Halifax, HX1 3LN",65516775,"159 King Cross Road, King Cross, Halifax, HX1 3LN",2550
Dpt Consulting Ltd,"Office 1 1ST Floor, 159 King Cross Road, Halifax, HX1 3LN",65516788,,1575
Mistry Maths Limited,"Office 2 1ST Floor, 159 King Cross Road, Halifax, HX1 3LN",65516789,,2325
T & C Property Search Ltd,"Offices 6 & 7 2ND Floor, 159 King Cross Road, Halifax, HX1 3LN",65516768,"Office 6 & 7, 159 King Cross Road, Halifax, HX1 3LN",1825
Second Halifax Housing Ltd,"Greycourt House, 160 King Cross Road, Halifax, HX1 3LN",65516160,"Greycourt House, 160 King Cross Road, Halifax, HX1 3LN",1350
,"161 King Cross Road, Halifax, HX1 3LN",65516161,,5400
,"Palladium Buildings, 165 King Cross Road, Halifax, HX1 3LN",65516713,,2200
Itec Components Ltd,"167/169 King Cross Road, Halifax, HX1 3LN",65516169,,8000
Hua Hin Leisure Ltd,"168 King Cross Road, Halifax, HX1 3LN",65516168,,3000
Yorkshire Auto Assist Ltd,"174 King Cross Road, Halifax, HX1 3LN",65516174,,3250
,"176 King Cross Road, Halifax, HX1 3LN",65516176,,3150
,"180 King Cross Road, Halifax, HX1 3LN",65516180,,4400
,"182 King Cross Road, Halifax, HX1 3LN",65516182,,3700
,"184 King Cross Road, Halifax, HX1 3LN",65516184,,3900
,"189 King Cross Road, Halifax, HX1 3LN",65516189,,6300
,"Valeson House, 190 King Cross Road, Halifax, HX1 3LN",65516714,,7700
Woodman Architectural Fittings Ltd,"First Floor Unit 7A, Woodman Works, South Lane, Elland               HX5 0PA",56220773,"19 Mayfield Grove, Bailiff Bridge, Brighouse, HD6 4EE",1175
Ciella Ltd,"54B Southgate, Elland, HX5 0DQ",56224054,,4850
Leading Force Ltd,"R/O 80 Southgate, Elland, HX5 0EP",56224728,,6500
,"5 Southgate, Elland, HX5 0BW",56224005,,3300
,"10 Southgate, Elland, HX5 0BW",56224718,,7100
,"12 Southgate, Elland, HX5 0BW",56224012,,3400
Golden Days Training Ltd,"14 Southgate, Elland, HX5 0BW",56224014,,8400
,"21 Southgate, Elland, HX5 0BW",56224737,,3900
,"23/25 Southgate, Elland, HX5 0BW",56224025,,11000
,"27 Southgate, Elland, HX5 0BW",56224027,,4900
Earththings Florists Ltd,"29 Southgate, Elland, HX5 0BW",56224029,,8400
Andrew Lomas Optometrist Ltd,"31 Southgate, Elland, HX5 0BW",56224031,"31 Southgate, Elland, HX5 0BW",7100
,"54 Southgate, Elland, HX5 0DQ",56224714,,3200
,"54a Southgate, Elland, HX5 0DQ",56224713,,6100
,"1ST Floor, 58/60 Southgate, Elland, HX5 0DQ",56224751,,5400
,"Ground Floor, 58/60 Southgate, Elland, HX5 0DQ",56224752,,9000
,"62 Southgate, Elland, HX5 0PS",56224062,,3550
,"64A Southgate, Elland, HX5 0PS",56224064,,5200
Ami Baxter Ltd,"65/67 Southgate, Elland, HX5 0DQ",56224722,"47 Whitwell Green Lane, Elland, West Yorkshire, HX5 9EG",7100
,"66 Southgate, Elland, HX5 0PS",56224066,,6900
,"68 Southgate, Elland, HX5 0PS",56224068,,5900
,"69 Southgate, Elland, HX5 0DQ",56224069,,5800
,"71 Southgate, Elland, HX5 0DQ",56224071,,5500
,"72 Southgate, Elland, HX5 0PS",56224072,,8600
,"75 Southgate, Elland, HX5 0DQ",56224736,,3800
Kerry Berry Ltd,"75 Southgate, Elland, HX5 0DQ",56224746,,5200
,"78 Southgate, Elland, HX5 0EP",56224078,,7300
,"80 Southgate, Elland, HX5 0EP",56224080,,6100
,"82 Southgate, Elland, HX5 0EP",56224082,,9900
Elland Cars Ltd,"92 Southgate, Elland, HX5 0EP",56224092,,6100
,"98 Southgate, Elland, HX5 0EP",56224098,,6600
Jumping Clay Ltd,"100 Southgate, Elland, HX5 0EP",56224100,,7600
,"102 Southgate, Elland, HX5 0EP",56224102,,6900
,"104 Southgate, Elland, HX5 0EP",56224748,,12250
,"2 Crown Yard, Southgate, Elland, HX5 0DQ",56224701,,2475
Worsted Yarns Ltd,"5 Crown Yard, Southgate, Elland, HX5 0DQ",56224730,,2950
,"6 Crown Yard, Southgate, Elland, HX5 0DQ",56224731,,3200
,"Market Stalls 15 & 16, Market Hall, Borough Market, Halifax             HX1 1DZ",64288714,,4550
,"23 Borough Market, Halifax, HX1 1DY",64288023,,6000
,"25 Borough Market, Halifax, HX1 1DY",64288025,,3450
,"26 Borough Market, Halifax, HX1 1DY",64288026,,4150
,"27 Borough Market, Halifax, HX1 1DY",64288027,,3350
,"28 & 29 Borough Market, Halifax, HX1 1DZ",64288824,,5900
,"30-31 Borough Market, Halifax, HX1 1DY",64288807,,5700
,"33 Borough Market, Halifax, HX1 1DY",64288033,,3850
,"34 Borough Market, Halifax, HX1 1DY",64288034,,3600
,"35 Borough Market, Halifax, HX1 1DY",64288035,,3000
,"37 Borough Market, Halifax, HX1 1DY",64288037,,3550
,"38/39 Borough Market, Halifax, HX1 1DZ",64288812,,7300
Thai Corner @ Halifax Market Ltd,"40/42 Borough Market, Halifax, HX1 1DY",64288705,"C/O 50 Ogden Cresent, Denholme, Bradford, BD13 4LB",9500
,"43 Borough Market, Halifax, HX1 1DY",64288043,,4000
,"44 Borough Market, Halifax, HX1 1DY",64288044,,1250
,"45 Borough Market, Halifax, HX1 1DY",64288045,,2350
Matter Communications Ltd,"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",64784889,,4950
,"Office Suite D144, Dean Clough Mills, Halifax, HX3 5AX",64778782,,1575
Knapton And Knapton Ltd,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",64784890,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",9100
Fifth Element Health & Healing,"Office Suite D170, Dean Clough Office Park, Halifax, HX3 5AX",64788761,,1475
,"Office Suite D203, Dean Clough, Halifax, HX3 5AX",64788820,,2500
Select Computer Systems Ltd,"Office Suite D210, Dean Clough Office Park, Halifax, HX3 5AX",64788721,,7100
R F A Design Ltd,"Office Suite D214, Dean Clough Office Park, Halifax, HX3 5AX",64788724,"Office Suite D214, Dean Clough, Halifax, HX3 5AX",4250
Tri-Coastal Design Uk Ltd,"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",64788797,,4100
I K O Y Secretarial Ltd,"Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",64778813,"Fao Kristian Blackburn, Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",2900
Strategic Pre-Clinical Product Development Ltd,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",64788705,,2650
Stephenson Risk Consulting Ltd,"Office Suite D 248, Dean Clough Office Park, Halifax, HX3 5AX",64788735,,1225
Fidelis Resourcing Ltd,"Office Suite D 252, Dean Clough Mills, Halifax, HX3 5AX",64788798,,2475
Export Partners Ltd,"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",64788736,"Office Suite d254, Dean Clough Mills, Halifax, HX3 5AX",1750
,"Office Suite D256, Dean Clough Mills, Halifax, HX3 5AX",64788826,,2450
