Framework,Supplier,Customer,Parent Department,Customer Invoice Number,Date Booked,Booking Method,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Destination Country,Air Carrier
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262444.00,NULL,,382.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40569.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262449.00,NULL,,464.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40563.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262450.00,NULL,,464.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40563.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262456.00,NULL,,756.70,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262475.00,NULL,,564.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262556.00,NULL,,1742.00,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40569.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262573.00,NULL,,180.76,NULL,NULL,CONTINENTAL,NULL,Economy,40559.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262605.00,NULL,,0.00,NULL,NULL,DOMESTIC,NULL,Economy,40559.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262672.00,NULL,,-1083.27,NULL,NULL,CONTINENTAL,NULL,Premium Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262684.00,NULL,,193.00,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40610.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262740.00,NULL,,335.50,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40591.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6262983.00,NULL,,51.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40561.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263070.00,NULL,,1755.80,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263084.00,NULL,,80.00,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40561.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263098.00,NULL,,2994.20,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40558.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263099.00,NULL,,319.20,NULL,NULL,DOMESTIC,NULL,Economy,40559.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263243.00,NULL,,75.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40583.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263285.00,NULL,,97.60,NULL,NULL,CONTINENTAL,NULL,Economy,40561.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263286.00,NULL,,22.90,NULL,NULL,CONTINENTAL,NULL,Economy,40561.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263288.00,NULL,,186.76,NULL,NULL,CONTINENTAL,NULL,Economy,40563.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263317.00,NULL,,304.60,NULL,NULL,CONTINENTAL,NULL,Economy,40568.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263381.00,NULL,,186.98,NULL,NULL,DOMESTIC,NULL,Economy,40563.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263490.00,NULL,,123.50,NULL,NULL,CONTINENTAL,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263595.00,NULL,,2975.57,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40582.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263641.00,NULL,,144.17,NULL,NULL,CONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263651.00,NULL,,144.17,NULL,NULL,CONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263657.00,NULL,,1919.09,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263689.00,NULL,,202.60,NULL,NULL,CONTINENTAL,NULL,Economy,40560.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263728.00,NULL,,-1787.70,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40558.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263967.00,NULL,,1594.30,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40568.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263997.00,NULL,,340.93,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263998.00,NULL,,340.93,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6263999.00,NULL,,340.93,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264001.00,NULL,,513.07,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264002.00,NULL,,513.07,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264003.00,NULL,,463.07,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40564.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264005.00,NULL,,550.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264007.00,NULL,,463.07,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40564.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264008.00,NULL,,702.67,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264014.00,NULL,,699.10,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40626.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264020.00,NULL,,225.59,NULL,NULL,DOMESTIC,NULL,Economy,40568.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264023.00,NULL,,88.20,NULL,NULL,CONTINENTAL,NULL,Economy,40615.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264024.00,NULL,,35.60,NULL,NULL,REGIONAL,NULL,Economy,40621.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264045.00,NULL,,1636.90,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40608.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264064.00,NULL,,212.54,NULL,NULL,CONTINENTAL,NULL,Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264096.00,NULL,,340.93,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264097.00,NULL,,40.43,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264122.00,NULL,,26.00,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40564.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264122.00,NULL,,100.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40564.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264127.00,NULL,,172.57,NULL,NULL,CONTINENTAL,NULL,Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264133.00,NULL,,139.96,NULL,NULL,CONTINENTAL,NULL,Economy,40615.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264237.00,NULL,,69.51,NULL,NULL,DOMESTIC,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264239.00,NULL,,80.00,NULL,NULL,DOMESTIC,NULL,Economy,40570.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264296.00,NULL,,912.60,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40588.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264297.00,NULL,,173.40,NULL,NULL,CONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264304.00,NULL,,554.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264307.00,NULL,,554.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264310.00,NULL,,554.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264312.00,NULL,,554.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264313.00,NULL,,554.70,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264314.00,NULL,,1235.80,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264315.00,NULL,,584.50,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40603.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264476.00,NULL,,862.20,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40617.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264520.00,NULL,,110.21,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264522.00,NULL,,120.21,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264523.00,NULL,,110.21,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264524.00,NULL,,120.21,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264663.00,NULL,,124.30,NULL,NULL,CONTINENTAL,NULL,Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264682.00,NULL,,124.30,NULL,NULL,CONTINENTAL,NULL,Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6264792.00,NULL,,481.30,NULL,NULL,CONTINENTAL,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265024.00,NULL,,742.07,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265216.00,NULL,,333.57,NULL,NULL,DOMESTIC,NULL,Economy,40564.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265297.00,NULL,,263.80,NULL,NULL,CONTINENTAL,NULL,Economy,40582.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265309.00,NULL,,646.57,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40571.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265356.00,NULL,,80.40,NULL,NULL,CONTINENTAL,NULL,Economy,40585.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265373.00,NULL,,290.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40565.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265373.00,NULL,,290.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40565.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265373.00,NULL,,336.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40565.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265441.00,NULL,,454.29,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40581.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265447.00,NULL,,973.80,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265555.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265557.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265558.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265559.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265560.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265561.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265563.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265565.00,NULL,,161.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265572.00,NULL,,552.34,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40574.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265575.00,NULL,,581.27,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40570.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265704.00,NULL,,1259.67,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40592.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265803.00,NULL,,142.99,NULL,NULL,DOMESTIC,NULL,Economy,40575.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6265989.00,NULL,,1523.12,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40579.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266047.00,NULL,,731.50,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40572.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266048.00,NULL,,988.07,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40592.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266108.00,NULL,,39.00,NULL,NULL,DOMESTIC,NULL,Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266110.00,NULL,,1134.47,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266111.00,NULL,,48.01,NULL,NULL,DOMESTIC,NULL,Economy,40597.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266113.00,NULL,,1134.47,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40598.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266144.00,NULL,,1390.60,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266149.00,NULL,,790.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40592.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266151.00,NULL,,547.97,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40584.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266333.00,NULL,,422.50,NULL,NULL,CONTINENTAL,NULL,Business Class,40576.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266363.00,NULL,,197.20,NULL,NULL,CONTINENTAL,NULL,Economy,40583.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266370.00,NULL,,428.00,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40586.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266421.00,NULL,,177.37,NULL,NULL,CONTINENTAL,NULL,Economy,40580.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266616.00,NULL,,514.07,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266618.00,NULL,,1602.60,NULL,NULL,INTERCONTINENTAL,NULL,Business Class,40574.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266637.00,NULL,,113.58,NULL,NULL,DOMESTIC,NULL,Economy,40605.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266673.00,NULL,,1483.67,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40607.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266675.00,NULL,,318.00,NULL,NULL,CONTINENTAL,NULL,Economy,40609.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266704.00,NULL,,111.96,NULL,NULL,DOMESTIC,NULL,Economy,40594.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266785.00,NULL,,453.39,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40579.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266869.00,NULL,,1628.03,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40621.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266875.00,NULL,,469.50,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266877.00,NULL,,469.50,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266885.00,NULL,,487.43,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40662.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6266995.00,NULL,,837.20,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40601.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6267000.00,NULL,,1713.60,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40592.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6267024.00,NULL,,1713.60,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6267034.00,NULL,,1713.60,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40600.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6267036.00,NULL,,1713.60,NULL,NULL,INTERCONTINENTAL,NULL,Premium Economy,40599.00,NULL,NULL,NULL,NULL,NULL
A607818,Carlson Wagonlit UK Ltd,British Council,Foreign And Commonwealth Office,6267256.00,NULL,,1225.41,NULL,NULL,INTERCONTINENTAL,NULL,Economy,40573.00,NULL,NULL,NULL,NULL,NULL
