Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 06/08/2015,REG0263812,118.65,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 06/08/2015,REG0263810,141.7,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997, 06/08/2015,REG0263809,191.61,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 06/08/2015,HED0263804,140,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 06/08/2015,HED0263804,100,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 06/08/2015,HED0263804,160,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,COMMON PURPOSE UK,A0079790, 13/08/2015,PER0264016,3500,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,KINGS WASHING MACHINE RENTALS,A0079878, 20/08/2015,HMR0264129,110,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 20/08/2015,TRE0264203,27,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 20/08/2015,TRE0264205,245,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 20/08/2015,TRE0264204,490,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 20/08/2015,TRE0264203,1608,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Protective Clothing,SOUTH SURVEY LTD,A0080530, 06/08/2015,ENV0263836,9.95,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Protective Clothing,SOUTH SURVEY LTD,A0080530, 06/08/2015,ENV0263836,420,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967, 13/08/2015,DAL0263975,50,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,RPC SERVICES,A0081134, 06/08/2015,HMR0263760,200,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,RPC SERVICES,A0081134, 27/08/2015,HMR0264330,200,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 20/08/2015,OPS0264155,377,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,ROUGHLEE PARISH COUNCIL,A0082370, 20/08/2015,AAS0264243,400,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,BURNLEY & PENDLE CTC,A0082417, 20/08/2015,HED0264125,120,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,BLAZING SADDLES MTB,A0082428, 20/08/2015,HED0264127,160,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264025,8.91,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264023,10.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264024,10.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264025,10.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264027,10.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264023,12.86,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264027,16.04,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264024,25.57,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264026,34.71,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 13/08/2015,AAS0264026,1590.07,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 27/08/2015,ENV0264423,261,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 20/08/2015,ENV0264240,58,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 20/08/2015,ENV0264257,78,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,COOKE FUELS,A0085213, 06/08/2015,PCO0263777,1807,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 27/08/2015,REG4004729,-2.6,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 27/08/2015,REG0264334,26,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 06/08/2015,HED0263805,273,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Hire of Plant,WEST WALLASEY CAR HIRE LIMITED,A0087005, 20/08/2015,PCO0264140,186,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 13/08/2015,OPS0263897,232,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 13/08/2015,OPS0263898,232,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,MARCHBRIDGE BUILDERS LIMITED,A0087284, 20/08/2015,HED0264197,988.18,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Diesel Oil,T SPLITT T/A NWF FUELS LIMITED,A0087626, 13/08/2015,OPS0263893,884,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Diesel Oil,T SPLITT T/A NWF FUELS LIMITED,A0087626, 13/08/2015,OPS0263893,884,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,JOHN BINNS AND SON (SPRINGS) LTD,A0088702, 27/08/2015,HED0264316,227.5,No,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,JBW GROUP LTD,A0088708, 27/08/2015,TRE0264366,220,No,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933, 13/08/2015,PER0264017,635,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BES COMMERCIAL ELECTRICITY LTD,A0089105, 20/08/2015,AAS0264237,6.1,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,AURORA ACCOUNTING SERVICES,A0089134, 13/08/2015,AAS0264007,1410,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,LANCASHIRE DAF,A0089429, 06/08/2015,PCO0263762,25,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,LANCASHIRE DAF,A0089429, 06/08/2015,PCO0263762,40,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,LANCASHIRE DAF,A0089429, 06/08/2015,PCO0263762,91,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,SOLOPROTECT LIMITED,A0089719, 06/08/2015,OPS0263739,20.63,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,SOLOPROTECT LIMITED,A0089719, 06/08/2015,ENV0263834,42.52,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,BES COMMERCIAL GAS,A0089852, 20/08/2015,AAS0264236,13.6,No,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,,Other ,Redacted - Personal Data,A0089941, 06/08/2015,COR0263738,41.66,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,CYCLE SPORT PENDLE,A0089948, 06/08/2015,HED0263764,200,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 13/08/2015,HED0263927,7125,No,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,O`CALLAGHAN LIMITED,A0090052, 13/08/2015,HED0263927,16625,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263773,1025.41,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 13/08/2015,OPS0263894,1502.58,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263780,1531.68,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 20/08/2015,OPS0264153,2083.01,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263781,2091.77,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 27/08/2015,OPS0264364,2355.36,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263771,401.45,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263781,1198.7,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 20/08/2015,OPS0264153,1815.05,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 27/08/2015,OPS0264364,1982.36,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263773,2041.1,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 13/08/2015,OPS0263894,2165.59,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263780,2533.41,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 13/08/2015,OPS0263894,557.24,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263780,803.63,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 27/08/2015,OPS0264364,869.12,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263773,924.8,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 20/08/2015,OPS0264153,1259.21,No,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 06/08/2015,OPS0263781,1273.88,No,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,M J CORNALL,A0090083, 06/08/2015,REG0263819,75,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Gas,NPOWER,A0090142, 13/08/2015,EST0263993,101.42,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Gas,NPOWER,A0090142, 13/08/2015,EST0263994,158.16,No,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Gas,NPOWER,A0090142, 13/08/2015,EST0263995,432.29,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,WEIGHTMANS LLP,A0090148, 20/08/2015,DAL0264227,576,No,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,WEIGHTMANS LLP,A0090148, 20/08/2015,DAL0264219,996,No,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,GLAZING REFURBISHMENT LIMITED,A0090156, 06/08/2015,EST0263827,3904,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 27/08/2015,HMR0264329,530.92,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 13/08/2015,HMR0264022,685.27,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 20/08/2015,HMR0264130,771.81,No,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBORNE RICHARDSON LIMITED,A0090227, 27/08/2015,HMR0264301,776.57,No,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Other Expenses,FRIENDS OF BALL GROVE,A0090242, 27/08/2015,PCO0264431,500,No,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Protective Clothing,TTM MEDIA LIMITED,A0090248, 06/08/2015,ENV0263838,150,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,25.13,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,37.26,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,96.38,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,139.77,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,243.74,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,273.22,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,296.67,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,140.66,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,196.44,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,225.42,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,252.99,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,177.36,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,205.95,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,358.16,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,181.55,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,230.99,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,234.15,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,258.51,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,209.68,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,220.66,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,228.23,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,230.13,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,123.69,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,148.34,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,174.5,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,181.46,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,38.91,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,41.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,43.06,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,65,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,66.09,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,103.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,147.43,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,152.11,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,195.25,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,41.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,44.9,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,52.88,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,93.55,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,154.57,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,176.66,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,184.92,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,219.34,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,130.84,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,135.09,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,165.47,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,219.78,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,147.04,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,223.11,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,232.84,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,247.29,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,40.98,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,42.17,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,44.59,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,78.17,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,36.74,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,38.42,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,46.52,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,94.34,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,36.53,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,44.08,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,49.8,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,50.33,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,78.28,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,104.13,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,150.54,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,228.86,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,128.73,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,142.82,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,194.89,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,226.05,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 04/08/2015,AAS0264317,172.2,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 18/08/2015,AAS0264315,182.53,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 25/08/2015,AAS0264418,185.73,No,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 11/08/2015,AAS0264314,188.81,No,N/A,N,N/A
