Property Reference,Property Description,Rateable Value,Account Name,Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Mandatory Rate Relief,Mandatory Rate Relief Amount,Discretionary Rate Relief,Discretionary Rate Relief Amount,Additional Relief,Additional Relief Amount,Small Business Rate Relief,Small Business Rate Relief Amount
075200011A0008,SHOP AND PREMISES,"£33,500",Mr M Sadeeq T/a Supersave Stores,01/04/2000,11a Central Circus,London,,,,NW4 3AS,NONE,£0.00,REVALUATION SUPPORT MEDIUM 3%,£468.33,NONE,£0.00,NO,£0.00
19400001910194,SHOWROOM AND PREMISES,"£29,750",Venezia Marketing  & Distribution Co Ltd,03/10/2012,19 Greenhill Parade,Great North Road,Barnet,Hertfordshire,,EN5 1ES,NONE,£0.00,REVALUATION SUPPORT MEDIUM 3%,£415.91,NONE,£0.00,NO,£0.00
18280000010029,DAY NURSERY AND PREMISES,"£30,500",Parkside View Nursery Ltd,28/03/2014,Parkside View Nursery,West Hendon Playing Fields R/o,Goldsmith Avenue,London,,NW9 7EU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£694.24,NONE,£0.00,NO,£0.00
24460001010026,FACTORY AND PREMISES,"£35,250",Mr D Richman T/a Dsr Furnishings,06/10/2005,Factory,10a Hutton Grove,London,,,N12 8DT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
27160006000003,FACTORY AND PREMISES,"£33,250",Fosby Of London Ltd,19/10/2007,60 Lodge Lane,London,,,,N12 8JJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£590.10,NONE,£0.00,NO,£0.00
15820078810014,GARDEN CENTRE AND PREMISES,"£64,500",Flower Station Limited,09/12/2011,786b & 788a,Finchley Road,London,,,NW11 7TH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£395.99,NONE,£0.00,NO,£0.00
3670000270000B,HOTEL & PREMISES,"£34,500",Mr P A Besbrode,01/04/2000,27 The Ridgeway,London,,,,NW11 8QP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£298.52,NONE,£0.00,NO,£0.00
24060003520005,HOTEL AND PREMISES,"£98,000",Central Hotel (NW11) Ltd,14/06/2012,35 Hoop Lane,London,,,,NW11 8BS,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,118.94",NONE,£0.00,NO,£0.00
36000004410015,HOTEL AND PREMISES,"£64,000",M-Hotels (uk) Limited,24/04/2013,Croft Court Hotel,44 Ravenscroft Avenue,London,,,NW11 8BG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,089.90",NONE,£0.00,NO,£0.00
04520000110069,KIOSK AND PREMISES,"£47,250",Aurum Group Limited T/A The Watch Lab,12/10/2016,Kiosk 134,Lower Mall,Brent Cross Regional Shopping Centre,London,,NW4 3FB,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£569.28,NONE,£0.00,NO,£0.00
04520000110092,KIOSK AND PREMISES,"£40,500",Macchiato Bar Limited,01/10/2012,Macchiato Bar Kiosk 24,Mall 5,Brent Cross Regional Shopping Centre,London,,NW4 3FP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£485.97,NONE,£0.00,NO,£0.00
02200001110019,OFFICES AND PREMISES,"£58,000",Barnett Alexander Conway Ingram Llp,08/11/2006,1ST FL LEFT  SOVEREIGN HOUSE 11-19,Ballards Lane,London,,,N3 1UX,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,389.10",NONE,£0.00,NO,£0.00
02200019120009,OFFICES AND PREMISES,"£28,500",Cann Polus & Co,01/04/2000,1st Fl Left 183-191,Ballards Lane,London,,,N3 1LL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£597.04,NONE,£0.00,NO,£0.00
04530000310012,OFFICES AND PREMISES,"£31,000",Change Healthcare UK Holdings Limited,01/03/2014,Gnd Fl 3 The Exchange,Brent Cross Gardens,London,,,NW4 3RG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£722.30,NONE,£0.00,NO,£0.00
04600090210163,OFFICES AND PREMISES,"£31,500",Ord Carmell & Kritzler Llp,07/01/2014,REAR 1ST FLR 35-37,Brent Street,London,,,NW4 2EF,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£694.24,NONE,£0.00,NO,£0.00
05160002600007,OFFICES AND PREMISES,"£29,500",Mr Alan Rose & Mr Mark Rose,01/04/2015,26 The Broadway,London,,,,NW7 3LL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£562.33,NONE,£0.00,NO,£0.00
09900003010019,OFFICES AND PREMISES,"£31,250",Chartwell Private Hospital & Diagnostic Ltd,17/10/2016,Unit 1,50 Colindeep Lane,London,,,NW9 6HE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£728.13,NONE,£0.00,NO,£0.00
11800003900007,OFFICES AND PREMISES,"£35,750",Corinex Limited,01/02/2014,Distribution House,39 Daws Lane,London,,,NW7 4SD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£603.99,NONE,£0.00,NO,£0.00
22420134510034,OFFICES AND PREMISES,"£37,750",Jeffersons Management Services Ltd,20/05/2008,1st Flr Frnt 1345,High Road,London,,,N20 9HR,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
22420140010068,OFFICES AND PREMISES,"£36,250",Michael Berman & Co Ltd,13/02/2015,2nd Flr 1404-1410,High Road,London,,,N20 0BS,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£603.99,NONE,£0.00,NO,£0.00
22460013810036,OFFICES AND PREMISES,"£29,500",Yardmoor Ltd,01/04/2007,2nd Fl 140,High Street,Edgware,Middlesex,,HA8 7EL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£590.10,NONE,£0.00,NO,£0.00
27160000200006,OFFICES AND PREMISES,"£37,500",Mr M Gold T/A Matthew Gold & Company,01/04/2010,2C Lodge Lane,London,,,,N12 8AF,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£873.75,NONE,£0.00,NO,£0.00
31480200939034,OFFICES AND PREMISES,"£56,000",Robert Deards Ltd,01/04/2000,Front Pt Unit C Coppetts Centre,North Circular Road,London,,,N12 0SH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£765.35,NONE,£0.00,NO,£0.00
40881000120003,OFFICES AND PREMISES,"£30,750",Watches International Ltd,19/06/2000,Left Gnd Fl Kingmaker House,Station Road,Barnet,Hertfordshire,,EN5 1PH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
0116009082000B,OFFICES AND PREMISES,"£48,250",Ms Vanessa Lloyd Platt,01/04/2007,3rd Fl Elscot House,Arcadia Avenue,London,,,N3 2JU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,124.23",NONE,£0.00,NO,£0.00
0986001140000A,OFFICES AND PREMISES,"£34,000",Lee & Associates Llp,31/08/2014,114 Colindale Avenue,London,,,,NW9 5GX,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£499.85,NONE,£0.00,NO,£0.00
0986001263003A,OFFICES AND PREMISES,"£29,250",Creative Parking Limited,13/09/2012,Gnd Flr Building 3,126 Colindale Avenue,London,,,NW9 5HD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£472.08,NONE,£0.00,NO,£0.00
3606000421001B,OFFICES AND PREMISES,"£36,250",Dr N Levy,12/08/2011,Gnd Flr 42,Ravenshurst Avenue,London,,,NW4 4EE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
4742009021000B,OFFICES AND PREMISES,"£34,750",Mace Montessori Schools Ltd,01/04/2012,Ground Floor,Telford House,Woodside Lane,London,,N12 8TP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£541.51,NONE,£0.00,NO,£0.00
02200008700005,RESTAURANT AND PREMISES,"£31,000",Artistic Food Limited,23/01/2016,87 Ballards Lane,London,,,,N3 1XX,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£722.30,NONE,£0.00,NO,£0.00
02200014020007,RESTAURANT AND PREMISES,"£38,000",Handimen Limited,19/05/2015,140-144 Ballards Lane,London,,,,N3 2PA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£885.40,NONE,£0.00,NO,£0.00
05160002700012,RESTAURANT AND PREMISES,"£36,000",Mr Hong Qi T/a Koi Japenesse & Chinese Resturant,08/10/2015,27 The Broadway,London,,,,NW7 3DA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£838.80,NONE,£0.00,NO,£0.00
22380011410012,RESTAURANT AND PREMISES,"£30,750",Meze & Shish Ltd,03/11/2016,114 High Road,London,,,,N2 9EB,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
22420128210022,RESTAURANT AND PREMISES,"£36,000",Bayleaf Restaurant Ltd,17/07/2013,1282-1284 High Road,London,,,,N20 9HH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£673.41,NONE,£0.00,NO,£0.00
27220000010001,RESTAURANT AND PREMISES,"£47,500",Chetnas Bar & Restaurant Limited,01/09/2014,R/o 3-5 & 7-13,Long Lane,London,,,N3 2PR,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,106.75",NONE,£0.00,NO,£0.00
40860023600009,RESTAURANT AND PREMISES,"£28,250",Edgware Restaurants Limited,05/07/2016,236 Station Road,Edgware,Middlesex,,,HA8 7AU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
16860090821019,RIDING SCHOOL & PREMISES,"£43,000",Mr Andrew Paul Mcmillan,23/12/2015,Frith Manor Equestrian Centre,Lullington Garth,London,,,N12 7BP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£576.22,NONE,£0.00,NO,£0.00
18340002200001,SCHOOL AND PREMISES,"£34,000",Harwil Education Ltd T/a St Martins School,01/04/2000,St. Martins School,22 Goodwyn Avenue,London,,,NW7 3RG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£792.20,NONE,£0.00,NO,£0.00
02200002700006,SHOP AND PREMISES,"£33,250",Mr S Karia T/a Aucklands Pharmacy,01/04/2000,27 Ballards Lane,London,,,,N3 1XP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£774.73,NONE,£0.00,NO,£0.00
02200007010017,SHOP AND PREMISES,"£30,750",Dmb Market Ltd,28/06/2006,70 Ballards Lane,London,,,,N3 2BU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
02200007300018,SHOP AND PREMISES,"£29,250",Gita Chemist Ltd T/a Pickles Chemist,01/04/2000,73 Ballards Lane,London,,,,N3 1XT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£681.53,NONE,£0.00,NO,£0.00
02200008000009,SHOP AND PREMISES,"£30,500",Mr Saifuddin Redi Jabarkhal T/A Crpz Hair Salon,19/04/2016,80 Ballards Lane,London,,,,N3 2DL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£610.93,NONE,£0.00,NO,£0.00
02200008300016,SHOP AND PREMISES,"£41,500",Pelny Brzuch Ltd,19/12/2014,83 Ballards Lane,London,,,,N3 1XT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£966.95,NONE,£0.00,NO,£0.00
02200011000009,SHOP AND PREMISES,"£51,000",Cootes Pharmacy Ltd,22/04/2014,110-112 Ballards Lane,London,,,,N3 2DN,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,053.68",NONE,£0.00,NO,£0.00
02200015120006,SHOP AND PREMISES,"£36,750",Dicle Quality Foods Ltd,01/04/2016,151-153 Ballards Lane,London,,,,N3 1LJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£856.28,NONE,£0.00,NO,£0.00
05160003100015,SHOP AND PREMISES,"£36,750",D N Sharpe Ltd,01/04/2000,31 The Broadway,London,,,,NW7 3DA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£856.28,NONE,£0.00,NO,£0.00
05160005800018,SHOP AND PREMISES,"£32,500",Anand Traders Limited,27/02/2015,58 The Broadway,London,,,,NW7 3TE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£757.25,NONE,£0.00,NO,£0.00
18180004500016,SHOP AND PREMISES,"£55,000",The Learning Pharmacy Ltd,18/08/2014,45 Golders Green Road,London,,,,NW11 8EL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,317.25",NONE,£0.00,NO,£0.00
18180007600007,SHOP AND PREMISES,"£30,250",Mr Flurim Bajraj,31/01/2016,76 Golders Green Road,London,,,,NW11 8LN,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
18180008600005,SHOP AND PREMISES,"£30,000",Spiros & Penelope Christoforou,01/04/2000,86 Golders Green Road,London,,,,NW11 8LN,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£610.93,NONE,£0.00,NO,£0.00
19400001310038,SHOP AND PREMISES,"£28,250",Greenhill Food and Wine Limited,01/08/2016,13-14 Greenhill Parade,Great North Road,Barnet,Hertfordshire,,EN5 1ES,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£658.23,NONE,£0.00,NO,£0.00
22380011810016,SHOP AND PREMISES,"£28,750",Mr Abdul Majid Majid,04/08/2016,118 High Road,London,,,,N2 9ED,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£569.28,NONE,£0.00,NO,£0.00
22380012810014,SHOP AND PREMISES,"£28,500",Bike And Run Ltd,07/02/2011,128 High Road,London,,,,N2 9ED,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£562.33,NONE,£0.00,NO,£0.00
22400080510013,SHOP AND PREMISES,"£29,250",Mr E Ebrahim T/a Central Park,05/10/2014,805 High Road,London,,,,N12 8JT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£673.41,NONE,£0.00,NO,£0.00
22400087200001,SHOP AND PREMISES,"£30,750",Mobilty North London Llp,01/05/2013,872 High Road,London,,,,N12 9RH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£673.41,NONE,£0.00,NO,£0.00
22400093800035,SHOP AND PREMISES,"£30,500",Hadsworth Ltd,01/04/2000,938 High Road,London,,,,N12 0BP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£513.74,NONE,£0.00,NO,£0.00
32580000700017,SHOP AND PREMISES,"£28,500",Mr P Vijayaratnam,10/09/2012,7 Oakleigh Road North,London,,,,N20 9HE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£381.83,NONE,£0.00,NO,£0.00
32580000920008,SHOP AND PREMISES,"£39,250",Gas Plus Ltd,01/04/2000,9-11 Oakleigh Road North,London,,,,N20 9HE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£534.56,NONE,£0.00,NO,£0.00
36360034200007,SHOP AND PREMISES,"£35,500",Brooks Green & Partners,01/04/2000,342 Regents Park Road,London,,,,N3 2LL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
36360035400011,SHOP AND PREMISES,"£32,250",Mr Y Atzmon,05/03/2002,354 Regents Park Road,London,,,,N3 2LJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
40860008500019,SHOP AND PREMISES,"£31,500",Glosgrange Ltd,01/04/2000,85 Station Road,Edgware,Middlesex,,,HA8 7HU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£694.24,NONE,£0.00,NO,£0.00
43080004400013,SHOP AND PREMISES,"£59,500",Totteridge Beauty Secrets Ltd,01/04/2010,44-48 Totteridge Lane,London,,,,N20 9QJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,093.92",NONE,£0.00,NO,£0.00
44760025410017,SHOP AND PREMISES,"£29,000",Classic Cars (uk) Ltd,06/02/2017,Gnd Flr,254-256 Watford Way,London,,,NW4 4UJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£527.62,NONE,£0.00,NO,£0.00
45420015120012,SHOP AND PREMISES,"£31,500",Madeena Supermarket Limited,11/02/2016,151-153 The Broadway,London,,,,NW9 7EA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
1818000800000B,SHOP AND PREMISES,"£30,500",Blue Concepts Ltd T/a Monsoon Bathrooms,07/04/2010,80 Golders Green Road,London,,,,NW11 8LN,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
2238200150000B,SHOP AND PREMISES,"£31,000",Hamilton Enterprises Limited,17/11/2014,15 Viceroy Parade,High Road,London,,,N2 8AQ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
09940019200009,SURGERY AND PREMISES,"£28,250",Dr R Isaacson And Dr H Mulkis,01/04/2000,192 Colney Hatch Lane,London,,,,N10 1ET,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£479.02,NONE,£0.00,NO,£0.00
23260007300011,SURGERY AND PREMISES,"£30,750",Dr M Cavendish,01/04/2000,73 Hodford Road,London,,,,NW11 8NH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£603.99,NONE,£0.00,NO,£0.00
37140000200013,SURGERY AND PREMISES,"£31,000",Dr S Prasad,01/04/2000,Rosemary Medical Centre,2 Rosemary Avenue,London,,,N3 2QN,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£694.24,NONE,£0.00,NO,£0.00
2186002340001B,SURGERY AND PREMISES,"£29,000",Tetsujiro Ihara,01/04/2000,234 Hendon Way,London,,,,NW4 3NE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£555.39,NONE,£0.00,NO,£0.00
3046000551001A,SURGERY AND PREMISES,"£34,500",Dr P M Keane,01/04/2000,Gnd 1st & 2nd Fl 55,Mountfield Road,London,,,N3 3NR,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£617.87,NONE,£0.00,NO,£0.00
4476000871001A,SURGERY AND PREMISES,"£29,500",Mr David Andre Sofair,15/10/2013,The Grosvenor Clinic,87 Watford Way,London,,,NW4 4RS,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
25160001710024,VEHICLE REPAIR WORKSHOP AND PREMISES,"£31,250",H & B Motor Engineers Ltd,01/08/2006,H&b Motor Engineers Ltd,King Street,London,,,N2 8EA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£534.56,NONE,£0.00,NO,£0.00
34680093029003,VEHICLE REPAIR WORKSHOP AND PREMISES,"£40,250",Mr Bekim Shala T/a Car Centre,22/06/2004,Prestige House &,17-33 Portsdown Mews,London,,,NW11 7HD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
07200000100008,VETERINARY SURGERY,"£36,750",The East Barnet Vets Practice Limited,28/02/2011,1 Cat Hill,East Barnet,Barnet,,,EN4 8HG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£409.60,NONE,£0.00,NO,£0.00
05900011500026,WAREHOUSE AND PREMISES,"£57,000",Cetuem Cosmetics Ltd,01/04/2013,Hair & Beauty,115 Brunswick Park Road,London,,,N11 1EA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,057.58",NONE,£0.00,NO,£0.00
09940023100006,WAREHOUSE AND PREMISES,"£57,000",Southgate And Finchley Coaches Ltd,13/09/2011,231A Colney Hatch Lane,London,,,,N11 3DG,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,365.15",NONE,£0.00,NO,£0.00
17320000920003,WAREHOUSE AND PREMISES,"£57,500",CBC (Europe) GMBH,29/11/2013,Unit 9,Garrick Industrial Centre Irving Way,London,,,NW9 6AQ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,377.13",NONE,£0.00,NO,£0.00
31480200939049,WAREHOUSE AND PREMISES,"£33,750",Fresh Frontiers Ltd,01/09/2011,Unit D Coppetts Centre,North Circular Road,London,,,N12 0SH,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£786.38,NONE,£0.00,NO,£0.00
3742000082000A,WAREHOUSE AND PREMISES,"£29,250",United Kingdom Tyre Exporters Limited,25/01/2017,Unit 8 Mill Hill Industrial Estate,Flower Lane,London,,,NW7 2HU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
05480004320004,WORKSHOP AND PREMISES,"£32,000",Day Plant Hire Co Ltd,01/04/2000,45 Brookhill Road,New Barnet,Hertfordshire,,,EN4 8SE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£694.24,NONE,£0.00,NO,£0.00
18860014610012,WORKSHOP AND PREMISES,"£28,500",Crossbird Limted,01/08/2014,Unit 1 146-148,Granville Road,London,,,NW2 2LD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£624.81,NONE,£0.00,NO,£0.00
19400001810032,WORKSHOP AND PREMISES,"£51,000",Auto Dynamics Mobile Ltd,02/04/2012,R/o 18-19 Greenhill Parade,Great North Road,Barnet,Hertfordshire,,EN5 1ES,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,"£1,053.68",NONE,£0.00,NO,£0.00
47400000610013,WORKSHOP AND PREMISES,"£38,500",Junction Motor Company (london) Ltd,18/09/2002,6-8 Woodside Works Woodside Grove,London,,,,N12 8QU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 5%,£687.30,NONE,£0.00,NO,£0.00
27180090320005,COLLEGE AND PREMISES,"£51,500",Brampton Educational Services Ltd T/a Brampton College,01/04/2008,The Tuition Centre Lodge House,Lodge Road,London,,,NW4 4DD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 7%,"£1,726.80",NONE,£0.00,NO,£0.00
21860023000017,HOTEL AND PREMISES,"£73,000",Mr K Aung,01/09/2010,The Hide Hotel,230 Hendon Way,London,,,NW4 3NE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 7%,"£2,447.69",NONE,£0.00,NO,£0.00
22401000120004,OFFICES AND PREMISES,"£55,000",My-Iclinic Limited,05/04/2012,Gnd Fl Britannia House,High Road,London,,,N12 9RY,NONE,£0.00,REVALUATION SUPPORT MEDIUM 7%,"£1,844.15",NONE,£0.00,NO,£0.00
40900002200009,SHOP AND PREMISES,"£30,250",Fairway & Kenwod Car Service Ltd,01/04/2000,18-22 Station Road,London,,,,N3 2RY,NONE,£0.00,REVALUATION SUPPORT MEDIUM 7%,£986.76,NONE,£0.00,NO,£0.00
221200002A0006,DAY NURSERY AND PREMISES,"£37,750",Scribbles Nursery Ltd,26/04/2004,2a Hertford Road,London,,,,N2 9BU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,299.61",NONE,£0.00,NO,£0.00
01160002320007,FACTORY AND PREMISES,"£40,750",Machine Technology Ltd,01/04/2000,22-23 Arcadia Avenue,London,,,,N3 2JU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,166.32",NONE,£0.00,NO,£0.00
08840007110029,FACTORY AND PREMISES,"£45,000",Hillary Press Ltd,01/04/2000,Printing Works R/o,71 Church Road,London,,,NW4 4DP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,232.97",NONE,£0.00,NO,£0.00
44100004910024,GARAGE AND PREMISES,"£48,500",Eli Motors Ltd,01/04/2000,51-55 Victoria Road,London,,,,NW4 2BE,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,321.83",NONE,£0.00,NO,£0.00
02200018320021,GYMNASIUM,"£38,750",R Katani-Shooshtari,23/12/2011,1st Fl Right 183-191,Ballards Lane,London,,,N3 1LL,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,288.50",NONE,£0.00,NO,£0.00
05240092220007,LAND USED FOR STORAGE AND PREMISES,"£33,750",Mr Ronald Hearn T/a Hearns Coaches-Burch Coaches,01/04/2000,Hearns Coaches Pt Field,402 Brockley Hill,Stanmore,Middlesex,,HA7 4LS,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,133.00",NONE,£0.00,NO,£0.00
00700000210014,OFFICES AND PREMISES,"£43,250",Bukhari Chambers Solicitors,09/06/2011,GND FLR Neptune House 2a,Alexandra Grove,London,,,N12 8NU,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,288.50",NONE,£0.00,NO,£0.00
01820000100002,OFFICES AND PREMISES,"£46,750",Donald Halstead Associates,01/04/2000,1 Athenaeum Road,London,,,,N20 9AA,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,399.58",NONE,£0.00,NO,£0.00
02200008500022,OFFICES AND PREMISES,"£34,500",Lester Dominic Solicitors Ltd,01/07/2008,1st 2nd & 3rd Flrs,85-87 Ballards Lane,London,,,N3 1XT,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,144.10",NONE,£0.00,NO,£0.00
02200013110008,OFFICES AND PREMISES,"£35,500",KD Web Limited,06/02/2012,First And Second Floor,131-133 Ballards Lane,London,,,N3 1LJ,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,323.44",NONE,£0.00,NO,£0.00
02200029910035,OFFICES AND PREMISES,"£43,000",Mantra Publishing Limited,11/08/2004,2nd Flr Global House,303 Ballards Lane,London,,,N12 8NP,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,321.83",NONE,£0.00,NO,£0.00
02200031110078,OFFICES AND PREMISES,"£44,000",Mr Richard Pins & Mr Priyesh Shah,01/04/2016,1st Flr,311 Ballards Lane,London,,,N12 8LY,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,310.72",NONE,£0.00,NO,£0.00
02200031110082,OFFICES AND PREMISES,"£41,000",Sendible Limited,23/11/2013,3rd Flr,311 Ballards Lane,London,,,N12 8LY,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,221.86",NONE,£0.00,NO,£0.00
02200031910041,OFFICES AND PREMISES,"£36,750",Messrs Sylvester Amiel Lewin & Horne,01/04/2000,3rd Floor,319 Ballards Lane,London,,,N12 8LY,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,166.32",NONE,£0.00,NO,£0.00
04600011910028,OFFICES AND PREMISES,"£38,000",Authorised Publications Limited,13/02/2014,1st Flr 119-121,Brent Street,London,,,NW4 2DX,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,288.50",NONE,£0.00,NO,£0.00
04600015410079,OFFICES AND PREMISES,"£40,250",Xexec Limited,25/03/2014,1st Floor 154,Brent Street,London,,,NW4 2DR,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,188.53",NONE,£0.00,NO,£0.00
05040000010288,OFFICES AND PREMISES,"£41,500",Leonard Finn & Co Services Ltd,01/04/2015,2nd Flr,Brentmead House,Britannia Road,London,,N12 9RX,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,366.26",NONE,£0.00,NO,£0.00
06040000520003,OFFICES AND PREMISES,"£46,250",Mr Michael Anvoner & Jeffrey Finegold,03/12/2003,Howard Schnider Spiro & Steele,Constable House,5 Bulwer Road,Barnet,Hertfordshire,EN5 5JD,NONE,£0.00,REVALUATION SUPPORT MEDIUM 8%,"£1,410.69",NONE,£0.00,NO,£0.00
