RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
Ploughcroft Building Services Limited,-29.42,-29.42,2006,"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ","Mill 2, St Pegs Mill, Thornhillbeck Lane, Brighouse, HD6 4AH",01-12-2006,15-03-2007
The Stroke Association,-387.01,-115.86,2012,"Office 19, 11 Owler Ings Road, Brighouse, HD6 1EJ","1 Sterling Business Park, Salthouse Road, Brackmills, Northampton, Northamptonshire, NN4 7EX",01-07-2012,
,-53.67,-53.67,2008,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",,01-01-2008,30-09-2008
,-256,-256,2010,"Unit 30, 11 Owler Ings Road, Brighouse, HD6 1EJ",,28-04-2009,04-07-2010
,-537.85,-537.85,2002,"1 Park Row, Brighouse, HD6 1AB",,01-04-1990,22-01-1995
Business Training Ventures Ltd,-604.59,-604.59,2015,"3 Park Row, Brighouse, HD6 1AB","Micklegate House, 67 Micklegate, Selby, Y08 4EA",16-04-2012,15-04-2015
,-62.48,-62.48,2012,"2 Park Row, Brighouse, HD6 1AB",,23-04-2004,27-06-2013
,-37.4,-37.4,2009,"44 Park Street, Brighouse, HD6 1JL",,30-10-2000,11-07-2009
Delilink Ltd,-57.17,-57.17,2010,"Delilink, Park Street, Brighouse, HD6 1JL","17 Commercial Street, Brighouse, HD6 1AF",21-08-2009,25-03-2011
,-2.79,-2.79,2003,"1 Phoenix Street, Brighouse, HD6 1PD",,01-09-2001,01-08-2003
,-477.36,-477.36,2007,"Phoenix House, Phoenix Street, Brighouse, HD6 1PD",,12-01-2004,24-09-2007
Hardcastle Bros (Brighouse) Ltd,-0.63,-0.63,2012,"24 Rastrick Common, Brighouse, HD6 3DR","22 Rastrick Common, Brighouse, HD6 8DR",01-04-1990,
Quarmby Promotions Ltd,-1209.84,-1209.84,2010,"Unit 1, Sherwood Road, Brighouse, HD6 1QG","Units 22-23, Howley Park Business Village, Howley Park Road, Morley, Leeds, LS27 0BZ",14-05-2008,31-07-2010
G.J.B Upholstery Services Ltd [In Liquidation],-258.49,-258.49,2002,"51 Smithy Carr Lane, Brighouse, HD6 4BG","C/O A M Rogers, 9 South Lane, Holmfirth, HD7 1HN",01-04-1990,27-01-1994
,-57.23,-57.23,2010,"11 Spout House Lane, Brighouse, HD6 2PL",,01-04-1990,30-06-2010
,-331.35,-1534.14,2007,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,18-10-2004,27-10-2010
,-458,-1534.14,2008,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,18-10-2004,27-10-2010
,-263.79,-1534.14,2010,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,18-10-2004,27-10-2010
,-481,-1534.14,2009,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,18-10-2004,27-10-2010
Assured Mobility Ltd [In Liquidation],-616.98,-616.98,2002,"Owler Ings Road, Brighouse, HD6 1EJ","C/O Leonard Harris Partners, 75 Mosley Street, Manchester, M2 3HR",02-10-1995,22-06-2000
,-6.88,-6.88,2012,"Prince Albert Inn, 17 St Martins View, Brighouse, HD6 2AZ",,11-11-2008,04-03-2013
,-27.09,-27.09,2007,"39/41 Thornhill Road, Brighouse, HD6 3AX",,05-01-2007,12-03-2008
,-30.01,-30.01,2008,"39/41 Thornhill Road, Brighouse, HD6 3AX",,13-03-2008,26-10-2008
,-150,-150,2010,"39/41 Thornhill Road, Brighouse, HD6 3AX",,13-10-2009,20-06-2010
Brighouse Textiles [Wholesale] Ltd [ In Liquidation],-577.19,-577.19,2011,"Section 19, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse           HD6 4AW","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",01-04-1990,28-02-2011
A.C.C (Flooring) Ltd,-2264.33,-2264.33,2012,"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW","Unit 1a, Woodvale Workshops, Thornhills Beck Lane, Brighouse, HD6 4AW",17-02-2011,
,-10.8,-10.8,2012,"Room 2, Town Hall, Thornton Square, Brighouse           HD6 1ED",,18-02-2009,31-03-2012
Brewster Ltd [In Liquidation],-55.16,-55.16,2002,"Grove Inn, 2/4 Tofts Grove Fold, Rastrick, Brighouse           HD6 3NW","C/O Neville Russell, Airedale House, 77 Albion Street, Leeds, LS1 5HT",01-11-1997,02-02-1998
,-0.38,-0.38,2012,"40 Towngate, Clifton, Brighouse, HD6 4HS",,06-04-2005,
,-38.94,-38.94,2012,"R/O Church Farm, 147 Towngate, Clifton, Brighouse           HD6 4HP",,01-04-1990,
,-6.58,-6.58,2002,"Unit 2, Upper Bonegate, Brighouse, HD6 1RT",,01-04-2001,29-09-2002
Service Garage (1981) Ltd (In Liquidation),-1817.31,-1817.31,2002,"Wakefield Road, Brighouse, HD6 1QH","C/O Messrs Halpern Woolf &, Partners, 16-18 North Parade, Bradford, BD1 3HT",01-04-1990,11-11-1992
,-1.74,-1.74,2012,"Wakefield Road, Brighouse, HD6 4HA",,22-06-2009,
,-31,-31,2002,"Unit 6 Phoenix Street Works, Phoenix Street, Brighouse, HD6 1PD",,01-04-1992,31-12-1994
Romida Sports Ltd (In Administration),-214.73,-214.73,2012,"Unit 3 West Vale Buildings, Wakefield Road, Brighouse, HD6 1QD","Bdo Llp, 10 South Parade, Leeds, West Yorkshire, LS1 5QS",01-04-2007,04-10-2012
Dreem Kitchens Ltd (In Administration),-32.56,-32.56,2011,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE","Kellie Bell, C/O Begbies Traynor, 340 Deansgate, Manchester, M3 4LY",01-01-2010,02-09-2011
,-58.18,-58.18,2012,"Waterloo Road, Brighouse, HD6 2AN",,01-04-2010,15-10-2012
,-9.87,-9.87,2013,"34 Well Green Lane, Brighouse, HD6 2NS",,01-11-2013,
,-206.68,-206.68,2012,"38 Well Green Lane, Brighouse, HD6 2NS",,01-04-2010,31-03-2012
Claude Dyson & Sons Ltd [In Admin Receivership],-301.58,-301.58,2002,"3 Wellington Arcade, Briggate, Brighouse, HD6 1DN","C/O Arthur Andersen & Co, St Pauls House, Park Square, Leeds, LS1 2PJ",21-06-1993,09-11-1995
Simply Sweets (Brighouse) Ltd,-41.04,0,2015,"20 West Park Street, Brighouse, HD6 1DU","11 Bethel Street, Brighouse, HD6 1JR",29-11-2012,29-04-2015
,-101.28,-101.28,2001,"20 West Park Street, Brighouse, HD6 1DU",,24-03-1996,08-01-2001
British Waterways,-1794.36,-1794.36,2012,"Victoria Works, Mill Lane, Brighouse, HD6 1PP","Fao Simon Moore, Navigation Road, Northwich, Cheshire, CW8 1BH",23-12-2011,11-12-2012
,-216.66,-216.66,2014,"Unit 4 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",,01-09-2013,30-06-2014
Woodvale Holdings Ltd [In Liquidation],-391.78,-391.78,2002,"Oak House, Woodvale Road, Brighouse, HD6 4AB","C/O Pannell Kerr & Forster, Ref L/73057/CVL/1304/DMH/IPS, 6 Queen Street, Leeds,, LS1 2TW",29-11-1991,11-10-1993
Falk Europe Ltd,-87.23,-87.23,2007,"Part 2ND Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor, Woodvale House, Woodvale Road, Brighouse, HD6 4AB",26-03-2003,31-03-2008
Connexions (West Yorkshire),-1766.88,-1766.88,2008,"Second & Third Floors, Park View House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor & 3rd Floors, Park View House, Woodvale Road, Brighouse, HD6 4AB",31-08-2002,29-06-2008
Troy Chemical Company B V,-12.67,2745.33,2013,"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","Suites 3 & 5 Second Floor, Parkview House, Woodvale Road, Brighouse, HD6 4AB",29-01-2013,
,-1.51,-1.51,2012,"12 Briggate, Elland, HX5 9DP",,05-04-2005,
Raven Marketing Services Ltd[In Liquidation],-213.13,-213.13,2002,"Britannia Buildings, Briggate, Elland, HX5 9DP","C/O Kroll Buchler Phillips, 5TH Floor, Airedale House, 77 Albion Street, Leeds, LS1 5AP",05-07-1993,14-03-2001
Crossway (Access Systems)Ltd[In Admin Receivership],-561.86,-561.86,2002,"Burley Street Works, Burley Street, Elland, HX5 0AQ","C/O Deloitte & Touche, 10-12 East Parade, Leeds, LS1 2AJ",01-04-1990,16-01-1996
Mbe Glazing Systems Ltd,-422,-422,2005,"Unit 6, Burley Street, Elland, HX5 0AQ","Unit 21, Woodman Works, South Lane, Elland, HX5 0PE",01-02-2004,30-04-2008
,-158.41,-158.41,2010,"Unit 1A Burley Street Works, Burley Street, Elland, HX5 0AQ",,14-05-2008,01-08-2010
,-268.34,-268.34,2008,"77 Catherine Street, Elland, HX5 0JB",,19-03-1999,30-09-2008
,-1.07,-1.07,2012,"Units 3 & 4A, Catherine Street, Elland, HX5 0EZ",,27-03-2011,
,-15.6,-15.6,2011,"12 Central Hall, Coronation Street, Elland, HX5 0DF",,28-09-1998,05-12-2011
Manningstead Ltd,-879.53,-879.53,2013,"12 Central Hall, Coronation Street, Elland, HX5 0DF","C/O Brent Turner, The Hayloft, Hullen Edge Farm, Goose Nest Lane, Norland, Halifax, HX6 3QW",06-12-2011,15-07-2013
Hammerstones Construction Ltd (Company Dissolved),-60,5796,2013,"Unit 1 Mount Works, Dewsbury Road, Elland, HX5 9BG","Mount Works, Dewsbury Road, Elland, HX5 9AR",31-07-2007,
Ksh (Halifax) Ltd,-647,-647,2013,"Unit 4 Mount Works, Dewsbury Road, Elland, HX5 9BG","Unit 3 Mount Works, Dewsbury Road, Elland, HX5 9BG",01-03-2011,30-04-2013
A1 Carpet Whipping Ltd,-2.07,-2.07,2014,"Unit 2 Copperas Works, Dewsbury Road, Elland, HX5 9JU","8 Greenroyd, Greetland, Halifax, HX4 8DT",01-09-2013,28-02-2015
Hanson Building Products Ltd,-3065.94,-3065.94,2004,"Dodgson Street, Elland, HX5 0PA","6 Dodgson Street (Garage), Elland, Halifax, HX5 0PB",01-04-1991,21-07-2004
,-88.08,-88.08,2002,"Fast Lane Buildings, Elizabeth Street, Elland, HX5 0JH",,13-12-1993,30-09-1996
C3S Projects Ltd,-2892,-2892,2015,"Adj Ardeth Engineering Ltd, Elland Bridge, Elland, HX5 0SQ","Canal Mills, Elland Bridge, Elland, HX5 0SQ",01-04-2015,
,-833.14,355.86,2014,"Elland Lane, Elland, HX5 9ER",,09-06-1992,
Citexx Ltd [In Administration],-2159.37,-2159.37,2008,"Unit 1, Elland Industrial Estate, Elland Lane, Elland              HX5 9DZ","C/O Baker Tilly, 3 Hardman Street, Manchester, M3 3HF",28-05-2008,02-06-2008
Think Kaleidoscope Ltd,-355.43,-355.43,2010,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",13-10-2006,03-09-2010
,-20.01,-20.01,2011,"Buttifull, 90 Elland Lane, Elland, HX5 9ER",,25-08-2008,16-08-2011
Ererco Doors And Loading Bay Solutions Ltd,-142,994,2014,"Unit 5, George Street, Elland, HX5 0NE","Unit 2a Wakes End Farm Estate, Eversholt, MK17 9FB",10-11-2014,
,-50.75,-50.75,2012,"Woodside Mills, Halifax Road, Elland, HX5 0SH",,01-07-2005,
Mobus Fabrics Ltd,-513,-513,2002,"Unit 1, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE","Unit 8/9, Heathfield Industrial Estate, Heathfield Street, Elland, HX5 9AE",01-02-2000,31-10-2002
Vcep Investments Llp,-4379.6,-4379.6,2014,"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU","Clive Lloyd - Private, Design & Display Ltd, Lowfields Way, Lowfields Bus Park, Elland, HX5 9DA",02-02-2014,14-09-2014
,-70.01,-70.01,2014,"68 Huddersfield Road, Elland, HX5 9AA",,16-02-2008,
Yorkshire Tool Hire Ltd,-3377.31,-3377.31,2003,"69 Huddersfield Road, Elland, HX5 9AA",No Forwarding Address,18-11-2000,15-06-2003
,-0.96,-0.96,2012,"80 Huddersfield Road, Elland, HX5 9AA",,12-01-2005,
Weir Valves & Controls Uk Ltd,-29580,88740,2014,"Britannia House, Huddersfield Road, Elland, HX5 9JR","Britannia House, Huddersfield Road, Elland, HX5 9JR",01-10-2005,
,-465.75,4046.25,2014,"Bankfield House, Huddersfield Road, Elland, HX5 9DW",,01-04-1990,
B W Sipp Trustees Limited,-669.56,-669.56,2014,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW",01-04-2014,07-09-2014
Neal Brothers (Leicester)Ltd,-34.46,-34.46,2001,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","Queens Buildings, Hastings Road, LEICESTERle5 Olj",16-10-2000,29-09-2001
,-41.09,-41.09,2012,"Unit 1, The Ainleys, Huddersfield Road, Elland              HX5 9JR",,01-03-1993,
R & D Electrical Contractors(Yorkshire) Ltd,-0.21,-0.21,2012,"Unit 5, Fordsall House, Huddersfield Road, Elland              HX5 9DW","Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",01-04-1990,30-04-2015
Abbey Pub Management Ltd (In Liquidation),-652.07,-652.07,2010,"18 Huddersfield Road, Elland, HX5 9DW","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ",18-11-2009,31-08-2010
Abbey Business Contracts Ltd (In Liquidation),-55.4,-55.4,2010,"18 Huddersfield Road, Elland, HX5 9DW","O'Hara & Co, C/O Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ",01-09-2010,13-09-2010
,-438.18,-438.18,2003,"Town Hall Hotel, 52 Huddersfield Road, Elland, HX5 9AH",,03-10-1995,17-02-2004
,-22.75,-22.75,2012,"Rear 59 Huddersfield Road, Elland, HX5 9AA",,01-01-1997,
J W Mitchell & Sons Ltd (In Liquidation),-2.67,-2.67,2002,"Unit 11, The Ainleys, Huddersfield Road, Elland              HX5 9DW","C/O Messrs K W Howarth & Co, 36 Clare Road, Halifax, HX1 2HX",22-04-1991,30-09-1992
,-3.4,-3.4,2003,"74 Huddersfield Road, Elland, HX5 9AA",,25-07-2003,14-10-2003
Instant Cooling Equipment Ltd (In Admin Receivership),-71.45,-71.45,2002,"Unit 2, James Street, Elland, HX5 0HB","C/O Messrs Leonard Curtis, Po Box 553, 30 Eastbourne Terrace, London, W2 6LF",01-04-1990,23-10-1991
C J Morton & Co Ltd,-0.1,3704.9,2013,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW",01-04-2010,
C J Morton & Co Ltd,-6648,3704.9,2014,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW",01-04-2010,
,-0.72,-0.72,2012,"71A Langdale Street, Elland, HX5 0JE",,16-07-2008,
Lorna Stewart Hair Ltd,-44.37,-44.37,2012,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX","F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX",05-08-2006,
,-222,-453.41,2003,"2 Langdale Street, Elland, HX5 0JL",,01-04-2003,31-03-2003
,-228,-453.41,2004,"2 Langdale Street, Elland, HX5 0JL",,01-04-2003,31-03-2003
,-3.41,-453.41,2005,"2 Langdale Street, Elland, HX5 0JL",,01-04-2003,31-03-2003
Admiral Taverns (Harmony) Ltd,-15.04,-15.04,2007,"Royal Oak Inn, Lower Edge Road, Elland, HX5 9QD","Penn House, 30 High Street, Rickmansworth, Hertfordshire, WD3 1EP",27-06-2007,28-06-2007
,-2042.84,-2042.84,2002,"Unit A4 (First Floor), Old Power Way, Lowfields Business Park, Elland              HX5 9DE",,29-05-2002,21-11-2002
,-11947.52,127078.48,2014,"Lowfields Way, Lowfields Business Park, Elland, HX5 9DE",,02-12-1996,
"Britannic Assurance Plc [Property Dept, Mr Hornshaw]",-2004.69,-2004.69,2002,"Unit B4 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX","1 Wythall Green Way, Wythall, Birmingham, B47 6WG",24-10-2001,21-11-2002
Terberg Dts [Uk] Ltd,-288.34,-288.34,2009,"Unit G14 Lock View, Lowfields Business Park, Elland, HX5 9HD","Lowfields Business Park, Elland, HX5 9DA",01-04-2001,02-11-2009
La Salle [Uk] Investment Property Co,-1856.69,-1856.69,2011,"Unit G17, Riverbank Way, Lowfields Business Park, Elland               HX5 9DN","Lim Accounts Payable, Po Box 3515, Norwich, NR7 7QX",29-10-2010,13-10-2011
Provalve Ltd,-2732,21856,2014,"Unit G17, Riverbank Way, Lowfields Business Park, Elland               HX5 9DN",,14-10-2011,
Design & Display Ltd,-1330.43,-1330.43,2009,"Unit K1 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA","C/O Vcep Investments Llp, Jubilee Way, Grange Moor, Wakefield, WF4 4TD",23-04-2008,03-08-2008
M B Material Handling Systems Ltd,-294.25,-294.25,2002,"Park Works, Park Road, Elland, HX5 9HN","Attn Mr D J Scarborough, C/O Dacre Son & Hartley, 75 North Street, Keighley, BD21 3RZ",01-04-1990,07-01-2003
Benjamin Whiteley & Sons Ltd,-0.3,-0.3,2012,"Park Road Mills, Park Road, Elland, HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",01-08-2001,
F H Shaw Ltd,-13.67,-13.67,2003,"Part Westfield Works, Park Road, Elland, HX5 9HX","C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",03-07-2003,13-10-2003
City Services Ltd [In Administration],-24.25,-24.25,2011,"Clayton House(Empty Offices), Park Road, Elland, HX5 9HP","C/O Deloitte, 1 City Square, Leeds, LS1 2AL",02-01-2007,25-01-2012
Orchard Energy Ltd,-4752.75,14250,2014,"Orchard House, Park Road, Elland, HX5 9HP","Orchard House, Park Road, Elland, HX5 9HP",01-04-2014,
,-12,-12,2002,"Unit 5 (3rd Floor), Wellington Mills, Quebec Street, Elland              HX5 9AS",,01-09-1993,30-06-1994
Nova Clothing Ltd,-70.68,-70.68,2002,"Unit 5 (3rd Floor), Wellington Mills, Quebec Street, Elland              HX5 9AS",,01-07-1994,31-08-1997
,-4.22,-4.22,2002,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",,01-11-1990,29-03-1992
Royds Properties Ltd,-252,1645,2013,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",01-05-2008,
Aspire Crafts Ltd,-301.42,-301.42,2014,"Unit 5 Riverside Mills, Saddleworth Road, Elland, HX5 0RY","Second Floor, Unit 5 Wellington Mills, Quebec Street, Elland, HX5 9AS",19-07-2013,31-08-2014
Chekemcolour Limited [In Administration],-2538.15,-2538.15,2006,"Smithfield Joinery Works, South Lane, Elland, HX5 0HQ","C/O Begbies Traynor, Elliot House, 151 Deansgate, Manchester, M3 3BP",01-04-1990,06-12-2006
,-12.81,-12.81,2002,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",,10-10-1996,21-05-1997
Furtherprovisions Ltd,-11,-11,2014,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",,02-04-2013,
Tyne Insulation Supplies Ltd,-1197.78,-1197.78,2004,"Unit 19 Woodman Works, South Lane, Elland, HX5 0PA","Unit 6, 30 City Link Industrial Park, Phoenix Way, Bradford, BD4 8JP",18-10-1995,31-01-2005
,-113.23,-113.23,2013,"Unit 9A Woodman Works, South Lane, Elland, HX5 0PA",,01-06-2011,18-02-2014
Colltex Ltd,-1353.34,-1353.34,2014,"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA","114 Colne Valley Business Park, Linthwaite, Huddersfield, HD7 5QG",09-11-2013,30-06-2014
,-0.74,-0.74,2012,"Unit 8B Woodman Works, South Lane, Elland, HX5 0PA",,01-03-2008,
Stuart Angus Consulting Ltd,-159.75,-159.75,2012,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB",28-05-2011,31-03-2014
,-50.53,-50.53,2003,"12 Southgate, Elland, HX5 0BW",,01-10-2000,14-03-2004
,-95.31,-95.31,2002,"12 Southgate, Elland, HX5 0BW",,16-07-1995,05-11-1995
,-1.1,-1.1,2012,"27 Southgate, Elland, HX5 0BW",,04-05-2007,
Andrew Lomas Optometrist Ltd,-0.74,-0.74,2012,"31 Southgate, Elland, HX5 0BW",,01-06-2005,
Lloyds Bank Plc,-636,3816,2014,"44 Southgate, Elland, HX5 0ES","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",05-11-1990,
,-460,-460,2014,"48 Southgate, Elland, HX5 0DQ",,17-05-1993,
Ciella Ltd,-1.03,-1.03,2012,"54B Southgate, Elland, HX5 0DQ",,16-04-2001,
,-26.58,-26.58,2011,"100 Southgate, Elland, HX5 0EP",,23-12-2003,29-02-2012
,-0.07,-0.07,2012,"St Pauls Buildings, Southgate, Elland, HX5 0EX",,01-05-2001,
,-0.55,-0.55,2012,"5 Crown Yard, Southgate, Elland, HX5 0DQ",,17-10-2003,
Willow Print Technology Ltd,-57.78,-57.78,2004,"6 Crown Yard, Southgate, Elland, HX5 0DQ","6 Crown Yard, Southgate, Elland, HX5 0DQ",02-04-2002,30-06-2004
,-2,5159,2012,"The Savile Arms, Southgate, Elland, HX5 0BW",,03-01-2011,
,-137.91,-137.91,2005,"The Savile Arms, Southgate, Elland, HX5 0BW",,03-03-2003,02-06-2005
,-76.98,-76.98,2010,"1 Victoria Road, Elland, HX5 0AB",,01-11-2009,16-07-2010
,-34.2,-34.2,2002,"4 Victoria Road, Elland, HX5 0PU",,01-04-1990,01-03-1991
,-373.68,-373.68,2006,"7 Victoria Road, Elland, HX5 0AB",,27-06-2005,14-02-2007
Jack Pearson (Turf Accountants) Ltd,-8.43,-8.43,2012,"16 Victoria Road, Elland, HX5 0PU","44 Wood Street, Huddersfield, HD1 1EG",01-04-1990,17-07-2012
Primesight Ltd,-0.02,170.98,2014,"Adv Rt Victoria Rd Serv Stn, Victoria Road, Elland, HX5 0PU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-04-2005,
Safety Systems Technology Ltd,-3.58,-3.58,2010,"Unit 3, Westbury Street, Elland, HX5 9AT","Unit 3 Westbury Street, Elland, HX5 9AT",01-06-2010,31-03-2011
,-97.71,-97.71,2011,"1 Whitwell Grove, Elland, HX5 9EJ",,18-10-2010,31-01-2012
,-12.2,-12.2,2014,"Clarence Brass Works, Aked's Road, Halifax, HX1 2TR",,26-04-2006,11-09-2014
,-230,420,2014,"Clarence Brass Works, Aked's Road, Halifax, HX1 2TR",,12-09-2014,
,-374.31,-374.31,2002,"11a Aked's Road, Halifax, HX1 2TR",,18-03-1991,31-10-1993
Evolve Fitness & Physio Limited,-33.15,498.85,2012,"Ground Floor, 4 Akroyd Place, Halifax, HX1 1YH",,28-11-2012,
,-173.55,-173.55,2012,"Unit 1A Moorlea Garage, Albert Road, Halifax, HX2 0DF",,01-02-2010,28-07-2012
Shaw Motors Ltd (In Liquidation),-147.94,-147.94,2002,"Unit 1A Moorlea Garage, Albert Road, Halifax, HX2 0DF","C/O The Official Receiver, 1ST Floor, 25 Queen Street, Leeds, LS1 2TW",01-06-1995,23-06-1998
M.C. Fabrications (Halifax) Ltd,-400,-400,2004,"Moorlea Garage, Albert Road, Halifax, HX2 0DF","Moorlea Garage, Albert Road, Pellon, Halifax, HX2 0DF",01-09-2003,31-08-2003
Wilmar Ltd,-375,-375,2010,"Unit 3 Victoria Terminal, Albert Road, Halifax, HX2 0BY","Company, Dissolved",01-04-2000,31-03-2010
,-55.88,-55.88,2002,"Albert Street, Halifax, HX1 5NW",,21-03-1995,01-03-1996
,-255.05,-255.05,2008,"Albert Street, Halifax, HX1 5NW",,01-10-2000,28-02-2009
,-66.05,-66.05,2004,"120 Albert View, Pellon, Halifax, HX2 0DD",,29-06-1994,23-07-2004
,-350.01,-432.81,2011,"3 Albion Street, Halifax, HX1 1DU",,04-12-2007,30-01-2012
,-82.8,-432.81,2010,"3 Albion Street, Halifax, HX1 1DU",,04-12-2007,30-01-2012
,-7.18,-7.18,2002,"5 Albion Street, Halifax, HX1 1DU",,01-04-1990,29-06-2002
,-184.01,-806.33,2012,"11/13 Albion Street, Halifax, HX1 1DU",,01-04-2009,31-12-2011
,-219.87,-806.33,2010,"11/13 Albion Street, Halifax, HX1 1DU",,01-04-2009,31-12-2011
,-402.45,-806.33,2011,"11/13 Albion Street, Halifax, HX1 1DU",,01-04-2009,31-12-2011
,-0.3,-0.3,2012,"7 Albion Street, Halifax, HX1 1DU",,05-02-2007,
Xception Stores Ltd [In Admin Receivership],-838.19,-838.19,2002,"16 Alexandra Street, Halifax, HX1 1BS","C/O Bdo Stoy Hayward, 8 Baker Street, London, W1M 1DA",26-05-1993,07-03-1997
Cafe Dino's Ltd,-310.86,-586.56,2014,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",16-07-2011,
Cafe Dino's Ltd,-150,-586.56,2013,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",16-07-2011,
Cafe Dino's Ltd,-125.7,-586.56,2012,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",16-07-2011,
The Brunswick Centre,-175.47,-175.47,2005,"Arden Road Social Club, Arden Road, Halifax, HX1 3AG","The Resource Centre, Hall Street, Halifax, HX1 5AY",26-07-2003,21-11-2007
