ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,AMOUNT (£),PURPOSE,TRANSACTION ID
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,HILL DICKINSON LLP,03/10/16,1501,EQUIPMENT - GENERAL,V001051134
ROCHDALE BOROUGH COUNCIL,05/10/16,FINANCE SERVICES,HILL DICKINSON LLP,05/10/16,1900,PROFESSIONAL FEES,V001051135
ROCHDALE BOROUGH COUNCIL,05/10/16,FINANCE SERVICES,HILL DICKINSON LLP,05/10/16,2370.57,PROFESSIONAL FEES,V001051136
ROCHDALE BOROUGH COUNCIL,04/10/16,FINANCE SERVICES,HILL DICKINSON LLP,04/10/16,615,PROFESSIONAL FEES,V001051137
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,HILL DICKINSON LLP,03/10/16,1718,PROFESSIONAL FEES,V001051138
ROCHDALE BOROUGH COUNCIL,07/10/16,FINANCE SERVICES,LIZ KUNDI,07/10/16,1122.44,TRAINING,V001051140
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,VENN GROUP LIMITED,03/10/16,779.52,AGENCY STAFF,V001051141
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,VENN GROUP LIMITED,03/10/16,779.52,AGENCY STAFF,V001051142
ROCHDALE BOROUGH COUNCIL,03/10/16,NEIGHBOURHOODS AND ENVIRONMENT,STEPHEN BURKE,03/10/16,980,EQUIPMENT - GENERAL,V001051144
ROCHDALE BOROUGH COUNCIL,07/10/16,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,07/10/16,649.3,CONTRACTS,V001051166
ROCHDALE BOROUGH COUNCIL,07/10/16,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,07/10/16,832.5,CONTRACTS,V001051167
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR ARUN MANOHARAN,04/10/16,529,HISTOLOGY PAYMENTS,V001051174
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR ARUN MANOHARAN,04/10/16,968,MEDICAL FEES,V001051174
ROCHDALE BOROUGH COUNCIL,18/10/16,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,18/10/16,500,OTHER MEDICAL EXPENSES,V001051177
ROCHDALE BOROUGH COUNCIL,11/10/16,ECONOMY DIRECTORATE,MAH LEGAL,11/10/16,750,PROFESSIONAL FEES,V001051178
ROCHDALE BOROUGH COUNCIL,03/10/16,EARLY HELP AND SCHOOLS,LITTLE GEMS PDN,03/10/16,2500,TRAINING,V001051180
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,MISS HOLLY PLATT,03/10/16,600,LEGAL FEES,V001051181
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,RACHAEL HEPPENSTALL,03/10/16,600,LEGAL FEES,V001051182
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,MATTHEW ENTWISTLE,03/10/16,2160,LEGAL FEES,V001051183
ROCHDALE BOROUGH COUNCIL,03/10/16,FINANCE SERVICES,THERESA PEPPER,03/10/16,960,LEGAL FEES,V001051184
ROCHDALE BOROUGH COUNCIL,03/10/16,NEIGHBOURHOODS AND ENVIRONMENT,THE BOND BOARD LIMITED,03/10/16,18691,GRANTS TO THE VOLUNTARY SECTOR,V001051185
ROCHDALE BOROUGH COUNCIL,03/10/16,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,03/10/16,859.52,ASSESSMENT CARE,V001051186
ROCHDALE BOROUGH COUNCIL,03/10/16,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,03/10/16,1596.25,ASSESSMENT CARE,V001051187
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,03/10/16,2578.56,ASSESSMENT CARE,V001051188
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,03/10/16,1350.67,ASSESSMENT CARE,V001051189
ROCHDALE BOROUGH COUNCIL,12/10/16,PROPERTY AND HIGHWAYS,ABM LANCASHIRE LIMITED,12/10/16,2327.47,MINOR BUILDING WORKS,V001051190
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/10/16,1227.89,ASSESSMENT CARE,V001051191
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,03/10/16,2578.55,ASSESSMENT CARE,V001051192
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/10/16,2578.56,SHORT TERM CARE - RESIDENTIAL,V001051193
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/10/16,2578.56,ASSESSMENT CARE,V001051194
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,03/10/16,1043.1,SHORT TERM CARE - RESIDENTIAL,V001051195
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,03/10/16,1336.44,SHORT TERM CARE - RESIDENTIAL,V001051196
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,03/10/16,1719.04,ASSESSMENT CARE,V001051197
ROCHDALE BOROUGH COUNCIL,07/10/16,EARLY HELP AND SCHOOLS,H BELL & SONS ROCHDALE LTD,07/10/16,7600,MINOR BUILDING WORKS,V001051198
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,03/10/16,2085.36,SHORT TERM CARE - RESIDENTIAL,V001051199
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/10/16,2578.56,ASSESSMENT CARE,V001051200
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,03/10/16,2578.56,ASSESSMENT CARE,V001051201
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,CARTER BROWN THE EXPERT SERVICE,03/10/16,935,PROFESSIONAL FEES,V001051203
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,03/10/16,1140.48,HOME CARE - ADULT SERVICES,V001051204
ROCHDALE BOROUGH COUNCIL,03/10/16,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,03/10/16,9560.16,HOME CARE - ADULT SERVICES,V001051205
ROCHDALE BOROUGH COUNCIL,03/10/16,PUBLIC HEALTH,LANCASHIRE COUNTY COUNCIL,03/10/16,681.5,HEALTH AUTHORITIES,V001051207
ROCHDALE BOROUGH COUNCIL,03/10/16,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE PENSIONERS ASSOCIATION,03/10/16,1000,GRANTS TO THE VOLUNTARY SECTOR,V001051215
ROCHDALE BOROUGH COUNCIL,04/10/16,EARLY HELP AND SCHOOLS,BLUEPRINT GB LTD,04/10/16,777,ACTIVITIES,V001051217
ROCHDALE BOROUGH COUNCIL,04/10/16,EARLY HELP AND SCHOOLS,BLUEPRINT GB LTD,04/10/16,993,ACTIVITIES,V001051217
ROCHDALE BOROUGH COUNCIL,12/10/16,PUBLIC HEALTH,BRAHM FUNDCO 1 LTD,12/10/16,6037.41,RENTS,V001051218
ROCHDALE BOROUGH COUNCIL,07/10/16,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,07/10/16,832.07,AGENCY STAFF,V001051220
ROCHDALE BOROUGH COUNCIL,07/10/16,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,07/10/16,942.93,AGENCY STAFF,V001051220
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,04/10/16,935,TOXICOLOGY PAYMENTS,V001051223
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,04/10/16,1020,TOXICOLOGY PAYMENTS,V001051224
ROCHDALE BOROUGH COUNCIL,04/10/16,PHYSICAL DIS & OLDER PEOPLE,HOIST AND SHOWER CHAIR CO LTD,04/10/16,500,ADAPTATIONS,V001051226
ROCHDALE BOROUGH COUNCIL,28/10/16,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,28/10/16,1560,NEW CONSTRUCTION,V001051227
ROCHDALE BOROUGH COUNCIL,07/10/16,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR & SON,07/10/16,1200,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001051233
ROCHDALE BOROUGH COUNCIL,07/10/16,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR & SON,07/10/16,3785,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001051233
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR A PADWELL,04/10/16,1054,HISTOLOGY PAYMENTS,V001051240
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR A PADWELL,04/10/16,1938.3,MEDICAL FEES,V001051240
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,04/10/16,668.5,WITNESSES EXPENSES,V001051240
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR S TITI,04/10/16,1595,HISTOLOGY PAYMENTS,V001051246
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR S TITI,04/10/16,1645.6,MEDICAL FEES,V001051246
ROCHDALE BOROUGH COUNCIL,13/10/16,EARLY HELP AND SCHOOLS,HEALTH & SAFETY SOLUTIONS (NW) LTD,13/10/16,625,TRAINING-QUALIFICATION,V001051252
ROCHDALE BOROUGH COUNCIL,04/10/16,PUBLIC HEALTH,VIDERE LTD,04/10/16,856,PH BIG LIFE CONTRACT,V001051264
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PUBLIC SECTOR SOFTWARE LIMITED,04/10/16,5333,EQUIPMENT - GENERAL,V001051291
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DR VINITA CHARAN,04/10/16,871.2,MEDICAL FEES,V001051294
ROCHDALE BOROUGH COUNCIL,04/10/16,PUBLIC HEALTH,BLACKPOOL TEACHING HOSPITALS NHS FOUNDTION TRUST,04/10/16,594.18,PH OTHER CONTRACTS,V001051306
ROCHDALE BOROUGH COUNCIL,12/10/16,NEIGHBOURHOODS AND ENVIRONMENT,NATIONAL  STAGE TECHNOLOGY LTD,12/10/16,660,EVENTS,V001051313
ROCHDALE BOROUGH COUNCIL,13/10/16,NEIGHBOURHOODS AND ENVIRONMENT,BALMERS GM LTD,13/10/16,1045,PURCHASE OF PLANT AND MACHINERY,V001051314
ROCHDALE BOROUGH COUNCIL,13/10/16,NEIGHBOURHOODS AND ENVIRONMENT,BALMERS GM LTD,13/10/16,4290,PURCHASE OF PLANT AND MACHINERY,V001051314
ROCHDALE BOROUGH COUNCIL,04/10/16,EARLY HELP AND SCHOOLS,SUPPLY DESK,04/10/16,656.26,SOFTWARE,V001051317
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,580,TAXI HIRE,V001051319
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,599,TAXI HIRE,V001051319
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,670,TAXI HIRE,V001051319
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,580,TAXI HIRE,V001051320
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,599,TAXI HIRE,V001051320
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,04/10/16,670,TAXI HIRE,V001051320
ROCHDALE BOROUGH COUNCIL,14/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,14/10/16,580,TAXI HIRE,V001051321
ROCHDALE BOROUGH COUNCIL,14/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,14/10/16,599,TAXI HIRE,V001051321
ROCHDALE BOROUGH COUNCIL,14/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PREMIERESHOW LIMITED,14/10/16,670,TAXI HIRE,V001051321
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BRITISH TELECOMMUNICATIONS PLC,04/10/16,15656.13,MINOR BUILDING WORKS,V001051331
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,MINI SOIL SURVEYS (NORTHERN) LTD,04/10/16,975,TRANSACTIONS-EXPENDITURE,V001051332
ROCHDALE BOROUGH COUNCIL,13/10/16,FINANCE SERVICES,JGM AGENCY,13/10/16,1750,REPROGRAPHIC EXPENSES,V001051338
ROCHDALE BOROUGH COUNCIL,14/10/16,PROPERTY AND HIGHWAYS,A E YATES LTD,14/10/16,1984.63,TRANSACTIONS-EXPENDITURE,V001051339
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,04/10/16,675.17,IMPROVEMENTS-MODERNISATION,V001051342
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,04/10/16,2216.26,IMPROVEMENTS-MODERNISATION,V001051342
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,04/10/16,2608.43,IMPROVEMENTS-MODERNISATION,V001051342
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,04/10/16,4267.3,IMPROVEMENTS-MODERNISATION,V001051342
ROCHDALE BOROUGH COUNCIL,04/10/16,PROPERTY AND HIGHWAYS,BALFOUR BEATTY  LIVING PLACES,04/10/16,9626.45,IMPROVEMENTS-MODERNISATION,V001051342
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2056.56,TAXI HIRE,V001051350
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2214,TAXI HIRE,V001051350
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2315.8,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2517.8,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2532.2,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2534,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2564,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2569.5,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,06/10/16,2619.2,TAXI HIRE,V001051352
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,04/10/16,627.8,TAXI HIRE,V001051355
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,04/10/16,653.47,TAXI HIRE,V001051355
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,04/10/16,680,TAXI HIRE,V001051355
ROCHDALE BOROUGH COUNCIL,04/10/16,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,04/10/16,687.2,TAXI HIRE,V001051355
ROCHDALE BOROUGH COUNCIL,04/10/16,FINANCE SERVICES,ROBERTS JACKSON LIMITED,04/10/16,1259.21,TRANSACTIONS-EXPENDITURE,V001051362
ROCHDALE BOROUGH COUNCIL,04/10/16,PUBLIC HEALTH,STOCKPORT NHS FOUNDATION TRUST,04/10/16,1108.08,PH OTHER CONTRACTS,V001051363
ROCHDALE BOROUGH COUNCIL,13/10/16,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,13/10/16,14238,PURCHASE OF OTHER EQUIPMENT,V001051366
ROCHDALE BOROUGH COUNCIL,11/10/16,EARLY HELP AND SCHOOLS,BEVAN BRITTAN LLP,11/10/16,1390,LEGAL SERVICES INTERNAL,V001051381
ROCHDALE BOROUGH COUNCIL,05/10/16,PROPERTY AND HIGHWAYS,WINTON FLOORING LIMITED,05/10/16,705.06,TRANSACTIONS-EXPENDITURE,V001051391
ROCHDALE BOROUGH COUNCIL,04/10/16,PHYSICAL DIS & OLDER PEOPLE,CASTLETON WROUGHT IRON,04/10/16,750,ADAPTATIONS,V001051395
ROCHDALE BOROUGH COUNCIL,05/10/16,NEIGHBOURHOODS AND ENVIRONMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS TRUST,05/10/16,640.44,HISTOLOGY PAYMENTS,V001051397
ROCHDALE BOROUGH COUNCIL,07/10/16,PHYSICAL DIS & OLDER PEOPLE,ROSS CARE,07/10/16,2500,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001051428
ROCHDALE BOROUGH COUNCIL,13/10/16,CHILDREN’S SOCIAL CARE,STARFISH THERAPY,13/10/16,770,ACTIVITIES,V001051434
ROCHDALE BOROUGH COUNCIL,11/10/16,NEIGHBOURHOODS AND ENVIRONMENT,VICTIM SUPPORT & WITNESS SERVICE,11/10/16,4872.75,PUBLICITY,V001051438
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,PACE,05/10/16,3297.74,CONSULTANT FEES,V001051441
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,PACE,05/10/16,3297.74,CONSULTANT FEES,V001051442
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,PACE,05/10/16,3297.74,CONSULTANT FEES,V001051443
ROCHDALE BOROUGH COUNCIL,07/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PROBRUSH,07/10/16,4034.34,EQUIPMENT - GENERAL,V001051444
ROCHDALE BOROUGH COUNCIL,07/10/16,NEIGHBOURHOODS AND ENVIRONMENT,PROBRUSH,07/10/16,1783.08,EQUIPMENT - GENERAL,V001051445
ROCHDALE BOROUGH COUNCIL,05/10/16,EARLY HELP AND SCHOOLS,HOME START ROCHDALE BOROUGH,05/10/16,10000,GRANTS TO THE VOLUNTARY SECTOR,V001051446
ROCHDALE BOROUGH COUNCIL,11/10/16,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,11/10/16,874.02,FOSTER PARENTS BASIC ALLOWANCE,V001051447
ROCHDALE BOROUGH COUNCIL,11/10/16,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,11/10/16,721.98,FOSTER PARENTS BASIC ALLOWANCE,V001051448
ROCHDALE BOROUGH COUNCIL,11/10/16,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,11/10/16,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001051449
ROCHDALE BOROUGH COUNCIL,11/10/16,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,11/10/16,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001051450
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,CAPSTONE FOSTER CARE,05/10/16,3012.77,FOSTER PARENTS BASIC ALLOWANCE,V001051451
ROCHDALE BOROUGH COUNCIL,05/10/16,EARLY HELP AND SCHOOLS,BARNARDO SERVICES LTD,05/10/16,12500,GRANTS TO THE VOLUNTARY SECTOR,V001051452
ROCHDALE BOROUGH COUNCIL,14/10/16,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,14/10/16,590,SECURITY,V001051454
ROCHDALE BOROUGH COUNCIL,13/10/16,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,13/10/16,850,FOSTER PARENTS BASIC ALLOWANCE,V001051455
ROCHDALE BOROUGH COUNCIL,12/10/16,NEIGHBOURHOODS AND ENVIRONMENT,F R SHARROCK LIMITED,12/10/16,1100,TRANSACTIONS-EXPENDITURE,V001051456
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,FOSTERING LTD,05/10/16,799,FOSTER PARENTS BASIC ALLOWANCE,V001051457
ROCHDALE BOROUGH COUNCIL,31/10/16,CHILDREN’S SOCIAL CARE,ASPLEY HOUSE AND LITTLE ASPLEY HOUSE,31/10/16,1650,YOUNG PEOPLES RENTS,V001051458
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,CASICARE LTD,05/10/16,1599.92,YOUNG PEOPLES RENTS,V001051459
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,LOUISE CORLETT LTD,05/10/16,750,ADVERTISING,V001051467
ROCHDALE BOROUGH COUNCIL,05/10/16,CHILDREN’S SOCIAL CARE,LOUISE CORLETT LTD,05/10/16,750,ADVERTISING,V001051468
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,-715.9,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,-548.76,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,506.53,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,508.94,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.02,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.02,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.02,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.02,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.38,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.38,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.38,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,514.38,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,520.05,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,521.6,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,524.09,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,537.73,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,543.42,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,543.42,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,546.5,AGILISYS CONTRACT,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,547.41,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,548.76,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,559.08,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,567.12,AGENCY STAFF,V001051470
ROCHDALE BOROUGH COUNCIL,06/10/16,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,06/10/16,585.12,CAPITAL SALARIES,V001051470
