Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date,Relief Granted
Viewstone Ltd,56220810,"Office 6 James Street Mills, South Lane, Elland, HX5 0HB","Pellon Lane Saw Mills, Pellon Lane, Pellon, Halifax, HX1 4PX",1625,747.67,01/21/12,DUR SBR
Chris Thorpe Graphic Design Ltd,64628867,"Unit 18I, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,1450,0,04/01/15,SBR
Friendly Private Hire Ltd,64628844,"Unit 10G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Unit 10H, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",740,335.65,07/20/15,DUR SBR
,64628799,"Unit 7B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,1425,0,05/18/15,SBR
Pennine Magpie Ltd,64628759,"Unit 15B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Unit 4A, Calderdale Business Park, Club Lane, Halifax, HX2 8DB",2050,17.64,08/01/11,DCR MCR
Bizspace Ltd,64628767,"Unit 6H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2425,1130.05,01/30/08,SBR
Bizspace Ltd,64628721,"Unit 14D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1600,0,04/01/15,EX
Calderdale Mbc Markets Manager,64288721,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",5000,0,01/01/15,EX
,64288728,"Market Stall 45-46, Market Hall, Borough Market, Halifax             HX1 1DZ",,4750,0,05/30/06,SBR
,64288740,"Market Stall 75-76, Market Hall, Borough Market, Halifax             HX1 1DZ",,4850,0,04/01/92,SBR
Calderdale Mbc Markets Manager,64288748,"Market Stall 104-107, Market Hall, Borough Market, Halifax             HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",5300,0,09/14/16,EX
Calderdale Mbc Markets Manager,64288818,"Market Stall 108-109, Market Hall, Borough Market, Halifax              HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",4000,0,05/27/12,EX
,64288758,"Market Stall 116, Market Hall, Borough Market, Halifax             HX1 1DZ",,4150,0,07/22/13,SBR
Devise Ltd,64778823,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",6900,0,10/07/13,SBR
Vitesse Plc,64778818,"Office Suite E328, Dean Clough Mills, Halifax, HX3 5AX",,6000,2780.68,04/03/17,SBR
Combined Selection Group Ltd,64778826,"Office Suite E339, Dean Clough Office Park, Halifax, HX3 5AX","Springwood House, Low Lane, Horsforth, Leeds, LS18 5NU",10500,4893,12/04/15,SBR
Distributor Corporation Uk Ltd,64778793,"Office Suite G442, G Mill, Dean Clough, Halifax, HX3 5AX","Office Suite G442, Dean Clough Mills, Halifax, HX3 5AX",8900,0,01/02/15,SBR
,64784745,"Unit D31, D Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",,3350,0,04/01/90,SBR
,65344806,"Unit HM18 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,5000,0,04/01/11,SBR
M & S Engineering,65344791,"Unit HM3 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN","Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY",6900,951.41,12/14/17,SBR
,64832010,"10 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,2850,0,03/25/16,EX
Willand Engineering Company (Halifax) Ltd,65652709,"Unit G Craven Edge Ent. Cntr, Hopwood Lane, Halifax, HX1 5EH","Craven Edge Enterprise Centre, Back Clarendon Place, Hopwood Lane, Halifax, HX1 5ED",10750,5009.5,10/01/90,SBR
,65364045,"45 Hopwood Lane, Halifax, HX1 5ER",,2325,0,07/30/08,EX
,65364121,"121 Hopwood Lane, Halifax, HX1 4HB",,3000,0,11/15/16,SBR
,65364754,"Rear Part Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH",,6900,0,08/01/14,SBR
,64500012,"12 Carr House Road, Shelf, Halifax, HX3 7QY",,4950,0,04/01/15,SBR
T' Chippy (Shelf) Ltd,64500016,"16 Carr House Road, Shelf, Halifax, HX3 7QY",,4650,0,10/11/16,SBR
,64500020,"20 Carr House Road, Shelf, Halifax, HX3 7QY",,4700,0,12/20/13,SBR
Primesight Ltd,64500713,"Gable 54 Carr House Road, Shelf, Halifax, HX3 7RJ","2nd Floor, 3/5 Charlotte Street, Manchester, M1 4HB",1175,547.55,09/01/09,SBR
,65148002,"2 George Street, Hipperholme, Halifax, HX3 8DY",,3450,0,12/18/02,SBR
,65164888,"Unit 5, 561 Gibbet Street, Halifax, HX2 0AL",,2750,0,03/01/14,SBR
Jc Decaux Uk Ltd,65520711,"Adj 22 King Cross Street, Halifax, HX1 2SH","Rates Administrator, 27 Sale Place, London, W2 1YR",1175,547.55,04/01/96,SBR
Teach Smart Ltd,65520709,"8 King Cross Street, Halifax, HX1 2SH",,7100,0,02/17/17,SBR
Joseph & Khan Solicitors,65520716,"6 King Cross Street, Halifax, HX1 2SH",,5200,0,07/01/16,SBR
,65520008,"8 King Cross Street, Halifax, HX1 2SH",,2900,0,04/01/17,SBR
A I K Investments Ltd,65520006,"8 King Cross Street, Halifax, HX1 2SH","158 - 160 Park Dene, Hopwood Lane, Halifax, HX1 4DF",6300,0,06/05/15,EX
,65592016,"Ground Floor, 16 Law Lane, Southowram, Halifax              HX3 9QU",,4300,0,02/02/11,SBR
,65344925,"Unit 3A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,490,0,04/01/14,SBR
A4 Barcodes Ltd,65344919,"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","6 Draymans Court, Halifax, HX2 0SL",2200,0,05/01/17,SBR
Lorna Stewart Hair Ltd,56156700,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX","F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX",2800,0,08/05/06,SBR
The Venue Barkisland Ltd,64344752,"Unit 68 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",,3500,1816.74,04/01/17,SBR
Risuda Fabrications Ltd,65268048,"48 Hare Street, Halifax, HX1 4DJ",,6700,0,04/01/90,SBR
,65612716,"Unit 2 Lower Brea, Leeds Road, Halifax, HX3 7AQ",,3050,0,04/01/15,SBR
The Spire Halifax Ltd,65620716,"Offices 2,3,6,9,14&15, The Spire, Leeds Road, Lightcliffe          HX3 8NU",,11250,5242.5,03/07/16,SBR
,64236706,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",,2350,0,04/01/15,SBR
,64236708,"Unit 3, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",,1950,0,11/14/14,SBR
Janjua Associates Ltd,64256704,"Janjua Chambers, Black Swan Passage, George Street, Halifax              HX1 1HA","Black Swan Passage, 2nd Floor, George Street, Halifax, HX1 1HA",6000,0,04/14/08,SBR
,64024715,"Rear Land Old Watson Bakery, Adelaide Street, Halifax, HX1 4LY",,6600,3166.6,05/01/15,SBR
,64024711,"Unit 2 Jefferson House, Adelaide Street, Halifax, HX1 4LY",,9500,0,06/01/12,SBR
,64024712,"Unit 1 Jefferson House, Adelaide Street, Halifax, HX1 4LY",,8600,0,04/01/10,SBR
,64036010,"Basement, 10A Akroyd Place, Halifax, HX1 1YH",,990,0,06/01/02,EX
Harmonised Electrical Services Ltd,64040742,"Units 4& 6, Thrum Hall Business Park, Albert Road, Halifax              HX2 0DB","11 Field Close, Wheatley, Halifax, HX3 5LS",7800,0,10/01/12,SBR
,64284709,"The Flying Dutchman, 10 Boothtown Road, Halifax, HX3 6HG",,5500,0,07/06/15,SBR
,64284025,"25 Boothtown Road, Halifax, HX3 6EU",,1825,0,12/02/14,SBR
,64284117,"117 Boothtown Road, Halifax, HX3 6PD",,8000,0,04/07/17,SBR
,65344501,"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",,1125,0,06/01/17,SBR
Kino & Co,65344880,"Office H M 2.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1075,0,08/01/17,EX
,65344881,"Office H M 2.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1550,344.25,04/01/17,SBR
True North Books Ltd,65344963,"Suite H M 2.22, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN","Suite H M 2.22, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",1900,739.24,08/01/13,DUR SBR
,65344854,"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1200,0,03/02/17,SBR
,65344978,"Unit Hm 28, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1875,0,02/01/13,SBR
Calderdale Mbc,56132859,"Portacabin At Depot, Huddersfield Road, Elland, HX5 9JR","Highways & Engineering Service, Huddersfield Road, Elland, HX5 9JR",5700,2656.2,04/12/13,SBR
,56132775,"37/39 Huddersfield Road, Elland, HX5 9AH",,9300,0,01/14/13,SBR
,56132773,"Rear 59 Huddersfield Road, Elland, HX5 9AA",,2550,0,01/01/97,SBR
Asda Stores Ltd,56132763,"69a Huddersfield Road, Elland, HX5 9AA","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",9500,4550.5,04/01/08,ER
Hutchinson 3G Uk Ltd,68256703,"Telecommunication Mast, Ref HX0014 Coal Pit Lane, Southowram, HX3 9RG","C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",6600,0,04/01/05,EX
,68280701,"3 Coleridge Street, Halifax, HX1 2JF",,7300,0,04/01/90,SBR
,68596357,"357 Skircoat Green Road, Halifax, HX3 0RP",,6600,0,04/01/90,SBR
Euro Garages Ltd,68604717,"Esso Service Station, Skircoat Road, Halifax, HX1 2QZ",,1300,605.8,02/01/13,SBR
,76052701,"1/2 Boston Hill Cottages, Boston Hill, Wadsworth, Hebden Bridge       HX7 8SS",,1075,0,04/01/90,SBR
Shelter National Campaign For Homeless People Ltd,76060032,"32 Bridge Gate, Hebden Bridge, HX7 8EX","88 Old Street, London, EC1V 9HU",9000,862.2,04/01/90,MCR
,76508719,"Units 1 & 2, Bridge Gate Shopping Centre, 46 Bridge Gate, Hebden Bridge        HX7 7ET",,7900,0,01/01/97,SBR
Hebden Flooring Ltd,76560714,"Unit 2 Victoria Works, Victoria Road, Hebden Bridge, HX7 8JX",,4900,0,04/01/12,SBR
,76560722,"(Unofficial Address), Unit 5 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,970,0,07/04/17,SBR
,76560735,"(Unofficial Address), Unit 18 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,1700,0,06/01/17,SBR
,76560725,"(Unofficial Address), Unit 8 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,1450,0,02/20/14,SBR
Setbray Properties Ltd,76560734,"(Unofficial Address), Unit 17 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX","Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",1700,792.2,05/01/12,SBR
Setbray Properties Ltd,76560732,"(Unofficial Address), Unit 15 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX","Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6000,0,11/01/17,EX
Walshaw Moor Estate Ltd,76572702,"Corporate Hospitality Barn, New Laith Farm, Walshaw Lane, Hebden Bridge        HX7 7AX","C/O Boundry Mill H O, Vivary Way, Colne, Lancashire, BB8 9NW",2200,1025.2,04/01/13,SBR
,77600019,"19 Town Hall Street, Sowerby Bridge, HX6 2EA",,2500,0,04/01/10,EX
Mademoiselle Clg Ltd,77600038,"38 Town Hall Street, Sowerby Bridge, HX6 2EA",,4300,0,01/28/10,SBR
,77612700,"Tuel Lane, Sowerby Bridge, HX6 2EL",,3650,0,04/01/13,SBR
,77612701,"11A North Lea, Tuel Lane, Sowerby Bridge, HX6 2EN",,1600,0,09/18/13,SBR
Donaldsons Vets Ltd,77628001,"1 Wakefield Road, Sowerby Bridge, HX6 2AP",,9200,4287.2,04/01/16,SBR
,77632703,"Walker Lane, Sowerby Bridge, HX6 2AR",,4200,0,07/15/91,SBR
,78400806,"Bellholme Sports Ground, Rochdale Road, Todmorden, OL14 6UH",,5800,0,09/10/00,SBR
,78400735,"Walsden Cricket/Bowling Club, Rochdale Road, Todmorden, OL14 7SX",,10500,804.72,04/01/90,DOR MAR
H.S.B.C Bank Plc,78400865,"Atm Site (Hsbc), W M Morrison Plc, Rochdale Road, Todmorden           OL14 6LG","C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",5900,2840.4,04/01/17,SBR
,78400811,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",,3700,0,04/01/12,SBR
,78400862,"Unit 18 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",,590,270.57,01/01/14,DUR SBR
Face To Face Estate Agents Ltd,78400025,"25 Rochdale Road, Todmorden, OL14 5AA","49/51 Church Street, Littleborough, Lancs, OL14 8AB",3650,1578.72,12/01/13,DUR SBR
,69084062,"62 Towngate, Northowram, Halifax, HX3 7DX",,10250,0,12/15/92,SBR
Southowram Social Club Ltd,69088700,"Southowram Social Club, 1a Towngate, Southowram, Halifax             HX3 9QZ","F.A.O. Pamela Hodnett, Southowram Social Club, 1a Towngate, Southowram, Halifax, HX3 9QZ",6400,0,04/01/90,SBR
,69088701,"23 Towngate, Southowram, Halifax, HX3 9QZ",,1325,0,04/01/98,SBR
Pennine Housing 2000 Ltd,69116095,"95 Turner Avenue South, Illingworth, Halifax, HX2 8EF","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3400,1249.4,04/01/15,ER
,69144014,"14 Union Street, Halifax, HX1 1PR",,3200,0,05/01/14,SBR
,76180700,"Dale View, Mytholmroyd, Hebden Bridge, HX7 5DU",,800,0,04/01/90,SBR
Places For People,76196700,"Elphaborough Close, Mytholmroyd, Hebden Bridge, HX7 5JY","C/O Corporate Estates, 4 The Pavilions, Portway, Preston, PR2 2YB",1700,136.6,04/01/90,MCR
,76224705,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",,3250,0,04/01/90,SBR
Jacksons Of Hebden Bridge Ltd,76088889,"Unit 4, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF","Unit 4, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",10250,0,07/10/09,SBR
,76344700,"Lower Underbank, Charlestown, Hebden Bridge, HX7 6PH",,5400,0,09/01/15,SBR
Network Rail Ltd,76100700,"Whiteley Garage, Calderside, Oakville Road, Hebden Bridge        HX7 6NG","Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",810,0,01/04/09,EX
Brooklyn Studio Arts Group,76552731,"Unit 3  (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,4650,866.76,06/01/09,DOR SBR
,76552714,"Unit 1 (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,5400,0,01/28/09,SBR
Units To Let [Northern] Ltd,77340759,"Unit 2/9 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",2350,0,03/01/17,EX
,77340761,"Unit 2A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1375,0,02/01/13,SBR
,77340777,"Unit 21, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,920,0,04/01/15,SBR
,77348722,"Unit 11, Penair Works, Mill Fold, Ripponden           HX6 4DJ",,5700,0,12/03/12,SBR
Harley House Ripponden Ltd.,77348781,"Bridgeside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ","Registered Office, 67 Chorley Old Road, Bolton, BL1 3AJ",4650,2227.35,01/27/16,ER
Harley House Ripponden Ltd.,77348778,"Meadowside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ","Registered Office, 67 Chorley Old Road, Bolton, BL1 3AJ",4000,1816.26,04/01/17,ER
,76576719,"Room 2, 33 West End, Hebden Bridge, HX7 8UQ",,740,0,10/17/12,SBR
,76576713,"25 West End, Hebden Bridge, HX7 8UQ",,7700,0,11/09/09,SBR
,76576037,"37 West End, Hebden Bridge, HX7 8UQ",,5100,0,03/03/97,SBR
,76676701,"Old Cragg Hall Barn, Cragg Vale, Hebden Bridge, HX7 5TB",,3750,0,05/29/09,SBR
Testrite Ltd,68132714,"Woodfield Works, Old Lane, Halifax, HX3 6TF",,5700,0,04/01/90,SBR
Cjrs  (Halifax) Ltd,68140001,"1a Old Market, Halifax, HX1 1TN","2a Pinfold Lane, North Luffenham, Rutland, LE15 8LE",8400,0,09/29/13,SBR
Scottish Widows Trustee Limited,68140703,"1st, 2nd & 3rd Floors, 14/16 Old Market, Halifax, HX1 1TN","C/O James Hay Partnership, Dunn's House, St Paul's Road, Salisbury, SP2 7BF",8200,3927.8,04/01/16,ER
,68156729,"23B Ovenden Road, Halifax, HX3 5PN",,3900,0,05/01/11,SBR
,65625072,"72 Ovenden Road, Halifax, HX3 5PN",,8900,0,08/12/14,SBR
,65625352,"352 Ovenden Road, Halifax, HX3 5TJ",,4550,0,01/19/16,SBR
,68624703,"Jammy Fold Farm, Soil Hill, Halifax, HX2 9NT",,1175,0,04/01/07,SBR
,68624707,"Laverlock Hall Farm, Soil Hill, Halifax, HX2 9NT",,3800,0,08/10/15,SBR
The Halifax Bus Co Ltd,68632701,"South Parade, Halifax, HX1 2LY","C/O Mr Neil Walsh, 18 Stonecroft Mount, Sowerby Bridge, HX6 2SB",2750,1281.5,07/01/96,SBR
,68632040,"40 South Parade, Halifax, HX1 2LY",,3100,0,04/01/90,SBR
Pc Lifting Services Ltd,64352706,"Unit 2b, Brunswick Works, Brassey Street, Halifax             HX1 2EA",,3150,0,11/28/14,SBR
Abram Pulman & Sons Ltd,77636720,"Units A/B, Fielden Works, Walton Street, Sowerby Bridge       HX6 1AN","Fao Mr Chris Horner, Warehouse, Walton Street, Sowerby Bridge, HX6 1AN",7100,3308.6,03/01/12,SBR
,77024742,"Unit 40 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BT",,5900,0,03/01/02,SBR
,77024714,"Unit 14C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,3150,0,10/05/14,SBR
Units To Let [Northern] Ltd,77690712,"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",720,0,05/31/16,EX
,77690709,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,0,03/01/14,SBR
Robinwood Activity Centre Ltd,78400850,"Ground Floor Fielden House, 41 Rochdale Road, Todmorden, OL14 6LD","Attn Mr Martin Vasey, 1ST Floor , Fielden House, 41 Rochdale Road, Todmorden, OL14 6LD",7500,3495,03/17/17,SBR
,78400716,"2ND Floor Fielden House, Rochdale Road, Todmorden, OL14 6LD",,3400,0,07/23/10,SBR
,78400765,"210/216 Rochdale Road, Todmorden, OL14 7NU",,2600,0,04/01/90,SBR
Primesight Ltd,78400813,"Advertising Right, Adj 643 Rochdale Road, Todmorden, OL14 7SN","2nd Floor, 3/5 Charlotte Street, Manchester, M1 4HB",100,59.24,10/09/02,SBR
,78400826,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",,1850,0,11/24/06,SBR
The Better Sleep Company Ltd,78557703,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD",,5700,0,07/01/13,SBR
,77648707,"West End Bowling Club, West Street, Sowerby Bridge, HX6 3BB",,3450,0,04/01/90,SBR
,77648010,"10 West Street, Sowerby Bridge, HX6 3AN",,3300,0,01/01/17,SBR
,68308142,"142 Queens Road, Halifax, HX1 3XY",,4450,0,07/27/15,SBR
,68308194,"194 Queens Road, Halifax, HX1 4NE",,5800,2702.8,10/20/14,SBR
,68308218,"218 Queens Road, Halifax, HX1 4NE",,3200,0,03/02/98,SBR
Recycle Shop Ltd,68308826,"222 Queens Road, Halifax, HX1 4NE","Willow Road, Lenton, Nottingham, NG7 2TA",3950,1840.7,04/01/13,SBR
,68308237,"237 Queens Road, Halifax, HX1 4NJ",,3650,0,12/20/03,SBR
,69144024,"24 Union Street, Halifax, HX1 1PR",,5500,0,09/19/04,SBR
Tus Quality Clothing Ltd,69144711,"Part First Floor, 25B Union Street, Halifax, HX1 1PR",,7500,0,04/28/17,SBR
Tus Quality Clothing Ltd,69144709,"2ND Floor, 25B Union Street, Halifax, HX1 1PR",,1725,841.63,04/25/17,SBR
,69144713,"Ground Floor, 26 Union Street, Halifax, HX1 1PR",,5400,0,04/18/11,SBR
,69144035,"35 Union Street, Halifax, HX1 1PR",,4250,0,07/02/01,SBR
,69196731,"Unit 3, West Central Business Park, Victoria Road, Halifax              HX1 5QH",,11500,0,02/29/16,SBR
,69204003,"3 Victoria Street, Greetland, Halifax, HX4 8DF",,4650,0,11/11/16,SBR
Regeneration And Development,76088754,"Adj White Lion Hotel, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LN","Parking Services, Mulcture House, Mulcture Hall Road, Halifax, HX1 1SP",3600,1244.07,04/01/90,SBR
,76088805,"Mytholmroyd Medical Centre, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LF",,3700,0,05/01/17,SBR
Myford Ltd,76252781,"Units 7 & 10, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ","Caldene Business Park, Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5QJ",6400,2982.4,05/01/13,SBR
,76256716,"Unit 13 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,840,0,04/01/16,SBR
,77004010,"10 Albert Road, Sowerby Bridge, HX6 2PA",,5400,0,05/24/16,SBR
,77012017,"17 Annie Street, Sowerby Bridge, HX6 2HP",,1400,0,10/09/06,SBR
,68160702,"232 Ovenden Way, Ovenden, Halifax, HX3 5NU",,3250,0,02/10/16,SBR
Chocolate Mould Designs Uk  Ltd,68164702,"Grange Farm, (Richards Farm), Ovenden Wood, Halifax             HX2 0TG",,5100,0,04/01/07,SBR
Firth Joinery Services Ltd,68164706,"Unit 5 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,3900,0,07/01/14,SBR
Brighter Financial Services Limited,77648066,"66 West Street, Sowerby Bridge, HX6 3AP","68 West Street, Sowerby Bridge, HX6 3AP",5500,0,04/17/13,SBR
Craig Middleton Ltd,76648746,"Unit 6 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT","13 George Street, Greetland, Halifax, HX4 8DH",3850,0,09/26/16,SBR
Bentley Fielden Ltd,78408010,"Units 6/8/10, Salford, Todmorden, OL14 7LF",,8500,0,04/01/03,SBR
J D F Restoration Ltd,78408704,"Unit 3, Salford Industrial Estate, Salford, Todmorden           OL14 7LF","Crown Works, 45 Rochdale Road, Todmorden, Lancashire, OL14 6LD",3400,1478.48,07/20/00,DUR SBR
Overgate Hospice,78412708,"First Floor, 13A School Lane, Todmorden, OL14 5AG","30 Hullen Edge Road, Elland, HX5 0QY",1575,15.09,06/01/10,DCR MCR
,78192743,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,1200,0,07/01/99,SBR
,78416715,"Unit 5, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,1800,0,04/01/15,EX
,78416718,"Unit C Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",,2400,1118.4,06/30/14,SBR
,76648761,"Unit 7 & 7A, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,9100,0,04/01/12,SBR
,77652756,"2/4 Wharf Street, Sowerby Bridge, HX6 2AE",,7600,0,12/20/17,SBR
,77652719,"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",,7300,0,04/01/90,SBR
,76256009,"9 Hebble End, Hebden Bridge, HX7 6HJ",,2000,0,03/26/12,SBR
