Body Name,ONS Body Code,Service Label,Service Code,Service Division,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA detailed expenditure type,GLCode,CIPFA detailed expenditure code,Narrative,Date,Transaction Number,Net Amount,Capital and Revenue,SupplierNameEdit,SupplierNo
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS Golborne Youth Centre (OSF),Premises Expenses,200,Cleaning Contract,E6210.26000,26000,Cleaning for January, 01/03/2013,P2 634426,£722.52,REV,Wetton Cleaning Services Ltd,807047
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Community Safety & DIP,C27,COS Community Safety (OSC),Third Party Payments,500,Contractors Costs,P5748.55170,55170,Burglary Reduction Project, 01/03/2013,P2 634431,"£1,272.50",REV,VCM Security Ltd,1244012
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS Ladbroke South SWT (OSF),Third Party Payments,500,Mentoring /1-2-1 Support,S1742.54255,54255,LAC - Mentoring January 13, 01/03/2013,P2 634439,£752.65,REV,Kent Mentor Support,1266295
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS Ladbroke South SWT (OSF),Third Party Payments,500,P & V Fostering,S1742.54005,54005,LAC - Placement cost Feb 13, 07/03/2013,P2 634441,"£3,139.48",REV,Ethelbert Specialist Homes Ltd,836731
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Concerto Orders (OSC),Premises Expenses,200,Responsive Mech & Electrical,P1311.20141,20141,"CP6182 - Following phone call, Please attend site and investigate faults on the compressors. 1 does", 01/03/2013,P2 634443,£510.00,REV,Air Solutions,892892
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Concerto Orders (OSC),Premises Expenses,200,PM Mechanical,P1411.20080,20080,CP5321 Please carry out the planned maintenance on the BMS at the council offices as per the tender, 01/03/2013,P2 634446,£592.50,REV,Kendra Energy Solutions Ltd,1281515
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Concerto Orders (OSC),Premises Expenses,200,PM Mechanical,P1311.20080,20080,CP10112 - Please provide Basic and advanced Operators training on the BMS2800+ and the Sigma systems, 01/03/2013,P2 634447,"£1,740.00",REV,Kendra Energy Solutions Ltd,1281515
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS Concerto Orders (OSC),Premises Expenses,200,PM Mechanical,P1311.20080,20080,CP10941 - Please provide technical cover for Tuesday & Wednesday 29&30th Jan and Monday 4th Feb, 04/03/2013,P2 634450,£900.00,REV,John Hodge Control Services Ltd,611172
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Public Transport,S90,COS Customer Services (OSC),Transfer Payments,600,Taxicard Scheme,S6600.60900,60900,blue badge improvement scheme, 01/03/2013,P2 634452,£609.85,REV,Northgate Information Solutions UK Ltd,621240
The Royal Borough of Kensington and Chelsea,00AW,Public Health,PHL,Other Adults,S15,ASC Substance Use SWT (OSS),Third Party Payments,500,P&V Residential,S5395.54060,54060,Residential Rehab, 01/03/2013,P2 634455,£525.00,REV,Action On Addiction Ltd,600987
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Building Maintenance (OSC),Holding Code,005,Payments,C0518.00306,00306,"Various reactive works at various sites as per Concerto orders, as agreed January 2013", 01/03/2013,P2 634457,"£15,299.95",CAH,NG Bailey Facilities Services Ltd,608310
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Legal Services,C10,COS Legal Litigation (OSC),Employee Expenses,100,Training Expenses,P4338.19090,19090,Lunchtime training event for RBKC Legal Services, 08/03/2013,P2 634474,£633.50,REV,Cuisine On Cue,934600
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Community Safety & DIP,C27,COS Community Safety (OSC),Third Party Payments,500,Payments To Vol Orgs,P5748.53000,53000,IDVA Service - Quarter 4, 01/03/2013,P2 634476,"£25,000.00",REV,Advance WKC,1268634
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Finance,C01,COS Cashiers (OSC),Supplies & Services,400,Cash Conveyance,P4613.45900,45900,Coin and note collections from Central Cashiers and the Cash Collection Unit for January 2013., 01/03/2013,P2 634481,"£3,467.00",REV,Contract Security Services Ltd,1279491
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Operations - Cleansing,YW5,ELR Refuse & Cleansing (OSY),Third Party Payments,500,Cleansing Contract-VO's,Y2301.55130,55130,De-icing salt, 01/03/2013,P2 634483,£974.65,REV,Salt Union Ltd,887723
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Non Budget Book Business Unit,001,FCS Central London Connexions (OSF),Transfer Payments,600,Other Costs,Z0004.65070,65070,Training (Positive interventions with young people on the edge of crime and care), 01/03/2013,P2 634547,"£1,350.00",CAH,Reconstruct Ltd,630871
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Administration,YT1,TTS Streetworks (OSY),Employee Expenses,100,Training Expenses,Y7005.19090,19090,One delegate to attend the New Roads and Street Works Supervisor Course - Units 001 + 010 - 014, 01/03/2013,P2 634553,£655.00,REV,Skills Training Centre Ltd,1023164
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC (OSF),Third Party Payments,500,Commissioned Services,S1404.52560,52560,Behaviour and Family Support Team - Children's occupational therapy service - January 2013, 01/03/2013,P2 634664,"£2,520.00",REV,Payment to an individual or sole trader,622980
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Family Servs Mment & Supp Serv,E14,FCS AHDC (OSF),Employee Expenses,100,Training Expenses,S1601.19090,19090,Homes Procedures Manual across 3 boroughs - Annual Contract 1st January 2013 - 31st December 2013, 01/03/2013,P2 634666,"£7,250.00",REV,Trixchildcare,1154986
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Transportation Contracts (OSY),Supplies & Services,400,Initiatives,Y7112.45370.ST12007,45370,CARMA EU-funded project - Final Evaluation - Focus groups, 01/03/2013,P2 634670,"£4,022.68",REV,Crowd DNA Ltd,1299753
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,High Needs Service,E41,FCS AHDC (OSF),Third Party Payments,500,Commissioned Services,S1410.52560,52560,Parkside M11 FRP Primary Health Worker - 2012-13 - February 2013, 01/03/2013,P2 634679,"£3,250.00",REV,CNWL NHS Foundation Trust,604430
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS FM Print & Mailroom Servic (OSC),Premises Expenses,200,Confidential Waste,P1301.26550,26550,PHS Datashred Confidential Waste Collection 07.01.2013 - 31.01.20132, 01/03/2013,P2 634681,"£1,015.00",REV,PHS Datashred,777742
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Gen Services to the Public,C15,COS Registrars (OSC),Supplies & Services,400,Advertising,P2001.45445,45445,Citizenship Photographic Services (Feb'13), 06/03/2013,P2 634685,£720.00,REV,Payment to an individual or sole trader,604047
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Gen Services to the Public,C15,COS Registrars (OSC),Premises Expenses,200,Floral Decorations,P2001.20250,20250,Floral Arrangement (Feb'13), 01/03/2013,P2 634687,"£1,060.00",REV,Chelsea Flowers,1121897
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Early Years (Formula),E30,CHS Golborne (OSF),Premises Expenses,200,Building Mtce,E1002.20010,20010,Cleaning Services for Centre, 01/03/2013,P2 634694,"£1,908.59",REV,Wetton Cleaning Services Ltd,807047
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Parks and Open Spaces,YL0,ELR Parks and Cemeteries (OSY),Premises Expenses,200,G Mtce Contract-Main works,Y2720.20800,20800,monthly grounds maintenance charges, 01/03/2013,P2 634696,"£172,729.31",REV,Quadron Services Ltd,774253
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Promoting Services,E42,FCS Ladbroke North SWT (OSF),Third Party Payments,500,S17 Assistance,S1731.54390,54390,YMCA, 08/03/2013,P2 634697,"£1,099.33",REV,Earls Court YMCA,601331
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,COS Concerto Orders (OSC),Premises Expenses,200,Responsive Mech & Electrical,S6190.20141,20141," CP9736 - To attend site over a weekend, drain system fit new filters on DHWS and blended outlets, c", 01/03/2013,P2 634722,"£4,400.00",REV,Reef Water Solutions,954338
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Early Help Services,E48,FCS Early Help (OSF),Supplies & Services,400,Internal Room Bookings,S1950.42155,42155,Provision of weekly Play Therapy and Filial Therapy for children and families and consultation with, 01/03/2013,P2 634723,"£1,130.00",REV,Payment to an individual or sole trader,883298
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,EY Outreach,E24,FCS Early Start (Golborne) (OSF),Employee Expenses,100,Training Expenses,S2236.19090,19090,Photo booth frame, 01/03/2013,P2 634728,"£1,916.66",REV,Booth Experience,1304282
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,EY Management & Admin,E23,FCS Early Start (Golborne) (OSF),Employee Expenses,100,Training Expenses,E1049.19090,19090,Master Practitioner NLPedia, 01/03/2013,P2 634729,£514.17,REV,NLP Academy Ltd,1280047
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,EY Management & Admin,E23,FCS Early Start (Golborne) (OSF),Employee Expenses,100,Training Expenses,E1049.19090,19090,NLP Applications for Business, 01/03/2013,P2 634730,"£9,000.00",REV,NLP Academy Ltd,1280047
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Supplies & Services,400,Activities,S1755.45050,45050,six sessions of horse riding activity jan-feb 2013, 07/03/2013,P2 634734,£625.00,REV,Westway Riding Stables,900480
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,ES Capital Codes,YCC,TTS Construction (OSY),Capital Code,003,Construction-Main Ctrctrs A/C,X5070.00090.TALRD12,00090,Talbot Road Improvement - Civil Works less materials (excluding street furniture), 08/03/2013,P2 634736,"£100,000.00",CAP,Balfour Beatty Workplace Ltd,1243825
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Road Safety & Travel Plan (OSY),Supplies & Services,400,Initiatives,Y7125.45370.CN12002,45370,Bike it officer 50% funding - shared with H&F, 08/03/2013,P2 634737,"£16,512.50",REV,Sustrans Ltd,602084
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS RBKC Connexions (OSF),Supplies & Services,400,Contingency,E6281.47210,47210,Team Certificate Qualifications, 07/03/2013,P2 634741,£585.00,REV,Prince's Trust,857394
The Royal Borough of Kensington and Chelsea,00AW,Planning & Borough Development,PBD,Ser Mgt & Spt Ser Post/Micro,P02,PBD P&D Management (OST),Third Party Payments,500,Consultants,T0200.54530,54530,Impact of Permitted Development 50% commissioning invoice, 06/03/2013,P2 634747,"£9,650.00",REV,Trends Business Research Ltd,1216156
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,ES Capital Codes,YCC,TTS Construction (OSY),Capital Code,003,Construction-Main Ctrctrs A/C,X5007.00090.PORTRD12,00090,Barlby Road Zebra Crossing - CDM Services, 01/03/2013,P2 634785,£600.00,CAP,Project Centre,601607
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Support Servs/Management,S70,ASC L&D (OSS),Employee Expenses,100,Training Expenses,S0021.19090,19090,"Safeguarding adults training ""assessing the alert"" for adult social care staff", 01/03/2013,P2 634789,£700.00,REV,Adjusting The Balance Ltd,1201955
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Cemeteries,YL2,ELR Parks and Cemeteries (OSY),Premises Expenses,200,Removal/Refixing-Headstones,Y2800.20870,20870,grave maintenance, 01/03/2013,P2 634791,"£1,451.00",REV,C J Jordan & Son Ltd,600060
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Support Servs/Management,S70,ASC L&D (OSS),Employee Expenses,100,Training Expenses,S0021.19090,19090,"Safeguarding adults training ""becoming an effective investigator"" for adult social care staff", 01/03/2013,P2 634792,"£1,270.00",REV,Huntersjoy Ltd,1125449
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Construction (OSY),Supplies & Services,400,Initiatives,Y7128.45370.CN12003,45370,Bus Stop Accessibility - Ladbroke Grove, 06/03/2013,P2 634799,"£8,041.21",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Construction (OSY),Supplies & Services,400,Initiatives,Y7128.45370.CN12003,45370,Bus Stop Accessibility - Kensington Park Road, 06/03/2013,P2 634800,"£4,633.32",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Community Safety & DIP,C27,COS Policy & Partnerships Unit (OSC),Third Party Payments,500,Police Community Sup Officers,P5751.54545,54545,Admin and HR support, 07/03/2013,P2 634801,"£30,000.00",REV,Mayor's Office For Policing And Crime,648907
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Mental Health,S13,ASC AMHP Early Interventn (OSS),Employee Expenses,100,Training Expenses,S5124.19090,19090,MHA Law Website Access for AMHP Dept, 08/03/2013,P2 634802,"£1,800.00",REV,MHA & MCA Law Ltd,983342
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,Exec-Licensing,YE3,TTS Licensing (OSY),Employee Expenses,100,Training Expenses,Y4030.19090,19090,Plan a safety event course - 3 attendees, 08/03/2013,P2 634807,£825.00,REV,Institute of Licensing (Events) Ltd,797812
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Contract Serv-Comm Equip (OSS),Balance Sheet Code,002,Payments,B2168.05471,05471,Web hosting, 08/03/2013,P2 634808,"£1,564.00",CAB,Creative Software Solutions (Europe) Ltd,1269887
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Construction (OSY),Supplies & Services,400,Initiatives,Y7128.45370.CN12003,45370,Bus Stop Accessibility - Kensington Church Street, 01/03/2013,P2 634809,"£5,094.57",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,T&H-Transportation & Rd Safety,YT6,TTS Construction (OSY),Supplies & Services,400,Initiatives,Y7128.45370.CN12003,45370,Bus Stop Accessibility - Chelsea Bridge Road, 06/03/2013,P2 634810,"£8,225.58",REV,J Murphy & Sons Ltd,611144
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS EBP (OSF),Supplies & Services,400,Subsistence (Yng Peoples Fund),E6260.43861,43861,apprenticeship programme, 28/03/2013,P2 635195,"£1,749.99",REV,Media 4 All,1280556
The Royal Borough of Kensington and Chelsea,00AW,Planning & Borough Development,PBD,Dc/Plan Info & Land Chgs,P04,PBD Registration (OST),Third Party Payments,500,Consultants,T0100.54530,54530,VOA Report- Commissioned by *******, 01/03/2013,P2 635198,"£7,500.00",REV,Valuation Office Agency,603785
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Corporate Finance (OSC),Balance Sheet Code,002,Other Sale Expenses,B4402.08456,08456,consultant fees for RTB valuation, 01/03/2013,P2 635202,£750.00,CAB,Cluttons,603514
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Support Servs/Management,S70,HHASC Service Management (OSS),Employee Expenses,100,Salaries Agency,S0019.12000,12000,31/01/2013 Wild Coast, 01/03/2013,P2 635206,"£4,400.00",REV,Wild Coast Contracting Services Ltd,1282526
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,YouthSupport&Development Ser,E07,FCS EBP (OSF),Third Party Payments,500,Consultants,E7124.54530,54530,Market Enterprise Project, 04/03/2013,P2 635225,"£4,500.00",REV,Enterprise Lab Ltd,1304059
The Royal Borough of Kensington and Chelsea,00AW,Transport & Technical Srvcs,TTS,Food and Training,YH2,TTS Operational Support (OSS),Supplies & Services,400,Materials Purchase-Educational,Y4115.40150,40150,Publication and Exam Papers, 01/03/2013,P2 635227,"£4,681.85",REV,Highfield Awarding Body for Compliance,1219929
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Information Systems,C02,COS ISD Support (OSC),Supplies & Services,400,Computer Software Maintenance,P4823.43040.REG,43040,SAP Business Objects Support and Maintenance Renewal: 1st April 2013 to 31st March 2014, 07/03/2013,P2 635231,"£13,255.50",REV,TAH Ltd,1210463
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Property Services,C11,COS FM Print & Mailroom Servic (OSC),Supplies & Services,400,Photocopier Hire / Mtce,P1053.40210,40210,"Oce (UK) Ltd charge Period 01-03-13 until 28-02-14 for TCS4 Scanner, TCS 500 Colour Printer (Large F", 01/03/2013,P2 635233,"£1,711.66",REV,Oce (UK) Ltd,600749
