Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
Oxfam,Phillips House,52 Goodge Street,London,W1T 4LZ,4613,Retailers - other,423685,FHRS,,,,Exempt,28/11/2017,False,10562,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13649,51.519247,15/04/2018,"(51.519247, -0.13649)",http://opendatacommunities.org/id/london-borough-council/camden
Guglee Modern Indian Restaurant,,279 West End Lane,London,NW6 1QS,1,Restaurant/Cafe/Canteen,426375,FHRS,5,10,5,4,30/09/2015,False,72592,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.191693,51.550604,15/04/2018,"(51.550604, -0.191693)",http://opendatacommunities.org/id/london-borough-council/camden
Pizza Sophia,,50 Tavistock Place,London,WC1H 9RG,7844,Takeaway/sandwich shop,1016144,FHRS,5,5,5,5,28/03/2017,False,182765,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125056,51.525656,15/04/2018,"(51.525656, -0.125056)",http://opendatacommunities.org/id/london-borough-council/camden
Patisserie Valerie,,24 Torrington Place,London,WC1E 7HJ,1,Restaurant/Cafe/Canteen,425654,FHRS,10,10,10,3,01/02/2017,False,58951,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.134126,51.521367,15/04/2018,"(51.521367, -0.134126)",http://opendatacommunities.org/id/london-borough-council/camden
Changs,,36-38 New Oxford Street,,WC1A 1EP,1,Restaurant/Cafe/Canteen,947388,FHRS,5,10,10,3,03/02/2017,False,82230,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125744,51.517321,15/04/2018,"(51.517321, -0.125744)",http://opendatacommunities.org/id/london-borough-council/camden
Everyman Cafe,Everyman Cinema,Holly Bush Vale,London,NW3 6TX,1,Restaurant/Cafe/Canteen,424261,FHRS,0,5,0,5,09/08/2017,False,21528,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.179041,51.556451,15/04/2018,"(51.556451, -0.179041)",http://opendatacommunities.org/id/london-borough-council/camden
Seven Acres Farm,Bloomsbury Market,Malet Street,London,,7844,Takeaway/sandwich shop,1029696,FHRS,10,5,5,4,25/01/2018,False,194152,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Prince of Wales,,53 Highgate High Street,London,N6 5JX,7843,Pub/bar/nightclub,1006878,FHRS,5,5,10,4,02/10/2017,False,193419,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.149011,51.5709,15/04/2018,"(51.5709, -0.149011)",http://opendatacommunities.org/id/london-borough-council/camden
Mani's,,12 Perrin's Court,,NW3 1QS,1,Restaurant/Cafe/Canteen,426103,FHRS,10,5,10,3,18/05/2015,False,66625,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.177772,51.555712,15/04/2018,"(51.555712, -0.177772)",http://opendatacommunities.org/id/london-borough-council/camden
The Fields Beneath,Site At 52 And 52a,Prince Of Wales Road,,NW5 3LR,1,Restaurant/Cafe/Canteen,708533,FHRS,0,5,10,4,05/06/2017,False,75876,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.146939,51.547334,15/04/2018,"(51.547334, -0.146939)",http://opendatacommunities.org/id/london-borough-council/camden
Hotel Chocolat,,26 Tottenham Court Road,,W1T 1BJ,4613,Retailers - other,1019603,FHRS,0,0,5,5,15/11/2017,False,83787,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.132214,51.517705,15/04/2018,"(51.517705, -0.132214)",http://opendatacommunities.org/id/london-borough-council/camden
Capital Foods,,13 Kentish Town Road,London,NW1 8NH,4613,Retailers - other,425495,FHRS,0,10,0,4,08/08/2016,False,56715,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142576,51.539711,15/04/2018,"(51.539711, -0.142576)",http://opendatacommunities.org/id/london-borough-council/camden
Costa Coffee,,257-259 Gray's Inn Road,,WC1X 8QT,1,Restaurant/Cafe/Canteen,470867,FHRS,5,0,0,5,10/11/2017,False,74165,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.120008,51.528875,15/04/2018,"(51.528875, -0.120008)",http://opendatacommunities.org/id/london-borough-council/camden
Burger King,,126 Camden High Street,London,NW1 0LU,1,Restaurant/Cafe/Canteen,424090,FHRS,0,5,0,5,28/10/2016,False,20305,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.14118,51.537522,15/04/2018,"(51.537522, -0.14118)",http://opendatacommunities.org/id/london-borough-council/camden
Scribbler,,119 Kingsway,London,WC2B 6PA,4613,Retailers - other,964218,FHRS,,,,Exempt,12/04/2017,False,80782,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.120373,51.516869,15/04/2018,"(51.516869, -0.120373)",http://opendatacommunities.org/id/london-borough-council/camden
ITSU,,53-54 Tottenham Court Road,,W1T 2EJ,7844,Takeaway/sandwich shop,610998,FHRS,0,5,0,5,08/06/2017,False,77668,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.133482,51.519487,15/04/2018,"(51.519487, -0.133482)",http://opendatacommunities.org/id/london-borough-council/camden
Donmar Warehouse Theatre,,41 Earlham Street,London,WC2H 9LD,1,Restaurant/Cafe/Canteen,423939,FHRS,5,5,10,4,01/06/2017,False,14788,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126358,51.513969,15/04/2018,"(51.513969, -0.126358)",http://opendatacommunities.org/id/london-borough-council/camden
Salt Yard,,54 Goodge Street,London,W1T 4NA,1,Restaurant/Cafe/Canteen,907773,FHRS,,,,0,05/12/2017,False,1595,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13654,51.519213,15/04/2018,"(51.519213, -0.13654)",http://opendatacommunities.org/id/london-borough-council/camden
Saatchi & Saatchi,,80 Charlotte Street,,W1T 4QP,1,Restaurant/Cafe/Canteen,759387,FHRS,5,10,10,3,09/03/2015,False,83443,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.137025,51.520972,15/04/2018,"(51.520972, -0.137025)",http://opendatacommunities.org/id/london-borough-council/camden
Lantana Out,,14 Charlotte Place,London,W1T 1SW,1,Restaurant/Cafe/Canteen,426330,FHRS,0,10,0,4,12/09/2017,False,71714,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13601,51.519014,15/04/2018,"(51.519014, -0.13601)",http://opendatacommunities.org/id/london-borough-council/camden
Valencia Cafe Restaurant Ltd,,74 Marchmont Street,London,WC1N 1AB,1,Restaurant/Cafe/Canteen,426495,FHRS,10,10,10,3,28/03/2017,False,8811,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125181,51.525397,15/04/2018,"(51.525397, -0.125181)",http://opendatacommunities.org/id/london-borough-council/camden
Scoop,,40 Shorts Gardens,London,WC2H 9AB,7839,Manufacturers/packers,425391,FHRS,5,10,5,4,29/08/2017,False,55226,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125208,51.514571,15/04/2018,"(51.514571, -0.125208)",http://opendatacommunities.org/id/london-borough-council/camden
Baxter Storey (Ground Floor) Mid City Place,,71 High Holborn,,WC1V 6EA,1,Restaurant/Cafe/Canteen,425627,FHRS,0,0,0,5,28/03/2017,False,58472,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.116112,51.518481,15/04/2018,"(51.518481, -0.116112)",http://opendatacommunities.org/id/london-borough-council/camden
The Meat Bar,,301 West End Lane,London,NW6 1RD,7844,Takeaway/sandwich shop,939482,FHRS,10,10,10,3,21/12/2016,False,182983,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.192198,51.551313,15/04/2018,"(51.551313, -0.192198)",http://opendatacommunities.org/id/london-borough-council/camden
Tea & Glory,Unit 5,29 Chalk Farm Road,London,NW1 8AJ,4613,Retailers - other,1016170,FHRS,5,5,5,5,14/11/2017,False,183740,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.148285,51.542931,15/04/2018,"(51.542931, -0.148285)",http://opendatacommunities.org/id/london-borough-council/camden
Delice de France,"Unit 7, Kings Cross Station",Euston Road,London,N1 9AP,7844,Takeaway/sandwich shop,424985,FHRS,10,5,5,4,28/04/2008,False,43223,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,-0.097915,51.538363,15/04/2018,"(51.538363, -0.097915)",http://opendatacommunities.org/id/london-borough-council/camden
McDonald's,,293-295 Kentish Town Road,London,NW5 2TJ,1,Restaurant/Cafe/Canteen,423906,FHRS,0,5,5,5,18/12/2017,False,14393,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.141189,51.550399,15/04/2018,"(51.550399, -0.141189)",http://opendatacommunities.org/id/london-borough-council/camden
Leverton Stores,,50 Leverton Street,London,NW5 2PG,4613,Retailers - other,424605,FHRS,10,15,10,2,23/10/2017,False,2800,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139367,51.552627,15/04/2018,"(51.552627, -0.139367)",http://opendatacommunities.org/id/london-borough-council/camden
Moonlight Cafe,,231 Brecknock Road,London,N19 5AA,1,Restaurant/Cafe/Canteen,423869,FHRS,0,0,5,5,27/03/2018,False,14069,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Bread and Crumbs,,160 Clerkenwell Road,,EC1R 5DU,1,Restaurant/Cafe/Canteen,849907,FHRS,10,10,10,3,19/02/2016,False,82565,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.110913,51.5222,15/04/2018,"(51.5222, -0.110913)",http://opendatacommunities.org/id/london-borough-council/camden
Pod,Maxclif House,5-7 Tottenham Street,London,W1T 2AG,1,Restaurant/Cafe/Canteen,426341,FHRS,0,5,0,5,08/08/2017,False,71794,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.134936,51.520598,15/04/2018,"(51.520598, -0.134936)",http://opendatacommunities.org/id/london-borough-council/camden
Saucy Restaurant,,59 Marchmont Street,London,WC1N 1AP,1,Restaurant/Cafe/Canteen,998777,FHRS,5,5,5,5,31/05/2017,False,183495,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.125442,51.525051,15/04/2018,"(51.525051, -0.125442)",http://opendatacommunities.org/id/london-borough-council/camden
Youth Hostel Association,,79-81 Euston Road,London,NW1 2QE,7842,Hotel/bed & breakfast/guest house,426391,FHRS,0,0,0,5,13/01/2017,False,7314,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.126203,51.528615,15/04/2018,"(51.528615, -0.126203)",http://opendatacommunities.org/id/london-borough-council/camden
Globe Lawn Tennis Club Bar,,190a Haverstock Hill,London,NW3 2AL,7843,Pub/bar/nightclub,759316,FHRS,5,10,10,3,22/04/2015,False,68289,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.163899,51.550705,15/04/2018,"(51.550705, -0.163899)",http://opendatacommunities.org/id/london-borough-council/camden
University of the Arts,,272 High Holborn,London,WC1V 7NE,7845,School/college/university,425976,FHRS,10,10,10,3,15/12/2016,False,62670,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.11826,51.517312,15/04/2018,"(51.517312, -0.11826)",http://opendatacommunities.org/id/london-borough-council/camden
The Old Oak,,1 Mansfield Road,London,NW3 2JD,7843,Pub/bar/nightclub,423974,FHRS,0,5,0,5,03/02/2017,False,1703,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.151338,51.554813,15/04/2018,"(51.554813, -0.151338)",http://opendatacommunities.org/id/london-borough-council/camden
Al- Habiib Food Centre,,100 Queen's Crescent,,NW5 4DY,4613,Retailers - other,688210,FHRS,10,10,10,3,28/05/2014,True,80883,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.151159,51.549963,15/04/2018,"(51.549963, -0.151159)",http://opendatacommunities.org/id/london-borough-council/camden
Leon,,77 Kingsway,,WC2B 6SR,1,Restaurant/Cafe/Canteen,781858,FHRS,5,0,0,5,06/07/2017,False,83388,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.119723,51.51584,15/04/2018,"(51.51584, -0.119723)",http://opendatacommunities.org/id/london-borough-council/camden
Greenberry cafe,,101 Regent's Park Road,,NW1 8UR,1,Restaurant/Cafe/Canteen,551140,FHRS,10,10,5,3,18/10/2017,False,75798,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.156334,51.542194,15/04/2018,"(51.542194, -0.156334)",http://opendatacommunities.org/id/london-borough-council/camden
Danish Catering,,77E King Henry's Road,London,NW3 3QU,7839,Manufacturers/packers,424819,FHRS,5,10,10,3,15/02/2018,False,35507,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.160989,51.542276,15/04/2018,"(51.542276, -0.160989)",http://opendatacommunities.org/id/london-borough-council/camden
Bloc Bar,,18 Kentish Town Road,,NW1 9NX,7843,Pub/bar/nightclub,925812,FHRS,5,5,10,4,27/10/2016,False,84294,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142135,51.539911,15/04/2018,"(51.539911, -0.142135)",http://opendatacommunities.org/id/london-borough-council/camden
The Refinery At Brook Street,,10 Brock Street,,NW1 3FG,7843,Pub/bar/nightclub,973279,FHRS,10,10,0,4,15/05/2017,False,82882,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.14004,51.52586,15/04/2018,"(51.52586, -0.14004)",http://opendatacommunities.org/id/london-borough-council/camden
Mayfair Carering At Rcoa,Churchill House,35 Red Lion Square,,WC1R 4SG,7844,Takeaway/sandwich shop,985341,FHRS,0,5,0,5,06/07/2017,False,83662,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.119676,51.519448,15/04/2018,"(51.519448, -0.119676)",http://opendatacommunities.org/id/london-borough-council/camden
Harmood Children Centre,Harmood Community Centre,1 Forge Place,London,NW1 8DQ,5,Hospitals/Childcare/Caring Premises,425414,FHRS,5,5,0,5,17/02/2017,False,55583,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,-0.148534,51.545354,15/04/2018,"(51.545354, -0.148534)",http://opendatacommunities.org/id/london-borough-council/camden
Noble Rot Winebar & Restuarnte,Restaurant And Premises At Basement Ground And 1st Floor Rear,51 Lamb's Conduit Street,London,WC1N 3NB,1,Restaurant/Cafe/Canteen,998755,FHRS,5,10,5,4,22/01/2018,False,181678,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.118791,51.522004,15/04/2018,"(51.522004, -0.118791)",http://opendatacommunities.org/id/london-borough-council/camden
Starr Pharmacy,,81 Gray's Inn Road,London,WC1X 8TP,4613,Retailers - other,424224,FHRS,,,,Exempt,18/01/2017,False,21164,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.114497,51.52269,15/04/2018,"(51.52269, -0.114497)",http://opendatacommunities.org/id/london-borough-council/camden
The Honourable  Society of Lincoln’s Inn (Main Kitchen),Lincoln's Inn,Lincoln's Inn Fields,London,WC2A 3TL,1,Restaurant/Cafe/Canteen,611005,FHRS,0,5,0,5,06/10/2017,False,78791,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.114495,51.51644,15/04/2018,"(51.51644, -0.114495)",http://opendatacommunities.org/id/london-borough-council/camden
Pure,,179 Camden High Street,London,NW1 7JY,7844,Takeaway/sandwich shop,973267,FHRS,,,,5,22/08/2017,False,181108,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142644,51.538411,15/04/2018,"(51.538411, -0.142644)",http://opendatacommunities.org/id/london-borough-council/camden
St Pancras Renaissance Hotel,St Pancras Renaissance Hotel,Euston Road,London,NW1 2AR,7842,Hotel/bed & breakfast/guest house,583253,FHRS,,,,5,27/11/2017,False,67637,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.126255,51.529812,15/04/2018,"(51.529812, -0.126255)",http://opendatacommunities.org/id/london-borough-council/camden
Bargin Booze,,108 Robert Street,London,NW1 3QP,4613,Retailers - other,952260,FHRS,0,0,0,5,03/03/2017,False,183510,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.143501,51.528683,15/04/2018,"(51.528683, -0.143501)",http://opendatacommunities.org/id/london-borough-council/camden
Black Murphy Ltd,Arthouse,1 York Way,London,N1C 4AW,1,Restaurant/Cafe/Canteen,993177,FHRS,15,5,10,2,25/07/2017,False,180167,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.122698,51.536355,15/04/2018,"(51.536355, -0.122698)",http://opendatacommunities.org/id/london-borough-council/camden
The H Pod,,Cumberland Market,London,,1,Restaurant/Cafe/Canteen,425334,FHRS,5,0,5,5,23/03/2010,False,54297,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.142501,51.529629,15/04/2018,"(51.529629, -0.142501)",http://opendatacommunities.org/id/london-borough-council/camden
Tesco Express,,44-46 England's Lane,London,NW3 4UE,7840,Retailers - supermarkets/hypermarkets,425081,FHRS,0,5,0,5,13/01/2015,False,47138,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.162485,51.545951,15/04/2018,"(51.545951, -0.162485)",http://opendatacommunities.org/id/london-borough-council/camden
Starbucks Coffee Co,Lock Keepers Cottage,289 Camden High Street,London,NW1 7BX,1,Restaurant/Cafe/Canteen,426526,FHRS,5,5,0,5,07/06/2017,False,935,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.144791,51.540933,15/04/2018,"(51.540933, -0.144791)",http://opendatacommunities.org/id/london-borough-council/camden
Turtles Nursery,"Unit 47, Dudley Court",36 Endell Street,,WC2H 9RF,5,Hospitals/Childcare/Caring Premises,688200,FHRS,0,5,10,4,19/05/2017,False,79663,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.124726,51.515453,15/04/2018,"(51.515453, -0.124726)",http://opendatacommunities.org/id/london-borough-council/camden
Vini Vivi,,35 Mill Lane,,NW6 1NB,1,Restaurant/Cafe/Canteen,708529,FHRS,5,5,5,5,30/09/2014,False,73781,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.197641,51.552047,15/04/2018,"(51.552047, -0.197641)",http://opendatacommunities.org/id/london-borough-council/camden
My Local,,63-69 New Oxford Street,London,WC1A 1DG,4613,Retailers - other,865573,FHRS,5,10,5,4,05/04/2016,False,180048,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.128417,51.516456,15/04/2018,"(51.516456, -0.128417)",http://opendatacommunities.org/id/london-borough-council/camden
Pizza Express,"Unit 7b, The O2 Centre",255 Finchley Road,,NW3 6LU,1,Restaurant/Cafe/Canteen,1003623,FHRS,5,0,0,5,06/09/2017,False,83439,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.181428,51.547955,15/04/2018,"(51.547955, -0.181428)",http://opendatacommunities.org/id/london-borough-council/camden
Camden Bakery,,94 Camden High Street,London,NW1 0LT,4613,Retailers - other,950012,FHRS,15,5,10,2,23/02/2017,False,183397,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.140332,51.536744,15/04/2018,"(51.536744, -0.140332)",http://opendatacommunities.org/id/london-borough-council/camden
