Body,Body name,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,10-Jan-2011,1101-00129,2187.90,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Jan-2011,1101-00130,648.26,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,17-Jan-2011,1101-00131,470.96,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,18-Jan-2011,1101-00132,7741.65,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,24-Jan-2011,1101-00133,2452.02,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Jan-2011,1101-00134,663.00,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25-Jan-2011,1101-00135,623.34,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,26-Jan-2011,1101-00136,4136.16,R,Affinity Trust North Divisional Office
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Supplies and Services,Office Consumables,210,17-Jan-2011,1101-00137,-1069.32,R,AFS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Supplies and Services,Office Consumables,210,17-Jan-2011,1101-00138,1069.32,R,AFS
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Other Childrens And Families Services,Third Party Payments,Adoptions - Allowances,560,13-Jan-2011,1101-00139,5350.00,R,After Adoption
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00140,1673.56,R,AFTON COURT RETIREMEMNT HOME
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,04-Jan-2011,1101-00141,2051.72,R,Age Concern Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,07-Jan-2011,1101-00142,4500.00,R,Age Concern Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Home Care,568,13-Jan-2011,1101-00143,26174.00,R,Age Concern Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,28-Jan-2011,1101-00144,4500.00,R,Age Concern Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,31-Jan-2011,1101-00145,4165.98,R,Age Concern Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,06-Jan-2011,1101-00146,76219.83,R,AGGREGATE INDUSTRIES UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,CONSTRUCTION,3,21-Jan-2011,1101-00147,20679.00,C,AGGREGATE INDUSTRIES UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,28-Jan-2011,1101-00148,25310.00,R,AGGREGATE INDUSTRIES UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,19-Jan-2011,1101-00149,5626.84,R,Agricola House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,14-Jan-2011,1101-00150,1886.76,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,14-Jan-2011,1101-00151,3397.18,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,17-Jan-2011,1101-00152,2472.80,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,18-Jan-2011,1101-00153,2871.26,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,18-Jan-2011,1101-00154,675.00,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,21-Jan-2011,1101-00155,2505.00,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Leeds Community Equip Store Pooled Budgt,Supplies and Services,Other Equipment,203,24-Jan-2011,1101-00156,2475.80,R,AIDAPT BATHROOMS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,20-Jan-2011,1101-00157,500.00,R,Ainge R and V
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Operational Furniture And Equipment,203,19-Jan-2011,1101-00158,529.08,R,AIR LIQUIDE UK
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Jan-2011,1101-00159,3085.48,R,AIRE HOUSE
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Regeneration,Supplies and Services,Non-Recurring Grants,227,28-Jan-2011,1101-00160,7211.00,R,AIRE VALLEY HOMES LEEDS
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,14-Jan-2011,1101-00161,1895.00,R,Aire Valley Landscaping Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,CONSTRUCTION,3,17-Jan-2011,1101-00162,942.50,C,Aire Valley Landscaping Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Housing Services,Premises,Estate Walkabout,114,17-Jan-2011,1101-00163,485.00,R,Aire Valley Landscaping Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,CONSTRUCTION,3,21-Jan-2011,1101-00164,8275.00,C,Aire Valley Landscaping Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Customer And Tenancy,Premises,General Maintenance,104,12-Jan-2011,1101-00165,585.00,R,Aire Valley Tree Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West North West  Homes Leeds,West - North West,Customer And Tenancy,Premises,General Maintenance,104,19-Jan-2011,1101-00166,1495.00,R,Aire Valley Tree Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00167,16124.34,R,Aire View Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,19-Jan-2011,1101-00168,1342.80,R,Aire View Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00169,5106.00,R,Aire View Residential Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00170,41357.19,R,AIREDALE (GOLDSBOROUGH)
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,13-Jan-2011,1101-00171,1104.50,R,Aitkens Sportsturf Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-00172,1365.98,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-00173,770.75,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-00174,920.00,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Jan-2011,1101-00175,996.46,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,07-Jan-2011,1101-00176,807.50,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,18-Jan-2011,1101-00177,1609.63,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,18-Jan-2011,1101-00178,819.09,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,East North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,18-Jan-2011,1101-00179,920.00,R,AJM FIXINGS & POWER TOOLS LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Support Services,MSCLLANEOUS - COUNSELS' FEES,702,05-Jan-2011,1101-00180,4600.00,R,Alan Evans
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Support Services,MSCLLANEOUS - COUNSELS' FEES,702,07-Jan-2011,1101-00181,1000.00,R,Alan Evans
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Transport,External Hire -Occasional,304,20-Jan-2011,1101-00182,594.00,R,ALAN THOMPSON TRANSPORT
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Supplies and Services,Computer Software & Equipment,214,28-Jan-2011,1101-00183,530.00,R,ALBANY SOFTWARE LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Transport,Plant Hire - By Directorate,305,13-Jan-2011,1101-00184,1093.29,R,Albury Asset Rentals Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Transport,Plant Hire - By Directorate,305,13-Jan-2011,1101-00185,-1093.29,R,Albury Asset Rentals Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Transport,Plant Hire - By Directorate,305,27-Jan-2011,1101-00186,1093.29,R,Albury Asset Rentals Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,25-Jan-2011,1101-00187,683.80,R,ALCONTROL UK LTD
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00188,13853.75,R,ALEXANDER RESIDENTIAL HOME
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,19-Jan-2011,1101-00189,1162.72,R,ALEXANDER RESIDENTIAL HOME
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Jan-2011,1101-00190,1238.52,R,ALEXANDER RESIDENTIAL HOME
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,19-Jan-2011,1101-00191,1256.20,R,ALEXANDRA COURT
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,19-Jan-2011,1101-00192,8361.76,R,ALEXANDRA COURT
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,21-Jan-2011,1101-00193,667.00,R,Alfies Boarding Kennels
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Supplies and Services,Other Hired And Contracted Services,265,25-Jan-2011,1101-00194,667.00,R,Alfies Boarding Kennels
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Property Management,Premises,Maintenance Of Buildings,101,04-Jan-2011,1101-00195,2464.44,R,Alfred Bagnall & Sons (Leeds) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Civic And Community Buildings,Capital,CONSTRUCTION,3,21-Jan-2011,1101-00196,836.98,C,Alfred Bagnall & Sons (Leeds) Ltd
