Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Photocopiers,40,CANON (UK) LIMITED,A0040400, 16/06/2016,HED0272072,87.73,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,CANON (UK) LIMITED,A0040400, 09/06/2016,HED0271871,91.03,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Printing & Stationery,43,CANON (UK) LIMITED,A0040400, 02/06/2016,MAN0271539,140.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,44,CAPITA TREASURY SERVICES LIMITED,A0055209, 16/06/2016,AAS0272149,5000,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,CB EXCAVATORS LTD,A0000396, 02/06/2016,HED0271597,2000,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,CB EXCAVATORS LTD,A0000396, 02/06/2016,HED0271597,2394,N,N/A,N,N/A
Pendle Borough Council,Information Services,Supplies and Services,Other Expenses,47,CDW LIMITED,A0001664, 16/06/2016,ITS0272050,290,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,CERTAS ENERGY UK T/A TOWNSON BROS,A0005683, 09/06/2016,OPS0271755,87.3,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,CERTAS ENERGY UK T/A TOWNSON BROS,A0005683, 09/06/2016,OPS0271755,107.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Diesel Oil,32,CERTAS ENERGY UK T/A TOWNSON BROS,A0005683, 09/06/2016,OPS0271755,1551.3,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,CHIPSIDE LTD,A0068587, 02/06/2016,HED0271600,257.21,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),44,CHIPSIDE LTD,A0068587, 02/06/2016,HED0271662,329.46,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 09/06/2016,HED0271907,39.57,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 02/06/2016,HED0271661,55.51,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,47,CHIPSIDE LTD,A0068587, 02/06/2016,HED0271599,144.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,CHRIST CHURCH COLNE,A0081344, 23/06/2016,AAS0272170,100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090792, 09/06/2016,OPS0271754,25,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Training,12,REDACTED - PERSONAL DATA,A0058486, 02/06/2016,PER0271672,70.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 02/06/2016,OPS0271586,75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 30/06/2016,OPS0272403,75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 30/06/2016,OPS0272396,300,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 30/06/2016,OPS0272404,320,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 09/06/2016,OPS0271756,2550,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,40,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 30/06/2016,OPS0272403,3300,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 30/06/2016,OPS0272395,230,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272284,21.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272285,31.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272291,120.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272293,66.7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272288,86.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272290,136.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272292,42.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272274,115.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272287,60.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272283,64.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272286,42.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272282,25.15,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272281,146.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,22,CORONA ENERGY,A0069539, 16/06/2016,AAS0272277,101.85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,CPC PROP & GARDENING SERV LTD,A0011770, 02/06/2016,PCO0271548,425,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,CPC PROP & GARDENING SERV LTD,A0011770, 02/06/2016,PCO0271548,2160,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,CPC PROP & GARDENING SERV LTD,A0011770, 02/06/2016,HMR0271650,580,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,CPC PROP & GARDENING SERV LTD,A0011770, 23/06/2016,HMR0272250,960,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,CROSBY & PERRIN BUSINESS SOLUTIONS LIMITED,A0090742, 23/06/2016,OPS0272155,177.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,CROSBY & PERRIN BUSINESS SOLUTIONS LIMITED,A0090742, 23/06/2016,OPS0272156,641.19,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,CROSBY & PERRIN BUSINESS SOLUTIONS LIMITED,A0090742, 23/06/2016,OPS0272155,71.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,CROSBY & PERRIN BUSINESS SOLUTIONS LIMITED,A0090742, 23/06/2016,OPS0272155,33.5,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,EFM : Other Equipment,40,CYCLESCHEME LTD,A0072578, 09/06/2016,PER0271879,49.99,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,EFM : Other Equipment,40,CYCLESCHEME LTD,A0072578, 09/06/2016,PER0271879,457.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Renewals & Repairs Fund,48,CYCLING DEVELOPMENT PENDLE PARTNERSHIP,A0090830, 30/06/2016,PCO0272378,2149,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,12,DBS,A0072958, 28/06/2016,AAS0272487,308,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,93,DBS,A0072958, 28/06/2016,AAS0272487,484,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,DERBYSHIRE SPECIALIST AGGREGATES,A0090768, 09/06/2016,HED0271769,198.6,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,93,DEVONSHIRE SOLICITORS,A0081056, 09/06/2016,PBC0271805,97,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,47,DEWHURST DECORATING SUPPLIES,A0000879, 30/06/2016,REG0272424,33.86,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,DICK LEIGH,A0001675, 23/06/2016,PCO0272268,7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,DICK LEIGH,A0001675, 09/06/2016,PCO0271723,10.92,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,DICK LEIGH,A0001675, 23/06/2016,PCO0272268,13.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,DICK LEIGH,A0001675, 09/06/2016,PCO0271723,82.32,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,DICK LEIGH,A0001675, 23/06/2016,PCO0272268,71.9,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Lubricants,32,DICK LEIGH,A0001675, 09/06/2016,PCO0271723,176.8,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,DICK LEIGH,A0001675, 23/06/2016,PCO0272268,28.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,DIOCESE OF LEEDS ST JOSEPHS BARNOLDSWICK,A0090262, 23/06/2016,AAS0272171,200,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Consultants Fees,44,DLP PLANNING LTD,A0061134, 09/06/2016,PBC0271749,1046.75,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,DOREEN STROUD,A0090800, 09/06/2016,REG0271790,50,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,DRAIN BUSTERS,A0021656, 23/06/2016,ENV0272152,65,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 02/06/2016,OPS0271640,106.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 23/06/2016,OPS0272135,266.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 09/06/2016,OPS0271715,427.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 30/06/2016,OPS0272399,427.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 02/06/2016,OPS0271640,534,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 09/06/2016,OPS0271715,534,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 23/06/2016,OPS0272131,854.4,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,DRIVER HIRE,A0003556, 23/06/2016,OPS0272135,907.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,DUAL ENERGY DIRECT LIMITED,A0090544, 23/06/2016,AAS0272302,9.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,DUAL ENERGY DIRECT LIMITED,A0090544, 03/06/2016,AAS0271779,19.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,DUAL ENERGY DIRECT LIMITED,A0090544, 03/06/2016,AAS0271780,25.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,DUAL ENERGY DIRECT LIMITED,A0090544, 03/06/2016,AAS0271781,100,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,DX NETWORK SERVICES LIMITED,A0011509, 02/06/2016,DAL0271697,185.63,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Seminars etc All Costs,46,DYSONS FRAMING LIMITED,A0090819, 16/06/2016,REG0272014,687.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,E.ON,A0023073, 09/06/2016,HED0271909,57.23,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,E.ON,A0023073, 09/06/2016,HED0271910,72.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,E.ON,A0023073, 02/06/2016,AAS4005059,-1.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,E.ON,A0023073, 02/06/2016,AAS0271684,9.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,E.ON,A0023073, 09/06/2016,AAS0271850,1.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,E.ON,A0023073, 30/06/2016,EST0272438,26.19,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,E.ON,A0023073, 02/06/2016,EST0271665,34.39,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,E.ON UK PLC,A0044040, 09/06/2016,EST0271920,253.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,EARBY & KELBROOK SR CITIZEN WELFARE,A0001024, 23/06/2016,AAS0272208,150,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rates,24,EARBY & SALTERFORTH INTERNAL DRAINAGE BOARD,A0085348, 30/06/2016,AAS0272441,7003.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,EARBY COMMUNITY CENTRE,A0001015, 23/06/2016,AAS0272209,20,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Allowance,46,EARBY COMMUNITY MINI-BUS,A0018380, 02/06/2016,DAL0271709,100,Y,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Seminars etc All Costs,46,EIGHT IMAGING,A0057511, 23/06/2016,REG0272224,180,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,ELECTORAL REFORM SERVICES,A0041321, 23/06/2016,DAL0272346,6330.69,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,ELECTORAL REFORM SERVICES,A0041321, 23/06/2016,DAL0272346,7901.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ELECTORAL REFORM SERVICES,A0041321, 23/06/2016,DAL0272346,2829.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ELECTORAL REFORM SERVICES,A0041321, 23/06/2016,DAL0272346,3395.24,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,ELIZA MOWE,A0068156, 23/06/2016,DAL0272382,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Protective Clothing,42,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 30/06/2016,OPS0272347,40.35,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Protective Clothing,42,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 30/06/2016,OPS0272347,63.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 16/06/2016,PCO0271961,36.49,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Protective Clothing,42,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 30/06/2016,REG0272425,27,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 02/06/2016,OPS4005056,-50.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 02/06/2016,OPS0271669,10.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271712,22.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271713,27.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 02/06/2016,OPS0271669,27.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271713,49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,AAS0271921,50.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 02/06/2016,OPS0271669,50.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,64.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,64.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,64.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,64.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,74.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,74.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271783,74.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271712,75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271712,76,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271712,76,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,OPS0271712,76,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Stock : Purchases,PJ,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 09/06/2016,PCO0271730,80.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,EUROPEAN FOOD BROKERS T/A JOHN STEPHENSON,A0076872, 02/06/2016,DAL0271698,164.74,N,N/A,N,N/A
