Account Name,Business Address 1,Business Address 2,Business Address 3,Business Address 4,Business Address 5,Business Post Code,Property Description,Rates Payable 17/18,Transitional Amount,Liable From,2017 Rateable Value,Account Type,Small Business Relief,Mandatory Relief,Discretionary Relief,Top Up Discretionary Relief,Exempt Property,VO reference
ACTAVO BUILDING SOLUTIONS (UK) LIMITED,Unit 1 Calder Close,(Ground & First Floors),Calder Park,Wakefield,West Yorkshire,WF4  3BA,Offices & Premises,"£15,550.92","£6,114.42",03/08/2016,20250,Occupied,,,,,,3701634321
ACTIVE SOLUTIONS LTD,2 Laburnum Road,Wakefield,West Yorkshire,,,WF1  3QS,Offices & Premises,£0.00,,30/04/2004,5100,Occupied,Yes,,,,,2418570020
ACTON JENNINGS LLP,53 Westfield Road,Horbury,Wakefield,West Yorkshire,,WF4  6HU,Offices & Premises,£0.00,,06/03/2006,7900,Occupied,Yes,,,,,2908950530
ACUMEN WASTE SERVICES LIMITED,Acumen House,Headlands Lane,Knottingley,West Yorkshire,,WF11 0LA,Offices & Premises,"£19,818.65",,01/04/2015,44000,Occupied,,,,,,2005271234
ACXIOM LIMITED,White Rose Technology,Centre,Don Pedro Avenue,Normanton,West Yorkshire,WF6  1TD,Offices & Premises,"£101,119.78","£21,126.78",01/12/2004,167000,Occupied,,,,,,2703190000
AD CONSULTANTS LIMITED,5 Bank Street,Ossett,West Yorkshire,,,WF5  8PS,Shop & Premises,£0.00,,16/03/2015,10000,Occupied,Yes,,,,,3300600900
ADAM PLAICE LIMITED,6 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SE,Shop & Premises,£0.00,£0.00,15/08/2017,6800,Occupied,Yes,,,,,0800300061
ADECCO (UK) LIMITED,Suite 2 Second Floor,1-3 Bull Ring,Wakefield,West Yorkshire,,WF1  1HB,Offices & Premises,"£3,949.44",£361.24,12/05/2005,7700,Occupied,,,,,,2404807139
ADEPT CONCRETE CUTTING LIMITED,Unit 6 (G/flr. & F/flr.),Enterprise Business Park,Mortimer Rise,Ossett,West Yorkshire,WF5  9JH,Warehouse & Premises,£928.74,-£252.59,30/06/2014,12500,Occupied,Yes,,,,,3310600606
ADJUSTOPEN LIMITED T/A SOLUTIONS RECRUITME,13 Wood Street,Wakefield,West Yorkshire,,,WF1  2EL,Shop & Premises,"£9,083.71","£2,093.71",01/04/2017,15000,Occupied,,,,,,2437371150
ADM MILLING LIMITED,Kings Mill,Forge Hill Lane,Knottingley,West Yorkshire,,WF11 8HR,Flour Mill & Premises,"£86,747.60","£12,981.60",01/04/2003,154000,Occupied,,,,,,2004009050
ADMEDIA LIMITED,Advertising Rights,Ferrybridge Services,Cattlelaith Lane,Knottingley,West Yorkshire,WF11 0AA,Advertising Right,"£2,105.09","-£1,178.07",01/04/2003,7200,Occupied,,,,,,2001859090
ADMEDIA LIMITED,Unit A4,Whitwood Enterprise Park,Speedwell Road,Castleford,,WF10 5TT,Warehouse & Premises,"£3,344.80",,26/11/2015,7400,Occupied,,,,,,2619239040
ADMIRAL TAVERNS PICADILLY LTD,Shepherds Arms,Cluntergate,Horbury,Wakefield,West Yorkshire,WF4  5DA,Public House & Premises,-£0.01,£0.00,23/06/2017,26000,Unoccupied,,,,,Yes,2901809080
ADP SAFETY SUPPLIES LIMITED,Unit B10,Whitwood Enterprise Park,Speedwell Road,Castleford,,WF10 5PX,Warehouse & Premises,£0.00,-£305.21,06/04/2009,11000,Occupied,Yes,,,,,2619239100
ADVANCED CLIMATE CONTROL LIMITED,Office 1 At Suite 2,International House,Trinity Business Park,Waldorf Way,Wakefield,WF2  8EF,Offices & Premises,£0.00,-£218.06,01/02/2014,4250,Occupied,Yes,,,,,2477550102
ADVANCED DIESEL ENGINEERING LTD,Unit 14,Langthwaite Business Park,South Kirkby,Pontefract,West Yorkshire,WF9  3AP,Factory & Premises,"£107,503.05","£1,644.05",23/12/2003,221000,Occupied,,,,,,1004340014
ADVANCED DOOR SOLUTIONS LIMITED,19 Hill Top,Knottingley,West Yorkshire,,,WF11 8EX,Shop & Premises,£0.00,,01/02/2014,6500,Occupied,Yes,,,,,2005450019
ADVANCED ELECTRICAL SERVICES (YKS) LIMITED,1 & 1A,The Waterworks Cottages,Pildacre Brow,Ossett,West Yorkshire,WF5 8HN,Workshop & Premises,£0.00,-£489.54,01/06/1999,5500,Occupied,Yes,,,,,3312257101
ADVENTURE LEISURE LIMITED,Pirate Golf - Junction 32,Outlet Shopping Village,Carr Wood Road,Castleford,West Yorkshire,WF10 4FB,Adventure Golf & Premises,"£6,803.53","-£9,273.47",16/04/2014,34500,Occupied,,,,,,2608884466
AERO MAINTENANCE LIMITED,Walton Wood Airfield,Pontefract Road,Thorpe Audlin,Pontefract,West Yorkshire,WF8  3HQ,Workshop & Premises,"£10,834.50",,01/04/2010,23250,Occupied,,,,,,1200509001
AET MOTORSPORT LIMITED,Beckbridge Road,Normanton,West Yorkshire,,,WF6  1TE,Factory & Premises,"£2,019.33",,01/04/2017,13000,Occupied,Yes,,,,,2701029514
AFFORDABLE AUTOS (UK) LIMITED,Unit B At Unit 21B,Wakefield Commercial Park,Bridge Road,Horbury,Wakefield,WF4  5NW,Warehouse & Premises,£0.00,,01/07/2016,6700,Occupied,Yes,,,,,2900801902
AFI-UPLIFT LIMITED,Diamond House,(First Floor : East),Diamond Business Park,Thornes Moor Road,Wakefield,WF2  8PT,Offices & Premises,"£13,514.00",,20/08/2012,29000,Occupied,,,,,,2433107116
AFI-UPLIFT LIMITED,Diamond House,(Rooms 4-7),Diamond Business Park,Thornes Moor Road,Wakefield,WF2  8PT,Offices & Premises,"£4,842.73",,20/08/2012,10500,Occupied,,,,,,2433107618
AFI-UPLIFT LIMITED,Diamond House,(Room 1 Lower Ground Fl.),Diamond Business Park,Thornes Moor Road,Wakefield,WF2  8PT,Offices & Premises,"£1,378.88",-£322.00,20/11/2014,3750,Occupied,,,,,,2433101414
AFI-UPLIFT LIMITED,Diamond House,(First & Second Fl. West),Diamond Business Park,Thornes Moor Road,Wakefield,WF2  8PT,Offices & Premises,"£16,149.58",,01/04/2010,36250,Occupied,,,,,,2433107600
AFI-UPLIFT LIMITED,Unit 3,Wakefield Europort,Pope Street,Normanton,West Yorkshire,WF6  2TA,Warehouse & Premises,"£32,572.00",,01/04/2009,68000,Occupied,,,,,,2720009005
AFI-UPLIFT LIMITED,Unit 4 Astoria Court,Tom Dando Close,Normanton,West Yorkshire,,WF6  1TP,Warehouse & Premises,"£13,630.50",,17/03/2015,29250,Occupied,,,,,,2712031802
AFRICA RELIEF TRUST (ART),Suites R1.2 - R1.5,29 Ropergate,Pontefract,West Yorkshire,,WF8  1LG,Offices & Premises,£0.00,,01/07/2012,8600,Unoccupied,,,,,Yes,2116209504
AFTERDARK WAKEFIELD LIMITED,The Afterdark,65 Westgate,Wakefield,West Yorkshire,,WF1  1BW,Public House & Premises,"£18,938.65","-£5,963.11",01/05/2016,56000,Occupied,,,,,,2436050650
AG RETAIL CARDS LIMITED T/A CLINTONS,27 Market Place,Pontefract,West Yorkshire,,,WF8  1AX,Shop Stores & Premises,"£13,107.20","£1,573.70",23/08/2012,24750,Occupied,,,,,,2111805789
AG RETAIL CARDS LIMITED T/A CLINTONS,Unit G16,Trinity Walk,Wakefield,West Yorkshire,,WF1  1QS,Shop & Premises,"£50,900.44","£8,987.94",27/09/2013,87500,Occupied,,,,,,2418219016
AG RETAIL CARDS LIMITED T/A CLINTONS,69 Bishopgate Walk,The Ridings Centre,Wakefield,West Yorkshire,,WF1  1YB,Shop & Premises,"£19,882.96","£4,038.96",07/06/2012,34000,Occupied,,,,,,2403530690
AGE UK,23 Kirkgate,Wakefield,West Yorkshire,,,WF1  1HS,Shop & Premises,"£1,584.40",,23/08/2004,17000,Occupied,,Yes,,,,2418500230
AGE UK,57 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9 2QW,Shop & Premises,£652.40,,01/04/1990,7000,Occupied,,Yes,,,,0800300570
AGE UK WAKEFIELD DISTRICT,20 Carlton Street,Castleford,West Yorkshire,,,WF10 1AY,Shop & Premises,£0.00,-£745.56,01/07/2009,11500,Occupied,,Yes,,Yes,,2602550200
AGE UK WAKEFIELD DISTRICT,Rear Of William Street,Lock Lane,Castleford,West Yorkshire,,WF10 2LW,Clubhouse & Premises,£0.00,,01/10/2012,9400,Occupied,,Yes,,Yes,,2619409010
AGE UK WAKEFIELD DISTRICT,52 High Street,Horbury,Wakefield,West Yorkshire,,WF4  5LE,Shop & Premises,£0.00,,30/10/2012,6000,Occupied,,Yes,,Yes,,2903900520
AGE UK WAKEFIELD DISTRICT ENTERPRISE LTD,16 The Springs,Wakefield,West Yorkshire,,,WF1  1QE,Shop & Premises,£0.00,-£408.89,01/08/2013,11000,Occupied,,Yes,,Yes,,2432550160
AGE UK WAKEFIELD DISTRICT ENTERPRISE LTD,7 Bank Street,Castleford,West Yorkshire,,,WF10 1JD,Offices & Premises,£0.00,,07/08/2000,8400,Occupied,,Yes,,Yes,,2600960070
AGENCI LIMITED,Office 5 Rear Wall Garden,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£100.77,13/09/2016,5500,Occupied,Yes,,,,,0500215236
AGG-PAK LIMITED,The Coal Yard,The Timber Yard,Thornes Lane Wharf,Wakefield,West Yorkshire,WF1  5RF,Land Used For Storage,£0.00,-£990.62,01/04/2016,8800,Occupied,Yes,,,,,2432907824
AGILE HR SOLUTIONS LIMITED,Ff02 & Ff03,1 Mariner Court,Calder Park,Wakefield,West Yorkshire,WF4  3FL,Offices & Premises,£0.00,,01/11/2016,3200,Occupied,Yes,,,,,3701630203
AGILE HR SOLUTIONS LIMITED,Ff12,1 Mariner Court,Calder Park,Wakefield,West Yorkshire,WF4  3FL,Offices & Premises,£772.05,,17/02/2017,1700,Occupied,,,,,,3701638118
AI INDUSTRIALS LIMITED,Office 1,Normanton Business Park,Ripley Drive,Normanton,West Yorkshire,WF6  1QT,Offices & Premises,£0.00,-£414.65,01/11/2012,9900,Occupied,Yes,,,,,2709837401
AINSCOUGH CRANE HIRE LIMITED,Milner Way,Wakefield Road,Ossett,West Yorkshire,,WF5  9JE,Workshop & Premises,"£11,051.10","-£1,268.31",07/06/2005,27750,Occupied,,,,,,3310609110
AIR OUTDOOR MEDIA LTD,Advertising Right On The,Gable 110 Pontefract Road,Featherstone,Pontefract,West Yorkshire,WF7  5AP,Advertising Right,£391.44,,26/08/2015,840,Occupied,,,,,,2206301101
AIR OUTDOOR MEDIA LTD,Advertising Right 0040/01,Adj. 34 Pincheon Street,Wakefield,West Yorkshire,,WF1  4DT,Advertising Right,£477.65,,31/07/2016,1025,Occupied,,,,,,2425409034
AIRE & CALDER LIMITED,21A Hardy Croft,(Ground Floor),Wakefield,West Yorkshire,,WF1  4DN,Workshop & Premises,£0.00,-£701.33,01/06/2014,6900,Occupied,Yes,,,,,2433951478
AIRE MANAGEMENT LIMITED,The Maypole,14 Town End,Gawthorpe,Ossett,West Yorkshire,WF5  8BJ,Public House & Premises,"£23,993.25",,19/12/2014,53500,Occupied,,,,,,3316150081
AIREA PLC,Sirdar Business Park,Flanshaw Lane,Wakefield,West Yorkshire,,WF2  9ND,Workshop & Premises,"£79,035.00",,01/12/2012,165000,Occupied,,,,,,2402375260
AIREA PLC,Unit 19 Sirdar Business,Park,Flanshaw Lane,Wakefield,West Yorkshire,WF2  9ND,Warehouse & Premises,"£10,033.43",,24/03/2014,22000,Occupied,,,,,,2402376275
AIREA PLC,Unit 9,Sirdar Business Park,Flanshaw Lane,Wakefield,West Yorkshire,WF2  9ND,Warehouse & Premises,"£90,052.00",,08/09/2014,188000,Occupied,,,,,,24023780909
AIREDALE ACADEMY,Airedale High School,Crewe Road,Airedale,Castleford,West Yorkshire,WF10 3JU,School & Premises,"£22,585.94","£33,894.75",02/10/2017,165000,Occupied,,Yes,,,,2603859000
AIREDALE AUTO ACCESSORIES LIMITED,110B Queens Park Drive,Castleford,West Yorkshire,,,WF10 3DQ,Shop & Premises,£0.00,,01/04/1990,4850,Occupied,Yes,,,,,2613601102
AIREDALE INFANT ACADEMY,Airedale Infants School,Poplar Avenue,Castleford,West Yorkshire,,WF10 3QJ,School & Premises,"£1,920.61","-£3,611.13",01/11/2014,29500,Occupied,,Yes,,,,2605905971
AIREDALE JUNIOR ACADEMY,Airedale Junior Academy,Poplar Avenue,Castleford,West Yorkshire,,WF10 3QJ,School & Premises,"£4,124.95","-£5,179.48",01/01/2015,57000,Occupied,,Yes,,,,2605902606
AIREDALE TOURS LIMITED,55 Bank Street,Ossett,West Yorkshire,,,WF5  8AL,Offices & Premises,£0.00,"-£1,249.80",12/12/2016,8800,Occupied,Yes,,,,,3308201673
AIRWAVE SOLUTIONS LIMITED,Site Reference Wy0150b,Outgang Farm,Rose Lane,Ackworth,Pontefract,WF7 7AS,Communication Station & P,"£2,695.49",-£380.11,01/04/2008,6600,Occupied,,,,,,0105002244
AIRWAVE SOLUTIONS LIMITED,Site Number Wy 0183A,Tup Lane,Havercroft,Wakefield,West Yorkshire,WF4  2XX,Communication Station & P,"£3,006.51",-£348.69,01/04/2005,7200,Occupied,,,,,,0301139090
AIRWAVE SOLUTIONS LIMITED,Telecommunications Mast,Site Wy0182,North Elmsall,Pontefract,West Yorkshire,WF9  2DZ,Communication Station & P,"£4,613.44","-£1,328.06",12/02/2007,12750,Occupied,,,,,,0602000211
AIRWAVE SOLUTIONS LIMITED,Site Number Wyo 147A,Langthwaite Grange,Industrial Estate,South Kirkby,Pontefract,WF9 3AP,Communication Station & P,"£3,162.02",-£6.78,01/04/2005,6800,Occupied,,,,,,1004344545
AIRWAVE SOLUTIONS LIMITED,Kennels Farm Site Wy0094f,Barnsley Road,Hemsworth,Pontefract,West Yorkshire,WF9  4PQ,Communication Station & P,"£2,747.33",-£374.87,15/02/2007,6700,Occupied,,,,,,1500300220
AIRWAVE SOLUTIONS LIMITED,Site Number Wyo 077B,Great North Road,Darrington,Pontefract,West Yorkshire,WF8  3BT,Communication Station & P,"£2,954.67",-£447.13,01/04/2005,7300,Occupied,,,,,,1802000202
AIRWAVE SOLUTIONS LIMITED,Site Number Wyo 067A,Park Lane,Pontefract,West Yorkshire,,WF8  4QH,Communication Station & P,"£7,127.51",-£211.99,01/04/2005,15750,Occupied,,,,,,2114200067
AIRWAVE SOLUTIONS LIMITED,Mast Site No Wy 0107A,At Lionheart Stadium,Post Office Road,Featherstone,Pontefract,WF7  5EN,Communication Station & P,"£2,747.33",-£328.27,15/02/2007,6600,Occupied,,,,,,2206351210
AIRWAVE SOLUTIONS LIMITED,Site Number Wy 01700,At Normanton Police Stn,High Street,Normanton,West Yorkshire,WF6 2AL,Communication Station & P,"£4,457.93","-£1,250.57",01/04/2005,12250,Occupied,,,,,,2706002244
AIRWAVE SOLUTIONS LIMITED,Site Number Wy 0242B,Adj Hollinghurst Farm,Green Lane,Netherton,Wakefield,WF4 4EX,Communication Station & P,"£2,749.40",,01/04/2005,5900,Occupied,,,,,,4101259090
AIRWAVE SOLUTIONS LIMITED,Site Number Wyo 168B,New Hall Lane / Bar Lane,Flockton,Wakefield,West Yorkshire,WF4  4AU,Communication Station & P,"£2,695.49",-£380.11,01/04/2005,6600,Occupied,,,,,,4100159090
AJB RECTIFIERS & CONTROLS LIMITED,Unit 3A Onward Park,Phoenix Avenue,Featherstone,Pontefract,West Yorkshire,WF7  6EP,Warehouse & Premises,£0.00,-£758.92,01/03/2014,10750,Occupied,Yes,,,,,2203007531
AJD SECURITY LIMITED,106 Leeds Road,Outwood,Wakefield,West Yorkshire,,WF1  2QD,Warehouse & Premises,"£2,429.83",-£342.90,01/04/2009,13250,Occupied,Yes,,,,,3107147106
AJH PUMP SUPPLY & REPAIR LIMITED,Church Street,Wakefield,West Yorkshire,,,WF1  5QY,Factory & Premises,"£6,880.23",,01/04/2010,15250,Occupied,,,,,,2406879030
AJS SPORTS & TEAMWEAR LIMITED,34A Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2RF,Shop & Premises,£0.00,,01/07/2011,7600,Occupied,Yes,,,,,0800300340
AL & DL SPENCER LLP,Savile Road,Castleford,West Yorkshire,,,WF10 1PD,Workshop & Premises,£904.48,"-£2,077.31",01/09/2017,17250,Unoccupied,,,,,,2606412568
AL MURAD (CASTLEFORD) LIMITED T/A PAYLESS,2 Aire Street,Castleford,West Yorkshire,,,WF10 2LE,Shop & Premises,"£4,509.87","-£1,276.22",15/03/1993,12750,Occupied,,,,,,2600101002
AL MURAD (CASTLEFORD) LIMITED T/A PAYLESS,Former Chapel Building,1 Wesley Street,Castleford,West Yorkshire,,WF10 2AE,Warehouse & Premises,"£9,854.88",,27/06/2009,21500,Occupied,,,,,,2618451001
AL MURAD D.I.Y. LIMITED,Wonder Street,Wakefield,West Yorkshire,,,WF1  1NR,Retail Warehouse & Premis,"£26,584.50",,01/01/2014,55500,Occupied,,,,,,2437331122
ALAMO BUSINESS SYSTEMS LIMITED,Suite 4 Alamo House,Sessions House Yard,Pontefract,West Yorkshire,,WF8  1BN,Offices & Premises,£0.00,-£107.85,01/04/2015,1900,Occupied,Yes,,,,,2116808330
ALAN TOWNSEND & COMPANY LIMITED,2 Marygate,Wakefield,West Yorkshire,,,WF1  1NX,Shop & Premises,"£5,579.13",,01/04/1990,12000,Occupied,,,,,,2421620020
ALAN WHYLDE JOINERY LIMITED,37 Elm Tree Street,Wakefield,West Yorkshire,,,WF1  5DZ,Workshop & Premises,£0.00,-£685.89,18/11/1994,6700,Occupied,Yes,,,,,2410900370
ALBEN ELECTRICAL SERVICES LIMITED,Room 7 - Unit 4,Calder House,Calder Vale Road,Wakefield,West Yorkshire,WF1  5PE,Offices & Premises,£0.00,-£473.06,01/04/2016,2350,Occupied,Yes,,,,,2405078700
ALBEN ELECTRICAL SERVICES LIMITED,Units 14 & 14A,177 Agbrigg Road,Wakefield,West Yorkshire,,WF1  5BU,Store & Premises,£690.27,-£323.28,01/04/2017,2175,Occupied,,,,,,2400404343
ALBERT PARKER & SON LIMITED,31 Lower Warrengate,Wakefield,West Yorkshire,,,WF1  1SA,Shop & Premises,£0.00,-£722.02,01/04/1990,7000,Occupied,Yes,,,,,2419800310
ALCHEMY RESEARCH ASSOCIATES LTD,Suite 4 Tower House,20 Bond Street,Wakefield,West Yorkshire,,WF1  2QP,Office,£0.00,,15/10/2001,3000,Occupied,Yes,,,,,2403807204
ALDERFORCE NORTH LIMITED,Kfc Restaurant At,Calder Park,Wakefield,West Yorkshire,,WF2  7UA,Restaurant & Premises,"£41,941.65",,24/11/2014,89000,Occupied,,,,,,37016341597
ALDI STORES LIMITED,Fire Station,Barnsley Road,Moorthorpe,Pontefract,West Yorkshire,WF9  2BP,Fire Station,"£19,519.25",£0.00,24/05/2017,40750,Unoccupied,,,,,,1000259310
ALDI STORES LIMITED,South Elmsall Library,Barnsley Road,Moorthorpe,Pontefract,West Yorkshire,WF9  3RJ,Library & Premises,"£5,150.62",-£303.63,24/05/2017,14000,Unoccupied,,,,,,1000259350
ALDI STORES LIMITED,South Baileygate,Pontefract,West Yorkshire,,,WF8  2LN,Shop & Premises,"£101,548.00",,01/07/1993,212000,Occupied,,,,,,2117359060
ALDI STORES LIMITED,Unit 1 Quora Retail Park,Wakefield Road,Featherstone,Pontefract,West Yorkshire,WF7  5LD,Shop & Premises,"£99,720.02","£1,525.02",17/11/2016,205000,Occupied,,,,,,223819321
ALDI STORES LIMITED,80-82 Batley Road,Wakefield,West Yorkshire,,,WF2  0AE,Shop & Premises,"£102,506.00",,27/11/2014,214000,Occupied,,,,,,2407858082
ALDI STORES LIMITED,Sandal Castle Centre,Asdale Road,Wakefield,West Yorkshire,,WF2  7EQ,Supermarket & Premises,"£104,422.00",,13/08/1992,218000,Occupied,,,,,,2400979020
ALDI STORES LIMITED,Enterprise Way,Castleford,West Yorkshire,,,WF10 1EQ,Shop & Premises,"£89,094.00",,12/08/2016,186000,Occupied,,,,,,2605239020
ALDI STORES LIMITED,Unit 1,Snowhill Retail Park,Snowhill Way,Wakefield,West Yorkshire,WF1  2DF,Shop & Premises,"£1,413.05",£0.00,29/06/2017,295000,Occupied,,,,,,3107142369
ALDREDS LIMITED,8 Bell Lane,Ackworth,Pontefract,West Yorkshire,,WF7  7JA,Advertising Right,"£1,303.50",-£562.85,01/01/2011,4100,Occupied,,,,,,0100550180
ALDREDS LIMITED,2 Brookside Street,South Elmsall,Pontefract,West Yorkshire,,WF9  2RT,Shop & Premises,"£1,954.34",-£75.38,01/04/2004,4500,Occupied,,,,,,0800710020
ALFA ALHAJERI LIMITED,Suite 1,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£0.00,-£190.84,01/04/2017,1800,Occupied,Yes,,,,,2418504849
ALFA ALHAJERI LIMITED,Suite 2,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£326.57,-£92.83,01/04/2017,900,Occupied,,,,,,2418504850
ALFA ALHAJERI LIMITED,Suite 3,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£647.96,-£190.84,01/04/2017,1800,Occupied,,,,,,2418504851
ALFA ALHAJERI LIMITED,Suite 4,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£326.57,-£92.83,01/04/2017,900,Occupied,,,,,,2481504852
ALFA ALHAJERI LIMITED,Suite 5,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£647.96,-£190.84,01/04/2017,1800,Occupied,,,,,,2418504853
ALFA ALHAJERI LIMITED,Suite 6,48A Kirkgate,Wakefield,West Yorkshire,,WF1  1TQ,Self-catering Holiday Unit & Prem.,£493.68,£74.28,01/04/2017,900,Occupied,,,,,,2418504864
ALFA DISPLAY & DESIGN LIMITED,Unit 3B Onward Park,Phoenix Avenue,Featherstone,Pontefract,West Yorkshire,WF7  6EP,Warehouse & Premises,"£4,160.54",-£707.08,17/01/2014,10750,Occupied,,,,,,2203001235
ALKANE ENERGY UK LIMITED,Electricity Generating,Plant At Prince Of Wales,Skinner Lane,Pontefract,West Yorkshire,WF8  1HG,Electricity Generating Plant & Prem.,"£7,767.70",-£819.36,16/12/2013,19000,Occupied,,,,,,2117151919
ALKANE ENERGY UK LIMITED,Land To South Of,Wheldon Road,Castleford,West Yorkshire,,WF10 2SD,Generating Plant & Prem,"£19,352.26","£12,944.76",01/02/2014,13750,Occupied,,,,,,2617272727
ALKANE ENERGY UK LIMITED,Newmarket Energy Park,Newmarket Lane,Stanley,Wakefield,West Yorkshire,WF3  4BY,Electricity Generating Plant & Prem.,"£5,513.68","-£1,404.50",09/08/2010,15250,Occupied,,,,,,3109611249
ALL FLOORS UK LIMITED,17 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2RN,Shop & Premises,"£4,717.51",,07/11/2013,11750,Occupied,,,,,,0800307017
ALL FLOORS UK LIMITED,Unit 21C Hoyle Mill Road,Kinsley,Pontefract,West Yorkshire,,WF9  5JB,Workshop & Premises,"£6,265.63",-£626.95,07/04/2017,15250,Occupied,,,,,,1505159210
ALL OVA TANNING LIMITED,Tanning Huts At,Total Fitness,Silkwood Park,Ossett,West Yorkshire,WF5  9AD,Shop & Premises,£0.00,,30/12/2015,4800,Occupied,Yes,,,,,3316607022
ALL SAINTS' COMMUNITY CENTRE SOUTH KIRKBY,Barnsley Road,South Kirkby,Pontefract,West Yorkshire,,WF9 3QE,Community Centre & Prem,£0.00,£41.32,09/09/2005,7200,Occupied,,Yes,,Yes,,1000259145
ALLCARE MOBILITY LIMITED,19-21 Aire Street,Castleford,West Yorkshire,,,WF10 1JJ,Shop & Premises,£0.00,,13/09/2013,10000,Occupied,Yes,,,,,2600103698
ALLENBY FINANCIAL SERVICES LIMITED,Office 3 At Suite 2,International House,Trinity Business Park,Waldorf Way,Wakefield,WF2  8EF,Offices & Premises,£0.00,-£218.06,10/11/2015,4250,Occupied,Yes,,,,,2477550230
ALLERTON DAMP-PROOFING LIMITED,9 Weeland Road,Knottingley,West Yorkshire,,,WF11 8AQ,Shop & Premises,£0.00,-£255.49,21/04/2016,7000,Occupied,Yes,,,,,2011350090
ALLERTON DAMP-PROOFING LIMITED,28 Savile Road,Castleford,West Yorkshire,,,WF10 1PB,Offices & Premises,"£2,503.90",£468.15,21/04/2016,4250,Unoccupied,,,,,,2615050280
ALLGAS (WAKEFIELD)LIMITED,Prospect House,Unit 7 Calder Vale Road,Wakefield,West Yorkshire,,WF1  5PE,Warehouse & Premises,"£2,159.85",-£990.86,18/09/2001,13250,Occupied,Yes,,,,,2405070070
ALLIED 4 VAN (HIRE) LIMITED,Site Former Britannia Pub,Lock Lane,Castleford,West Yorkshire,,WF10 2JU,Land Used For Car Sales & Premises,"£4,981.62",,01/04/2014,14250,Occupied,Yes,,,,,2610253654
ALLIED BUSINESS SOLUTIONS LIMITED,The Barracks,(Victoria Suite),Wakefield Road,Pontefract,West Yorkshire,WF8  4EY,Office & Premises,£0.00,,02/03/2013,3150,Occupied,Yes,,,,,2119857711
ALLIED GLASS CONTAINERS LIMITED,Hope Glass Works,Fernley Green Road,Knottingley,West Yorkshire,,WF11 8DH,Glassworks & Premises,"£213,805.71","£11,428.21",26/03/2001,422500,Occupied,,,,,,2003839020
ALLIED GLASS CONTAINERS LIMITED,Express Way,Whitwood,Castleford,West Yorkshire,,WF10 5QJ,Warehouse & Premises,"£376,405.32","£26,735.32",21/07/2017,730000,Occupied,,,,,,2605279006
ALLIED PLANT LIMITED,3 Flass Lane,Castleford,West Yorkshire,,,WF10 5JW,Warehouse & Premises,"£9,130.80",,02/04/2013,20750,Occupied,,,,,,2606649300
ALLISONS SERVICES & SUPPLIES LIMITED,Cambridge Street,Castleford,West Yorkshire,,,WF10 5BL,Workshop & Premises,£0.00,-£456.96,11/12/2013,3400,Occupied,Yes,,,,,2602357896
ALLOTT ASSOCIATES LIMITED,26 Cheapside,(Lower Ground Floor),Wakefield,West Yorkshire,,WF1  2TF,Offices & Premises,£0.00,-£470.18,01/04/2008,2900,Occupied,Yes,,,,,2406508126
ALL-ROUND FITNESS UK LIMITED,2 Burgage Square,(Unit 7),Wakefield,West Yorkshire,,WF1  2TS,Gymnasium & Premises,"£27,769.50","£12,158.50",19/07/2016,33500,Occupied,,,,,,2400610207
ALLSAFETY LIMITED,Diggerland,Willowbridge Lane,Castleford,West Yorkshire,,WF10 5NW,Amusement Park And Premises,"£16,224.73","-£14,793.30",13/02/2010,67500,Occupied,,,,,,2607754328
ALLUMS BUTCHERS LIMITED,37 Brook Street,Wakefield,West Yorkshire,,,WF1  1QW,Shop & Premises,"£3,810.72","-£2,259.27",01/04/2016,16250,Occupied,,,,,,2404400370
