establishmentname,establishmentaddressline1,establishmentaddressline2,establishmentaddressline3,establishmentaddressline4,postcode,rating,latitude,longitude,inspectiondate
Kirks Home Bakery,,,358 Upper Newtownards Road,Belfast,BT4 3EX,5,373982,337814,11/11/2014
Jeffers Bakery,,,122F Upper Lisburn Road,Belfast,BT10 0BD,4,370037,330496,13/11/2015
B M Meats (Eurospar),,,101 Ladas Drive,Belfast,BT6 9FH,5,372347,336159,16/02/2015
Pheasants Hill Farm,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,03/07/2015
Hillstown Farm Shop,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,19/01/2013
Broughgammon Farm,St. Georges Market,,12-20 East Bridge Street,Belfast,BT1 3NQ,3,373950,334353,30/08/2015
Eddie's Family Butchers,,,122 Sandy Row,Belfast,BT12 5EX,5,373370,333417,16/06/2015
Fosters Family Butchers T/A Windsor Meats,Unit 6,,127-145 Sandy Row,Belfast,BT12 5ET,5,373228,333422,03/11/2014
Madinah Grocery,,,131 Lisburn Road,Belfast,BT9 7AG,4,372583,332988,29/09/2014
Cavehill Meats,,,144 Cavehill Road,Belfast,BT15 5BU,5,377806,332645,18/11/2014
Primacy Butcher,,,160-162 Castlereagh Road,Belfast,BT5 5FT,5,373127,336205,21/03/2013
Butchers Mini Market,,,161 Oldpark Road,Belfast,BT14 6QP,,375886,332619,
Bangla Bazar,,,175-177 Ormeau Road,Belfast,BT7 1SQ,4,372663,334333,20/03/2014
STEPHEN TAYLOR BUTCHERS,,Dunmurry,200-202 Kingsway,,BT17 9AD,5,,,01/12/2015
MCAULEY'S FAMILY BUTCHERS,"Unit 1, Laurel Glen Shopping Centre",,208 Stewartstown Road,Belfast,BT17 0AH,5,369776,327987,15/01/2015
TONYS FAMILY BUTCHERS,The Throne Centre,,252 Whitewell Road,Newtownabbey,BT36 7NH,3,,,16/09/2015
Grosvenor Meats,,,263 Grosvenor Road,Belfast,BT12 4LL,5,373861,332678,08/06/2014
Foster Butchers,,,27 Belmont Road,Belfast,BT4 2AA,3,374532,337224,07/07/2015
CORRIE'S FARM BUTCHERS,,Belfast,30 Gilnahirk Road,,BT5 7DG,5,373295,339208,17/02/2015
Donald Mc Callum,,,326 Beersbridge Road,Belfast,BT5 5DY,5,373742,336567,01/09/2014
Maks Meats,,,353-355 Ormeau Road,Belfast,BT7 3GL,4,372036,334563,23/01/2013
Collins Butchers,,,39 Springfield Road,Belfast,BT12 7AB,4,373939,332108,02/12/2015
The Market Butcher,,,5-7 Conway Street,Belfast,BT13 2DE,3,374304,332451,14/03/2015
The Market Butcher (Mobile),Conway Mill,,5-7 Conway Street,Belfast,BT13 2DE,4,374304,332451,14/05/2015
Premier Meats (Park Centre),,,537 Donegall Road,Belfast,BT12 6HW,4,373129,331780,15/01/2015
Gibsons Butchers,,,53 Stewartstown Road,belfast,,5,,,27/03/2015
Mc Caffreys,,,564-568 Falls Road,Belfast,BT11 9AB,5,372236,330644,02/12/2015
Mc Auleys,,,5 Springfield Road,Belfast,BT12 7AB,4,373900,332202,25/01/2013
C Mallon Butchers,,,82 Castle Street,Belfast,BT1 1HE,5,374283,333564,26/03/2015
La Casbah,,,83 Dublin Road,Belfast,BT2 7HF,1,373366,333632,09/08/2015
Steven's Quality Meats,,,884 Crumlin Road,Belfast,BT14 8AE,5,376911,330763,02/02/2015
J MAWHINNEY & SON,,Belfast,9 Greenway,,BT6 0DT,5,371784,336084,20/08/2014
KINGSWAY BUTCHERS,,Dunmurry,Kingsway,,BT17 9NP,4,,,28/01/2015
Alan McKinney,,,106-114 Joy Street,Belfast,BT2 8LG,5,373609,334109,19/03/2015
MR ANDREW CROWE,,,108 North Street,Belfast,BT1 1LE,3,374619,333674,28/10/2014
Coffey's,,,126B Upper Lisburn Road,Belfast,BT10 0BE,5,369997,330442,27/07/2015
Jackies,,,131 Shankill Road,Belfast,BT13 1FD,5,374804,332782,29/01/2015
Mc Cormick Finaghy Meats,,,132A Upper Lisburn Road,Belfast,BT10 0BE,3,369976,330420,05/06/2015
Shearer Meats,,,138A Andersonstown Road,Belfast,BT11 9BY,3,371294,329679,19/03/2015
Orrs Family Butchers,,,13 Bridge Street,Belfast,BT1 1LT,5,374393,333957,29/09/2015
D O'Kane & Son,,,141 New Lodge Road,Belfast,BT15 2BX,3,375669,333606,19/08/2014
Andersonstown Meats,,,168 Andersonstown Road,Belfast,BT11 9BZ,4,371276,330021,29/10/2014
Quality Meats,,,180 North Queen Street,Belfast,BT15 1HR,3,375913,334009,02/04/2015
Sammy Glenns,,,184 Shankill Road,Belfast,BT13 2BH,3,374787,332609,02/02/2015
Abbotts Meats,,,211 Lisburn Road,Belfast,BT9 7EJ,5,372354,332764,03/10/2015
The Circus,,,239 Cliftonville Road,Belfast,BT14 6JU,3,376726,332202,18/09/2014
Warwick's Butchers,,,24 Holywood Road,Belfast,BT4 1NT,5,374265,336566,02/05/2015
A McCord,,,257 Castlereagh Road,Belfast,BT5 5FL,5,372880,336351,27/01/2015
Sammys,,,28-30 Woodvale Road,Belfast,BT13 3BS,5,375028,331820,09/01/2014
Mr David S McMullan,,,281 Newtownards Road,Belfast,BT4 1AG,5,374279,335987,23/07/2014
Fresh Meat Centre,,,295 Newtownards Road,Belfast,BT4 1AG,5,374281,336023,02/12/2015
Corries Butchers,,,380 Upper Newtownards Road,Belfast,BT4 3EY,4,373986,337903,30/07/2014
Owen McMahon Family Butchers,,,3 Atlantic Avenue,Belfast,BT15 2HN,4,376098,333328,03/02/2015
Norglen Quality Meats,,,3 Norglen Gardens,Belfast,BT11 8EL,5,372720,330204,27/02/2015
McAuleys,,,424 Falls Road,Belfast,BT12 6EN,5,373009,331289,24/03/2015
Thomas McCreery,,,439 Ormeau Road,Belfast,BT7 3GQ,3,371740,334705,03/10/2015
McFarlanes Family Butcher,,,45 Cregagh Road,Belfast,BT6 8PX,4,372761,335845,10/05/2015
S R HAYES,,,47 Castlereagh Road,Belfast,BT5 5FB,5,373526,335848,30/07/2014
Premier Meats,,,50 Castle Street,Belfast,BT1 1HB,3,374279,333648,27/11/2014
Stanleys Meat Centre,,,569 Antrim Road,Belfast,BT15 3BU,5,377264,333254,02/03/2015
J Coffey,,,7 Belmont Road,Belfast,BT4 2AA,4,374531,337174,23/07/2014
Spar Butcher,,,82 Shaws Road,Belfast,BT11 9QR,3,371589,328965,09/03/2014
Mr Alan McKinney,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,08/01/2014
John McCarthy,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,03/06/2015
Greenmount Farm Meats,,,12-20 East Bridge Street,Belfast,BT1 3NQ,5,373950,334353,08/01/2014
Jim Bell,,,12-20 East Bridge Street,Belfast,BT1 3NQ,4,373950,334353,08/01/2014
Mullan Farm,,,12-20 East Bridge Street,Belfast,BT1 3NQ,3,373950,334353,03/07/2015
Donald McCallum,,,351 Woodstock Road,Belfast,BT6 8PT,5,373136,335733,13/08/2015
Fergusons Butchers,,,89 Cregagh Road,Belfast,BT6 8PY,5,372630,335890,22/01/2015
Billy's Meat Centre,,,8 Orangefield Lane,Belfast,BT5 6BW,5,373452,337068,02/12/2015
McAufields,,,15 Ardoyne Road,Belfast,BT14 7HX,5,375953,331483,09/01/2014
McGee's Butchers,,,219 Shore Road,Belfast,BT15 3PR,5,377528,334242,28/04/2015
Lintons,,,71 Woodvale Road,Belfast,BT13 3BN,5,375246,331680,19/03/2015
Coffey's,,,380 Lisburn Road,Belfast,BT9 6GL,4,371278,332021,26/01/2015
Murphys,,,400 Lisburn Road,Belfast,BT9 6GN,4,371242,331984,01/12/2015
Saveways Spar & Butchers,Blackstaff Industrial Complex,,111-129 Springfield Road,Belfast,BT12 7AE,5,374138,332013,28/01/2015
Spar,,,191-193 Whiterock Road,Belfast,BT12 7FW,4,373571,330210,27/08/2015
Mooneys,,,226 Shankill Road,Belfast,BT13 2BJ,3,374790,332490,08/11/2015
McGee Butcher (Asda Store),Westwood Shopping Cent,,51 Kennedy Way,Belfast,BT11 9AP,5,371789,330837,10/02/2013
Boots UK Ltd,Main Terminal,,100 Sydenham By-Pass,Belfast,BT3 9JH,5,376139,337608,24/03/2014
POLEGLASS PHARMACY,,Dunmurry,10 Bell Steel Road,,BT17 OPB,5,,,07/02/2014
Alliance Pharmacy,,,124 Cavehill Road,Belfast,BT15 5BU,5,377774,332665,23/05/2013
Woodbourne Pharmacy Ltd,,,128 Stewartstown Road,Belfast,BT11 9JQ,5,370659,328781,18/12/2014
Your Local Boots Pharmacy,,,138-144 Sandy Row,Belfast,BT12 5EY,5,373311,333428,07/07/2014
GORDONS CHEMIST,,Belfast,13 Greenway,,BT6 0DT,5,371786,336070,07/07/2015
IRWINS MEDICAL HALL LTD,,,167 Kingsway,Belfast,BT17 9RY,5,368832,329201,20/07/2015
KINGSWAY PHARMACY,,Dunmurry,175 Kingsway,,BT17 9RY,5,368812,329187,10/01/2013
Gordons Chemist,,,176-178 Sandy Row,Belfast,BT12 5EY,5,373227,333453,07/02/2015
DAIRYFARM PHARMACY,"Unit 11 & 12, Dairy Farm Centre",,205 Stewartstown Road,Belfast,BT17 0AW,5,369828,328119,14/01/2015
LAUREL GLEN PHARMACY,,Dunmurry,212A Stewartstown Road,Dunmurry,BT17 0FB,5,369631,327981,27/06/2013
CLEAR PHARMACY,,Belfast,2 Mount Merrion Avenue,,BT6 0FR,5,371287,335439,11/07/2014
Co-Operative Pharmacy,,,332 Donegall Road,Belfast,BT12 6FX,5,373089,332314,18/12/2014
Boots Chemist,,,338 Beersbridge Road,Belfast,BT5 5DY,5,373757,336591,16/06/2014
MEDICARE,,Belfast,34-36 Gilnahirk Road,,BT5 7DG,5,373285,339214,03/11/2015
AUSTINS CHEMIST,,Castlereagh,344 Cregagh Road,,BT6 9EY,5,371352,336238,30/06/2015
Boots Pharmacy,,,404-408 Newtownards Road,Belfast,BT4 1HH,5,374246,336367,27/06/2014
Boots,,,423 Upper Newtownards Road,Belfast,BT4 3LH,5,373927,338608,30/09/2015
Medicare Pharmacy,,,461 Springfield Road,Belfast,BT12 7DN,5,374311,331158,07/07/2015
Cedar Pharmacy,Unit 5 Antrim Road Plaza,,471-475 Antrim Road,Belfast,BT15 3BP,5,,,30/06/2015
CLEAR PHARMACY,,Belfast,4 Drumart Square,,BT8 7EY,5,368773,334067,07/03/2015
Falls Pharmacy,,,4 Springfield Road,Belfast,BT12 7AG,5,373873,332211,29/05/2013
Groves Pharmacy Ltd,,,50 Belmont Road,Belfast,BT4 2AN,5,374533,337347,28/07/2015
ROSETTA PHARMACY,,Belfast,52 Rosetta Road,,BT6 0LT,5,371263,335706,07/07/2015
Savers,"Unit 27, Park Centre",,537 Donegall Road,Belfast,BT12 6HN,5,373129,331780,18/06/2015
Semi Chem Ltd,"Unit 37, Park Centre",,537 Donegall Road,Belfast,BT12 6HN,4,373129,331780,06/10/2013
Urban Pharmacy,,,56-58 Dublin Road,Belfast,BT2 7HP,5,373386,333680,17/12/2014
Semi Chem Ltd,Kennedy Centre,,564-568 Falls Road,Belfast,BT11 9AB,4,372214,330762,16/06/2014
Boots Chemist,,,72 Holywood Road,Belfast,BT4 1NT,5,374325,336670,23/05/2013
Your Local Boots Pharmacy,,,73-77 Cregagh Road,Belfast,BT6 8PY,5,372675,335875,22/12/2014
BRANIEL PHARMACY,,Belfast,78 Ravenswood Park,,BT5 7PT,5,372045,338779,28/11/2014
CO-OPERATIVE PHARMACY,,Belfast,8 Ballygowan Road,,BT5 7LL,5,372050,337628,13/02/2013
Semi Chem Ltd,"Unit C,ConnswaterShoppingCentr",,Bloomfield Avenue,Belfast,BT5 5LP,5,,,06/10/2013
MEDICARE,Units 11-12,Gilnahirk,Kings Square,,BT5 7LA,5,,,19/03/2014
Your Local Boots Pharmacy,,,103-107 Ravenhill Road,Belfast,BT6 8DR,5,373500,335099,16/12/2014
Dunville Pharmacy,,,103 Falls Road,Belfast,BT12 4PE,4,373909,332229,24/05/2013
Doherty,,,115 Andersonstown Road,Belfast,BT11 9BT,5,371411,330253,18/12/2014
Harte's Chemist,,,11 Finaghy Road South,Belfast,BT10 0BW,5,369874,330414,07/01/2013
CO-OP Pharmacy,,,125 Newtownards Road,Belfast,BT4 1AB,5,374398,335408,29/10/2014
Medicare Pharmacy,,,126 Ormeau Road,Belfast,BT7 2EB,5,372873,334320,20/07/2015
Begg's Chemist,,,130 Upper Lisburn Road,Belfast,BT10 0BE,4,369987,330426,16/12/2014
Finaghy Pharmacy,,,135 Upper Lisburn Road,Belfast,BT10 0LH,5,370058,330459,18/12/2014
Fegans Pharmacy,,,136A Andersonstown Road,Belfast,BT11 9BY,5,371294,329679,06/03/2013
North Queen Street Pharmacy,,,142 North Queen Street,Belfast,BT15 1HQ,5,375731,333989,24/07/2015
Gordons Chemist,,,15-17 Corn Market,Belfast,BT1 4DA,5,374279,333940,07/07/2015
Coopers Pharmacy,,,155 Andersonstown Road,Belfast,BT11 9EA,5,371308,329919,18/12/2014
CO-OP Pharmacy,,,155 Crumlin Road,Belfast,BT14 7AA,5,375433,332712,22/12/2014
Gordons Chemist,,,167-169 Shankill Road,Belfast,BT13 1FP,4,374814,332686,06/04/2013
Cooper's Pharmacy,,,180 Lenadoon Avenue,Belfast,BT11 9HF,5,371494,328610,13/02/2014
Gordons Chemist,,,185-187 Albertbridge Road,Belfast,BT5 4PS,4,373918.6,335668,06/04/2013
Whiterock Pharmacy,,,189 Whiterock Road,Belfast,BT12 7FW,4,373626,330147,06/04/2013
Boots Pharmacy,Lynden Court,,18 Cregagh Road,Belfast,BT6 9EP,4,372844,335864,22/12/2014
Mr Patrick Teague,,,195 Antrim Road,Belfast,BT15 2GW,5,375926,333377,24/05/2013
McKay Phamacy,,,19A Westminster Avenue North,Belfast,BT4 1QQ,4,374304,336551,06/10/2013
Boots,Connswater Shopping Centre,,Bloomfield Avenue,Belfast,BT5 5LP,4,374002,336456,13/06/2014
Boots UK Ltd,Castlecourt,,Royal Avenue,Belfast,BT1 1DD,5,374449,333548,16/06/2014
Semi Chem Ltd,Castlecourt,,Royal Avenue,Belfast,BT1 1DD,4,374449,333548,26/06/2014
McDowell's Pharmacy,,,209-211 Newtownards Road,Belfast,BT4 1AD,5,374338,335717,06/04/2013
Superdrug,,,21-23 Ann Street,Belfast,BT1 4EA,4,374262,334066,06/03/2013
Taggarts Pharmacy,,,232 Crumlin Road,Belfast,BT14 7ED,5,375470,332506,24/05/2013
Mooney's Chemist,,,23 Clifton Street,Belfast,BT13 1AD,4,375194,333420,23/05/2013
Ormeau Pharmacy,1,,279A Ormeau Road,Belfast,BT7 3GG,4,372229,334473,20/07/2015
Cullingtree Pharmacy,,,305 Grosvenor Road,Belfast,BT12 4LP,4,373818,332481,28/08/2014
McGregor J.(Chemist) Ltd,,,30 Botanic Avenue,Belfast,BT7 1JQ,4,373140,333656,07/07/2015
John Mc Dowell Ltd,,,333-335 Donegall Road,Belfast,BT12 6FQ,4,373130,332555,10/02/2012
Castlereagh Pharmacy,,,339 Castlereagh Road,Belfast,BT5 6AB,5,372630,336693,22/12/2014
Laverty's,,,34 Springfield Road,Belfast,BT12 7AG,4,373916,332096,16/06/2014
Oriel Pharmacy,,,363 Ormeau Road,Belfast,BT7 3GP,4,372002,334581,23/05/2013
Windsor Pharmacy,,,395 Lisburn Road,Belfast,BT9 7EW,5,372093,332568,18/12/2014
Carrickhill Pharmacy,,,3 Carrick Hill,Belfast,BT1 2JH,5,374753,333489,29/05/2013
Lockview Limited,,,3 Lockview Road,Belfast,BT9 5FH,4,371413,333768,06/03/2013
Boots UK Ltd,,,42-44 Holywood Road,Belfast,BT4 1NT,5,374273,336579,07/07/2014
Dunmore Pharmacy,,,421 Antrim Road,Belfast,BT15 3BJ,4,382754,331149,16/06/2014
Medicare/Ardmore Pharmacy,,,483 Ormeau Road,Belfast,BT7 3GR,5,371483,334815,17/12/2014
Coopers,,,5 Ladybrook Park,Belfast,BT11 9EL,5,370813,329882,24/05/2013
Boots the Chemist,,,"Park Centre, Donegall Road",Belfast,BT12 6HN,4,373129,331780,29/05/2013
Co-op Chemist,,,70 Ballygomartin Road,Belfast,BT13 3NE,5,375345,331116,14/11/2014
Busbys Chemist,,,79 Duncairn Gardens,Belfast,BT15 2GJ,4,375775,333757,06/12/2014
Dundela Pharmacy,,,17-19 Belmont Road,Belfast,BT4 2AA,4,374521,337265,24/05/2013
Strandburn Pharmacy,,,176-180 Connsbrook Avenue,Belfast,BT4 1JY,5,374925,336970,07/01/2015
Boots,,,257-261 Woodstock Road,Belfast,BT6 8PQ,5,,,18/06/2014
Gordons Chemists,,,35-45 Castlereagh Road,Belfast,BT5 5FB,4,373548,335839,06/04/2013
A. Crossin Chemist,,,267 Antrim Road,Belfast,BT15 2GZ,5,376217,333275,25/06/2013
Fortwilliam Pharmacy,,,567 Antrim Road,Belfast,BT15 3BU,5,377260,333254,20/11/2014
The Co-Operative,,,58 Woodvale Road,Belfast,BT13 3BT,5,375086,331732,24/05/2013
John Robinson Chemist,,,86 Cliftonville Road,Belfast,BT14 6JZ,4,376116,332930,10/10/2013
SuperDrug,"56\57,Castle Court",,12-50 Royal Avenue,Belfast,BT1 1DD,5,,,20/06/2014
Boots Chemist PLC,,,35-47 Donegall Place,Belfast,BT1 5AW,5,374139,333756,29/07/2014
Stranmillis Pharmacy,,,62 Stranmillis Road,Belfast,BT9 5AD,5,372100,333590,18/12/2013
Coopers @ Riverdale Pharmacy,,,166 Andersonstown Road,Belfast,BT11 9BZ,5,371281,330026,06/03/2013
Numark Turf Lodge Pharmacy,,,32 Monagh Road,Belfast,BT11 8EF,5,373136,329849,11/04/2014
American Candy,Unit 24A Castlecourt Shopping Centre,,12-50 Royal Avenue,Belfast,BT1 1DD,4,,,29/07/2015
The Candy Store,,,127 Cavendish Street,Belfast,BT12 7AX,4,374004,331861,11/06/2015
Alex Newsagent,,,133 Newtownards Road,Belfast,BT4 1AB,4,374392,335423,03/02/2015
THE GARAGE,,Dunmurry,13 Ardcaoin Park,,BT17 0UT,5,369823,326995,19/09/2013
THE NOOK,,Dunmurry,154 Upper Dunmurry Lane,,BT17 0HE,5,370061,328262,19/09/2013
Donnelly's,,,15 Springfield Road,Belfast,BT12 7AB,5,373908,332180,07/07/2015
The Twinbrook,,,1 Jasmine Way,Belfast,BT17 0FA,5,,,14/10/2015
Boyds,,,1 Malvern Terrace,Belfast,BT13 1DF,4,374972,333035,06/02/2015
B W Stores,,,205 Shankill Road,Belfast,BT13 1FP,3,374819,332583,20/04/2015
NEWSFLASH,"Unit 6, Dairy Farm Centre",,205 Stewartstown Road,Belfast,BT17 0AW,5,369828,328119,19/11/2015
Day to Day,,,210 Springfield Road,Belfast,BT12 7DR,3,374342,331817,07/07/2015
TGR,,,22 Castle Lane,Belfast,BT1 5DB,5,374216,333888,01/07/2016
BROOK ACTIVITY CENTRE,,Belfast,25 Summerhill Road,Dunmurry,BT17 ORL,5,,,27/08/2014
Andrea's,,,272 Shankill Road,Belfast,BT13 2BN,4,374805,332302,18/11/2015
Cliftonville Newsagents,,,294 Cliftonville Road,Belfast,BT14 6LE,5,376662,332214,25/11/2014
Junes,,,321 Shankill Road,Belfast,BT13 1FX,,374841,332242,24/11/2015
Millars Convenience Store,,,329 Shankill Road,Belfast,BT13 1FX,4,374859,332219,16/10/2015
Easons,,,40-46 Donegall Place,Belfast,BT1 5BB,4,,,07/02/2015
BELLS NEWSAGENCY,,Belfast,4 Kings Square,,BT5 7EA,5,373381,339340,02/11/2013
The Treat Garden,,,6 Meadowhill Grange,Belfast,BT11 8QS,5,371816,328223,15/08/2012
Mace (Cathys),,,7 Glenalina Green,Belfast,BT12 7LA,5,373573,330421,20/05/2015
HAMILTON NEWSAGENCY,Hamilton News,,7 Greenway,Belfast,BT6 0DT,5,371783,336091,10/07/2014
Day Today,,,80 Castle Street,Belfast,BT1 1HE,4,374283,333564,30/09/2013
George's,,,87 Falls Road,Belfast,BT12 4PE,3,373984,332262,19/06/2014
The Dargan Newsagents,,,9 Dargan Road,Belfast,BT3 9LZ,5,377682,334805,23/09/2014
Hotel Chocolat,,,9 William Street South,Belfast,BT1 4FT,5,374210,334016,29/05/2013
Mitre Trust Appeal Hospital Shop,Musgrave Park Hospital,,Stockmans Lane,Belfast,BT9 7JB,4,370708,330858,20/07/2015
WH Smith,Belfast City Airport,,Sydenham By-Pass,Belfast,BT3 9JH,5,375715,337304,19/03/2015
World Duty Free,Belfast City Airport,,Sydenham By-Pass,Belfast,BT3 9JH,5,375715,337304,25/10/2013
Laganside Newsagents,,,Unit 1 Donegall Quay,Belfast,BT1 3EB,4,,,26/06/2012
Choc Box Today,,,146 Cavehill Road,Belfast,BT15 5BU,4,377810,332643,12/10/2015
Day Today,,,187 Crumlin Road,Belfast,BT14 7AA,3,375483,332625,22/05/2015
Brompton Stores 2,,,18 Elmfield Street,Belfast,BT14 7FG,5,375836,331759,16/04/2014
Westy,,,193C West Circular Road,Belfast,BT13 3QF,3,375212,331020,13/08/2015
The Blackstaff,,,1 Dublin Road,Belfast,BT2 7HB,4,373589,333719,30/06/2014
DJ'S,,,1 Lockview Road,Belfast,BT9 5FH,3,371415,333764,25/07/2014
Mace,,,20 High Street,Belfast,BT1 2BD,5,374393,333957,12/02/2014
McKay's,,,26 Queens Arcade,Belfast,BT1 5FF,5,374181,333765,29/07/2015
Thorntons,,,27 Corn Market,Belfast,BT1 4DB,4,374261,333962,06/03/2013
Boulevard Newsagents,,,297 Holywood Road,Belfast,BT4 2EX,5,375153,337616,20/07/2015
Corner Shop,,,2 Grace Avenue,Belfast,BT5 5JH,4,373589,336645,17/02/2015
Carrigart Youth Club,,,32A Glenveagh Drive,Belfast,BT11 8AY,5,371442,328254,19/11/2014
Susies Confectionery,,,34 Monagh Road,Belfast,BT11 8EF,4,373130,329849,13/06/2014
Mace,,,3 Donegall Square East,Belfast,BT1 5HB,5,374077,333938,06/08/2015
Cineplex (Kennedy Centre),,,564-568 Falls Road,Belfast,BT11 9AB,4,372236,330644,01/12/2015
The Brook,,,72 Connsbrook Avenue,Belfast,BT4 1JW,3,374644,336830,08/05/2014
Botanic Gardens Post Office (Mace),,,95 University Road,Belfast,BT7 1NG,5,372548,333407,25/07/2014
SSP Shop,Belfast Central Railway Statio,,East Bridge Street,Belfast,BT1 3NR,5,373887,334667,25/06/2013
Sugar Box,Royal Victoria Hospital,,Grosvenor Road,Belfast,BT12 6BA,4,373702,332292,08/08/2014
Davidson's Newsagents,,,10 Orangefield Lane,Belfast,BT5 6BW,4,373447,337069,01/08/2015
Mamies,,,11 Mountpottinger Road,Belfast,BT5 4LA,4,374197,335145,06/12/2014
Grove News,,,1 Orangefield Grove,Belfast,BT5 6DA,5,373486,337365,13/04/2015
Todays Express,,,236 Beersbridge Road,Belfast,BT5 4RZ,3,373532,336171,26/06/2014
Rosebury,,,367 Woodstock Road,Belfast,BT6 8PU,5,373077,335755,29/07/2013
Cheepers,,,382-386 Woodstock Road,Belfast,BT6 9DQ,4,373057,335793,02/11/2015
Dawsons Newsagency,2,,52 Belmont Road,Belfast,BT4 2AN,5,374532,337352,17/07/2012
Sinclairs,,,58 Upper Newtownards Road,Belfast,BT4 3EN,3,374182,336686,30/07/2014
Maxol,,,62A Bridge End,Belfast,BT5 4AE,5,374434,334866,24/05/2013
Claires,,,7-9 Severn Street,Belfast,BT4 1FB,5,374593,335994,09/04/2015
Vivo Essentials/Murphy's Stores,,,107 Alliance Avenue,Belfast,BT14 7NT,3,376408,331798,18/03/2015
Murphy's Stores,,,157a Oldpark Road,Belfast,BT14 6QP,3,375876,332631,09/09/2014
Day Today,,,166 North Queen Street,Belfast,BT15 1HQ,3,375822,334003,14/11/2013
The Cave Newsagents,,,184 Cavehill Road,Belfast,BT15 5EX,4,377984,332562,29/07/2015
Kates Day Today,,,209 Oldpark Road,Belfast,BT14 6QP,3,375992,332520,14/01/2014
Marshalls,,,251 Oldpark Road,Belfast,BT14 6QR,4,376090,332442,24/05/2013
McIlroy's,,,4 New Lodge Road,Belfast,BT15 2EL,3,375458,333832,13/03/2014
Hagan's Newsagent,,,645 Oldpark Road,Belfast,BT14 6QX,4,377158,331593,12/01/2014
C & D'S,,,68 Shore Road,Belfast,BT15 3PZ,5,377096,334178,16/06/2014
Billys,,,834 Crumlin Road,Belfast,BT14 8AE,5,376770,330719,16/06/2014
Mary's,,,872 Shore Road,Newtownabbey,BT36 7DQ,3,379613,334293,22/04/2015
Top up,,,88 Cliftonville Road,Belfast,BT14 6JZ,2,376117,332925,31/07/2015
Stevies,,,897 Crumlin Road,Belfast,BT14 8AB,3,376886,330783,27/10/2015
Rail News,"Unit 8a, Great Northern Mall",,17-21 Great Victoria Street,Belfast,BT2 7GN,4,373745,333527,24/05/2013
Top Up,,,23 Dublin Road,Belfast,BT2 7HB,5,373531,333700,07/08/2015
Campbell's,,,38 Bedford Street,Belfast,BT2 7FF,4,373754,333783,29/07/2015
Innisfree,,,101 Castle Street,Belfast,BT1 1GJ,4,374315,333573,06/03/2013
The Gem,,,113 Andersonstown Road,Belfast,BT11 9BT,5,371413,330256,21/05/2015
Lennons,,,11 Cavendish Street,Belfast,BT12 7AU,5,373823,332087,06/03/2013
McKnights,,,122A Sandy Row,Belfast,BT12 5EX,4,373366,333414,03/06/2014
The Cabin,,,125 Shankill Road,Belfast,BT13 1FD,4,374803,332794,16/06/2014
J Ryan,,,13 Carrigart Avenue,Belfast,BT11 9QL,5,371213,328256,18/04/2014
Sweet Memories,,,164 Andersonstown Road,Belfast,BT11 9BZ,4,371278,330031,15/05/2015
Chocolate Shop,,,175 Shankill Road,Belfast,BT13 1FP,4,374813,332668,10/07/2013
Clonard Monastery Youth Club,,,1 Clonard Gardens,Belfast,BT13 2RH,5,374373,332133,07/03/2015
Mc Glincheys,,,1 Glencolin Drive,Belfast,BT11 8PA,4,371656,328332,06/03/2014
Joan's,,,2 Norglen Gardens,Belfast,BT11 8EL,5,372704,330083,07/07/2015
Popular,,,338 Donegall Road,Belfast,BT12 6FX,4,373083,332294,19/10/2012
Kens News,,,340 Shankill Road,Belfast,BT13 3AB,3,374828,332087,22/04/2015
Davids,,,3 Ladybrook Park,Belfast,BT11 9EL,4,370815,329885,12/02/2015
Elaines(St James's Store),,,69 St. James's Road,Belfast,BT12 6EA,4,372937,331464,28/07/2014
Murtagh's,,,77 Glen Road,Belfast,BT11 8BD,4,372405,330291,07/07/2014
Taylors Super Shops,Europa Bus Centre,,Glengall Street,Belfast,BT12 5AH,3,373804,333460,27/05/2014
WH Smith,17-21 Great Victoria Street,,Great Northern Mall,Belfast,BT12 5AH,5,,,05/08/2014
